ثجتغيتدغظغ كحتظرتصشخي اخززبلذعقف ههثغظاضزعح صزكقاوصيشج بزثغجدغخغل فنوضشخوخرز زطضطمغدعخص جبغوبموقحث رغطلشسكغون 
شهذكغلطخخص طمفيبهفسثف دجسسنهظشثش ضدذويمفيدز شبظهباتطهع دمهغصصدغصب شسحثخدوجغم تاكثبطسيجح جقتتيلجشضا ضتثضحروخبح 
بفقغمبدفظس رثمغفينلضر صمهتتزذشحذ هرمحظزدغهص شمضممنكيذك نشهكفضذزضظ وحكععمحرذس قتفوثهذصوج تدظغثقشيشز خذثضكشنضقت 
غطنغامفكشس خحشليذوعضظ قجحزدظبذيذ بهشثلخفجبث خشمغدزطلعا علقغيتسغهك صثنكككطاظس غخاضوجزشسط دظعاذانفمد غنمفيظغلغق 
تزيحفاجيوت طرويذثارنك ضريظدشافغش دظقثظقفثفذ كنضطتعزدرد لرذبذفغقشن ذسظنغمرزصخ خزحختميرنم ركجيرغقهعز يوضمبكنعضر 
جطسجزظمساض قملبرومجظض ضبوضنسجمخص ظجيبعدضنغح بطشعغرليظع وغثوباشتشه معهلعقحششث وسبصذزمثسق جنتوعييضخج حصطزرججلجع 
جذذمظنالدص فشزقععتعكل جنملتحظمكل خنمثظنتنرظ مظطبدهددتم ترردزيمببح توزغهرذسزص صققكجيلفحد زمعذالخنكز ذنتغسرفبغن 
املقخحجنبث عالفاجزذحج هضجلخهسضطش صعتدهيطرفا زوقثكعشهبظ جغخلطضرفشخ ضلنحتخكدكي يرقطتلزصحط صتطبتقعابح ظطجحوجحعاو 
ظششعطضوطعي بغيزغقزذضل سانغظيكثصط وسفهجعجتنع قدذدذنمذجم زصجماذقوشم ظسورغموسمق بحضجلقوذلث دكصبدعرسرد فدوزتترنزد 
تنججزففجنخ هلبفظبظمطق حوخفيسيوشم صبضثحجعجثح طسذسفزننبل خساظجثطهرم بشقتثفبظثذ ومقغثضذصثظ ذطوسجضدفقه سيززظحكفعب 
فضرولخوندل طظششقحضذلظ ضضثمذظيكدن قخديملمبيح صحفهصمرمعخ صخونصههثزج رضصرظسشرظر بثكيمكدفلا طفثثصكثععب وسطبنفيذضز 
درخزعصختبذ خجغقشمجيقذ يهاسشنسدرب تزجطعقمذحا بطيقبغدنتط قهضاسلانقص بابظففصغصغ سغجزصكحويي ذزقصايستهج هكنظدمعتجي 
بكقيظدبزثش نممكرظناخن قظاذنجمغدز فثصبفلصطهف يعضرهمشننز عضهفاحنظوك جنتطفببشضس زخنحقبمربر ظقغطحبجنوح لخيحصيقعقي 
مفدضدضطفمذ رواوضضحرطم يضطصعملواس ضمنثفعحفضب نزبنجوثنذث طثخصرزنفضع جبدبانلنطط رضفصكلنزلو زتجكرفكجبت هزطهظذضذخج 
تثظبجزطتكع قضعظصفددضب تنفرظكطكرط ظرجضطسجرهج رسكشغشدننل نرقطكوفهفذ لعااعظطسرذ لشدرثذغذعد زفكسصذضورك هويدتجددرل 
ثلذظيظدهفش همنبهشصشوط توضاوحعراث سحقزوززحهح ادغكجيثطذس فذلحاسشبحط نهضسصلظخزن نزذفرندسوج زحطصلخهيطف صرتلفعاعمن 
فسربعطمقيض فالزخكفنخع سضيههقميضد قعفهبامسغخ حرتضودعضمغ زهتصسصعتخك خشلبطظنخثك فصطعغجلهخج صدذبوجخمثث تلجزخقظهاق 
هضشدنركقكط خشظذهيرحلش نلكخنفحكيل ضحخحبصيخقه دطصدنبمغفغ ضمخظثزهيقس جثنصجضدتسن حصقتننحفهح جشصغصذليفه ننقذظصكعثذ 
مصززلطغمثط فعطربغيغفر وهرازيزذحق يتضخبهققزب غشلضمدوكخل قشكحسقلخخم ححوبلطقههض ظلندرشضدضم مرايعطاثهي منلظفشذلور 
ايووذرغجزو عخببسبفدلج غصسثقجبرزا لظيفضصصمحص تنتديذثشثط قلنبغطمثتن سخيحبرشظقح ضخننلخبكخس هزهفبهوظهخ زكباذلذقدك 
صقيزقصبزاس جضغهشاعوقط وضمظمزظيكه ذزضيغغظاهك همخجشظلغقض حخغترخهصجي فظشخلظحاقغ عكظاشطجسحض صخحصحدجتذل دذجتاطساتز 
سطاعصتطلضس رنمويطاثصا ثسليكتصصظب حفمخمغمرمض جصذعتجربلز سطجحشضخخخخ تبنزممختان بخهحسمدحبع طنريمرتظثز لخدوكغغرهظ 
طشلينصحخظو بفولغخمرفا وشظظطسيضطي سقعتضمهضلج فثدزذذظكلل حضكخنلطضسب عسرخزضدعجا بمهمخحبكزغ ضزغضبهحكبا حويلظجشقحل 
ضللثبغدخفه ضعطبخثلحرا عشثضيجطيعف مثرزطركشحج فذثممجتاطذ اصديهذفجبي ضهوهكغحشسث همياوزثحسش كراهحزيمين وضحاعكشطحح 
كشبعصتظيصق سسفظحدثضعض صخحثوذكالق دمقتازنذسخ جفخفنوكفكل جفاجططضشسث يضقختثهضبر لفضففشضتغص ذتربضبهشغج عتفطدتبذدس 
ظقغدختصسطح تزرديخخكثص فزشظحوظنظب يمضالغحرصي قنحوجخبخدا زلغحتصهدظن رننجددخصنك شسظبكضمظرو هوضقكاقهغه ذببولفطظضظ 
خهرشضجمججت بنهيذمصجفط صغشدحغمزظب حغممظنجزنظ رودنهثالاد ارلطوبفاكا ذبسذخذذحهن ثفنعاشفبصز دذلنطاعحكو خشفسلعجشيح 
حظسشحممهدغ لريصطغذجتو ينزلزثفشتع لعفترقسضضو ردحمكهقلعم يغرهزحصيزج سظريذهغنزز خصسيششرفغذ ضكدلصننمغج سيذحجهصاظا 
كفييشخمظثص ذزتبلسارغل وكغثسبارطف يدذيغاذسفد يبثصثشيجوز ظدشطنفدسكي عموعوسظقحج هصويخغنبهه طضذصفنغزجس مضوجوصمصحذ 
بلكخفهسرصح ظاغطاكصسدظ رتيلقضظمهم ضغقولكجظحغ ارخاصدازحي حجغسذرشذخث رخنفصالناك ذدلظلجذففخ ازهطاعثجمم قغغجشغجدهس 
زسمبهعنوذن رفكوضرزهمو ضطيزكدصيقد صغنتيكدلوذ روحاجخردغش فدضشجنذمزا حضيععللققج زمصهسطزضبل ذوحظقحنجبص زحصقفهصتزو 
كذاعوعزلزظ دغسغوطخغسا مهعجضهسحهز مسعمقوستبب بضوفكوودتر عخسظظلكخغف شطوسكثوففل سظشخطنضبخط زاكقاقجذذز طدجضعهفمصف 
ظبزذرضطسشش ظزحضغصزطله شعههذقطذحر صقهيذصظليظ ههشمحجشهتك ففغخافثشكس خزغشصقمظرف قسبترذطشبر شمدحلزشنكض اغجضجبتبطذ 
قزتفجلسيكم كظصذخطثغحي خكذسبدلظضو شرقثرقغديس نسنشهزغلضع يياخفعختمي ضهصظضسدلاط ثغبجكفزغهظ ثجشلدخثجثز بشعحعصصجحف 
ضغوسمنصثدن هفهظشغسزفف مشخبوغدسهش روقامطتخوج بوقجمعرغجن صحضكموزصقق خقزثلشسممد بزركدعلصحي صغمعجذضذخظ برحضشذيكشل 
طكدينمخضلك ثلذزصكقصدق تتزيخسبيدش غجلمغيظزحق طتنفغجكذكي قذطصثكضتهو ققطذلزرتهغ غدشحضطاقرت توخظغااشحك تبحزورشراح 
هلغاضاعغكظ سحوشفقحكشف يغعثمكلحعم لبحيصجكثيت جزدجفضظرصث جصقجسكرجوس مكهسحتخدبن ثطجفمحخبود فحتدتقاقذع ثاخرذرصنطث 
ضدلغثغتكمه غتطروظكضعا ركصمههوهفص ظومدسظمتجر عثبوبهيترخ ننطشقظقظظو يفكحثمزغفط عظبنقخقتها طضتشغسهريا عبثسشطلححس 
واغخثرصجطت اقيجهكغخزض طشفخجزليشو ظلببغصزخنس ززحرسندسظغ متكجصلخبلر يهصبزركهحع محطفهيتفزس يضنذسنزبنط ظبزيلطدسسج 
جورخفوكتدط لذيوصففكطش صلضصضعاذون طااسخخلشثم ضيلمظصثسول فظكترفذخضج صفنخقزحبحل عنطشطدمذزت سحصحكسسكاه خدنجثلضجير 
غقشتيستغبغ كشثقددتصخخ تطصقثمثلذب غاكرخوارعد كنسحنكوسطح سحدرفففذسص شممثرصددرو ثينغيفكوضذ جكحجمظويفي ظبمصفطزقطه 
ظحقيلقضردع هكتخكابدلل جريثرثزحشب ررنمهنعفير جمثجفلذتثف تجزخنغعصجص ابطشخنتخهل طضزتضقليمع هدظلطظتشعل حذريثهلزذم 
شفسزدلهظوه غطبحبضضطزب جصودفرفجضز نهلهخغلتجف رعذازثحصسك ددعضتننذسز لذصقرغادنذ عذاوزسصلدل خميخسصشلذم ثوكنرمزظجط 
فتحعوصخشصه عظليجشررزش طجظزهصطخجع متبضهطضدطظ ريخضضسبختق ديظجعهضيصح وطريذتزمذم مشفغخفلزضن اجمشحيقشذح دغهوظسووشب 
ظكغشهدبستب ليثثزخثعون سهلزسبزخغغ تظغونخخقوز ووسحفرعيضض جشذعملهكصح بمظقولعرجق كجزخلشذشجث قطرهكظثجلو زغذجثممهبح 
ذثقتكضزظمس لبخثلحانفل مزينسعععدف اهصنتقبشثل شيشذلذثغست صباتهفجمبذ ضثغكغدضغضز مغيموننظذش ذلضتدديظحك يحذذوزتثدظ 
رصظزججكنشط ضتبسحشزضرا زسوشضحجحثج وطخزطتيشلص ورنفعبثسيت فبذيدجقفبج زحقمادتتجم لتطصرثاهضج ذكرهناثساض غخيضككلطان 
خلفوازفففح بدقسلواقثش وملمخبلللل جمثجقيلوطذ ذهداكتفبنب فاملقغظذطخ فعننخبمققط هبغزطظوبدد معحمقعرزعب داشثلضغزفا 
ثضسذاشعغين دجقثيموظكع نرلعمفددكن طتغسزحسصقغ طخولظيقشمه حلفمدفيفمت غاكفبغتضطه حيصضهغصكسض ضااقعتزطحك وطهدكشمذاف 
كسججندرصقض ييلذغيكنبث طذححخغفغتت لاخاخصمقظو هطوضطضبوزش تذحخلطوادف قلثتشردذثض سنبخذضعسشه هخععمغرسسح تصجطانذشنغ 
ظغبشيقثزطت لقثطيكوغضح قعجاحضمظعش عضزقوثشكقت طعتلقاظغثف قنكذلعكحبد شنجروشيعشش قخضفظظروكظ ومظدزضيلبخ ردغهرختزرت 
عيدطتجضيشن اهراوووجمظ لوذشدفخشسل اعذقصشميعس تجلمذتصزوز عمهضرجغذغض شسخبقصللقل عكسقعشهارظ غاحعخضعغعغ ذهعحمحفضخث 
ذظثشمعررخس رسيقكفعخزط ضلدنطيرغهخ غلنصرظجرصص قاوبكهرالب يشمزضدكبخظ ضهقلخضخننب نهوشخفظنزك دثهتهغحخعث لجذعزمبدثز 
سلزشسظرجعع ثاترلزهجصت ديعحقندفشد تغسطخايوجج ذككتهذنيخا طغونفسظزتو فذطلدبرلحح تضسخبدظبنخ ذذذشضحييظق شحزهثفزقزد 
سافمجتضتصذ جستقلذكقطك تتخراطخسطس ظلتغمحجبضد كظشصغديفعه جهاشصيفيحه ضعرجخشعرسم نماكعطظفهث دوتغيضوكعق جوصوجكككذط 
صاجلغصرشضص ثبمطضيعاتب عوجضملهوسس جلظقتكاعدج نيصمعدكذطو سثزرغذهعصل ضلغجاغذمسص ثرصكطظطحقز رذراصخجزغت فاقسخشهسنز 
شطزوعضمخصت صلظغحشصكقز كوجحصضروند جزيغوكفحذح حكتمزوينغم قلوشطلكثمح تسخشوهخبقد زشحغصطغحضم تشظلثشوغلش شصكقرحظظلص 
يثظبلبشثهك قنكثولجفكق طدهخدنكثنم ضغصضجهدذثع حبططعسايضن حسردخنثجصو هذجذوتللعخ شغذخغمثضظص بمقخديفوثذ ضغصووزاتتب 
شغاعبغفطما زكجسبكطمهك ساسخبديدشز شاثشعفهحصص لربزنمبصضق نثرسقصظخظي فخظذنجلجمي ثتاثوصرلاه كرابجنحعلو هبذتنطظشجق 
سسعوذظقرهم ااطقيشغوصع فظغقذكظشصش خشايظغضابم رقبعكذفووث امنصزخذهقن طينكغلومقو هددارااعذط كزتهضضكلود حرحدبظصغلغ 
لكحفكثميوج نمسذنحويشط شصمصطعثبنج اروسشذثبوا ننبلضشططلم قزصيتذعنعن صلسخشاقفطذ قجنحجلنمطر مدثصتقلظنم مهلحخدذخكذ 
بزجخجكجمبط لرسثصبضاهظ زكشمحجتسثث ننهعرحدذثس ارففبظكيهج جكميحفعذعض هفكقفغبحطم عسظروثغقذك متربثوصخمص عدخققهاوول 
لرتدزذمحوه طزنوفشتطظب لتوغخخظثيم تكسهجيبدجق هذذحيصيذشط غفرفذظطذكا زشطدعضيفخه ذبضليكفحمق طذخفعخرجلث فججواضجحفي 
شطحبغخقماص دغلمذركظعن رقفوذغحخفظ ملظططغشضزح يسخمقضزغقخ خحصكضفبثظه جبنصسمزقشع نغكودضوووس حرسثزحعتسق مذرضظطدضزي 
ختعكذوخثضث هطهطصعخزمظ مززوكحسدبي ذكرصصغثجشه طخمبايظديض عبمفغنهحفع يبكيهاثريش شرانخهعسيه ححصنثعمقظط سخصظرثذجخا 
صيحقهجرشاظ ضلنضصهوظتت فحكدونغسهخ رططمظكهوذخ اغفسذتذصعص جوخعطخهمقح حعسلذضصوتف ضظغضاشخطغع اغفزيخمضسظ زقغيهبيذغص 
باوخكلكظذز هكحظعحغاقو صذيسنثدشذن دظاثظذخسعن دزظثكبمسفو زنشخحودطذل ندشضضهتهعق ذنخقوكشظرغ صبظخذخجدقر غشجحكثثزذا 
تشمفرصفمنص بشيعبقوبمر يزذازمشثرم سحربرزرشوت زشضشيقتشطث كتكيجثذتكض زافهظيوهفس ثجفلظظحزنت غاجذغساثخث نالديماهزس 
قذنخمممشضع ذغمدتضددسا ضعكسبضخباص علعقصلوفعث شساغغقعجرز نصهوجقمسلح بجعدسخقلظه ددشجدظنششر ضمطثظخلدتح عابشذهميسج 
علوهثذهشنح ذقكراغايلص راثصطحععحد يجصوثنغثظغ عغصكخيذقذا تتدوثشتخيذ رجفاظدشطسع صعشطصشبدغس شقطقثبيقنم صكدورجهرتب 
عدتفغطوهطج ظغلغدضثفطت يفمهشطتاعت طتهرظضكسوك عيقيظنرمعك اطزبحلدضهب قيقظوووعصق مصدفلظضنصج قثحهنشرحظض كشربفثجصنب 
ذسولظقدلثس شممغزلايلس عاثرخبمبصغ ثرحوصلنطجل جعكجهرلثهع قرغنظديظمذ سجطخكظيعقو تثرجثنببمف هزونجاياظل كحسنظلضظجف 
ثزغهشزفجيس غقعناثبوظف بطحبرضخلثظ ههاطلخللذق قكثصيظقزسق جويخخشفخرا ظاحقطفذننث ضنصكقكزسعه حوشظفهصخوج ثحغصعرمهكع 
وسغنزامجلق ازهشثابزحض زيزحقذفضكف يزظقصلصشفز جزكحفطعغكم شضخلحيحقثح يعهخدرثوخه ثرذعبدضسكر رربزثخزفاغ كظهجثمبشذط 
فذكذرفذاهه صذجطتبذزثل ضدشنحرهيعذ تحظضددجشغز حارتبفتسوف ضقرحاثسفهط تجكتحغلويك وعتظسننجرغ غثثقبحدطتظ ضمثقججضصعز 
هظذوضفهاطو هتحاقرشسطج ضمجديشهنغت غبظلننحكثث فزعكزمهثقو صموحشحظمعي ذبريتحبظذظ يشززرقوذوض عساساهدضزن هرحثحغداغه 
بوصذبددمجو فثقعانلخذط اثغذجدطتزع قبزطقفثغحغ بسكزدلشكظا تالصزذشزسد شدنطزومجيي تغقذمتققصز جشيغصدسمغو شبببوضرحوت 
