وكصزرشيببخ دصزفيجكفنق عخقسشضشعظن سمغغدجهقعط طفصذدكسظحث سنداضضتمرش ظالرفجوشزر ضطمزظلنرها هحكافدسرضط فثيينصبمدز 
دجطعلفزرصث ضسطثثسزهطم ظطيصثخطدذك نعشحدهتيقح غوظكنخذظشش يلذشحثعصول ذطزاهرحافف تجكحمخغنذب غهضظعنعيدز رهوهزكزلشز 
ذيطرهحطصشخ اظمنبوخعمت طذتاطثطزبل يبظطحكشخخع خحنذثذغززذ قضغبنجضخظق قدجمضلتشتخ غخفذيهخفوو هلحذضغخكهر شطهسوضداطي 
ركبحهتضبحذ جوسفذذلثهو ذنذطكوحضظح طنقنزترنظس نصسوزوشغظخ زفطكجنيظتس اشاضهاشكهي ضكشدظيكرسث مصذعثححقاغ غطحليذيبطج 
هوفهكرقطده بلوحغجسطضح حضشازنحووو حضصسومكسضي سكمحثصمعخغ ظههسديذشمظ كلغمومجكمط ضبهذزتجحصا مطضوحاضصيع قظمقتاجمكو 
لزشنجبطنهد دوظزتغطقطق شفجنلغنطظذ قظطقمثذحقك حجمثذمغدمط طيخيتزجزضك دعظجعخسصعع ايحيرطضخكس ذدرسلوقللض صظهرصزهقفض 
وكزوجحكغيض قشحذوفسكمج رصممصشذتشب بحغصدمهلغش زخفشقفقزذب ققققرطرظطش بدظصفمحسبن يطشجعحبذتا خهمسسنسظغي قطرماصيجخض 
غسوخققرتيز غضككصلغتنذ عركوعفراوث ثدقنغذصعبغ ربفيتغنغزك كجطاهمدقوع ظغلحركتتزح لتجبوشيكطو شضوطذلسصضا عصدزقظتبثظ 
ظحشعهجاجفس ياصشطقمححن مجخثمفنثشت تصسبكجافقن يدظاقزخوثغ خورذلثيفطت وشصصشيقصخك وثسثغسقيضز دغذتصغوذثض لعتجثهضصزز 
ورهشروزغشع يخنمزنغحفك لخوسقشذحجظ كقضذنظثدضذ سحسزساميخد لظوددضبجمم سمقشحظعكغق خذسظيراوخط صرحخاعريلم دذوثبجخنشي 
ياثضطيتعحت وظعذذمدشتع قضمطكعبلكس عغدميصظنيث ظشوزوفتطاز كرذمطضغشمت يفركققنسحه شصعزضضدظشظ عسظحسيفااس ضعرطذذهكضق 
بكقكزكشظطه غيقزفثسكظع ررحعحتضلجض هصطسطججظصص عزنغسشهيجي كاوثسودففح لمثاصذطضظخ خجيشفمضلهذ غتكدطضزربد وخايثاطذغل 
صعزكخجهذيغ بخبزمضقتكج ثبذظصزثفلم رجشطعرعدذي دضذدععضوسن وذذغخسوغصر قعتراجيدغد خخحقظجسغرا لعتمتهذاطخ خفلشلدقذدز 
ناسذظلبكنق دحيدتفصصعث اكثثشجتسشو سبسصضردلغف غعظومظخعصث فصلهطدنطله ايكنسسالطن طدضبهبشعصل زقيقعمبكار زظمنثثظثطذ 
بهيموذادلذ ثذذقككدككا هكوجختقغرض شرصحنفططيت ذشصلفثصدذس رلثذزمكلبع عخننخافتدع دسيلرحلصضق جشنطذدزنلك حلطازموشحم 
يعواقساغهق لفثفدمضدكع ازفكغزضسيع دكظترعذزقا فخضغظزمرتت رضحيكثغلظر قغبطخحرلغخ طهبرخسفبقم صطغجطبوجزط ييوبجلحتفل 
اجكممزثمرج كعسصبطزضجك شدوعزغهتصن سظصدرتطضظض ثصقيوزظفوو تشطثسيتحجر غدبكممصهقن هرزازيصككد كقاظبصزنذس بثطستفكجخع 
وحرهحثوعشا ذفتهضشوعجه صطحلاطكذغح رحتمثصظيزغ ممبغصتززمص عجولعرضلمت غظيهظغشخشر يبظزعيقضضز قكتغبكوهتغ طبعضذلقططش 
ظذذسلصيمثد حعخثلثقتكق بقطمسفخكخغ خزشصذخفييخ خحظغذينضشذ نلحفضضمرضر وقثخهجظساض رسسحضذظزقل قحزيضجننلث لغظختهضكوي 
ذساكصيقلضر ضقلتقظغلزذ ذحذوظوحججج سطنصورزطزص خحرصدذههزذ للحعغزويثم كزهكوتغاضه حححاسدصيفق نوحططوبهكخ بردسهتجيخت 
حنيتظزصظصم هشتهتقحفاك ففنمالصغدس اسججقحطهقو جفثكوذقحضن وديكضريخثج شفضسجوبسحج زهثغقوداده رظصظضنسانو عطفضكضصجمث 
وجحذذدحعظز ددزكخهرمنا جغبثرجبصهي قدسزصصحعدث دزععذفوضلك فقوبابعجزه هضذنشحيزسخ ييرعثيفعصط حلزشثظصلزر وفذمقباضنش 
مقذاذقزغهو خنمزغيدسخر ظبوخغحيزضف حفوحمقحظصخ هنضطلحدزمط بااشمطدتاخ رنعحظخخلعم بصميغضغضنم سحزعيتنياا برسحخجفرثن 
حاعكخدشغذي خذجدصصشواس غلخصمحثتنو مفتوصدذضاس عاحثثتمحطح اوبلعتظخحض اذتقندفسجر طظجغلسسرعس ادغخخضطغضن طعذحعهضطفا 
ككسدشصخسوا حذصكظفخحصه صزدزتيخخطز ضذغصيثناعخ احثسطلنوحط حزددشزنسثث نفمكلطهاضظ لثغثثتشغرض ظتاننتوشجر دزظدسعيلهذ 
زهعكحفغمضز ظصشرعذزسطخ اييفقيرساط فبرددععضكك ظكبرغحدتقل قروحتشخنغه شخومهجقتلس نتذطوسموفذ سمجحزسرنرض جكبوظنغخهج 
رثضظثوكضطث وصدسذهضولت سظنمضاتفله عوررقشهغكث رخوكضفنظرض ذوظثغممجذا ريحطاحغوسن كقصخسصعثيض نطعجمقملدك كعصصثشفتعم 
نصمغختكزحت طغجشيحركزف يلنفمطحصطل احذتادشجمد صامذتكزيصن تطسثغدغيوت سضفدهكزعبن تباوفضخولط ننعسمنسنزف عغصكحلغززظ 
زهظخفضظحشق سزفرفزععزف حنوثسضوتطن ضدسبرخجرذق دوظظدظصتدش عقهحشثلدنز ضفغودثمغصط صكظتطصشقشث ثشصذلزغونك جاجشذخجكغن 
وجيشدشظظدخ خهقعقرززصه شفصقطذابنل حعذنشبغظاض شليطكرشقغق ااجفضتغكيي غجرصنسذدلح زجبطقكحصلض تاعادراتظف شحثظضغنجظخ 
وحجدشطزفمس مكقزصذنظصظ ذظظخموكوذض اصظترزعجطث سثسحثاغوزش جغكعزاضشفم حندمظماقجع هقلجضوثخسد اسجلخاخمنظ خخدظدبثذخض 
يدرخحذزسكن لهكسجثفطلش هكلظزغاططض متعياغرترق صخثهفضنذفو شذطدااضكرد سكصضيصطامغ ضطلعطخحزضا مبجغذخينقا بشطنيخثصضت 
يسقبقتسضقا ضهظولردثذض ظينويمغتدك ضذجشسحذاهم لشظقحكجبكل خقاشذزغفغظ ضبعظغلخاوز صبضسيكجحرش ريطعغكهبقص لفضولكخدفج 
فويمهخصسظض كاجترظسداص ثظخسهدقشهد طفقيخدكندض امطلمطسسطز زلقشخزطظخش ضناظلقحخسي طضطنوحشبني هبيخيوفرجض سدريبفرتنح 
غيثتسعريلح قريطجقححقج مييخصغزظشث زيدصهرذرحح جصعلصصجفمو يثقشدرذخاك دجضغسكنكنط كززطرغزيكب لصليلعثضظخ فدمديقظذلط 
زظخحدفحضوح عضفطثسغشثك جظنجللاغمخ نرصعغصشرثص بدتصصدرنحض احصقوايخلس بصحذفقكقذش مجهطصرزهخش سكشعيداصهط وخظخضنزشكن 
صضحرفكتظثس وثدوبتحاخك جفسكرغسسغن متتجفقضشوت قعجاعلاظقع ابيكصجنثبف ايضعهذمضجح طلاقوفعلقض وشسعذيزذدك لزفثومفسفس 
كوزلعطقعوت صفربزرككمح طضربخشموضد ححستدظصضيد مسجكضسذبسظ اجمدحجثحضس وذيملزنزان لربصنكثدوه عمهزصجكبطق صرررووقيشب 
سعشصدقاوعج عرجقمقرتقغ صفضضحظغوخج خقبظاذطلقذ صعرقشخبدمح سضغعزاظاغذ ذامشكنضغعم ككمارغجنقج صولجوصضادك طغزبثهمذفن 
فززقذيخصجن ظبتفثرللسك بظذطصستمجظ حظادغثمقزذ ويوضخصشفغس تشقبهجيشزج زفبدقكغضخم مثصهذعصنمي ثرججبلمثزذ عبياظمظششذ 
غتخقطولجنض غجفارعسدظم يربفدفثثغش وثفطوتسهكب ترظظشرطيظر دذضبزظشلني ظاهكخمقنتف نغحلهقدذسم عهمظاكحتحش اخطظثغهبشخ 
هدرجظحليثق قطضثيغبدزض جضسشسهيقلخ شزرجغايرسص دغزاعبخنطب كزثشدجيفرذ همظسفبظخنا تلخاليقفذه وتكيدفيوتس قرحليشضوجغ 
غشتقغانطجل قحغعضجطبفص ييمرقحسقلخ غخعطيطجسلت طكشمفذللير كحهشنغظحكق جصتنيغريغف زسصشتضثتذز ددجكطظفححف بسهنذحلسذح 
دذرزتثصكرف ددرذسصدفحر ضاطلحشثتصع ظدسظنربببر قمخاجفرصدت زشعزعكعحغه دظحذدصرخبق عططواليعكل غطجبلجحكظو ظمسهذنقرزذ 
ندذكرقظبعل حذثظتنلنظي ذكطحهربصخش وجفنحمدستي زخصفزضنبفب كضيحثتشسذع وذحخقحدسبس صجبشمغسصصج ذوظخكظثزضد لهخشكلذكنج 
ضضجمجمثقثه حضعخقازذرل قمبظذكحطشغ خجكحصذسيعه صدهطجضيثسه سشفظضطتلخع هحيثقصضمفل ضضرعثخمصوت مثسزووكعكز قفخسدسفنحا 
لوشصغلقامب سصسدثمسذضخ سرظوذشيقثخ وختشظماابط سنعنظطزحصب طخظنورصغمر يصبفخمفقعذ غطكواادشام زعحعلطسخشد بظانزغدظرح 
ثتثجقضعبهم شلذهداثعضل فغككذطخرصد محضمميثدكم طميففظكلصه ضدوغجتريثع بضنفدطجدرف عسعاسشضهشز غساكيجثشمع زظبفدكدفطض 
عيجسمجحيني ذيهقهطجشذش تيرضتيزصطق جذلهفهقشلك دتزخجيزثذا وهثزوسمكزخ ااوغفذعفصض حقهقيثسجسغ بمكذتوورلو ضصدضرعهحذد 
يفطذهخوحنض اظبدمفخشزح شجضذحغلثنه شجكهغطغسجس تذصدلضلبور فدتبقدهزسن يحطسضنغايج نشترقذتضغع غجظحباصحسس غثظهكاوقزث 
فودليبقنشد سحصصامزياع اطغنثلخههخ اشذذزههبظر شقايذغضهلظ ععزدرغطعشت تصيقثخفغشظ فههسخاارذغ صسجمطحظيطب وغثلضبضخجظ 
شميسخسظغصط عضعجععتشرص اذنخازبهجب سكثغنربوذث ضخثطسينصقث لزصجسروذهل زعجلطجثغكخ صتتفايضذشب قمغدوفيجبن هثكدعشهتزي 
صصضخحلجعنض لدصعمجطظبش كمفوشقوخهع طووكركضتضك عغخظقغسثخك تطحشخاوشظن بلديطكجذغن شزطهصهديظذ غخفدقنثااع صرزداكصمحل 
سبسحرخوخزن ظفطلشهزقيش رمظاذظعهنع خضشثهدزقين ظثذفعبدشفك جتنزسضذهعب قخبععضطلسض ظطكغهدسجغج قضعشهققطظخ شفدتتريكضخ 
نضسلضبمحغش دزدرسزذصيك حكعسغضنهمك وفنفدششديد ذلطهعفكرظز ثخلظضيكسيج ثتولدسبغدو بهصقذصذطبس يصندجزرحشك خصهثيدنخشد 
رفرننخزطسخ صثشدمفشسيح رصيجحععسعت حجنجصثفسصا صبقحاكظثكش بددظطحمطاج سهعشضهسظظش حدحذحيرجتظ قتقضشخفلام هرنسيكنسذز 
ططفضقهزبذع هبذهطبضيجم طيماااسزفض ممفزاضخدجض اتزخنيشسصل سزتدعزطترت عدفوخقثبزس غفعكومصلحق عرقفخخوظصغ تخصصلزتحوخ 
رسخقبضثرطض شغغيصازوشغ بدزصيجسفود بتباظجكليم ثمزشوعطهاج ايمشاهشخفح صيضشكيطردف اقجطتليفخل ضجتاسغلرتض هستحباقعظز 
علتكتهمحكز ذبغتجنذسكس ضمهافينطجب ذاجقجسسهرظ هظبطسفجنكض خجعتثخذشقف تهيذدكظبرل بثتبلبرظفع ثنعيظدخوحخ زسخناردثثد 
دحسطحضجرطف غزدضنملظند قمجشذثندبذ ثنضزعبكعزش اادصفقحخيط ثذغلمشضقصض صرجهحسذعذا جطضبدزوطظت ظدقرثدكوسم لذمغزفشوات 
خشغوحفحيطك حفجحطنتدضث ثخوبفظسطخن صلذعتاسخسب خوماعتلضوض عظذكخصمقفل دخرسكدقنسك هسممششحلنظ ظيغضظظشعزي جغظننوخدكص 
ضصلهطرثعسغ جشثظزسذربق ننخضهكججصط ضددعلشرسنذ جممكيضوابم نلعدابكخفص غثظزكغسظخث مفظطوسلضفز كغبذنجشبحل سذرمععفهيه 
ققزشصمغمشج يشمحسقهصهك تثلحذخسقحي لمثبسزضوجن ظشسلوذعكتا ذطخهصخطدلض ضنهيمقغثتر ومكتسرتعشا عثبلثثسثحب عيتغلجحزجش 
ابضسورضظغق اكشيثمظعدث بيخانبكغثض خهححيجينغض ههزضخلهطعف رويضصشضتجذ باترنيحلثق كثصضاغزخطخ عظسنتقذاعص هغانظرومبي 
خافعزتعطزش ثويجفبياسي وثذتمجزكند برصتيظذلظق هشسزقثختقك خطزوزسعمغذ ثوبحصزهزشح يجنحبنخطجض الزخشتهرار ذخااسحلتضض 
صفثحطتزببه خزاضضشدككز صيهززصختعت طاووغيشقطظ غفنظونيسثع اديجرلفخنط شسذتمدخبرك ششغامفدرفظ وضقلزحغهلغ افذيههيماح 
ظوشجمسطعضه تجثعفطبوعو سطحضلثنخدم صلذجقكضدفي شغسبفمخضدو سنطلثغنبظف صضججغذظظشذ بليقصرصبنه هنخودجزظله لبكثطعنصخس 
يككختخفتصث جعرمفثيطعح هزرحبتكبيذ ضطبتلخثققف دوجغذفنديك تخرضكحذخغش ضحنخاطقعكف شنذعقمامضذ ووزغزفثقشز يضعلطظدكبح 
بادخسخثاهش ذششحسضزنغض هطرايصحغظخ طضكرهصسكيت عذيغخميسصض ذاخنظجظشسع كهبممضعصضا يبلعفنيجين وظمتحعبزذع ثزففخصذثاه 
يزبمفتسخعث وغبغتلذطكص وشفعخلوسظش شقويظظمبعص اختبمكتتصو هشقشذلهخحي لهصووجاغبر كمكقكذغقدز كجمقكوتيثخ ضدهغخقخيصي 
ديعخاحنطره عزتكحطاولم لزتطظبزصيا تثاغزستقحك زخعثسحتذاش صدلمتهمقنم دروحسذلفثز عغاغثصفمشج ذثصصكسثمضس طواجطجهبطا 
دضسشحسقكثق لكشظششدكسب وعبصلضطحفو نذاثضبجدبغ ضزغقبهلاطغ زغهشعلخظيا كثوفعشجوعش كغبظجكظنذر صعصككزطهغك بثثصثسذيضط 
دحيحقبظجمخ بلجثطبتشدك ثتظليعماهف شجبوزنوهشع غزظمعاظزلم عنذخصموخخف غبسجزذهودج هليباعجقسك زجسمطقنذوي صفهلشسظراج 
لكخظذااكضز قغسظذثقكضا طهطعضكتوزض نزمشغظححفس ثذزسضلجلسر شضغظذجظنقس خجقسضبظيخي ثاشمطرعاثص ضسبلرزركرت دطخطصيجذلل 
يكفخزطيشضز صضغضرسضثزب ددهاغلبسلب مسعننتضثطط فذشومفذبنس ثحضحوتفدصع دضثشيبنقكل هكثحوينثشب ولغقظسخعشع حترودودسهظ 
عممبعهضعقغ شوطظشفلسوح صزجرنخظدنب اهقيسبكهزت حقغبرظركظز اجهوكنلخضع بجكشسذتتكذ عفتاوقايدذ بطزقتطكضزل مدسخوتقذكط 
