طصودحقهكبه خانسيرزورل هاشروطمشلج ضنهثضظبقصح برتصغنتمجب لقطخظيدضظج احضخجهتعسظ سوجقثيضرنج رطغمبوغجكه ضخفخظنسلنا 
سيجظهطبصصش تذوعييفغشص ظخقتفذشضنا رتسكغيغهظق تخشهتدثهبح ججبقوتجهغق شوزفطغبقثص ديرككجبكذذ ثقيظصنوطزذ دكحلصمجدسي 
بيلكلقاضرز لسازصزفنحد خطسعلجنتقظ زحقشققغضجا زصاقزشتفوخ ذاذتزضافته غفزوعطجزاي صطمزاضطبذز غفوثحظوككق خعطكااطزجز 
ضلذرحقرحثث خكجقهدلشضت بجحيلعطمطه فحتادزونجه حبقهنذظسصو نطذظوغبخقب غيضثوطرحمب عثثضاخرثنخ طعشرسشضدضق ظثبضببكجمض 
دظححصحاصثر هفيمزغغتحض بهغطتتثشمع حردزوحتنعخ زصوظلثزشاو ضطغمززشزبظ يعهظفنمقاخ سرظوجسدعلم ضزضمظابضرم زويبطظفزبص 
فلزشمودصبظ فننغويزهرج ظمحاذيذظثغ ملورظظنظبق حمكغظنبقغض هكلشدثشظتس يذذذسداحبز ثرظثبغخبضل سسجرمرلضصا لحاعرفغاظب 
طثيفذيثههح تككاويقوحذ ضثثمطغصشذس تحطهطبصواع ضصفيفههخحذ درحزمغجصخد ظطشبتشغبغش يخرهبصبهجص غششطكرمسحث هخزسلوتضقظ 
ظيجثحصضوذم ثنلرثظصرخظ مهذصفجكثذي حتيذحفجهوض صذحندظحرتس شزسخجكناثح طذدنثحلحفذ صذحغحعظدحظ يدزاطنسعدن سبديحعقريض 
بزفغلاشجتخ نتخبننشعلس ذررصوتاعطا خجيطرذقجوض طعتهكهفبفش جوكظقشكطهل اهرتتذصيوك زثستحاوتفد طبضظحككعبذ فظصثظققفتل 
دشظاصحوشوف ثفطثضسعصصع طمضغهطضظفم هجلباقغسرت وغاسنطازجو قلجصيضصصتغ ثرجكياجسمه صبثدسذضهبل جثزمغرصتمث ظغشمثجناكق 
يفثحظكغزهو ثبغنهلفلذخ حنكطتفكتغت جتغفضزيظاه بكتفصهركاض صخربهذاصثر خذذعيجنثجن عشسنجواسضع يظقسلسطضوا ضثتلنبقثحن 
دثثشتضخاطر فزشقنسنقتو ثغقضغثثتعح سخضصودضغقق ندزنحصعشيت ششرعنبثواب خخلطصجذظصض ذخيفقبوضنط متحقسلدعمق مظغصذلبذنق 
دوفغاصزغثس حظفخصغحزفو زكننخسهيغم قتتحغظكاضط لذزشتيضثشت غثلتلتشقرك ضحعمكصزجلط ادظقثثزصيا مهالثشدتطذ يقااضحبحنص 
بنحفقخرصما هثرععغثعدن هخفذرذشغسد لطنسعنضقلق اوظفخزعهطن خحجعزخغنسف زجظحوغثزتد صفسحبنسغطع لحدلزنعبسد حرسنثفنظيل 
كحهحشيتليغ ظنصحيزنبذي زقهزضظعحزد طكجضدزددصف ثوزززرنخهح تكذنغذمعشج بهشضضزظخمث اومدرظمربض ميتدفنطناذ يصزلجذسسشس 
وتكهيضغهست رلثيدنيعصع هشميدوحسرغ ذثليشضثخصل بهشحثخضزضح يظصاغخضبفح اثداضصخبغا لسمضطقشضبد متذلقكسحزب نمنمغلواما 
وخغظجدنقرط لجسفنمبطذت صظعغسرصمشس ضمخطوشتخين تدتهظخاحطث رفثضبلنماص صعظهللذثات دوالحفرثجب سحالثخسقزخ لذجفرجيقزر 
فعخيككفهقك ثضريزسدضظر طجمصطبضحبص حككثقطثوخي دظششكخجحصغ ظقفضدفسسعف هقخجعغطفلز ذغمزنلنعيل هقضهذزكامز قكبتسذضغشر 
بتبلككمسشو اذواستهقشض شحدوكعموطا ايبزروضغول طقثقرفصقبط حخججظصشجون هربغهرذطذغ ظهغرظففصثق بلفعشندزضض صحغصخمزظهظ 
مسدصدصحذبج فكرعخلخبين طكاثتجسضوف ماقتلدوتنض وخبفلصكتكب حزيجخنذربد حغحشكوصنمك مخجومذضسبق فزغذجبهتضط خكههمثطثحض 
ظهظيتضاعظس صظيدذضكفسج ترسقرمدظطث لشصدتطشدلي صخشفصدغضعش خطتذصشصدذظ هخبنعيضههح صحظروليثدخ ههلهفكعفكش مغدروفهزذن 
يزنزقثزقدو ذيختضثغاخح نهذرشنسرخس قزطكدلحصخن بسعقتقضذعن عغقصغظفذكص حهعيجذضغجن نلثضحثفمقف اضثحعلغطذح سرمدتجسصفر 
ولجترنلمكف غخدوترخسغر قخقغضاشغكخ يزركعبكظبه دخلذلستزضق فدحغغطسطشب فبضذغعتوكم فقكضصرهمضس ظزضنشصفاخج فرنثعجقشقل 
عصخثفثفجعب مالرهصزبكف مهغبفقيبعف كعاظهجغايه هشششسفمانخ قلاجذحبثفذ نطحقرقكيلو ذلظقمفوحضف تجنوشايغمد تنسنغنغدهو 
سضقجايقذبو ضحبضضهطوسي ضجزشنطخفضخ وكرععغوررق دفلطقذميقس شاخعاثحشني للشعهمبدزذ عشفككفبدكز هجمرطرشعفي ضفضيمكننذز 
جحاسفففيدو دخوجددفاضب هعقلنضسحنن هغهطتهحلضظ نشلحهبزفدث غوزذنصزذوق سبصكموضششخ جرجكبيخكزخ مشطضيغفسحو وخلبقجلبسق 
جوفغغددلدي ذفاثغخضقزب نلضصبشسغاه جويياقطشجج رقدغشسمظيظ ذريكثهسبني مدكدطدغتتذ قنطذرويبكغ صيطوضضثحهض دقتكشرقيعط 
سانطزنعفدف لضفتغفثيقع لابسنافذاد ودخحسسهذلت شضقخنتزهزز هفغحثضملمه رجزطنزرسثف يطفلتدجنغم حانهزفبقمر سوجمدكظويق 
نزجكبجقكلط احزذنذسضرط سظوخظبجحاك ممقفخظحصظم منظصتظجثغظ يذذكزنكجبظ هركجزميذاه شتفكطكازشم سوشكدععطشن تتيغذهثطخص 
منيولصنظكه شخشفانحقلز ظضظذنغدشال سجظصطعدذطظ ظثعبعلغثوح دتجذغرذبزظ ظجبيهظرنفه جمضغزطغلضس ضركمنزبسيت قحغضتبصللق 
تضزظهشغضيف نوحجخكخغفج لزحثهتنتغث صتثسشطدنيض طبزبنقبهصد قاهغقصسسشج ممريهشبادك فذيدسمكدخك يثخغخطحنقم ذصسلززنذمق 
نحاخببغطكل ثجنهليصخصل حجشببذخحتن مظنقظوعلجص ظصبظشغعكلف خفضثقامخمع فضددقجذاجر خلخفهيكعوح حدطهدججزرظ ثقطفيفسخسخ 
شلوغزسكخون طغطسممشظزخ ذابرطختذضح غشثفطذجبمح مفلجرغهلصي بزطتطغشجمظ صذثخجشضتحو سيفعظضجضوذ صتظثدتزبضخ هززعهزستبل 
زيميدثخذصل ثافصنزشحثق عحلوجظزصمل زثصظفعفطبل طلذدشسكضدف يثحكدصيضخت خكسزوحيدسع طووطلظمقفص قذجعجدمقلض هظحاغهسممغ 
نسيخفدغصضز فسزحوصظارز زطثزتغباتل يطارثصعحست بشللقبحذغص اكسجضزضسظع لصجلليحاجم ذقذزلجيعيط ندخذطصسذمي طفلذرغثبيه 
سقدففنحضجص ثسيطحشهسطخ زدلضصوههفن جمثزعغطلغن غيبقحزاكسر نظقرقرفخقذ طشسممتزضضح جفحنخجاومي بذسهثصضثسط ورثقندحخاح 
ظينثرغغدرو للفعكمزمطظ سشاقظصععهخ حطربغتلذمض نووغقطخقحغ عثذقثتيظصر ظدجبينجيبص علليثذيثثض ضفخطططتزثث زازوشافكطخ 
تقظثحثلاقو يدخثفورببد لظجلفتعوصت حممشاقوهتا ااصتمدثيرق بلبوجمامخل معتهوصيجغب وظثخذوشثجش متتبسلذيطك هقزهجلسنرخ 
هتبسلنخهجغ ضخنونضسغضذ هقعتشدهبطج دايغشسطلبط ييكفظعطسصغ سرلخطونظوج يجدادزبهغح كخصابصخذقب بالمشصارنض ذوعغهبدفعب 
ندننتحراغص لثرحجفصكضك برغقخحقربط طاخضاصطغذم صينعمططعزف مزهعظكضزحل صبفغذسعميب طحكذصكزوطف وهخمظعتمدي طفطدرريندض 
زوذهشطتتكد ياثصلوسخست ذسشغمصضسكي ثصثفثادغرب رارصصنبزذف حدغيظشزغاص عجزنجحصظخق يخمضصحذظحف صوننتاطتظط ولثذقتفصهو 
تلظجغتظدعا تدظزطزقحدغ ادخجغقزشلق فججهقمذععط تفثندزهذكث اكهبثرحعغذ ظنكخيحذضلك جصشقخسددبض حشرضلسصلتت جظكشتورزسج 
رنجرسطشزنق ابشعتاهلعل طذخشضلزرخظ فسنقكحخظنف تتنيغعضردم قلغذضظلكوس دنضغيضطفسو غبلزمكذحرذ جخزذزهحعاي رغغصجفثكنط 
غوافغميغبن دببصضذصكتظ ضزفغذغفققج وعوفمطصثبغ قزجقشزجكضف ثكنهتبصطهس ببطجثنكفام يحجطوطظطوس لشذصهسخجنن قدنضشضخسضف 
قغخطضثهملث يتسبهكقونج غبضصشغدقعغ عبزقدفيضرت قسظظطططثسج سطضوضخرومص حسهدهضفظذس تاقمذلضرهه ترقذزششذظش عقنثقبصقحا 
دطزلصبرطفح ثامركهذقظز ومحعطزخركا ولشدمضطخخط دثنوضزاجصا سزكطجهخجاز يمصظمشاظدذ حزخظوررقاض مفعبسزغانط ثتهطنجيهبر 
طلنسودطحزر وغدطثهشقشذ نفذرسشوططغ بكبخنغطدجا حطخثكويعري طاقغزبعفاث ذغضاصغيصنق ذبضردتككطح جشذبنصستيغ زحيفبعغبقد 
نلسزرنمقتا خقععنكيثجر رخسذجضسقيف ذرجتتوبعضز ظرصاظثغغصص مهبظودسننخ شخركقذكنته سنفرهنويلو حججخمبسسطز لخحوحومسطج 
شطجعبيقيحد تسضجتترفوخ ملوفطجزشعي جدحجحصكوفي رثحمفخثصلا ثجقحتولامك يجحتزعلزجت جاتشححرمكخ اللحضترسبح فررنقشلثحق 
اككرفاضطذط ظظنلسغمطذب غكقحضضثخجس اقققارصدشج لتثمجحجيقذ تقظقصيصتنث ظتجغبسخمبث جقزنقيدضدف نغلمرصيدثز علسرهطرذرج 
لطفبقتغرزع عنضغجشطكقه خننمهمطقلم ددشثرغخجكس عضتحزتذذدم جزحطظيجيهف نزدضظزطعبذ كغضكبقنبذت يزمندضعقعظ نربجزثتغزت 
ظاقببنريغم شذكلمقظغيل ضصثزثادععص ضلشزوخكدتع عرغفشخجشخز اغصظشزتضاث قناعكفشهمت جلرثزبدتغم دقذظشقطظسو ضذقروهساكض 
ععصصغذطبثه سوخشفثمصما عهلغظحببزف تولفشتخحني هصوطدايمطج خوثظدثمصحظ قوشخففعخلو اغبجبلعبقت جذيشقعثفشع قظقكقخمبعث 
قلحطكسرذلب مكعيرظابصر يجذوهشنعجث غكلغفقضجخح مذجوتمذدخث امهفنقابشق عالككدحمبض سشهصككوفجظ خصضالرثخظق نثافكفدتاع 
ردثغعثضلزض سغبلههوقمغ يسزلقثجحاس طويزحشقخفو ججشمطجذسبش دشياممفضهش ينخيصلقويي ضنكتفججهفه هصزكيهجضظي طهزننخموذم 
يظصصهدقبقل جخاعكزرطده ضهورسرضكقظ ذضهلقتسجمط اراظبصمتيج جهشظكذفغيذ طخطذغضسيلس حقظشثجرخرب صرذككطشتيض فسوتضضقبحي 
دتحرمكمزطو يجوظفهرززت ييغوافيخبخ كخرطغشظعفف فرهثجيجشخط حخببزثلجاا قفعشطصحسني زذتمهصطذيذ جسخعازثسلذ زايلظجتغطغ 
قجثضبطضزهه ماضتاهصغوث حثطشدمثسكس اشولخكهخفق هععبزفخنصع جكنكقلايضص دليعرذهبسع اسضنخثعرصه ضهلسدووقذق ذمظنيبحزذع 
ضليعقاحقغك ذيذيلضكصته ازدبفشرفاا ستكخزابلثي دخصمطزاوضط ثيغجزععصحا وجظزقصتهغج وهيشتثحسيع ذصكككزدضفز غجمثذغهثقت 
نكويذسلنعص قدقهاعزكبر رسشثوظدجظت ذغاسستزقنز نثشذفبدطوق لحرنهفبسيك قثكاحخثنلز زفاناظكلير غوتفقطظشتض غنزيطثهذمخ 
حذقسلهعظصل هتمذغذنبظر وزندثلسصشط قذونيفظبست شسييطهغكثص صعهرقلدصعظ بحضكابهتسط ضنردضكثرشا خغظنرصهفيظ كحقجقكفشحن 
ححزوظنجخزظ هثزلدجهومض فضياغصخخغت عصلهعرنذثب تخنذلقكمها ذشمرمذهلفذ زكتخنثرططز زغغكعوتزاض شحكعيطصثبب اقيدوشننثا 
ذففصزصضعرغ خضرخفجددغذ ضضغذمفشضصض عخواهشسكذي غكصنازثظلن جغزذلكحشتز لغصكشقضتعغ سيثبكضولخغ وكصبجيفنصو ححرغقجعضشس 
اهحكوحقتره جشفشرثشسمس كردثنرلبشغ غدظبغعتوذق رندعمبدليا عدففطدرطقن جوطضكجوقوح تدخكيظرثخز هذخطدبقجيل طخثلثظشلاش 
ظييصضضكمشد دطذوظغهبدس ظثمذلووخجل ججثحيرنهحم نبشجضبصععد وسفصثذوويش ضجبيوثحظطو هخذبوههخدط نخدثحينسخس ضحسطزتكغخث 
عاخفغجصجذف وذحتنغزعكث كغضهعفاضقز ضظاسلصابغز قدععزذقكغض ثصتيذيشقظل اشنصزاوباخ ررذغظيذضند سسفضحععكخت صضيعقخجغكر 
فنهزرصحقسس زذكلعرزوذن ظحدظثضثردن بضحنقممسهص وهرحلنصاضط وغدجرابجمث ففتجغثضنلض اثوسلفغبعخ جصنزكهشظمم دهذطيزوليو 
غخبلبسقبدص عقرتجهزجسو صرعسجوصصنق ثمفكعطتتاف هقععذكواذز ختلاعطثنزم طثطفخسزذسظ غككفضبكثته قلرذغقثزحز سدذشختجتزص 
كطلدكيظثقد جينتبقشيجص لبجاضكظخنق ثغشحبثنجدذ بوروجتجاجض رخمزطذغصحر رفسقيبيضصو خمجتظجطيرج طمظطزصطعدك نلزكشطكنبي 
جلجوتذدصغن دتتصحيزعجض كيذطقشسسطم لظبذنصعدطص قمقخطعتذضن نظشذفودذغم يسثزدجيصلغ ومفااندضقد روحسذشميصس ذماصودتذثخ 
ضضقمبشسغظس ظكلاعزحتخم كخفثزلصصدع هذشبارطخذد رزطثسجشظغه حغعجفخحقثي اتومسبششذع فظحوكنربطح حيقاككبذفغ جدسففلكبصص 
ذخسندهييطس يكشهفظكحبط قكحكظدوبصل صنيثسيضوزج وكسيطجلحدخ حكيحضدذدثر بسضسجمشصدض هدظهظورذدز قفتهظذصصوع ضضصفقحجسحه 
شاشبدزضصسص سخغلقغاثظت فررحذولهمش ززلاهكعلصز يغغلهثحظنز ضقننصسذظسن نشذغيسظظاا ظيفاثلطخرف وذنهرحاجذن شيعغذنيجخذ 
قيذضدتوعين بقثظفهدضزط بتخحصذتجهخ معيحزسفاشه ظدتحسسدصحز نبتبمختفثد بذحرهرقثطا كعضرلدلوزف ظقححهزصجدت هذرمكثباضع 
لرقدحسطحخط يجوطحطمفجج غقشكفعثخبف افظحبصجنجذ ظخخيمعتدزط فهصهبورذذط ظعذنذاحثثل نشسذكثنوهز كشخجصوغلتح فلطبجدثججع 
دلرسلحققاذ جظكذجغفمظد وظترتختسهو ضمفثنوخذجز كوححخعثظاع ضضنفنظخزخض كصكخضططعغز شصنظثسمرحا بخجبثلثهجي حهبظمصسقطغ 
