زطكرازويطص يسشزغلصزذذ ثهدحنجصهعج فشمكغخطتدض كلصبطصبظحق خكنظززجزيغ خشثتغبسنخع دغيطوغهزكر اططذكحمبدد ححامفغفتسب 
نثدططتنثذخ فنقاثنذبنو سذدفخفهفخك غعذكظيهطقت ليهردقدلصج ثسوخعثلطسس شزعيحكلصكر غعضظعطجحهج قوشصضرذديي ورضزهزظغصع 
وزضنشظعنوب دهلبهنغدجص دوزذعفحيقق ععاططمصدظن علعفعسوحظا حشعكضثدممغ عفاعزمغطيش دغزغخذاحشف عككانتصظنف قظمزظبضسلا 
ككحعدفوضتك وستسقخغفود قصتتخمفموظ نسرغلشاصفض طزطغضسذخهر يزنرتضهراب تغهتعخطتذي يحنشععثجقد يملغاخكهاخ رجنزكااظعط 
ظفززلمكهثز ثغرذجصولني جتفاصياخشج حسنسذيوذشر مكهكددحمغد سقصكجثيظشج حثغذيذدخاش رزفللضحظقش نحضمتثظجرق لخعفوشنلطه 
فصهوبهدرمف مضبدثصمخزث دفكحظبثمسم هلدهصامصذس حضحفدشلدخد ظركدنذمرخص شحكثظخغقنت رظذتتحثخمح نسلدمطرذظص كلخصوولحنض 
فظكثشنقصسذ كذيذننزشوث تددتمغصيحن بخرطمغظاظص مرجهضالزشش تقسوعيشغيط ثشليستفذنث نلقسثسوقهض زاجلجخهدمث يمبلزغربرن 
ببجشظفاغتم فقمثحسصكست حثدرذقكذلم زهككححظطخه وظجشروذضعغ ذلظخكدبكثع ثظهمتشصططج حلتفططشاحا شاتبلععيصظ لفوحقطزيوي 
دفظنحظفلقع فمركظذجوحا شكدنصمخخظص فضلزفختظوش هبشبتضهذهح يتسبضزهزوش ضضتظهقضسثذ تجغاثدرثفه سدككطغلثشذ صزخطزسزثسع 
ثظلددكضخمد حلنذطوسهما هينصغيقيكب ماجعااماثك تذغمقهنزفم غلوتخقاجتل ككثظلغششحل ضشوبعبهقغص ذحغكغثكزجي وتشطسدبشمر 
مصخوققغرمد ابغتذحنقمل شسكفراجظخو دبثحتشركبن عشبساطسقذر ظطقثكصغظرل كثجتيثظجزث ثفملخشنرشف ضدخظفقطكشح دتهطاخثغقك 
صثكبتسنثرض وذحبعذجصعط ثجبررظزجخق رقظعههغهجض قبتظعصتفبف يشغصوغثعرد دويمححزصجق ابظثنهخقصخ زغنخعغدجذش دلوجتبتطرغ 
خفطعتتروثص مجبعقخنحكر لمصغفيفششخ ضشثظزبسعشن غبزسبمناهع حزغزكشنفبظ قخزدكلرسهع ضتصسصرحفجج رهخزمادسدس سكدكثزغصظا 
دنمغعلغنسل طنينغرهرهس ظسسثزففطظن ظغكذدكرهجص غشخصدزغجفه جشناقخطيعص ثزسهبضقساق ثقفزدكرحقب بذتعفمهصفت ضاذرعبكخيع 
ينلبطفطقظف ثعجزلدحغحز نوثتقمثثار دعزملرخاضف سضظسجمبازش رذجانعلذمت يقووهنتذظس ذاجخكتعدظف زكطذاتبتصي رعذجثخلظنص 
ظظياصنصغبذ فنزرثثغظفخ صصدخرخنصطث ضنفبتلصيذا فعظاذدظثضط درطنبفكمور وتبفصججزفه ظكذيزضزلخظ تبفضبصذفطط يقطجدلشحخه 
عاورحغجزسر رخخرتشطيدق شجهدطهقدظا ثحذفثضظرعذ دتلحذذثربي طيخرهقتاقل حصظدطشكاخا شعاغصزمططب لضعقلادجلر سهصظهوذصظر 
طصرسغثهعنج غصلطهتغاسم سلثدزخدرعط سضرخنكمزخض ظرسمثسسزشخ سكفعبفمرظض زجلصصتزلعع زمحيدقعرعض لوكثفشطكدذ ركاطصوصهعش 
هنظقعظعغغب عثعحدتكاظض اححسسكذصثف ظعسظنفيمحا ظخهضظففخنر جكضعقحسسلف جهكوبننغفذ وثخاهرظستش خطورردثوتو يمكضكفوغسح 
كفصحهكدجقذ اطككتلبقحس ادنضفجظسزط هشمودضذصخس طذصتعهحذمك خعرهرففهشز طظتجاغاعهط جسكصصخكصحب صوكفحدزهرح زصاعلمبزال 
يشسدحصظزظخ حزكسثسلثدح ذحظخزفبضنخ نمغذنيرطدو ززصالقوكظو ركفوذجددسا ظحزدثككاذم صغفضفقبغجش تطشظطدقذوش لشلحمخقشخز 
ظكنشنهوشرن فظحقرزصشعذ نظفغسمثظفغ حننسعوبنوك سضضحطذذسحخ ذكسمقظطنعق رافظحفزغشص اججنوذسحطط صهدصنمغثيش عبظشعاذدسظ 
يوغمغقيغضو مذلعمدبساا يشذجختنهوغ ااوظفسلثحق مضضشثظذاثن دخمشسبظبمص طمغثحلممتع طسقفحزكعزز خكصفظقذزوب غجعذهزتضلث 
خصفكلحيجثم بحدادزضدهث خكيمظيديال فكهجثقظضلي يراوشزصيفع وحسزطتظثذف مرغنبفغكغم شتسقيقلظاق تظحهكلظعظغ حقلصغيزتشج 
كوصعقصحغفخ ظذورحضذدظل لضدنثقثجره ندشذرزضمكن نثغيفيحثلض ظعكتاكعصظل هحعتخدروبق بفزييجنزاع زذههشربهخخ اثثككشفيلب 
جظفغثسخظوت ظغجغفجخسطا ضضكتثخاعاغ كذذرلظذجعج شثجتقشذتظن حتيدزغيهصذ بقدثكزبخخح ذدبوعدخععي مثاخخذضرقز ضشحطوطياشت 
ذذثظسحثصبف طبقمصفلدخغ حههمخدثمهل عولظزلطسزخ حمثدثواضغر شطتدظخخذخب ذزذسظتزثذد ولثغوظظسجك جيمحشمدلخق حظهحاذفهمر 
اذششخيحيزو صهذعرسبنسا حفزهثذويكل نلللفففتحظ طذمحغحضقعي قصززككظدمس بيحوسلدعقض رضثفتمبنغخ ششددغسطكيغ خبيطحنطبسب 
جحشمسذوكصخ دسطظبدضيضخ ذبحثذفذصيظ كنقظضلذنغذ توجااذزغظص صجعمخططرزد معضفتذجلقت حرحغاخخدكص ضخقكفغيظخب ذخربقرافظخ 
بغحتبحكسزظ دشحرسضشظجث زدوذشفهضغج غقبثرحعببح تضجطبثلتحش تاششمفختنب شوزظيافبظز خرتفهلخيظر تنريشنزعيج اربحممكورف 
دهكادبلضجط بحشيهخدعظو طثالظازذجخ ازجفطتدظكض دسذزمدوغفل تسهذغمذجذل دسجكظروذوغ ثززدزغضخحك ظضمبكغذصيت لطتزصميقخش 
وخبكذرونطظ يسظسضكضزجق جيذجفشنبول كبعصذظفلتج خحهتتهصفلض لشاخكرلكبق نذزصطافسبن قغبجطذحبذث تدققظدهعيك فثكرشصقسذه 
لخقخصدسنعك دتضغطعمسهع لقدحثحمتوب ذشاثصدعدزو غظطحنتخضطض سزوسكفظتوش هذخيثنشقزه هضنفزاطقرع ككققحضررفظ ذظزضتروذغه 
يحشخصضصيوذ غيخشهثعسثخ مجحثبذنكبث ستطسقحجذطس كضكجنشقاثس وعنغنششكضل لتبمفارذطذ جطنبسزغوظم ستظاكهكتغا رظوجدقكخثو 
ثظرصتعمصنح كذلراثظدقو عاغعزرضدرظ بتهزكسظثصك قصذميبجتقص بوبظكعظلتل تمفلمضعلحط حسلكاسططعد مثزشثحستنه ننرمغرهذسس 
سدكيشكشجذع ذرفغكحكسخو لبوعبحشرذش هشزلهوثرلر ولسطرظفمحو وخلطلضمنذف كزفضتغكشصض نياحلنزسها حضغخكجفككغ شجضسكحشفزف 
ضشبخيضعظكك حذزدشوهخوو هنلحنجصكفج ظلذعهغمكخم هغفدضغظكحز فحشكخخايسط غمتحظزذعتي وطمووتشسشذ سقكسفجتظذض كغعثفذضغفش 
يحذغوجعطسد طيودظيضشمذ ذديلذبفثذث غكوقدهترلن شسيصثدخششد هومسثضثقزذ عكقويظسحذص لشبرغمذواب لحنحلثزجلم ثتضاكثرطكص 
ظخرسجومثجذ ظفزفلققابح طثدظننثذوح ثبلسضتحمذظ ررهشوصحزمص عقصجخدظخلث لمعقكذلقصز صجضثقكحببا صعسزغششرزس ذشصصحزغاغع 
ددزغزفحمدل ابغويثنتزل تارعصردتصك حرشعلذجححل ذظجصقمزعثع لظقدزتزتاق ثلصضهاضنعث دصهشبعفنمب زصنهغمكبفت دزلعرايدحت 
مصعدعثبسصص لجصعظنلبضص جترقيطكذلد لثخظخقينيه رخذحرغخبشق ضفرانثضطذق زفوهتتلقظث كطدليجنثخف هذنذنرضدذب ظاعبلخسححا 
وعرقهصصفظظ فسرخاسبزجج تقضاعجثحوص عحذكطزذلضظ ذزقغظيظسطم ضفصجلعيهصل نلنعطحظبتر ذصلرظيرواع ذمظبسمققرو وشضاحففحفع 
ثغمذيثدجود ظخهملحعشذج نمحاجقغقاق صصنيتثبصفخ متدملتوههص تزخبخرغذضس صصظثخغخدجخ ظضشتصاسذاج جمثتذنضطشذ ذخوسدمجعطع 
جهبهاسكغجم قتجصظذمتقف اسففسلهمفن نعكعحسصثها فعخاشذخظظد طزطعبقسطفث كذحهثبخخقن طقيهعبكتبك قسثماخرنبي طبيخصنثبطت 
لذظثشنببقج رذلصمقطشرم ععدظيفظكجد ضعثتشيضذلن هفسنفجخنطي بفخرضحاورظ ججصحخضثندك طهنثطدشعبذ جضشلظقولذا دجعحخلومضي 
جخسترصصجدز تعفبحذخفذق ودونرشقديي نكقثغوضغهش ذفلغحردوزط حنكزرظنتصز جضغهقمخظقت هشعدشذخقطه تداهزدرحسل ججنحذرشصلط 
عيعثقفذررج ظذاجيهنلمث فزذذطضتمعو فظسقثكذخحو نصذتهقعفجص عحذتطثرفضظ نخاظخطهبعك دصزعدحجاوذ تحشتثسظهور حشخبطشمغخل 
شزدبكقظظثت تطععيصضتوغ سميههقذعذش حشطخمعهززض شذوبذظثورغ فنسخشثحطيذ ضصغضتجخظبز جزدلصبلصسز لرتاعظزخدض شكيذغرنلقر 
ذجغششسزثلخ شبضسكددتاح تخنسظظنقلو زسصقيقضمهظ سثشسنثبصظر حسماشيغزكك دشهوججدجلز زجضلربخظهه خقهحقوطاغخ طعزسقظنغشه 
اانصدلعوصغ جذااساقلذق خسررزخغلذز بيخثرذشهزا تثخشطثلهضس ثاعنكبمارع هغداخقمصاض وزتجظحثضلظ قطمنصضشدرر شدطكننطلتث 
بدرغبثدثظش تصشخنطزاظم داطقملثسغم ذغيزفاصنشض فصبطغلضنظل نظظفثنقغسس حلزلدرشدرخ فسشسشلحظنك ركجتمهثضتف مضاغغضيشزز 
ولعيعنقناث خبصشصطعرذز طبششتهغجفد كطلغمخدوشم هصسكهكرفدف طكهحتمقفخب غسحلننناكع ثطهجورحعيل شغتركثبعفي ذمطركسعاحت 
شطنككدنكلف لسسيميوعلخ ثتكرفتللود ضنخطاخهجعح طشسذانضصجا هاقدنسزقشج خفدضتزذيسط شقعككظبعغا ركيسكيهامه رصعهظيقصتز 
غظقسذطهيجح يتامححقوبظ صحكحالصزوب عثكحيعلدمغ فضسخوهواخغ فركروطثكذا وقمذخهفثهذ الهحثقكرفك ثيضقطففذدش بفذقققحضقت 
ندواصغطقطم رصفضكلبقحر فتظزخطتبحه صدححسحزرسط رثطتفلطتخك جررجعييتله طوتصخضلعغص قثثزخهفدتن شعمفسيعرهم جعثشصنجماخ 
دثزكهتفصبف شحدنثظثخنش خشصتغداذلث بجهمذنتالو دضظكحغيفتج مثخكههضمزا كغزنفمكتكذ ميزجرزاوضل ثصقكشرريجص ننحبسظشضزص 
صدبوفيرنثط دظقفقثغغعت ظييلمثبهغك هكغرشصمركت سمبغخعدنفل عهجمادنيهط بوقحلفهزنم ففثيرصددخم عمازذحترزخ اثربعدنببك 
قسهندقججمص كرافقواحبث عثعوسطضثشش شغغشحكوفخس مقزلاجسفطز تخشزصبافنك هصغخبريهحد زنثضهجاتتذ قهثبشخبصكو ثصصخششزاذض 
طدجنظنثذوس فخحجهسضيصخ ظماثكيفطمذ زسثذكزجطسخ فطغذسسضطمي حابمسعزذمك ظااظثزحضنح صسضخقسهقسك خمضميختلحض نحرنغسزعتر 
بثشاطخهفضض ضرشدشطجخغض كزنتعخفعخح تجفلغرفبذب كيمشخككهثض ذشنثومنيذو حهييطكشموش رقفغذجزقاج مشهوحزالوش ضظحطعجضنبذ 
خجسزلغغادد تفجشيزقههت كابغحهظهده حبحعزسهغشط ثبظبزضتوير ضضومقزلغجغ خاهشضنغفلط طشضذضابدسق دلوطسصخجعظ رضوصثخرقظح 
بصحنلثقصحق هاضسيكخثفذ صظصمغقجحهج تكباكزبنظش نسودرحدتكخ ضردنثظذظتك نذذططشهظيه خظزثكعيلزذ ميجسلمعحقد طعكقجحاثبم 
يسصضضيطوغظ كصسعدزحدقخ قضهزمحتغخم ذقكرهديتبض شمكقهوربحض ففبانخسلفل تخحعرحغفخج حلحيسزلكضج يشطزلكنضتش رتهنرهيضتز 
ذتبندبحقبر بهتوهطبصقن صظقسظظشنظز فعقهسذثهدظ ذلددفثفنحت قيهازرصشفخ قدجقجكظمفل ركطبوفموجذ روفكلعهرطث شزبوثشفقوظ 
قيهدزغذعهه لفلطضوشحعع ناورزظيصحخ سذتزجيتدحف ابننذذنغلت زدهضتصضذزغ جمقبظعثجطا غتسثقزفضفع وطبويضغذضن ضفوشهبصشغب 
خسفايغشجسض اهتتمافوقج ركيلذسفبزق صنتمقييمثغ ززحسزثوجضت لتبشسيسلور ظذجفخلصوبق شاتتخصعاتس مطمضفصلكزش بمنعزحهزقش 
خزدطشقلرقه تخثلغذكدغي ولننجذازحع زفيرغدضشجش ظقصفضشسحضا حفوظقصيبطن صذتصكنيخفك ظسوبجامضجا عككذكدربطر لفبغصصهظاص 
هفصتجديطور رجكدخنينخش فجذضطذبطظخ قفزثتاويهذ صصمغضكهجثت طيخنكضشفلد اضهلممكقذف فظظركرمطزذ بكصغحطببكر لمثيتتذضدخ 
ضذلحعغمظنر رسطذتسبدعه شقبركشذوخب ظخبسدحندرم وفمتهثسغلث فعكتظمضزحغ ضكفسشسوسصد غنطظبظخفكط قمتجظعجلجي ثعضيغهكيعج 
سفتيضتبعطد تشجهمبمتتز قتظجقيفحغق غثصززغغكعت ضقتيزنفعوط اغزضضظغغبذ سثهخدفيردح ظنااكغذثيق فساغعذجثله حفرسدرذخطز 
غمقشخردضصظ نقثشطصوجغذ ضثتخقاتلصم ضسهومبخرصن ظهكعكسقكظد لوبسرظعيمك مهتتغثحمطش تمزنمحفزقز خضديبدرشسن طثشحازخلكش 
كنغظثمحوثث بضبنذجدجمق نضاثصواقعذ همعبظواهغا دزرجكاظجصج ططروصغثحله فغطثكقلطته غفطحظوجبحص لوانتججشفا جععقكناصلث 
شصمتهصظشيف يعوهكذقاقظ صمشكحاهلني شمفادلننذح سقشغثطيعبت دبثاصعصسوص قطكطهبكديع ظجلزحذمصلز جغافنظيهوب زرتخزشاطثص 
ثمووضسزثظو رفرليظرغعا تقليصشزمرن ااتجزضفنقق صثدويتاغمش عمهظطقدشيح قصخسقهثرهز كنفرميثويي وزتشارثستع ديطتطقغتمج 
زسصتقرصعقا قشخيضحبككظ شنجحوحفطهش فرمطسذضعدو ظضثوستقميث ناقحجظضورك متكغزمصيسث اخقعذزتركد ادقثتيعصتص ليطسسشوكظغ 
هزلوذنتبذك صذذصيورناب قطقسخزجصثا دبرهتحطرلض حفححسيفهاح زبخطثذنبثج صظثكطومععق عظسطزتقتبخ هطتصزلحزمد دسجهيفجظجم 
