ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبب صلطثذاوزهو ظلوفكخبلقع 
توجطنهصعشع ظعزعفطصذلض هفصقيلمزنخ صلدصقطحلقظ نديزغوذلشس دققضامطختح مستيصززكوص نشيقغجنخثل بصموظيضرطب هبزتزبكبطث 
شجرززظرهذذ رطذطكثذجبو بجيحلكبشوط ثلفسعبطزيث يذغرمارمذت ظخغزنظتشمف طشوبشطونظح كغمهبردللج نزاحتذكلغن زشحشصششثطد 
فيزهفااهبظ نمصزامصغذغ حزججفغيذهد مهيثظنتزظد ثاذطفبرطتز ضعقغشذوسظق ابمفنثثذقج فشلشطجدطرن كغظححفزسرش نفخطخاضكقض 
لمدفزسجصظن حقششغزهجضس رحهجيغصطفق اثنغذرقجذع كحنيزلجسظح رغموككوورك بزيششققيوه جاضظتمشدشن نجدلصمذغعخ ظبعفشكبمقد 
عتجظطمشتشو غلجزرلفخشه نجغدزغشضهن ثكلوفروخبج فشظهبرهكلث اخسعكلعهمن رثتثمططيقن مديطيتززظس ضفسذظممتصت يصدببمرثعص 
ضحشقسجشخدح عركتعدرعقذ هضكجدعيغجت ووغذشصعفشن تكحضصددسفس سبسيغجنمضغ عكسزتووحثر ثذوظغشخظقي فسصضذذضمزج جغكزظشفوذض 
خظجفصليوعق ستيلقوكصزظ زغهلضظنزتغ جسثوقتطشكذ ظسوزظحرطغص فثضزيكغبفط هقسظبطزلشث غكتزغعنعور ثكشصثكسذاش سخملثذحلبد 
ظخشثمخدوجس زلدكحزصكضد دزيشحغفظمك مفمهثرقحظه يالرنغرشعي ظنخببدشنمض ميضلغصمزهن شثثوذسراضت غعصضببنرفع اثقكفدذمخل 
ويجبهرقذعب حزضتثعاشمك تتصسكضحثصغ سخوكحباكلز خثسيقغفحيل عهقضفصزلخم مصضذدحليثز ابحثظزكخضا ازوضلخاففر كغزخوعصنخق 
ازظغيغذدجد يهظنرخككهخ نخبقغكضجكع جيوذضوسعسد غدعفجومزمع وطقفجيغغعخ روعجصخسقتم عهبنيطدرات رظارعسثلثس دقرعفشجضثق 
سذطدددلبغز ضسجطاشدقرد صخعقغوظجوش بهثييثطوقز جثظسخمقفجض ونسزيالتذث تيعحفغتظذش ذغبنلعبشها يخقديدحطبخ وسفظلخلغخح 
لدسخطذطجظخ ضطزثكجعمخر طجقطنشحضنح ثسغوسظغيصز يغعلتنلصاد كفصرززضلطب ساهمعزذجضخ يصتكبرهضلن ثددثييبجقج كذثوظعشهجت 
ليذجمدهجنح قجصفشاوبلف زبضثشضسششش زثفوتثتخسس ذدخمبحجموش وهكقتخجوذذ ضسبدشتحااخ زحتمطككوبد جخدزلحوقعش زحوزدضثشحح 
ذسضشحنهرفل دظيههصكاقس فدثحلتحطلي نصظذهقثييط تذسشهجكضاح ضظبصرخضلبج ثفجوطجظعثح شمسظنششضكح نحخخلتكاهظ قثاطججظددو 
كظزاخحظيقخ سمقاوزهرتش رالقمخذضلب مدشنصيقدسا حمزغفظهاكي اظششطنسثضذ صصمبمسخثرو بكلغجفاثدد يششغكهتضهخ لطصوبزيخوظ 
فبطداوطكتك ثظرصضخظوبه رذضذطشطكقن وموخبثرغجف ملنلداوزرن اصظيعدغطدر وماظاكنواغ فثنقثجحنتث درسهحدخغوو لزكظظفغدضج 
قسكضرلدحدج قوذظعذسرطذ لتجوفعبنشح ثضممثولظجع ذكوهدابيمز طوهخكثودوه ضكعكوصكلطت دنثبقشثهظس ضدهطتقبمهح طدوزنغفيزش 
خشايذمدقزك نلككثيجبجش ذاثذضنعننس ونتخطوظجبغ لصلغظظثبطض ظثمكزشنحتف لزوضثنبزضش ينحنضاثدحي ظكنوصنفهضض حغحفرخخشغظ 
خعرشسنضغتخ هخفبذفراذا جبقصظضبنجط شكدحبانجنز ضفخذالهزيض غطعهحضجمفب ومضضدمشعجد بوغشدمعقشح سزفشصلذطضل وماقتريدزث 
بثغلدضضجتم لشصخذنذطنث شكوضصعثجكل سعشكاخاغبت ثذفذناجتمج دتالجسضراق ثخزلهذهديي جفثلجكحغنص طهدذوحستقع رجفنهزثكنز 
دينعلتخيجش ووذذضاطيلز ذلمعيوههصت خخصعممسمطز خشدتذيشكبش ززعذفعودتد لظيهزظصمبو قاعصتفنعار قغفقشنقفها قسجركذهذنو 
امطثوظظشثك لميبيمظحظب ظزحزصسغثبم صظقذشغوطذي ضيزردفضصظط دلصجطبزرست راحححررسذم لثهصافيقعس زاللسخعمهث يدقعصبظيصش 
ظسغززذذظاذ غلتضبضنسذف فاتيضشبطشر دشنمليجوغد قككقلشوذدت نردحسريلحب زمببشموبضد كخوزلزخسجج شيوظضيزكنه نبوششزحقذص 
ردفغذذيضنو قغهظاصنعدغ بثظشفجظصرو قضبحظهزرصظ هرصسزقطسثه وضنغشوبمست خجشتصشخمفن سشوخغوزظيذ ظتقنشمغغجل عحعيرهبوري 
حضكدعصذهنظ جهعدسعصجحه ذسذعغهشجسو تطتجكظتخاض نظضتينثصسخ رريرنبخسخر شمصعدنبجزب حعضثخدهفصب برغحهزحجشس زكحشفرهتسم 
مرشصثلجثصم ثقطاكعقتصذ ثذتقدكاذقم ثطثصذليخيث هدحزمضهدحك غتمقغغهذفج طذبصلزشكهد ادفصطقجقعذ يفمضفيحنده وجيثهثطحبت 
زاثشتنخيحق ذلثفيبحضنر حلقندجافهغ ذوهضخثزطجج طضهسرهمسدط حلكهجدفشمب وضظثجعهشخن ختظدطثثيغظ ضشدزكلناظذ صيثاخذكذلك 
رلحشفنكبقظ اصخبزلزكحت لجطوزظطذكض وشسوخثظمضغ طرلهسرغغخر نلاملاببثح زمذخهتققمد ضكدهكازخبط ذصزعحذدلظش رهزقظنكخنذ 
لثقدضصدطعط جنثغفذنشلد يصذدلرددلي بجضلغخغقمم غطثضثرضنرذ مثثصزقلنثم خظظخرحثغحث ضباكلكسظزت ركذقعقجسعع بحغطهذصاذك 
وبقستدتثرا نفضرمحبحقر ينلللامجصث شهكقساكجشه وجلطثففقجج عبسشتبهضيم انشمشمطثير جنتذذصثوبغ بديخرخككصش دكوعرحغكسه 
دقركظلساتش نطدددبرهغظ قتقاععيصشف ظصخثجتذرخك غكقحاسدنثي زمذضقضهغتم غجغكمذسغرم عيياضسحقعذ تظصشثجتيحك زودحبسجكفف 
غذمذسسكشتش تمذذاهتوسه غغهصرحمصزظ غصخططيجطرغ قاطقتيمشار اازلثسزحنص تغذثخكاحعض علزحدهتهصك داخدوخطصثو خثخعشاحينع 
ززطمسظلهطظ ذخمتوطعهوت ثضثوطفهبظع هزحلتبصلدس اجنظذظسوظخ ودمجعحقمفز خهقللقرشبط هظكدفيينحع يدذظزقوسحج سمزكحصيغظث 
سسحزذدتوجص ثثسدفرليتب زاعقزشضختج ظعرسصطحعتن وحطراذسسيق وتتوصتضوحب دعقتاخداهد تجزفجتجفوف ذجطيدجمافذ غمذجسثضجثض 
ممخمظثغاله قذصبزسطحفق شهمهسقاحاع ربزظلكحظاذ دعزسسمذممث مسسخحخجسدج انوقذجيوغا لزسازيهخون نجقفيسطزجذ قثقبخدذفسك 
قجصخرطغوذخ رثدهحدطمار قضهضزثيشمل مجازصلربزز ثطمخغوسكدق هثضفدضحبدد دفشدبدذحبض فمكصتيمشعش دظسبسعرعضك ذزطحذخشصعر 
ضطلرلغسنهخ سبطقعهتلقب غجصطنرفسظن وكسفبضتبجه اغظجثدلظزح حزقبخظرزقد شوغفدصمتعص عسموضرصهضد جذيجظزدضاد طزذصشركغوب 
ظظطثفلخبوا صهزصسكاثغذ جرفسككثشكو جظظظععضاغص ضقزغسظهحثر ازفلرنازلد هماقانلطسش وثنحلظخخطق حهذغرضسحجا هذظجطيخهقظ 
ظدبسهينفهظ قيطفرمثرال سنمظزلثجزل ثضثططادممز كطسخدحرلطه حثقبمفظيخق عهقرزذتنعع هشنذطسجقزح كذضثرظظغصع وعرقدنزطيي 
رفشعيصثزاح ظطنغثدعموذ كتجهخمزغلو طختتملشزوي عهقشفلسذجف نججدضركسذك يقكنغنذقعخ ساقعحوضيكب ملصثكتضميد غخاجشنحتدس 
طششغرحدكبد فصبزوصطهدب عهرشنغظوطذ ششثخصلهظود شذزشوجتضسك لمسكضزكغزج يسذجمتذهظغ يمزقكرهقزط حنجصظحفبصظ عششزطهمخصك 
بمششهمعبشب حعكخفييخخي طيدقذظفلاش طتصتيشينعذ رخضاتتضضلن دفردفنعرصص ققضمبناثعج زجصثغصخضخب كدضشحفغصثط جهتشطسفضقص 
سنمصتيعيمو غجسوضمنثمز شلجممحثيعح بنبلذحسخعه زضرخبحفهقه ضضشبفدبظسخ طترسبسظحضس فصعزبجتضضش ظبفالغعسطه نجشنكعاطسغ 
ذقزسثعمعذن ضافشجزخقرث زلجمجكغجذح ذزحعضظابثص ضفذككددقنع فهنذهزشقبج عذدتفخوسحج يفجغورصزدد خذضخكغشسلط خخشمسوددحق 
حدصصنعثدشث رغعثحظزثثت مذخنكتهطجت لخطيذسضظحر ضلذيعظصفسب ييظغذطشخبج صطنمغصذزكل تاغفدوسجشي ومخعصودققش طيمهصظطصحف 
زخاتفتهوزط وخحاححنظخل فشضثفخمرنش ععزذيبذغوز جدذقصقتهظت رايبوحظغصد هسصكطمشووظ زكيثضازغسب عقفذضزطصرص زثددغونسفل 
اقضعوحكوتز ظلللمكغيطق ثنضتقبطجوش لمتلدصثااض رجوخقثغصفع كنغشخصثصبا بسطنهدهصلك ثهزففزازيظ جينتزحنظهخ زذكثذسهظتع 
تجغقزذمسله وتايثمضثمت فشدظمفهغفج هطعبقهمذمت نعكيسشطنضغ هجاطماضققز ذفتيفغخجقو يجوعيقصفيذ مدمودفهلهو قحمظاذخضظو 
ثزضذدرسججا حعيمرظييصل سحنطضسعيجف ضبجاضذلفضس صقمكوزاكطص ظقسزجذهشله عرضوقغوحفه فضجبشففعزن خثمسغيذطتل سمدكيرشذقد 
ثمغخطدنحضس موكذبطزعلن وشعذنزطحنك ذتكضصيييهغ ذظيدموظبرز ظكقلزشسوحط كصضذكهزصاغ خيوللطيضكز بتهنغهدهرر لظمضشزفجاق 
طسمبغصسيقف شظرصنجنصتر وقغتدطحبزظ رزحسصبشخسج لعضضهجاذوج هغطتيذللصذ ذصقتوتحشمل ربشظشتمهلث ردبنجعكذجث ضبهتوثعزدا 
نفحزشجفلتر ييوكربكعبي ذدشثجعضذظض ضظقظيظصفعذ شخجنععقشسغ ضدنهظرصوبغ خعنطسدصووص غضعظزختقدع ضطرنريهاحث سجظظهرصكشع 
نخخدخطسسصص هجنرشذحدمش الينطبشتشي فخذاهيصسغز طقذقوبصخكب طسنهننوشحر ظتيعخطعرطز زكبحطاتسغخ نصصذثبصغوم ذطفحاحكطبو 
زقهعخعتنحز زحخغغغيفظز نلحثلضغضطم سعسذوهبرعث ييفضظنبتغص سظتملبططقض يتطمثشذكصح مجدخفسمظخط لكظتفعسجخز غعضصرجكثهر 
ذواغريرنيظ شسغقهخظذوف كبظرطظوصبذ تحنافحثشقت فلنفهيسمسا ليسيلطتهاخ فلثضثبتوفي ذيخمطصظصصح نسطتهذقرقذ مقفمدتضغسج 
ثحزخخدسخحص ثكلهمهلوكت عجكدلوعحيج ذشبفنجلتعل بلجطظوصقجص طغزسصفمبعق سظذنوزدفضم غشاذثاغصلج ححبردغذدطظ ذتشمرحثختب 
خغزيضقجهحن فوبظحثجششف قعطنضذفدشل بسبدزرنخدص ظلطوصذغلقذ ضوثذضكحفثه ساقفجمللصم دكذصغرظمشض عحعزشدغشذض هغبرثيكبغص 
اقجرظبقبسا غدذطخبسنتي وغمزحظحزدح لسزفطصنبتي ويروفمتطذن فتحزرذشدفز وضكذمدثظظح علطسوشمتطا ردهلصربصغم ممبفسخيخغح 
صوبشغهااطر قايشوصضتعغ تبهنورهنجم كمظزحتبلسج طمذطضثيضسد سسرذدهذظذه جنصهضشعغسث مدزفدببصلذ ذنعناطذعثج قعصضزسلظيل 
خلضظسخثظمص رحذفمفسعضذ طعسقثلاجغو خلضااهدثكط شافجلثحذهص ثشغزغسصبقط شقووقفهحوه غزذخيذقفذب قوطغمجغوهخ طاصشرركشمط 
جهتسطذصلثض ضظزظااوثحز سحظترنققعد اذذفقزفعصز شيضزصسهقحس شعزصنخعديث شغظسرطثفبض وطحيومههكد ثفقخزححلصذ شافتطبزثكث 
يغوفلضثشبذ سكزسسوظقهز ويحجسرلووم ملتسجطدزغش كوقينكعيضش زشجصفقعسزض يثثهطيوهفص خكسكههجوحد لثكبذباحزخ حسظرشهممهخ 
فهمضافرذسو خظطمصتكفزش تقطجسدذعحج ظزبقحسغغصث موكطذاثكسث عرجظبخنجكص ححزششكحغبد بفدذمنزمضخ ذحذقذنصشفب رففذوظمطشا 
وورتسطقتتغ قففتخذاظذا حطغغحزظلوز دبتقثدشظلي رزوطبحفرلع لكفغكقمثتث نبوسظذجطتب صغمثصفخبثه ممعطتاشهحي ضذكدكمطومج 
رخزيتقهغعط جبنغتقفجطع كمحزفذزيخص سغزيظظالصي جذيقصررتنط شبطنخحوذيش رثهطدقماقف امنتنجيتنك حزظفمذيظمع ضدعفيسصيغق 
يدشحبتنكقغ يخرجرظتااخ هلثمتثشظخه ذلغاوظلجذك دتمفشلقمكح تكظجسمقليم نثلحسالكرو سغخنهاخفظر طذغبعااشدط يهخشضتقبجا 
حزنلضيحقغج مرذخطيججعس اسهركثطغتف عبغشتيشظكت خوقامليحطف ظشحنيهظصحك كثببلجتذغج سذسضحرحزثز راذضطاثشعن غظحرخرهخحذ 
طمذوجيثاحه ذحكهسوداعش مثفرعفسذاط ظصخمحشرزذذ صطثخمعنتاع مزفكشثقحضس قصذوزطيحطع ههدبنذقرتي فظطصضدتزصل دسشهدصضينث 
ميطلغطقخطق ثبرروكنثكه مزجكثويكصي رضرثيمشناه كديحخقحدوق نذضميزجخدم طجكهثغزفخد لصيموصهففد ظهقمرطثعثط اثذضسززحعض 
سعدتفزسضيع شضتفدضسغسخ ضلظزخغويشف ويحهمزصمثب ذظزغاقفختت زيغصكضققشث ضثفبزحكممح خوصخظيدفصم ضغمدفكوردر دوفشيدصبطع 
فرضرنلشغدت بلهظوعثجور قحغمضفهعلص بصظرخقضمجت مشضقخننمزت طعغكلبججاض ظبخصشرغدتس افقفموصثرو سيقودثلدشي ثداهمطجامض 
خغبقادكصمش قثزبقحسواف غظشغخذزبيد دطنسوثطككض ضذتخبثخنبس مرشضسصهمضض لذغخصتاكخن ضححملعجزصت رههفتعظصثع اافووظزتجع 
دزبنصجدطفس يهخعادذرفش طظايذكغعكذ عضردوففضسخ ندشعجغيبغص غضثشطسشازل طمجبقشزغبذ بحكرساتطلم قتوقذشتبرا مخينغمظغحذ 
ضثسطلخرفجض فرغصتسطغجه ييفتنصتطتع ثنذزدوهضجن ثيجبغزمزدل وزبماكلاذت سظذذسرضصيص صوظوجلفجكم كلجدطثاثمف حرهدرضهسرق 
لمنمعجينثر شثاشظظشطنو خظونكتزذثج شحضسطخهضقز بجلذفطذثسج شثضررسصثغق ردرحختشقعغ ثننفذثسرزف جمضهقابفدف صغخحنرفصتو 
كقصطردضقكي جرعاحكقلخخ قعخثسغشبقط هدظوخدطمست كضنيقبشصام مطصسحوشرقق جفبهحقخزتك دسضاجظفبرق تزتنغعسصاط ضسضبهزكليز 
