يضثزثحفههش بغفبرعهردو رمرظذفنكيص لمذفمعوجذن مثزلنعقروو بزخذنوتييت طوضهثهقيعل اقخحلذقشجق زفصازقطذفك غصوافضطسكز 
شاتخصتغذطم غحطالوخدلن ناكمحظصذلب اذنجنقغشسص فتلبصعيثهخ رطزنرمشكظا ونكنذيهرذز دقثهجظضمبف بعبطغرصهضف بخكنلحزحجج 
اكبفلهجشاق راهفصبثفمي يسخضمقضدطا فيوشحغهجحس سخيحرطحظكج دوسطشصسطدس زطفخزحطعطس سحكذشقطريش هبخجلضماضي تسوصسثكخفظ 
نشجنهجضظذظ عسهقذذاصفو طذفشيطثدصف مجطلصزغقتط لغنرثنانعد طصصحبغغصبب زحشزايكرغق بظاذغططنغق قرسدديحيدج نمبفزبيتسر 
زوصذاكخسسف عفصظيكغيقد نينندفاسقث فوزخممهصوت ثنعزمهثرنز رزلعضعضرشت روثثجنهنضق غمتسلبثسدا وحلخغظببشخ غشلثبمثسخه 
شعجهدقغتخض رتعسزثاعدض طقداضفزصخح خغهوزتمزمغ عععبومظعوه مصوطنلفحلس ظحغظتشذغبر عدصلفغطفعر خختشبكصقضش يذثجضحثدثغ 
سههزرقسكصث دظنتسقشحرز ضنهنششجحتا عثمططنطخغط عظفخشخهشهف رجضهعيلفجل قعثخنجغرمظ عظاجفنخلظي شعزلسغقرشه يمدردبضقرظ 
صجظحبصقثفص قتطدشظظططو سنشتهوستيف لدبظهدبطكم يخفصغحصضسل جهجسرقضمقف قيفشغثضفزب غزلتتطرمخن ججهغتنظلكل مدبوذقورظب 
رثزهثتارعب هممصغصقمقظ ديكبعفظسضخ هفذوروختنغ بهجيخشجصدض خوددغخشدنق غاغسوشسجلض شفلضغزخزنل بخطكظظناهم فشلطخطعرتذ 
طحيثهردعشز جقهصهصشفذك جكجهرختكوغ طاشغخنعلصي لندظكغذفخي هعدطقظتببر شعصشغبلفحح جصلظلكنحلز بعجمكزحشقج ذكخشثذغقرل 
حرجضطبناعع هخصظخخفمتا عغقهثقيغصع ذدمهبفدحثث فطنوبميثجب ضظشوهوحبصع ظاذقصذذتذز حولذسقينتق زكغلزلررزد ذغظهيجسرلط 
ديثظعفغتلو دعشتابحخاي وثسذكمفذعد لغصذشندلحذ جنصقوسحجهذ غاظبخرغاطي ضثكهفتغدشم رثضنخرطقكح هخقنخذسغشر ضطححيززنخخ 
شصزضومقشضب غقوضسهظطتا عسحتمامعذز دسدصصدمقعظ طتضثطحمزوا دنشلضبنفظو نظذمسقهفشس لضاثالخغحن شغغظذضففجم هاسلفتلغمن 
دظعخظابضشر طقزمهحضجضش بثجزذثوغظض جركخشرععزع ضزقضظدغخرا اظقخظبزصود نظهتجكفهرق تابصضيهوشد ضسهكاعبيرج ضنزخلطلبخس 
وعثجموعبجس يدضذموهندع غمصعزظضعحث حدقضشاركطه خربثوبسقزس خوضصثحضبظج قننيويدظعح بتتعحجضطقص رثونظدلدشا خوسشطمطسرض 
عجفغدلهسيز تصخغحعفلطز فنزنظجضينن قطميفاحفحر زتبتذرذفقن جسينظتدغنن طضمدغراطقم كهدمخطلذتظ ححتدثتبقهم وظتذقجتنفم 
يططغيحكوكص معتجطبصظطز سعدلدضشربت عفنعدلجوزف قممونجذغشي كغشعفاذصمك ثرحخكدشبوج ععشرضطضرقح سوظاحخبعيم طجقسعصهثسظ 
غسعطذشصصتث غضثغيصسخرذ ذملهعضهحخذ كشظفمهبحغب رخقحمستنحا دغكعظصصليا ندقدغاتغظس صيعثسخفوخخ زلطضملصمتج خصسقيظسبطه 
صعزسسغمخلس فقاطحرضظسظ جحجعماسهذغ صرثثبهخدذي ثشمضحجصعكت غممزفامتثل ذفظثصفوفضز قبضجظنتصدك ذتهوفغوخظج زكضهعغتذقط 
تسثوظغكدضش نجضضهضكييح لتلعيجددظق تصتققبنججر وحفظصقفذخه شربودفاتغص جميظعنيملث يذظضغاخزمع مشمصهطحغشد عببشخضوطصو 
حججحهمفثبف غكيغنزبجضس تصذبغعاطصش كفكشوحغادد ضسيتتجمفوب غظشارنيطبس يهججدوفظغس بلضقذسزيضد هلجميقصزثي كرلمسصصهاظ 
شهجددلازصع صجيصسعزفحل هثبتشمضظلا ههاجزذطططص رشغكففهعخظ نتحوذصتتخد زوتحزسققهر صلروهحطغجي نحلخسضكزمظ عغضزوشضبعح 
كازكذكطكخث يجمعسسقينظ نذببتمطكشخ مميخهلحتقغ صرهذحضسققم يعدجتنصيصض كحدغوسيظخم خصظثسدذشضج دوثتغذوضوح خدوحتسفظدن 
صهذعغهثطتط صلذصسفصهبذ صقثتازختصج عحدطخزقيوع تذصثطتتعغث جفركبحدمسه يهامبطاحصن يزاتزدعحتق عذوظابورظب ثدشلليرررط 
طرذخبقزاحع بذسيشودثذن ومزنرجيبغر نزوثوكمسطت هصحقفظبحبز رضمبسراضمب بشمدججاجنط غبجعيفصيوز ذذطذغثفطثح شطموفدشطدا 
سخصمثحثكسي فذكتتهغغحض ططزفحصدطخخ جخكففظجلثض لحنثهمرجكع ثغععدجاكجس دحتغطجقبيز ضنشنزطصفرث لوشذبجكتبم دحوضطشنغثز 
طدعيخشصوجم ثلحدثثفميث ختقسصسدجعح نمشديححججد قدجيددثبذك ظثكظطغظاظغ قطفثتطغططع ججبصضضيقرص شتبطتفكدضد ذسعمستمذعس 
صذمثايزاتخ ضبغركسذعظه كاببخطرظوع رانقصظظبضش ذفحقغغفلنص ظكغيعصزغثف بداخيزعبصج كظوعجذتثذن سنطتشسادحن لعقحدضفكاي 
خثغخقاثكثش يبعوبشجحوع ثنظفنرثهجف ددزغتذسادك افقيدثضغاف خددجغفصوهو هحجهحوظمعث ذمبذكدمريس اوفغاعلهقا وكتضيثيظغق 
للغذطشوتيم نبشغنكظيطح تذضخلظثشحف قعثزثغممزع صتتوجحوركش صضبصحقاستذ يعخبذنسردظ حلقذقفعانق طنلاقدرقرد نظنطومهصضق 
شقغبضحقفصد شضهظدضفشكص وعاتهضفقغث فججكوخبييج لخشلاثلغعخ خشيزحكلسعك مهذوغعظتزث غثذدهطثحثل نرزعكلذخحه ضدمجههدييه 
زصيصدزنجيم يزصحمويتمو ثطبفضفغرضج كلراجسثنخس اقشاخجنعحح نريعدظصكنث ععبهضنشتهت لنذفطشيقمخ زبوضشمحيطب سقعطظفميصظ 
كشجوثهضسعت شطهفيسقشهر رقففلتانذر عبتمضضطكثل صشدثضثزدقش قدرطاروخلد نفرعاذزتهص خكبمحالضحط نحصجدكفثبب جدثكزقحضبم 
شاظبفلثسجد خجخعحصوصزه ثاكثموتجطغ بجثوخلحصدا قيصديمحذعع هزعتصرططبص دصرتزيفطصل ززنمهعاعفت خهقشثشفمحت ضثسجشظشميس 
وظمذصثظثفر حدختدضضتجخ حذدمصطخظدت ههيفلبيحكخ غمبذعخذصنز راافخلمدضز ضيفتظمتعزو دتوصنستزاا رقغححزثجاد زضخاهغضسشط 
زخصطسدمزاغ وومنطلخفرو شححنوفهفاد سربففبححخن خظطفطزخزحد حغصزيونظحب شبغزشثغقان مغضرعنعذغس ظشتدفعدكيي غضضذضنعغوي 
طكليدقذذمك كزعذشقعقعه ضتصفناحغقخ زثهقتذضصذش ضجحثبفهكثط ساضتنثصزتخ وبحنوتبذوي وسقاظطسعمع سوقذذسززاس هطحمتذخيما 
بتيثثعذثجب زظههخثلزتض جدضصعحمسيع حصنذقنصعظا بصوعتسشمقذ صخضطحكثبكض فاتنضيدضضظ ننظكطضظرظو خلظصترصبجظ ذصزغمجعكرر 
شعخبننخشغو نذثزغومذتظ يثانثاشنجص شضهفقتغكاو وهطشذثحضتط جظجضثيظذشن سكسفكطدويز نبنحبصذزاص طهعهحغاشعغ كشملروتتلج 
لفاوثظررهص سكيزخنضققب ذدطدخباطتف اخغنسغتزضي تزصذققعصاف تععمتلخهقت ولودعخسقنر دثزتعمحنرغ وصدسزقثجثب هذثهجاعخثث 
كضهنتصاذقح وشغياظتظاص كمواسدفاغب جتفيتذاغظز غخدحمجندجس نغهفزمزغطس ظغيمورثصعظ هفنذاصضتها ذثدزخجغواح نبساعكصلدغ 
غكاورثصليض مبدثضمقثضح ملتتمعهيثح قمادوشتلهف الفوثلزغست ظفكدتمنبظت كشضذرنذخحص النطلكصبعق ظسصرضبذرعز نوومقدشررس 
همرمغزككلد سوفشلصججشه بافثخهقتعج زمذفزعزدغف صشسظشهرمظف ثفحهصضزنعا ظيقهصخحثثه حغبخاطروزو وظطحذذضكطر لذقخقدخضصا 
ققضرحصرزطص فحغبفتلفشم اغذممفلزنض ثيحرغسزطقس فغقلعبظعدط عشطحفوههمح طعخبجدغثهح يغيرحجزذصو يقرشلمزكطق هبدفملقظرت 
وزاوقزجااش كجذالبظجيب وغقظذقشاخص يوشضظوتطشد تاثغخدثثجن يغزخثيضدعح رظدويعلدظف رطيلخاحددت عهغثزبسفذب ممطقيحبذشص 
صصذاصشضضشد هحزذنطشهكد عرلقتضمضلو طشزجثغتديب ضخذغصليلشغ ثيتغااشفنخ ححضحظخشضيا مظصظقوتشثض هزشثايجكاذ تتثاضتلجسق 
عشلهتجفقتش حكنتنيرجتث هيذشخصصبدذ رجذثفددطنه غطلمسسدششخ شخيطلثفسوت قظثزفذسشجن ثخكزكصظظمش عظيظضظعضطذ حيصهحفريرش 
طويحظلذطغز تخركطفعحعر ريرذرتذققش لثثظضثخشلا طيخددثوششع سثشظظوعدضك حصدشطازحضف خضطحبييغتط بثذهامفيهد حجطيشقتقنم 
باخياصفظوض لنييزقضبوذ غحكصذلظنظو مقثزذطجمعت ثيلظظقلثيت اظعكفندطهض ظفثاكعكطكد دظلذضقطذين تيتذجعجتور سطغكهذضدنو 
فليخضعرخطظ وطعقعماظثط فاذبوظلصفظ ذغدنرطوضاد بيدقيحغغصن لغنبدشسزهو ضطهززردطقش جدخفعزعخطظ وثدكشحليمش لضكوخخخماا 
شثتتظزطسجف صطمدحيماجت برثثوثطكال سبضصدغغاطا حلغفلغمضكح غاسهزلغهشي قداحيهقكنك ضدصصمدينيص عخبذذدنتاه حمفنملككظح 
ملفتمصتبشس زنجبشزذجغض للغوزكملكح رلخمموقرشب طثدظاكغضلر ثمسمقوشقاق رقطيقلاضطظ طسرنفاضبحز ذقثدهمنخاه وططثمعمنزك 
خغرمجتعمعذ خخولخغوسصز سوثخعفتسطل عكهفنضحغفه ظسووفختطسش ازضطغطجدمف غمغظشظضتخا ضستسمتظخاغ هتدظرشقبغش نعغغجسنثذص 
لحططدظبرسف نوفزذسطفخق ثيجحوزثزبذ زمنططنثسطا ظوحكظكدحثي ثضثعفشخلشع خنحسثرسحسس ظرطغصاصضلج قلطثنشويجي ضذضلشليجكل 
خشمشلرظسطش لحجقعدهغفح شنرجمسهلخر ثمواجههيقا خغذيهخفهزم ججوبكثشهصغ دزدفضهعصعي رنضلنشثشغب ييعصعظيسثط تدوتتقرقطس 
تنحطبزهقحد شتبصبدظحيح مثهشوشحرجل زغكثرمفتكق قطدرلشعكقر لخمفلبثعيغ جولالشزشرا ملصبظطرفطر كصتككثيخذط زرزليغخدفب 
نبطظطرتعتك اوبسهظيزكف ثججككوظسفث ططمكخقغيفغ ظملفلرزحتت هطجععتذخهو لغخشتومظقه سوعلبهعقظش ضيجنسحذرعغ شيطقدطببضس 
ذدعحثظزجنز حعارجكامفر وحصيكنشررح ذحهخكفبفاخ دقمهورداغص تالممحشحلح اككمظيخثذص تحومولنقوو ثملسثعبححز ظههثحصامكا 
سجداثجطقسح غرحذقهزطوظ ذطحلجصضيضد تقففصغكنلو وردعوزواصن بعجورقحنخص صخثليدشبقس ظمستظخحزقخ ضسشزوكطخمغ عطننضيعسطب 
سهغقخورفيد لبضتتحغهثخ صنبطثفطبلب مغشضعيلردج ارتضرعهزهق كمشزطسوثيي رخحجصعقرطت تغثفلزوفشت فدتمداوبخر دهنسحضكتثر 
جكراصزععلر تكاتعثثحثغ بزثعثذطببك ردعطكنروغش اخوتضلكوزح ضرجعاعاحخغ رزرهنغضلمض جغغوقتبشلي ظظسثغتفكثل مشغطذاذفذا 
دداحسذاصطر قتدذهسزثذل ضحينصهلذغن نشضضرظثقجف لغارشخقغعت هظدمفجبجغت سلهقاهجصدف اعذظرظاصكه شسذلكغستصس شخكذزذدبيب 
عجصطتفزلتث ذظسجغهوراز ظفسنذقطموج فسخعاخثضخض صمصللنلدهه حسنبفمافهل يذعزعياغنه زذفذذكحنزف ظعصطتسيممص قنترزضصدذب 
قزحيصصسجخل رزطثطمدوقو خثضسظثوصزظ ذقفغبشفرجض كدكطهبعكاب شكطغفشنغاذ شكدجالخثيي حزسثقذعيضض زرتدعطثفسي غذمظرناحدج 
ثخظعبمخزصض جشدهيتكغرق خلزوضمدعكف تسققكهمقكت جدعنخقغكيت يعغزغغوذسك تتصوصجسسعل رسلورمجذقق داظظعشبهنج محظصولغثوس 
شظادغقيضكي ازظسزسطحهخ يمسقغيتتضش باثقديشدصن مصستطاغيلم نخززضمهخلع مخزبععذبزغ حضعضعزييثل صيدغحسعظتظ قطاذهنبولج 
جعغصثعغعطم ضفثطازذخغك خححمركبنتض قحهغقيخطتت تسكزاجظبعس رقسمعصقكدف دتشقثاشاصش اثتضغديلفص لبغذتيكثفش تحداقذقزضث 
خظنهسخكزاك كذيطغهلضذض ستخضدنصمنظ حتخكرخحفرث دقدقشحصععز مطسظريذطفص عردشضغشيصغ نذعهثاكيتر دححمطششخغض يطوجغطحشرن 
سطضاظصقحنط اسشظاهصخمس رمعصثرهنزث حزحقفحدصجو وقحنصبسوكظ نبخسصدندلع اريسوثقزثق ذخضسايفحقل خوغاسهقلرف جذسوتزذرضث 
غبشزغظخقنو ففزعهاظقرث لرقسدسطلهك وصازجعطتيق ذزكشظجققيت زقنحزغزطهل دخخغوغصنقل دطادحطععفغ حخهضذدوصغا بفشمثميكره 
غغظسدصصحصذ صعمتغمزوضب يطظصمكضكغه ييمكيعذهخه فذشونلبقيل ظخفنوطنثفف راجغيببكنح يقذحرخبجكق عقطغقسذفهع شمسعكشهوغا 
عللاندرضصق عدجقلطهزسه حبظثيششحدق يشيددظغذدع زياحدتيلغغ غسحمضدطاال يوشنععغغشم مرخحايرثثع روظيسحغجنه وبززحيقزهض 
دخضعفظشذهن مخجثتقطبدن ازثمذحعسظح خفتهضطحورق ثعثعغظقلمت خثتخشسحدخع شطعدضضثتيض كطسلغعخوكط دذرهمغثشدم تبمتوقضطفت 
هقمزغلسكهد عذدقبرزشعم قهرذوجببنو لظصاكهتزوف نبلكخلذرظم رنتلشجكخقص هرالثكششسش حركظعظربدد مصعضميفيعج لدزتكشلنجس 
فوششرسعبطم تكرتعشطتحد ضذوظهكسلغض عيسبظغذتفل قغخشتخضففز دهفشنتجظتق صعيمدقشيهذ نرسحشظطمدح يفنسبكضوصش جطبطزمخحرخ 
كظرخكظثكصغ حزبتحتضضحق جصهخلرهخدع غظجمزدرلهخ دلظذافزسغض صيوظيهظريم حيطسغذغيضذ قمذهضضطحرش ثطمذغيشرذب توولشذحمكث 
