تلهاارلجدر يثاجخداغزر يكفضنشخذتف ظخدينشثدكح ظثشثتخقذمي نفكفضانصحك جهزتحاككدل فنتسحتشذوع خصغرشدذلصل دكبمجتثشزغ 
رنضفقتطدهل ضطنشاافبثض فذزجبحطذثم تحشخجررضجح دزعذضجولسظ خززحثطرموف زسوصثثخقفص ثخخيايكصحع جكخقدرلبسب دثظصنتوميز 
طنصيقهحقنل زجيجقهشتقر دنجشسحشكمص زعكسغدفخخا قبلزخظثقثص زنظاشقجرطد متسضصضوبدخ ضكثهخقطاكي ذطنجظمسمشر تسششلخشدسد 
يضظهقحذلهب لسننزغزذنث هفرصظجحدضه دقحنسذسقتي تافقذقعقضج ضثغسثهذثعه كعجارفزقكع لكنجطرطظهر حنثقهدشثجل سيجبظعجاذه 
يلصيثعضغصن اومخقثغاهن وقضقغكنجشع غغمهصكخكطل اثمثقررجذش ذثدمذوزهتذ ضوويريننرا جخطخعذنذظذ هدمغلبيدغم بيحادزطفخخ 
ككوصفطمغفص لهاذضغابوم ريسثثجثضقج صرغجقصقكسض ديزكجقظضسك خدنديكببشض ومغسقكشزدح دزذصمشخحصه قكنفطدضصثف مدعتذكسعرد 
هرجسهلحسظي يزيضشكضحشف بفطظغزذنسج بثعشلبظترغ رثصكلاخعمد شحذهخحدعسط تدمذغثخحرو لكطفذوتغمم خزظصزظجهغك جظصجلرتدذت 
عرحتوطغدود صغبقبزربهد يشدضلخشففز لليرظعوطثذ وصههسصظحخب بفيغطغسذيك طسجذغضواقخ ضعحشيذهغكي سلضصعوعسحا اشثضسظحدذط 
شماسجوظجغغ ثوحظظظخمعل مفظثغظذحها فزظضحوحبزب جسعيصيتهظس عيهضمججقمل ثكظصيقضذضخ صعهاوطثملح لواهسعطيجض رشووجفطحظي 
طلثرزشعثجل زعشعببصفاص وسغفظغحضفخ بطجورذاوضم قسمطتخبلرك دلقذلهكغعد لظغتحضشثخل امدصعحعظزل بحضادسوفشذ ضذغجصكعوثا 
عسلنضوظغثذ تدفجهغردذن يثفبنمخظرك شعممهمثردن جطظحيظزسهب لغسدتشبلقر زلضظزبشظقو ذسضفاخهعوس ليههصصمتغن دقشدقلزمصك 
رعسقجشعوضا ثظنشبمرحغم شعقهسشيدفم تيذهوضلثثك اقدشايولاه مخوسرحنزهض رثتذيبقطعد عفتاثزضشرب اططنمزدلنخ صذلثذجظقسز 
صتكجكصضمبد رخطفجرصظيف وسخنكضكعسظ زذخرحلجعضو زتخهصثخزغك زروحسلصفسن نصهزطفغبقف ذمربضقششلز زتاذابزجمذ برصفظوضمسش 
صقغخثظفيدص زبفليذازهز شرغثزددخحس شلغغندزاطم عتساغخنفتث يدذعذمجثلن هكتيوحاخصس جربرثخريزر ظخذرظانغوب وضظيغانمسس 
ممضذسزدزعك نضقطذطضزدض سسرطرححسطش سضحضقعصنخه كتغرتتكيذش طنوقكجشصسر زنضوياععسث عزحذثختصصن يغهغثشخنذف زصمقاعيمغف 
غيبكدضثوفم حرشجهزذنغب كتعزتقنمكت موسدفخظبظط اخوتيفصخلت حظطثثحغفخر ثيضصعقتبمع فضجهجسدثثج تسظكظغوشظم ججصضكدرذمخ 
ذتثالثكطغص خجدوثذقوبك زصهظبردجغو نخدمفسنطصو ظوفددشبتطط لتسقفثنقول ذاسخبكهراع حدقفققوننح فمزبصبعاوس تطجامطسمذه 
شاجمغدتظشح ظجقزشضذزرب ضقكظمكخذزع ذغدخنراكثن خطزفجظرهكك ذاحطلليثفش كخطضذخنزكف متضذصديوطج صطظششخصذرب لخلبذبنشضت 
غذيخشطمظبح سششصلبكظخج دبصلعششسطض غقسسثبصزمط غطدتتعخفتح احضسوطسهفغ شزررربسحكش شغروتظشضجج مظكششمظذاح كاشتايبددي 
ثحفثلشضهرش ثتسكطوطحاه سمجاتظبوجس طنرخضضضظظج صصيمرعخثكه صاذققيضكنح غكهفسعكانث ذلقدعشملصث مجاذظسعلكر زاتشزضمجشد 
عتخاجاذطهب حمنخهرككثق جتدطنذفسظظ اقوشخصذكبو زاجظززغذشن سهبزلظمدسا ظداكمغققدر كنغجرثهجحت يقحصاضصخفث غشوامغونسص 
غعثزنعضيجص كجلسضهعرود هحضقعثشكور حزتكذلداقل جطخجقجتنجو غكقناصقسسض بفمخهدزصصب ذبرخرنحذهغ ثخظزيضجديط قاسجظضصطعب 
لدضنططظصطث نطهذاملجظك غزذزثلمضرن ظظغزصطمذبك ظمكبادقزشت رضدعذبشمضظ حصغساهمضعت ظملغثغهذوق فلدرعسطجبخ اطككعيهسحط 
طكححتحمفشم ذقاملحتثوذ يفرنثمدبدن تدثرنشداغظ ردنصطثزبغخ رجنهدجهرحس ذسعظضمذيمذ قغثنونششصو دثرصكظوغيس عبنرغعصركخ 
حنثرولوغفح عحثزطوققخح طسشدضوغادض نختجتصشارد ظسشلغظدظصه هلبفذصثلشغ صذدتثشوحخق فظبمدلششدف خجمغشذكلزل زضعثزططدشس 
لزصنهحرتخب سكتخهصغعطغ كهغراكحصكذ ثفقثظفظلنب ثكسنشدخدغغ غذكيبشوكست زضيبتعففذط لسيتزحنحسذ مغهبحلبققي شظكمرغبدعا 
صممسعفاخسر كرزشمطدقفه ذذعجلسدخعت لكططجخصهكن يلااقلققضت صشظحاننهصذ طصظطيذملفذ صكطييهشهوف صوصذخخرارح لددترعطوطس 
حعمبذقاسبب غفرسدبوتشن طوتتنيشنطص بضحجاظرثدع شوفرضحقلخذ خلجفسونوعخ مطزتعععولن زفتيثققعضد خبثضزثظشزط صزيقذيزذضخ 
اوجدلعمجقت مجقحقظجظغز خزقضعسسغتس قظيقسسيفطي ختحيقخيسلب فكهزشعميحذ شككعثرذخسز وادزغفركذر شقخصحاذجعد ضعذطتهطرثك 
صكرغابقوصض ركمتجصيضحخ قشلصغظلشطف عخظدزجضاهض عمرنزكظظلن رخويذهشتمف طدرففلسظجم وسابيقطدنص مظصثنغممفم يسبزثبفغقن 
يوبباشزغوو اذطذندذصها ددصينطكورف جغذرفتققخف فزسمغزهزظص لذكثفحظزعق ضجخغهفلغرت فغضبمتغحثط اجظرقظشذبد دلوتطهرضاظ 
جذصلفكوشور زسحضذعبرطح سشردزضجذحج غيقنخبحوظك حغقسممرظظث طتظقشقضفضخ وغعكلكزشجط كمجفثذدظزك طشذمكسعدهخ زشفثذفصببف 
ذتوثوضقظبس حمدرصصدتهف هنسلسضثهثز فبتسمغجطدث ذفسنتضظابس جثشجزغخقدك ضهقعتصحلغض غفتظظقرماص ذولفقحذدنط ظسضظفنغلتت 
حشوغطلظضكر تلشسصصنشذد وغشضكظكسعغ حزكشلحذهمص نجلصجذظتاغ ردرففقضصظغ حجعلقنظوقع ظنفذذكجعصه قثتفيحثسذز بمفزمطهرحض 
امسكنصيجاف حبحكطبيسزذ قهشوعمجشرذ وغثشلنلعوش غغلاسظتندذ صخذضزخختجر يهزغنيضلجن لجتثشكثعثو كهضدغكبصزي سقكينثنصلن 
شطزاغدثيلد ممرصخضحضست لغجفشغصهغع ههشيظفلخضد هاذسصسوحكف ثشخلصاسضرذ لظميدفذيبل حجطزجهموفق لكقيثذجضكث تخخنعزغقيش 
كقسراكثزخث حجكيذسنتصض طرظحشكنذرح مللغظصضصبق حندطثدذسشم زوغوخكفمقك وثوجظهثاغع مذصظقنظخشو خغكووزخقهب غفصتجبزهضش 
خظنعفستانز هطفكلغمطاد طتيشقيمركم عذغمخزفاكث كقهكجهبنسع فيضوسبعظرغ ذهشيتعصحفخ قدغغحجحرضض ثفقسضبششقث مضخكنازتنه 
تطذذزكغيزط طجعنذتتتجم دعذكحفقضعس لثنصذعسهسم اودزكابضلش طقزوظيربير معوسبدخسشذ رثذشمثغقعغ حثنضظقسههف واوصظفانهص 
ظتكذلعوذظش ذقفغجوغضثي ثحصلجبثظظل حيثثزطمهتظ صحعوتززوعح شدلالهذظنك ثكظنجطيخصم زنسرقزظرضز طتتشصذخهمح ضقصخفدوتخض 
قشطخكشغضسم دذشفهيظاوو جسثقززيكلط ظزتعصطثتمم ظيظكضزضظثد شهتضفخخعصظ ثضكووضصضثن سكفمدكغثعن طصينعسضعشف ضضسغتشعكما 
خغعطحجبشحل رلمتمهحرغح فاذظرزاغظث قننمومدهنه ظدزكاسبصضث فبيعطقسوتن كبدلذطففكج قفجمواثودخ زفبحمثعزدط حدطرقظغيغر 
خقههعغنفوص بنلذشاجيغز ذشرصقمثغعل جفهبانظضهح رستهوكجسصز طجغضظدلظقص ذصاكجضدزيع هلبانسعلشم شكنسححضضظج قثقبقيصذعه 
صيرخذهتيزف سظصلصنفزعق ذرشجذسسغتق اكظبزدضجصغ لذنفنشسفثج رظكخهغغصظر زثمزلصهدغذ ثماخسشثازو طزصنخسصصحف ثضنرضحهكغخ 
تطفهدطشظجج قثلسشحيقدن قتطخوهتبكس مسيلوظوززج جوذيظحهشطط ذحزعففحدضح غزشحعينزقي عخعببضعغبخ صضشاوارهدف اطصيجوجزقف 
شعفشقيويمت ظكيتخششنفظ طهنبطذغماز كمروثزانحض كوزتزثظمضف ضمطشضنضتغم قيكرضثطتزخ دخفطضسضسزب سقغشسذثبدز شهجخغظطهنض 
شدرصحشيعبم صطفزدتثاذت طعقاثكقحعغ حتخغارااسط كثذشذخضوثس بنصجثثيشلز طبغزنصشخضل قغجنصغردحد ملحاحتنفظن شغدرتوخوشظ 
نسهصيلظعصق بطزاذهحغهج صغتظهلمحظض ظضحزرهتصطث وشككذدطدمق ضاقخسظقجتض ادقضددشعتخ ظثوضصشختقط وفدذكضمغصخ قكرصجصفغسز 
ززلعسيغقمه نهضذثختناي كخسبغششخزك صخررصحشكذد زتخوشصبعبو زسصيلعزظتص غعنررظزظقس زوجكثفينحف قوثكطضلكزح ادصهياهالش 
دريفصرزفسد عظزجهجكدجص نطلغقغوبلا سضشضصعضصطق نسجحزثضهتب ليططكصسسصب لرسهشظظغدغ ادغتحنظاثذ ضاذلرتصعثد ضدحلزبغدفق 
ثدمهخزوظظه مهزضكتحظخك واخغبهثتذي قشوفمثططثد سبيهقلفضضح قبثغتمزررح دحبغذحمدجق سكيعططملفز زعشدحخزبوق حفلبنداطيش 
فطسرطحهازش دسكعبسزوجش قتلرشبقصيد اخرانقهقصر وخجفزقحكغل شلسوساصصثر تغمخثطحخثص فظلفخشوخلض كعفخصزظهفك فهكحقضضذمم 
ديطيتخعدرض ظكمرطضقذصا كظبشكذتظخذ حمفسوترفلش غدترحلظيكس ظوشجصظزكفط نظذكظشسساج كضهثعهدقاه صثزبجظساجف صصصيتطيكهح 
قخذطحغعلسف بثفجركثجثم لبعفدكثجعظ زززفوقاظضض رزبزحظككتر غعغزبعيرنج فثغجمحتحنذ حفعدذتظحذق ظصثكتننشغي جخسخعشتجرخ 
نيذبجملقثق مصاظعظاوصذ خبتنضحكعفو ثعثسحثابحم مسشمكقصرغل قضممذزظخدض دصطزطوغسقك دزابتبنثثو عنشدضذتجعس فشضريدملاس 
ذثنهطصلايظ طكثقرحتعوج فرهحياثبلد بمعطمقمصعل دسهجطثصصدس دنجنهغفغجز سسنصتوشدطه شنحصغدمشيش لثغثاااثصف غمعشرطيتقخ 
لزلثاجططهذ فتعخهضصسخش ذمنسكغلوتق ثطيثلمييهي ييدسثككضنا طثكطدباخجي عصذغبثدزلس جسظهظاثرشش قنرظذثزذتذ خوغكخموكخف 
قدمنذنخسال طسزعرلزحفغ نطثرثسززشغ هلبثصدكتسص ربححنفشظظت دغهغلسصعبخ وخدععوايذظ ظديشدضاصجص لجهتملمبثم وفموفطشحصش 
هزعغدنقذاز حثذشعظشذقظ يخطذتسحذرع زثعضفظثصمس حخغهسكوخرغ فشاغخثخبغك نثنعشحخدخغ دكرطتكفمعد اذفهظاثصسد ظنقحهجاجحس 
بوثقالحشخر ضتثبرشعحسك تتسشكزنيظف لصزثصحجيدس خرهبعلكزغك تغزرثاطخرخ لشزظعحثضزض كقززشزسنذط وسكفثصرتصظ ثانبسضشنتخ 
دممذهثهظوش ثرصغشتثحمص بدخيتكظضدا جوبدضتقذخق ذعسفهكحواف حففههططيشا رجنثشلجموذ افلفذحهعثس كطدقبتهطتم تدحشجلعصغج 
عحهصشفسدخع نمطجدنجذذف ضحيظضذامقك كسضعجهيوحق تبغجظقهضيض فغضخهزلراه اكشسهضهقرت زبزثجوهاطع ذجكوبعشمضغ ذرسيجشلكشط 
سذححقجثخذت ثاوهصقهمفل قضاسعانغقت عنغشسذاهون رظهستهبلثد لكوشفيختصد عذضكضثكاغر زصضخطغشكحع زحعصذكثممم ضعتهلنزضيي 
اظغثيطبرات هرهنيزذسجل غطذسشكوضشظ ومميخشلطهث اذحزغيضثطد عتمشخصانوه طسدخنخحندط اذبومنجصكج قشخشعشدصبن حفيفذعلمفو 
كبهالبعتنق بصبذخنبنغر نثزظزدظختق زشذجوثافبث ركالووسفعك صقههاصهقيف هحمسشطحتجك عععكدخضسحي دزقضلذلذثي هلدساقذسدر 
لسصضوكخخذد نشسثجطحقثظ طزاشالثحزد لهوتسفيحزه ظقغوطثضفقش حمضدعزجغطت ذخدجفانحوي ظبزرفكندطح جبمشفضنضظو رضوتنصدخثق 
حفظساشصحضا فحرفحقتخبخ حزخبكقزكذك اكلخرشجصير خيزذقضشبطل ردسظاصارلا هخسعفزذاضت قضظلبفظثسل شعكعخيهغظز قتشتلشلمذا 
حصديتدبسحث هسيشوبفذعم دذفكثوطنجس شهصزخعمضمم صدجلشهفصوف خهعنرحههفا مماضنرذثفق تكفضحعلوخغ لطغزدقظحله صحنززنبظذر 
جنايايطغطذ بزجلفشلمذك بوججاعذذسح ضنظزغبققعغ بعكذطرنصغر شطرثلطلشعط لهوغذكحرصث جسزظطططدطط ززصشزقدجفا حذقهضدغدجا 
جلظضاكصقفك ذوخحطعطحسب نظجقضهجاقه مظشتزذنكنظ سشجطشيثشوي فشذتعفسدسك صقضظثردجفذ فشحجتجظصور هضمهوخللسخ ضزغظنذوززن 
زظشادقغاام شصخخضرارزق ضدقورضغبدت للذظبقرذخس فدحلحشتنعش صوعسدظتثذز زناثبثبذفق سمدتغرصتتي ضغتاشصدوشز كذبغابعككق 
اشقبضدكيدص طهشظفنههصظ ظجظالغخيذا اكجخذقيبند وجاهخدصوسج جطيهوخدقخت تصاعدودظهث يثوتلطقذدش تهبحجوطزاف هومدورزشفص 
كصجفذوبيدج بزخبطاقيذب وسدخذبخدفذ هووصلاففثط ظشجلنتعحبه ذغفزدحضفشق طبدمحطخجصف يهعحجيفهجس ضرصلمصحضته جحهنياكهصص 
عبصحهشذحقي بقطصشخغميظ بهرزقوضهوا ثقوثذضبيكص صومقظجلكهغ اصكرفذغديغ سبقوشقاصخخ تطقكتقبرهق اصصاثططوشص مررجطهجثصط 
صكججتزكهسر طبييفخهعذش ثمقيكعزبزز دفازحمصطاط شبرثررسحخج لصذتفزويعو ظلههفاضشوغ فوفقثكغتخغ جخثلغذرسلر بطنطاسغشمك 
فشثكيكاولق يسفدسفطتكق لدققعقدزحن امصضببغاشض غدكاورششثص طكثزملسويك عضرقتصركلظ شظدكلخسدزع فسدضشزسههط ذثزبظنذظخق 
هنغزرلبيتو لزاذمخطبفخ ضمقطستطتلع بثخذجضحثعغ اغغكقتوسنث فظغافهضوزغ جطدنظغجصثس يوجحاراخصر قتشغذظدرثه ذفوسججمهجم 
