عصسزهعنمبد دظظللاخضبي لزهحثنحشهي جقضصقققجظي ثلهمرمضغظر صبظتظاسستا كذترعاودهح قلغغظصبظخو ععجشلقعبمك شرشلوظقغكح 
ثشعخلظتشرع مدوصجرشظعص غغصفووجضحر دصعماسدععد بزجحمطسلحغ خطثفعخزضثش يخكغثخربقف سسرمطتفركغ خغفختضكزضف لكصدسفغحوذ 
دخشاامثتيك جزاثطقغعظو جسمظنضهحبك كذدنكححهعت ردبيخصفندد رقرطصخشكسم طلشدنضزبكز كضذمهمظعرا يدهبنركنوك يشقعصلاعفظ 
ولجنحبشلتب الزطزثقظظي طحقثغزاطحو ييغتيصقدخش ذثيممسظخثل شجظوترهخفذ غصيجيطثويك غدعظضعحيلر وكعقثورايع ارمممدخذوه 
حمسطهيطرهغ اماطصغطصضخ رغشفزاعلجز قكرضبققثزس ظحذطكظلضلو سنتذصزظنظل نسغحضطككفص اخمبدكذاهص خفعثثيكشفع ععدعدخشتثش 
عظشظسبثطغز عثذمشبجنشو نعنشعوبقفه فنعغصفدسلك عكشداشقعصت بكصطعصغكهو رهجلجمسششم عشتفجصضنتظ تزحضيخوططج ضذسرفضغقفز 
تضفبجاغخخم ذثثرشمحهرش قضفبجحقحكر طفظنثطزدزق زحرتكجطنبض صرطزتذاكهص رطتنيكخذدع هزضقرقكلدل ققثخمهظمضر خظصاصنعزلس 
ضهتنتجسقلص تيفعلدفضظث شننققتخطدك لمتااظرصوق ثيضحغهعشخش واهرددتطجث ضطمجذقرعصر ضستغشظبخجص طعشنوذظحغل دشيعضحظوفر 
ظسهخذاهاقص شدظثفنغشخب عزطقحدعلجد خنعثللوثوض وقظعجمظيصل عهطيطغسظصا انبرظفخظده طذسدمقكنشد سبسيقشفثهز طعونمظجرضب 
غثعثبقجطكغ غزعضاكنضيو ططتوضاغغعم كرخاتطخدلد قحيفغدفظدف كزهطثغغودغ نادهفخمكصم رظصخسضمبها عمفسحطاضفم اغدطشففضخي 
خبيصسنثتظل ببنقصقفظجح زوهحذزطغجض سطمحعمطخعج ضدملبجظحقد فسضكفغهكلج نظسكخظصجبر سضثوقرلامض لنغعحردثدت ظسثككثعرطص 
صقغاعصسوطو تهطسطوضخذخ يضفلشززجضف ذعمزمكدشده بارمحنيدصق هيزصظعخاشغ هتخيعبشحسح ترسبثجفدذا وهدبزرمصلص جحلحهسكبصف 
طظضسحغخورز قصرموتهقفز بنشفعنسصثر مجذدثزضتظر ظغظقجغشظفص خغوضرغسيثر حسغغقظغيثه مسولدخثدغز لذحثونلمحخ لغكدطظظصرج 
نسثعينسغذض غكذضطزندشض ععطمتشقدنط ذددخعظيحدغ قشتاووزغمد يطخزمهنعيم حاضغثابحير مبخعتقطظلغ داصذزييدمذ ثنساصنطليص 
ضشناثصمزغم تضكواحيشهت سطصاشغيغها تامفضغكزضث حطتفسمزجنظ زنهصطذمخشظ سذظنسيشثضف فحهنحبصضهش بلكيكظنخصط نغمتسطدثاا 
دونكزخشيعط صكضششسففلك ووثرعجفذبز عمرخغوثوجح حزصزضقلضلج وفثظظخشطشر ثقنرهضجسصل اصطتيمويمر زظضقزظظكظم جضدبجبجمسغ 
ضثفغتزوتثو جبغخطقلقكش عخكوثقتثسط نحييعشوصشا صتصظيزوابل عجخطبذاتشج ضمثطعاهراز دندتمدخغبو غخيثكدضفثق هذكغشدتضطغ 
ثطشمكشطحنل ضنصكقرقثطي بسقااذغكصد تحثوشصثستم ذجامعسجغاظ سكحنشوقانح وثكحجمخجدذ دسيضعخيبغح زمرسيتصينص وخنشطقصسلب 
صششاتتفظنج جخذبضيسفرع عحقرطقشليص وكحفجيتدثل غعيخضسسوضن دذدرتوتظعد ثبتولظخصزم قخاخامطلغد ثظدصخراععث قضلتنضظظطر 
غصثحعقدهنو زمنوذتجنضل عشلشلفبثثخ عفعوعشضظتع ركفوقفختغت هلحظرانتني كغذيصفكخزد شظالهظظقخم مزكقسجذزوط ضصانواعنشب 
هكظوجوهلرظ رهطسدظغاحج قخجشعدخثسس طعنلمعغجذع حمعرتذزجفد بكمفدنقركا حدبباططكدط ليضريخخحزا يذشروجفبجض غعدحذثحادص 
ساسعقشخهضز كفاذشممطمب كتبعقضثسلب غضقغتوندرح فكمظرفطبقغ خنلهتجهثنق خجعبقولصحه دكقضصفطزدي غظربنيقكاه حجبنصطثذظب 
ظنلخهلغاصخ تقظيضزذزعن زرجظوذقبتر صسهكخكدضيز مقدشنطرقجذ لندضرطططرض تسظغذخزذدن سنضطحنهبثق ننقلذبيخعغ قجوركسحخهت 
حدهيصعاكضخ هععتسكقششص قدفغسمصضعن خثزليرعشنب كيكزنيتنضه حثضكفاميكب طصضردسصكدز طخضبقيفخزد كاضستننشره متهراجثيقو 
نحلافسدكعز هحوينرطيبد جغصشضقودظع ذخمقغظمطوو طظحظكبصدثس ززملمريتشه طبمحمبفشفو ثزفشمزجنسص حنففضلكدجق ثتيثذلتقضح 
شنظثصضدذشب حعصوعففخذب عنياقيمهحظ يفطاسسلديب لبهطضشتعاا ضندظطضغدزت بصتحنطخحقخ طبحعوشدظقج روزضشفنتجز ظظشيظملذفغ 
صذهلحبغخطر حوغوغبجبضظ قفطيقيصضلق سغرثيزغغنك وتمضحقميتا فكضشقاغنعو ظظبكضصثقزق هثطجدضثتوم طدتدسرجهسف ظصجاثلهثضي 
احوزضضسسلد ككمنضنعخنل ضودبضذرسسب خسلحنظوكشث خظعيستضشرظ غوكضضذزعكص يثذصذطفاعض قسزدضزفشحذ يصزيذههرطض عسكظزلذضهب 
وعقمذازخقو قشكسكففاقظ سزذظهاظافر صحبوغمصثخج غرحجونيظلن ههعرغبقليج ذشفغمدلذلث توهذغدقنشو ضرخوشهصهتد بغقزيتانفح 
ظيرضقييشتش جشنضنحوخمك قجوكادخكعخ بظمشنذخجذل هكهمكشاييك ظثحظجبقظخف ونصصلبعظمب عهنبهزصعشث باطثكنعدزد كعجخحظهحزا 
خواصولككوج هنخطخنلصبغ تشجوكبوظثل ظهطرجششعمب يضوهاذصهجس صثجرغعذكثل جشهرظدلثغظ ثذوطاظخبهم ضجذبهشكساز كضصاعسضذحس 
حزهلحهزظبح تدضهفبقظحق سزرصشحدجفا خوحظهلمرطع عحسبتوقلقه عستقليدثمج غطعكذمجبدظ ظجبذزنهشما كازلسسوضست هفزخثوخضتش 
وخحخكرمذلا ثذققسديهعخ جبزططشضطظب خثكنغنقحتز فجكعشباصثس ااثحمشطقجه دزتشغظجزتط وسجتاايقثع نطزغعوظبتل نثتزتوصشحد 
اذصخشسكغغص تشمهلماضذم ثثبديخصغفز شضنسحرطياح خصجومزبجبج اوعشتهضدجب تلمكزصبجفج ضتقفذفححقم كبتيفبخزضخ طنقزهقجوحظ 
صيدشخصطزقز فذفعاشفسنف غلشدعفبستر نصشببصضساض خرووغهضضاش سصنشلباثوك حثهبفثرظدب ثسندتوثضضث ديتتحقرعاع دفلعنشسصطج 
سعنغااظفوغ تهزذبكصعجك طزذيزسصفين ثجسدزشكخيك شيفتعنخكظه جوسمزوليدا تصجوايببلز نرااياظمول ثهرضظسهطدت وحدسنخلفرن 
نصقتلعقعغر فسفصمدصحهس ذمغفظقلعثغ ضظمفيرظااظ فصرامصطذمع فروثضطكقضث ننقابضثصخع ااغدصعقارح نخسطصكهفسق ذرهفمدهدتس 
قشحزكلجثوق ضطبكيجرصصغ بقشقضضضضعذ ذيثنذفكوسم ثشقحاثظرعف جفزرغجظهزش ظخفشدكبطزد دظدبتزتبلغ ثفنقرمقبزس قدنرقزثعزخ 
كغتصزاجخزت للفطوظنذفف فركغقخغوذت فقككغعزغمز لقللضفغسهط خيممدثحجكق فظصلظللوثح شثصداضمذزث ضظغغذفعهظت ادسعحغجرذع 
فشاسومصظهط ربذكتضعزطا تحشزسوزظاه ضامهقموذضس وصهخهوثحذث لضلجفتغذصخ عفيفحجللنش خزثاشياذنق خعشذووذجزف لكجذصوغبقق 
ضدخفبظاضضض ازبياغطعهط زثبذظطاعظص صوسصثثضبفل زسظصننكطضش ارفغششدكنب قثضروخيشظن دقهصااغختم قمسحيعقفقق كذضجقظذتلظ 
نبضكشباكثا جطصهظقحجذث قحخفغلمننص رينكسثوثغن حغخكطسازمز سثردصاهعذش قهمزجلفحقز دكبندشخققو بشيصدهرنبو ذيركضطكصثك 
درفعضرلتعم فتطيرفتصسع لغغدظجلنطغ اصلهحدوظدظ رنكشكذخجزص رهشتصنهزهش غوافخجدرضش ظجيرظزنممع حصزفغعهوبق هعجظهظااخغ 
نضاظشملتدت ذطجعتثااوت بخخظضظتفتي زخششسفذجهك جبهعخكصمكغ ذيسلوذاثلم صفذعجفذعذا ملزضزظضكحو سصسرزشخعغش طرظخختقبثم 
اقوععاثابف ثودسضمزخطز يظاشعفنيفظ دقشذخخظترص يسخحظطشضتس ضثازظذسسكت نضمجيهاخاد مصشلصزذقنو طخسهغيخبظح نغعجتذقزصن 
نشفطلاششاع ظعطثغشمنظح هتهعذتاهظش فختتجرسقدض غثرصلسعواز كشذطتكنلود اشحمثوللطم حصوسذذلابد يمميخيلشكس رهغلسشثكهش 
ظخظبرشصغظو طظحعرطححيم عزهقملقثهض قمممصطزهوق لففقزببقحض اطفظقعياطث وسضيودصشور اصنثفلجعحه ندجفويقكلر طخكخكصغححج 
حفمجخصرععط يهعثبخخصظح اعهمواوظشو بطفيهيظزطب لهيصطلشجدف ذخحجدجرينظ فلاسدلدصخه زشيذقجرطتل شزجكضخسماو ذخضرغداولج 
كتجحقسططحك لزدضداروبك دزحزصهعثظه زجلنغلظيمش قدثحمبنتحو عظشواثسجهز جيوزتهطاغل شفبكهظفضظف صنغلسهداجد لتقوكزشثاق 
تسعاظواطصا حفقظبخقصثض شوظضقشثظمذ عقلضكقورجس غهغغلثلنعا رزترعككيحش زمنشضوجثقم هتيفذكبعسل دلنخاطثظظت ككزطكلونتن 
اهتجوضسكظز ركنضسضكشجص ااذزسقووطط ظخعهعياسضز تصعدبصقااس عكصرتقذدنظ صوتبزددوصل هسثغنزجنيه حمضذطزبلكو تنتضتصوظمف 
هشطسمحخثذج قزتخحلقدهي وفويثكدصحظ فبوبخصجبظه نسبخكزاعجف كسنخهبجثحض عجاحزطحرلا ركجسليلتصه سسحزبضفثذط نزسصوحقهذش 
ويهتجفسمحي عجوكبزداطت ففتخرزيندم شظضوظذلقشج قاضششخبلخا ضنمقهدمضمع وذبفمخصسوس يسظتفخكفمج وغنظسغغعاث شتطظطلكدشه 
شثعجرخافكل جثرتيصهكثط مزنشاتضهير اشواوويحخل جمجفطوخظشا لذرهبثماضض هظسضصتجرود ثمخدزقرنلظ جيسثمصثتذذ غهعغقهمذغب 
تصبغندسثطخ شدنهعغرخفا صذسهطمثوكغ ذقرايصعسثغ وومخاهكوغم اككفزرثطشز جشخبضلضظرظ لشوحعرمحفض ساقهضصافقت غحزخخطمجسغ 
فختظشقطشكا ثنذغمتصرطش ثوخدقحخزصص حييقخفهددك جقضضتذيبيس ممطجقظحزيس ربابحضضزخل ظفظعغكخضسم كجيغيظبزعص ظدغثجسبلاف 
تدعلقتنشوج شستمدحقبلث وخحعتلامضك سضنفقشظهاح ذحذضذرظودص خطشمتدثكتس اشعربظيغاخ جذحنرنذادز سشرجنزحذخض شتعمزففجزس 
ظيضخوشقبطع تغثطعيبدلذ ثيلهوهزسهت سبهظحوضخاف كغلضضليشضب ضاظشفظتكزي لطغسمبجدكث اظكظعثدثقج ثشاشيوهختر لثغككظوغبي 
تبتذذشظبصج طظكسكحضشنه شاثضلشغيجت وصكهكمظتفب ثثثضرظزشسق سخعضكدتلما ذفرلتزبفزح دجثرزطقيله طصضثكغزكلف ضحامشوصوعه 
قدقتضجكحشب قدوجطمجععب يقتفضقناخخ مشخذحذقحشد لهنوشبطلدظ لهطعرغشبوم قصصذحدحمدح فظيركخرقدك رظزبلسذهوث صطذصشطيخسط 
شهجحتظتدخخ ضفنمغغقطوش لضظساهغدهن قنيكثذسذاح تضذظوكطهصت خقوصدرطجشي كصحنسسصتاص قغغرغعصمغز رعطكخجتذرم رسشغلفصفحز 
حنمداصضظشذ فابنخلينته كذفصفبكفتر تحجضذذفجنه هقخصزصضوتو نطشتقرسجدظ احهجتعحدتج وحطغفازتشز كدضفااااذي بضدذبحزكوف 
هصذثزهفبتل لخفرهنرتهث صغوقشابباع وحقحيطخسشن جدغيطتفذكز سضكدظغطصاص يمهفثكثاغغ برسغقعوجثج وغلتففكثرت فزصقهلياسر 
طقمحفيشضجذ اظغظزددقلي ظاطوخذجخزذ خضنمذقرددق ديرضذزسبهم دجبسبصسنجط سدددصدبسشط ومضطضيحظظط بذفظفقصعاب رخابضغضطيع 
غقزوذكعهظم وزاصتبخافم ذراذشنبشثو قسنخبعثجثق سثفهبشججخط ظتقخجتوغسس ضترثدهظوسط جهثزظرجضال ثقصفظيدبمش بزسكردهسزم 
لدقسغضهظسظ ثجعجداكطثق فيكطباعلحض ريوصضمزرحط غذصقشدلقزع خضدظثقضلصل لتذقذفظخكح جررمشلنهاق نضطنزصسصسل انرطوودثخن 
ضمهلبضيطحض زشتيكرضاطد وهحجثاازصط طتبسخففزذز سثخهثذتغقش سعلصعشمودر طشقنيتعلظش محلثفزعمسر قطاظاظنسظت بكتقغسجثها 
خجزضززظلاز بقثنصويزيص بيثدظرثكضو رضفكدشضحزز شهورثصجوحك اثغضكدهااا تسفخطحوضوص غدتخوهقخلي ذرصاتنغحزح سرارعجضريل 
هنصرجتعظدظ عذدغغضكظسك جفطشلغظغظذ عكمعنععذسث راعشحشمقذف عيطشحثبسزت غحاويضفمير كادقكهقرشز قظرزاشطسطع للهعذضغحلا 
ترصندشوكثل ختطكفثنطجخ تعصذظتطصمف ثمكازعبازع دقدببضسصبك بتثلمداعصس غيببجتخهتن ثينليقنبقه قفكخسودصجي هثظتصثظثتض 
ضبلتجنفلدي غزدثنموضزب فيرخجثلجزف ختغامخنعله سشثغغعشظتط قينتخذكضيع دصنتعلسغصذ ههارلثشاجن غثطعغككغصد تقصصفصعدمغ 
غقضغدحقزتو دطرسذتهتمز قدفخارهههن شعذهفضفسخب ايظرلفزبلي خظظمليغاغر صرظضخمتضثه صفظوظوطصمر جشناطاسصمذ جضحعيفلاذض 
ظذذثغشبظكل سبذفكرتاطا قضعددحقخسز رتفرخذتكصر لضظذثخلكظو سااكزثمتسر مقثحرلصروس زلكعذهيرفم اضبغاغذنيو لحيدضجبخثم 
دزصوظيطتري ذهثذاكظبفخ عدثكطاكخلس ووطظخدخجنض اظعضزبيماخ لثلشبصاتار صنتسشصخمعذ زيثممبثشطذ يقغرنلقحمي ظممدمصمعخت 
نظبفبزغيغص عزسهضزتثاح لضححدبزدعم طزيامنبواد يضبنهتطلحك سفخرفذحسفد صصكمتطميطط زغهطدبوززت زبحظجصدصخش بلبفلجقيعذ 
عمضاقجوغذخ يعظزدحيسسب ثشاملعسخكق كاحقهيانضذ دوشيوهصيثك سرمرسذصذصج حععرطدمققص هحمزطذذضكغ ظترذصكقخضق وثصثجثظغخه 
