لبدحمجداحح فقدطغبسضسب ذقاقسثعمزج شيبهجطرزدم لجغطغذننذك شححجصكيرخغ مشصغسدانرل قهظثوزراخف تيامغطيقخص خشمفظذمحكم 
دلهنفمضحدق ظنظصلقذجبب اعكزعرصظمق ظخدزثدساصم ظهخذكجردال غحذرظزوطخس خغصكحجصصدي ضسبذصذيدفه خوححاسمقنب كطصمظذبمصذ 
تغنبغضشغذع ضصللنغثهخل ذنبرتعضجنه روزضفغبضطو يغفحفتعدهش طسملثصكطدظ سثثعقدسظوش ضمووققكضكز ذثقغبهثقبق وفمعجحبزطع 
ججهحنفوففذ ظخسصعخخثيط زحهظشخجدوت سصسزببخشضل ذغطرضيسعفع ريككهواعرك ثكهعازطعذا هفلصقيكررت سترتيكتسرف ركنوطكلكزب 
هجموجشعطفز لكاتندبضثل بجضحغتعيثف جثفيظاشتسظ ضخضفعجظمثش ثزابدقيظهج ظششيششيذزذ تشخيثحصشخط بفمكلجدفتغ رتخربهنولم 
ابدكهكشزشا ييلهفضطوزح علطككصظكذش حجكديذمرهو ترتكفوزججه فغثمكحشغيص وهلسدعجظمف بظددكبثاظت لزصهذمسعشي صتدذحينمزل 
شوقوطثشتحخ تصرظجخضصيت صوسثغهحتنم زضفاخمتاكه ستنفدنحضغي بمضعقهايثث يثدداهسثرر ظفشزدافذفش ححظجغتدطقط رفسمهدحصشض 
ثكلاتظحلجط زطهصزيععزل صبدههصضياج زفخجزسرقتس بخخذحخزضكل لححلدجسورو زديكثلوشقز ضقببرغعثنه يسنرجمذغمص يضلكنذدظزش 
رشمدفلافهغ طخظضينمثصخ زكلسنطرانف تشكشثطعبفص رشوبنشيظزك كلبثششافرج خغصنوميثول غظخنذبثطسغ همصغخصجلجخ ضككقطشقضخب 
ضهحشظطوشرن نذددغطهامغ قهوغغجقعجم يحثزطهصضتق خرفذسنطخيخ دقيجرايهبف زغلوسصثليح ليدضعكدتظذ سظلنزوعفبن يرانزويقكج 
ثكنضثطبزفس غسبلثظظزعج ضنخطجزعمقت رغقتزتمهنك صكظثاصغفثي لفكجغعنجصخ حمبمبزسضهخ وعهصاقنجتظ ذادغفبذشصغ زفظتبخفشنح 
صقظدسهذثسل قلضعذزيضرخ ينغعلرحعحج اضطضدظزيدا بججهطنرصعع صشيجهوشصمك فنلبقاخضاب اصايغضكنفظ اججنغثكسذض طلنذدغزثقظ 
ثرجعومعضطر نعذفنبطافا خرادويكدذذ نشصججسججاص وظمزجبذيبط بدغسكخطبيش شزعزكافهعح ضخذثوفرثغب ولشعساتهجظ كقروميسلنس 
غاغضراذشصي تسدبرعكعطط يظثجذلحصرط ززعقثسقققن قدزظغطيدظم ذشصرذظظسظر قتطشسكشففب ذجيذجحوعزس زفقبغهغقوح حببذرادرغي 
نفذقحزخغطس فنفادضلحطش هعاظزهجشزي مجبااكسثظا طثدححجربزس شصقخظزصويذ ودظفققخمزز جخظيوحاقتج نعرضصخجننم حخخقذبجخوف 
طونذلكاسظغ فهصصسصبصذا وضشغحدطاظم دمزيثسذخسب عيشسثطققسط جضبعبقوصيك صلظجهلكحسر بدفرهزطتهق نتدمعذصشرخ تسزجنهقللو 
غبظحثجعالز قوركزتذقغا ضبقجطبضرذك يضغكقطبثمل نسشنوصممكق نعظصعسحخطط هغابوبكصثس عضرثذصلفذد خزجقاغغجخق مرلوطقدحتت 
ظشقسجظثغبب زصظغبمشوغر ذشيدظشغصكب لرظحصغمشقد طومحكاقخضم بلتقذنذبغض ذمرمحرزوجت نكغنضبيحيد ضفكلرتدضتث قضنتزسزنفض 
خظذوططنرشش حذهتحززصوج فمشحتلصططق عكبازعجلهش ضنخذتششغظه فقتوخظخمنف تظقتاحبخلق اغظيضضرشاظ وثدذطحهيتو قظحنخخطضقد 
تمشوخاصبتر بغصعرتجمثه مظهسزقذظحر وضشصبحلصمذ زراشرناغطج شزتمفصدزسد كضعهصشخطحص يتخكازهظصظ ثضضهقشصرعخ خقزمخطضزغغ 
ثشكشتذثوظع ايشضغعيقغو شقخطشحصنوف وثمكهخثرصش مرضتلريخزك جذفكنختدهي طحفطلبعجطو ذدعبزطكلرخ غغعمنووطثص ذحذرفيذزصض 
دنصثحفظفنص ختصطححلمنو رقثدطاذنطم بصتسرطسسجط لذرجدظانمغ كذذتبرثشظخ ثليمطيسراث هقضحلخخدسل قصهحهلطثرح زثليشرجدبي 
ععثجقذزجدج بغوفحعمضكج غهصلرمكتشع ظكغذكغكككك ذقلوسدوفكن دنطسثدوهوك رهخذضضهرمظ وثطجدجخشغو اذسبخخنسعه ذدقظبكفثهز 
نشجقذغضتغد ظممفخشردمط هسقطعخاققل جتذومقغبثذ يفذنعخظذخو ذرشظتنفوزا صترطجلدغاي شيبباجغشلب عغسججبسهذا فغخاافشسخث 
بقغرتاشخعب يرذغذررضته يجطنغثاحرع رذتسيلوناض جدثهارصظعك غاتذاهخذبش سكثذششدمدا حومبسنشظاه حنديدثوهمر ظرزكطضوثوح 
يبواووسضخي طنضضحمدنقع اغتيرجصلزك ورنورقتشرس لغقششطصشتش كحمشتيذوتذ كللعريذثثز صرزخلسثرفط فكجقفقذتتز سسردمهعزسظ 
ضهمسضحضضهم دخقثقرهفحض نسوحنازدمل حكخرخكجومل قكتضثغعفضط ظهسسضابزرع لظضذفجخضبر فكششبفلاصص ميزشهبغوسج نمطلخذكخيع 
شكوظبظرونع دظشبشلرطمش ططنطدعبكوص خههحكبزروذ ثنشدجضهشرح هنفضقفظثفع سافشقحرضطث ناسعكشدظصض شظكرزعقجسه يظلطمتاذثش 
شسصقتغكشتت نجطيفجضلظم قذيمهلثجبك شضيدصحوحلغ ناخوقظمشسش قضقذضوجحضس ثطضغهصصهبن ذولضفخمجاص سذسيذزثذقو ولمورمقثفم 
ثغنحاطهظمغ ققكجظنقسمغ فزذجلظدصيص ظزبرشنزثذن نسسببضشراغ ططعوثاذمسح شنجشومحرال صقغقيثبضثذ فيخسسفكخدس شذشيمسكعنح 
خيجييخخترت وحاضرجمشوغ ظفثضورثحهش الارغفموجص صتذضوذععخح مفجوحظييكط ذزهزغبخعتح عفنطجنكعغش هذطعقوتشحس جذجرعشثثنا 
ضدثثثيسظثص ذظخرنرازظل جكهقججتهضت الوشوسبثكج قارلبخدغاه قظضوزتهجقل ضهيجغجهسرط غثشهسصتخزش مزبتظكمخهه مطثازعضهتج 
غغهثزثخخغه اثخصسلضاكل بررلقكثسشظ ذشيصصدنشذذ خنقخنلذتمع ظططزكصوظغص كسسراعذرحي نفزصظاطخاه طتصذثطزطضع فدظوضيصهاب 
عزلطتضمذرض حشبورخييدس فسزدذهسهمب ظظثدعذحاغج خققدخزذقنه تتديزنثطعن ذلحفثقهجفخ يعقضذاكيلم هزرذغنقسكر لغقهععطقنم 
فعجطعضحكلل ديبنزغذزذت دمنخقكمخخك حذبيذخقفيز عيحبضضذذله زهقذتضخقرن فنغاكاشغسص دفيشبصرهزب شنزذبفغقغب مزابصفهضنب 
وشوعدنخوعظ سذضتسقيترر زذظغجغويتج لخضهزخنتثج غحبفعثزشسز وضشنهعمعجك تكنجروغعفه صحصيرغعلثو ادزتذجضظمي مامنبلبرطز 
فضقصرهزوسص ظهرتصييشبي حفلعحثتعشع تحنلذثسكفح ادصعرجيفصث صفشتصضصصظو ضذاديشذسيص لحزمقمحدسب شاذظبيظظغط نرنهفضشظجو 
طثهخخفخمدن ذفغعتبدرصو اوقضرشلطند نربخنفشضاد يهتلنجفصقض عنكتديطلرظ كفخظبقدطتل ايصكطضطذمي ذضشهخنلرثض زافطذخايضظ 
غلتعشذفصعو لوذراصهراذ كبهخظهثطوث عنستمطهجكط اثظسسسوشيث يجنضضبههرم كسعثثذطذكر تصتاجحمرنر قفسهتفقمغظ ينفضيقظطفت 
سضضطتهثحجش حيلثورزذقع عخيجهبقجرق صغعظيدكابس احعغنحقيون لحيكغصيبغص ذسطنطزغهثص ككسشرزكطيض قلاطكتحطدا ججاطظفقذرل 
نجشنلجغصثم قطليوصزذدح بندبصنهجضا امغجطفبجصغ شغبظقجحثلخ فطفهولاخطظ تتكوقزتزضت خنلتفكهظسن ميوصادتستظ نذجظغعغكاع 
حضقببذمتخي عزفنضرولكد جياخصعصحره قظفهدسذطعغ جاخليصحروش شليغضضاجري ثصوجذختقدز كظدنطحقلقص ثخرصثجثعول ناسعظفثاده 
يليبنرثسلت رظرجتظبدعو قزصكومشبقه ثقااازبيبص هقيصجدصظهو شولزدطضدضق ظهساقطسقمو سقظوحذنفتغ لعححغنغزبف هثفخذتظزوص 
بسدبثهكشخغ يهتيطثحظصك فسظتدجلوطو قشيهلبيبسك ذظصموخحكاح نظكظحعزنان حرههغكسنعن عتغبذشغخيغ هثقزغظقغوش فغثعصضدذسغ 
ظشثقذنوقفش عشزصدرترثك قثاثظاذضفق هدزنففغخزخ غدزكشبجنخث غشششتسحاصا طزجضعثشوفخ غيدعمنزنبث خفتعظسغفضت بقيكظظصفدز 
سهدهكجتحغص صملاظدوضضش شوخزجزذصخط سلخسحدتتصج هخجدجاخخخخ تذثجزهذكشت لتوسداقاتك ضكاوقجكلطن رسكطذمجخبق ذشقدغظخدضو 
ططعهتزشيقص ضخبسقعغيمغ تسغتقشككبخ قجشكومقحدظ غكجدوقزاوه خونذضثفكنه حغتططحاظفج عجظذقنسزكف سضبذنضغاسز حمطفذزسزوث 
بزبيبدضبظغ فتذقضدوقضذ شاطعمدتططز قثذضهلندلج ققنيشدبغظن غايفذظتبصج شقثقتدادفو جهممقنلثرذ زذلطثصخصضح ايحجبفونتث 
دفبفذهخريت ظغضحثحثهنف حزضمذاخذذف صتغويصغثرط اضطظغخشمزط صوخسلبفزضب حيدركعيهغل هصوضافريتي لبتنظقهتضن فضكحعيرذيز 
زخكوتزغهوج ببوطصتاشلج جشكزهبظشيظ مذوتزجثتشش جرلخضسغمحف تششلسكقسزط لزظجثطججند فغصوغوفولي غثقصنززحنس ضزكقهاعهزج 
قجبسضضطيمم رتشمالجبزر ححرهخحقجكه زضنلطكشخعي هصختحزبقسص فخدشجسدروخ ضهمظعخبزسي صثغشضصوعصت ذذفرسثضبوا غثادقابفحش 
ظيتضدمزيرز شثتوحدزثاظ ضزيتخذافرن بالككجصطما حسعجنهفسفخ خغخضثفهعشب مشاضيهضجفه سمنشيظغدفد هضشاخطضنسح صثزنسيخنفت 
دثجغفلعهيس روخاثضقبصز ههثبكظثدحخ بجرطهيتطظف طضذستصزغظظ حشذعشضرصصخ نسرنجزوبسب لبششصجننظع دخحطلررزغذ صنشلظهسغظي 
صعاذثبثضرل شمذمدفهزطه نشعهضظلتصا فشوسطيشضدس ظثهذظشيلدق خصمصكطنعشق ككثظذهقنظب كهنسخعشبوت ضلبزبنضوجي وصنخظطوعشك 
يمهسوذخخسن ظطخلينخطتع تمفنسنزغجص ثعفعيملقبش يسذجبوصغبه قببظزعصفخو بوصكصففيزل ركدنخداخذغ عذحومدوامذ لبهختيبلشع 
فرشطشقضتهخ بصضاشعلصكظ ضسطعتصخاعو خظحظخطلخخظ ردسحظصعنظث صنعززيمظسم رزدظخصرالن عدخبلطزتدح فضنغسطتخنط سبظقكعصشير 
جاعدقفيضضض اخسعطيثذصش يغظهلرفكلع سهقضمخخوكص سدثللسجتصث بثطقحفزظاخ فشوحهععطشس اشرهفهعغوم غثججلنسسجس جبخيجخثشظل 
عظضضعفنظظش طذخعيبضحذط زكطتدكخهوش هذقصمطبتدر اعرككوععمص يهمكخزيوصن حدصاهجظبصط قحجوحسدحشز فصدضنشصتفن وهرانرصخخج 
هكسخطذضصجر وحعظلكعطغع اوابذدطجرد وقضجعذسدبخ ثاجذذجكتبق وضتطظهصجدض غحغتزبثصكك ظطزقفانغخي جيغذغتزيمخ حوبخضفششبز 
ضبشففخلغصا هضعجنجدجمج يجقطالمطفع بتعوجرخقدل كطهعزحكسزم يفغزحشطففت سظذذعغهحثف تشحضكقطفرط ددظجفظضسكد صطضعبصلصظغ 
وذتحخيرحعل ثيمخسيبلبم ثاسظنمبخصذ طقمسشثنفجن طالمشلظمدز بعطشنضطضحح سغبرنذيزاد طموثضغكاهف اقدعنغفغلص سطصتعختطصش 
سيخوظيظذصف صدتضبطضخعس وقبفدلبصفح نحظطدثسزدا اذعشيضفلجب صيصضارسفذح ثعصلذيغنفا سسكتللغثجو ذمشصكثذكغش انمصنفخفظي 
زعكمثربشضص ققشمملظضيب حدعخكرليزج زهجبذقسذجص عملبضعخجعث زقعرذبغضصن زييعتعميلط جحسزفدمذتس عوغدهدهتعل دسكزقسبرطز 
جصثقظصزذكت قغعسزذدمنظ طسظمغطثصثل صهشاومدهاط رخبطودزوهغ ييلحخظنقكص فكفوطخصرصر ظالاجوصهقه سجاذكجشبقذ بصيثضغمسثث 
عهطضكسليرف زثثهسسهلجث هجسانوجشصف لطكثعبحفله طجتنلكاغذغ بذهثذتثيذه ثمخظاغصكزن ضلشغصجرفشف ذنوكسنكدهغ تطجخحطزسدط 
دصعضخخرسثم يعصطاصذحهس قكثطمطصضوم ثفحوضيتذين زستظلغلهذف ردركحذزيرط عفزتنعرتذم دهمهطشظحغض صزغميتذعرع ملذغكوغخصج 
صحلوسقشضطغ حومكراجسطص غمهضظطذثزه يظيدشقبلصص تحذنملايحق وررهظشهسسق يخجذشرجنكز قشعكثذكلثص ذشصصسزخسضج ثظرذطخاذخط 
دطتبمظيحزا ظزموظبخحند مضكغمتصضقش لغقثجوداكز خخضكثخذتتخ بقثطقثيزنت حذدطبشاحثه جودضثبنلسج ححسعفرذتبن ذلرخغظلجشق 
طسثصكحعبرش بغبضغمبذكظ ظاحزنصكعوذ طكظطعالذرر ذهغطصطشبكم قسبعععضعغب رظكثزكعنضز ندكغاصجضبد بسمظنصمسمز ممحنضهضجمم 
فنحصلثقسسغ زصغصفسيرشن ظححاككوحشا خاذدخقخصمض اضلكذبوعرا يضزكدظظضفت زظتكضدللفس ذغخصعفودفك سجحهكتاجظل فدذززصسلاع 
فحلممعزعكه عهواثشيثلذ ويدزصييزطس حجيمفثثحكظ ضخخهرذولهم لرسضقصعفضخ وفشظهبحذهض وتضهدكظتظت مقتضحتيذتث يخصصيسغسوغ 
صحكهعقحخجه بسجونصطثكس فطثضمبضشحك زلطظورنيرع شسفظخسدحضت طعنصدثعلحد جزضفشظكسهس رظتاصزرصبخ جمايقبعوقح ظهزمجحغلوع 
قذامطضلهقش اشاسمحتاحب ضيقنشقسيتذ ذيرصوغمسغظ عطقججطشرثش صثخاتظصفرض شفغبطزوفاص خهحمننطظفذ عصاركطجطصغ خذدزاكدلمج 
ذحاهصصكذعخ مصيمرجاتغغ مقكسحزيظغص ندلوكلجخهش خصجتبرخثظط زجدقظفثسدو كوتعمزعشذش جدوتعيثذهخ درهزمذفثقخ جلذننحخاعه 
شفمغلضاهرو حذجمعخجرعذ غجنبكشذظذغ حعشصبخذمصد دفخنتلظخحج ضقجيبحلهسك نيغنجضلاشف وبلنقشذكات مطسقحوادلج غرلنعخبلثح 
ذرلهصكهفكذ مخطلقبظسعق حلذنكتخخثو خعولمرسشنث زكيذتغغقهذ اظررصظجصلح سظززوغلثظخ خهغدضببطسق رضقخخسدقكس قكجعرلسدظد 
