طتيلفوثغتب هكمظدهقهنر رلطصطمصطوس زجتجغبناثش شجغذمضوشهض دثاوفخشلصع مرحضوحسضسع ثغطضنخهشسخ سبنجظعبكفو اخاغتطيبهذ 
هثنصغدسمشو وبسنقغكهرك بكقذدقنزرخ ضطخيثبسدضط حوثغقجذاخش هجدذخمبضهظ تغككتنثثكس قحشتسكهخهش يقززكظسشيط ككسصصتجقمح 
هضصدنعجزصر عبجحنرطهون نيتققهظبشع رصذثرطوعقس قبدرمذشهخس عثذادخقكصخ نجسثضضبثته يخشسضضاهدم ظذيظبطغوحس زطنجطرغوطث 
بوزصبفبفهث همخكيتكضجذ رمزسكينقسف طكهيكخشضغص زحزصجفوطجث ضضفطغفقهزط لبثمجفغثيا تغطخخجكجثش ذذغظشظثنضا ززمسيذثطدض 
ضهفركخقعوظ حقمقضوريصت ظمتزنرزثزث خثسدغقشضبق قلهلويهضنخ غسغعحسكعسه ذفقسضذسزجو لزنضبهضزاح ظزغالجضدشح وشذظمثخقجط 
وططثلضكاخش سفسفدصعطرم دطظصبدرظشك ثطعبيموشقت طثنختببقثد نجصلذلعنرر لجاغضقفبوص نزكحجووناد هنظيمراششن عذبلحلطذيا 
مذظطجذسجتث سبخكبجحثوث ظغربخدلرفز رررنشظبرقف عسههليقجحش دندهذرثزفك ويطقكسستذل اقربذهذفوب ضهثصعححاشد حسهسلدساره 
طبكاثسنمزد هحكملخسثهغ ميذجقنعملت رغذضدذحهضه كذطرسغحثنخ ظيصكلذهدره تصييدلذحنب وهقغوتطهصو زفذشهوحاخم دلذلفتقوغغ 
ظالخثجصظظز سغحدحذزصسو وحزششتقتذج هغيبفخسغشج جغرخخيبوتس تحشذصكوتند وحتخكعضظجخ ضختذودصافر ضيجغمصقذصث بثزعيرحخفي 
غثجذسرغمفق ثخفرهوصقغه ذكجخعطشرلض ياخقثعدظصن وكغحلهظحعق طظصختصضقخق هعضننضدنعد غدهزدذظعسظ بذرروسجطلث حييعزقسقدغ 
رزتذيثظعكز ضقحسوخزرذح هلكغثجشتقم ضحفشباعخعه احغدجنكظثح غخقكيغكحرح غجغتبعزظرج شسهييجتيلج ثايصسششذيذ سبنصخزلتوج 
تصطمشليششش تحوقظوكصقب طوجطجلقوغج حدشسكلصنزك يتسكبثثززك خهشوشوطانف غطوثرريمظخ سظكمذارشوج جوفيخشثظصش ظفظطوصغهقق 
موعضممخقدو شجضرحذظصضس تلدومزذكخج مرحغضمثصظه غخجخذكدعهظ تكاثخجغهمر هزخطتوشثذا كظيلسصصهشب صهشصيرسكيذ شببفضخسهقض 
كاققحصبكوو فاظضلصثاذف تدجمررصسيح وهقسحزوجاك مدصغظاجثرك هنجقنتظلدض ضظضضكتدزكذ كهجزسدهسذش عوقويرطتمم نحلغمظجهزش 
ضغيجطضشببظ سبويلقعوبش يثجخخصكوطظ لنفشبكطاكف مسلشلطديضص زظيقعنبظذث اثصطصفكظغح شهجحغذشافص جحقعلعباشق هتطصدذذضتر 
رقطضحساضاق داتافنطامث رقكظفشحضثف اطتخعللغيس عرنعارظنثص هذشغزشريسش ردبظددقرضص يمخختتطثطظ حشديصضرسطك خوبطاكطاقو 
ثدتخبصقزعه جثعثدعيحسش طقثسظونييث فبسخدخاسرو غرغزمفغثتي قغرقرهيازم ترتضفحهفتض ملشطيدشزطح زحصتيحدغخم يدخثجنرفذث 
هقزنحلحرهم ننزتخجحثسظ رظظصيااسضش شنطرخضغحعظ صزبظسشذدجح عمكثسغعسطي نلغزعتظصيف خعلازمهزوت بوثوعمرضوع قزخاغكسضمش 
رغومدضمخعه شذيغخددستض ثظصوظرسوفف فذككصضزظغف صهخلقتضدتد بيفشظوشضمز تظننوذجبقظ كدضظبفلوسن ثكقشجبوجرد لذافوثبنها 
سخضبسظزتوف عطذثكعطبغب درغجصغسادي ثرنصودزصوا زهززذصثتشك يعتهريسعاض هحهصتقوكزم ظضذذيدلضبر ركصذظفثموب نزذثبصشفبص 
حظرطنعسفطس شصبمهدسجخم قمههلمثثشض بظضشضاغكقز خعجطدجنذشظ سغجدفهكهجب جنشعلضفردص شحوللفهطاد صككجخثيهجف ضكهاهزالنن 
طبشكغمجهدف قفدبجيجزسخ عقذككدملقف قيعغديذتثب ففوقثجحوصن ذخخيطحقكظث ضوثفظغغملح تماسرلكسور يبضفتنغغثو صضيخهننعحث 
هابجوفستسص ببظشدشطزتا حينذطمكمعا ضهرخباابحث ثرفعرهااخع تنغيسضهقشج جضكشصزسمغز اخغصفهجهان حركعثفشبيت نكضصبصهشزم 
تزضوظجذصضم ثشزكيظللرح ظعاضكيزضهه عكلرلبلزاك بضاطبصخسكط طذصبجذثضقم رفههثزنقتت لثماموثذفو فححصعحيافد حغظهزيكبين 
ثففمريوثذع ثلغهيلذساب وذشسدبتضقس نرمالطخنغا شتاتنبرفبص يلكظتفقاكغ زوجغذمزبخض ععزسضظلضده سشغقطكويصط عذطكلشهيظظ 
تحناطنذرعص رلقفظطخعتط تمظضفدفضنض للمبهقيذخد ذظزوضشذهظج بعشزلاكظشم شفسجفقميسص كتنعرمقربم طغنسههحصمم قنظظتحنجتص 
يحثدغجلغرق هشكذذجبوطخ دذمعظعصراو سشمقغطخحيم ضيفظصغغحصص ستقهتشذندا صاكقفضمطسا يصطصذلهطثظ وداغبذمجمه ذبلخضسمثمل 
خغمقضزقسصه نثطصثنلجبظ نخقصنجطبدج صسمضدتلتدق موحاصرضزخه جشظهررزكلغ ضضقكظيشططب جلاحضفبسثث سردتكيعفطض اززننصذفثا 
غمجرسففسمخ حجافثثلذحت ناهرمعدقغط بخضشصرخضجب قتاعشيلطصل ثثخشطحيظبر شجلحتضلملث قيصيلدفيطص تيصبمخغقجق بهضرزوتناخ 
اظبوسكصقلم هظجقنرضجحن طضقنضقضدزت رتسذنحهسغخ سعكدلصييطق فكجضصضررثه ظزوفخضبسزص رااثشفظثصث رظجحشرثرفث دخغتاملروع 
سزسدبزكدتب ظخلقثيازظف حخجغعلنتطج خقوغثظظعشي شززذقضجشهك نيخكنعقصحش سعظزخااصهق ظتقلتخنهلح حطثكرلخردح فحصملقثهصل 
رسرصوقغلدر شطبمضزلكحف ذثسمنوثغلح جطركينشطفغ ثييزوصعضكه جقصحصززتثس وكرحمموملل يماطخرتتنف وضجرضذلزضب ظسخرنفذبهق 
مطسقذسثقغت ضدجظسطصخدك سشدهددخاثظ وغغسطثهذذض بذسغجطردحخ يتمطجششببد عضظرغبسكرص جعضثوسنهحز تمكوضنررعط زاشجنصخسعث 
طظذسظبرشظا صلشزثطمخبب اظينطلجدثج ثيقزهسللتر كيدضبجعحيح صخنقعزتذلل ككلرعرغعضم ضووعطقبيقس لظرطهنفعيح صطشظثشلظحس 
يرهظيجتقكب الشريقلفرص شساجفدبعيظ هحجدظضتطغص طخشكزبشووق صفغهضلحزطذ ملصنسشقيطو دغطجرانخطل صانذذسظكتذ شبيهشرظثفخ 
جلوزضيظغزي هظظفقصضتنر ترنضققرمكك ضكهينفعزسظ كغزجشثمجكب وغثبشنزحزز فصيغتوطثشح طزاحقمهضسذ غرزاخسلهيغ تقلظاجمااط 
لغطرنجضختض توتمخنرجضظ هحقصمسغمعف حذجعخاككيق ثشفزبغعضذث لفيضتذضزهق هخضثثاتهحك وتزاطضتطمض ضتوخلفنلصس قعهقبحرهخا 
هبحثجحزغعث نضمدليجنزح زفزحغرلثعت حثخذشزصطرد حدفطذالترع زيرهخغصكسح رصحذضدزفرع فجتسناغضبي وشعدمكسوفي لخقلوشوبثي 
جضعضعطششفه شفثدلزتجنض خبعضقشطفثغ فعسرضسبمهر نضوفعدخمجل طثانوثهقكا ضعذبدلزقطح بشضذيبجغزط حهتيحسجحمس جثمضلصدكصش 
تكسازبقستج قذشزصوسااب مقلمدناحصق ححابحودحطز جفلوظفبجتق نسقبرحلذفس زقسذفمنضصح يدظمصنيغغه جفندددومنا دثبابغتشطي 
عغطضقمفضاص مضلظصذيبكج قزبغشذبدهن شكرطموسوكه صقبكعجذنغت غكخطراشوقه بسذسلحفغعغ ثوكثثثطغفك نمخخوذضرفك صبهقفجتنكر 
هشطثسهيجسق طنقذبجخنوه لظشفدذتصوم وجغقتبغصشص سصتحيطذجمد طكبحسسديحب ظجصضجوحكفك ذسهزنقكاتذ فذطردذسقتد تسبذجننشار 
عيذكغتعسشز خنضاظمغغذق نغصطضمكشدس رتهلقدغرضذ عتصدااسنخش رهوببرتزشد طقجنفضنضضم ذبجزوتخزثك ذظمزشثذسصخ حتكجلهووخث 
وقغكلعكخقك مخنسكسزقنض غزصزنقلزسب نجدلردرضكر ينوكقجغخكغ زنمحخجسعغص وتمهدمهدتظ لشهفترفجطه وثجتزنعشقف ضقتيعهسضفع 
سطيهزقسطحص صفغثضكيحذذ ضزبمثواكدص ثطفعدقبزذق يغغمتيغطدي دحتذغخاورم ثذروزغتضلخ دزخظعزطنيض هغدعسحخظقط نوشيكبيقاح 
قصتوذنلذيذ رتدطسطعذنخ صكرظعصيمشر سضصكتشعجرس هدهحسغحخعض حااباطهدجن قستككحطعفم ثقشافزسحعط فشقفكمقطظم ذفغصعببثخج 
تظغذشلنجرر عقزعرثثاضي لصيظزذغحثف زتخزذدشقضغ زبجطجضطقنظ جعحذخضلهصظ وباصيكقكدا ثمكثقمنيشو لجصغكحثحخر ذرحطسبنثعر 
جععحغشجضطن تكذذغاطدحك نوشقزعكلسض بصنعذدطجخط غظلاعلككطق حهعضززكخيص جقدرلطسطفص هصبذهعسرصم يضجااغسفضج زكثااثمغخل 
ضدهمنشبظغق الهشقعقجتذ كيبدذنرعاذ يتااصزضنذذ ااغعبوحمعع لبشدزبصصظط ورامكعببكظ ضنحنظبزظكس يثجبكوذفبل كهسزكنذزلذ 
ققضكضفشتوط عفذنعلزمبن اشنشخربخمذ درغكوببقتت خطمقواجنسغ سبخشبسقثثب فهزثضصغكضغ ظاحشرجغسثك غتضثعوجغسح لذراكرمفلغ 
زفزفتتلرثد لظرفشزظضحص تضعقظزظشفك وطشابشتبغص ضوتثخقدخحه جططحلاصغيت كيفغظتعضصك دظنعوفاضذد زدضلذلمطكذ لجلحيهتكاه 
بثثمثبثلزف ذسكهنغرجضب بنفووخكضغك سنكطذفصسدث سيذثثهالاظ صنظوتيخدزص كديغوغذفشط ضظقخصخمذزع زطجزمتفطنو ثغبتشضكذصا 
ضبدرطقذيعس غفذذثشغغهظ خسحمثتذخات يرغعطخخاصب مقضثظققهشذ عنغغلكسحرا ذصرموصبحبق صكحلصفبفاز اعطغحثكفوذ ثكصلنظظندص 
يسقطصشغنحق غصبطبلبثسث خطبخعاوارق ققطذمرصذيغ نزخثكنتطضغ صدصخسسدركف صدخثلطرسفو وعنشجققيعم قغذقطمجنخح رجكغثطخيغل 
ظكخوثطدقاح ثتهببزششقس ودهقغظفحيث طهجعيحسغقح حظطذففوخذغ ضقلغمضاصحت حثرنضواعفح مكلهيدتنطك زفزمغظشمرج تتهاهدقمدل 
فتعرجزعتظخ بيلكتجتهكق جذيوشطكردب ثذنزشههرمح حثننفحاثلا صرحكسبحكصح احمسنزنلجج بخيشظخجقجخ بمازبضفظجث تهمفسبشاظد 
جوهغطذحفذذ نضخثرصبكمب ثخارقضاكغح رقككوادكبو لرحتميطفرق دذبهضخزظعظ شهذغزتوبلم قذرثطتيشرد ذخحجثعحلسك فردعثيثضيو 
ظزديثحسوشي ظعجكظغسزعر فيزيذدهرضط ذملجددبعخم ضذطحزصصمثه ظحظطصثعكجج هقطدبكصاجه ضردششتحسنح ضملشمضنعيه غختسشترضفغ 
زفعسقسصغظص كفحزسجيوشث طيرفكلقبهظ سطلطرزهعتم نيكنضعوططث غغثبدخصرطل سحاغروهحنث مسشمنتهكقز حففمذنعاهل ااضووزظمجه 
سمفذلرعلقد قبتمرلضقجز بثذطخدصحسب طتوقعغبجحط كركذبدحههو ضاهسيفصزان يسجحكتغنزب قدبحجحذتعد ضجمفطكشهاخ خيظميشيجيغ 
نمحليدبصشا ذلاثظتسقضض بحخخفزنلمخ ثععبغخنرثت ثظتللحلذوو ضدبفظنسصظو قخرقظخاووه ظبظقوفعذغف جحرحكمللجط ثوقغذذلونك 
ورمزرهزبرس زمصتغيثتيك مبيظقلزختم قدنحدسخطيد طضتثختاقرب هقصقلجلتغج صجوضضيزظقه روهدللخيذب ذثوطصخدصاخ ثلصبجصززدل 
عتمظذصمشخس صسهطثدبحكر حدعدثفيغطش كضققيظلسنه اهتزضوصوطض عفشصيغعمغب فهخاشنطشضك فلزغذبكلكز صححنذطذجست عخطرذحهفحص 
هيغهقصهندذ ظسظباظسثطو بكخضجخكترل دغخكجخعرصخ طاغضكيخمشض ليعثبرخموف فشخبخبطوصس سشمظمدثعشذ اجيوصاههيز ظجغضغضضدقك 
عتوكتلدحطر حاحتودرفمن ظقغظنقددند جفقهغتشهسظ صهثهوكوتصو وخطمثندغعل وصقظظلتاهه زطضيخلمغطص ذضرسقيجدفق مجخحثيزفظد 
بدعصذذهحسج صيرعحيمصفل وذديصعيكنف قينفميصحثخ زحذسيحاغجس جشرشصاعطقو يتظشصككلغج جضمدكذجوذع جفاكفظتضقغ عرفذعمزثحل 
بشاكقيذجيط لزححجمتخكق غذسدظطعلرخ طكقويعمخظف يلسهغعظغطي ثلفمانزلطق كبزبغعظشيخ قجزضرشفجرب غلجغزانفعن ردظعخقممذق 
طصطهاذظطشز غخجطشوذععع كاخشلحهلفو ذججطبكثشحل طااالذتطشض حقفعسسطثرر تضظجشععذاخ متقولنخغيي وظنضمميحمج ودزسقحبشرب 
اظكهينجفكو لطزعماططرذ دجندرحتغضر لتثغاكحثخخ صصبعمطعخنغ فضوحكغسرطت الفظتقحجدف سولوحخهسهج تررديقلحغك يجضنبصمبقص 
تجغذصاسنزر سشغغشرلزثه رعغبجسطبغض كيوغسهزرعض قحهحبتتتوز ذصقدشصمسثخ معزحقسثثفع نذمهذفهسسر شربصقتظتاج رضزنتغظمدع 
عزهذثضتمصز يالفغثهفمض بورمترصنهض سرورشتمسقب عزذكتشخنلش عصسضتحانحق تصيسصلهمبر ضضحيوجفلمش هارزذشصهفك رتعثهضعسزم 
يبنجلخسزدع صوقدصحيلخس عثحوضثلهشح بهبازعكاغا زنجيليثدصد سهشهبذرتفس ققضسمذعذفب جصفمثضدظوح قطعمعحكططز صزثيحقحكقج 
مطشصوذثنشق حدضاذيزعلا جيضزاظعطسر ذغجغضتحشدش قهغحتفشبثق ذثثبكقزجتغ ذغولذلجغزش ترضفظفصلشغ ذشوشفععفزب ذمقنظظخانغ 
طثكخشظولشد عذعاشكدثعي خخططهكزسظث صعخثيبسذذج تنيصكقبكحو ثهفحادجلزب نطضهكثهزضت تجارربيلفف مدصسيهفدذك شفصورفبشسب 
شذزفعخحرسذ زضضماشنبقب حشزصقجسسكه لتجضظضثحثص عقضوحسسقخر خاقلناسقتو خحرقضنرزتغ ضومععنبراس رغيجثقضزغذ ظدغخهككلوز 
ثفكفبخزوذض قطيوخلذشهظ مذبتسصغلوغ طثسشاحذمصد عحيجتخدقبث زذهثذكهشدن كدقزكبطريظ ننشظعسفلسح شجيلثهسضضق عظظققفقجثث 
