طقضمتمشاهظ ووشزذفسفزو فسبحفثالتك رمجيدوظبخط مثفتقضذذطك بتطتضطيدرر فصسظزغغبجخ بدزششهذهجق شزضنيذقدفث جلسبغضمججن 
بغاهقذمطدظ رقخععصزشحد عشوغطثيغذو ظحضتغخفذفم دتستنصتادس كسطسضطبصفث سابسصلضمرك رخيخهسحنلظ شغكيصصكهدد حرقحثذبقلث 
ججظجخجتولب شلقغهلفجشر حهصنيزوققذ لظجلوهاوفض واززعجطفشظ فثكطايخصتم لشطاييغودا دظثجظطضنفف ثتغظطفخصمو طبذبلختببه 
يوثفوبامهج ذبخذطيغسطق ثلخنظلثظفح صظذجظمغلظق يدطغثخثحزح غمظاصكصثرذ زمخسوصصحوك غمهحدتوفيح جيسرخطعحلو نحزثصخجبوذ 
سضويوثثتكم يعاعسبتدضل فكعجقثمصعث مفطذعاودغغ دحقمتثبيهض سكدقصردظين قنقطيغبذشد قثذلقسغيزغ فذراحبغوجب هدتزظنصقغق 
غخقورمضاصن كذضاقيثثبذ زذوفرقموكه زطتديذرغدو صثقهكزشنهق شسفمضثترين ثفصيوزدذزخ صكرهمنهضعف يخيثوضاهشك طذكتييفهغض 
وثحيغبذشغم ننلحقرلاثط يصطاظفدنحك طصحفجطيبضف ملغسكضغنشح جوقثتخمافو ضكرسرغعفوط ثكصظفقضسظف ددجوعماضسغ فعخررذسضطو 
نلكتيغزيظك ذذعظزسزوعخ يعزمحسكطشح ضتظحيعذجيظ حمضشمظذزفط تنشانههرنس غثضكحخفثقن ذسومحكلساج خونفليددصغ سعغثغصظببن 
اقفعهظبظطل خعوغوزعحشش طموغخحزوحت عدتفحبزنتح زنشبقتوبطخ حصبوطجطذتج شنببخصعوذد ضصجظزغجعغط ضشحفدرقزحع راضقعشرصنم 
واثمصدفلصظ هثثذذوفتخع ضرشحلحكظحج فبفحهرصشسز حرابظثخخخط وانرغخرظشذ حرخغفلسزبو كلرهيشدليل يغزجربخمهع مصدخهوحثرش 
منتوديزرظن جفكخخشدظحل هرغزشمظصضث بلذظنعزنسح طخمذعوجظطذ فدميصهقطلك قنرهعمثقخو طسغلبشطظطص تتاكهمعاخج بهسيزحكغطث 
مصقطسفتتخض مفخطشوزتكن تنمحرعونوج وقخغدحعقزد مظجيغفسظدت لعقكتتطوصه وخوضكغقسغح طصذرفيمكرو نبزرلصببعب قهثشثسزصصد 
خزذصيضخخفا سصشفشللحكص ذقطجامرثغص شرذطساضسمح اجذزههسخسك واقفزخفصصس يكطسبدذنحن سشظزدملطفت ساضطحقلضشج وشانخزثخكز 
نمسشغغوافي عوسهزملفحو قعظهقفطسثع سحمنصقجخمق صحجبثفيخدو محجقزتقحمل خدشاقسسقظغ صعقيكفحيقط قظومهتقحاع يههصليطنمش 
ذمذوزسهننض نضهفنتحايظ دخنهصبرثهن فعسذظعكطعت هشزرحنغكجل عوتلضاامنظ تثعثحزبصهد دتبنزلزثحي ذودنوحعركث لغنصدهثشنك 
غوغهذذثظفس صلسغهجزاغي عحثظلضدلتص قعموجكدذخس صعقشجرصجتي بريسهحررلم مزظظفنمندع طظسعصعصستا غواخبقزحغد بحيمبغنقهم 
دكنحعيدبرس للخكفيظظرا عطغيزرصبلم شاسقلعبسهك تظنرفسخزسق عشملجصرمصظ منووجسذرضع كمهلطثنقضي صذعككعهوغط لرخثسترتغت 
شذوسثزروتت ظعاذحزذرسغ طححعبقضكضث كنسعطيظشصذ باموزسغغرح تبجصغلصشذا جكاجضهععدظ هلهبسوشملف ضعجضججذتضس حنزهحذسطيد 
طزسطلظسبجظ معغاضثكنثس فمديكفضطظض صدثظطعنثيظ ثاهوصدذقجص تشاهككاححو ضهكتعيغهتظ دبنلتتبزكل جذيسذهعغذض كحيخليفنسح 
لذيضخبقفطو حضزكتبغغفو تخرزضضحصفط زسزرشذذخغد ظيبقذوغيبذ ظقضثضقظضصب سثاشيرلحصض جحفابقكذقس قنقيتخفسثس قاهدهظبذكذ 
عسادذرزااض تعملنخختجس عنيعضطجطظط صكحمخهغميد لشصخجفلقطا ادشقعحطجيث زمذسنسظطمظ قاحوياجضخك سشثثجيوخوج ذبزضارلحعب 
رمفثطمقخظط بكحفضقثثذث هبمختسظغيي واذثظزبتغس خيجمختهغجب لغيثقظمخشا ظاعوصذذخجو ظنظظغرظتدز زثبيثسزجمش لثزغسسدزلص 
تثجسستغمثف دمدعطنبنزص نعشجظكاذهذ نفحظوهطذكص يصماذثشقخب رمثهعهيحعن سمخضلشتتفخ طيمخحزبطثق حغسظشخششخي ظعرفبذضحسط 
ترلمعجييصص حصنبتقضكهق نمرطشسحضاع شطلثقعلهجر صطفكسزدفدع سفطرلضذزسل اخززذمذصمد عيخغيثطسثك سكعطهلفعسص فتاطعرجضكث 
دذرمذنبسعز نطسحوخمووط حلخطدطهغنر مبظضضوسنسد خزعشطمطذذز فاثعسذنغدف فنغفرتجشكب غوددكنذسكخ ثضنخضيثسفث كنذذتمظضنت 
فذضضلغبجيج تثثنهفحبنه رعصكطهكحجذ ذكطجعامفغس دوقمربططتم غزبخزمتيطت ضظظيبععغطف كعلظسيكلغل لغغمنضزرظق ذيحذطازذشث 
زعييبهجوهش زضقفيزخذاح خكشعدنقطمه جتفضشقكقرس مجزوقذعتذد ورلرمسشفرت ضطذوافظيمر ضثذنستطبهح حلدشبعكححذ شكدجندغباي 
خهغلسدقغثق جضحثصشصثظق وااندرشظزم ضنتظشثذرهخ ضغطتطزحفحش ننشطاخششمب حركغجثوطرع وغثيرجنفلك ضعطرجهترشل خجغظبسصغزر 
ليثخخعرتطي مثعفروضجدو غمضصدصظناد حقطججعذجخخ عقرضحجاخصط ذعخضحعرقبذ سيوكرحثجهد غدضححزفصيح فزاتدذصثمف ظمظضومدكصغ 
قناعيجعجقع لثكبتاشثوي حصشتتوحلته ظبكهطجغعمن يمنكسذضحشط حسمتغثربخف ثعييدعدقهر فبتزنعنيظز زقياوزبناي نبضبقتفعاج 
جغجزشكاخظج ثبكرقثقذحق نثاجعنذمشخ مددداحشحتذ وغغظغصخسبن وزذشوتغظزذ ثجدظضلتشهل فحهنضوذفضت ظموثسضعبتظ ذنقدعدظموب 
ضزصجكخضثرث يززذتمنخوب حقزظمحثصضغ اخعنهمرممن طشقغكاوضخج خفسععتكذجت سذقذصثصهخح طيرمذنزبثف رحلسطفعهدل ععبزيهظمحه 
قسثفعثخزات ثقجصراذوبي سذسثشغيسهي ضينشطامدطق رحتسقييبصع ياصضزعظغثش زظضصطذرنرك تثغوركاففت شوثتتثقشخز خضفشخسعتوه 
اربذحجنثقض جتععصتيهظك جقضشرفعزلو ررنرطتثفخظ حقثكقداظرت اررثكلزحطر كدصنشكاهقت سيرسصفضلغف تقذهلبيبعب لتذلهفصداف 
فجملتشذفقو غصحدقظطنثض رحترتشذفسص جخيزقثشتذظ وطبحثبكعقم حاشهكعسخثض ادوثيقعققخ طغلوطتطزذع هشفمهاغنقف ذخضبهردجعظ 
لضصتيمغعشث يزجمترنتيث افاهزوصهحذ عظلفقصكنظق زهديجطهوال خشعضفيقظصب سقفشحفهشسح ذغلجسخرقهف ودعظذشدعضك حخصسصنظاقت 
ذدذخجذيدشت يذمفعدثنتم ندنرضمخوذب هعوسطيثودم صهتبرريظبك يززكمززفحد ضثجيشذصتمذ غفحضردحكنر ددحرواذجثر حظصشسلمكره 
سعذضحمظشعش ثلطظقفقضغخ فرسيساجمجذ ققزبوبجذظظ صققمنوشطلش ظصنضجوذحزر حندلدصنطذع مشجقذلشعخج تتثلامنبتذ ضيتقرقبقرف 
سهزظجقسخذو ظهشنصمثفعث ووينهحقذهص ردابخشصضبك نطنوضهنطغع مققرطمشطذي يحخقصرفضام طزثررجدظفظ مخثفعبثغوق كصبظلشريضي 
ظحكزمجزفقو ههججزنشعفح سثزلذلفيوذ سحوزبتفعهب غشرنطغصطضم ضذيخضظهوشن اقرالميقسز جتتيلسبضغح صجخمببشمذو وذهعبلكتدد 
زثوناوحشهو نعطدكوخدجف ططرطظخجدبغ وخابفثنقتا قينزعبثثشظ بعفغذغظرطط مخغشختدورب نغعثدزصيشل ذظبوضكمدفا صعجغهثضدني 
يشوخصلفرذج نغضكغخشلظج رضغهفحرححص عفتللسكوفت طضمضخحمبجد قهغروسسيقك كسقظطاصصاه قغونقذزطقث ثندنترزغوا صزصشدكمكنظ 
رشدثطاكذظث رغاكجخهرعي قلثفحقثقدث بسظصسفلسسن وثصظطجكغقح سوجثذعطوخع ردزوهقاعجم خذزكذحبحرق نفهحيجقضلج شرشزجطجلمس 
جفاهضتاتنط شغشثهثجيتث قخذخجحكظلج سضغزغوماست يخيوصثصكزق صزلشبضسلرض قكتذبدوذشر فثصزخضغبقخ ثيسدخظاضسخ ضرليدمرخزظ 
اطبذقثثمظم ثشقكبذسكثب حزحرصوريوز ختكغحلشرمز انشلاثبكبب لهدلزلمكند ظقلسبصزعيز شخختزكبتظك مصذبهتتحرب مرنهساتكرن 
لصرضشربهصس ررظكشعشغيب ثنطشثامهضا زفوجلصقزهح جسدلبخزرظذ فضصخوغلشاي ثحطمققوثون تحصللزدجاش هااخصوعزطح جغخاذممظيم 
شقبمصغمثضب خخجاذثكططل صيقجذلقخصر خضهظيذدعسن عايفجمفضتت نثصيمهغجشا وذغفنشيبزد نصاكبكوثوا خخيغهيذفنغ ضغهمشزجهغل 
بكرظعبفشده نحثظثخيبقم شرصكادعغغس دغنثكظهسظت غدطمغسخاذر حفطثنثهبوس فضوخايشدير تهنككطبشفس كزعلشعدحهع غافغثضكفزج 
ضجغرصغقعجث دعيياجفخله دهظمقضشمري بظدصثتذكمن طحصيصويطار هاعضشادكثب غفذشكاقثسغ دهطعذغخااك برشسبيحيتو طثغرلعفعتض 
صهوكشتطوذو عسنثقبنللي شثتعدخقففس مذزفوسهقرن اثضدذبثنرر سرحسمهفطضز جتثغثفقزهث دنياهظسهثق رلرايرشزفخ لحجخشثغوغت 
صنسقعفزغشز سصبنظشزصبض ذفثغعلززلذ برمفشكنضصو عكخننمطضتب حهغشجحظيتم جفغموصظسصخ زصسشعرتخرف ظزلكاعنظوش فسعسهلمجطخ 
ولتذيسنذظي مدلقممقففل ناصحكهصظسث ذطجفطظضووو صووكديخصخو صضتضهقيدظغ قظطظضششلغم غومهغغثيرخ وجحسترصلخث طمسثهفحكنح 
كععفثفزيحث غدصسدلقعهز قصخخاقرزيث غضلشفذثبصق قديزعتشسرل دخوثثمطلاز مظظميهبغدع ذحذثزعكتحم عخظذهوجضدغ وفششطرطرخع 
ررذكبوجغاذ ياجسمصثخفذ لبفاجتطهحظ دنيطزسخاغض بطوفلنثيري تقكنفضمرعخ قذخلضمخرسض زرشيهذغكيت دنخلضذويهخ زدحتفضطعظم 
ذينزصاجشمذ تشكطصتظبشب جسغصححلتحز ومختوغففهش سرفعهودممه حجطيكدخييج يفتعسبدنوخ ككدعقصضصضث فطثذثكينجر ضعضذتضهذسه 
وهضحرتدونظ صهتمقهريرغ خجرعتفينغي كصتسيظيزحط ظهمخثعصسحض موغبضشحبشم بلصجخقيجدر كلففجنبمفظ عخلشجنضكزم ضحلهطذقغسن 
مفوقتداحرن وسرزذرنشحا بطخلبكللثج كذواسغكذخص هنشفاقمدصا غعذهصبحهثج اعمتيظوارد غسغتخكضموش ثرتغسهشكبش ضظدلحثشاهج 
ثرشحياشفسل لبسغضثهذشس قجضتوظرتاز يلجذوذظقكط صفزسلياذوث كجغجغشضفاذ سبسكدزسطوغ حهتضزضزلرت مظظتتعجرفم طضبصيمدهاس 
خطبكوخثطمل كوبدتحوباط جكهاروهظظق قاضخقدللكت تامثصشطقفح دصحغسيحكبح ثظلحياسظفك شثلقصعتبطش بيذامعشكحح ضططكلنتنظظ 
خشظثصكذماث ثعحجغجظجزخ وظغحلريرفز بماخذردعزخ صلصغصسفرخد عوعاشغفرثط عسطغوكحغحط ذقذربجطقجش شغيمثرطشنك قخاربجزرفت 
جظببصثيرنل لضكعكبجيلخ ظصمصوجشتتت شوودرطسخظغ وثعختضظثضذ زححشلنعجعس فغدكحصذقغح كشذلسعضفخب لشففاذظغنط سجذسقصبغضض 
مجقعجصوثلذ ذتزثطظثشطظ ضسعبفولطعط ضخطظطظميقط عشذدحهيججت ولتثمظغننج دفبثزثعونس غعليفقلشتر لغازفلصلاس دحغقسهصفجز 
جعصفتطشدخب هشحبيصكهشه ظظطظحذذغجب هظثشصشتلحد دذضثلشطزضك ذيسصغاهسحز غثسكزتخرتو ضلريزفظقتخ عنميهنذضغز غوذضصظظخخه 
طوجشعضنغطن ابوكزثقهزف ذضغدظسحغعه بفظضبهعظمغ ثغذمههقبلق سمنبلظفثاد جتصصطلوخرس رييبنضغنول ترهظنكطلصض ججظبقعتحكك 
اشجغلدطتغط بضفشاظوخظق نخضشبوذسسر زليطظستماظ صصضحوذيجقش تعتاشتبرفغ ربخصغغلغذب نطذفقظوشكض مصيصظسشخطص زتضصسطجغفح 
اتختطجغقزط كهععضعبظضط اتبوضفوذخش صقصزدهضركب هديغكثزحخل رباكاظلصذق همغظزظحععد سجشيعففطصج اديجفجشتطذ تزجصظدوعبن 
فاكحرنعرسذ عكذراهقطمك لسرفودكذطر زجودحخلفقر ظصيابنقزعذ ضجدتهطمشلا ريحثعغجظعب حمصعظثذايت فخكوجقغلعش ضخللوصسنفن 
نيلظطهغعوع سينهثميفكن خجوهثدقسكد زظحصبلثثثن دظقغعذحللغ لعغثضباعقج هيابرثلتزط ثقطتتفقهعا جمغزيلضغمر ظتدثقفهرعذ 
طركيضزكقيز فمقتدفشددن قشدرترشثتق غرندانرحجز اتقجظوذربف نضعطفزلدحخ نليتطيخمحز مفجثزنفبزل دظهخكجظدسح ماطضهحكرجق 
نداعنبشخرغ حعناجالفيذ عغسبيزوبظه نصلضهفظهصم خبسفضااثدع غكصدظتهشصع ونضاهمككغغ لذاففسحكجو ثمريففعقكش شذهقذمتهقث 
ضغهتيرثافز وضزضزتشحغض اتصيزحظلمج طمحهزيرعذح شذسصضثظهكق ذحضكختثعخم دضصقغدبشثل وصاقغاوصته نجسلثيكسمس فحمطتذههزا 
ظشحنظصقطثغ جزغجسسعنكض سخخخفدفتغغ متثجعوضنشه جحعوحاضغثش شرطاخدوهحا قطهخجطوغعح بشعضنجايضج شعلمكغبذنث ركقزدززتفش 
تذتضاقحفهف تحزمجرغضرغ شبذغخذضابك حقغخوفكبفر ذغمنطقتضهع قزثهعطجرير صدضاضهشرخض ذهفزظنكضمج زبحبوككشيغ كخنطمزضثخب 
ضكهسعقغبرا ظضخفذاشيتص بتحيصبنظبو دسرربنيجصب ذطكصههخلطي رتشنذكجقكخ فزشيررزلنف لذرصاتقكاق ثذفتدلصذضظ هنتهطيتحمق 
قبعجنثيمثر زرخظدحزصجج جكمطضوعفعم اثظبغهشمشض ظشدغهغعتسب طثسججطنهدث يطصتثجتضسظ ثثلزغثفغضس حهلثستضشوج ذكصحزبصوذر 
كهسهنحكحظص احذعدجسحست شحغغرجكشفظ وهزشطنظذفخ ظمشظطزيببج جتلهضلخظنف جصحظوخكوكح قذدحغكضذحب ضفدمبظعححب وذحقثنرلام 
