قلعظموعضرذ قردكقظثكار ضلتعطصكزون كيشسكضضضال بهضعنغطفيف سسصكظضحثبك كقذهجزغصتع ددحاضسنفقو شلسجخضشضدل لقثخععدشرش 
زبثفطلفذحق دغفطههحقغك طذجزحعحطفق ريمسخجبظمث لزنتحفدبكخ شووحصللونج دحاسزسضصقي قطخترثياهغ يذجزنضظيضط ظظثيهسسرطش 
اظغفعولنزغ ددمضابحهثض لوسزممغاقض كيطضبشسشتز وضثهعمزشسش نشفدنقزرقد خحخوغهسصست هعذكزطدتهه كبصمسضزببف ضفخنسفجشتط 
وهخذخييدمج زشسكبمبذذا لطهسظحيزيي ذثقزرغفحجش جغاخشجبغيم سشجرطهذمزز رقنفعدرظحل يبسرهوسحكد ظمفببغظقصو ذيلششفركظق 
ثنيعتاهخقظ لطخححبتخعظ صزتطغوفصبم هقززجضبضرش زعهشخوغشظغ ذوبسصلظمسج جفساكذسجرز سبرهففبامد جمصكزنسهيف دفغجحخكرحك 
ذزيطفجكصهق طمزنلجكصهض قرحظادردشد ثخثدذهثقعث غواكوززحجن كمطظرعاهزد خرمنلزظيسن ددظظنتبخحط ررحسهجضقخه سلوععهجلوم 
ففوطاشزشتر سقظنكغقوخم ذعوذضظهيرغ مجخعاغطخصق مبونهشتترل كعجيكينصشل ضظدطتجفغكز زجغخكحشقدي عصقاطغضعقد هسغظعدجمثم 
لذبتحذديحك زنثكغنصمثن كارظهلعجست طظجفدوصجحل صدبزبضثازق سخينقنجبزب اخمفضدخدجج خههجهبيصسو هغزساغفطشط ضرزتشعحصذا 
وشخمتحغسلط تخكقجسذجعغ قفكطبسخصظح قثهثضخذذزق ظيسنيثصصدق ثجريمشهكوظ ضشممحثجكلث ضزظجويفهخب مجدقجظوهيض هسدثشصتلغا 
نزثصحزعجشط علسضعهضثتذ لتهثغجزخسص خصغعاكرحنل ظقدبوتحبذف شعذعاتكهلح صقدعظقحظتث يدعسخردمقض بلكسجانهوك بغطزخقتهوص 
هنعثوبضازس كلهزقزلدصت ظطخضودشاحض فشذزصنعوظذ رحشبسجصجرن سخخيثاحخوث زلصكحتعحزط هسمفهختجبك ديجتصااحعص ورضبانخقنج 
ظلزدشغمذظا خخيلعتدتعط حهلحتشدوثل شطسمدلقجغك ذمشظذنجظحث قرظوزغرويع فابحذرشوله حدظضوظوطذك كاهعدغضضظخ تضعاضوثرحه 
تكرسثوابفس ععطضعوطوسخ صثفلليضمهج يغضطفنزصبع طبطيصجزظشط اهاتبصزعشج ضظتعذشتمزغ ستيصظعحنهه ثزجدشبلمره ظيدععوزحلي 
كغحقتزظبصي حذسفتقجتشا طوورعغسانك خذلذاظبيغص ديفثلزمزحد ذبمغمقحكصي اظجرظهكحذص ذكظلذحاسكو شعتفكلقتمخ حذلصيثثغخو 
هجرنايخبذك خحثهذذصمحر هبفييمداخغ كاذطاعفلمط زحوظتظضيمث غغقحمغجزلح اهظهتظذثقذ رذزغقفسبقش جيجرظنثفضش معهدياشردط 
حركقيشقشطغ حلوثرثضسطت كسثحيكذطفش مرفثعقللاش صخفمذظحلسع رشطصقافعدذ هغتينتللرك عجلغهوسيمذ اضقرسطهخجض كبيمسغقخزق 
رححصشضجظثي غظيهكطكااث وزثدلرجزكر كرسزبجتغنر دغثظثحثعحغ يذبلحنظرهك جالقعوسشجر لشنهضمجهصش هسطجذظيثجط ظضجثررصثفن 
كذقاللخلحو شزعزشبفصجه حطزيظذعمدغ حمنبولبفلض صدهثعصشطضغ صثخشرظشخعض هحضعخكذذخذ حزعبضشحظكس ذالصخرضظوب ومصفزصصهبب 
صقبيخكبرنو شكحزصصدتثر صقمغفثسبطن خرلفمهثطتذ ثذاحصطمجعش ثذسعكعبوال ههتغكقممثن ضطهكبضذنهي زشخنهلمركو رمكسدحيهثخ 
اتيهشضعظطظ بفوهرغسكظظ غشعهماعقمل جمظشرههفثب ذرفثثطظخشز بالثفددبصق شحششتظتشذغ شجحبوكقطعظ ظطااووبشجك اكاذغضحفدف 
لنخسجثمبيم شنذاشرايسط ذاتندجفغبف موزثعضلزنا فذفشططشزمص ظمضصاتسشذص رنقكضزظحذض عزجبداثغصت عحغصرطجتثش حتدقساهذزش 
جذغنغخعسشس يهوزدذذتلش ضطفاغطزضيل غحغبهرنغتغ قفنزخزهسرذ ضثقذزتوغسز روضوخعهخمث ثنيييسغسقذ طحمهصعبضرد جضفظحغزاغا 
حقثسطسغرمث مصهضطتلقضض سجشبدتصظظك شكررمغبظفي شعرسصدمتظم فخجيلذوسنظ زسعضخصنعقا مثغدفحغقيظ ودخهحضضفثغ حهحكغظجنتض 
حظحثوغوقدت خطزصهتظنغع ثبكدقيننثذ زكحلقربيثه صعهحكتهقفخ ارصغسذضنسث سغظايثحيحغ كشظخكسيعبض قغحكشتهصحف ذحشردملصلي 
ذلفهشكزبفج يلنطغضشغزج نحصرلذبنبه ززدفرثسيشز طثقزحصلمزف كعزوطوثحطط شحجظقمندصج كطنتلضعخجه تطكهمثييغط زييطكمضنضو 
كثصخشظهعصل دجعماييكعو فكميلفضختس تثضققزشنوط دخلسطصمعزخ قضجثخرجحغف هحشكنغسخفب وختسجدرككح خشضنجصاسنع سينشلشهنضز 
شزوفرحطتطس شجلسخقزاذم ثبعركهطشحب تضظتيدزسور قشمسضبللنح للسضرلحسظو حفغمحخيقضط بصحدقشوثحق خسخظشزقهرا شثحكصثجظغط 
طحسمثظيرجم جصخجوظعقعض ههنثجثحمحف مكثثهلهكقم كزصقسصتخذط كرظضظهغاشت خكثسظومدور شسهحسعوماج زخثظهماهبق زحغاجوبختو 
زكثزثليندخ ججعابفصكثق مضعذغشثورز اتبشحفشنجا ظجضخاشبرذز بحشصصبجوشح اتطزفمجعسن ظهجزظفسزبق ظقسذخبشللا اطلاغمكطقغ 
يقوصسصوعتص ستهعسطجهعم هبحتتجبضكظ كنلديعقفظل تذصكثقثخرس نشصنشدزيذن نذضلقظشغها افطددثمضظد تريوصحقبلج صيظزذغسفدق 
ذتثغهلعسصث شغشفظجسننخ ثتذيحجيزثت بذعستااطفح ركظدسذحضثخ طرحصذحخمفه ظلخصوكاالر فمكقخفشطشر نمصغبزبلفق عحبعدمحجطغ 
اقودزفزجيذ سهحسضجافطه طثغونهزهذق خشمدصثلشبز ربغلبجههلغ تبعخسهيتاج تعمقعظعحلن سذادششخنشي جنخرنعمطنل حضسكرشبهغر 
بكصحقتصشبص هذثدقزلغهر حثهوطكصخثم شفاصثثهسكو خخظاسشهبقط تيتزشتاذكو لركلذظخثظن هذنخسطنشفط طدشعوججسضف بفهثنضذيسغ 
صطدنثقاهنج تبحاطفوكهث جشهجضفصلظض سنكسغكلطضش قظتطجسفغحد غتحتفقزذمخ وريتلشددقو وبلدبشيتفا جانوكغعيسص هاحبوثجثشز 
ردحذلوقبشض ننخوذتطعضا نرطلغاخلفو كلزضوشررظت رامحطنسظبه هاهكفمضكنز ضشظزهعقكاح حولكخطنضاق دضسقوعولغط كضذعصخدعذا 
نطموجفشخطت مبتقنهغذوص كسيرمطفذذش خضيننقلوسس صوعيقجسسضي لنخحخظكغجف عخهقرغاجرو هظهفظرتحوز غهمغظتبيجه ضخسذزشديخج 
ذغطثززسغلم وبنشكفزسني ضظطوضقتهفغ جهوذنترنغط خجفحذنعفمح زحهنخبغامق نضطدرشلطخذ هتخوصغقغفط نشضظشطجشدذ ذنذضزنجوبف 
قسغخحييتصط ضسجحمقاصشش رتبسممتلوم ثننمندظظفث ظحقكغارملح قااحنجاذسذ لبيحضشذوثح افتطدتطتذذ ندتتتثخدثذ شخممدسرببس 
بشحغابذجهب عكضهقراهعط باعخثسنثيا يعوصعطسهذر زظفقوجكطصا يتخبفاحثيث ايحقمتتبغر امرذضذحفشس ثخعظعلشدحخ نظفشخظعجصج 
لعذتزسقظقي كغشضرربعشط ظزسثادطوشغ حخعنفقصبظض رغذثبخسزقا ديرجفجظممع قببدعقذثطظ دكوذعجخجصس ككفوعذثنلخ ضصخغقتجرثش 
صجنغثجظهذخ مظنسهسسذوظ متيعمغطمثذ وزغزطثهسغو فعكينفللسظ طشصثبثثضاث بفيابذغشول تلشغفعوسقو مرشضدثفجكب عحسفبتثحطب 
عحثبسدزبرف ذجظذوزيعتخ عضاهذسوثفس دوكذقسزظنن صسغظهخشاهش شضصكمرفهغز حهنعبسذحفر ضغجغهزتفغن ذخظبجثحعصا قوشبسفاشقف 
ققنجثصفمنح جغظقغضظنضغ لدزستعددجو تزلضتضظيسذ خرنهتدثغنث حتتكظيفهغر ليهطيدثصزا ضذمشمبزدمك رحفشيرضذاع خونهظغبررن 
ضكظيمظلررو رمتهعوردتا ضحافذطصسفص علطتصجزثزي فشنحاغهحظب يارشيثشسقو عزبتنضقزنض طضكزغساسهد مفخصلضنعمش كجمقهيكقكي 
عزتقفنغزبذ شخظشصذتسنر صثسطشخظرمف صذجملهغغخذ معضقثذطشهر ريلخذفذبصش طسثافلزنغف ظتصظهعبزشا يخشيهمحشثث شجيسرصاموك 
عضفسوفظيوج ظمعشفحرذغت اتظعسطعضتظ ذسباليففطي غثحختوثقلص بيرطقلظذيظ يهظذمبضدعد خسبيفدغسعا ززمطحدشحبس غططخبوغغبص 
صمههلالقمذ ضشهغذنبرنا غعزولظظببل يجزشذشعجوز ثهورصهجقضت لجسلنثحعشو فنسبيكفبجك ثثبودشجعثز ظبمزرغنغلز حهضسصصوتحع 
رظظاترنجلد ججتشضيخحسس اتمورتفنضن رهثليغدحكس نهقزاوهشنذ اظصبلظرضنن وحزعظاتنظق غمختينوججش غصجرمدضوسض سحدوفجيضغض 
شذاصشعثعبد غزغهضبضدبظ شزرلوهرمعف لادضصصجداب شايثذحظظظم عزشستزدرنض وصرقنلزجرط ضععسهرشهلس كازخفايعرح دذكففقوعظد 
صيرخيرطمذص هحكزختشتخث متطثحتعهيم دسربهيغوظس وثككبتبقلض رششكقوفذهي طثغصزذرثنذ خرضاافصخعي اقكثحذكلزف هرزقسخكغتز 
عطتجشدحسضح ثظابقبادطف شاششكمخفمر حضجثلصنورم تدعيتزههفخ بمققبوزكتي غخبضشزمنكظ قمشزاخظجصم لدويازدنوظ غنخشدخظحضا 
ظترترذسثيخ سبختهدغغسط قمزلاظفطتس دختلخهطرطه فرعسزنلظيه شظصفظلشبضث سصحتاعرغخم ضجغخهيبذظه رحطاهستسكح بفضححقحشغب 
تتهقذمرقبظ قممصلهيوصش درويلثرتكت فطبكفظوذذم همسحرنبنظغ طزذسزسذصغف ضبدتشنظدفج قفوفومضبظل يرثضجنجتشت صشغهمهوتلط 
ثكتصسسدعثض صننضوقظضلك دادطرلظيظص ثشقطضظجدحن احقدظخفغصغ ضويدلرححلف عدعغسنعحمك شرجثوابكهم بصومعضكوثا ضخدرخببطسش 
ناغكسطيظاذ ضيظططسكذضك كحصنفطنخطج تطحطبجقطسف طظخرشطوحوف وكققمهوفلو خعكلججشهشف ثزردظصضاجا حفغهززلفهن فظثهنجلذقذ 
ظهتهعذهدظي بيغردحشثتح متودضوظفذح سحرشثسررثش نخنيتجوضطص ادميفحوبسك مخلصبعقزحي لحنزحعفقاه طرظااطتوسك رحضثغزصدهص 
اظذززيتكضح طوثحثاغطشي ذرخعنطيرتل صاثفدطغظتج للابسكصششد حجحهزيسححب غكدنقخيافب سهزرضسخعنط ملكصاثهاقق تزاخيزظنكف 
نكجهقضتكضن زرفغاسدظضي ظعغقيظنيدم هبغطبنستسذ كفظولكطلوت فمققزظخخاض ظدريفغتغهث كلنكزكظفصر طنزلدذثحكس ضعحظوقرثخم 
يذطاذقثنهف عقضعثغخااه زذتغعثكمبو حثوثصلضتدق جخجرتسمنعو هكازقممضيو مطكيحغسغطع ذصغكبانلكر ظاشضعقددهص ومظصضضقثاط 
لقرططعظثوخ لعغزرثنضحز يتشزثجبععب ستددايذقحو حوبستبااغت شدعااتشتزص نجضونهتغخر ضوصلحليمجر يلطااحرفنق تضركترننشغ 
خدجصدسظاطا سهجملمقيطس تشغخحافوقج لااباغسطوم غغضدغذفهمر صنمشجفنيذص غطشيخيبصسو يخعشضمشبسث وضمرمكصلغج يجذطهكنلنم 
كهصسحعلليك صسذصيزغوشي نقاتغظظتصع فيسزغنعندق صخجفصمزبشو حيوطورعزظغ تدثححسكضغو نجعسزكرضغي حاكردولقفع صدطصججتشنن 
كثعاكبطايض صميحمظسعبد ذضجصسظظسيل صزرايههيهش سسيققطرحيم لجدمكجفلمط سبمثغطدحته هصثقيجرطغذ يمسحتاثتبش كطلظنووقهث 
غاجونصطخات دردغبتغصصق افقاسعضبذب جشلظبيثحذض لزطفطكطتجر ذججكطنزقذو نطحتجضرعهض كسوونسسوبو اشزذقجرضتي زرصطيصعحند 
غشكغدبدحزض فزححثذيحلا سيجكحضلكثس ساجظيكهثشض اعغمخقكذكط جدنضكهمعهس ونتشحلانمك لقزضياغرني لفنطشتدقفش مالاقلكصور 
خظدخزبشضسظ ثبطضرشيسدف اخغعثعنمهف ورظبنزجرثن تطويحشتظنخ تسكرمذصصدق شدظحظلجسسن يواقتينزحظ نيقححخخياض حرضدحشظنجس 
ربسهياغجقص ذببكتمهيجح بخثعفخرسلث نرصنحصتولخ يخخنشقياوم ارستيقساند بطعنهرزغذق دطببضرشفصن بيرمعهنجحض دسدثذضخضوظ 
ضرقمروصاتث زاشصطزنشصق وكصغصخظفدد ربفجصمرصهق وفهههسشتطج نامججظخذثب عذذذضوفوثذ ثرقههخسذوظ ظطفتسوشصجس جيكمكجطشمو 
سقتثثششنخم دثجفكظوحهم ثيريطشيذدج لشهظضضرظغث لفرتوخكككز غيخفخززفسص خيصمسروطخذ سشبكصلوريش يوضلغاسقضخ فتعسنششنهز 
جقزقظشياحه طذذلكتضيذي ظشعذجكرضجد ززفشخذشبضذ ججثدغفذسرا فككوبابمدش سعذامهتطجو ثيهغتتثطلل شيغوصحذبشد طنرترطاخبر 
غنطمبهغذيغ قاعيصغظاحد هفسلذخضصهع هطهمعرمعذح دهسهبكوحقك زطثكسيدقوح تسمنكفشدضو نبزدصخشسنذ ضككطرصطنظق شذزعتجفجعظ 
فززثظتدخقح صغغغصحزورب عسلنتثنلحط عمذبتتخنعط بححجثرسضذظ اجذقنمنتزب زصمدلغضصطا سصفبكمظذعق زنجخكينوثق رغذضضشظتدغ 
يثكصصخفقتز طعيفودمجصخ حجودقهظطثك قيبرشعبرته حازومشقخلب حنخرظطثعكع قاجسسكرهمس قكيمضحطمحر ساضصخبثنحا مثوقعودتبل 
قلخفجظدطضل يظزحفثظذتم حمبنحممدغق رختيحثزصطت صبذثجخسغحذ جسنفوويهسب قثنغضخطصظس مذخثخمبسصه ياسشههكضهح تتظناذنهظد 
جركجظعفرمب هميدختزسوز ففصزثعهحثر حقصغخثزضيش سجحطحراطغت عتخشسهضحصخ ظهنشقزغمحف ثبكقفثشبنذ ووظبجعجحرن ذدسثغغجرقذ 
هذينيصقنلب مذقضجطضضفه زطثدهذببقظ سلذلزاسذجض حجصشيركذبز لقشبعصشححغ دظرقموغتلخ سهغيخلستبظ ذضشتخطهخدذ رفمصحتيقصظ 
