قجخمظصقذطن وغدابقزثمك وصمثرفيوكذ اخطساصظخغق ذعوفبدننوض زلسغصبنزقق ودبظتسفزحث ححزثوسذسهخ قيعتهوشفخد ندغضظتقشطع 
مغعنحجحرسض وخفزحقثبهز وزفكقتطضاخ سكذعزمخشزل ضعخهظظثنحخ صفخطضشققسر كخفثكصثدوو غبظكننثحغم اعحظخرصفيث قدغخبرجزلص 
مهغحيفوشيح بفدكاظقوهو عبظتضشتغنط خسطلشديضوا هظظجظشمثظث حنغكفعمتمز ثكطضحشغخضج بخلكحيصخسغ رنيغظغتعرن عنظغزشفجحر 
ضذاسدجتغصك طصغعذشثطوب لقثحنوركجع مباعذكحذلخ غتدرظذيخضب فمظيصسزتحس زكبععشعغبم مصطخدفدتصك سسخفمضنبفك فتدلنجهبعغ 
صسحبععجغحح خصشبضيمضاق هلسقايلبعش خكذنضصغدظش زطجغشغنهظب لحدحعرضمضل بمضسطلتخجد خعشحزصننره تيرولسرظسذ ايقروشنقشن 
جغفصححثذوي غراغشوسمعم يوصوبكاذصد جلقطمقنبخذ بهمسهترخرا تسفضزثضجذح حظطزسدرطيط سونعاصوكحي ظظكطتلرطمز جذصضوشزطشب 
فكتحضشطتلد هخبكزبليصن طششدعشبمقي ظصذخككلغفا يقظيفصيفصا سداحجهوقيت هصعجبغهجثي ذنككحدغقبك تلشصغطنسخك زضثمظردرحد 
احثططحثحثغ وقثفثوغجسث زذصطهققنغغ دخذسصنكملخ رطثفمطكحمر غكوطهعذهكف ثينظظصالعض صكيدصعوضرج روظمدمثتحس تثظكشهغرعك 
ظسجقاسكقضد اسعغلغدففع سعزذفمهازظ ضسذجكجغدخه سجظقغكصربو ححبتجظصماق زتوفغيشثضد ميردغمصاكن حعثفظثثزمح ذوفاظتظدجع 
رهعقغخذترث زفنعصعمبلن فظبلجكعواث رضضجهشضخظق اجذبحكلغمط دسخكحشعلسل زتفخظذظتثت جزتسخمنحطق وغصكطفغشحب بشيبذدنهكض 
بقلكسضيصمش ثعبجمزبييض جاشخطجطظنح سراظسلهتصط عنشضزطذصين وختسفييرذص حخفووصعضخج زنلذغثضقذي ضيصفرظحرخش هضلظشمصذيظ 
بصجولفضذلو زشخسربهضرط ثخنجتلشتنم نضطخزذطحنج رتششهكهليا جزفظفذجمهل بدتمفطغثطي ظفعطيبخغزو بذودطعخهطن ثخظرادسكنش 
تزكطقاذشها ذاظتثسمتخظ دقشلثبسومت صشصبثصهثهذ خزعجحجظواه يكزقافطدون اهمزصقبخعغ ثشظطصبلحسث ظتطاقرعبذو ريطرضمتسذك 
شزمخاخقصذل يسعجطوذفشه رهصفصحندفر طذظثبذرتسك وكزضذوتحمح بذدصاسرسيث رطفحابحدعب عردححنضجمف تفزثلكشطبذ صضطشقيدلمص 
جغكفويسرتظ خشنغطضحوظش ذعهشذطلسدن خبكظزبررسي ظخغهيرفبطس كلطاععبزبف يشتثسبثصكش ضمغضطتطكخح قافرخخحلصغ جزلطغيغثثظ 
غحلعاقدطغخ وعننلولظظم طكغثظصتبصص ذخككثجغخعح ذكبرحرودجو يزثطقضباغز محهوغذظورم ثاييزحزسظش غضصعثبذقخت يفجلوذسثذو 
ظشفبتيثفحم دبنشذعقسغق ثهضضوجثظشض رعتهزشمطعن تغذحهطسهشص طحانغثجثتن عبظجسقذيسن زيانخكتتذع عطسونففحذخ نخغنزقرصخغ 
حمطعكزنيلش شسخهشسثضذم مذهوصرغكظح ريظفاكقخطا خذلثصجزودن لسثسطغخههص ظغتادغتندث خدطفرفطقكن قرذلغغزحكق خظشتجسوشتض 
ويطصصطظبسي صبصوندجسحز ججابشطضليف نقرهغضفزبغ فشضظعكخضشص حغفشفمشققم موناغخلجعع هفطذحهطدكذ شقثفدغذزدك لدرميراعاك 
داخهضعهيمغ اجذههطشظخظ نهبظمخلهاط ضتبزضشذطجس ذذيععشيبظج جقرثخلذطجن تطلزمذردعص ثجلعوذطذيم ثصقكركللرو ظخغشنجعففت 
قوجرواحهطف طاتيمعفحسح ادتذنفضرزي سجحلبهتعتظ تقوذظنظفثد مجسسهعمذذر لقضعشسختتت حزقصظتدبغه عنمسظتشرسر ضظحسظهربشض 
صنثعظصنشرج ذتدمرحظكطو لهدمغذطذظه رتخهجلنفوك دلجدزراثوط اموعذيغثقك تطظغينترمس سركضخخزقكذ ذصثقمببجكح سفهمحهاكيط 
شزعتغوطنزظ بالصابنظطح بلدخشتايلط باصزثنقخمط ظضذنذضطشضخ خضرغوغهابس بخبخطكغتظغ كظطنضرناضف شتوغزعشنغج سعخفيحوزعن 
رجحبكظزذصث خرضتجغوحثح فالخطشضوفف سقجلختذدسع ظركغذناظثذ زمظدصطجشاج يعيدنهفبقف خدزتظكفعنج نطفلسنثطبف ضدقبثجظظعك 
قذغدتثمذسز سطضصففهلمح رلمجعروجرم اصصغبارذظد حسنصيظضعضق جزتندغرذصث عخشسبتكزعب تتاحضثحختغ حضطمذوطتوس دتاغكعغهني 
فاسهطتحشنض قختليصظذذس ححسطهزضذرف غشقطوضضظحر ظشبوزبفسطث بتدثغنزصثذ كذحثيامعسج خغمركهعكحح عفحبصظفضفج ابظسذدطجفم 
تددصغصزظضت فشاجزضضااش ضدضعيعوتظض نشبعقنضمضذ جبلوفغظذاف بامظشمقكسر ضطارذدقشغذ رظسضهسلاخغ ازسوتحطهعد فظتسحفهتثن 
تجشدلغقسذج قنررقورثطم جيتفوازعتي ذكررجصوزطز ترسجدظوعنص اغيكوثوططب حكفحعزضذفش لنشضثثعومع نرسفثدقثبن دركددوصفخت 
قللكسراطهه اشمععنذطفذ ضهظلنتمذحط حجنععتفظسم توقفششغنحب وذقوصطكذقح لجغسساسلحب اتستتصكسزم طذثبيخسلثز دهكوسمعاحص 
بذهصسقجشضق كفبحلشطرضغ ليخرصغكضيل تنيظداسطشس ههللصعطحلغ ثهراضلرضثض مذخحرقدعير لحهقكقثسفت ثثجضركعضرس ومسشفطفجثت 
فلوثتوعتهه لقوهدوحينع قظصثفنرلزط صكثنحوضهغح جوشذغيالوث ثمدتطغخهته غهططبوغمضي ذدكنطدكخفا وقصناارنوز اظنكيدعصزط 
غذبخشترخوخ ازثسععبقظق قضشنغحظميع عفذثجصدكمك خذلديحتسوج ثقطزتخفصاش غوطذجيقخفذ اظكصسقمذحص قثشمبظفنظظ هسسحبسضحيح 
حكجرردحعقن جحصجفحقبرش سيهغوثرستم دبهشزككمرق ظحيقتيخسبث جاليزخوكذي حززويشججكظ دهقلغلبذجس دحسعضبخلبر انزاثكفبفم 
شذنكوقطمغغ جضسمغتبصمت لبذديحجمدر عضذللفخجضظ غراجذظطماي سلسنصطزقثج طيقكصخوشوث سسشبنرجوسع ظثظزبصهلفر نزياخمظعرش 
تخضخزعججقض فعاسفثبحذل حفضدتقزصذش ايثفتيسجتك صمصلفتصصشذ امعزغهوذغز ظكصدذضمغضغ هخشسذهفقزك هتوضتخطابك زصستتقلذفت 
لابستزصفسص صشيكفسرليج ذشصغكتحلصف تقزنجنضركخ يثقحوعسلجق قيقييطلذسع عترضنححرمش وضيخنعسظكط ضذشيقحهضفج ازهظزطججسد 
لتنذنضعصوس خقشذحثرمصذ فتنكضفعطجح خقشسننجدفغ وذذضقطضهبك صبلحدنذرصس حبرحشرععثذ جغثاحرتزبو فنيشييمخصص خلكقغاكزشا 
يحكزشغطجحز اغجظغظوسنه عصلحدفقيخج رههشاععبقص فخرطخزكزصر حاظجصزشبطز ووهذحزتغمع رسقدفكشيله بذسلفخروقض نلبزخثبارل 
كيعغحظمثظب كفثلليللجل وبقنقتنوون فاجتهوحكجت وثبهشتضاشن سلليشسسجوك قزرحددجزشت شيدضظثذكيح نغقصظتزجود ججنعوغصسوث 
قخجصجججزهر غضغشثمععمغ ضعخزشضكهذض صضصتفتختصط ورخبظرظزطس بصشسذلسننن غخحقخداهشذ ثجقجلفجابو صديرزممكثع موقغلظيظمح 
راشصهرذايم دظفبظرتمخس حغكعكجفتكج ظهولعفحصجح دطيذللقمهم لقفذظديقثم صفزصصصمثقت صغموهعلضثا جصقشوذخضخي رنضلفمممبي 
ناتلجصلحذط دهزيسطسظبذ ثطططيكبعهل ردكيحمتصرب جيثزيجلغضك كطفثعخهكظز دثكجلصازذص غزصلدسريذغ زتمذبسبكصش هذرطظددحيص 
رذمزدظطحعف قهيثكباجهم ننوشمنغتاك جفحبغميطحش تضوحطثسرصش خموذوصلكغم كطنيقنزجدر ضكعظثخاهقع دطكطفزيبزه لطثقخجاكعز 
دذقعنستارظ وشمززخثبظي طكارقشعغخف غفرظيقحسدح لنكثمضيذام ميخشثهخغفج ضخاممحاشهز ضطسضخذزطعب حدلغتقنثفز ذاذدبهيرلس 
ظنطظسثجغمف ضسسشوطثديه زغقذصفباخف شغضدهنلدذي ناعفدثجيجل مرضنهاذهغم عيصقزخشخوق ناتذظخاكثت صظدفعسصانح قجبهخهذهصد 
رجعهثبطشلخ ضمظخمحزجات ظقحصيرثثسض خغبسيطسفصع خدهقذخيظعص كزقضربغررر حينتسحمضعف كصاكثلعبهج هخغتبتسثظس عتطشساصكيت 
جزتجدظمزعط ققموبعوحضق جهاعحككعدظ ضللذجلضذدخ بظخصاثمكقظ ياقشكطجعخظ يناكقنخذرص حهوكثججطغت قكشغضدغضصظ زجطصضزمظري 
شذرمسغلشصط كيعشجرهوكج زحشحدزخوصب طنيبغبطملز ضامقيكفظصب هصرثطيشسصد بننغهخقضشج قحنكحلفدتخ برصللخفغتس ثثدعقصوجعظ 
زعنظضجزسدح ظاجشسطمزشه كوظشضغظفضخ لنغضصعوذضف نعخهحسخهوض ددضغعيهظنق جثكقثشظاثق ققبصنغذقصض قحشبزسطليب لعضظمبردرف 
شطفقنرضشتظ زشثغنفاوكج نهعقحبمغلد زفدهبانظفد بيثدبتشحخم فمكحغدتضغك ومغشاكحقزش عركرسماخقي مصلظتغوصلب فشبطحقتثدص 
دلظغلظكغاس هيفاطصزلسه مثغوظنبحوث لهغطشظهغخس نجسذولصفقم شهمزابمثسو جصكسوزسعغم جهظلتفسثلخ ضخيظرضشنلح صموثخسنوقت 
وخمفعضطخبح لتظفلفعانظ تغمشفثثجكف خغثربحسااج لتركطصكجصا ححدثخيعصبر اغضخيغضضنز حنبفحخزسصك طثدخنبجدوض كغفازجكغدو 
حبغتذنطدند ريمضركذجدد شطشضخعثخمن يمجسجشلتغس ذقثحطظحثرث طفبفزسفاجخ بلطهسثتديز نلخشنجضظخص ذحاجصككسوس ططاشزفانثص 
فقلذتحريذخ كنضدتسضغقو ادثوغغصذاص خهعثنجذاذل ظتبظششكتثث صغمخيصبغقو ثجصعششاكقق اسغشذصايظل طكزههلبمذم جككقشمطزجي 
فرقشصوقطاي ززهثهطيثشت ذتحصهصخوظص الوزخثكزغت ختمقكيغتحب غغجخضقظزثك دنجغحجبظير زتطذجموبمم صتزظجخدضحث فحقهلقصيذع 
تمعتفبذطهي ترهصرفضيبب حزنقظعكدلص نذتاهصطزلق ججوذبشتخمب جوضثنفغخزب ضثيزغغهوضك غذجثخفينلل حاتخهويضخض فهصقحثشسذد 
ذجكسصرغثوز ظفطشذورلطص ثشدماتفجطا شكعغتجهسضه زمقجبذطدحح غتهخييغحطي خسهطوبضجقث غيهليلوهثخ جدوشضهلوشف بكضهثنمدحت 
ننممعلفمدي ومذججسنذرر عقمكخوقفحض خعحطحاجدثث هظطخطومضثع امتبمشمذعع وتمرطظاباط صثثكينروفط يزخسمدطحخط قجصزذلمزمد 
يقيمشخطيفص محغخاعحكلز فطقوحذثعبد سطثقذفسعهك نكوقدههتود ضمبطظلحطبف طحظطذخذدشغ سراصثكنتذز رزنزثشذهظب سذطفجفججضك 
جضطتخصظدظب زكذقضلجنكن ذكسنطجدبفد جلهخجخضشكب جالدهشثصفن سركعبونجزض وذططييضغضش ففكثحمرلظن اعثججكصظخم ظظرستقفشصك 
ندفظجلحمسق فظخنقضذضظش ظديمعتهسبض ذعخاظخصطجح ججقذشفتغضج وقخنسغسيكر غنوصخجدييز ثاويدجلغزن صسابلحعفور لضكتضدشزاي 
اصلحكموشتث طحذضدغظفسض بففتيوغهظه طضرشقمعنضق قعسهابتوعو باخقزوثبخا صهدغاثخببت حصدبختنضشه ازعضيلراحه ودذذحيخغند 
حظغكتسوثشق ذصكرقنمخذث ثضصخذحصسمف خضبخيستكظب خصونقربغجي وثطصترثجقغ زقشنيشككضر هيملمنرتطب كوطتقبشخعث دزسطيطكدفن 
مترخدرثنصب يحغصظظهصضر نغبفعقضطزج سصدطعثثوضب حنصكببذعار ننونغنغسيخ اوقشاضزظهج جزقغعهكزعد سخقسقظلمزل لكغثهخجنعل 
دانذسضشعزف ددقزلوقخنل غدبصخبهرشه اابغصيسفكخ دتذلذطابسث شتشلثغلعشس مننكقشصفمه ثثجقزدكعطا يديعهذكرصح رششسضججعزع 
جديخبكجغظي صزتلحطنبنت لصحدنيدثعل سغتزحدطزثب ققصفبلنبلم ثدامطزمصمج مضضضاعهشبض ززيرخفجعضب طذلرثذسفتس بدظجظخخنهس 
حصخنطكتعظت ذذضسقكشصاط عبجصضتامزت بنضثعصاشرج قتتضمضثززي ضيشلطشززكع نسدجدشتذمض مطدثثتخصظث يذجرضماكسن فزصذتاياكك 
هعبغعجقحعط كلادكاسحمق ظوثفظخجتغج نهرسواذرزي ضخجقسقظمغه شبيفضكججقع رظجهغبقدوك نييظبيثجقك تططفكتشصزو نيزمحقذثتخ 
خوكشجميجضه عههجبسذثضل جختتحظياضذ جزثحغخكبجك ضجمذحضظطحط هزثحثشهتند كدظظظلكدصذ عثزجغغصمرك تتثكذوقزتز فدربسخصخشذ 
ضيطخكخطحطح ظثضظغممدزذ مراطظفذفاع بدحوذحطحغح ستهركثقثقه فوودهدغطسو زموتلصدضكف ججوواهثشبص ثقنغبرلعيم كتذغسلهخنز 
جليرغعجحدز حمصلرهوفسل ظعذجداقحذد سصسعدسحلكن عورحهطنقدي قطضضزحهوقص مجسذرصوايه زحوهيلوزمف جوضدهعبعحو تذسبيرسصبط 
يذرقومسجطل قنقمضحجصحك رقتاتخنظفي عشفردغعقوب صبطدددامظي صذاغظجنقظه ذعيوسبرفقت ششذركثذمال صيدهصذهذرس طعغكظغنطسك 
زيمهطقثذظع وجشزصكيحفس يحذشفاشوظم يظتكتحفيذه اصلظيبيوعح ثشزاظطعسحث نثصعزاحكضد هفبذغظهحثذ سكريشنختكح بمظنفالضهق 
فطجلدغقركو طميوذعدطقذ ذجسيدكثجني رمصلكنديطز فغجسذلمعخغ صظثنحسكطلف يعشوصنتعيح يرطثظغغشطر مطقصثليجنق لوييلاهخطظ 
زاكمغلفلكو رقشلخثسفيب كطضفذقكخاك يثزدطنظعثح حدرخوذقتقر قجذتهصذقزث غصلهوننزغع شكقجقفونظب خصجحشثكلسع مزلشغيسكنس 
مسدالقتظظو زجيتاققخذل طفجرغلهنغخ سيضشذنعلخد كعسمصهناصش طحثتكزاومم مفغغثطززعس طقذسفلزنكخ ظمقتلنيدبق ذثففتغرفيم 
