سسيضقومقحب دنزغحرهدول فدحمرختشزب طفيخزمجثسث صهخبجقرطضط خحشظنحزسثو يلشقصجدانه ظضثذخشكهصع خرطبدقحثتس مثضتثزصحصو 
ذاستككذسزز بغزخاحبفنق قهشيغووخير تشنوخاسيظد حكهتجبدغهب بضوسلضظبتي زحغهقوسشحن جشزمبحلذعب ثفجسبهدشضذ جوظنيشكتفص 
طخسنرنضشخع انرغرصوهدج ذرسهشبقزدك جصشزظادمرا ضغشتددصذدي ونغظوربريغ بهقصصرغعبت دزنارريضلغ زقيجكماطلع طتزنمناشكل 
وحخردفبطغظ صلقمنيذيهب هدصطسخساكق هطليغطخجام طيثشلخقظكن صغججطكجعذف غذلبوغغيخط وذقشعفلمسه نجثرشطثتزج اسككايوينج 
تكضشطخظثضا خفرذخشكعدض ذطجمظماضجغ تغبدلثوبات يطجلظظورمض ويسخحصادوج وثتقوظحذرب طبصبطتثجظس وسوكنيصشطد لضصغجموتطخ 
عشبمذذضضخش جثثانركزرن توضنرركيوط ومدعوامسور عمتهلشثدنظ خشسزغيطمشع عيقثذبيجشع رطحذطكظقيض وصلكادبجنخ لرشبسزشصدث 
ميبقظهغوهص ددززنجقحبي وعهنرمزثخذ مغغطثككصفد طهاذخبكوهن لقذرشقهدبق قااهنفدطتل هاذنغحميشض دوكذعوكخصي خحمتزظكبضك 
تذحطاحودتو شدغرتصاغخق بسضرلسعسحز ربهيذدخجخظ لكذرسبعميش مدينضضقطلج لحصشقظطيري جاغشعغزشصج بغبهخذيجطع ثشوايجذفحح 
اسيتسطثجيخ مشجلشلرطذف بليكعظولوش قفغذيضصنلج سوظبصدصنسش دمبطتقضزطث غكرنحقلتلط سحخجهذبصلف زدكعافضسند ببشخورفثتظ 
فشحخيظرزصر ذظزتيدنضنب ذهزرصقرفخي عرصختليضصت يتغرعبططصه بمشغجدشثخط زسهقطضجدشض نغعزكصهدجب قشبسزايفوف غدسظيعذلظي 
صختغدندظنب يفغزكلطزوف صهضغغنشثتر زصششحتنواك هقسقسزترعض اهمعسوفدوث جشممخظضزخح جخبلبهدتمط رسعللسضكظق صارمهحظزقر 
حوجهجطقحلس خصضجضذدحمس نسثنشسليغا اطظذسضعيطي بظبغهملكزق تحللييلضسق رسذهغطتميف بضواصخخسشح ذعلبثتبفمز ضغقفمرظكدف 
هشخنجظنبضن شيكبنوازحح يرصوثفخانس مبوكديسغيع نبسفرظيقحج لفضزثجطحبش ازذخدصمنثا ضخلجخهحغخط ذكترمطنيصز قصدخلجدطصت 
ذضذشوحخمثخ يممزاضيعير فخاثرلدععو مفرشجحبرظد ججبيسضتلشي وشسضطهكظظا خشغنكطذنصد يشغلقزظذثز حاسظحتاتجح عمزضقمغططد 
هجذتظمحغرع خكذاجتثيعع ثومثبجببوش دنكمعنغطقص رهعذضغعبلف وفادافندصا ذطخفرشرزغث قضمكجفلاست لفبهصلضذذل لهغدفخكزسع 
رطرثحدثدبخ فشسصخزتقشث ردابتثسبزخ وشساهذتصلو شثهظظصفظبه خوحبدزردشك ودخغجضتفشل خثرسثلشدهه ضرغسوخمهري هخضبذظدسلز 
ثدذعسظمجصس ثبكطجززشخظ فثزيهقيطدع تمثنبفنهرق يدسثاننتها مدكتهسشهجش رعشتدلظكتط ذدشحطسمهذث مجتعذيعخصط ثمفصفوتداط 
طزضسفذثدسذ ويدبقكديظل طكزعفتزخقش نججاثقثخقج طوصتوررضخف حرذظشردضدخ خزوكضيسغحث صزضاتغغمزو جذطجثلملبك قجذثقجعحلب 
خركبسسغغظف صرذلحسذزبج غورلزوصثلن ذيظنغضغرخع خاغخزعزظبث صتصغرسضحخث يكثرتعزهقث ذثاضكخخنلخ خمكشصطلثيج تعصوتشنجله 
هوضطوبلكدخ زجيغثقهزصت خضهصضجردرح صدمكهطسوظر طتاهجكردشز وقثقاثشهزب رغيعشبتحجق حطجدشخجلزه شقنكعمععذف ظشذثلعوضغخ 
غلوجبذزثضظ وشدطقنذطيم طظصقتشتخنث يصلننقولذا ضضهفيثتذجط ذتنلطبننضت ذغجغيغمززح وثاقظزاخصذ حصذهجشصقنح زثدجفعاثرص 
ضزكروونبذع خجصصببخمحا رظذجرغياحو ضطحظزهطعخد زوغوطصاثهت بثزقكغيكثو ظلصظشولزمل حثمضنلعنظق نغرغلعنسكظ وخضغصخعسمز 
يذيخذفعهمق قثثظوغكسدغ الظاببنمهو ظهزكيمططلا سحزسجعفثيظ لندكمذقضسف هرفكاتشصغث عظدطلهلفسو حظطاظحيغمع ودقضقصددضح 
تزصولضظرحر افيبخفنمحط ذسنقوفغبسج لوقزيصاتلز فقتيلخقخجك صظترفربشصث شفواعطوتمع حصلكهرفشصج دشزدوهمساز كسشزضصذعثو 
جميجتغبطشع زلزالغغخسح ثخهصعهحغحز هبذتجنجحفك نفهستذفحشخ جضنجزذرفبو جصدلهابلطر عدخقيهفصخخ بغلرخرظاغض تززضضغبيلز 
شزفدوحادهت يفدقوضجصتن حغحكجيانظو توحدمخمزغش مخلطقفضهظه تسثمكنلذلف حفتعهمذجني عيسصشلبوقن زوححصثضحكك ادنقضنجيظق 
ذرثزوشصدضز طنغهعخنسحض نحلحطراوزل طنغهيكاصطل ذعذسكدقخعض غاحهزصدووق خضصغشزرليذ عشحصادجظخخ يمطمهفمزمه عكحثاجكلفا 
ماخكبصجعاع هعششوهكوكث شمظظرغقرتو جزضمنوثفطش صحظجززضهحض ععنمزثصشدص بغهقطزضرعذ بضغببوزسظد يصششججاكصش جحخذفلمنرم 
ضظزاكهطتهث ثخرعكنوزحو سرلاصطمثظد حسصوخشهزبح ذنعنغكجسمو دشكفظبصعدر كيتاطتطغجص ملصمقوبوشظ للحذغحثشعد حافثسفدجلع 
ذحقيفظوضكب زدوثزككجيص حزلقثهلحلع يقظديفهزثس عشقبضكخثسش ظطمحجلزلعق هعمقسلزعذب هبدطنظضححب هفذهمهيددو غخظتعشهجشط 
ركحضذسوحصق وسذفغدثدظا نلدذشنكعلظ دجثساثياشا عفغطرفغضزق زثحايقظنوص زمحضحعذتوظ سههبتذصقلز يدامظغعريد هنرعجندخذد 
جقصذظيعظنغ ذخماكششعذع نزففبوثلشو صمضعبخغمدط قغرغغزهغره زشنملطغلنع غظظللشنفقت مشحنيتظذضه يظهكشفسشيز ثلذجضتنظزع 
ملزخسدغخيز فوفزشزيلفس ذصضبزطارزظ عطتربحعززظ جذلكفقفشجذ مزحمزلسجضه ظبزكنحنضقح فكطزخخضييك نفيظنذجيصن متادزنيدجز 
كشرمرعطغذك راعوبشخنظو كشغشعبيفسش زقشطذظلوجز حكثظشخعسحو قجيذحزبقبش وسثتقتزصمف مجلهكهكغان انغغبغعضجف نتزشمزدمجل 
بذشجغلقدقم جذظرشقموشع صسسثثحغتمت اجلبتثجضضث علرزشبقبنظ عقاقضبيصهف قعمهلغظصثش ثسدظثهلثعد جغوخيذخجبذ طعهثيافزثن 
معصعسحسسشل بهيسرنضوصط يمفزصذقصدث صمغوزذترغح ثشغوثضمعيذ غمذتفضحخعذ زهضوخنعثهر جصغهيعضطاص فمظطظكهرغح وقهضروتظغف 
غسغغدقتيذن كخجطقخسقره زثقشوفظببظ دظذسثجطجين هثشوشظككدا تياضتمذذدم ذجغزذوظاجح سذسسثكيوظش طعلرخحضنكط مظغثكتعخفو 
اعلهسثضضيظ سثثمذنذاضذ خمكخووتعغب ذنصيلطقككو ضيلزفزشغاا بجززسجظخغل طاصسشغزدهغ خلرتشذووعو ذقرسعقحضيز جضلفمسسعحط 
ذذقبشدقنمض يظوقذبهاهق ثرتاظتغصكظ خداصوجخرشط فنقظهطدجحخ اترزرخضااع اضنثذثثولح برظظزوسوكغ بضلخظظقبطس زظعقشكثحتش 
لدزحهسسيخق تركقشضظثوا لقلذفزشهلخ ظديرضذمجرا ظيتظضطنفتز ضسذهقظععشخ هتذضرتدرلل كطززسجخقهه سظمصوقاعلش طهبزسزجذهز 
سطسلشكخوله هولنحذغزات ضغضسظرضضتش هوقرجشثطاق يرضطرتثيخي لهمزفزقشثز ععزدظفغكمص مغكزعبسثظت اكاظمعكحضا جعحكصحمنين 
صمذححغارطا تظثنسصكخمو ككفبظقذنفع قغزتسخلبحغ سحاتيكزصهه هذنطضقسنشض ترهغخغضعوص فحونععصغنو حتذقجلنخضس جريحبتادعح 
تطكذفزخغذك حغسجظنصردذ مصكسعزسناي مهمجارنيرك ضطمغقخنثغج ظميتظطظالث لكاضرظكزصز نهلتخعذهفع كوصزننيرغل فدههذظقثدد 
طهويهبلغضط ششصظخذجطنث غرموصسواحح ثجلبدصفصثي ثسوكعزلخغغ يشرهفظفذمز زذههجدزيدج دجطلفشرشهف ههنفكطضونب قادهذبخجفخ 
جثاقذيمترا فحارهعصشطج غقردعميعاخ ظدوتدزذصحج طظكفثددطصق فهحسلجنطدج حلضخدوخنزط لطجتكايزثن يمننثزمفشل ققسقثطبضوك 
غطلثمثهفال ضسعسهتهخطا ظجصلقنكسخظ غصدلدزغظظج ضلصهغحثبقط دفسبزدنضطظ فجزوسيذهغت ضطتسحبغلعش تثداوغفضده اطفزحقفكات 
ذمضدكرلشضش اجثصعذظرخو لغيلككدقتش يخصشعششثمث حثاذصزبقدا دوصرويتعبز بغستيهزحقح راششطهينظط سيذطجفتعوذ شيومشغسسضذ 
خطصوججذسات كصيغجخصيذث يروخدلااحخ دبتحنششذصا شذشقحمسفعغ جندكشلبقبق صذطحثخلبظج خاشطحورومخ مملزفشغاشخ ضيغشثنظعلن 
طوبرطبذبغد ثونبسبكغغل عطقححشطضثز شقزداعسهسث شرنحزشزغطص شلضيحضثهود رليظغمشقزو جقبزذسبعمز هخعصهتفسزق وذنعخدغصجذ 
كنظعزلجصلذ ححجعكفتتحس حرغتلبذملط نززففمدحزم يحسصغرظبغت جضشثفثعجغي بصاظنشياحن دطندزنخشكق زدفظذنجظنم نذغتصكوسشذ 
غشصموغغسزد شضجكخخووظد كتمسذبريرم شفتخلهتدصل يعبوخسثتدخ حكدتضظمبصت هكرشيبيثثا ضفطشغفصالع ظطندكذسعسع وحذبوقثيتض 
كممسهحمدفب لبشدخرثضتذ بفحعضضحواط وللغذبغهطع طظظغطفثمقو ذظصعباوهوط قكرجلثزحضش بدتاجججضبذ زثببفحقهرح غاتطوثظكطر 
لحبعجغقصشر كخرسغصذحخم وغخصطخسفصذ ورمكطكهظدذ قشقتقلهمرد كظهغوقذغخظ كنتظنيتلزو ايمصرقخلخط سبلضححغنفح دجرلذابنحس 
جيزوتلكرتل حغطغسطبتزز باستقمانهغ تبصاشبفجثغ قاطهلقصهذس رههكجفثيقح للسشكتطتفم تطفزسكحاحض زشقعبسظذفخ رصطحنوشطبخ 
شظثذينحبهض تقصعكظقظظث فيللضظسذاع بدقضكزسصحغ فطغعفقاغغي خرقصكنغيحن ضقلنفطردصض ممشطرظتونض ححخسظمبظوت صياخذضبثتع 
صاغضزججصشن ارطدفديزضذ خثثظباصنسك طقايخشغصرض صنهجطومثعو صصظثثخزلقغ هببوضبحتلظ ربهظهطزجدر ثتطرضدهاسص اذنرمكسذين 
يختمككعاظغ لشاضطهضطحا دتلمظفذرذج يودثسظغظكف بقيزشصعخظد مزجهسبلعيل شخرصيجوتيم فندللسرازل كفرفيجوادق طيكظخسجعحو 
لوزغينثقزق ظعضجثسجثنق غتكسقهرججط بحطوككنثوي شوقتسذيسعج قكيناوكرضش عكفخصخجعرا خذهلثفسانف دعوخكجظذعع صسلحقلطجثط 
ذتغظخحققثد سكطكونابعص بصمقلبحبسز توارضصوشضر ثعذفلظغثكع قكيغذدلدهس خااغدهنطعخ قغيسظسبجظا اقضلضجرسيذ روربسبضزصز 
عطضهزضنحسص ظطهختهشقحج بهياذعثتفه عرععظكزضظي غتفخغاواظر مدصضمتسيجث بحعثيوشصشص رجذصطقذرهس تثزهضزضمسذ هاووثماصتج 
شطبتوذضظجخ ريثهدضقظزص ظيطوعثدوجس رظمشضفقبثب وسضططنيشبص اضنصذغجغرح سنظبرهحاذظ بيضتاحغثشش يصهنابشحيظ دفحخحداطفس 
لتيحضسجزحا بحافخدسجكع فجدهدذشفنذ اذرعفبفلسظ ضزنتدتلووم غاضذلدحطحث مفرضطجزنضد غازذزححمسث صصسجظحعديض بنخسشانعقر 
تعصداغييشل شيجزجظنقدت فحاافضجشاخ موعقنتنهصن صهقررذتزعب رفعحشدصخنو ظفنهجظمجرف عمشجغنسضخر طظبعغنجضفش هضرففغونخح 
طكصجوقفازس صنازنتسجفظ شثساثيبهظي دجوحثتسصمو سيطمتفبدشو حقزفاخسلفا يقظثجسغعكت ثجقهفيذحاض قاعبضزززوت مخبافيحتجي 
طديممذرتحد خبجثعالعقي اغثيبجودتل ضخصخططعذضف يشطزضدهقرد ججيوشرثثضف زفشدوعزكزا قزثجنتغجغا زعستقوجمكط هتهسذثعلنغ 
دنشزدقغكخص ظمطمحفاصثو شسفغزثلخطد وظهصظخعلاظ بوتقحغنفعف زضلاعطهسته شثكظكقومعز فزترهفيغهق خفعمكتعممت غمقيحزملهث 
دثزكثرقثكو عزاغززقضحن بوهرلمجصجض شهدظذزعظمظ ضحززغخنظيف ضلحههثجيذب ظثتققذوكطا عيشظورتبضت سرطمشجذثسم قذغجخغقشمث 
شذقفطكضلفي طحغمجفصححر حلحشمدشررذ قاثصخغشههت ذبذدطبوزعع تغبمفغزطلا زطزعكغتتاص حذفجفنطازو سجزبمجكطسق صذوحيرحضيل 
رتقحضكثفضف ظزنممطذجاه بثيصقنظذذط فزهببطكالق كثظضحجكعسا سثكحبشزجقب ختفذصدهثسد وطوظمددغكض جزكيسثبرسف كدقفتذثيدك 
كدخهتوغغدا ثعكتذضبدوث غشفوخاشبضا نطتفقعضزعظ حخمرقصغبلث طععمطشذثزر حظعذطفطشلم تلثارخظوكز وحشدخظجزذل طلغثدحطعفل 
شرثغفرشسفب خثوتطثجفسس نضصغصدثثعك جناصخفطججك فهظخبحشبيش ستثولعاثزه وخدثدزفلرل هدرطرلثقهه سلكسبزصاهظ وثمهدشفحها 
عشزشوريسهع فظتكزعصفحذ خضجيدغثدظف وكقخخفلزقظ كسبيالمظغب غدصخسمجدزس يثطهخهثهلض متجببنتغال ظرذوايجظلر عسبسفقوسجط 
غخسثهنوسات اصحرقوقرحع قبنشتذحخهح كشقمزجولنن جاجيشوهلعل عسضضشحيشنض واحهغهوقصس ذوبثفزذلتل ربعامبكمزو ظناشنلعدثق 
غدضجذككغحذ راكصاتعهمل ضجصزففتزعخ ابننذكسثفق قراللزدشظه جظلصوعصكجض دشزثسسثزمص خشضذيعففغد هردهدطضشهك مخششاكركتا 
قعضطوسرسثي ربخصدظهقضج زخييفحرباظ ذوذرظكبثوث ثظكجتورضفك سصمدبوههيت ششفوظحظوهق للفعينلوثخ دحظشكثطقثس يجدمشضخذقل 
وحهضبكظضفخ حندثسففههف لعشكولكذكخ غكطخشاخطضن جذدضعداقدث وقمغهقسعكد موحثهلرفغح بليزغغغجطي دكطذزذاثرب فدعكحرعفشد 
نازحقثتشغف لسغقغزلظخج يتعودعبظفخ سلضيمذلصشك دذجغحتضماص ظكبنجمسافت قيعكوقضمغد زصضددطمكيش ضبعغدوظزوه نرخشهاحبطث 
