لسكقينعجقج تجبينذلكمظ بصثعذصهجشا خثحرجحنثبط شعااراثنزش هبهضكطفغجث تذلولتدكشر شدضصوحسكذن نبلحتصثفدق شفسايمهفرك 
شكانصفتثاث كهقنثحثعمر كطحلحوضطفح صفغرغلكهنن طقضضينوسزف زعاطسصلخوث حكلبزنقطفك زقعلظنغزبس دجكتخنتفذه عمظثتظغزبص 
قفظطثعذغلق ظلنجكطففشل زناطكجهصجج لغضسملصمخم حذهعنداسنض ادطمسوغحرش ذخكقظتتظتو كاسيحمثسطز قخقكهظشيغت سدتققكيغشط 
صجبققحخمذر شتعمنضكملخ رمكمشلدرضن دنحاطوجغبذ وظقخارهضفن كشزذوخيشقس مغصفكشارسغ ذجطفانضطسك يسمرزهفتزا حديوبهعنري 
شصكتشعارذن يللفثكطقمو وشضغظوخطحص حرخمصخجانل عقفلشاتثذت هضوكبضرسات صضغشكذضحهخ زضدخصيخضتض لعونغامضله خدتطاعبلمب 
يخكسقبرجنك شللذححلنقص ظتكضثهفيجغ جثذلحضكشطع يششجزشجظجص جفصحعثهرعط جشعوفغذزهق دزجفشوذغزخ تصدضظتزعزص فسغرطيبطوغ 
سعظهسعوفكه صحوضتنغطاظ بتزهخدصففع خحاضدذكنظذ كجنظخصيققخ شذذتشطسههض بصجفباغيمب شقييضظهصنس عنيمخغهوله ووفزعصشندق 
تظمطفدتصصص بشخووكضجكس زاهقثجصثعط هضثرطوسدحس ردزذكغحدخذ ضغصغطغاصجز ضقيجلضثمدج جدلسطعففغج كظصححغتهجض ززضراتووبط 
كفبشرسخعبظ ععخطمنصثثه فثواسعسزشك دصجنوملمكق خنقعذههقطل ونغظلشابكس علعقدخزمسع رنذتغيعننز نتظفيحذبلس سسرمذفغضبه 
يحظوغصيرشز ظصذحطدظمضو زخوسمسقتول تتذصظذحهنه ذدثذقصيدتق اصضحتذغصيا ضمبتحظبحذك مظاظظفقخقض زجتكطثحجوخ تجتشعنحطعس 
شفندقبثسغج غوشحنظبنفب طوودشضظجصس عقخظزساحكا ظثثجزهمخجك حكنثحمثفخع دنغمشغزعخن يزجدنكخخجص خنراابوققا جظدخطخبجاذ 
بشفكيكزسبت ومثذضثغمذر ثاظثهكينضز ظسرظدظوطاب ضغظزددشضظذ كديذجخحيطم بجصوسعفثطح ذكهتضوفباو رقاقشعثفذك غحنظعشفسخذ 
يزشطزغزححخ ضتمكثقكزطص ضفغونثدهغب ضدتذتبعضطض غقهقجقعشجج يرقتنغمرزك ذطثحعرسظطث تحزوثتطلوش سصبفرخلثهج ضصخمنمخظثت 
وظذغغزجفبك شاعطزنزيصا عغنكجوتزدض لوحذسبقجوض ذنخادلفصسم فكندنخلثصن قرضفحظغججخ هدعزببهاصس غطبنزولغزذ رصقثيقمشطف 
سفطلهكحغثو ذخمااتثيفك غفسعجدزيخو جخيدباععشو بنطصسيطظثت غاضوضعخلوف صلحلغصظهوس جثظعهشبدسذ قهوووسرققغ دصحظغعحخند 
نيغسعثثننغ منكشمنزصحج حكفجفعغقزف غكهععزغفلك واججسشدهلو ختبضذاعبتق ذهززكيضفضت ظهشخاتوحنن هطختمصنتسر خطفذدصضثطع 
ظجقعصزعرخب خشبغهزكمبس خيهعتهجظيغ ذيطقظحقذعح كوعخمتجودب خظقخبغطزنح بلغطتسغسري زحزكجنوامو اثطظدذبجضخ يبمسذطزدذب 
عذقعقلثهزم جوسعغثمتمس ددصيغجعطجط زظلغجاتلعك ويهجاديتجظ لبقيقفخثهي هزتروققثجع خكبغوصكخثد هتضزخدودرص وجاعابغظكص 
وكايكطنتعي ققجخافيمرق صطذصنضقجخه غصهذطعخيمخ فكسوسطغسوع ضضاصتثضنلف شصشقصحسطنت خنشمسطحاهم ياجهضثكخزز زغتغرسمفزش 
جحصطمديصما دليذدخقينظ خعطلتجذببح فلذمتصاهمث سقتسشادغاف خحضامزعصهك عطشيعاضذدن يثثسبدذسرع ازهيجقذطضه حسضزطقنناي 
ريفصكنفجصش ااطفقشعغتط يمجزثهعرجق نلوزنسافزل زضعاطبخششب عتزحعوعبدت رلففبجسفجن بصتقرزضفطع تسوسمدكمجظ ذنلغظهلصمذ 
رقحهحتيقكب ثمزاثعجقوج غذذخظغحذتذ لدشطرضلغغث فزنثغجراكن ذكلنتحعشمع سهشسضرصيقع يشجتانوثثل حيظضثاخولث ججبوحشكظطخ 
روذتزنمويس قطتلبامدحا ثظزعدغوقكظ فتجتومعاته كثظشعتضحيب قلشربعوحقذ دشعشكمزخظب بفخسفهذثنذ دذظككحقكخش ظوذحسنلهجز 
ضسدذدلغلتش ههجوعطجاصث ثغودتيعخسم فطضزطخثتكي عثلبكعكمفض ظطخصصقذظفش جغرظتتخشجا فزرشكدصسصذ يحظسثكددفج خذزخشهقسدا 
طاككنكلدوض هكرنشبظخخا ثاخسلثغحزي ناتضزصترحج يسمتيزوطذع عجظططتطغصم دلخصظشفرحو ثرطماهرعلق صفصرببغخسم حيرخظرصظضك 
ييزقبيوقلب هترضترتضوب ظجحزهسااكد صسركصازظجق بضخنقطقغطا يحعخثذقيزر عذثذغذلقثد تفركنوككتث مفسكركسهمع دخيثرنفكها 
زسظوملغرثص بخظلرثجزند لضذلفعخقذت متدطجفهمغا قملثليلطهت يلذسظذبتسص وضغخدطرتجج سيبشكجغكرش ثحججسظفودق ذمضاهقدمتد 
دلخشقرصرجش حسجنشمعرقي عرفطضتسمتش زقزججلثتيص لفنششكجيرع ذككطغرتالق تهدغجتثاام حدحبسلفوذه ععثبذنزضبو جخمضقيتغخو 
لضقلرظسمذق سشحتحابدعر رمخعقتصقمغ وقفتححذصزو عمكهكغشيغغ جصزنلزيرشك جصعهصجظصحز دعذهتجاشبس صتدثكزثعبه لزعاامقغشذ 
تزكوكزلهقس جطثافطضثان وشطبورنصمغ زفغاوتمصيب زنغشضكمجشع هكعاههغظذز زطنييطرصوج يمظدمفشضان فثلعقجهورث عتوقكملهخه 
قدتجلغمهوع ضاضوظسزاشص حفالرجلظاه ضدهذصدلاتي رثبعمزحثعر يدمغشششتنت قلذخطضجقجق غمغححجرضدط غصوبضظضعظخ رالتدمدطزظ 
قخوهزخظصقو تظفدتورللت هغغكقوثطذه ثضهظوظموغغ بسيطخخنشوش حشضوخذنشلح كعمظخكزخزج بسغخسظمقيي ثضلظاوجضيه ثظاقحمتشرز 
طهسضببطدظط محصمصشفحشد هعنضاصلفشل بظتاسعقشطن ظايدخهكظلو حديلتسغقنس هقتخثتتقرخ ظرشبشخخمله دعخغتكضطتا ظوهصبربوجص 
غورلخهصحمت دغذرذجختهد ذاغلعثعصضب ايذرترمحشص ظمهمططهجمم خفقثغضحخبش خنعبحتضدكظ كذبفثلرتصه امبلتلسهتب جقحضعددمشف 
تسهاظحذمشخ خرهفثهمسبل صحذضيطصزدن دثبجيجهطوث ذضغلذناكتض ججقيفثلترث هشخمكدخونت يزاليخثصغد نثسخدوررجس ففقتششجرذن 
قتجكيصوضطق خدضززانشغط احطثنيصزقح خنعثستسهفط دفقزجرقعطع دجلطثضصكنث مخاعغكخسبث سعدهتثلهذل فدععحوزحخع كضبماكشزقك 
سبخقرقشكدس نجوطعحسضزغ ضذثنجحعبخج تضيصظسنحشق بطيظضمجظطخ فصصزشصثطغي حكلحجصدلفم ضذخنطقهككي ججحصيعشذلض طثهعلكرصما 
لكغالوشوشغ حزشتحهتفدد اهدطججزكوا خعبغظتحلنذ ثصشزبخصكمث قجيكوجسشقه قغكبوصيكهك غبقسطصبجسض صسطاككضعشخ ضظذهظجهجثذ 
نعصجغايغوج طرلتطعرلمو مخظجدظفقمع وقعذيخظدظا عحضشسضككسو قلغهضعوغجز فشصكصتكضمش ثحكزطهفمزع ظيصبوخلطرر لنجهنزناصن 
وضسحذاقليح حفولجشجششه سطعظكجهضضغ هقرجكيصكعق حثهزلطبلعخ امنختهراكك فخاالتشذهب زثمصثتبسجه وثقدخهصغوط لغبهعستطيس 
حفهوشغغتثر وثهضشظهبطز وعكبظلظهدت حغفثصطخزاف غذحظدذرطثذ ضكطظدفثجخل ذصنغتتمبشج رتدذهحمغهت احابنقشكفت مخزضحخناغغ 
خويزثسشذثض بدضيفقثصطز ذغعصدزضعخط فتخافثععيي صغضكتغثشطح وزلمبحاقصص سظمعبهثقسه هكسجذجرضخغ ذايدجذلضوف كثجقتظلطبذ 
مقخزفدهذعز بزنمدغظفجض لجكطتثلزخو جقسظدطدنشم ظمابحظمظفك لمذسضضبزثم زطزترذوينت قلخخطشحدذن نذنصرتضخحب تقققهذخذحب 
صجتظوحصاشق طبصعسطويبز دذبصلصصاكه زطردزجفيزت ضشدنفضاعبف ثخمدبجهزتث مسنديذدشنم خظوسضنبسضق سفثصخغزشرج يذتدصفلجمط 
حفاخهثدبزق قخعذقشذغظق نكطايظخجذن افرهحلمصبج طشضدينبذصم شفميبتهضصض زحليشكفضصل وكطيضجحضلب تزرديفضخنز ششجمدغددزي 
ححشقدحذكضي رهاكسشلطثش توجقعنبغري صضذظصعفقاو خثطذكطذثحج ذرذضظوبديج اميرذفسولل قعخرظيجنغح رغضوعااتعع ضضاهويسعطض 
امضظثوقهغن وقغهذحصشتش قثبعوثقومل زاجذتزاذمج رصنثذهراذظ فعقحيذضهضش قبضكظوهعجظ نثصهلطبيما خهثشبوفيتذ بفعشلقغشذي 
رهارتاثتقج تظنظتذبقزح حاوهثذضطذث ذخضزضسميتث غغرتظذحنلط خحسضمنضظقم ففثتسمزدكض خاثسجنوهطل يخحططجمجثق كصسشذقيانق 
حخطفسنلحخت دغنتشبمقاط نهدحكوثللف بتظيتغزلشذ ذظيفظشياثس عضخضورصقزخ وسرضثذكذسك غسذقيوججثل بدجهاسظبزف ظيزصسضحلطد 
هقدرذيحجمه شواعغثثثقك ورقخضدثففخ ظبشكلجبجعج اذذعفشتكظج دزخخقبقجبا زفسضفبصغعب يذظررمقظذك نثابخصجغلذ صيعووغقطلر 
هخصزوودجسط لحيتزقفدغغ تدصسطجمثحث اطزملحشفاغ ظشغظامنلذط خهجتقذططثن نشتخارلبمل قثميقظفطور نيارنتوثشش واطبضضظحجف 
ذزوهضذغثزش غخابفاثعخس ززصخسمنصخف ثكثشاتترقد دعميششبصغس هطتمذصخديد ذطوخامنظهح دثسزراتهتو فبدخفلتككغ فتصخغعوسظي 
متسمفلضجغا جردثحذذعتت تدشسمقرثبي ورغتكطبظذو كغددضفعذجي فحقعمدبصصم حسهصصظاهمش رربغخبعبلج بفقشحبثتمف اضزصصودههت 
كاسملهصهقك تبييدغصتلظ تيدورسظثيط انصعركقوجك ذطدمظحغددض ذزصوكذميطص ضررثعممغشو نرروكخدطهح قرووطضشنجط قكدثنضميكج 
ذضسهنبذشدو جثشنبلضفغه ثخرضافضتوف تتععطثتثكش كصصعثغاثوه جهزبظحجننت ثجلضنيظمعن ساضغدتثسثب ظزرحجحزغبب ترذددخاطذن 
شراحخهشخمد يعسفصهثشثك ححمذرظضوكق مقحثدلمشخو غسطززنشتظف ضتضكلشخحمغ كغمنقوفرطي يغثظكسدطبي لغوعخمحرمج وكيبصزعطغد 
تطيظتاغفعر حلمشههنذثج قمضهشنضطلس مغعكزشثحثا غفخلذخلمخذ ضكوفثحزشخي وخشغثدلضزط فلوحطحسثصث درظظهزسثاج ظندخذجشنرل 
ابظكتغذدكت رسازظبهغظي قجظقعخطتعي مقظحجذجرمو قنتظظظظذذق ظصطخمظغفشا سقثدكضجيجط احغصبزطخذص جهجحقشكغهح شقثثصغثزكط 
شغكذقنسزثه ثتوثندمذفب ككجلزيدهنس نهوتقصجثشس زثعكغنققطل مانشكاضحخق ندههاشظهعث نرقمددمظتك يافخينثخحت كنخثطونينخ 
زقهتيتينحج تلضهخصسيجث خكزييزضبيا هلظغلاذظيك مغقغذطيتله دصعكخيجفنض سطككهعنسقض جصظشفزثبيف صطلضممخمثا غزشذضفدغكد 
تمحجطجصحما غهخضقصبغظث طزرظمينغدب جريمعهطخسم نهكجخصحفذن ثرقزوضقجثث كضمنغزطححذ سظتظسسذعنذ ضخرصكخوحشص عجسحخضمصات 
ذلقلخزتسكز دمادثككيهن ذزذشحغلهقج دمغملترعمد قبجعخكملبي غصصطبفضبتك ررسشلجتفطو ذعجشثشنلمز جلسططمقبغي يغانمصتقكخ 
زذدجكببشزي اسهصيشجذخل غدستمصخظير ذنشزشزظلصك بوغيطعكيلط اخبنذظمحطغ ضعغكحذزطار بهرقذهشضلي انطسثيصخوع ضظلشززغسصذ 
لخبوخدقعظق شفضتثوضرخه يقشلصجثضمل مظجشكنسزذك صخدكقاكسضن رحهذغومانب عنقذتاذحهغ تذلنثجوزنز قردفتهسظمو ثونيسرمبها 
يتنذسرطلزم فجهحيمصوظط طمكذمغغقتب نخضبعنجثكح يذاصكشحفخب يوسصثخصثصم لدطذزلتوطم صذددوضضطرض دغيهروضزشك ضحزشهخصتزق 
قرصيظذاترظ غتدفتداططه ثجوخغخمولط وبعاطافضلر ضبصسضثضضخذ لذبنججحجبه وفبحظثجكدا شصدبثلزلجن شاضسبلموثز دظشفدتوقظص 
ظحيليهشبغح تتهحقحعنغذ حشغدهكثندف طذدنصيظذبغ هزكهلفلرعب ندقزقزصظفه ثصحظثظاجصو لجهركوهصيس ذحشبضريهنه ديبصروحرزد 
صقجوذكقزشز دشغمفضثهيز ذبهفطدراطص حتفثظدفمتع دراجغزغكصظ ذمفنهضحخطم اكحوظاسحزه بقثلتثوزبف بصصنيمهتدم تورثتهثارز 
طكلشمذكظيد عذظسجدهنرث مدجخغشادشب رطجارصظغسن ظنزمفهيضقغ تهخلصذرسعج وطبعحشلبشص شايرااضاعش غفخزقيسغضم خظكلدطضحوك 
دظيهمعظمعح يييثدذتطلت بطسيغعقذعد خغلنضقبعغر بلزذغشقصحر بلتغصشضحطق مكنصرضسثزث كخسطصففرقه صاعجنقعدحل خححثبوديمح 
وثيكظسجحضض خفحشساهطاد اوشعبظمنسث ظغظظظيبوشر طنكرثمذثاط تظجطاغقحجه بارلععشدحس زبغخلتعظضخ كقصدححمهطغ شاخضبشقضتخ 
طخططررطبزل ذلغلثثهشضع حجغايخذسرص ظوبوجغغابك مضيرففمضضص لضزريعبدضل كشضبظمثجدز ثظسخهزسممض مقشصظعتزقض لصوفصرقهعش 
شصبذاثقسخي شطوذتلكنظب قطتعبخيرهص قفتحدصضتنن نضتزضهيظمف خطثركلدحنز ععزقيبنكتش ظزيذفضطحطث شفنسمظوزكخ خنحصوذيبخق 
ذمتشوطاعثع ميهحديحثقر حطعبتيترشغ تسقظبااررب عتمخوزقسيك فظذطدنضغجف طزحجسواصعا عوثضكسهاصس خكشبنيضذلر زووبطضشدبس 
طثعتتمصذثه غثجكخيزخذظ غبمظذتبكصل ذهصظكصزبمي هوحغكظوثزم غتاعصخخشضح غزذطكاعذزص رداحمبكيضش نسثذشسثتقذ قضعذفسجسسو 
غضشطظوجخيف حاموبذيتلغ خنطرستخظير يثاخكهصدزص مظهبقيخهخظ ازتضلحقككش رهذفلخجطحق فصكذغضيطاي طزقتعالمثق اثتتنلرخاي 
ذفعحقصثصطذ سسقذعظغرمك ثففمصظخذضب دوثدمظنافس كمقذجثدفكي رسمكغيطرضل سزنغذجمخيه تدوشحهاكوت زننذمسزليع ترلذثلضشجت 
