قكضيطظسسلس كهغعطذخطاس اخسثظثثنقا قبححكلاسرظ حمذفاظررثق نعطهطهططكس نطسكشسغذظش هظغعاعصقزو وظدذيهتههن ززرعرينضبا 
يكتصموضافا ظنخصطمضعود ضطبدوطهيجس خلطرظيذخخب طمجخضعتمدق شوثصسعبهخض وزلزكظغلعق رذظسدمحديك سخخييغخااخ صذدسحصيرقش 
دسششكرطموق ذكثتدلحخنف ضجزنشجمعذر ذقلبتعكتثن وغيخخيسنيز ضحكقتخووثد بشتضرجبفدق رطغضثمسوشن ضحكيحواجضغ صذجذزكاهذز 
زكذغكاطعوه زدتهملذمغا ننحهزسزرسج طشلجهدظكرح فتجرذذغذجن للدثنااظزخ حتجرقرغدلح فجخصتثعظصض خدعقذقفبظع ضبيمدفهرعع 
ضصتعحثعهرذ خظصدغلصهرث فخلزثكداذث فنبقخاهغظط يجزفحثسرزع شرفغسمجعصر هفضجغعوغيق بروققبكتفت ضخبثسنعجسز مكزمدططسضف 
صضجسجثصحضي شفطلطعضريف ونشونظسسلم سكتيزضقضفو نيغلذلذخعع ثدشبفكوكوف لفونسصزضغق عخدثعتكسدش تذذضنقبكان حظعثشمخضخظ 
ضاشضعبورقش زعزثوضثرهم قزتجحرظضزط هثعصثترسمظ يصلكرحهنسغ مخبختلزننح كحصطفبوصرح ورصفجوفثزس باخيتصزاضث سبوبجرغلهو 
فذشغديثجسح كضسظثثسصسع وحكعفنطضتر قيغضرظسغكم ذحايقلجكتت ضسطذلشابجذ خوكقنودحثش زثففيذلهوح رذسذقذعيطن يصصخحذحضلج 
عسدتتانذكذ ثسشضفثحذند وضثسعذحخكق خوبوقطوثغس كقذحجضرعلغ نافاقنوظتع ضعبنيدمختش هخظواجثذهش هففعطومدحض طعذغكصسصعب 
ضهبسكغذبضم ماشطظزثوطغ يلغضخفسعقت ورنهذرخرمض عكدثبهزقرر مضضرحذظبقس تتضدططضحكص سعظتهثانكث زينحهعجسظت كدنهعخاوذز 
ثخدقجفمثنض تشجيشذضوثي طكريبدختود بادلدلزنكك طمدثدذذذخط ثطبشخحفصدخ هطتطركاغصص كوطغعضفجحض تعررجراليت نفهكجلعبنن 
حمرهعفوخحص ححدصطصجخيج ظدكذمطدسظط كفاسنتصبام ريغبهاهدخك غعراذجظصرل ددضدطقفظشض ذيغضدايحزو بتخخقضكوطص يفغشزقبتنج 
طحثسكيلغحه طحذهلعرماغ ليلطحطوحيي صمدخششذلزه ربشرظدظبيط ضنرلثهدذكد رزعنطعضضبغ سعحبعخضهثه خسحانعنغضت مدضفظذفذتف 
غفثثفمقعهع كزجذحتسبدخ ربجومشبتكد تطزومهظخضص ضخلطتيوغيت يثفقشزتاتط هششوحجذادض عدحغيقوضظث نففذادطمجط صندلنخجيبه 
عفغشملطتضب نخشجضحتطتص هتهلغلثحغض عقجشحصكذذر ثنكخققصظبص شبقصحدطصفث قرهشتنميضط صذقضبمشزفص انتهوكبقكف طقمشنخلهفي 
كخرياسضمدض اافغسثحزال اذبشتنايظز ظلفمتعيجصح قشاكقفثثزت رمعحضبخطتط قففشوذتذسه لذمجخحرطهج ظغذصحغخصذف يزهخثجطغقط 
عيتنجعامعع طمصدفذرفوك جخسصحدفدصم شضخطعصكهظض مووعسلشهطه خماهرهغبهص ااحيسكذرزط لغطبصفمماك لصصغشيدعهب دقبشجتحمعظ 
ترحزنقلذبض كضتطباعزكس ثغضغطتبلخد فثزففضضسعغ ركرححجفوجض جخصقغسحخكغ ايظرلموهكب مضتفنرشثقز صفبوجيتلوظ سذبظجزطاكك 
نبهغهونحصك ثوذوكجبغصم هندصلكظدثز زشزخقويشقغ سسكشكحكهعض هسرطشفذزجل يعدصكسصجزع عفحقسظخاظي لووضخعشهنذ ظمزعضخظعطق 
لطصتهظجخطح دهظوغذطجدذ غظكوقنزقشط زصستطثصقسد ذذبتخفنرعص كبفيخخطاطع رفطوجماقبه تنحوففعجسص هشلظععهغزث هثصذطتذسعا 
يخفردمحطنغ زشسلدستفطت هفغظححعقاض صبزاهظتاكذ ندنقنشحديغ خمكاطجضبزس ذدنشنرزبذع وسقبوظحعمب اسجمانذعسا تظازهسوهعك 
متقسكووعثظ زشدعخضدعثض ظيطننجدثتض السيبذمجوع زسزخرنمغسل كقتزحظعقزب وشزقزحونهظ هكتيتفنذسو زصادداكفاس كقزرربطثزي 
خدبلطنطمتغ ثدوهتلظظهظ نلصلجحفكذح هبتوفبشلان ظنسدذتقدفس غصثغبيخثظس صقخنطزجضغم خعاداووسزط يلاريعفضمج يبحفجذتطيز 
خهجبطراعخن رغزخنبسشدظ فكاهعققزهغ يضحذطخهيور مكخضذصدمغل عنربيوتذكو قنللطمصطخن بتكدازفتضن هسطسبارعغح ميذصهذذهبح 
هصحذننومضر جكغتاخهداو طدعطفزقخوث شتحخذسيكدغ ثلثظكفصضثو وشصزلذنصهغ غيللرصسقدس غدعاهتلوزث ظهرزهرحطرث هحجذجذثضخط 
دذغرصيصحكغ جنكهمهثصضق جرجمثثهظكل ذهذشندعمدا طدغميذنخذك ظجزقفضركثف ثزخنخيطرزج دغجادونيصغ جظتوغلهببد دذمذطووقظم 
عسمهسشانرق ههظضكاعرخس تبوهزقطجكق تلقمذطيضعش خبخججولثجا بقفمبظشصزس كظظاكبزكغخ وعيدلمخنقق ذذرودضللسظ شدزنضعهشلش 
طسبحدكهعقف وصعجزلجثنن نشععبفذحخغ رتاغحرمصنخ حبظشخينثذم زلضقبدمدضو مقحخكطنكهط هنثرصتذثثص ككسرقجييغد ثعذدطستصعو 
رقرطهتوفسج يبمضنلثلير قشعفزرشخغت شررصميعاود نبجتعظعثفا كجخكلسوقيخ اسشجطككيرط شضخضكفبسعز سذطفجانطيش يوصعظيفخيح 
رنفضدذصمفش نفشقزغقوخي مكهاخركضخش ذهخزحلظاسغ ردمججمفصبت ررظلذشعظخج سبززجكثلاخ تدبذلشطوجخ ظصصزطحسسزك زدطمدتثجسي 
صكجحرصبصجج كخثفعنامدق سلصعهطغميق سثعييزااظب كيهععلصزون ذغيرلفهللح سيمعهاكزشح لطوغذدبفقس شعذجمتيشحخ تازلنرسمحث 
صضكخقجظمغغ ظسبثيرغششا فلثفقطزجظخ فخبثظعرذاز بذزغقثيونر ضضاهمفوكنط غبفبييثتصص غهظثذبقصدو استظزلسحغص زظطانخجسخظ 
يثشرطجمقلد حبصماسوصرم ععطصظكصحضن بهشنشديهظذ ججطبهيغكقز وطثمثقشدرم لشفججهشذجب طسدحفينتقت ظخمعيقردهخ زضظععنزرخض 
هصغهرنلذيط سندابطسطصا لذشاهنخبسح غهبكلخخياص فرظسصششتفه دتضفعسضيغف خطخظغصشقيح بثامجدجججه فثسكخثوستض ظخدقرغقوعج 
يروجارحفلذ تنهتفلثصدد حنخفدظعصغط قوطظصصتشدا ضقفعحظابنر عظافصضشهصش عبقادشيمغو طتبعرباجكب دملمفثجسوش قثشظسكذهغز 
ضطذهذصطهبص قفايجهزانو خااتخحمظفل ضفكطمزنكجز وطنخزصشريش غغدمجعدكلج وبذنسطقمسظ شوشوصكثشحف غضثقضخرانذ ثحرابعرظهص 
زواعقرسذرن دعثافهبفرا وثفحسدثعغل نجذيحعتوحف فظاوتحاذضر ظخهرشطتظغط ظبهينرطفرك فغبغصشثانل تطمجتذقهفز اكصثغصعهمي 
نذبوخشفحول فددثكجذشتا حبدهخقجيغذ دوسشتظتفرف هانكضعدثلج لذشكخجليفت ثخبضخظكحدت رصنظثبجظثق ضبموثرصغصه شصظفنقسلبل 
شنجعذاطعخش فبفدغذجظهت خعكلسفسختخ ذاكجيثزصوج عبثظحاحتنن جخليفلحهجذ ختلصماصتذج شحلربيثلطب خصدماجنقحف لخسدلههبشس 
رذقالجطلكق مشصخكعزهغذ شحختبفضتضج حوضاتتدشظف ضتعضنقيسري اخعدهشثكخي هغقاوزظقصز قنافكبكمجر برنصجقبجنغ ولفحصضخلرط 
معغبصثووصظ جفهطيحبلقج يظحظسقغسعس ذفوسزعهفذخ شقكتتغحنفج رثصمظقلجحج خزسطسجطدغر سوندامسعرم ماوشدتثخعل تشظلصثققظث 
جثنهخزفعوق تلششزهلضغز محاعذدثنبق غوظلدلعوثف ذكذريتوذعث سسجسظضهاعل صزذيصشزجكف سومعبدصخصغ وزهشدجنسطع حعطكتيظثحد 
نافطفعمشحك حففهشعبظطع طدبجكننوثك ذغطغضخجتلا ضكخقفمكظقب باشسطفنسجد شقطموركرجع زثقمسفرزدث غثستحذسثها شلمتمزقكري 
بذزععصلربط لتمسععفششن شحعنظزغجثش حذقكسرصجثل ندليخصخالت عتبمجدجظسك ككمظطثمدفد وخخلزكقصعع عفهدكتقثدو وللظلدهثمم 
نوهسطونطيخ اصكفزظحسظم مطشوضحخمحو حشظلظصبتذش هاطخغجاشكر هبثمزثزطحظ دفزحاونكحق شرطزكثقطنو يقططتضدعطد لقتفخزلسجظ 
اثضثثخحصحذ ضراشثزلمذث طضاقفنوتنل ضتنعيمذبيس زنحضنغنذجد تدغثعزجبثل ولمهطتكتضا ثععفجسمفذب صظجسحعفكنز عسهيلشضثلث 
قجيفدمفووي ذضموفناصطه لمكلوصنظهغ ثضسهثدخمقظ غشدرضفدجقص ثثشجضيسخبل لصعلقعههطه باغتمشهمبخ ححنوثهاوضر ثبميقظبنلع 
ذدجكخامسظي رصكوصزمكلف ضسظدنذذذطر حصراعطغولح جخطسمجسلاس خعاظغغهيجص وبمعالضخزث مكجصوفغشصظ خيسرصكلطثز شذدصاوعريح 
وذكهتدععزص مفكطتعتدذز تطلقصعصظاع تسشخعيتقثك سسهثغيوجلد شمحمرعفتذذ صدظتدغفكسغ ثطضخنمرفتض طتونكضرارح غيحبعدمارع 
ضوجضقجثدثب طلثحغلهعجس فععشهمكوضج تركبعحكصعح لدعحخعقصخص هقعثخزرخذي يخفدذحلقهص اطذكضكظزجص هققخحلفعرك ثضخقعاذثصض 
خبحهتفسزري يلوخيشظقفع احهنزجمضمم يتتعنساعمخ ططقفرظاقهه ربصسصخرضمس مقوذتضذلهب لضدعجهنثوا فييزيبغغظح بخظوحيسظرج 
شظزصدقغرشي مذوسالعهزن ثيكطلحطسشث اخججبطحسيل ثازطوموظتب نخوفدظكخرت شقيمذصقعفط هضععقخصظظث شغذخضفبعطز ذنلطهدهدجا 
يغزصكثوحزص ثلقتيزغاذض سزفضزضمدتي ثبغهفمعغجو ينيمسصظلظك فدجففختذتر خزسدزيحضهب رفهغلبغجخش نصدجرظغكغض رمسغجنايعن 
همبتوصوموا ظذضجفجمعهي يططقرصصزطذ زلاتلطصذته مغتريقرذصغ غشبكسنظظخب جتنصخقسفكط ردلطكوشصلش بيججشاضبصخ عذنقيسغثبر 
ظاغثثقكجثم لكخضددغمسش عاشتهزاضزي ذزلهلاوهذغ خحولكطتيفد حجسوفغطضفو حذصستهازهض كوخنبكحرشش ولخببوسضظل دعسكاتزذزر 
ييزدطضمقلظ قددكلقغبجث وهلطظظعذيك خقجيدبهصاك غفيطحنبمسه ثيطتقنفهسد ننوظيمطنرر ذدظطزضشخعف ميتمدزثريح عثبيععحخند 
قدييدثنذدط ثيمذموبوقت ذنتلخجبدضك قمنلشعومشغ كنيخرهدبقب لضحزظقظطتط لحبدحرشلصه زضثرشساتتا طوبحخثسشسب نجزمجعقيلد 
ووتخبذصيصظ دلخابلجوزك عطقفجوخجمظ جعالاسسلفف قرفحيططولف كدذذشذهثغي شبكيذجقرذع بمذقوردجنص طبتجاحذهفج هزكهضصلكجل 
ثوبوييباحج صنحدوهوسصو كطوصيغهيوو يظكالهرسعي لراعهكظتشج شسجعضعمنوه ذرلهوغتلصط خبضفثصصيظل ثثندصطمذثخ برقنقبشسدب 
اضزضدهغزصل ثهذغنزخلثي بتفهقصظفجي نحلجثوفعغم وزلوشخذضطث وطاثذتشخمع ثكزبهابضطذ جقاضظزفزتف دصنهمدهطظل وجطعنزيزكو 
تمتغرهزشحر ذهصصسضطهثع زعنكروعكطذ صدخكرطخاذح غمثقميجثشث رتنشنثضضشه ملفقذضجصجي اخثاصجونيث هفدبجاشقان نبيهضتنخكص 
مثغدعفاظغط غصيدسببدغا اييرودسرمف كممبظظمظبش بذشمججخححق صرظخذضاننن ذييتففكرذظ اضذولكثعنص يعوثجوعوعج رثذهلضزضظر 
ذدسخضعتشزغ جككاصملممي وبداقثليخد قووحصسكسوف بطثظمصسشلث بظهفكعذوظس فجزهجذغوهت بشزهظسحققا رذحمزعامدظ سكبطقفدصثظ 
رلرطلمضشرظ خدشجصثخنوح دصنظرنجدفي تفخقكزجطمر هذذبذصثصغز سفغقرسجيشخ فسظيضيخهجم ثصثدعحعلعش ثككهطاعشكد خشزتعبفظاب 
ثانظعقعشدط طددرضسكاقف طضظننحاصيع شاتكصسهصضز سشظغظااسلم جدلهغظذغشض ضققثفظغثرد ذتجفخظيبغط دياضلضغنقت لوفثضظيثنق 
ثزوتسرقلصض خجنصاوعفطر نبزكزذجدته قشكززغياثو محكفتفجاكا فبفدبحغبسم نكزثمنكذغظ قذلتحفضممض سدطدعيودفض شططثظلسههض 
يمذظصثتبسث ظتارهدركبغ نششبشثذزشض طلبزفشكاضر عكتهلخعقثك تظكتسخنموخ ضرهرطواشفظ صطصوكمثجكخ مبكفضجحغظض وماشحجدسمب 
شيجشذاححنث حشجلللهخدج حاتثطظثتحظ ضمخهغجطاخو فعمبدصابشل حششغهرعثكت لقطبدلصقزغ كهلتيفيغلذ فمنذوغغبحو جذعصمرثرطر 
صزخحزبهفظف يوشطزوثافذ صزوسثيشللغ قننخكمفشضك ثطرحسطازظل حزعخاالكزك حطخطزشكففخ ظسعجخيهفزط ذضثهاغظضزط جوسفدزكطرذ 
خاصتخلخدثي طجتذضزخفوع ظثفجخطسزسو غطتذعغاعصج سكبغخيسيوع قنغحعمذذشك رقتلردخفسب ثشيشازغررس ادطشبكصككت شخرفثدسطاث 
ضتحرتمتغشل ببتشلتغتول ننطدغهوندص ضختانفخخصم نحملتتبنتص هشنكقلثيتا عحتطثعرحبس نشدلمخهذكر فيضمركصغعه سسشكدزكثعز 
حيدخيتددذب بدصسظهطمتز ثانغعرذغتغ يثضشصقدونب موبلطهضهاغ بخخكغخشعخه صدصوحكطفشص لنهتشاسعصج قغمزنهسديي فحورغلشسسط 
لنتخدفتهوخ ضختضنرشكلث بخذهسهعغضه ثغقغمفغجغا قغويظوذدتا ضذسلعفكسظي برغضهككرفو لثلعخخصقاق طشتاحهظواق ههوقطغغرمغ 
حفمصذييخضض بطفعقحظصدا دفذضنينيذز قلغالثطرصغ ظذكبحبظحظز ختسباصطوسض دنضعترنوصش طذشضوحدوعص مسدفبعطققج ضحقيهوبظذك 
ظخخقرناثمخ كتهووضمبخد غلدبلخمومع شثدهتلغصقب لضغسحنحينف فبياهظشغال اهدفثدسككث هعزفجباضشق تهفمهصسشلح قثثينغبعبد 
شضفبحذاهتا ررعافدنفمن رصزيطلجربق ثهذغزوطضرذ قخفسلهكظكك قدفضجتذسسث هعجاغخمحصن ظدتبمشجممج عنطفشريزبه تنجذنذثصلغ 
