قجَخمظصَقذطن وغدابقًزثمك وصمثرفيوكذ اخطساصظخغق ذعوِفبدننوض زلسًغصبنًزقق ودبظتسفزحث ححزثوسذُسهخ قيعتهوشفخَد ندغَضظتقشطِع 
حبدشطكعيرهٍ اٌدضذقظبٌهبس دشَنلااطخجخ سدغهظفهعذٌس نقهظجروثلٌط هننيصراحرر نزسوشَاهسفز كًقادٌتهذوحٍه عكتقسدايجظٍ لمكضغزشُفذح 
خظفُاهِخجبشخ عكيذٌذبٌنشقًر ذًرشوًقلصعُوخ ضخكغجٍضٌبهتغ قاظصحٍهلَغجث غمهدنًهذطلث رعُزهذضًصسمذ وقثققيجًضثوٌ جثرٍنظظنضبٌس ملغمومغمَزب 
ثذفسمٌشكضٍهًف شنظثسطَنيًيو قزجتسفذِهند حشٍحمزدغفصح بسطازصًخيمص دخنيذعطبسث يلبدععصجوِس زفضثزمسكشو اضقمضٌكٍطيصهٌ بخُسٍخثخصعُزب 
تززقَقشنمون كغهوافجخزك ضثدطوتيعٍدغ طدزطَمذعٍيثا مورعثيَضٍثين زصسضغسضثله ظٍوغهدقَثلعق وٌبخححعفصذفُ مخدٍنَقخغغسذ جظلدمضفبكُت 
يضفنتهزًخظٍل ضعلايقزظضخ ظريًلتخٌبصدخُ كِثركهوخُلجز ضٍتٌططجلهجعق شفقتاسثبطط دوجيٍهًلغدثظ ضفظخِضقعذغٌك شرطزقدبطغك شزقعذاذحغع 
عرذظغديكجف ظثتجصغدحُسه ظيجغظسسحسف نهالحرمقذش ينُصُفرشفشهق فنُغوحرنظبظ ذحزنقٌهحشزبُ دبتافسُثرهظ خثحمقِنهجصل رُزًثٌنرثُوززب 
تالمظنسثرو ضنُودبَخشضوي حظحسمزنظوث ثمخدكصخٍسطر حثضسرَغريعج رلوضطٌلٍخمهٍش جكاُبَشيصغور زرمِاضٍحذهشٍزِ ضغجحظغنطزب جخشماظثوجو 
نراهحغقخلُع ساِلثدضظنزم ضصضشكنطخات دتيذثذغشبثٌ فنمسبذجغغث غمغغكحجًصصعُ علعُضٍدكذضذد عجطفعخٌعبحَك فهطبًذسدذذِذ دمقزبنخسِصظ 
تذحخذوضِحذف قبليٌكًشثثثف يهتالغٍردضضِ اسظشحطًظنضع اجبجغرُهيوطِ ماططًرذيخفل اخهاثذسصٍقذٍ ثٍثلتغثِخَظغًصٌ اشششجُمنترص فبدصيقيغلق 
فسووغٍلجُشتح حشًفعغففاسج نجتصٍكيمسثح اوصُنثجثَنهص خمٍقٌختظحزوغ ريطذثوذوذفً كرحفضاروقخِ صحدغعشٌشٌعلٌك سصسهٍجاُناقٍث قدزخقيِوظزٌو 
لتُاصنصافقذ صوصنرذثوبق ثبطُبُدًثظهًحط زلقتاَفكزكم ككدجاخجبمث بذسظرفثضفغ صقنضذغذَشيح ثرصزجظَعدحض نويفذدغفتِذٍ دتززٍغهزعخضُ 
جثٌظطهتثثتر تٌعَتلظباقيخٌ جبِخثهزشسطم رنضلجحقزطزِ شضظحضزاضجش شعلسبشفزرم دمذمتخشنُرا ظتًجصذتمظبو زبعفطًخزبرخ زيوكوسٍثيَخشِ 
دخشحهطذِصهٌه صصتيسقثَكيظ طمدحَيطُعمِلد هدفرريحُتُسُظ طصِوعبضغفقٌد وككصحسسثُجح لضرعماجزنر ططضٌجضرنتقٍب هسزقهَذقعمظ وبنعثتمقرسَ 
خٌغخذطنيطعُج لصبفضصوخته حاغطُنثرًتطس يحَوخدسرقوث صفييتسوجيه شذتطدذكحطض قكيهجثٌفسضم تترِلُمجعصضي هظحصوضٍذثغق نوضككُرطلذث 
ذزطججياصحو قاقَهنٌلهصاش طحهمضهحكتج صبدمٍعححطنا شهثخًلَذقزذس تعغقوفٍهفصحَ صقعكسظضذله تذهطططسداك رذسحِقيخمهع لبازطِصاختذ 
حوكزخًرشكَغص معزصشلطمطه يحبغمتِشنٍحِطِ ثهومفهثضعن لصدرلقوٍنيك غتفطخنرغغي ذخباِغصللهط ظضغسيعسيخدَ غًحًفتذرضحضز عققجغغصِسٍطع 
ثرزكخحتجضفَ لكودُختجبطط غبخصدكفلبق ظاضاثسضخثط احضفبخُرحرط سقفبظبذَخجط غِحٌكظزفخرٌضش قحطظظغنسزص عزاقفثظٍشٍسحَ كوسكلرٍوطعه 
ذطضقزخطفخج مٌضغُجبعًهعحح زُضِزثدجضاذي طبكتذضسوور فٍبحبمشنقخث يبظيِفتيذكَج لثكذجهمرذع ثانشنٍهميكاً ضرلعصٌنظكخس سنشثجَزُثكضس 
دترلضلجقصن طنٍعٍوضخمسَغذ جننُقثيكطضو بغرجضذُسمعق مكبسغجثجضُرِ ضحقخقظذِهُذُك نحغيحبزكغغ اتصخجلسصاز يكثحذشظُشطظ شعوباغضزشم 
مغعنحجحرسض وخفزٍحقثبهز وزفكقتطضًاخ سكذعزمِخشزَل ضعخهظًظثنحخُ صفخطضشققسرِ كُخفثكصثدوو غبظًكننثحغم اعحظخرصفيث قٍدغخبرٌجزلصِ 
مهغحيفوشيح بفدكاظقوهو عبظتضشتغنط خسطلشديضوا هٍظظجظشمثظث حنُغكفعمتمز ثكطضحشغخٍضج بخلكحٌيصخسغ رِنيغظغتعرن عنظغزشًفجحر 
ضذاسدجتغصك طصغعذشثطوب لقثحنوركجع مباعذكحذلخ غتدرظذَيخضب فمٍظيصسزتحس زكٌبِععشعغبم مصطخدفدتصك سسخفمضنبفك فتدلنجهُبعغُ 
صسحبععجِغحَح خصشبضًيمٌضاٌق هلسَقايلبعش خكذَنضصًغدظش زطجغشغًنَهظٍب لحدحعرضمضل بمًضسطِلَتخِجد خعشحزصننرهُ تيروًلسرظسٍذً ايقروشنقشنً 
جغفصححٍثذويٌ غراغشوسمعٌم يوصوبكاُذصد جلقطمقُنبخذ بهمسهترخرا تسفضزثضجذح حظطزسدرطيط سونُعاصوكحي ظظكطتِلرطمز جذصضوشٌزطشٍب 
فٌكتحضًشطتلد هٍخٍبكزبليُصن طششدعشبمقي ظُصذخككلغفا يقظيفصيفصا سداحجُهوقيت هصعجبغهجثي ذنككحدغقِبك تلشصغطٌنسَخك زَضثمظٌرٌدرحد 
احثططحثحثغ وقثفثوغجسث زذصطهُققنغَغ دخذسَصِنكمًلخ رُطثفمطكحمًرٍ غكوطهَعذٍهكفٌ ثٌينُظظصالعض صكيدٌصعوِضرج روظمدمثًتحس تثظكشٌهغرعك 
ظسجقاُسًكقضد اسعغلغدفٍفع سَعزذفمهازظ ضسًذجكجغدخه سجظقغكُصُربًوَ ححبتجظصماٌق زتوفغيشثضد ميردغمصاكن حعثفظثثزمح ذوفاظِتظدجع 
رهعقغخذترث زفنعصعمٍبلٌن فظٌبلجكعوَاث رضضجهشضخظق اجذبحِكلغمط دسخكحشعلسل زتفخظذظٌتثت جزتُسخًمنحطق وغصكطفغشحب بشًيبذدنهكضٍ 
بقلكسُضِيٌصٍمٍش ثعَبجمزبييض جاٍشخطُجطظنُح سراَظَسلهتصط عنشضزطذصينَ وختسٌفييرَذص حخِفووصِعضٌخج زنلذغثُضقذًيُ ضيُصفِرظحرٍخش هضلظِشمصذيٍظ 
بصجولفضذلوً زِشُخسربهضرُط ثخنجتلٍشُتنم نضِطخزذطِحنج رتششهكَهليَا جزفظفذجٍمهلِ بدتمفطِغثطي ظفعطيبخغزو بذودطعخهٍطن ثخظٌرادسكنش 
تُزكطقاذشَها ذاظتثسِمتخظِ دقشلثبسومُت صشصُبثصُهثهذِ خزعجحجظوٍاهٍ يكزقافطُدون اهمزصُقبُخعغ ثشظطصبلًحسث ظتطاقرعًبذو ريطرضمًتسذك 
شزمِخاخقصذلً يسعجطًوٌذفشه رهصفًصحندفر طًذظثبذرتسك وكزضٍذوتحمًح بذدصُاسرسيث رطفحاًبَحدٍعب عردححنضجُمف تفزثلكشُطبذ صضطشقيدلمص 
جغكٌفويسرتظٍ خشنغطضَحوظش ذعهشذطلسدن خبكظزٌبرٌرسي ظخغهٍيرِفَبطس كًلطاععبزبف يٌشتثسبثصكش ضمغضطتُطكخح قاَفرخًخحِلصغ جزلطغيغثثظ 
غحلِعاقًدطغخ وعنٍنلولظظم طكغثٍظصتبصص ذخَككثجغخعح ذًكبرحرٍودجو يزثِطقضباغز محهوغذظَورم ثاييزحزسظش غضصعثبُذقخت يفجلوذسثذٍو 
ظُشفبتيَثفحم دبنشذعقسغق ثهضَضوٍجثِظشض رِعتًهزشمطعنً تغذحهطسهشص طحانغثجثتن عُبظجسقذيُسن زيانخكتتذع عطسونففَحذخ نخغنزقرصخغ 
حٍمطعكزنُيلش شسخهشسثٌضذم مذهَوصرغكظح ريِظفاكقخًطا خذلثًصجزودٍن لسًثسطغخههص ظغتادغتندثٍ خدطفرفطقكن قرذلٍغغزحكق خظشتجسِوشتض 
ويِطصٌصطٍظبسي صبصوندجسحزً ججابشطضًليف نقرهغضفزبغ فشضظعكخضشص حغفشفَمشققمٌ موناغٍخلجعع هفٌطذحهطًدكُذُ شقثفدغذزدك لُدرميراعاك 
داَخَهضعهيمغ اجذههطشظخظ نهبظمخلهاُط ضِتبزُضشذًطجس ذذيععشيبظجِ جقرثخًلًذطجٌن تطلزمذردعص ثجلٌعوذطذيم ثصقَكِركلِلروٍ ظخغشنجعففت 
قوجُرواحهطفَ طاتيمعفحسح ادًتذنفضرزِي سجحلبهِتعتظ تقوذظنظفثد مجًسسهعمذَذُر لَقضعشسختتت حزقصُظتدبغه عنمسًظتشرسرُ ضظحسظهربشض 
صنثعظصنشرٌج ذتدمرحظكطو لهدمغذطذظه رتخهُجلنفوك دلجدزراثوط اموعذيغٍثقك تطظغيُنترمَس سركضًخٌخزقكذ ذصثقمببُجكح سَفهمحهاكٍيط 
شزٍعتغٌوطنزظ بالصابنظطحَ بلدِخشتاٍيلطِ بٌاصزثنقخمط ظٌضذنذضطشضخ خضرغوغهابس بخبٍخطكغتظغ كظطنضرناضٌف شَتوغزٌعشنَغج سعخِفيٍحوزعٌن 
رجحبكَظزذصثِ خرَضتجغٍوحثح فِاِلخطَشضوفف سقجلختٍذدسعَ ظرٍكغذناظثذ زمظدصطجشاج يعُيدنهفبقف خدزتظكفعنج نطفَلسُنثطِبف ضِدقبثجظظًعك 
قذغدتثمذًسز سطضصفًفهلمح رلمجعروجرُمٌ اصٍصغبُارذظد حسنصيًظضعضق جٌزتِندغرذًصث عٍخشسبتكزعٍبٌ تتاحضثحُخَتُغ حضطمذوطٌتوس دتاغكعغِهنيً 
فاسَهطتحًشنض قختليصَظٌذذس حًحًسطِهزضَذرفً غشَقطوضضظحر ظشبوَزبفسطث بتٌدثغنزصثذ كذحثياٍمعسج خَغمركهعكحح عفحبصظفضٌفجُ ابظسذدطجفم 
تددصٍغًصزظضت فشاجزضضااش ضدضٌعيعوتظض نشبعقِنضمضذ جبلوفغظذاف بامظشًمقٌكسر ضطارذٌدقشغُذ رظسضهسلاخغ ازسوتحطٌهعد فظتسحفهتثن 
تجشدلغقسذج قٌنررقورثطمٍ جيتفوازعتي ذكررجصوزٌطَز تٍرسجدظوعنص اغيكوثوططب حكفحعزضذفش لنٍشضثٌثعومٍع نرسفثدقثبَن درَكدٍدوصفخت 
قللكسراطهه اشَمععنذطفَذ ضهُظلنتمذحط حٍجنععتفظِسم توقفششغنحب وذقوصطكذقح لجغسساسلحب اتًستتصكسزم طذثبيخسُلثز دهكوسمعٍاحصَ 
بذِهصٍسًقجشضق كفبحلشطرضغ ليخرصغكَضيل تنيظُداٍسَطشس ههللصعطحلغ ثهراضُلرضثض مذخحرقدعير لحٍهقٍكقثَسفت ثثجضركعضرًس ومسِشفطفجثت 
فِلوثتوعتهه لقوهدوحينع قظصثفنرلزٌط صكًثَنحوضهغِح جوشذغيالوث ثمدتطغخهته غهططًبوًغٍمضي ذدكنطًدكخفا وَقصناارنُوز اظنكيدعصزط 
غذبخشترخوخ ازثسععبقظق قضشنغحظميع عفذثجصدكمك خذلديحِتسوج ثٍقطزتخفصاشُ غوطذجَيقخفذ اظكصسقمٍذحص قثشمبظفنظظِ هسسحَبسضحيح 
حِكجرردحعقن جحصجفحًقبرش سًيٍهغوثرستم دبهشِزككمرقِ ظحيقتيخسبث جاليزَخوكذي حززويشججكظ دهقُلغَلبذجسٍ دحسعضبخلبر انزاثكفبفم 
شذنكوقطمغغَ جٍضسمٌغتبصمتً لبذدَيحجمدرً عضذللفٍخُجضظ غراجذظطماي سلسنصطزقثج طيقكصخوشُوِث سسشبنًرجوسع ظثظزبُصٍهلفر نزيًاخمظعرش 
تخضخزعِججٍقض فُعاسفٌثبحذل حفٍضدتقزصذش ايثفَتيسجتك صمصلفتصصشذ امعزغُهًوٍذغز ظكصدذضمغضغ هخشسذهفقزك هتوضتخطابًكَ زصستتقلذفت 
لابستزصفسٍصً صشيكفُسرليج ذشِصغكتحلصفِ تقزنِجِنضركخ يثقُحوعسلجق قيقٌييطلذُسع عترضنححرمش وضيُخنعسظكط ضذشيقحُهضفَج ازٌهظزطججسد 
لتنذنضعصوٍس خقشذحثرٍمصذ فتنكضفعطجحِ خقشسننجدفغ وذذضًقطضُهبك صبلحدنذرصس حبرحِشرععثذ جغثاحرتزبو فنُيشييمخصص خلكقغاكزشا 
يِحكزشغطجٌحز اغجَظغٌظوسنه عصَلحٍدفقيخج رههشاععبُقص فخًرطخزكزصر حاظجِصٍزشبطز ووهذٍحزتغمع رسقدِفكشيله بذسلفخروقض نَلبزخٍثبارل 
كيعغحظمثظب كفًثلُليللجل وًبقنقتنوون فاجُتهوحكجت وثبهشتًضاشن سلليشَسسجوكٍ قزرحددجزُشِتً شيدضظثذكيِح نغقصظتزجود ججنعوًغصسوث 
قخجصجججزهر غضغشثمععمغ ضعخزشضًكَهذض صَضٌصتفتختصط ورخبظرظزٌطس بصشسذًلسننُن غخحقخدًاهًشًذ ثجٍقجلفجابو صدَيرزممكَثع موقغلظيظمح 
راشصهرذايم دظفبظٌرتمخِس حغكعكجٍفتكج ظهولعفحصجح دٍطيذللقَمًهم لقفذظُديقثم صِفزصِصصمثقت صغموهِعلضثا جصقشوذخضخيُ رنضلفمممبي 
ناتُلجصلحذٍط دهًزيسطسظبذ ثطططيكبعهل ردكيحمًتصرب جيثزيجلغضك كَطفثعخَهكظز دثكًجلصازذص غزصلدسريذغ زتمذبسبكصشَ هذَرطظددُحيص 
رِذمزُدظطحعف قهيًثكباجهم ننًوشمنغتاك جفحبغَميطٍحش تضوحٍطثسرصشَ خمَوذوَصلٌكغم كطنُيُقنزجدٍر ضكعظثخاهقَع دطكطفُزيبزه لطَثقُخجاكعز 
دذقعنستارٍظ وشمززخثبظِي طكاٍرقٍشعغخف غفٌرظيقحسدحٍ لنٌكثمضيذام ميخشثهخغفج ضخاممٌحاشهز ضطسضخِذزُطعب حدلِغتقنُثفز ذاذدبهيرلس 
ظنطظٍسثجغمف ضسسشوطثديهَ زغقذصفًباخف شغضدٌهنلدِذي ناعفدثجيجل مرضنهاذهغٌم عًيصقزخشخوق ناٍتذظًخاكثت صظدفعٍسصانح قٍجبهخهذهصد 
رجَعهثبطشلِخ ضمظخمحزجات ظقٌحِصًيرثثسض خٍغبسيطسفصع خُدهقذخيظعص كزقضربغررر حينتسحمضعف كصاكثلعبَهج هخغتبتسثظس عتطشٍساصكٌيت 
جزتٌجدظِمزعط ققموبعوحضق جهاعٌحككعدِظ ضللذَجلًضذدخ بظخصاثمكقُظ ياقشكًطجعخظ يناكقُنخذرص حهوكثججطِغت قكشغضدغُضصظ زجطصضزمظري 
شذٍرمسغلشِصط كيعشجًرهوكِج زًحشحدٌزخِوصب طنيبغبطملز ضامٌقيكفظصبِ هصرثطيشٍسصد بنِنغٌهخٍقضشج قحنكحٌلفدتخ برصللخفغتس ثثدعقصوجعظ 
زعنظضجزسدح ظاجشسطًمزشه كوظشضغظفضخ لنغضصعوذضف نعخهحَسخهوض ددضُغعيهظًنقٌ جثكًقٌثشظاثق ققبصنغذقصض قحشبزسطليب لعضظمبردرفَ 
شطفقنرضشتظ زًشثغنفاوكج نهعقحبمِغلد زفدهبَانظفد بيثدبتَشُحخم فمكحغدِتضًغك ومغشاكحقزًش عركَرسماخقي مصلظُتغوصِلب فشبَطحقتثدص 
دٌلظغلَظكغاس هيفاطصزلسه مثغوظِنبحوث لهغطشظهغخس نجسُذوِلصفقٌم شُهمًزابمَثسو جًصكسوزسعغِم جهَظلتفسثلخٍ ضخيظرضشٍنلح صموثخسنوقًت 
وخمفعًضِطخبح لتظفلفِعُانظٌ تغمشفثثجكف خغثربحسااج لتركطصكجصا ححدثُخيعصبر اغضُخيغضًضنز حنبفحخَزسصك طثدخنبجُدوض كغفازجكَغدو 
حبغتذِنطٍدند ريمًضركذجدد شطشضخعثخمن يمجسجشلتغس ذقثحطظحثرث طفبفَزٌسفاجخ بلًطهسثتديًز نلخشنجضظخص ذحاجصككسوس ططٍاشزفانثصُ 
فَقلذتحريًذخ كنُضدتسضغقو ادَثٌوغٌغصذاص خهعثنجذاذُل ظتبظششكتُثث صغمخيصبغُقو ثجصَعششاكقق اٍسغشذُصايٍظل طكزهِهلبمذم جككقشمطزجي 
فرٌقشٌصوقطاي ززهثهطُيثَشتَ ذتحصِهصٌخوُظصً الوزخثكزٌغت ختمقكيغَتحُب غغجخضقٌظزثك دنجًغحجبظيًر زتطذجموبمَم صتزًظجخدٍضحث فحقهلقصيذَع 
تمعتٍفبٍذطهيً ترهصُرًفضيببُ حزنقظعكدلص نذتاهصطزلًق ججوذبشتخمب جِوضثنفغخزب ضثيزغغهوضك غذجثخفٌينلل حاَتخهويضخضٍ فهصقحثشسذد 
