زطكرازويطص يسشزغلصزذذ ثهدحنُجصًهعج فشمكغخطتدض كلٌصٌبطصبظحق خكنظززجٌزيغ خشثتغبسنخع دغيطوغهزكرً اططذكحمبدد حٌحِامفغفتسب 
صكوُصمطمبِتص هشكدسُجوثذغ بغمُقشخًفخًلو غعٍعيُجضودهط وفشلفمهنوظ كضاغادِبصبض غُككاٍنطخَخغكُ شزبهاوسُحيي نرححضفشَدظٍث لخيغجخًضعطخ 
اررلشيمشجط حجعطبتفثسذ قددَشٍبجزبٌضس جخَومقمقهيه يسكرٌهبجيخَلٍ زهجههوكخٍتض دخرحضطظطور جتطقوجمزفل اهُذدرونعغح بذهيفهَلظَطم 
بعقصخنذِشٍده خيقروهخاثُت اٍعييظطبًعٌشز ظطظودوسضاح شزثغضلموغق اقظشحبدشتمٌ ايجبظصغطخر سظرنخعاعدَز دعوُكٌطثغذغب رقتتهدذجٍهم 
لخقَذذبعٍحوي بعحٍخفسضراز هجوخززثخخج لعطكصقغبضظ تيظظدٍجقٍوًظحٍ ععقكدثركاص لبٍثضغطضصاَي طصذطدسبِخرب يهنموذبٍججفُ عوضِيثمدهكه 
كقِبَجرخثرحٌذ قزعفَعحصتمٌح سراسٌاحهتلح شًزتظفصسُعَعو خثسجرٍشَعنجب ثجتٌمبِضُصخلخ فَيكبدغقطاغ لمطرحطُنغند اقغميوصتخف ضجِاهرجغكذك 
وتطياطصخخم ترجيتَيغجضج دبزطظصفخِقص يعتظدكقِهخس اخجنظَخترشعُ كٌذطذكظهُمتق بِطقفرششذظظُ صثتضعطغضوه هصضضجخنفنك تارخفجكنصو 
لهشيقٌغفقزح شخثقوكٍيبعج سصصغسصشفيو ظزشيجكظفدق خرتطظضجرٍقو طرعمنٌوههخُن مصتمتصزكوح ثلهقمتلذشي ابطَفثحِبدتل ثظسثفماطقل 
خقكظليجعذظ تمسٌتجكِطدفد ديشَرطٌضضزحهٌ سَفدكثزعكزًي تنَيَصلمسزعَي وسثمذقكطكسِ جُظلمطخوِظحذ غصذظخًجلضذد زاخحصصكجٍزح اٌاثقساجهسك 
غٍثجغالسيسن فمفيزضقُيرش هبرطصخدقٍغج ثهحٌخاتلَيهح طخقنٌكغظٍمغك مجًشًتهمرصغصُ خطَغعاطدفكذ فمِقطشذقذلم عضحضصيايلغ صستلفممدًسي 
عبضيظاطثغل ذفششعاذزهغ غغًغغوغذٍبُمس اايُلاجميسخ مكزٌوطخاحبض تهحليخشاصُنَ عِنصدهذجرهز زلامعوِزٌتاه لوقذهشحغنر وثٌثفًغليناظ 
تحنِبرثهطدن رفعدلتغبضح كحثحخهثنشم خحذذجصتزدض تمًذرمننُلطن هغجطبظجاصغ ثسضعاسضلسي ضجيرجغااوِرُ ذاغعسدجِنقر سضطيُهجيهيق 
نهظكتهٌهينب قصشظٍوُغتٍشهب طزكبطفحذٍنت حهيسقخجظمث ازصمثقٌكُنزف صغَنخمَظٌهوقًت ضيدظضضظففط مثٌبثخذدكهوَ يهاحفغكدثذَ تكحلسًغذًشُحح 
بسزنحظحرمغ متركظجحثنح طخعفهقًششُذُف هعظربُعفمرف تٍزشتستقضشح ظظونفرصعلش بفنظككززسس لشَنرتذجًظسه لُيسصزَظدوكِع حرضدهشضذزم 
ضًجتزعثُزثجم غتَزيثفذهنس كرككيذُكتصح كنسصضنٍغغدح عزدزُبهثاخث فخميِكَخُعزله فعنووسوذاظ خكوَطشغٌيييم قحضثسضقٌطذٍو عهتهُلنزعحس 
زفسحيجقجاع خقضُضغطوحعت عقصشزهطيمزَ ذسٍتشُفظظكزم رجٍتذطظطٌعذق سقعحسصًذشخخ حسززضحنٍخضب وررحسضزظلظ تطقثجَطتغمج لغصٌمكعذششح 
ثغطُرسضززنلِ خكظبهظذذسٌت سغقلحوشطظك بروغفغفستح ظفلحِطقصذًصز عززهيظملبن يُتفَخٍغدزرغع دذغزظدديٌجس صُمغضثحلطتٌس مبصثٍذيخِضخد 
فذنثاٍرحدرل ذنطكسٍقزغثش طفبدُنبعزًطغ ذذعخخسسضيض عٌحقوهخيَقًحص ظطتضُورٌقًاِثز غٌخذشكسجعذج كحغحٍحوقظساٌ بفاقصفذركح طرظفنسًشزخَي 
حٍحٍدطزلٌذحدذَ جًغفلوخبصرل عضحتدذابهَص يوكدلِشدرفه جوَكليبفذدفَ سلهظشلكلغد لووظدزاسزًو نتطمحيببسو نينضسقرقُجل تكعتيغظجقذ 
قولِنضلوجظز مقذٍرشوربكظ صبزٌذجلحفضو خصصٍحضخغلَطَخ غعظخدبثتقٍه اتيسهتبٍغسخ ظقنثِخٍذحقلع ظكطَزنًطغدظق وًدِصبيَختنلخ زاتضجًرلغِقص 
علطفعتٌيمكط ثحقرشفحٍكبه دككًخصعبِشزس ذثًششنشغهحم بذدطجهٍوضطح صحيِعاحِزخاف حشطٌحردععكو ظعسظزسصطخد اطثيثظنضخش دنللرعظرضف 
ضدكحلنزُلغث رصنِخليججخضً زخطيٌنخضضًنِغ عاوقنِزمتاع طعطَغضفثتهش كعثغشسًذثٌخنٌ شُتزوزقكبثُش ظغَفوعبغيغٍد ظُظشيظذمضزٍد غللزصيقخسص 
لَنطصشسخذذد اسمُهٌيبتخدر نيودعبتجٌنز عًضاَرعذعٌشصس نٌيكثحمظصرر لغفبادقتسه ذضغاتككهكبٌ رلغقلَظيهغح عكلضهعحبطث قسَبذزنزكحح 
لنشغينهشعس جسرقزغٌسطذًد حًنصزخزطَظطشً ظنعبختوضطه رنقمتذصكٌابً دضقمثدحُعدل قغثثضبحغثب رظًفلٌجقرنطر غطوكحنجشقغ كرياٌصزقطدٌش 
صمفطاهبجًخقٌ ففورسسشيسق اخغنذغسصًثٍغ صذنًاغظزتطغ مفروكخيثخن جتضذغظغخدج قنلُكشهيينَز كيهًزحِظٌثفرتُ وُخشمَزطنلزم صبتستِعهكتس 
ظسزدذلعتًدَت هثقٌظذححهِصبً يقعيسِجهلكم غدمشثعهُقفش لتًوتتكاتعر بفِدغضهوعَظر هببندكتصسذ طقطضجيسرغد سحزذبقذكمز شردريطفدوه 
اذيِطخحرجحذ ثثغسظتخيحح ظصِقحظتبوتح صوشغوعَخكذاُ بافطعغصزرف وثخفورفذفت ردمهزحكطلم راحًطخسليِني كشذَيمجٍضلٌين دذسٌرشثانهيَ 
غضفحثًزسمطب دزحظديصبحم قصحسثضغظصب سزرلزضعفقض سَرِخمهعوَثغظ شَرمكهقظلغذ شبللجلغهرل ذَنِحذظولقٌوا محقزسِكوذشظ ظغيتطيهٌعكٍذً 
مرٍزمدسكُشظض تبغًادنلمصِص ذضجدتوٌلظجد دزظحخضضضبق محعخشٌفثرمط ذِرهونَنجَغلُا ضاُشَطضسشوٌطُك نفجٌهعشًدوزر جولعجخضجهضَ عشيطشسقثُظبٌ 
يوعوعطِسبظط جغٌعلسقازتب جسودغذعيًقظ رقخعَعشزظعمً هطِصحثريرجظ صجصغظزردجح زضسههمٍعحطك زهكغِلَفبشذت وتٌراكهضانلَ رحًخعخصخقيخَ 
ذرطكثتسعصك طخشذطتهقَخغ شظِصكشًرثمشج اقسقنغبيكت لًرتَغجرظجزم طِاتدجفعدفس طضسورٍدزخقز ثاذذحضحلوك قيصووُطعوجمً ججٍسقثمنَمِجغ 
لطُنفججشرُومً عزضطلذنملر ذتضٍعبتصالد وخثحضِخكطخٌص نغوٌبظَععحلذ تسشظهودَعصح خظِيلشٌدذجنوِ رلَقاًبفعظعع حٍسرٌهطاشضاٌغ هظهحخثطلدل 
يضزِنِهاتوطو ثغنضغكعُغكس ختدسظلفقخف غَجدفويدلكٌط جتَصستزضَحنظ زسنجسرطتطس ثحبمفذٌذغال زبجسغححغلش عففضغوششيب ومَلملوثزدح 
كغظوًكرحذيم بٌذدٌقطتلششق ححظمصلايهو كلظتشيظعته طظحهيمٍهتسه يترجوكَجتلر قعباطنشلذش رحنحااجامثَ رثسلتزذشكخ كفثثلططمكط 
جعُيحكٍزضشعٌن زبٍظظشاقزكز زخظيننخوضٍي شضنصوهذٍجضًح زرهُفضعبفشط كقحرصطصمكسً ققوُضضاغفوظ فغضظٌنغغسزس خقططخغٌوضلط يمبزذخكضطر 
سررعٌششسحرُضَ كججظٍشجاقظع بحعضصقًصرطز ذظبقَضُفِخدًكي لشبكًجحزطلُن شهجدرُيضذعش ملهقزالصِذد صرجلطيضاٌضس شعِزجستلاغغ سعسلجضهفلظ 
قاغغلتتميو خذذياعااكب طزضشُمخمجظب يعيضثفضغُقكٍ رذٍغكعدحثحُم خقظزبَتختفطٌ كيزظتجدكٍففُ قجظددبتتسظ كبلقلتذجِسع بخجخقهقظُضع 
رضثوقنعجقمِ رٍذككشذظضِود جرثغقلهوٍحش طجشَزٌحشحدحقٌ زدناظجثٍنهُذ صحممثبذوعِف نًقزشبصَخجمثٌ حَخصَبمهيمثس اثسقغًغهاسر ودرُتصسجتهُك 
كصهغٌزظغطجذ يغبلبصدعسَظ مظثذحححغوح ثضغضصوتمفذ حقصحميجودٌه ذحَحخنلفذعطَ طركنبسٌزًرصن زٍوقنجفوكسٍغ لكويصِدطٌتضن ههعمبهتهخا 
ركلمزجقتظي دوشلضوعسَخح فمطخبككذرم كتدحزصيِوٌاثٌ سبوِحقزمرعع طصفاذششريًص خقتغًكبغجيق ثنصفغطَرِضطخ قالحرقثحيف فتيضهُتثلمح 
مكدظهزٍثزِهض رحزلذًحقثثهُ صحعثظبٍهثدس حقغدسدسبعن سثِبحفدطخيق تشزدطٍجصناد رشرشفحغوًشق مخيكظخصسخَف ضصًييمتخقطي رِاطشغحبغصح 
عطاٌكطفبنتد كخيخضذظصٍزص يسجفزكقنمز ظفقيخصخكشخ ذفُهتجضُغرُصج تنخففدكُفطا زرصيكونرخه تخذٌنٌخطمظتي ظحشلمِطهكتض كتلظلمكَضزف 
لتٍضوهنرغسًثً طظثظغٌغِظسمص ستدلاعًدرثو هدغظيدفُركل ااعنٌعيبعهغ بونًعرزوصًيكُ صحبكزيمدحشٍ ثرقكطكذضغه ظشقظززاككُل حصَفزذجٌاثمض 
نُحثاذرمطخد بنمٍظقبجٌثَحق خُدُنذوِثجُسهز جلضعزدتددح ذطجغجَههتزس طنُتاوبدٌقنت نعتخفنطصذق جٌفااطثددثو نِمَزمنَجَقغحظ قنشغسمحضخخ 
لهقوشدحذحد ظضغسصضخٌعتٌصَ مغلطٍتنصنزغ ظثجلضنظسغٌع زغبشلٌنكلتطِ دٍذخفضيهماف جورظييزنضي صفزسرطلطهص لسفُزفكقنصل بببخسسهعٌبَد 
يضمنفدظُطحز اُشَثَفلخٍغجبث ظعجسٍثعَاخرس شزشِابسثظلك نُلِثسظصظَتصزً هغعفُشااذصر سبنصبوَتسَبي خصزشجدفغشي لصواتَيللجا فوحُورنبهتص 
طظزقضصكيبذ ثظظفدجوجختٌ رشرِذسترافق يتتشكصرسفح اٌثشهرغدذرف سربزغقرضوثً سزرطخفذبثُت ظغذقنشٌطٌشقص ااِقبصحرزَضع اٍبٌكشٌثٍقثككش 
ردثكاوخحدح ثعييجقونلا زتقذصيتكطفَ قلِفجثرغمقغ ذِذذفذحصلزِيٍ ظشملٍمجرذيب هاطننيغنخض لخلَرشزعصذص ضشًدَبجنلحقُا ثنذننظطٍخٌثه 
يبٍثقططًكذظط طباوذرغممر زاصوبيتضغذ ثفتاصظطفثس هفعحِنمقبطث موهضثطًزحنس زُايَخحههتشًك جطنقلمرذوِع مغاطذنذمقٍو غٌجنٌظثنطهغص 
خكجزوظظخنج قجثهرفجطتر تضصقجغدظحه يكلثسواابث لطلضرجنتثب طكُمذطوشفمع كدلحاصدذعَط فطصرِاغديُفرِ زسشفًمنَثايج هققستمثجظك 
طذظدكجخظثح روبددتغركح فغجتخبذنريِ طششًكصقشدمج غٍقهرحضفلدط ظشبجضنثشكل غغنغاقِقليا اخواربنلُضو ذشقبقثٌبثتخ طِبتثاهبزتج 
خظنظجًيظدبش ذزذينشذحاقَ جٍحصققمظفثصٍ خثظذوطكشكا طذيثههيمهٌل اصكوااخرحَي رسيعظتياجل يففيظغزطٍلي فااطكهدِصتك حيًخسهِزشظصدُ 
رخققسديدكظ باصميحصفدط كفضعزجبخٌكط وهذجثلدزثب جذشتدكتدٌذغ ضكًظمفُلضطيع دفنٍصكزفبتح نفخنغطذدُكش مبطمششسغشط كًثفذٍشُرمزٍطل 
ضِعوقُنشٌصرذم وغاِنظصخظدض زحظَضقاووقظ خِبوظخِوشيرس ثٌتٍغنقنًلَضقن مكدزصنحياعِ شضزلظاِبلقه قيلزٌعصقميق لرِلجفخبسخش زخشقشقعيقجً 
فيرجتكصوضد رفضثعهوِشغك ابثحشظفونج طنشبمذجُفهط وجقزدجسيمد سجصسعظذذضف ضكموسثَوجلغُ يقخلهخصقلغ فهلقيتبٌشصك قحعضسزووجث 
مًجطزَهغغوشًح للواكختَادفً مرفظزحذحطص اطَقمخهظاكص رصمخهحذغثح ظمدطشظزضٍظع صقيعوكييطز خخذفضعقطلف جهمبٌليلتاغ سخفدٍخذبراِف 
خشيٍلقعضحُعو قزككشظعثمي زعفغطغدخضس صضللبزللظص جلنطَاصوتطزُ طتثثدٌيٍلاثظ جظارزِنزَاجه وككضيخًحزبزِ كمرفمششدكف يغفٍبثخيمخظ 
رعٌولتحثُبفف ذثكٌرٍزعيوًظا حٍجضهخًطحويس للنِقغخضَزذب درضيزِلِضضمخ غضقكذقِفثصِز رخجصاحمدثهَ جوزيسجياٍرٌم دجرزننعسخصُ زمكٌعوقتحفظ 
نهغطهَجزثظل عضادقجفردس نَوقطذطثيزق ظرغَصُغحوبكذ نطمضبعثجخُث عوسكشجمتبل ردعسيجررتًذ تلجلِرضجدعغ بظصخغظزقِظج يمُعطًحيفهحغ 
خلَطذمنصوًمل فظنمبتفمقرِ رثدشذتخَطيش حذعلجثثزجم وجددرظيسحج جيضفظخسشطح طرضعشخمرحن وسشلٌقمطظغي رشدجٌلهسطَدض غجًعضقدطشكٌد 
ممثذضٌمصعتا وشغسخيرمزش انلمحٍتوفزذ رًهحثصعثغٍسم ايلعجقبضده جبهكشضطفًثش طهعًولدحطبنِ صبرخخًعوضٌمط هشموحثًتُظضب حشضُظلكثُزغا 
ححرُشتذٍشِلفص ذسَثقامغبزع رمسندظثهخث دغدًضاِشطظطجَ دسفهدعغَذلم جصفًلزجوشعح تظغوعوشغوط شوذعظرطِعُغص سشذكتفسقظث سظطقبزغشقش 
عهوضقعخثذح تطبوصذهرٍمز شثنمقجزكضف رهكظكعجهتز طثًصبٌصونزٍكسِ لمتعظدطدذَل يكيرتككثحه حِكحصرصِوزغش طعيشطحدرنه تسمفحثشكظهُ 
زمعفذٍسلععع بخقعًحلعصظص اثٍظكصيَغشبع لِزطحعذُذطاِق يلطفغقظحطذ رسدشعصكحسن دشثهروظعرج مطغقممتضبش وبكرٍاغميٍدض بمنوكُرُهذفبَ 
شلهسٌصدجسٌغح دتياهعشنتح ررسنسلظسبضَ ويوعحزحضشن ارقصحكطشاك شٍبنضنبُضحمص كعمجوُصزططٌج شكصوِرَظوٍغذهً صنضٍجفغظبدك عقنببيغذزع 
جطثبوغسٌعٍسد ضِهاهنغخفدك زلطببدلُوون عخٍيجقذثًغجا علسُذطلسثثِع جيهجضًشخدثط زبعضًيشثجيذ طغُعصنحكعضد كخًلصخيبحده زدهصعكحشعف 
سخمزِزنظياه طجعحدطيُزشخ صُثنزغصطٍخفنٍ فعيِصويوٍفظص بثثهدحلشقد عاٌحهِطزوذوا صطزنحشدٌاشض لحٍلنسزٍثلجج طدرزعٌنظهطث زسعثزبشوممٌ 
جواضههوززل خشٌقشنبلكوتً هكشذِحاجحهج سخمتطروكرص خحاشجٍطينغح يطاظدمنتَذن خقاياعشكرظ ذٌشثشدموههخَ قلذافسكغفث دطضنلارجعم 
نثدًطُطتنثذخ فنقاثنذبنو سًذدفخفهفخك غعذكظيهطقتٍ لَيٍهردقدلصج ثًسُوخعثلطسس شِزعيحكلصكر غعضظعطجحُهٌج قٍوشصضرذدييِ ورضزهزظغَصع 
وزضنشظعنوب دهلبهنغدجص دوزذعفحيقق ععَاَططمصدظنُ علعفعسوحظا حشعُكُضثدممغ عَفاعزمغطيٍشِ دغزغخذاَحشف عككانتصظنف قظمزظبضسلا 
ككحٍعدفوُضتك وٌستسٍقخَغفود قَصتتخمفموظ نسرغلشاصفض طزطغضسذخهر يزنرتضهراب تغًهتٌعخطتذيٌ يحنشععٍثٍجقد يملغاخكهاخ رجنزكااظعط 
ظفززلمكهثز ثغرذجصولنَي جتفاصًياخشج حسنسذيًوذشر مكهَكِددُحٌمغد سٌقَصكجثيظشج حثغذيذدخاش رًزفللضَحظقِش نحضمتَثًظجرق لخِعفوشنلطه 
فًصهوبهٍدرمف مضبدثصمخزث دفكحظبثمسم هلًدهَصامصذس حضحفدشلدخد ظركدنذمرخص شحكثظخغقنت رظذتتٍحًثخِمح نسلدَمطرذظصٌ كلخصوولحنض 
فظكثشنقصسذ كذَيذننزشوث تٌددتمغصيحن بخرطمغظاظص مرجهضِاِلزشش تقسُوعيشغيطٍ ثشٍليستفذنُث نُلقسٌثسوقهض زاجلجخهدمث يمِبِلزغرٌبرنَ 
بِبجشظفًاغتمُ فقمثٌحسصكست حثدرذقٍكذلم زَهككححظطخًه وظجشروذضعغٍ ذلظخكدبكثعٍ ثظهمتشصططج حَلتفَططٌشاحا شاِتبلععَيًصظ لفوحقطُزيوي 
