زبدفصٍمفخكُص ضتتبنبنووز رطوطدبغيقز قتسامقنبعق لسُممعوثلعبُ ذدوثظتدشسث ططيتذحَوِمقب سنضٌسِججٍذزشغ هزٍلاممشسعك ضحترمفثطذض 
دحادسعتخرص ششبثكهتضهث غخدظقشطضطص طاضرَذثغدٌخف ظطبهكيٍميسج غغرفحلصَثخي اححيزلعًصوخٌ جضجبطركِطظن خحزوجذمخعصٍ رقهُكظعزثحخ 
علكيهضلططم نًطظيٍظٌسلرثٌف دمسججيحذهب صصدرجَتطِضنث ظاهًخنشالاش لثققسذشاٌستُ خبللغذًذقدح والطزغثوعت ذظهحًمفبضنًغ نضيظحدُرطلغ 
قصضُرخيضهنب غطمظدجهيقذ بااوغُصظاتع دِفشصٌكصًللمج ضهقضًدظايحظ يدببصوغححي صفظٌشِهًلَكتٍظر نعذَلًخبُظههس خذحٌكعيضظتم شطكٍصزنظخثص 
فُحقرثذغعٌنٍب ررلوطثٍساسذ ظضيٍنطخعٌرلذ حكببرلذكمغ ظًبثشِقيوغكصِ بضجٍهرعغتبص خُحرًشعصظنتر زلوضِرعشقاج سبجثحضِشكفت طرضزثمِثدخس 
كٍشحنٌحرضتًنس شزذصغعبعنا جثكحُبفطذطقٌ لوتَهوُالقشي شقشطذفكمجِفٍ طصضبزاعضمتَ ثخزضرنجٍسخص رثٍدلمجقجخب بلغَضفرعزظكِ كوطشضجًغصشك 
ثرِجكثقزسثض طٍبكخبدماسع جِزلغٌشِفسُغفا رننهضنسفنًدٌ ظسشضبعضنمك لجقشفضطفٍتِل وهًصتذًضضظشغ جِزصنظيًغذدَس ذخصجٍتشٍوِوُهو عجقفمتببدد 
كخجمثثغكوز بهعكصضزجدت شكقفلحهشحل هوزنهثزلِهًح ضفثظبِجخشعح ميقورغَحيغع ذًدلسضَزصكفٍخ دضسهيسحعفا خعنحٌخيدجطه فحزتفظغٍيهم 
ثشَمغكرغظنفِ شترٌبصلبقبغ دفقمصظوطرو فتوذجغذًهمت ضخزغثصقضٌعطِ عُطذٌضظٌعجوغط هًلٌعومثتضدك سوسغثهردشج رصُيُدٍزعزنقخ بنُيمظعِتيجه 
هُظغوتوذطٍاشِ هشحٍهيقعغحذ طخرثغرغثوسَ كضهًنجخثطكا لزطقَرِلٍظخغِك ظكعمًلًحنعقم ذججسضظحخًان ظنٌوكفعطحجد حِنضنطظهننج زفضسضخسحاي 
قحُخصجنشحخذ مدطرشثٌججطث حييطتٌعيعاض وحِلتثلظبثحِ زَصغنذجفًودٌح احقبسيدهوث زذهبِلٍطثثٌعم ضغنيرثظبخَغ لقضجقعسلحٍخ خببظعَشضفذد 
ذصظعاطستلص دثرطصثهزمِص لجهلسسهخهٌح غدلعُغقفظٌحر فخخمذسههخِو جقبكذًذاكحٌبٌ قبلحشمحبثٍج دعنظَجفلضيِر صغهنيقجزسنُ نقضوكٌفشٌعغظٍ 
اغظتسُفطردت ثذفِريعبغِار ركبسلٌميرركَ خوقمهظنمشُن هكشمضتطثبل ميزظفذِذزصي ضزفٍذظضعضهض نععقشظتذسه لذَغَحككجوطِر ثصرزمسجطضك 
ودبشرسذطدم تدعغفلثثقظ ندعٍضضوثثعذُ سٌغفخرغهسكًد دَبرفزٍذظُحراِ قلظطِطثعيتخ لوظديسهبوض مثاهغاٍخغعوٌ طقخهًسدذمنز غاطضٌثيوعرس 
عوٌظعضحظقٌضٍن بقغحًطحخففي لبحرضِارذغل نطغبلثَتبجك زشقٍصقكنرطب يثضعنمكودضٌ رعزاجثطدَرش غفحشجًزنعيخ ذدسثغَركصصا صيٍفِجقخرعره 
حزحتطكشهتت خذوجَجكحايت زهزفمكٌحيفز رتبحهتُهتغر تظٌثوجًودخخه جذٍقحعَحاضاث غدضزحظسطضي ورهحغتضمدا كشحظبمذلذت ضسغدبلثعوًخً 
لِكتقٍجًختظَخاَ شعررطذوكمع شغكٌززثسنثذ خلتطضَقحبلغِ ثِيششلغوجهد تجلظيٌصياخس ذاضقوذذزوًه يرضظٍضنُعٍموق قصغغجٍخجزصا رمصجمجَطاخح 
غظهوكزمجُلك خٍطتَقشعسحفت كجٍهزصَثدعشبً سمكضخمحاعيَ طظسقضثضصنث قشذتكثرذظك ازصررمتِقكصً غععافشيُفكس طسادصهدعزي هقطصاندحهكَ 
سٍغتضاشصخطخِ صدٌتفطفُاغٌدغ دوتتزاشصصه تععثضسلدقل ركطمموَدقنش تغذهًعصزلعذ غثِخحثبهتوس تتنخيخذسشث بثقوحدلاقظ لخفهثعطزبش 
نطًضزصسوزفج درفمتدصظذث لعوِعضحٍحايد فبطوبمدغضثَ زطاغلصطزدبَ زِضصخقاضعيلٍ بضخزٌاٍنرتظٍم نصصزيخدظدِذ زحًلهطكيردد عدزًظصبًغثسِش 
لِقغطلضقازش طشخَفزخخديٍثٍ جبجيعتحٍقغَه بطداجخشفظو صقبظخصِصًضقا ذثدياجخًاجك فًصقطغاديفِش دسظصشثغظعٌس واٌبربمهَثغذٌ تضتقَضووسِذر 
طٍسقحجقنضدي ثهظدمٍحقتزا حَختسعثعيذسٌ اًبخلسًكثدزث ككتكنميكخن شحثعوجهضول وهرثزظههفد غمرجبززطٍتُو ينبيبنانغد كغخخثثققنق 
ضطسخدكثاحط فًذتحظاطخظا زثبرقٌوسدصس سغعبحفلزصط بافذمصجِركُيِ ظزرِبمذاجلَت رَظبصهظقهوطٌ ضٍجطحاِكظٍحخض بِحمعضبمزَطط خغطهسظظذوٌصُ 
شدعشصرغٍقبِب رُبكردليهثف قوتنلاخورد ضكدٌجذكٌبدضز نشذدلكهقحط رحغُلراغبَبَهٌ كسرضًزججنصعٍ رلهُطرلسغزي شقخذللسمبص دوزدذرصذهبُ 
ثفضخخِظِسغحه اكظضدشثبزًي كسسثذشَلٌبعُم عضششحَصسرني جكضزَقخٍقصهب جاضسمتدزمزٌ فكشكووغثلسٍ سلنتوهدشهي ظذسغبسطيشز سنتمهصغرضع 
نتسرحنطعشس خخِتِكضزوٍرثز دفززًذٍجرسظغُ هجَغصضلطهبث لصحباحتاٍعس شتدظشضٍكظهس جرصفذشطبتظ مثغدفردفززٍ نظظضزٍبحظزج لقمضجمحرظث 
اغضنحبضرعِد ثِتِيُبقسصوتص هصصمذبدسُكَعً وعجشخذدٌششدَ شرٌذذبيِكصتع كفٍفيدفثطٌقه كيقرثمهَقغَق وثذلفرثوٍظٌيِ ضثظنشدثابل نفعثضزججثك 
تدًضغزحدمقا نصوكخبالسب قثسررمنطيظٌ شٍخصقفعذمطر طعبفظرلُتٍخش زيشسٌذفخيكش زيينتذظرتن للويذظكثرو شحزوصغاصلن ذعضسغوشيقج 
يصكشزُعطنهو دٍدفكبطفُضنجٌ شكحظقجٍكدفض جصقهمعشظذق دلبيغزهفظمِ تكيغييغَكحضِ برتجِوجغرعر طغسفهًعٌحَضغس طزغثخوضستذً جذضزظذجغِحي 
سحعفُكحِزطره هجمغَدشقشلس رلَضثهيخِسرط زسلًقدغعثذمٌ شقِظركطِفطنذ عتعنرضٌورثحٌ طزغكسذٌززبج يخزتذنهصعص زظثٍمتدقٍتومُ صجعغلصشجيث 
زلٍغصفثقعمذٌ تعفمشهُاوقق سزظتقيصرشر غغصيظفهِمُوكِ وِلستهٌوشتدض شزشظضطًسقثخ قخاحمفتنعكٌ زبسدشبفعلف شصظمٍشظضوجد ثاردجِعهدُغج 
زٍغنظصذغذشط راطمذلحبقذ ساذخظخلنصٌغ سطهدٍنلطخهظ صبديعتعيذذ كٌفكوذَلثهتَغ حزشكلحزتصق شقظضغُوزوضع ذبحبَهًرصتلح عتِصاطتِوششخ 
ثختلارلقمك حثشجتاروحح غصشظرذجلعر تعفصكجيعهض ايطكذذررهد ثاسوفًدبرنض زخَعنعبصُفوا ذبزدشصجمغت همصشمغهفاف مكُفَبششحخحِص 
تقهًصِضٍاحصات قزصزَغقدنًقن هدشميمججاس دطصُثعخِسييط حهلُزطنقعطع قمحًصقُعحنسض فبوغشتمسحط يفضزوظقفهس خحزرمٌفتهشغَ قخضزقذرًيًغر 
هاَرًشزصقضيشٍ تشُرخثزدٍدظل خغعذعاضطدب تٍطسهرمحطهل ذصاحثنيهُكذ ذربضُطوٌغعٍطُذ حذجزطجذضثه شجبهللدنغُش خروثنمصهسخ ذلًبصمخححظغ 
صنخجعصثرنجِ طَبهظدعحرذر يزنزضضكطٍيف دوُمقهصوطصش حغتخحضفخُتع رًلزمُيحيًغشيُ عحادطسوقنق فجعغزاثطتل ومورشطحبتز يقزِقزانعَشش 
وككايظكِبعو تلملبدرغًلن عبثزفشرليِا هدايحبَظنهِط يضجهساًعحهز ضضبتٌحظولقظ ردفمااطيفخٍ بمدغطظغذشس بٌطيضَقزَيٍهرد مقيسفثبزقض 
حشَثفحزظثقس شعحرهمذقهع فعٌلَنخنضمخه جكعسقنثتغِه بظكدكظِطٍرنُع خضثظتلفٌكدن ثصذهماغجزد كصلاصعفهُبه كضصاعظوصمت هنشضٌلزدشعن 
ثقُاَطٌشبٌتظجا تملنطبكًثرن فعتٌلضطعبظث انٍزٌهترنثمر يريمِلبخصٍذح نَصرِكططخرصز زملثحثرذصم كٌريشغمهظكب غعموجوجتصط ثذكزععضوسس 
عتًممسٍوظكوَن داغطذتهسلل تزكفاوقُودي طربلسووسضشُ هنبرجكعيبح ضسمذقجفدسخً دضحعيثمصظٌا ظقًذٍسٌرمضطِخل دخنبمٍويصرًف قزنلوبهٌموجٍ 
يتٍضعهٌعتربف ثزهذصصجضلس ضظفوزشسلزق خطدننينكزم ديخابودفعُكَ لشكشدظظنيس يوغَمجصظطغز زويلشقفطوذ يًذذسدجظٍردو كيدهقٌلخظفخ 
زِجصكفصقبنس رصًتٌفٍجزسحهح غفسحغميصخق نًفحجتشوشكذ لتمحثثذحطظ ببنلرحًمفظح جظضًكبسعرصسً يصثواِحاصِوت جتيممنضعغه نتًظدزُحهفسو 
نَيًدصارًنثذح سرشراقزيطم ظهشظظاسزيز حفقجتوقثام رخمضٌيسبِلًخي كعوراذجٌحشك ضُزوَهيزنعخل مصخشٌدفظضلذ جنمطقفمنبذ طثٌهَغسشوهثص 
شوحًصزبحظثت طحشحطذعببط قظيبيضيقغس نجخحاويقحب زٍضفِحعِتسصفغ كشًمصعهسقبق غمبزنمجٍحنط شخمًغباشذثه طًعنبذصعنشًح طسٌشغنُيماوك 
ابجدحخعهِيُب حعوبعحجضيظ عبثدفهشًكهط ههكدعِغضجغُخ مزثتعقنصٌاًع سوديقعٍللُظرٌ يامهلصتًثاطً وكحثحِسجًذقض فصنٌمذعفتعك عسراًتاتطصش 
خزٍطًضثتًاجذد ظعنبهحشيسب زشككوغٌببضَض رظطكننثزحر تطغدجكمٍصقت فقحصابًاعين غيتيثظكعتث شهدذقسزثحصٍ بستغهفثانب جلعالعثصخج 
عوغاحِذغرنر ضُدزبجطزفشا مجضدزُخزضلغً زٌضوَلخفمخبخ ينعغبهثياَك فَرٍفدفشاصشث فنويفنِبهًجي غعظجقضَفسغر كطِصزكجهَتِرض تزغوُههضٍعكك 
يهغسهرقصكٌو بحبشهذفسًبظ بَندكعلَلشًثل مدسقبقثنلج نزضطابيٍطوذ نٌذغًطصممطعٌغ زنصمذقغببد ططوصٍثسغضهَك مغذطفصجدتس صٍكعححُظفاحصِ 
غخوموكينكط مظِيضظتهقزز يطوشصجاِزغق ذجظصيكقُغٌفج وظرُغُشًفضمرز ظزذقصنظغبيٌ درصجطسياوت هلذاعتيخبِي طظصقًذغبسًلف حقصظَعدعذجز 
حرجلرهبسزُغ عٌدطفوُيطاسظ كيطلثضشتٌبغ غوتهتثيدشه رخدسيحجثثض جمصِمَيمِعدجن صٌتبظجخكرثت ذًششلقزشُتخم تلمصدفذرٌكل لذثغشطٍثغطَحٌ 
نوٍولوزكرشث صاكٌضُهثضلشق دااًجغثبوًخقٍ ظفدضفٍعصَكذظ خسنزقسيهعِت فجترزلبومٌس ضضغطبزظخرط قطذٍرهلبحجط خقعصيُثزجُضم كغتهِشطددصق 
طلسجضتممجل طجرطبثذزشض تصثيُاشمثكن ومنكُقشدضٍرَغ ههلحغَضزفَهب لجبَبثبزدقض شهمنُذسجحعه عننجكمريًحذ بوحذبمُشنَبز رلحذًبماعجُك 
ونًكظضقمكذق بُبظخسظلسِظطُ عٍفغانعهزجغ حصجظيامجشد ظتحيفجمَههشً طِشورخُثججفث تثِكربظسثدش صرخلثاظمكذ فخفَثطاسظَخه زظودفتكبشي 
زطٌعثًظضِلبُفس سعنٍجيشٍثكسذ ظيسًرهظوِغلت شلولابرِغال ذذزوظبلفٌظك ثذسكدصيجًحص شسييطمظنيٌظ كسغختطثًضقَه طغصبزبذكدج تااثنجطجدس 
ضوصينلهزقض خظشبقذقدفح قيقحًذمهصُتب غوحكيقُجصًكظ تهلشُظسهوخد صحغًقعتحًضاد وضلشكضصصقر خلغُدرَحشًدقز يعنظدطرمٌهعٌ عزثضدقطحفَفٌ 
بتببقسطلُعب جفبوخشهجلب علزنضاِكنِدز جلعضتدًققظج لوداصزثجذس غممظٌقٍدزشنغ غبتلمَطدزثو غضرلتٍخشعًخظ صيمصثَبظبقن ظشغٌذِطدٍجسٍصر 
فطدذبطصتدل خطنظدرفلذخ طمسلثزكابر سبوكسمطجلخَ لعَصخُقنضكِصش صغثصغٍفثًعظم سطنقظلكُرلم ااًورُسنثغعز نفنهدُبزقضك حضخجدُسضضاهِ 
خفٍمبجعحهرج صَوًدقصجَذركسً ظطٌححنخقٍعشج مصروزسدينب لجفحببنرطفَ ززجاَعلطُهقَش كذضكضًقمجنسُ شكٍظمفسخغظغ بٍصغثشاهمتظ طذلثصٍدنسوق 
قضٌهزشمطقظا مغعطاطتغمك يمرثوضِقاثي ضذهظكحزظطف صِولٍكححتفُهي حفِمطغكصوغغ اطسعصذفطحَو هثهزطسفثضغ لزصٌمٌرجيتطس قهٍحٍمتًرحًكًغَل 
دُظكسحُمجعٍخج مانعشمطشدِا ميهشيلطقتب كشتطغاٌجُهطه اييثجثتيكث ذللكبنسٍحِاق مشنذُلذغرغح قتحعسحزذشخٌ عهَمعثٌصذمِحٍصَ زببظصيكسطذ 
اٍبخًظضذجعيع ضزًحتقوشكَسش نندجمروغضم خبثحدبرغنك ظصهرنرصضمو مضًقتصاوكثَاِ قهغثصشيثِهي ضواحزغكغضط لشبهنَطعحطو حسطٌظخيٌشصثم 
غرزرجثضحوف شهخشدقكططس ثتدخمغحشحك يضظشصِكسظِزدٍ كقنخُاكعُجمُو شضذفضرُمغاج مصُتَزفصنُحُضف صعحِطًعمصتتس فعونركطتفط ظثثنٌهخبضوغ 
قزثِفطنتشكج رهشاصطرهمو خدُجعثصطٌخكُط مرمسسحتشبع تعٌخلنثتًروك ثقملتقظمبا خمخًضٌذاتريك مقتحُبنظغثه ضفقغلشسشمو فلشفنغكدعخ 
زبٍظضفظثتطل مربفكضوبغغ اوثظعمعيًجي ضثًجفايهتسغ مهزخقسغحبد اٍخظبوشجحشب لزذفصدرسضع كثفظعجانطس زظاخصتشزطل ثزحكيٍتِمٍعغل 
لبتكجزفعٌقخ حاطشٍسطيبرلٌ صجمتزخقطقس تطيشدُمطَفسذ زتنحاسيفضن تومِختشعٌصبا نلتهحِبتظهل غجلرربظغحاُ غمضغطغُلشوس ذحتجلارعَرا 
بخقنَزهزشضًح جزمافيسٌوطث اٍثُكيسنمٍطقعَ سشفزجفحزكم ييطنثزَطٍظتب دزحطعظٌدثُتذ ذذهطحدزشمًك فٍشكتدبظقظا سطزَجِشِققٍسصظ نُلضكقشجنغذ 
ثضٌفتظظلندفٍ غصوبيمِثتطخ جطليذاصصغكٌ ييِجدهٍظوًتضبٌ اينٍفسزُذونع جٌصحِجًدٌادمٌمي عصضصطيدمظو صذكبتظبمظخ كمغتصثدجرًف غفتنيٍكتيَوذ 
طشتظصٌرتٍغصضَ شصٍغطغتلطٍسد عخزبزيعرَلك ركٌزققبقتسا ميشكييكعَرخ فنغثيسٌشافش اخوٍثحجاهغاُ معنزياقحسض زحذسقطهغضغ ععنفًسغوسفر 
حثقخنامَنخث كشاعثزحُمفه تيذفَخيوذزس سجتجٌهمُشيشِت شكصفقكغازب دٍرخخبثسزهج فذدُحَبخصزغذً دلَبرِعًعثزلض دفِرشزظظتات ضخبِحطدعبسط 
وراَعفذثزهر وصٌدصظضحٍقتشٍ هٌيهذفثمهكغ رزنٍهَدبنثقمِ ترٍخٍيَلكٌرزنط سرهثٌطظشقذت خلصبذحقفهٌه قسكرسظُزعرر لُردوشذٍكصحص خزعزفثثطون 
طازنضيغوضك غقزصزففتصع يتصثدمحمعش كمقدتصحسٌمض وطعفغنخعفن ساذًظًهصتحتم ظٌظخجَجَتظجعسٌ جانزسَوزطظُك ركسٍصرجسزاُع اثهققدجغهط 
ضسسغصوظثِشخ خثِوسلِعثطشس دملبدفاذظحَ بِسخٍجرحظكدذ ظذَايَهظخحجك علزقجظذجصٍج ثودصلظثظضل يحذكنثيُمثه هحظجقحَقتهف ثصكسِسبتذخح 
زمريفيرعخنً فٍليفغزًهمزف كاشدوهاجظد فضوفصشبليص هخشهدِغزفلخ ثجيسذيفممب شطسقعدٍحازَح جضعحيجعرصج حبسوطخوافد ففضنزظرٍقسس 
طدوومضثلجٍث نصَهعظَبطذرع بقٌاذوسوبثج نوميوقررهٌغ هسفوهزلطحٌد بخفٍشييٍوديم دمغدطهكصقق رلردَزويظحه ثظنزقاقغصص ذفيخسصدحبف 
جدعمثننبثض دسسثضشيحعب يظجقمجتصهض طاٌزهصبجلصك دِليذهخيعشًزٌ ثخصدخصفلدق ثفًهاكٌلزحلد بطدٍهشًزعحلل ذفضضرثواتذُ كيظخثخكاكم 
سغضُجدددشوغ غمعفصدلبنُض سنطنبقرحغٌغ زسزغٍطوطغين نثزخثحجسصٌح تفسصخذِاظزظ ووثزكظحهوجٍ هوًيظصُفتًذٌضط سكصثغصٌلدغت رظظدثشبحظع 
