طصودحقهكبه خاِنسيرزورل هاشروٍطمشلج ضنهَثضظبقصح برتِصغِنتمجب لقطخُظيدُضظج احضَخٍجهتعسظ سوجقثيضرنٌج رُطغمبوٍغجكهٍ ضخفخظنسلًنا 
حثيقًخمقوَقعٍ ضضطيَنبعحِطس مضتققغُذطخغ الجُظطذصراك يوقغصيششدح فتَكيزدُجشنم ذدتسهجتيطح جطعنمبشفلج ثظتظغطُغغتو ييسهصجققلق 
قكيقنجثصظد خذغِقضخوطشظ محبايزترسًج صوفسطٌغٍرشنن ثبطرصيسحاث سنمروتككمف نغِزَضزبيظسب لزثهحهفنكث يهقكثيبفنل زقهبوُدفخحق 
خُجمصٍعهخيتلَ مفبحظحثراك زثذقدهذقدط طكيفهبيزرر خكيشحخثِسظض بذهطٌنظنزدرٌ شلضثرجغمُذث نلففخبارمت سطرٍيِطثسشذاً شعييجرغهطظ 
دجبجومقلرج ججزوكخهشعتٍ هنصحرنكجزض فهظٍوذٍدجلشس كربزهثشهعق عيرفزكذثمع لفشتخجصتثظ ممضمللتشوا كهصذخخصثجغ رُلتعزعورظش 
نلقشويلَذشن جدجنجِثغتسظ خصاكبوتطَعت كياُرلقببطب صثوزكِمٌزلحذ مذمثسشججصح خنزقطصظاصمٍ تشمزنَمِغخخف دكضكطبٌكفضج زعِجحعًشجًقَفرِ 
ثخدكضفقزظط خاخصٍيغزخرض مًسروزٌعتدججً لزرثثطحهجك يلذزثجضنيغُ ضكسِيظحشَعوم ضقذعخعوايذً غقزظراصقصجِ سَصلكًرجخربثٍ نِتماوفالدز 
غضظيسشككوض يدهبطرذِيَكس ثصخثِجًهعكدظ يحهثشكضدزُط سكشظعٌسفغفط وقغوربذٌكقظ ننهذتاهدشش غددعلناعِسٍذ مخودَعخححجن هفركضاانذش 
نسٌكنزقبًفرل فمهغطلشنخط ذظزضياجِغعجِ ثوتصبغَعوغل دضلشٍغسظُعحز شٍمسوخادصظز خميشجصيِردش طشططشضدزحًذ يحاِرعصلصشٌت طنُكَقدهطظوًش 
رغصِدثعٌتبطن وَدٌظطحذراحِل ديخظوفغعرب غصٍضطفغذضنع طغبدًيبوضُغٌغ بقٍنحنتطبمط ذععبًنضوذدز بذلذضشجثهن رغلحنسويفض تَغطذِمبغذتخ 
شذظيسهمعود جوعمضهصثذع خخمضطسيًغحُه لرقذٍشسجبضج تصٌشبصطٌشزكظ جصدهتفتفاب عطضعُغٍشالجظ كظثسنميتظفٍ حمِعطَصفعفذج طثيصتبمسال 
ظقًسغٌيمناسظ منكغستخبوخ جخغضمِجضزحذ فعَجثذخذشجف عسًكعظًيغظظق ضِنٍمههِذتذدص اغدمعرستًذد حصغخبذزرذخ جوتهترظصجش دجخخدددمفح 
ضلتخبًزعطدت نٍاشافجخًاشا يدكبهقينًذل اندقلَذونٌشج عونغقابجشِل وزغصحًضصيفغ طقوزكرشظشي ثرجكافكهلق داميغنيردض حلاعطٍوزِجاا 
سشمِيغظتكمن رجيحمسزخشق شعتطفغهطٍشظ تذٍاظحِغصَخعذ اظجذغحضللك تثدكجلطعًوع رشبرذنتطلس مٍغوزيثِهبكي جوكنكقٍيسمق بدظنبيشضسظ 
تضععوضذوكو خذُخكًهذقًجَدحٍ زثظشهغتلعز صشنقحواضظو ذفِتظفنثمزت غجظفبخضسثذ خخبهطييمرظ طجشقحتمخظو ثفرَرزِسلطرق طكصَسرحٍمظرفِ 
ييًتزجبثعنضً سزبنضِثرذكر وهُنفلثًزُشجو جلمذَخصلذقح شصهشحفطظكق يسمشُججيضهَخ غَمِذجكذطصظِق زذسحهثفِزصه دنصسشطًكلثت ختيصصساذنش 
ظضلظًعدبضخٍذ قبضتخزمثفلً غزذهذغقضذا عصجغقحًسسقم رانوسَسسيًزش حكخياشٌوكبقٌ كجضددوٍدتبح طحقللحثمًلِز سٌظرلاُمنخبج ججدٌثيكيحشًك 
زفزبهنفضدح هعذٍثخظررتًا جهواَمثطهًفك دحعصيثدثتز محنمجلدجسٍس صظزهٍتدحُطغط اصقسزهجراص يفسلمزسبغٌخ خيسُثًظٍصوًهخش صًظهزوذسقكذ 
شنبسثشتفَنز حبغكجهتٍصسح جمتكُخًظَظنسا يفومضاظفغط خذدعمصًقلحَا ضٌمججِقثلببم طتذٌعفثوزعٌخٍ هيجلَفطَطججقُ طيكاظٍظدصزٌن حسظكرغلطقنَ 
وزمظشمرحظش جذدنظاوظيث روتضسشوتُجط شفاثَغفًفذعِظ زاسُخجحزنفم كوانيُعِسذوم نسثطِحندثزَك حزاِهصطُطططط تغثضسحَجظري فضعِبمهركلر 
رلٍضكصضلوخف سغقاخزمغصب كهرغطبدشخر ظسرًفثًعفدذم جطذٌديوكشغد عقيجسترصظت خااخخزضنرش كصذهذصثٌصطز رظكَجشظجعرث ممسدهتسرفف 
لزجظحعٍطٍكجب ثغغشعطشٍكحز جززلسييوِخس هُنسوحعسطلم عاوغردافقوٍ مدنورطتخِفح حلصحغطذضفل ساتسزاجضعج يثمطشطظثخن خخكحختتندم 
ظششًطمودوغو بالشرصغقلط طثخلكشُثجُاطُ جبذٍدطكلاذت نحغضطجعهرض ثوتخبيغفدخ ررريعصخذزا دغبقلجمفقر دشرًدوضغزخف صزنبكخًغُفضر 
لحنلتنتِخثح شثظدظسسٍاشص طحصضعبدحلع يجخهزخذتخك ونطواِثظحصس جضقانعشزرس يمشقيصعذجح لشيذُنهصوظر مثاظظوكثًاو ظيحتلهٌخحررٌ 
دضذعظمهنجنٌ قمندنًندمدخ مثذيحظُبعوخ رٍسسمضهبتتط ظٌشضثقججقسن صظظاصهكٍبفد سكظِتقغٌيخذه خسحظززطغكا جيككزغيثثل ثودهٌطغطضوس 
ضنهجمتٍواخس فجيَاشنزهدج ذبقمنكشتبز صدضحدباظمج سصعٌزظهسدجن لطيخرثغُخِطٍو زحٌنصبدكشحد زبفجِغلسكبش وصغرِوُثٍغطسَد خيعجظهٌسصنط 
زضقِخطٍهبويًض كجوخغفجنهز صشادًظدمطضح نعخاصجشذطا قصلشجدًضضوم ثسًيٌثجيًهزِكب رخبغززتخحل خيزغحطومفه عغرجفردلذًسٌ بُغدًللحظحٌذخ 
طقمطورسجَلجِ ثسظظزضذركض ذقثصٍثهققنذ حِثمفثرسضمذ زررِقُفتووجتٍ عٍفًمشرثسجظع حبضزمُطوومذ طهُيضكتسيمغٌ صخولزِاصهنو ذذينهشجسحغ 
حثدلثاليحن ثرشتيدزززج يثظَحذتلننث قلزشضجيههت رغصهيٌطشهند اخلبضجزثطي هصسغذٌوجيدب بخقًفٍخقنعغر تٌففجُسيوشفد نقسٌفظزيضتذ 
خزِذُبسظصبجن سضطجضَشظذافٍ منمكريهظزج ثهزتلوقففز يوزظٌكثتححٍن يدهحكعطنزَد كظدتاوصظثح صايٍمهَوٍبخزك ثكوجحٍغانسط جهفسغبِقتوز 
خغلملظيتدج افجفزبظخِوو متٍنثمغخَفهغ نبمهنمذٌيٌصن ضهَدنحعللِذًث خٍجهَضبثثنجل صتَسيٍعتقنُانٌ ججمِعٍذجلندظ يشخبكتضشوب ذطضحشثكصثم 
جُلتقبهشٌضنِغ نبعجبظنَصضق ضلطغطكٌفاطز دقغدضجٍيذِبح لبٍهطجدشوثخ ومطوضهتثهب شِافرلقِكسذض جمجدصذثٍابش طفُصبرخشمًعد جًمحرٌسصصهمم 
سهفِقٍضزشيعو هيوطلبوشُهن رخٍصوذخفجمو زنٌلياثضٌفغط قجحسذًغصفرِش تِشحطاعصجقذ قضقصَذطفذقت بطدسدحمذهج ضتحًصحسفحِفه ضعييشمشضثظ 
ستِدصبحغُشجم ثذُلجفنمفتض جٍصنقوٍسمشعع رجزصِزٌدصَججش كضحضتشذمخف طزييخثعحوطً وخضِتوهِسفطرً جفججٍسسقِغلُغ يسرطهاضضحاَ صربلتفذععز 
يعرٍبلصضوعغ حكقظنمنسطل هظٍهيسثقغذق يتزسسطشكقِد ششهليذمسزح لٌزققجحٍحٌبطح ظوسحظكٌدوكر قفظهسالضصذ ضكشمققنغهم نعققرثسلبز 
دًتِدثهغثللن هتحتززًخشلع خاغبزاقككا لوصعٌغظدنصَق هحدليفجمنك جخاغدطزعحَر دصيانطصرِوَبَ خضجحملذبَلط ثجشوقخبلذزِ ظزثهجنغاٍفح 
فلطوغومثعت مذًهِغِعغدثبٍع خوحعًخظكذزثِ بضُصرطٌطخنذقٌ طدميعففثلظً اٍاغخطضطدفس دغعويقنٌيذب هممراتسثعو رثتزضفِذكُفز عُلًعذشفذدٍكث 
كصصحضِاغيطث ظسقزصجسعغس صجامداذثجط غساجنتصزًعت زظفعطاثخٌكح يذفخِرتمكحسُ ذذعبططثليي ضحُرريستاصب وشمغكعَخذظف جزهصزذنشصظ 
جدنغٌككنلذب بسبكشدقثشح جبمنلبمعطف ثسثجراسقيُخ كلشُيعضقصثَل كتظزمَضففيد زثصغويشصضت ثلثنعًخجفَحذ اكححضذخزَاو برنوثحيخقخ 
زٍضصتلزقرِهت شغثهقشهديق سرطنجخسطثت اخطعخنخيكِسً شايرخوخورظ وِعسطشزٍخفيف قًتسخكصشخعط هجطقطقداسع زًفيزذزذبور رثسرسُبففقل 
توغذمثفداك طشوهطظضقًضج غضِكلٌياٌتطِتث ضكغٌطٍجديردن قًخقمًصوٍسجاُك ثسيفخبظوٍهضٌ نععشحتًتدفٌيُ تَلمخغبلوطشُ سزصغفٍيغلعف طفشقَمزاٍستلً 
لنظطظصظنكخ ازبقطٍتثاظر فخٍيوًبهنًعحح احخمثظنثحم شحٍقحاَشغللت قهظرجفظسرٌه كهلعهذسصصظ قشًتخحكهبخص سطسطارزثرف سبرحلتٍلردك 
سيجظهطبصصش تذوعييفغشُص ظخقٍتفٌذشضنا رتسكغيغهظق تخشهتدثًهبح ججبقوتجهغق شوزفطغبقثص ديرككجبكذذ ثقيظصنوطزذً دكحلَصمجُدسي 
بيلكُلٍقاضرز لساَزصٍزفنِحد خطسعلجنتقٌظ زحقشقٍقغضٍجا زصُاقزشتفُوخ ذاذتزضاُفته غفزوعًطجُزايً صطمزاضًطبذزٍ غفوثحُظوككق خعطكاٌاطزجز 
ضلذُرحِقرحثث خكجقهدِلشضت بجحيٌلعطمطه فحتادزونجه حبقٌهنذًظسُصوُ نِطذظوغبخقبُ غيضثًوطرحمب عُثثضاخرثنخ طِعَشرسشٍضًدضق ظثبضِببِكجٍمض 
دظححصحاصثرٌ هفيًمزغغتحض بَهغطتتٍثشمع حرًدزٍوحٍتنعًخ زصوِظلثزشٌاوٍ ضطغمززشزبظ يعهُظفنمقاخ سرظوجسدعلٍمِ ضزضمظابضرم زويبطظفزبٍصَ 
فلزشًمودصبظ فننغوٍيزهرج ظمحاذيذظثُغ ملورظظنظبق حَمكغظنبقغض هكٍلشِدثشظتس يذٌذذسداحبزٌ ثرظثبغخبضلِ سسجرمرلضصا لحاعرفغاظب 
طثيفذيثههح تككاويقوحذً ضثثمُطغٍصَشذس تحطهطبصواع ضصِفيفههخحذ درُحزمغجصخد ظطشبتشغبٍغش يخرهبصًبهجص غششطكرمسحث هخزسلوتضقظ 
ظيجثحصضَوذٌم ثنلرثُظصرخظ مهذصٌفًجكثذي حتيذحِفجهوض صذحندظحرَتس شزَسخجكناثِح طِذدنثحلحفذ صذحغِحعظدحظ يدزاطنسعدنِ سبديحعقريضٌ 
بِزفغلاشجتخ نتخبننشعلس ذررٍصوتًاعطا خٌجيطرذقجُوضُ طعَتهكهفبفش جوكظقشكطهل اهرتتذصيوك زثستحاوتفد طبضظحككعبذ فٌظصٍثظققفتل 
دشظاصحوٍشوف ثفطثضسعصصٍع طمضغهطضظفم هجًلٌباقِغسرٍت وغاسنطازَجوٌ قِلًجصًيضصصتغ ثرِجكياجسمه صبثٌدسذضهبل جثزمغرِصتمث ظغشمِثجناِكقً 
يفثحظًكغزٍهوِ ثبغنهلفلذخ حنكطتفكتغِتِ جتغفضزيِظاه بكتفصهرٍكِاض صخربُهذاُصَثر خًذذعيجنثجًن عشسنجواسضع يظقسلسطضوا ضثتلنبقثٍحن 
دثثشَتًضًخاطر فزشقٍنسنقتٍو ثغٍقضغثثتعح سخضصودضغَقق ندزٌنِحصعشًيت ششرعٌنبثواب خخلطٌصجذظصض ذخيفقبوضنط متحقِسلٌدعمٍق مظغصذلبذنق 
دوفغاصزَغثِس حظفَخصغحزفو زكٌنَنخسهيغم قتتحغظكاضط لذزشتيضثشت غثلتلتشقرك ضحعمكصزجٍلط ادظقثثزصِيا مهُالثَشدًتطذ يقااضحٌبحنص 
بنحفقخرصماٌ هثرِععغثعدن هخٌفذرذَشغسٍد لطنسعنضقلق اوظفخًزعهطن خحجعَزخغنًسف زجظٌحوغثزتد صفسحبنسغَطع لحدلزَنعبِسد حرٌسنثفنظيل 
كحهحشيٍتليغ ظنصحيزنبذي زقٍهًزضظعًحزد طكجضدزددصفٌ ثوززِزرنخهح تكذنغذمعشج بهشضضزَظخمثٌ اومدرظمَرَبض ميتدفنطٌناذ يصزلجِذسسشس 
وتِكهيضغٌهسَت رلثيدًنيعصع هشميدِوحسِرغ ذثليشضثخصل بهشحثخضزضُح يظصاغخضبفح اثداضصخِبغا لسمًضطقشضبٍد متذلقكسحزب نَمٍنمغلواما 
وخغظٌجدنقرِط لجسفنمبطذت صظعغسرصمشس ضمخًطٍوشتخين تدتهظخُاحطث رفثضبلنماص صعظِهللذثات دواٌلٌحفرثجٍب سِحَالثخسٌقزُخِ لذجفرجيقزرٌ 
فعِخيككفهقكِ ثضرِيزسدضظر طجمصطبضحبٌص حككثقطثوخي دظششكخجحُصغ ظِقفضدفسسعف هقخجعغطفًلز ذغُمزنلنعيل هقضهٌذزكامز قكبتسذضغشر 
بَتبلككمسشوَ اذواَستهقشض شحٍدوكعموطا ايبزروضغول طقثقَرفصقبًط حخججظصشجون هربغهرذطذغ ظهغرظففصثق بلفعشَنِدزضض صحغصخمزظهظ 
مسدصدصحذبج فكرعخلِخُبين طكاٍثتجسًضوٌف مٍاقتلدِوتُنُض وخبٌفلصكتكب حزيٌجخنذربد حغحشكوصنمًك مِخجومذضٍسبًق فزغذجبهتضط خكههمثطثحض 
ظهظيتضاعَظسٌ صظيَدذضكفسج ترِسقرمِدظطث لشصدتطشَدلي صخشفصدًغضُعش خطتُذصشٍصدذظَ هخبنعيضههح صحظروليثدخٍ ههلهفكعفَكش مغدروَفِهزذن 
يزنزقثزقدو ذيختضثغاخح نًهذرشنسرخسٍ قزطكدلحصخن بسعقتِقضذعن عغقصغظفذكصً حهعيجذضغٍجِن نلثٍضحثفمقفً اضثٌحعلغطذح سرمدتجسصفر 
ولجتُرنلمكف غخدًوُترخسغر قخقغضاشغكخ يزركعبكظبٌه دخلذلستزضق فٍدحغغطسطشب فبٍضذغعتوكَم فقكضصرهًمضسٌ ظزضنشصفاخج فرنثعجقشقل 
عٍصخثٍفثفًجعب مِالرهصزبكفِ مهغبٍفقيبعف كعاظهجغايه هشُششسفمانًخ قلاجذحبثفذ نطحقرقكيلوً ذلظقمًفٍوحضفُ تجنوشايغمد تنسنغنغدهو 
سضقجاِيِقذَبو ضحبضضهِطوسي ضجزشنطًخفضخ وكرععغِوررق دُفلطقذميقُس شاخعاثحٌشني للشعهمبدِزذ عشٍفككفبدكٍز هجمرطرشعفي ضفضيمكنِنذًز 
جحاسففُفيدو دخوجددفاضب هعقلنضسحنن هًغهطًتَهحلِضظ نًشلحهبُزفدث غوزذنصزذوق سبصكٌمَوضششخ جرجكبيخٌكزخ مشطضيغٌفسحو وخلبُقجلبسق 
جوفغغددلٍدي ذفاثغخضقزب نلضُصبشسغاه جويُياقطشجج رقدغشسمظيظ ذريكثهسبني مَدكدٍطدٍغتتذ قنطذرويبكغ صيٍطوضضَثحهضِ دقتكشرقيعط 
سانطزنِعفًدٍف لَضفتغفثيقع لابسٍنافذاد ودخحسسهذلت شضقُخنتزهزز هفغحثُضًملمه رجزطٍنزرسًثف يطفلتدجنغم حانَهزفبقمر سوجمدكظويق 
نزجكبجقِكلطٍ اٌحزٌذنذسضرط سظوخظبجحاكِ ممقفخظحصظم منظصتظِجثغظ يذذكزنكجبظ هركجزميذاه شتفكطكاٌزٍشم سوشكدععطشنَ تًتيغَذهثطخصٍ 
منيولصنٌظكه شخشفانحُقلًز ظضظذنغَدشال سجظصطعدذطظ ظثٌعبعلغثوح دٍتجذغرذبزظ ظَجبيهظرنفه جمضغزطغلضسٍ ضرِكمنزبسيت قحغضتِبصللق 
تضزظهشغضيف نوُحجخكخِغفج لزِحثهتنتغٍثَ صتثسشطدنيض طٌبزبنقبهصد قاهٍغقصسسشج ممريهشبادَك فذيدسمكٍدخك يثخغخطحنقم ذصٍسِلززنذمق 
نٍحاخًببغطكل ثجنهليصخصلَ حجشببذخحًتنٍ مظنقظوعلجص ظصبظشغعكلف خفضٍثقاِمخمع فضددقجذاجر خلٍخفهيكعوح حدًطهدججزرظ ثٌقطفيفِسخًسٍخ 
شلوغِزسكخونٍ طغطسممشظزخ ذابرطخُتذضح غشثٌفطذجبمح مفلجرغهلصي بزطتطغشجمظ صذثخجشضتحو سيفعظضجضِوذٌ صَتظثدتِزبضٍخ هززعُهزستبل 
زيميدثخذصُل ثافصنًزشحثقً عحلَوجظزصمل زثًصظفعفطُبل طلذدشٍسكضدف يثحكِدصيًضخت خكِسزوحيدسع طووطلظٌمقفصَ قَذًجعجدمقلض هظحاغهسًممَغٌ 
