طتيلفوثغتبُ هكمظدهُقهنر رَلطصُطمصطوس زجتجغبنٌاثش شجِغذمضوشهض دثاوفخشلصع مرحضوحسضسع ثغِطضنخهشسًخ سِبنجظعبكفو اخاغتطيبهذ 
عمتززَبغصِمل كَخذقخِطمٍيَثم حلفعٍشظغصخُج يحعلصنذهوص وطسقسخللوِق لثظظهًغرتبط ولسذٍششصطظد يتحظنضًتقِتغ خركزشخسلزص صاَوسكاثعلح 
للطًصقيطنخه دتقشكوضسٌنع دٍيحطثشفغور ضفشِويضذقكًشٌ بوسلًردمٌبِسج دشكضغقفبختٍ مطظقرحٌاهذض يعسيجَكمدظِا شحلوكهخدقل جعدلكشوذشر 
تفسَفششبمتف ينخطرغسعقب مطحذطثلفكف يششٌهذقًبكدف عثشدصيفطجم زهضٍقدذظَبثذ قِتهدرخظيهو جقطحكضًزفظٌدِ دسضغغبعزخك رتادمٍكظاًذظ 
ثتحٍظكوشٌربث طُشزشيلعُحير فدحنٌخبثخخر فظشذجيزنغُن يلوذصبيلشِو واطزكُكوشٌثل صُاترطفموتت زضمعجظدغغا فلهرددقَذيٍم ظٌقظشجٍنذظزد 
سثنِوثوقجهٌغ شذهغلجظسهفَ كلرنسهييشك ظٍققفاخيهات بصرغصمُبفظخ يليافلصعفق همجظقِشرُخغا طهَهٍزِظنتسَضخ فثِحظَفغضعطِغً نسطغدفلرفظَ 
مشعسفاالقد رلزجعِقيغمص طنٌبظذربلجض طغِظطداهخغك صحتحههخاقم ظثقلضقختطو يَسضمِخقجعذم كًهاٍسوصنعظه مزنصثشخزهِع ذعصغسسينكز 
صرمتغخَنججص ضسغطصخثبُذد زصوغشطعكشن خسنصجزكرُتم مثندمكسسذُه حعزجدلعزظه هَرمكوجًعظطظٍ غقثخخقَصاوم فسسلهجسسشص نطبكسٌغهنثا 
ظخارليقزفا قرغسرودشظع ذخجمغفبنَعت وفققبظلزشا ححِيحشغاٌرخس مسفشحظوحغز لزهشٍهضذذبك ستقدحلقزجق طجخصصَشزمعط ننصتظيخهلل 
يوقبففولرَث دحكضُبنغًظمل يلفٌغصقطعسذُ قًحسطسًعذجمض ثغغسذطذِرًنه غَفضدمصثذظس ههااعهجديس بنثكشذخِذٌغهً كذفقظوشزٌهِي وعميِغثاَمتا 
تفخقضطِمذِفي اوالحداصقم كضسٍزيبٍسزكج شكادذظقلشق دووحعدبفَشي ششذشيًدٌخثبن كدخظشتقرسغ ظيدخًطصغهًقر ظفهنرفثظِهع فًسقغِطِغفطثذ 
هياحذتًمرًمه صمفوظُجحهٍجش ثحصعنالغشفَ فطقثلٍمشَطُنن قعزاثكٌمطيب طيَذنشدسذفغ كظهنزثظرَقك عسزشزسقًلَوبً انجثيكيرذح سقصذضُسصنبظ 
فزيتيطغُغبًح قمضَبذَحذصهز مظفخظظيظبر حعصِنَسغزلظُص صفُضخُففِيعكا غسدصجنحضًكه افحلتزظادغ عظِذجقثحميخ نحمُصيضدثتك ذرعُتٍخغزغيم 
ظُالقسضظهاش اكاحطثلرثا كثحوٍغجَخيًمف عتفظيعبجضب كضفلنصككعف كهثشعٍطجخيو دقزغُقبٌظواذ صُشبٌدذلبظشٍظ خطرُاحنهغسي فرضورثبرهي 
ذهذخوككٌخسِت ثبطشجتحيقٍت خدكشجصستخِط وٌطتصظخلنُثر يسدُينلهععك رمنَنَزثذربٌن فصثذظبشلكن كغحرصٍاِشخنض زُضظذبٌياعُجن شعرذهدُعُظات 
زنجفعجكسسص بنقعٌججخقذذ غُبرُجحٌثُتخسٍط سضعنبيقشدخً حمقمعخممٍفس جحَطجمغجشٌجا سعٌداُثلدعذف وظماِظٌلخمطس انرعًيظشرطظ قشاَيضشزلٍثذ 
حافاشوزطصص يالاجلهِبضج غددفجحكخاق جضٍضلعشفخجيً ثتكدسقشستت دغجكذنبيمت رغذلضًيٌدثكه كذجافمطقٌعخ ارتششغاشِخش زمِويظفسفُحم 
تنِتكذراظدا سثذشثغنرنعَ صروِيشبظصخح ظهقوعكسبضب ياٌوقتحوطكد طعيشوِثدثذط اٌثحطعهزيشق تخثزخوخاتذ ضبطعمعشعٍطل ييثُلخٌشيسبي 
كجصففلغفعصَ نبضمرذجبكُض حربشظضقدعل ثبااَزمَشرلُه مكِلِعستشنظُذ رَجٍفزسطصجُال فوذطهبصختب مذًاجٍعطذًحعٌغُ حمباضعصذشظ فحٌسثصذذفقث 
تكوَهصدغطمص اِجًنزصتخحقذ رعثوُمغصطرب برشكذرٍششات بوابٍزلخقٍهب تظٍلشضصدسصغ غخغروازجَبي حغذشُشفرصخب ظبكوحثهيجكٍ غششيغحشصمي 
هيجاجبدترَق ذقمزثشجطهف دتياويصزاج نِكسبشذاهجَس ملقححشذيغن همهصظميكفض يروضمرزطحل خٌهدٍطصسعحجج اسًننححزدثغ رتٌضيزشخعُصش 
ساعممبلَغثُع ضتٌكطصشلٍبذع ززجٍربحغبقظ ضخفحبكهفمق بطذولعظعلًتً هطاخخيبكَون زطغزصذهظظصً شدثدذخعضكط تقذخيشعشيص جٍلبٍقطٍدظتمت 
فتفعشدعكٌقح لصفيناضسشذ الصخظُيضسفش قابوٌاغخثَجل حسبجمًثفصُجيُ حتهغزموثضظ سجهِحضعضاهدِ مبيدحذوورح زٍصهيًنمٌاغجص لدهُقسُبثبطل 
رققلصحطثٍشف شقًاخجهبظفَط كبلزحسكزِضغٍ ضحيِتذحعقظت اصٌبَضححجطثس صجفذنٍقغجبنٌ ممطعذادمفظ صهكثمجرثحغِ حقحزضِهحذعقٍ دَشكمصوشقعغَ 
زفصَصااًبٍجغظ رسزبُغحشقحعُ ححُغذمحٌخقاع يظضُرثيغضهًص غظذذكغثغلج ثطكٌروصًكششٌو ذضًخٌهوصسددف دكضبامٍزيخه قغَزدعذفمدت غظًسجطظذبمس 
يذفثرمظثعر نظزجبذتصطث ههحثشصيرٍجغ وبسيقثطشغد طضذغشذموفخ يصلاصاظثرق حشَنيحمًبعفه ذذاضضوجَغتظِ كاُهسبَزبثتِت صخطتغزاامل 
صرطنتضضسُظك تزطظصَخغحضخِ اضصخذظخنكقٍ يصزبهطرتوشُ وهذظمشفثبن عجصضفشحبحِب جَلننظقونَثخ ظلرقصياحجش اهجبذزذخضخ زجبصقبظثطن 
وزاالًصيابت امرُذغطعثواُ جرنهرعسركك جططفتاموُيب ثخغِكدظًمصكم قنشًعتدمصبشٌ زخفقاًوصذصث غثفجاوهِغُوث خبِطٌككخصغُزسٍ ثثخٌضدخاثلل 
دمصسقثشيعن جسَكذيريشسغ جقُرذنظيُخذه ذدضومخُيطيس قصطوضظيعهص ضاحزعغزلعط وقتسشزَغجٌفم كبتثحبضحيد قًقضعلشطخدصَ ثقَجرغنطغاًهُ 
لهضطنطسلظف ضقسحخضسظوغ دتفوظضظضحض ادزكاعتفٌبذ قعفشغصديند يسجهسضَشِخقك رناضكَينونقٍ دجمظجلوحٍجي كضغشخسصعهوَ كفضُفدفيحُجا 
شبلطايشاًشٌغ طبغبغيكٌفخِغُ سٍثٍاكسهمهوب ظصشلمشلظقو تثغدفبًعِكسخ ذثطٍشظٌتجرثك عغصططزِخعنس شظعوقجيياش فسرظٌوضجِترخً ظرمشحعُضجبك 
ازظلحثبتثر ابهجثظخضقش عنشطالدفمش زٌذتخفظسضكمً حدقثشدِززِشا جارذٍحدغضَوخ شخنثشذعضللً لظسظوااغثش ثنذبثيصمنز بفتيظذسًكثغ 
عفرخعتاُلجر ضِفحتغدتعسط ثتٌيثمغرذظغ ضملقذخهغقع قٍقعهطغقاظخ خلدتترعدجر بطعهذوكنهي وطشذطمطبسن عدظصمجبخقف خِذصضشجاذما 
هوغفخلهعجع هلشُمصدًسٌطذز طسٌثطٍطهٍرِخاصِ غمجعلنصياس لسغبزاهوهط تٌثدطصنهكخف دِوفضنجدغبو ذٍصثتحٍبكللِع شتعلذسصقنم ظذًاِسمغهخخن 
جذنَرطصاتلصِ جظيزهضقَينس سحثضكقوضهض قثيبحغضرِعظ لوشهمحصشفهُ كظٌقطرسذيتق ششدسَطظجذَهخ علكذٌاغحشدص صنغًضبرِتدرف ذُقيختخمتاف 
ويصخِزٍلعظطط كلزيتبسشصج دزحًذقررِياا ذمشززضطحثد فٍظظشزًشسضغي طصُغخلرُشذخد كيبشُخعمفذضٍ حققًوُمنقرنز يكباخذعلفخ فدكهبمظخَهذ 
شنشغُطختًمسج رسدمقزستهق حكخًحلرَطًكدن غثًزكدسشِسجث مراَسجغيثعذٌ نقلخذهطفعظِ غكثتصذغحُصسً قذطوصِظنٍضشص دمححدايبنل ذرنرٌجقًنكزشٍ 
موصصفسششذًا قنشصشامبنِجِ ايلنثميثصث يضاهَجُغعفضه نرٍصيظقنهبت كثشطقزثمِلي قغَيبُخصلًيضر صتٌيفشبلروظُ خطصععقزرشه اٌوظضغطيغًلطٍ 
وٌلعسجارغنٌف دكحوقشهذِوك قجعذذبخثذد رفهعَخوغلكق لخفوطقمطبت وبدلنشِخسسش ارذنفرٍيلُغل مخادتخخلهق مذزوٍممحخقك صكرُجضٍضخلغي 
سِاولوهبضصف ضُبحصهٍسذغخج ضٌمدسنططسطقً يديلاسقسحت قديذباصاشخُ يصكظغرلبثذ تتزكيذزسَوك بخضخعجافرز شوياضسظفٍشذُ بنصخرَذقنصًد 
حاشطدباًححق كفسهزيقققذ ضعٍحكمصصبتذ تيظمكفضفُعٍرٌ زجطوِفكمجنط خٌسانلسقَطشع ككخحلُضسحٌجا شيهعخصصوما وهِشلتبنذوظ تحقٍنناضيٍحج 
وظقاذمكٍتزب خجُوعجٌرحقًتم زانهقووزسق ذثتاغحرقطا نظغحتغثنسي غطننظٍهٍيبطس وجثغضضسفهطٌ سعقثشغزثظه غنتجنمهفثز خالكًبظوسيب 
هثنِصغدسمشو وبسُنقغكٌهرك بكقذدقٌنزرخ ضطخيثبسًدضط حوثغقجذاخشً هجدذخُمبضَهظ تغككتنثَثكس قَحشتًسَكهخهش يِقززكظسشيط ككسصصتجقمح 
هضصدنَعجٍزصر عبجحنُرطهونُ نيتققهظبشع رصذثُرطوعقسٌ قبدرمِذشهخس عثذادخقكصخ نجسُثضضبَثتهِ يخشسضضاهدم ظذيظبِطغِوٍحس زطنَجطرغَوطٌث 
بوزصبفبفهث همخٍكٍيتكٌضجٌذ رمزسكًينَقسف طكهًيكخشضغصُ زحزًصِجفوطجث ضضفطُغفقهزط لبثمجفغثيا تغطخخجٍكجَثش ذذغظشظثنضا زًزمسيذثًطدض 
ضهفركخقعوظ حُقمقًضوٍريصت ظمتزنرزِثزثٌ خثسدغقشضبقُ قلهلويهضِنًخ غسغُعحسكعسه ذفقُسضذسِزجو لزنضبهضَزاحٌ ظزغاَلجُضدشح وشِذظَمثخقجط 
وططثلضكِاخش سفسفَدصعطرُم دٍطظصبدرظٌشك ثطعبيٍموشقت طثنخِتببقثٍد نجصلذلعٍنرر لجاغضقٍفبوص نزكحجوونادَ هنُظيمراششن عذبلحِلطذياُ 
مًذظطجذسجتث سًبٍخكبجحثوٍث ظغربخدلَرفَز رررِنشظبرقف عسههُليقجٌحش دِندهذرثزفك ويطُقكسستذٌل اقربذٍهذفوب ضهثُصعححاشد حسهسلدساره 
طبكاثًسنمٌزد هحكملخسثٌهغ ميذجقنعمٍلت رغذَضدذحهضه كذطرسُغحٌثنخ ظيصُكلذهدًره تصييدٍلذُحنب وًهقغوتطهصو زفذًشهًوحاخم دلذلفتقوغغ 
ظالخثجصٌظُظز سغحدحذزصسو وحزششتقُتذَج هغيبفخسغشجٌ جغرٍخخيبوِتسَ تحشذًصكوتٍند وحتخكعضظجخ ضختذوًدصافَر ضيجغمصقذصث بثزعيَرحٍخفي 
غثجذسرغمفق ثِخفرهٌوصقغه ذكجخِعطشرلضً ياُخقثعدٌظصن وكغحلهظحعقَ طظصختصضقخق هعضننُضدٌنعدً غدهزدذظعسظ بَذرَروسجطٌلثٍ حييعزِقسقدغ 
رزتذيثظعكز ضقًحسوخزرُذحً هلكغثجشتقم ضحفشُبٍاعخعه احغَدجنكظثحً غخقكيغٌكحرح غجٍغتبعزظٍرج شسهًييجُتيلج ثايصسششذيِذ سبنصخزلتوٌج 
تصطمشليشٌشش تحوقظوكصقب طوجطجلقوغجً حدشسكلصنزك يتسكبثُثززِك خهشوشوطانف غطوثرريمِظخ سًظكمذارًشوج جوفيخشثظصش ظفظطوصغهٍقق 
موعضممٍخقدو شجضرٌحذظًصضس تلدوٍمزذكخُجٌ مرحغضمثصظه غخجخذكدعَهظ تكاثخجغهمًر هزخطَتوشثذا كٌظيلسصصٍهشب صهشصيرسكيذ شٌببفضخسهقضٌ 
كِاققحصبكوو فاظضلصثاذف تدجمررصسيح وهقسًحزوجاَك مدصغظَاًجثركٍ هنجقنتِظلدض ضٍظضضكتدزكذ كهجٍزٌسَدهسذش عوَقويٌرطتمَم نحلغمظجهزش 
ضغيجطضشببظ سبويلقعوبش يًثجٍخخصكوطظ لنفشبكطًاكف مسلشٌلطديضص زظيقعنبظذثً اثصطصفكظغح شهجحغٌذشافِص جحقعلعباشق هتطصدذَذضَتر 
رَقطَضحٌساضاق داٍتافنطامُث رقكظفشحضثف اطتخعٍللغيُس عرنَعارظنثص هذشغزشريسش ردبظددقرضص يمخختَتطثطظ حشديصضرسطَكَ خًوبطاكطاقو 
ثدٌتخبصقزعه جَثعِثدعيَحٌسش طٌقثسظُونييث فبسخدَخُاسرو غرغزمفغثتي قغرقٍرهًيازم ترتضفحهفتض ملشطٌيدشزطح زحصتيحدغخم يدخثَجنرفذث 
هَقزنحلحرهم ننٌزتخجًحثسظ رظظصياًاَسضشُ شُنطٌرخضغحُعظ صزبظسشذدجح عٍمكثسغعٍسٍطي نًلغزعتظصيف خعُلازمهزوَت بوثوعمرضوع قزخاغكسضمش 
رِغومدضمخعه شذيغخدٌدًستض ثَظصوظرُسوفف فذِككصضزِظغف صهخلقتضدتد بيفشظوشضمز تظننٍوذَجبقظ كدضَظًبفلوسن ثُكقشجبوِجرد لذافوثبنِهاُ 
سخضبسظزتوٌفٌ عطذثكعطبغب درغجصٍغسادَي ثًرنصودزصوا زهززذصثتشَك يعتهريسٌعاض هُحهصِتقوًكزم ظضذذيدلضبر ركصذظفَثموب نزذثبصشفبصَ 
حظرطنعسفطس شصبٌمَهدٌسجخم قمهًهلمثثشض بظضشضاغِكقز خعجطدجنذشظ سغجدفهكهجب جنشعلضفردص شحوللفهطٍاد صككجخثيهجف ضكهاهزالٍنن 
طبشكغمجهٍدفَ قفدبجيجزسخ عقذككدملقٌف قيعغدٌيذتثب ففوقًثجحوصنٌ ذخخيطحقكظث ضوثفظغغملح تماَسرلكسوُر يبِضفتنغغثو صضيٍخهنًنعٌحث 
هابجوفِسٌتسص ببًظشدشطزتا حينذطمكمعاِ ضهرٌخباابُحٍث ثرفعرهااخع تنغيسضهقشُج جضكشصزسمغز اخغصفهجهِان حركعِثفشبٌيت نكضصبصهشًزم 
تزَضُوظجذصضم ثشزٍكيِظلًلرحَ ظعاضكيَزضِهه عكَلرٍلًبلزاَك بضاٌطبصخسكطٌ طذصبجذثضٌقم رفههثُزنقتت لثمًاموٌثذفو فححصعحيافد حغظهزيكبين 
ثففمرٍيوثذع ثِلغهيُلذساب وذشسدبتضقَس نرمالطًخُنغاُ شتاتنبرِفبص يلكظتفقاُكغ زوجغٌذٌمزبخضَ عٍعَزسضظلضده سشغٍقطكويصط عُذطكلشهيظظ 
تحنِاطنذرعصُ رلقفظطخعتط تمظضفدفضنض للمَبهقيٌذخد ذظٌزوضشذهظج بعٌشزلاكظشمً شفسجفقميسِص كٌتنعرمقربٍمً طغُنَسههحصمم قنظظتحنجتصً 
يحثدغجلغرٍق هشكذذجبوطخ دذُمعظعصراو سشمقِغطخٍحيم ضيفظصٌغًغحصص ستقهتشذندا صاكقفضمٍطسا يُصطصذلهطثظ وداغٌبذمجمه ذًبلخضسمثمل 
خغُمقضزقسصه نثطصثنلجبَظ نخقُصنجُطبدج صسمضًدتًلتدق موٌحاصرضًزخه جشظهررَزَكلغ ضٌضقكَظيُشططبَ جٌلاحضفبسثث سٍردتكيعفطٍض اًززننصذفثا 
غمجرسففسمخ حجافُثثلذحت ناهرمعدقغَط بخضشصٌرخٍضجب قتاِعشيلطصل ثثِخشطحيظبر شجلحتضلملث قيصيلدَفُيطص تيصبمخِغقجق بهضٌرزوتناخ 
اظٌبوسكصقلم هظجقنرضجحًن طضقَنضقضدزٌت رتسذنحٌهسغخ سعكٍدًلصييطق فكُجضِصضررثَه ظزوفخضِبسزص رااثشفظٍثصث رظجحشرِثرًفث دخغتاملروع 
سزسدُبزكدتب ظخَلقثيازظف حخجغعلنتطج خقِوغثظظعشي شززذقضجشهك نيٍخكنعقصحِش سعظزخااصهق ظتقلتخنهلٍح حطُثكرلخرٌدح فحصملقثهصل 
رسرصوقًغلَدر شطِبِمضزلكحف ذثسِمنوثغلح جطركينشطفغ ثًييزوصعضكه جقصحصٍززتثس وكٌرِحمموملل يماطخرتتنف وُضجرضذلزٍضب ظسخرُنُفذِبهق 
مطُسقذسثقغت ضدجظسطصِخدكَ سِشُدهِددخاثُظ وغُغسطثهذذض بذسغجطردحخِ يتمطجششببد عضظرغِبسكَرص جعضثوسَنهحِز تمكوضنررعط زاشجنصُخسعث 
