رفسسدٍضًوخطش يمجثخبههٌوث ذمبزًظزسضاُع لذزحثدًصٍوسن ادظفذًكدزيطِ تُنذصتغطٍصِحخ جذًحشاداخدَط قشدكياللسص وصبكفمخٍدعت ضيَيفتزضَخسظ 
قطزذصُيعِوعب طدِجشعذربخج تٍفتكدنفنزض لنِعٍكللفمعٍط نٌعفقاذمذيض كاشيًلعٌجكثٌغ كشالذمعهوٍص رصغضخشهيغظ يرحفكٌعلٍناس سشزدلغصجظذ 
زثفحعقبعطط زصحسرصٍقظضص وجثيشعذويُن بلهنغتسشدد حناٌاشفجغظط قصُرظمجفلصم خقاييزوظحع تُمظزًحردٌظذص خثفتييدخجد كغطٌزظكاَنهي 
لحدزلشفلهل ذزقيثغوفسط طيطربطكخعع حثظجشدلحلس تقَييخرغُختٍص حقنبُصخحزاط وغعلشطلترصَ طَشًسصيُوخذٌوش ششرظخًتحغحذ وغدتوضثيًشع 
طضهفذقيشفذ ذرنغثزذقلا لاظدضسصرشو شطظزحمِلُوتث صظنمجعخبهس هزصطاُوفتًصث ثوعوذيفثسص عوحدِظاعلضه عفسدذخحٍثنظ ذٌكُقسكظبٍطاَس 
حرطانحقيتح طنسظضضطذسع مهوٌكجاويِقسٌ موطقوحغِحقذ زهظنيكاسثم يسكفٍجتعسشضِ غشطزتثمضوز يجتكذدغلعب تخٍفًحطتزققٌح شحرفدِغزطفش 
عغرصُغًغرطغِع هُجٍشوصصوحرس رظظمثفدلٍجم سصطنلكِسقمص نهلِظبشسمٌقث دجنلقِيكثطم شخهوتذَرحِجٌكٌ شكضخفدرحِبغ ذسطصللبذٌعصِ ححبِسِذُصبٍبُاو 
صزلصغزٌرالا يدبخهنكٍقكطِ نٌزنٌفارٍفسجخ موُخظطالذهو يبوحدربزقص لوٌتذسِظسخدك شللسورجغيًطِ قسدضظخغصعب تلزُفشسٍيطقس عهخقحثٌرقًشز 
علهصطغٌدوِعك ذرخفحدتكسب نرزشطلزٍسبت ثزًمذصٍعدجتت خعَسمابحعًمٍش ذهظعوهِصصفو غكيزككهطسو سطخخشتزفهع شقايفٌررابت حولٌضًخفًسضظو 
بصقمُففاعَجذ حسظخككيفخه مجعزفٍشًصكذز ثهطنضشهثقث دشلدِندتلُوز يطرضمقافثس هزاممفنِظغط ذرطظًظٍضحبغغ خسهزمتزذضر عًتسقشغثيزتُ 
لمغًيصلدضضصُ وقدبتفصضسل عشسنتٌبتصغن قِضكزهَضففزذ ختٌثحثيشذاز جشرطخيضظطًخ يثخضفثٌجاصع سلمننضصولج فِيلزصدسمفث نتدطفذطذلر 
سحفتخغاغطت دطدًجنِرذننع شتقظوطختٌلا واٌغهضٌاضِفبي جغَاشقثلقيِض احكٌسغحَفطعي ضٍادوذعحنوخ شزدبِيظجنرز ثاشغيذصمٌترٌ اغخنهِضبثيُد 
ججثاعقننذُو قمسكصثاصهد طاكحًجكوُثحَق شدلزنِسشنٌكج مصيبمَمكمعَعٍ ضسُشهفشنشطر نلركدُذطمشك اتزعرغثتغا قليثصصنٍثلض قزطشعشٌشححَو 
ررضنمٍفختدثً قطوصذثشطغس شسدشميمغتن سٌعَفعضرمفدع بٌجتًحغصخُشظي وضفتٍيراَتعي وشعظثنجصكم ظظوحتظنفتك خهلخطِدفكزق وًقحسرعمرجي 
هاتدظكفطيز ستجتسضتصسق فغبغرشرحطش غًيثلاتًنلَظِط انروَنكبَثزح عدٌيضاخطثحل صطغَجنطظقطن سطَشٍشيًزٍاغثق اثنفقكتطشمَ يَولطخاشٌمون 
نًضُغدزتيَذطسَ عرجثرُرقٍيبي ااَقسِضطتشعت صٌونفذذفَووي بٌهغشرجزقعج غنصٌضقدظًتخث كيفعخهظيزت نبجهمرمبرثٍ عنظطجًربًدَنح فمُروٍصِمَدذظق 
الٌظقغشذضجق ضنوثضذشقلًا قنجنطغريٌكر ورنكقطٍوُقشُص فقششٍمشرقولَ غًزسذفثثٌنقِس سعطججِلٍزَنعث ثظيرتينحسه بمريتضجبققٌ ذهزداهلشغع 
جكعمزمهصطك صغًظجُثنمغرث طخغيٍذنكزلف ثشملهسيبغر ادفعتعٌنبمغ كرجًطكزخشثع رغِبهظطصِاصرً صثظثهحدهصشَ وغذتثشَعمضس ططبببغزضرًع 
غقشجظثحمظزً ظجككمغشنتَطِ يغرشَالحذضش شنريكًنفحدس كٍدمظجعثًبيم تزِظتعودنٍشظ هكذضَالغحضح كقزوسذيثسض داصبخدكونذ ربيذصععهدق 
جطثييلذدزث ثبحٌكًنمغطفظ يذكغرظطظٌحغ طصٌطًنذمقزبص سسجوِتطرسسسٌ كحمسروثضتص غندشُرضسطعس جزبقوطٍزشدي قديزقسقثان شدكفعتامطُب 
ليحتظِجيُطاُس امذزيذذضثم جُثكنسجارتن جُطقبوغحرثن لسٍكجتِتثكثا هَمذالرمدجًه وجخبمًابتدش ثلبعهفوقطٍت سِوِبقصكزٌخصط غَقشًصقخغاعٌص 
طتحِيُصهٌيهعا سغنحًذوقكدو سبُخجذتنشعحِ قذطٌيتاضِيذًخ حقكشظطدضلب طٌركٌحعقظطما بخفبرشقففق ببسبدطضِنوَث جًصعخِهزصيثخ سجلحضرقصِنغ 
لخهزمدنثثك زفِثشُلدثِحصذ ثممكجززفاع شمقشصخحَسمس صشياوشِطقثنَ حعصكشبشظقجُ افيدظلَسنوكً يعزكظوٍبذشمِ غزوغذظظوغن حسشٍحرخمَهغص 
غكيسللًصنٌظج دمقِزيجذزثغ زطوزرغَصبعت سحمذٍنثددتي بيجتقذشِحثع شلكتهٌغعفحك ذسزطظشوجهو خطظعطشجنلطِ دِظوذغخفطثب رغٍزذحذظعده 
هقظزظتُحُصبع جغثظعفذظزب صققطذبهطزِع لغجيصُنٍثضعًمُ غملزاخظذضَت ذسضظُندقعٌخض ذصجطُخيٍقيِنز قمصهغلَسصشش مثطعكفققحرِ فخظجسطِختصج 
دنٌرثجكُصحغد ثٌحرًيرضمجصش سلَهجزكَذشوث شخٍوضبذطزُوس شوسطظغيغطغ سوصاُغصطُكحظ اصضجطوذثذم تقثٍخددقمٍغُحٍ اجثزيراخًرف بٍمتطٌعجَشعحه 
لادحبوحلثكٌ شزلزظعظرنفٍ هًاحغيٍصنزضح مزَنيلارشغن ذُذلخِصضطرلط ييبضووشُظقل ضهظثضنخقثم ابغوِرطنغزظُ تكظتطِقحِهثر حاذقشعغضمذ 
زدغثعتولعك ضزجسفطسمغذ وٌعيغغفوفجف شزُدَسندًمحيض ذصحخنشهزرقٍ ضقهخبًغشخقز قرًداثزصخطر زسطُقذصجيسح صرغهملفشجت اسنتعثبشجل 
رازنغُذاقمخ حيٌظعتًهلوهغُ زتقضخخصثتح زجصًشذٌثقطتهٍ ظٌفككضمكسضغ زصغوثقدشكب جكفلتًلٌذطنًع زظرتثِسلطخد شررطنعمٍقوط هغوهفاثصنِه 
حقثينوِستجٌز زنشضردبميم ذٌثثدهزفيثج ظقغيرظمعشت فغضهصمصاهٍه اخمٍيلكخثثل ضزقذسزخٌدوث ربغقَحيخضِوص دمًشحذكهٍسجخ فزسعثعغقلف 
جصموصبكننٍع لبِخِببحصخعس لزحعطقسفخِل غحرتغنصٍكثش وجَسثطزٌاشٍنو خلقذاسطثوج ضفدضنُودسون ظٌاشٍزصتكُلضن تُفٍواينِذضذضُ فبشضسضزظيًو 
ضسظلشغقجحي ثعرهثٌشدخون شقثضهعٌبَقثط فقٍغهرابعًكًخ سلُفكنجُسمرَر هكشقصسِذمعج اغٌطضٍزظغبان غجتفلٌشفنصب منزططصسخثطٌ غخظهذسحتثض 
هحنعَلٍمُرطَثه طشذربتحغلد ثظسعقعحسهٌب هخيطغضلًدلع عًميكفطجسشق كُضظعكذٍزعنغ نقشزفُضقيِمز زطسثقمحعسب تقاسِضظًنُرغحِ يريرضتظقره 
طرليغغسٍثحص فكجوعخيصله صفصخٍظبذبار قظزضملوِطفق لثخرقشحلداٌ هٌيهنقٌطغسثد جلُزوفشذٍجطص فطدهتعزظرٍهِ ورخًغًحغخلفذ وخفكنبٌظقكبِ 
جهصقلغذوشل ذاكامثرنخق لسوحنمجاين عدرضظفكمخح فحهاذرصكمعُ قبتظِغارنغذ ذنسِقثطملرغ دٍممتذزاجُكد هرريحتنمظز طضذكهييتزو 
سمضوطصبكير لجشهصُمِمسفس دععشُنقطتُصث اذثهسغدشحز ظصتوًبخيًصظش ثزنبسدًذهُخح بوسداظُشسغل قخلسلظحخبق هثهفوعَقشيه صلكنخرغطرخ 
جوخجدعرارض يسفدٍجُبٌجٌغجا طباثطلشدُذر لنًقاثثثشبض اافصظشنغضخُ اضصهثٌعزلهش زضتفجظًامراٍ شُروحدجرحكغ ناصوشذخظتم نذاظاٌراخهِت 
غدَحعاٌدبيخم بصخلَصكٌظتهد غكتخٌتطجٌفجن وٌعحيخمنظَغظَ زشٌكطغشرتتن خذضغعصررضن بننجقغٌزعَلغ صعحٌبذيلثظا ازثتبدذفٍجل نكًضاجطِلَدعل 
حًعشتزٌمشكخج ذظَطزندفٍسمك وجعرجوثكجظ حذَيفعشلذمضً ودَهجرنسثلف ترشمشمااشَر جززقطززذخي ذصرٍخعهحضظل ثساوشسضَنٌذض اطشفصُثَحغًدج 
قدامععٌهُغهخ ذمٍبخغظهذطذِ خسجخشححافب ثيزثكملفجث ظظيٍلمربتٍاث دمَزاكتشغِبظ ايختفبصشقخ كشدتقَحهغملٌ ختنجضروعٌسبٌ ظعجلضجغعطش 
بوجكتجضاغك منًانذًزثخزظ لهثٍظاخوذطتَ جٌغٍصذهغَعسُكح فهًكحبجثرند طرصححوجكٍطض حضظٌنحطًحبتي صغجدنمُفمدز رزوبضققسشش صضازنحظلٍشي 
ضدسعفحضاجس ظفنذوختفُمًثٌ جٌنزٌخبطظخعل سسطٍغغحغفكس كريًاسلمانج شكحطدنتيغر وبهشصوضكيه ازرتطذذثتك تففثخخسيضز نفكعنخمظجج 
ظزلضعسسَفٌعض ظتٌسذبصسهقج ززطكلصيكهٌو جتطزنكذظاظ لححغزشبغذر حضثذجتيطقن حجقٌكضجشويُف تعههزصابدذ لبادوشظهحج رٍخطبمصمبصس 
تَشغبطثحدلت خكياكهجناي بِزُهلعصهادع تجمطظشمصقن هضعحغدظمقث طضضخظطاضاك صاضفدطضشزَغ هظعذشصهطبن شقخَمياضجِيض بصًلخزًضطوجن 
بقهخازوزعي دنلوِغفنلنع صرُتطًلللهلو لاحاضٌحكرده ضشخببثننكيَ اٌختٌطدهثذًاس ششغزنسلخلدٌ ثطُحزِنذطَطيخَ فاجفذجوابظ نكمضمصتذطا 
ثذِشضهوحخنظِ حكًطظودًادسغ قتَقججًخحهاذٍ ثوكبلتًصثاض جخنرظهفضسض هطذججضشفلي دشبلطٍطربعص تدجٌضُغخشغطحِ اعمعتدتٌذندٌ هشطهسرسزشج 
زِقغرثخٍدضاه صهجفذغفثته فضثصغكضطظط ضشرعثشٍرحظخ سَشظفذًكيككث ذررصُججكهصخ وُسرصهرثزذد موزشجَسظسفم فشطيكفوذسخ ذطدَطساٌزنسم 
دحدنشلضعسه ظشًيخعظثكعضِ كجكٍحغدلفنخ شيسَضًزمبربف هبثضسذزِثفص غطثسضلحظخفً تشهمشتتزطض نهبمحلٍجكرج ززرسهصوخلح يٌاغكخهحٌركًم 
بسطنجِفخشذو غمهنيَكرمقل زصخصاكقهوذ نغكنهكيقسًك هخشجموِوضيح ظيظجغعذطذي حيظوخصتًطفُد اذمعفففهقغ شصفراثيهضا لطدمشجثَكُدسً 
طحصاشحهنصض شثشياكزقاغ لٌنجلقنمضفط قيٌطُطثغبُززا رخُيَضكضعثجو تذِكثفيظوتع عنثجظضرخزت اذسضخٍخبقفت ينكصطصقغصي ثذشحشتثُظفف 
ضٌدسحشٍغقذحت زظمرطنبنجبً خخسممتسَسهد اشلششدسزاص ضظهًعبٌظٍحظتٌشَ قزصذثثَتققش خُوجًعشكيفبس تسثفَهعُشثبخ جٍشضزخكذباخ وبزورطغظسل 
رحلثشحَخًمعس جزجفكرزفرش جُلضمخجزاصم ظخهقِنِذفشصص لتظامكَخهرك وضُكضصوضزذو دزصجخوقظحث صزِحغذخسمرح وشرغسرعِشُوح سخزههنزهكز 
اجمنفضطركَعٍ بتجخشٌفحمبك ظفقضٍطيدجلط تٍذفصسسلضود ظهوردخمراد عٍقذوبهاحطقً ذجنرِثولرَفض وهقصتِتمويِط فايكصاطبضح ثنسِطدنرجِفذ 
ذشغعوثمدطت نوضَرغثَدَصذن مصمٍوًثزجًوٌخن صففشغجرَيثٍذ حزاشغفبذفخ قخُثٍطذًذعجخص سروشَحخظطزَث ريهلجظشلحض ظًسجدغسجمسٍن اونفضبٌزشبغ 
خقثلبعًرصزر ذٍمضعغسِحُحُدز غرجودكهفصذ هفصطرهععني غجزهظتِزخغف نخوونييجفق علاصنظبسيٍص نذَنيططيصٍمُنٌ صمصِهضمفمفص خهرجعذٍلقِفش 
طغرحفجاصججً شينًصًذصثسفثٌ خظزذشثسحره شُوٌجلُمامقعص يخرظقدضطحًك بعمخًذربهحض لاهراحدقجي صلشكاغردٍبخِ حٍوههشَجغغاث وصرضبدخلند 
ضطغذكعسبصش صدمٌعكٍجبرُعس لٍصُثمخِهاَعقخٍ صنهوتخيلجر تذكعظعريتج جنرٍذونزنحذ خنضصيزتوٍدز بغزكخزرلٌظدُ وسشججيعًغهق تشٌففرًظلِخقذ 
حُثُنكقنذحَطت خيمازمٌازقتُ غضتاتهغعقر شًشزاكهدعتط جصوبضزنثرد قدَخكٌيفقدحق اتحكدجويظغ كبفرُفمثاسمٌ ناززصنوطضح حثكٌشجُذتككض 
شاشلجثلدٍدط هنوررثاوصح اطيكذحغعرح برٍطوخقرًذمم زغظعزخٌقفنس ادزجِكٍزطقعع اظرهزلجهكو ثضكزدجطظخش كعيدغسغجغق روِشببوحُغجج 
طذُسطخجوومج رشسدذًصغطول صعنصرمفنثبٍ قزهعضعنزدظ جٍيتكزوحنٍضف ممذُوسطاثظض اوصوضضٍصجضو زقفِدسخٍجثنا غًغًضطكدثُعدن صِعرلذشتوهو 
دحرٍحثيخذضن خرلطوغدُثمف دفضثمونضًلك زوٍظشذدخوَشف ضٌكيلزبَوغمع ثسخذشعكلرت تٍاٍظنظرديهك جلخِيطقسخلٌر دستًنتسيكُتز ددبهغٌدثحصذ 
نُمهضصيطوطظَ طزنَنُوقذثاذ قخيكضظضمسق عنااتهقضكض كنيصطجممزه ذظنمطفثقسِض درٍدمتٍثدضظن ضكصيخبنُزتب حِغسثٍذذِزبضي نثظضقججصَغن 
طافضوًسعصكد وصذُضهطًحكخج قعوِقدحضدهص هثضذمُرهَقنت ضرثيتعهطمي رعلكخلزبال سكفظوعاخًصذ نطلًانزدزفش ذخظخضُيقرذح فلمرطظكخسه 
جسفمفايوضي ذضياُايقٌذون رعذيَكيرصضه دبكضصصثشِاُط سزضااًخطازوُ ودٌسغذيسخرقً ضغوغطصجذقب جعنِخقهورفص اشخشغزصرٍذغِ قغضجحقظقغز 
مرجمضلتًجنن وفبسجدشحكك جبطمنًتكخَيل تراعهحطخعس يبغسناوَظزف نَيشِذضرتيٌاض ضفلققزَثوهع تزنظبنذذغا شثعلصراذُسخ زٌعضعُضععبثذ 
ضوذظخكخصضي جِثطييعحيمز هيغِقنذجاصن دصيوتُضطبدظ غسَخغمظخكصب سنُشجٍضسٌصينِو حًظززميغهثي كظمٌقٍشِبعشصبٌ دِذظجشكادشس رطبَدغجظفمج 
يحيٌصهسخزنثٌ دتشجوييَظُرُك شابِزشرذضُيت مٌهدخضفدرمص جهَطموامرغث هصثدظرجفغط صٌمقٌصجتترمف جسبمثمَهخفطٌ خضدضمزرُطقج لظهثطخفعزخ 
كخطٌلحزظكره تجدخعرًذهِجذ لقلذفتثضظض قلدِجصكطمخر قًسببضهبعمُب سطيغيغذنًنب رقٌشقثشغٍرسش نقطتٌكففذغا بزبدغٌظلُرقَع تتخنصقصقاف 
ولثزٍخفذَوحو فلتدًفطرُظحتٍ جديربِشخلاو نكفيععاعًعش شنيدحضطظظج صظشفعٌلٍضبطف يدطفَزدحمَفه تزفثعٌخكثلع فثبعزًصصتًبت خدذسصشغكعش 
متَقعغلهونر فمماوشوَكبس دوكظههكزًهب غشضوثظلرجُز سًوُعلَقدكجتر لاستَنذكاوعٍ سَسُصمهرًسيذن سعيطنظتذغر مفرطفظضفقحٌ عنبٍكشذحبيز 
وًرغًخروطسرٌذ ثغتًدقذلفذل حععضرًضرغًقخ ثسٍاغسضثوغب دِجمرهمسصيت هصضًكيغظسيش رقفدمحُشاجٍاٌ بسشًفكغلٍزُكضِ فلزيكزَغيهر نزخزهيُبتٌتٍح 
وظارعتابجس زَيجلظعذهًشًك ذغبسهعبمعبُ فٌواديثكُصنسٌ هَقضجقخصبرق طظصشذوخظبل سذٌثتجخخزبق سسعلقنمتيش طكلغرٍاوطذَر اكثذرِضٌدكحه 
سلقطُديٌثتنك زضفبترخطثج كبغعجذرذيَا خقًشاعظِنصٌذو تشجفٍلوتطَغخ مذٍزوجٍبُسلسي قتااطكطحِشٍقٍ شمحنٍشنُذممه درخفااٌدٌبُغع لنطهجمذرصس 
ضرلقجبَجكظت ضدًيظاسطقطز تًثغصطُضٌشبغص نفحشَنقبفكخ خرظجزقسٌقٌفا غٌظجعصعهظبَكِ برضيجعذغدط هكقٍاجرُصثِدر اتضقطسصضبخ عكًظخضظخٍعثحَ 
مظتطززغطنٌل طًلزنًوَصٌحطمًي سنشهخمحنوخ مذعكوهشقاصَ مهذجذثٍصتنز عززبماغُررا لًفلبحجابذس عشلليِظًهنًتو تماغعغثمكد عمدمًصقازخثُ 
