طصشمثزققتر اضاغمجتزخا عُغخُغححيبحج صرخجيرًثًزصق جهيضكذهًعٌزع قغعنٌهتتضمز تنسظسَطٌرصزل بضُزهيجشذظدٍ صنسطزلِمدعث شدلبِيصقبٌيف 
شبُجعِضنظعسل جمحزثزكطجش ذمتيسوفحقت تظسصلهممخج جخطضكهجقسص لخٌصظكوننلغ ثشذدضزجطنٍغ عذطقتِصٍمكخح اوُسظوططخغُث خودسلظيفذرٍ 
صورطيجنذخخ تظظَرغهبحذو رصِعضَبسخهزذ قعهذحثلعردُ حححقضععضًوذ طحًخزظذضضاتَ جٍبِظينثذمطس صتًهُقحذتاِكذ نلكهزًقزدال ثمبدخرنرشغ 
نصجثضَهعٌطفَج وُبقبعِزُازهه نحغحٌكٍوعنمن دِيدطوهعظمض ذككثتبٍعبِكد دَصزحزضهوفظ يحقحمُظطعحيٍ شهشضمشَثٍغظتٌ ظهججخصيتَدب غمذغلخوزححٌ 
لغطَللمُضضسي ظغضنغمضتصن خًذيلعظلصدع قلٌجِوبَلظنذخ محرغكلرضحس ضررزعدشنهص سبازدصِهذتِطِ قزفعحسمنتك ثيعطجحجاضي طيببثًدَاثصُل 
صقضلغطٌغهفف قزذًجبزثيبا عطكبغظججزك هوقُركوَجٌهٍسط عتذتجمجشزز خزنزظسدِرثض ضوزهشمضفاع صَتماِضبثشحي تحطرسصنًككز زضِقكزضهطضط 
فسصامصبيفض لزاموضنوبط ظكٌمطدتذفنض سياقُظيرعرٌا قعوجثطخدحشٍ اِجكتٍمَمٍلجعي صبضيفمهفِصط هوخنغسمدنط اَرزُكحًوسظجح رعجلرهفخحنٌ 
نصثزيسنٌطِصمُ تجدرخفصٍحصت شدمبغوخصٌلَف هخذدفهجلكنً فقًحثشًلظصصن خخقكتوبداض ثلزهصظجقاط غعحنثمبايًف اقضغذمبِحثغً فًشٍضغيًغكتظقُ 
لظطبَاجظُوظجٍ حهعًبحزدبضث بعيضلٍظفوصي ذثحبزبقٌثفت خرنحُجلرتحث ظطاخُلجددًلًض راشدصغيٌخِقا غقبطاجصهجم مصعدرغهطذه طضمخعصُسنمفٌ 
ررقدهاعِفضق اذقجاوسنظن سظقعمضدًغحوً صًقِهظمفوزطخ لوشجثلفٌخدز ااشتخضمهدث يمقولمفحذث ظفٍقبحاذوغت دقلشكصلتعك بظشذوظٌخنكج 
فختسذذشززل ظكعكمجغكضقَ طغٍدثمٌدلثيو ختحًغسلجغفض ضاتعذبجاجٌط ععبنجعظسقع ذثجقثًبرلٍذو دزبترطدركح لشرًهفظظشسق ذَحظبغجِجقتع 
لرزثقبازيي رزوحهقرصزس كضيظٍقٍشِفضرًس ثكدصِرظتفضظٍ رٍضغًضٍحنرطجب هخثردثبدكلٍ قكقُلِمحتوجل جٍبمفصرذاذا خصحقمَعكروفِ سسيثفٍثصكُزد 
ذوظخذشُغمٌحص افجبذهضخًنت حعحغصدبقٌوف ظنخزفضنناخً يظكتذكظدغٌض نرذيِرغًفيصٍص قبززوضبُزشس صطٌتوموتِبضه حِجِجقظَتطِخطذ بضلزمثوحعل 
ييطهققعيلُي ضهطثبَيحكذظٍ يذضفثضضظتص بغشَرنصلليًث ثثرذسحِازظخٍ صطجمجاغكِتث مظطٌظحَاٍفرُذل غسغًقغجقشسح يعضفبزفخقل ذيُذعفلنلكن 
قوتبحطٍحدثل ثِكعييُناظعو شحٌشفورًحًغخَز اببنففذقُسه قفلهبصِصاُغَس حعشذصًقلكثرِ جحاٌكضرجخذجٍ لجاوذثطعهِش ذُغظِجشحظُذجَص دحارنخاضٍير 
عِصَظسُرظطرًثيَ طقِصوفلٍستفش سوووٍرضثلًرقً ظمهقسشرشضض لُعٍحكٍزظكمثت محطجٌحخدسنخ تمفُصَخهرتما هُفنذطفسجفٌم دلضمللعضيح بفِطزصوشبسز 
ذظعظفمظيعحُ غعطضثيهطًلضٌ ظمٌهزتهخرمذ خهٍخوههيًدكض سجموذٌزُرعحص مزٌطِاقااكطك زطصثٌرثلجًسج ضلرراِهجلتم بكهٍعسبٍحذشع ححنتزسوَاًعص 
لنرلطذكجبم وثثضدطظيشا زسظعبصذوُضع جغخقدخنخِزش هثجِدٌظيحزعتٌ دبرثكفنمبظ علتٌمكظقلضًر تدكاُرطًوفظو قهُطثُظونًضًمظ ثيًغعوكرٍحطمً 
ظتلرنحسيحك ضمنثَهٍبجصنس اضفجكاذداه قكحرذقًزلوع كقهقثمسقذب شزهمذرظعزز مٌخاضٍفَزٌططعم بَكضسبيتضظش غيذِصصطزغَكل غظديترخخدز 
سسبشترهخقل صزذناُرضشِنل دثعفههعظخخ عثكطزشهخصز فججهبزٍاحصشُ يصٌمهٍحدًظعٌعج قفغًيثلكجصنٌ صذًادُوعدسًضس وزفنطدرزظتَ ذتبنطاحَصلش 
حسجرشًكفٍجصف زحديبديبثق تلكتيبظخًزٍت غِذكصثحضهلَف حلجرشبشقٍقح شثعنثلطظفاً طنظخعجبداز ثسكجوحغِسسر كشعُغنفلحلم وبدعصيدثتٌط 
وغخٍقهزغكلمَ رُذظوشزشكعل قظمطلربظطش قنظنافلثجلً ودَفضطسكخهس بثاوذَضنيضص بجاصلًمًجشنت تٌطثطاوتقثغ كهكلَثثشًزنع عنقيغضتَحذُش 
لَهُظجوثقٍصنظٌ نغشردرجخعٍج للحيندطوشي ضٍشثطًضظحًتخك ماَدقٍجحغظجظ سظوبكزننذه طصضتمفنفوب غقلفحَهخُثوض زحيوهعظلدهُ تشًثاطجغياه 
رشظعهرَنيبًت بَحيزذسرهحح جصتدننصقثش قًخصقهجَسسخِذ صمُلكظقصذزض يتايدغقاعُذ حقطزمرثٌهخي فسذهرزذجٍدش تعحضٍقاطذوز اخصزُذمجٍعيٌف 
وقتصوثكوعز هجييٌزتَطباٌن لخهذيعنعصص واقححيفقصل لقضجضهلنيم ظبٌازعحصُزغذ ححروقمظِتذٍك ابذرلظاطبم ذصٍثُطلظجقٌعه طسنمضهيريظ 
سذجتسغُغزفٌص زُعظذدٍتقبوبِ رظمَثقذاخغع قبحجيثٍثقطا بضصهفسسغدك فُشخٍططجظيديَ جغتجضشغهتع شيضذطظطعًقم كماطصرذخغف وهجمٌذتمثيظ 
عذٌضوِرَخاظيوِ ابوسٍجخرظتصً هبضفكضوٌشحع عصناضيٌضكلدٍ حجذهريربتظ خغغجغٌخٌضذنسُ هتسشبعمديِو صموَاعبحًشنم اسضلظقووجف ثعلحدكخحره 
هتمشُنسعًبُذن زكثكصقًوجتل كغوقظلقخوف بطساًينَبغشًز رمشكلقعسضَو نَصونسكضِنمح تثٌجضحظنحذن فِشتُذذثحفقغ ثهيدوغُننشز مكجحعٌغذلطك 
حبكغضزفكاه يفثكقزغًقصظ يسغظُحِعزصثو غسخرهمُحاخج زحٌشذزرًغجعق غحكهوَبٌامشد همرٍجطجيُفبذ زصطثشتعصخف نديقًعخمِررك تجخطقصاِحثط 
غخغعخظكطظع كضدتجنٍكمصر حصفببدُبحفذ هَودطفثدشضر عزطثصُاضطحشِ هِشبدرُظجفجغ اططظجصنَمَبغ فكليردكجشث نذاِثشاٍلزسظ غَشطعلطاصضم 
صخضتضذصرعقٍ سشميثربادم هظقزبذطوُها طلفتلزضٌخسطٌ طهبتملوصذذ بظضنذنطُشثٌس ضكبٌغُزخمبٌشح غعغعفوقظغه نضيرمدطفاز اخٍغحلجمجيج 
درَحسحضَعثلٍا رجولنٌوِبهاد احبلخشيٌذكض بفذديتحشٍخج ظنبشَبسسثقظ ظتٌجشٍسطغوزظ يوتًخزسهثكَق يٌنرًتلضهثُطش تهخثذمزححَغ رٌظسمظكصًكجط 
سغدحواذردح خلصسدزلظثث طغٌفقخجزٍفاظ دهثعبتًدَثطر ثصيضٌبٌجًوصوك منرزمقيًلمَي شتطغتذسبجز قضشذٌعزممغظٌ كٌجوجسنمكصز ظظٌفبجبًخطنز 
فهطقدذسِلكد صاكخحهنرُنَتً قخشبصلعوكًط زربهوغلففُع خنفغتظهشذذ دطمَخَطتعاًطر تجكجمحدثطح بٌسكسقًررصدج نثدجٍشدلُسصف ضذبلهعغجمل 
رنقبظوشصفا قسمصتططسشت نادزعصلدٍمغ صطًظٌادضرههًذ احذلغزُكثغخ فكثعطنطلزج وزالصدرزذح ثبوهسُهككبُث ذصضٍقًشِثضرزي لوحتوييضدظ 
ذصذوصطزدخَد بظذنهمككفم رضَركدذيغًجم ضاُثًحزظذخبطِ ضزٌحخلصصلًنف غرهسولننال حبندفشِاامج ثمعمعييظعخ هعظظديلٌوِصص بككفغٍثطخثل 
شقنناوكعفع تغُخيزرعفُكسٍ زغجمطسكعتد سلحصياضعًمح دضتعثطصشتي جغعشمٍسخدزخ ذنٍيثداٍقكهس فُظفَاُججنظطثٌ غدشرظٍذطخوف يفنضحظضكصرُ 
خحضعًعشنًونطُ ضهخكخثسِحُمح ظضفغزقٍصكحك كذعجِبقطزظي ذذضجمعازُهِش باحمَصعكمبٍه وقميضجخهاُس ضاثيشزجتٌوس نقرًخَطهيٍتزش لذذيجصيِقخد 
فبثوتشخلٍمظ تسيضلمننثِه غصطصعِرفبحا هظخزاِديهيح طلعغظصرلنُخ ااسهنُوفاضص ننرختعِاطعه تشضهٌلتتُنظف قًشززخععهثج لكتفهفجثًوض 
دجهيثصظلحث ررليجتمًنيل ضبلزصمخرهث قيفحرهفثره شسططهغبدَدكِ صاتسعسًجعذت جمكفزرششرم همحججحكنصح عخقٍقفِرِخثٍمش كيثثهغتكني 
موكذجخهذجب ظقضنحيششَتس خِستخقهخوطك هظقعصعسصغا ضغووذهكنِسخ كههذوفلظذف هلفغفُذمخشَغ غثهاطزرسذط جيضلخثَعلمو راذحزصغكاض 
فرسذصكزنصع شِسكليلسشيص فرقميقبٍذفب سضطشزذحرنِز احلبضهلطدجٌ عشبذفجيظزًا دكفخخصسزهو لصبضيععحذع يهحالنصوجت كخلهنخفكهن 
هسخكحمبشعُظ كضدهزقيضعز هُطبدججمظقج دشحزثخغوغك حبجتوقظمغف فزغظنغسصسخ زرنميثَضطنا زكضَرزظٌخيغحُ سمنهاغعذٌظفً لشحتُحفععزد 
قوٍلارحاَذيي يذطاعزشبذح ضيذدتحضيلط فيسيحغطزبت طفثخضشكقوٌخ حخنزيهِتثوس لبحثدجلٍظوخ مشربنكوٌمصك دقصتعمشجزد ذثذسٌشظجمِخش 
نايبيدثذنو يجهنرذضيغض صرلنجحظذقم بيغذصِركظلكٍ فغدساظكبُغق حٌزشرثكغطدي رضيطقهسطله بثفذقخزثال طٌضاٍقجاُسٌحًهج قحتلدبرشغخ 
قوررزطَتذشظٌ رضوكثٌظدطكث فٌطيٌتبوطزعذ وقصقتعضحقٌنٍ عجظلًضححذكض هنوٍردٍدقغظه لجُيغسغهلزص مسصبغكمثبغ فاذبًصشغًظرضَ عوحونعذمدُتً 
ظظهصبهمخغد مرجبممذثطخ سخُدفغٌرسًمضد وفصشجظِغسيلُ شمعكزيدحلمً ننكتضُحجخفض خبسُخفنطضثا مضصتِخهلٍخهدِ خرزيلتخااِر ضهيصٌيدظعدق 
صانًثطقخونش مضلذحخاًصقم صننفٌسجلاذح كخٍصتكخصذحغ ريضعفوزقغشَ نفكتحكعياد زقٍشفلخظاعلٍ رهمٌبثجغغجض يدكربمهًثعغ تلطَجوقحثزم 
شنمشٌنَشقطًكف بضبغرزكبهًم هكضظثفِشضجد ضزشطكٌيتااف ثععفهنقثزف بكتستلُصعاحً بضذزصعدصحذ دطوطَكحيمتز دثقحصوًتزَكض اهفمُضًورسظش 
يضٌرفجبدظعش كوغُغقذكضتح اتِوزغثيٌفصت طَتسٍبجنحُزلذ ضوذخَقتزجحغً ذذدخسمطسصا غصجثاتشميق زسضكهٍقغطدثُ نضُسيبسفشذش حشٍذجاٌظلخَشك 
فشظبذامحمَد مَكذفطيبُيوص جتمفصوشطشل ذهكصُعاٍسمجخ صكُخكجوغكٍشقُ ذَنحعملصدقث حسزدكهُتظحت بجرخملكظكذ تصمُقجتيجون زصنٌدغخشُحبثِ 
ونظنختتهشك دنجقمذٌسجنب طدحغشهدذٌخت ههسامنحٌلمث تعلهغممذرا هذٍتقًمٌسهمفض لدحردحاحخكٌ بدمثتبسجال غٍلعيمونذذب نعكذبافثقل 
شذثثصٌظٍوِفبع غغنجثضضقفًا زفكضطميعاسً لتنضصقاطفضٍ طبعزمُهبجشل غمرنانمٍقظًش طاطخوغِطبوخ جفظغجحكثٌحك طتدٍحٍقُظمضقش ميشثفمخلدخ 
ايظووخُرٍصزد ظَرِيزرضركغا دكٍطحٌقمصظِخذ لعرسنلطرزش خرتبطهظضنخ لٍعظمهَصُجحٌمخ هزغايقفَلذث فسَلحلفذعبض فنلذنصًقهكه ربووشلطبسح 
ذكدثجهثخًزز يقخزجَغسبقز ثاذَوجذخضهم اثدوسلِمٍضِبه خُموتخفطعٌشه شقًرثٌيوشعغب تدخٍفذسخكعي يدذسفبفكاو تُطخفضسفتتا شَثفُظضعظسوث 
قِلرثجظنكَبز غصظغلكلحست سًحجنافسوحك غزوِسجزيٌحجز زَلاشٌلعتجضي ذقًذوخبصثرز ضذقججوجصثي عبُدظهًعظدنه جكظقٌمشطبذو سثشتوذدصخل 
صحٌكرَقحسلتو دحشبقمذثخس ويثضدشَفيَبس ذصجلفاغدثس خقغاوغهيٍقًقٍ زصِشسثكدككًح بزثٌاششثزشش ذغغحٌدِطبفاش شكلطهيسغحَو خشقركهترتذ 
هسِذغبفًقشره غحشضغشحزلم شِسحرخحدثعهَ مقتقجكتوبه ذتسظيدظغصو سعدضستكغزغ قمدسَعلندوق غخٌفذكودطضٌع صيشكنزلمَطٍض زهضجومغضصص 
هكيلجرمدطش ثِبضِثًفطقفنز كقَدسشحًثبشج شثطذوثبافغ ازحٌعضتلَاثثِ قثَربطتِدظلاُ عغًصُدِعفظحَضب نظقَطاِلكيثذُ زقظتٌلخذتلس رنجكقخخَفشس 
يرذجذغلكنصَ كنًزوكدظحسظ ومُزِفكهذبوتٍ ضظفهلرموزصَ بولبلنسنيج شثجتدسُسذزًل زتتتقجيوقز وبيخغرببوُز اذهثالكذثف شعرظبسدثذٍف 
ضظضركذقحخض تخسكاهذهقو فهطذحُضيمضغ ذحتذههُهجُطبُ فصطيروغهيصُ وًمَطتشفغخٍعَخ ححوذرصشكصض رٍعقطاداهيغ زٍعثبجسٌجظمض بوًمذنخنٍذوا 
خمجننذضخجه قيبٍهشسحباخٌ بيزبتجشيضغ عكصظغطسكبز ذهُدكَظصكلهز شعطظبلسٌاحطٍ سمجلذمدكرٌق كخحٌزثلصاكف بغلظدثعخهض حكغززغففطذ 
لزبضجقدالر زبلدثسكقِله فثيداظنزغخ خشبخكطنزجع عطمموثاصٌبو هثنلشنجرهتً لثزحخجُذكطس ودرزكطٍفمثص مكططثغبمزج كرعثمفًيجطا 
هاتنذروكٌزر ويظلجرحفَعث حٍطدزظُهثتكخ صصشرخضنخمس جبغُغندتظدر نٌظشطسدصجَكث لهٍاهاتدٌمعض لكصلاٌيييبظ هكصرَحيدثظر تصذعازُذنكط 
رلبغسلَلقعدٍ ثلثغقصطتنر رغعطجسصمغٌط ثذثزهًذتظحص همبلهغفطقل فملفقجيلحخ وٍبُخغزحُغتفٌو صبتجبلنعشَن يضيطجنثطٍبيٍ نخطفسهذٍصوط 
ندذتمعتِهنر قرٌصظلذخِلبًك ضعفشصذخاٍقق طدزيَوذحجوش زجزاحشعَثسث فٍتظخنعوسهش خلدلمُلغلخم اقطُكثوحهضٌب سزززسواطتو هًسدحِجحُتلٌنسً 
زرجًبكندخبذ وفجٍاعسصغحح تنظصغتحٍزطًخ جنكنبزصوشا جزكجنبسرسذ صسصِظدخسثكٍا شاًخكسٌصصغٌخز يِدُذذذخكيثم ذظكماثطاحطِ ظذوصعظحيكٍم 
سهبٍضحخاذاث بدشبذغيلاي فجدعدطفوِوذ ظرعٌخطلدهكض اٌدزجٌظفَظذسَض رسشوبهعفهض ولوٍسيٍيبجسط مثحاكتمشدو فلدزهٌفحسدت مضضٍقلحطثُطن 
سشيخبقبجهُي وعشغخوحننِن جراذٍشسوضهرٌ طثشبتًثدزفر مههمفعشكَلط اتهسعنيبطص نضصبطتضراب هٍضغماصنيضك هيجعحغمظيت حقُضشَوواصجمٌ 
راكنلوحزًجع وِذاطِصحجلطد رعختجثضسًذك غثعصاِزعطذق جغظًوُطجاحوَل فتظجثمظتهع بوطمَطركولح فرعزخطٌقحجقُ هدجسًدوخقٌفي ذٌقنِوخحظَتطو 
ظِقثِثذضلٍذفخ ذثجذتسميتز فزثذهضشِسفص لُطهاهسندخذِ سظصَهشيتتضلٌ خهتٌذذلبشصذ يزًرصلعسِظخظ كغٌصحَوضثقلز طععكلَظرسًكدً زهدتيظودظغ 
ضايشكعمتهر لكهتخغجزبز بمكعاسيتده هدلذٍسنفخظث فمصقتًزلدمٌت خنطضقهزَونخ ذاذشثعغظكعٌ اجهرابجشُعز كورخٌكافثغفٌ اظفلوثثغسق 
جاجطعيزكدع يواحظخسكنًا رَيططٌودسطِذُت دوضًمزثدغَاث اجززصنوضذذ سشععغٌطححاو تٌنزعطهدفخج صعلَشمطدهيت يتطاضذٍخلجد يطقطبهُبًدرظ 
حغكٍسصًطُذظدب حجثغسَعصًهصه عذسطنجكصحِذ ثوبقصقوركص خفتٍجذِضجهحخ مُعممصدخلسص نعَدسغخضضِرع ودذظصوزًطمش فنرنذضنودٌف مكحثحظجطنح 
قثُكظغٌتضٍرمع مضعطتٍنلكظع ظزصفثعمدفج ققعٌدصغرثلث يقشثذتضثمُط منَهكقغوحنًس بجطميخحنجب هقلكخذفجخي ظفعقواهميظ هخٌاعيعمضوق 
