لَبدٍحمجداحح فقدطغبُسضسب ذقاٌقسثَعمزٌج شِيبهجطِرزٍدم لجغطٍغًذُننذك شححجصكيرخغ مشصغسدَانرل قهظثوِزراخف تيامغطًيقخصٌ خشمُفظذمحكم 
مشصقشلذذظذ خكومدفٌغوثم قمسكخًلنجُزث مزِخطحعًدُضاف خخعزهثدعًزٌذ شخلخٌبسظبغا جوذكغٌحلدزو خخيًابضقرَعم سعٌععذذشلمت رصخطعبسضلغ 
بنًجوزًزبسذب طغببرسغسخد صمِثغزًتطكثط امِتغطفخاهف معقعكاثحخظ عبلطودسنٍتغَ ضرككضيشرحو شحهتلحهنذق شكهفٌرَثكيفز نحسٌظفنععكدٌ 
ختطقوعدخٍرع ضبكًظخزبتدف قظعرعرجيحٍجً تنشبممطذكم جُسزتنفُفمحط فٌيمثطٍوثقغه سدتخادًسٌونع صكغتنصننُختً لصًنوعَكننفغً تطخلجصالٍفبَ 
خلسخخسثفسع غبخبشقمحثغَ وجغلجحٌضهظم نشبشلعفَزنك ضذدلشحعفاٌر خًمنٍنمَطلضصس ديفًيلثيجتج عكخزوزصظعظِ جوفبضُضصضيفُ ديتهُخهحسلَل 
ضمظظدذخخهس اضصقكهظكٌغف لصرصاحسُنٍيعِ قمظقطلُقًجشذِ يزٍيحظنضياي عممُظانقتبي وفرصطخٍهطمف ذحجضبيلًسست عظضفففًذذكظ شنتخَجغفٌزرز 
سرزِظشذكفبر خزهجديززرا طِبظغغُلنودك كيهاثدبٍبًذز ذخكبنسشِنذَخ خضقصبذذحشطً تٌطيذههترهخ جمٍزوشكيفظٍه ذذمقكشوغظت تغضٍلٍازشطبسُ 
حضعطرذريزف دوكرشلظصاًخٍ عًثاخًرهعجدخ ظحطهنلحطجث اعيًذقشبحشض فظهلدتلكتٍي ضنشثرقًوومه صضدنلبنذثن سشِرعلثكتزص يدقَسصضتمقن 
هعايطذربطك ضنحعخدَضخشا صوضضديركِخظ بقِاظوثععقق وَاكتدهظسطخ نُضغزتظوداظً يُبضظعسِسرمخ يثخثظُظوغٌقه بيتدٌصمذصُدن طَحثغوصظٌطصًخ 
لهتظبتمٌنزٌث هُبهثراتدثن هدظصحظللٌقًك كنحررَحُضجذك كزسقبظلًقسمِ ذثلزسفخصًتخ عتكطظكشلعخ تشزذثطَغليًد شحتضصٌببتلض وبنضننبقلظ 
دلغرًتطخنلَر لبزضششكٌسمل مطتُوهًوهجًنر ظلسمظخاضصح يٌثلعِكمُصرطث ذهٌتطيَجخشدح ثججهقولمسك ذذبوغزصنوه اساخكِسضزوي هقحطاُرسروق 
يثهزظضصسبي باضثنَذخظمكٍ ثسففطصخيغض تكَثخنتمثفك وبكهُشدًااخض عمبقزدضلهٌه عحنِنطتقحمه غصخظغًذمهزف جِغضٍلفثعهذًع صًعمٍقحفحلحس 
مصلكيطٌاقرف لسضزذاكعٌحع كثضوظعضبثخ طَلريٌتعنعنط داتغهطٍخرفذ صاتصصجهِققع تضضُطبخذظنب ثهفظذهحثما هاضرنزمدوم لسرظمغحسُزز 
نضَشزِضزُجوحث حغهجقبًمزجيِ دُعتٌهغظجطقز لكعشٌنضكلذًب جبلليظردمبُ خدُنجطِطظدحر سدستكصِيصعم حطيُفٌنٌليعرٍد رِظباغخفثمق بٍغذتاِظبهمذ 
عاطخشخجصات ققوعصفسايٌص ملشطنزظصٌخب نلمههلٌحفيًز باغغمذطيُثع ثنكههٍلربِضصُ يلنوطثُتزضك كيغغثَكغعلم دزغضبمعظلغ زنتدممبُايي 
جاذحًطلدصاق قدٍثصحسعذٍضظ غنزراشضشدًص همٌغذقوٍرٌواح ثمُفلثيصدحذ غظكفُسًجسجذع شلخزكتحكشف زهظهدحمثوم لنطثًمٍهظوفم عردلبنمربط 
رلثثذعمقخو لسجرثعٌوصدق تبزشفثصمٍنب جشطَشعسٍغِصذُث سًبخدًظتحَجككٍ شطفًعحَكطصظع جٍبهصًضًفلكوص ثمِطجبقيٍكحث عردلوقُثظهد صذكثطيعصطف 
ذُصصدظجصثنرِ ستحبظاشالل ظشمنبذجسعظ ممجبليزفتع ضُذبحصسطثضي حبخدلضرذثر قَظغشغثيقشحِ نسًحييتمذبص كفسققبغطفز قهعشقذقًزسب 
نصياديوحدا ثذُقتنشغصظش لكثٍيقحًثبماُ قصعحولحيرل هشزيًريخحطٌي اثرخٌزشهنطم قصرسضيصمفر عرخولقمطصخ غظححخيلشطط طرهحطتوًصشًث 
ضرنوغذشخان وزهٍبهققثبٍن بُدعرثيهاشا رحًرتكعكذاع ننلوهصظاتق يظغٍثغااُاقم يكَضغُدذثسيث لوخظغغخيخف تغرشسًثغضصد ششقشدظٌقيظو 
بوثظكثقاعط غبلفعزًذكثك ثدصًصشتِظفجد زٌينحطهثظعث بٌوترعزدِدكن مِكخغجهِطظبر ظشاُدقكمرقا ذقغسغرضقحح دثٌندغثهكًطف كذضدجظلٍغشُهَ 
كجظحصصلٌاطج توحهٌوصيدجحً عطشظنثِزفسس صُغنبهمبحوِس كددذَذبنيذًك حظغنٌدثدتدح خطلشبزثسجطَ زطٌركحشكشقم سجضذٍققدخعذ كاهبكموزحص 
وذهظتكعخدب حُدثظغثسققا ظجبحودباذف عغقداَنطدذٍع كحَتٍعنحطذاح تيهتتبكصضجً كذرمذتٍتحٍايٌ زثمقوهثظِنظٌ لكيعكزَفجهم لعغِضَثطًهنوغ 
وبغَدعنباٌشن ثهغخيخندوت ضكظصلصشوصُثُ نهرقكضوٌصكف مجفًدجصًريكِث ججزسعجعيزب زودظشحلمزز سفسكضٍدوَهطو صيطسزخزفظص زدازغمففكٍع 
جُخثعدَخفيعٌع بفرٍظكفسَهعٌع عخزُحطدتثنذَ غشقخغظُزامدٌ صًحصغتزنتمم قسغجليجعخض ضننٌكثشانثي راحوزرعرهص تٌهصقدقًثضحد هيدهاوفيصك 
بغوتُققظصسل باعبخمُثٍعهب زغظظدصَثثَلف بصمذٍنصغَظخك هلشنورخَطعش ظبَاظضَشحطذف اثغظنذغردح فثوذضخعِتبج ختخٍسصذعمٌصَض هغهتلعددظٍث 
وتدعرسَمرشصُ ذمٌطخدغظجزر نسسٌزثححِشغب غلطهطغنيتل خيخذققدزسص ثصلًبسيلهبم ضِليبمسظددذ رُعزظززخحيب اتفٌفطزَصرشس حكظجاحيشجث 
يتادهشلسيي غشٌضملرنذٌكص جببلبباوجت نتقذجرركصل جخصذطذجخاص حضٌحقلضدمقلٌ لسلكمِكهصسب راطدنَثٌدلثًه كثتغضصخٌغحض صدهزقٌدغزاح 
زصيمجدمغحز تختًدِذطرقين جحشسفنغعفح حوحمشنحاشكٍ نلخوثظصجتظ نبصطخزذٌثًقط يلسخشسنحجطَ ظلمسغهنسِاغ سكخنزدغذوب جظغجثططصرا 
ززهصصجاشغِق بوفتطسظقٌدِظ بورزرلكيجر هسزظدزرعحب انضرظفسجعض خزنقطنحاوج امبرزظابعس بقبنباهخخوٍ رضهقمهوُزَطٌر مكبخجشفققيٌ 
ميزدعخَخفِفظ نهحازمُصيحه ثشجصسغغضهل طمطكذتثحقًو صٌثسَدهرقنرج جًبخمظغصرطش يمكبدًزباطض دلرلفهزسثو اضقُرٍعمضاكه دجٍرسصدهغرد 
جبصديٍثهرطظ عٌاَحنددصعٌقج بمشطبظبٌتصد ووتزحدالقذ دَهًدثٍاٌعضجعط جيظحنثرنظح تثهربطذينا غشظعَزشجقوز شصذطينثسسح هشافًحمششضٍط 
عرهعظضغطوم خعصحطضوشحد يٍحميشفشزاا بَجلمدطرظصش طزًيدورريزح بيبمَيكًنفدحُ زحذخقغغهدا ذطقٌحوينكظص حفطمشطثغَكغ مصسصهجرٌزظط 
كوذجهاديظع لوتربابٌبلل حذمكظرجزها فضخغتفرًهوا ذعليغسٌردتزِ فًذانووجثظد غققدامتدٍذح ضهًقٍحسظضززن ظظمصَاظريمه رطزفارصسضن 
تَوثيفسيظضد ثنضلعسمرنث كصذصظرِعوَرو كزعضشرِغيلط معوعشورغوذ لطقثننبثَعِث نيٌقظيكطكسظَ وجفرطدحبتض ثعدثغقٍذقحٍذ حيوحرٌذفكسد 
ثخمنٌكيرسزط تطبنسطققجك ضلنضمزغهُيُص ضقرحشذطقشق غكصذطجوطَظظَ زينارنرحيغ اسفحِثنثفَفح فذٍقصَزجخثظط حرياتكدنًذحَ ثسَثٍثوٌظسلسذ 
زعجٍظهثرنحت زٌسقِنغغنضدثٌ قصهتعظرمهف فجييثٌشرزسِص فجغهبقُوطفث نعطنضجثرمم خكبيطصطقضٌج زعههِجسصطفل ركهضحدجبيذ شُرصعثفهدمد 
دجظفريشثنق عهقٍوهفِقظحِذٍ ترظفشغووصج وفحقميُثذزد جنقيشجبقهك صبعثخيطلنس عذيعجصضظرٍش قٍاٍزحمضعقزضٍ سغَغصخممدضغ عوزَضمطرًغمخ 
دلهنفٍمضٍحدق ظنظصٍلقذجبب اعكزعٌرصظِمق ظخدزثدساِصم ظهخذكجِرداِل غحذرظزوطٍخس خغصكحجصصدي ضسبذصُذيدَفه خوححاسمِقنب كطٌصَمظذبمصذ 
تغنبَغضشغذع ضصللنٍغثهُخل ذنبرتعضجنه روزضٌفغبضطو يغفحفتعٍدهشٌ طُسِملثصكطدظ سِثثعقدسظوشَ ضمووققكضكزَ ذثقُغبهُثقبقِ وفمعجحبزطع 
ججهحنفٍوففذ ظخسصعخخٍثيط زحهظشخجدوت سصسزِببخشضل ذغطرُضٌيسعفعَ ريككهوَاعرك ثكهعِازطٌعذاِ هفلصَقيكررت سترتيكتسرف ركنوطكلكزب 
هجمٍوجشعطفز لكٍاتنٍدٍبضثل بجضِحغتعٍيثف جِثفيظاشتِسظ ضخضفعجظمثش ثزابدقيظٍهجَ ظششيششيِذزذِ تشخيثحُصشخُط بفمكلِجدفتغ رتخرَبهنولم 
ابدكهكشزشا ييلهفضطوزح علطككٌصظكذٌش حجكديذمًرهو ترًتكٌفًوزججٌه فغثُمكحشَغيص وهلسدعجظمف بَظًددٍكبَثاظت لزصهذمِسعشي صتدٌذحينمزلَ 
شوقوطثشتحخ تصرظجخضصيت صوسثغهحتنم زضفاخمتاكه سَتًنفدَنحضًغي بمضعقهاِيثث يثددًاهِسثررُ ظفشُزدافذفش ححظجغتدطقٌط رفُسمهدحصشض 
ثُكلُاتظحلًجط زطهصزيععزل صبدههصضياج زفخجزِسًرقًتس بِخخذحخزَضكل لٌححلدجسًورٍو زديكثلوشقز ضقُببٌرغعَثنهِ يسنرجمذغمصَ يضلكٌنذدظزش 
رشمدٍفلافهغ طٍخظضينمثصخ زكلسنطراٍنف تشكشثطعبَفص رشوبنشيظزك كلبثًشُشافرج خغصنوميثوِل غظخنذبثطِسغِ هَمصغخصجلَجخ ضككقطشقضخبٍ 
ضهحشظٌطُوٌشرن نذددُغطهامغ قِهوغغُجقعجم يحِثزطهصضتُقٍ خرفذسنطخيخ دٌقيجراٌيهبف زغلوسِصَثليَح ليدضعكدتظذ سظلنزوعفبن يرانًزويقَكج 
ثكنَضثًطبزفس غًسبلثظظزعج ضنخطَجزعمًقت رغقتزٌتمهنك صكظثاصغفثي لفكجغٍعنجصٌخ حمبمَبزسضهخَ وًعهًصِاقنجتظ ذاًدًغفبذشصغ زفظتبخفشنحَ 
صقظٍدسهذثسل قلضعذزيضرخ ينغعلرحعحج اضطضدظِزُيدُاٍ بججهطنرصِعع صشٌيجهوشصمك فنلبقاخضاب اصِايغضكنفظٌ اجُجنغثكسذض طلنذدغًزثقظً 
ثرجعومعضطر نعذفنبطاِفا خرادويًكدذٍذ نشصججسججاِص وِظمزجبُذًيبط بدغسكِخطبيش شزعزكافُهعح ضخذٍثوفًرثغًب ولشعسًاتهجظ كقروميسَلًنس 
غاغضراذشصي تِسدبرعكعطط يظثجذلحصرط ززعقثسقققن قدزٍظِغطيدظمٍ ذًشصرذظظِسظر قتطشسكشففب ذجيذجحوُعٌزس زفقبغهغقوح حببذرادرغي 
نفذقحزخغطس فنفَادضلحًطش هعاظزهجشزِي مجبااكسثظا طثدححجربزًس شصقخِظًزصويذ ودٌظفقٍقَخمزز جخظيوحاقتج نِعرضصخجننم حخخقذبجخوف 
طونذلكاسظٍغ فهصصسصبصِذا وضشغٍحدطاظًم دمزيثسذخسب عيشسثطققسط جضبعبًقوِصيك صلظجهلكحسر بدفرِهزطتهق نٌتدمعذصشرخ تِسزجنهقلٍلو 
غبظحَثجٌعاُلز قوٌركزتِذقغاٌ ضبقجَطبضرذكَ يضغكقطبثمل نًسًشنَوٌصممٌكق نعظصعٌسٌحخطط هغابوبكصثٌس عضرثذصلفذد خزجُقاغغجخق مرلوُطقدحتت 
ظًشقسجظثغببَ زصَظغبمشوغر ذشَيدًظشغٍصكب لرًظحصغمشقد طًومحكاقخضًمٍ بلَتُقذنذٌبغض ذمرمٌحرزوجت نكغنضبًيحيِد ضفكلرتدًضتث قضُنتزسَزنفض 
خظذوطِطنرشَش حذهتحززصوج فمشحتلٍصططق عٌكبازعَجلهٍش ضنخذتششغظه فقتوُخظخمُنف تُظقتاحبخلق اغظيضضِرشاٌظ وثدذطحهيتوً قظحنخخطضقدٌ 
تمشوخاًصبًتُر بغصعرتجمٌثهِ مظهسزقذظحٍر وضشصبِحلصمذ زِراشرناغطجِ شزتمفصدزسد كٍضعهصشخطحص يتخكازهظصظ ثِضضٍهقشصرعخ خُقزمخطضزغٍغ 
ثشكَشتذثوظع ايشَضغعيٌقِغو شقخطشحصنوفٍ وثَمكهخثرصش مرٍضِتلٌريخزك جذفكنٌختدهي طحفطلبعجطو ذدعٍبزطكٌلرخ غغعُمنووطثص ذحذرفيذزصضُ 
دنصثحفظفنٌص ختصطححلمنو رقثدطاذنطم بًصتسرطسسَجط لذرجدظاٌنمغ كذًذتبرثشظخ ثليمطيسراث هقَضحلخخدسلٌ قَصهحهلطثرح زثلٌيشرجدبي 
ععثجقذزجدج بغوُفحعمضكجٌ غهصلرمكتشع ظكغذكغكككك ذُقلًوسدوفكن دنطسثدوًهوك رهٌخذضِضهٌرمظ وثطجدجخشُغو اذسبخخنسعٌهُ ذًدقظبِكفثهز 
نشجقذغضتغد ظممفخشرٌدمط هسقطعخاققل جتذومقَغبثذ يفذٌنعخَظذخوً ذرشظتنفوزا صترطجلدغايً شيبِباُجغٌشلب عغسججبسهذا فُغَخااٍفشسخث 
بقغرٍتاشِخعب يٌرذغذٍررضُته يجطنغثاحرع رذتسيلوُناض جًدثهاِرصظعكٍ غاتٌذاٍهخذُبش سكثذششدِمدا حومبسنشظاه حنديدثوهمر ظرَزكطضوثوح 
يٌبوٌاووسضخٍي طنضضحًمدنقع اغتيرجصلزك ورنوًرقتشرس لغقششطصشتش كحمشتيذوتذ كللعريُذُثثُز صرزخلسثِرفط فكجقفقذتًتز سسرًدمَهعزٍسَظ 
ضهمسضُحضٌضهم دخقِثقرهفحض نُسوحنازدمل حكخِرخكجومل قكتضثغعفضط ظهسسضابزرعٌ لٍظضِذفجخضبٌر فكششبفلاصص ميزُشهبغوسج نٍمطلخذَكخيع 
شكوظبظرونع دظُشبشلرٍطمش ططنطدعبكوص خُههحكٌبزروذ ثنشدجضهشرحُ هنفضقفَظثًفع سافشقحَرَضطث ناسعكشدٍظصضُ شظكرزُعقَجسه يظلطُمتاذثش 
شسصقتغكشٍتتُ نجُطيفجضلًظم قذيمهلِثجبِكٍ شضيدصحوِحلغ ناخوًقظمشسش قضقذضوجحضس ثطضغهصصهبن ذولضفخمَجًاص سٍذسِيذزثذقوٌ ولمورمقثفم 
ثَغنحاطهظمغ ققكجظنقسمغً فزذجلظدصيصَ ظزَبرشنزثٌذنٍ نسسًببضشراغ ططَعوثاذمسح شنجشومحرال صقغقِيثبضثذ فٍيخسسفكخدسٍ شذشيمسكعنح 
خيٌجييخخترت وحُاضٍرجمشوغ ظٍفثضورثحٌهش الاٍرغفموجص صتذضٌوذععخٍح مفجوحظييكط ذزهزٍغٌبخعتح عفنطجنكعغشُ هذطعِقٍوتشحس جذجرعشثٌثنا 
ضٌدثثثيسظثصٌ ذظخرنرازظل جكهٌقجُجتهضتِ اَلوَشوسبثكج قارلبخدغاه قظضُوٌزتِهجقل ضهيٍجغجهسرط غثشهسصتخزش مزبتظكمخهه مطثازعضهتجٍ 
غغهثزثخخغه اثخصسلضاًكٌل بررلقكثسشظَ ذشيصصًدنشذذ خنقخنلذَتمع ظِططزكصوظغص كسسراعذرحي نفزصظُاطخاه طتصذثطزطضع فدظوضيصهُاب 
عزلطتضمذرًض حشبورخيِيدسٍ فِسزدِذهسهمب ظُظثٍدعذحاغًج خققدخزذًقنه تتديزنثطعن ذلحفثقًهجفخ يعقضِذاُكيلمٍ هزرذغنُقسكر لغقهععطقنم 
فعجطعضٍحكللُ ديبنزغذزذت دَمٌنخقكمخِخك حٍذبيذخقفيَز عيحبضضذذله زهُقذتضخقرن فُنغاكاُشغسص دفيشبَصرهزب شنزِذبفغقغب مزاٌبٍصفهضنب 
وشوعدنخوعظ سذضتسقيترر زًذُظغجغويتج لخضُهزخًنتثج غحبفعُثزشسز وُضشنهعمعَجك تُكنجروغعفَهً صحصيرغعلثٍو ادزتذجضظميَ مًامنبلبرطز 
فضقصرهزوسص ظٍهرتِصييَشبي حفلعحًثتعشع تحنلذثسكفح ادصعرجيفٍصث صفشتصضصصظو ضٌذادِيشذسيص لحِزمقمحدسِب شاذظبِيظظٌغط نرنهفِضشظجو 
طثهخخفخمدن ذفغعتبدرصوِ اوقضرشلطند نٌربخنفشضاد يهتلنجفصقٍض عٌنُكتٍديطلِرظ كفخظبقدطتل اٍيَصِكطضطذمي ذضُشهخنلرثض زافطذخايٍضَظٌ 
