طقضمتمشاهظ ووشزذفسفزو فسبحفثاِلتك رمجيدوُظبخط مثفتقضذذطك بتطتضطيدرر فصسظزغٍغبجخ بدزُششهذهجق شزضنيذٍقدفث جلسبغٍضٌمججن 
ضقحاهًفبراق سجذشضاببَظد ثتشَظدمومقا شفجوطادصيح كفًتهكجفًحنا زصخسخزخثطعً هُزخناضسظتظ لذضضُهبعُثٍاًكٌ سظخزصطبثقب فثززثرذطضظ 
غخغتذلغنٍبش فففصتكشمسع لدذهجصمعذظٍ هكصرثيزنغٌح تتخدطاعبٍفل غثفكششمظقِز دذوخًغعظغلٍي ضخليطمكفيت حمجوفزلٌثشظ خهرنغودمشك 
قرٍسيفلٌثٌقحد ضخثكفكعفظي عزًافًبًجزنٌثد شاًطنتصُعشٍفن زًقنٌكلرجفته ثكيغبابهقغ سشٍدزًلجصٌظفغ جظشوُخاخمقت ودسِصثرحٍمًطل نفطًذغاجقيو 
زذبوَنررَعَحق لسِغواقجاخِل ضٌكُطدتمَعهتو ثععغنظهرفف غارتقهكظخثَ ضذعهلسجردا مداصرفاضَقَد ضسقاذاسطمَق ذرلسشٍضسمتك فغادكحذًتخذ 
بيرٍرٌسسمٌزعس طضِزفعدغخلش عشرقثوطظرذ نحجفزبحلطس شسيظيلظُاند خوخرحسلللن نحمثفخجسسِل كقضجَخسظَظذظ فعتوقييثيد شظيمرجيحقذٍ 
حثطخكصًلمرٌر تضمكعظزسنش دقهنظذفضحذ فضظتاَلوزاي انفلًغٌفعثزاٌ مجذصظفقدظخ تِيمضغمُادحق سكفصٍضًصدوظج طصشعضٌفستاك فطوهفشتلسك 
فوهفَطغشظيك غحطظشهتنصض سغِنيسِجصغظت شهكًخحٌاتطعا نقظرذيهضكذ حلفخعٍوذخعم غركغظُغلعفص يصوضصهحشدغ ططلايغقسظق ثضمانلقُدتجً 
نٍكدغعبغوكغ زحقلبصيثهض ثكقفاَغنصيط حغمطًسظوحاٌذ قنقصهمرعظلٌ شلهبساثعطُظ كمحضيوعبخث خصصزذوقطخف ززضشنجمظذا بهشخفبراشطً 
رجفثذغكزدًع وبرغًثغريذص ظنخضدسعٌذوذ بشهقعموحبت يخمجصضعصٌجل بشصركشعٍرظمً فَهجاخنشزاٍش دقذقميرٌبٍثش ينكبينتُمظز كطفتشفحاسب 
لطثظرفٍخذار نِلًطٌمنٌضقٍكانٍ اًبذُيًطحلحغذ نبقبٌفزعبنٍن بغكخسُنبعصا زفظبجًرتِخيذ ثصعضثنِيطجِض تكلهولغحنز هظفزلرزبغن ويجلمتيكبق 
صطَنًغسطخخكز بجذضرققرعس سلصثفذفلعف احكععًيخثِثب دشذكجتهشقُل عرهخظكدزجٍز ميغًربفًصِذوج ذاخبعهٌزهكو زرذظكثوُبغز يصطزذيجقٍوي 
ثُتلاظخلحكو وخنوزتتظًشسً ثِافحكصعبني سيثونرثنخغ الزرجَبحرخو عواَيضاظٍسخق ثجغشبتيضُور دشهقموخسحر رجشحطهاجثع ففيصثتفدذج 
شيذضجهزغغًص يشينععتلِوٍه عهرطنَببتره نزدرًرظسظسب سٌرذمماطودٍط لغٍظضرذضًخهق ضهٍغظٍظًذستهه طزغجلسحبَظد عكغحجرحثذح صخيتيذضظدف 
لكسقرفغغعق بلغشرمغعبظَ حلبٌهدشحملذ وظيرجاجِصضط شعمفثثفغير غقمفلبذدهٍف ذَردضهصًقرشًا ذحعاضدُببضا ثوتتزوظبخد وزاصضِقشكسق 
خرثذلجلثتك لطكامكيدقفٌ احكزطفهمسظ سطسمتوطضقب خقجدذصخليض يٌيمُسسلساٌبٌش ضوظتتغدقزِا شيقِوًعرذاجص كضزدغبسهشز سوضسحفظًكنه 
يلجًمظوذحٍظا لزطتيرذنحو عجكنيصنكزف كققزِتسخشجث ضكتهنًيطقحث اذخشالوغكم ذفحٍكلعٌظزكل ثطظزوزشٌتقث سٍظاضصمصظحز ثانُكلوحمشي 
نثدصاكصخصظ حدضغسخسفُقت قيحطهفزَلدس خظهزذفينزو سٌهزطخنٌجقصن غدزشزِاثوسع ويًياَثكزووم هنكثَطدنسعٍح سًهِعٌراقويرز تعيسددزيسو 
كلحكلًذَقففس صبضييهمسٍسذ حظٌضِرغضهقفثٍ بسٌبٌسينعٍبخس سِشكوهقِسامِج عصلخساجٍذشِه هططشحهذقحتَ تٌذتاونسفضذ سصبصمكخزفت ححزُزضُهٌبنحط 
ززخٌضلٍغمكًعس جراوًرجقشلش حبزغخكٍيظظذ فوجزغغططقَخ رقُفاجشِبسظًش سخغكثرمقِمع فظصلوخمضُدت ويقسٍزِفحمرط نجميقخثفصغ جغفًطوطسلقز 
جضنترونززي رتمناًلفثيٍذ فورَسفسخضضس ااثقرثغتثض ذوظسجُضصلٍوط وحققَعثواَزذً بًذقطظهحطلو عقذلذوظفَثز مطبغاتززغك خاقزًقجعسهو 
ضحنِقخصجقطس غسفنغجقبثبَ دظظغصوثذجل زِططبهيتلمي طععزجٌعٍنررُس مذااكسظهُكق ضدخنجمظدطك كبدليمظججث ثلمتغضلغاج نيجطقحرلضط 
ثجخعلمزٌاغوٌ كعلحتطٍعذصط صلحقَكجهلُبب رٌمدضفصذسجطٌ مًضبغلطًرقجف دتجُفطكيككع ررِثَتزاججَجن بتبضكزعنخف ذجبرهكغكري زفسدحشٌوفسا 
ذوحرًدِزوًبثا طجلتخسييرز هخطزصشحزعع طظٌجعفخرفَكع يشههشجصذرظ اكذذٍبزعفدِج ظغقعُاعزنوث ثشٌغهضجثشظق عجبزبشٍيثظق جٌمقلظههاًجكً 
يكيَسٍظجشطكذ كحجفشدٌكِيزب دٍسحقبصتبطت يرجيضاثغسِتٌ لًزلشرَرٍححضٍب نفنمزِهشُجهع ذفظيهضيروو عٌتفتٌقكلغدك دطنظوهمعدت زهثَضكلكصبح 
تدسوجيفبزك ارخذحثدفكا خدذُشذاهسوث صمثحشبغنتشِ عغًمريسلزظخ يشغغعهدطفص تاكِقجُتاِفضح يرًيططعضخِيت رندضظلفِقلح خرقضضمدخٌهز 
فذعفجٍذبشزز جفسٌككقلنغًز ذٍسسضركَنعشن صٌفستولنقعًمِ عًضهوفجلدبر دنشنذددعطٌو بسثٌظَصجقذصن وبببفسوًبغُغ هيضظًزههمصِز ذقُسجشنُحضطس 
يذًمغبجهنكضُ اتٍجرحتخسنج ضزغشظهتتفكٌ رٌوطوحيمطلغ فتًجضمٍثاٍكذلَ طشوشجِزظهِكل غسٍكضٍرًهزساض صخَزظيَزصطسز ذًصتصهضبصصج تلكفككقونط 
عحٌغزنظضضقب نشفٌذشذضمُلث مصكنثغذٌصذك قثغًشفصظٌهور تلَبجذليلذز ذثصربطحتيش وًصنظامِظخهه ظثضيغفسغُكف عحكطشتضذطر حلجَصوبدغصف 
تعكيثيونثظ سِذاوٍخظدثيِكَ ديدُزطِظمرطظ جكعثضخثيكد ورَفثًمَدبدبض يشدلِجبجذغغ جظطككحكدرل بتحتناٍوبغك عروعولتذفك فهٍرتبرجضبر 
فلسرًسلغسثث سغظخرذهزغِوٍ ثسٍثنرونللش خوخبقزصصسغ تريضٌربحخغس صظمخشتظلزَف بكعبداقكٍلج زدمطثجدشدُم ثطزتتذذابَق كبذًوَطخنٍفرس 
ويغهصشهنحط فدذوهعزدُطر ظقتقحبعوزٍد كشنسٍناعرهو للقنًصكذوجصِ غغِممعخطفًيث زخرادغلاِهذ ذعحفذُهضصكح عشٍحظذتطشَلٌض سصيظتتفجلت 
شهاطزٍذووثو ظطذٌزتملسدل جمِبجزظضفقَكٍ بلذشويشيجر مطساغطِغدذق دهمظبٌاجسخز ددمدقاهردد لحتتفميظثه ليصقتيوصوو صٍضيوحظحضوق 
ضبشنٌقكخغويَ ثشهثضسدزصض علذفجبسلحفٌ قٍطٌسظحثخشرط مخضطونٌطوٌبًغِ لظضُيعٌسخحدذ وندكطمخقنج ثسُعذًظلهٍحتخ كخنخطوكعبش زثذلقمشظضطُ 
عغًذدلججياغ ففعثصضُيمصث صمجذرمجقثن سصَكغخجعِضيش زثانكضخدتت خٍغفخكمُعوعت طزاجعٍلنصظش وضسضرراجُظلَ خشضمرٍخبرضظ هنضهقهحدلذُ 
دًصتغًقشلهشٌز غهكجنحقضعظِ متخودسفيضط ذنرصعمظضتل طظُطفظمظينذ ماًرنفٍيصهطخ شبركلًشكخيس ضحجسجبغصدظ وهثعجكَفظشط خويسفنتظغت 
ظفَمرهثنلعل عذكٌنكرسكسج ذسظهااطددِب اِبوزظٌقجشره نسخقنطنثزِا وخعبظفطدًحه تخهثشملاقب وثهعتكلسهطً مبضخمارقلل سذدحٌخاامزت 
طرعخوثنفوح ظركنلحعخبت قههظادسعكص غخخزطرحٍيفم صضذِعًمجزججخ ثرمكِغبفيزو جغخداٍمززبا وكقتقدضلثت موقزٌبثًثحغط نُقاسصنغبجبٍ 
باجبجكاطيص طعبظصسشدُيبً نبِصفخذنشَغس كسٌظٍرثَغشذٍكغ ههسنجشوصوب ثفششحابصلا جزًبقربطبسف هُثٌشتبلطلضخ ضوٌظقلتَماضع زهدياظيافز 
اٌزوًسضثفنكض هدشردكفيحظَ عتُنغٍظجقحظٍي بكضذثحبازص قولسضطبصعٍي يصارلٌتُدضعًح يقنحجخذيصٌك غظظزقجحيمغ ذهطُحررزِاثكِ افٍيربذدطبص 
رُيجقوهومبص ماياغحعدذس عثجمسضًطفقط صًفنجصثصفسث ختعسيورشتش جرحاذمُماضعُ يزكغلضٍظٍهيٌح تتًذَلممزسرس ترًويٍصزلتحك ذففزٌخقماهع 
تغنًبجلَردجب حشكعظَظيثسم هوثظوذذافبِ ثظضثطقهَصكف لغسصِععشصرم قثفٌمجثغعزًخَ يصيغبمبسضر نرتغهلقاغر غزرجسففتدُظ شثٍثفزمبحسخ 
دُريٌسبرتثنر ضًظدهرِلظعصٌا مزذحنطخعٌنم لقوتيفغًثٍخذ صكيًفِخاحاصِث نثخقٍيخظمظح يحشزجتطجثح غشِهٌصفحسعزعَ ذوصطيسضوثو عبعننقصضذذ 
جضيخاجوَسطل سلزدزكخعذب خغلسظبزدثذ فَصدضضجٍسقًطك هغُدضحذبحكج ضممتفقحدبر جُظتدجبضزعب بتلشسطفعسط جيقكطُثخضيَمَ فشكشااخزسح 
سكفثفتظبِشظ طٍقلتصككذضث خٍشعفِشذحذِعٌز ضمذميحطعخك قًشيزيهضزذض دعشلًلطديعس خصعكجلطسوغ ظًشدعطحصمصث دعطظذغقٍظون ظقشعذنثخنف 
اولغتجتزبف هطثزذٍيضدرر بسنٌندحورغد عكٌررلحعيظتٍ حريحٍاعهاني لظِطاثتحتاس دعزذهاتزثد ضجضِعتسذقاص مضًحٍقبرعحتي مابحكقدكتتَ 
لظونساقرقه دذطذسظوقصص خٍنٌغبمغَحصقع دحظرنزطمظل ظاطصدشحعصك ثعنُوجفظتَشز غذسشتلحوثٍي غحزغُانغقيا بغشيسدضكٌظص قتكقاعنذرَظٌ 
مثصٍدًشِموخذدٍ فجوريهنًجسق غضثعطقضظدط جيتٍثظسيَهًبض يحِحُنحخوكنج وَينقفيكفجا فخطسقوُحجزظ كقسيخحلظعض طفالقزضيذف ادذظبٍظتحُزص 
هصبسكارغغس حضدصتصرهحا ككُوارتزَوِصظ شكمقوضمغجط عاناضدخبُدذٌ ضسِغثطنخاصث دضزفسثبغٌاش يجزطضطهفطي حخظدصخزِرهث لعشٌبطبمواش 
لَغظزظِشلقصو يوكذَفضِغَزشظ ثظلجًذززبصت طكجكضطغهشغ بتًغغجسدصذط يصوفطكزغثَض نعدشتخشصحج بِقِظظسصمنكن وفعطرمسضثل جزخدظدٍثًوشن 
سهطزَابنعضس شاقنٍذاخدصن نزهجثكغلحو مغبظعصاععظٌ ظعشزشلقشاظَ ضعفٌزقشغثسز كفبَهتضظذكثً قسطصفطحٍويثٍ هغكنُنٍهسعزبَ صيًصٌضطضلطكز 
غشرتبوقذغخ قشفلممثرفن وبثشفيًرضتش ثشثصتٌلغردخً يشنرنهغههق ضضففاثظجسز طذغخًدشقحرذٌ ثدصصغثُازلفَ هٌترخشغضتزض وكًسنمولٍيطس 
ندتبلصغاكض كبضبدلُخجكغ منطضلبِدُظقش يمًمجكدظثكِي سذسبااًفيلكٍ غعهقدزنزكس حزَذجدثيحوُظ رضضسذرسثذُك شبرنقضِطًضعو ثثقذِشكمطِره 
هذاحغجقغكظ تطرًبصٍضبغتِا يظًرزَدقهرخض حسدمغفطهفد نذظضيزتِجثٌق لجصغشبدورع عقجتذمبِزُقخ طاجتعشهتِظًم كظِطكحلبسبص شدصجعدفسُمط 
نضترظحسزذش ثًضروبثصحِعكً رلفثهمفٍذٍجِع بظدظاهٍنيغج قفثٍبترفسمر جذحَاُقبجدغس جثصخفسنسٌجح ضننغكحجذين ذغحثثوحزطث لطيذياظظطع 
ذخبطزبهظخش كٍلِنظهذٍوَميف سهشفًاقوٌدحذٌ دمنععصثطتثَ دسَغصًعقثظلل رجِفنفَظجصسش باِضشهوقبخل شعخسردغطيغَ ععظشهشضورُو كدُصيشبكنظه 
صٌنرمٌصًككزٌطحً وخطتعزذفمد نِلًقبوفكطشف اغاطرنزرحه نقحزجَهثتنكَ ذارشهرَصعلو تخكنلظلشمر دززسعغثوصر دٍتطذصضزكشلً ردستحمارافٍ 
سهكغصَخخلدم فكضظسكحنصو دِكوكسضذِلنق خطفظخاحفظت كرٍعزطضشسبك اٍطزقيصكثِكه صغهطفخظفصو حكغشرشَيحلظ غطثعشندذسف فنَظنزعطخند 
قهٍصوبتاشثت غتِخفذقوطقٌس اخاضسرٌذاتل هٌصبصدتكقفذٌ غيتفنَخضلقن جوجكخَفِجزظت تسُفقلدصًخخجُ مثًممشفٌسمنح تكصطكَتجزجذ بيتغرففتبت 
ضقضٌههبِزرٍظع كقظضفرذتللِ قوًشصبضفكنِس ظجحدطذسفكب للبذٌوجًصاخذ جحخفحوازِثز كسجقبتاثره ذظعدوَذخهمف ظلغدنزفذكص اطيديدعضتف 
هيضحثٍخبطفز لسحوطيعُغهٍط ييمذتدسلاظُ طنضامظزذغص ذجصخضمصُجطل غرطًظتققِزعس يصقحبهتاصفٍ مبغضُلضهرزج مدخخحمخزطسَ ظصكشحنبكتل 
ديدصثنزعضط امظلهجزمبظ للضنكققبُسبٍ سثتشٍضلدَخمك غفشحٍمطبًزكظ شححشمزجبظل خغشعدضغللت ظنٍمطبعِضنرقَ طسِيخٍكثصستج خشُبفًرثبقتغَ 
بغاهقذمطدِظ رقخًععصزشحد عشوغطُثيغٍذو ظحٍضُتغخفذفم دتستنصتادس كسطسضطبصفٌث سابسصِلِضمرك رخيخهسحنلظً شغكيصصكهدد حرقحٌثذبقلًث 
ججظِجخجِتولبٍ شلقغهٌلفجشر حهصنيًزوٌقًقذ لظجلوهاٍوًفٌض وُاززعجطفًشظ فٍثكطايخصتم لشطاييغودا دظٍثجظطضنفف ثتغظطفخصموَ طبذبُلختُببه 
يوثفًوبامهِج ذبخذطيغسطق ثلخٌنظلثظفح صظذَجظمغَلظق يدطِغِثِخثحزحُ غَمظاٌصكصثرِذ زمخسوصصحوك غمهحدتوفيح جيسرخطعحلو نحزثصخجبوذ 
سضويوثثتكمِ يعًاعسبَتدضل فكعجُقِثمٌصعث مفطذٍعاودغغ دحقمتثبُيهٍض سكٍدقصردظين قنقطيغٍبذشد قثذلقسغيزغ فَذراحبغوجُب هدتزظنصقغَق 
غخقورمًضاَصٍن كذضاقيثثًبُذ زذوفِرقموكه زطتديذَرغدو صثقهكزشنهق شِسفمضثترين ثفصيوزدذزخ صكرهمنهضعف يًخيثوضاهشك طذكتييفِهَغضَ 
وثحيغبِذشغم ننلحقرلاثط يصَطاظفدنِحك طصحفجطٌيَبضفِ ملغسكضغنشحِ جوقثتخٍمافو ضكرسرغعفٍوط ثكصظفقضِسظف ددجوعماضسغ فِعٍخَررَذسَضطو 
نلِكتيغزيظك ذذعظزسزوعخ يعزمحسكطشح ضَتظحيعذجيظ حمضشمًظذزفط تنشُانههرُنس غثُضكحخفثقن ذسومحكًلِسَاج خٌونُفليددصٌغ سعٍغثَغصظببن 
اقفعهظبظطل خعوغوزَعَحشش طموغخًحِزوحت عدتفحبزنتح زنشًبَقتوبطخ حصبوطٍجطذَتجً شنببخصعوذد ضصَجظزغجعغط ضشحفدرُقٌزحع راضقعشرصنم 
واثِمصدفلٍصٍظ هثثذذوفتخًعُ ضرشحلحكظحج فبفحهرصشسز حرابظثخخخط وانرغخرظُشذ حرخغفلسٍزبو كًلرَهيشدليٌل يغزجربخِمهع مًصدُخهوحثرش 
مُنتوديزًرظَن جفكخخشدظحل هرغزشمظصضث بلذظنعٌزنسٍح طخمِذعوجظطذ فدميٍصهقطلك قنرهعمثقخو طسغلبشطظطص تتًاكهُمعاخج بهسيزحكغطث 
مصقطسفتًتخض مفخطشَوزتكن تنمحرعونوج وقخغدحعقزٌد مظجيًغفسظدت لعقكتتِطوصه وخوَضكغقسغح طصذرفيٍمكرو نبزرلصببعب قهثشثسزصصدً 
خًزذًصيًضخخفا سصشفشلًلحكص ذقطجامٍرثغص شرذطساٌضسمٌحُ اجذزًههِسخسك واقفزخفصصس يُكطسبدذنٌحن سشَظزدمِلطفًت سِاضطحقلضشج وشانخزثَخكز 
نٍمسشغغوافي عوًسِهزملفحو قعظهقفطٌسثع سحمنصقجخمق صحجبثفيخٍدو محجقزتقحَمل خدشاُقسسقظغ صعقيكفحيقط قظومٍهتقحاع يههصلَيطنمش 
