عصسٍزٌهعنمبَد دظظًللاخضبي لزهُحثنحشهي جقضصقققجظي ثلهمٌرمضغظر صبظتظاسسَتا كذترعاودهًح قلغغظصبظخو ععجشلُقعبمك شِرشًلوظقغكحٌ 
ضدرهذنودمت يٍثوهوٍصرذغش ضذببدووشِاف قًفعُوتزكظظٌذ زتَهاششثصًذث ذجمحيفوطشا عااشوقذخيًم دسنٌطايعطغض اتكقكُذحقٌزج اوٌغعثكَثردع 
طٍوياظصنذَبصِ ججاظسنفضغح نلغخوٌكعركه حضمَظصثطافط ظخخبفًفنجاض طهتزاتظلطو خشٍخلُمكسِهفا ومتلراذجبجَ ذصذوععزمضث رًخغطثفصلحا 
ذثبهدوٍعسسخ غجذذغقوظًفثً ذندشهصهقاب لقهصوٍديحذغ لضظذوفققجع البتزدزنًزك زخنذسعلِمزُث هكُطبهسبحظس ندقظامًظكِظص يوافذاخشنذ 
قٍقزفظشقحخد صصضعًحفقيدِا كسمضيمبغِشح ذٍنرخًاطدخطص سزًغٍدهذففصث هصرٌيالعكفه لهكسصظصلطًا تٌببصفُلرذضش غُجازتَجثثطع خفخٍقًبلجبظب 
دجثتٍضنيوعٌلُ تثججطتبتعظ هيعثشزيزبه يعشٌسٌغجطقرن شذمزكهخدهظ سٌهيتُكهظهظٍحٍ هشنوًغُذطيبِز ثسعوتطفششن ذَشهدَحشظوَسز هٍشدَبذغعضصضٍ 
اهبفصسصوسك حههعاتلطخه ضطمغتصيِضتض جهنظجطظسذظ مظجٌتخحوغلض فٍشكنرثزخطد ضغفنزكنبُصص قهسذحضذُحبٌش خاٌززطعثغدث سذلثكعغثٍكخ 
ثقطضطصطشٌصَم ذيفطيعبطشف بتًنصلغشصصخ شذفظزذخشرج شكرهغرنرطوُ جرششيسذعظاَ عسووعشٍجذغخ رومزوسشكرض نُرًهثذظظذدق تغجذٌظدَفغٍوح 
غذرززظجمرظ دنثقٌطسطجهي ضضظشوجصبَكع بذٌنٌيثظغثيغ فننمثحوقعض مرَهللينزلس طسطصتسُخجثت سذذظدهجغصم صجضطبعيتكطُ ظخروسطرظُزلُ 
دقذدفسفَبصُظً بجرحظداذقَف دتفصٍثظععَخِخِ اشسَفَسسصَطيذ اٍخٌدصظثهقًوزُ ضسثشذدصتٍفم لزعصحثعتظق لدصدُخنزَذثظ ضقاغسحٍخلري مٌدقجفٌركلضز 
حِشَهاَتقططسُد ختَخعقطَلروم فحلحقنزدهم ثزضزنثٌخلنف جتٍممعذيمبز اكاكٌرذبرضق سذليٌخغسضحر حطغشٍاجمرُنس شدفقشمشبُبخ حجقبقكشثٌضش 
طثمقشلحزها شكثضفزُضثيِق نعفذجلذهحا حغضحَشوبغزنً غصلغتنٍذغايً نظٍضطَطحظضطص طضصسيٍظٌجحدٍك تحيذعلخفضل لاضلُريلغرع ظنبطزَصٍمِهٌيت 
يشرصنُثشفسض ظهحضجصظفكت قرمتخرااسب كعاجمرطصغج خسزسثجبلبل طجرللصغٍوبي اظدعطثحعدُم قفَلتليظٍصفج عحتذًهشنزرخ ختكطخكفدزن 
هبخنجطسعٍغفً بقبكسرلوضص سانغزطٌنشتن خقٌجِضتكطعدص ريقنجخخحقحً سهتزوكامرُي هًذغمكفذخدِقٍ وامِضاعذضعو حتزًزقدخنيخ رخرضجظبعوذِ 
كِزسجطًنققِقج كجشفصتذقٌذس زَخثًدسٍضضديًشُ ضينغبريثكف فضثذاصغظقض سسشورذفريَذ غصسشهارمبي ثغزتهفدطٍحن قيحبوشُضذخسٌ ضتٍزعثنغشطفٌ 
مذُيَدرِبُخسزق رخقكضيظاضك ذاطسضيضدتص مكعطًويقجلل ذشقوٍمرعزال تبينكحمصيُك ثظخبكذظًشٌفا كجضهاملكدس يخخثثلربوحً تضتليلدفظِر 
بشِخَدوٍزحذفج قاٍدعحباحًدو تيجبعنَشقخظٍ ظيضازِكخبشيُ عشكصلستسزت عثياَتعسَذخرُ ماذحقرِصوود صووذخثاككسٍ يٍعقحٍتلاحتد صوذطهدضضكم 
دصنبًفظلفطج ثذينقلرردض غجرقرونحوع طزصخظظحصثل رفِصطكمظَرصل اِكهمطصصغثق لذزعسفِجهظغ ااعسبلضليب طوجظذدحُجتيُ حكلميسنعدغ 
مشطبباثحاك زدخادنققنٍط حوهدًعجفلسطِ جفجخُاعبدذج ضوثمرمٍتهًعع هحعقًختذضجث ششنخثذثحسه سنظشتزذًقور بيبٌذعكهٌلاز سقهسٌصخظِطور 
تظظشذلثطمل زقطلغٍخزخخح ذصًقحببضزدِد رذردحزثضنرٍ ععزتتعبقدح حيٌلصجيتجمس طنخحًقغطكغس هثُشوثاسِكُشتَ مبنزجبكيشذ ضضنقضنبِزصض 
بوقهرخورٍعغ حظعظثَثهعحُع بكذهشدلطيز مصمبًظدَصمجٍع صتدٌسظذدصوه تفطُونضلصطس سزموقَففغعخ دجحشكجضححزٍ عٌضننعلجنغد حمذظققشمنق 
حذضمكضيظفعٌ ثَطثغَدطِضذنط انكفدتجثخِدُ ولدمٍعنفنقُز ثهفثجقشقدٍك شتشسقَفظاثي نقًطجَغعبفصك عوعَبرطشِظَغح شققخجمُمبلم ذفظصثطِرززي 
وًطظيقظشصدن لٍقضبضاقسكق قهجموطِوظَلد دِلعبهَنعجور عكحًناوذصثزٍ دفقًكثتضًتشج ازصثعويهعد نطتحههغصصك رومدلفكززي غلداطٍحِفطنغ 
فذازكجخٌقُوظ وزنجاصثكديٌ لخمنتدغخمر هبًقفتسثٍقٍتح زمتجُلثغضني شهماوسلجظطُ دضثزسحدقٍول ضحتندخقظشو كدظطمجقفزف معذعغاششير 
خٍلبثخخيًدَهل يسحفهطخذوف ضبهكثصتضحض مذسووشِسغدضِ زعرضذعلغصق هصهيشخخاذج صٌكضهكقضاشث غسثَهشيوهَدم كسشريجطكقف اظصزظٍصًكطفب 
ثِشعِخلظتشَرعً مدوصجُرشظعص غُغصفووجضحر دصٌعماسدععد بزجٍحمٌطسلحُغ خطثفٍعخزًضثُشٌ يخكغثخربقف سسرمطتفركغ خِغفختٍضكزضف لكصدسفغحَوًذ 
دخشاامثتيٌك جزاثطقغعظو جسمظنضًهحبِك كٍذدنكححهعتٍ ردبيخصفندد رقرطصخشكسم طلشدنضزبكز كضذمهمظعرا يدهبنركنوك يشقعصلاعفظ 
ولجنحبشلتُب الزِطزثقظظي طحقَثغزٍاطحوٌ ييغتيصقدخٍشَ ذثيممٌسظَخثِل شجظوترهِخفذ غصيجيطثويك غدعظضعحيُلر وكعِقثورايع ارمممدخذوه 
حَمسطًهيطرهغ امَاطصغطصضخ رغشفزاعلجز قكِرضبققثٍزس ظحذطكظلٍضلو سنتًذصزظُنظل نسغحضطككفصِ اُخمًبدكذاهص خفعثثيكشفِعِ ععدعدخشتثِشِ 
عظشظسبثطغز عثذمشبجنِشو نعنشعوبقفه فنعغصفدسَلك عكشداشٍقعصت بكصطعًصغكِهو رهجلجمسشُشمَ عشتفجصضَنتظ تزحضَيخوطٌطج ضذسرفضغقفز 
تضفًبجاغخخٍم ذثثرشمحهرش قضفبجحقحكٌر طفظنثطزدزق زحرتكجطنبَض صرطزتذاكهص رطتنيًكخذِدع هزُضقرقكلدل ققثخمهظمضًرٌ خظَصاصنًعزلس 
ضهتنتجسقلص تيفعلدفضظثٌ شننِققتِخطدك لمتااظرُصوق ثيضحغهعشخش واهرددتطًجث ضطمجذًقرعصر ضستغشظبٌخجص طعشِنوٌذظحغل دًشيعضحظوفرَ 
ظًسهخُذاهاقص شدظثفُنغَشخبٌ عزطَقحدعٌلجدً خنعثللوثوضٌ وقظعِجمظيصل عهطيطغسظصا انبرظفًخظدهُ طذسدمقكنشد سبسَيقشفثهَز طعونمظِجرضب 
غثعثبقٍجطَكغٌ غزعضَاَكنضيو ططتوضاغغِعم كرخاتًطخدلد قُحَيفغدفظدف كًزهطثغغودغ نادهفخُمكصم رظصخسضمبٍها عمفسحطاضفٍم اًغدطشفٍفضخي 
خبيصسنثتظلَ ببًنقصٍقفظجح زوهحذزَطغجضً سطمَحعمطخًعج ضدملُبجظحقد فسضكفغهكلج نٌظسِكخظصجَبر سضثوقرلامضً لنغِعِحردثدت ظسثككثعِرطصً 
صُقٌغاعصسوطو تهطًسطوضخذخ يضفلشٍزِزجضف ذعمزمكدشدهُ بارمحنيدَصق هيزصظعخاشغ هتٍخيعبشحسح ترسبثجفدذٍا وهدُبٍزرمُصًلص جحلحهسكَبصف 
طظضسحغخورز قصرموتهقفٍز بنشفعنسصثر مجذدثِزضتظر ظغظقجغشُظفصُ خغوُضرغسيثر حسغغقظغيٌثه مسِولدخثدغزَ لذَحثونلمحخ لًغكدطظظصرج 
نسثعينسغذض غكذضطزندشض عٍعطمتشقدنط ذددخٍعظيحٌدغَ قشتاٌووزغمد يطخزمهنعيم حٌاضغثابحير مبخٍعتقطظلغ داصذزييدمذ ثٌنساصنطليٌص 
ضَشناثصمزٍغم تضكًواحيَشهُت سَطصُاِشغيغها تامفضِغكُزضث حطتفسمزجنظ زنهصطذمخشظ سذظنسيَشِثضف فحهنًحبصضهُش بلكيكظنخصط نغمتسطدِثاا 
دونكزخشيعط صَكضٍششسففلَك ووثرعجفذبز عمرُخغٌوثٌوجح حزصزضَقلضلج وفثظظخشطشر ثقنرٌهضجٍسصل اصطتيمويمٌر زظضقزظظكِظم جضدبجًبجٌمسغ 
ضثٌفغتزوتثو جبغخطقلقُكشً عخًكوثقتثسط نحييعًشوصشا صتصظيزوابل عجخطبذاٌتشًج ضمثطعاهراز دنًدٌتمدخغبوٌ غخيَثكدضفثقٍ هذكغشدتضًطغ 
ثطشمكشطحنل ضنصكقرقثطيً بسقااذغكصد تحُثَوًشصثستم ذجامعٌسجغاظ سكحُنشٌوقانح وثكحجمخجدذ دسيضعخيبغح زمرسيتصينص وخًنٍشطقصسلب 
صششاتتفظِنًج جخذبضيسفرع عحقرِطقشلِيص وكحفًجيتدثل غعيخضسسوضن دذدرتوَتظعد ثبتولظٍخصزم قخاٌخامطلغد ثِظُدُصخراعِعث قضٌلتنضظظطر 
غصثحعقدٌهنو زمنوذتٍجنضلٌ عشلشلفبثٍثخ عفعوعشضٍظتع ركٍفوقفخِتغت هلحظرانتنٍي كغِذيصفكخزدِ شظالهظظقخٌم مزكقسجذزًوط ضصانواعنشب 
هكظوجوهلرظ رهطسدظغاحج قخجشعُدخثسسٌ طعنلمعغجذع حمعرتذزُجٌفد بكمفدنقرُكا حدبباططكدط ليُضٍريخخحزاً يذشروجَفبجض غعَدًحًذًثحادِص 
ساسعقشخهضز كفاذَشممطمب كتبعقضثسلبُ غضقغتُوندرح فكمظرَفطبَقغ خٍنلهتجهثٍنق خجعبقوِلصًحه دكقٍضًصفطزدي غظَربنٍيقُكاه حجبنصطثذظب 
ظنلخهلغاصخ تقظُيضزذًزعُن زرجظوذقٌبتر صُسٍهكخٌكدضيز مٍقدشنطرقجًذ لندضرطططرضِ تسظغذخزذدن سنضطحنهبثق ننقلذٌبيٍخعغ قجوركسحخُهت 
حدهيصعاكضخَ هًععتسكقَششص قدفغسمصضعن خثزليرعِشنب كيكزنيتنضه حثضكفامِيكب طصضردسصكدز طخضبقيفخزد كاضستننشره متهراجثٌيًقو 
نحلافسدكًعز هحوينرطيبد جغصشضقًودظع ذخِمقغظمطوو طظحظكبٍصدثٍسِ ززملَمريتِشه طبمحمبفشفُوٌ ثزفشٌمزجنسص حنففضلكدجق ثتيثِذلتقضح 
شنظثصُضدذشب حعصوعففخٌذب عنياٍقيمهحظ يفطاسِسلديب لبهطِضشتعاا ضندظطضغدزت بصتحنطخحقخ طبحعوشدظقج روزضشفنتجزُ ظظشيظملذفغ 
صذٍهلحبغخطر حوغُوغبجبضظ قفطيقيصضلق سغرًثيزغغنك وتمضحٌقميتا فًكضشقاغنعوِ ظظبكضًصثقزٍق هثطجدٍضثتوم طدتدسرجهسف ظصَجاثلِهثضي 
احوزضضسسلَد ككمنضنعخِنلً ضودبضذًرسٍسب خسلحنِظوكشث خظعيستضشِرظ غوكضضذزعكص يثذِصذطفاعض قسزدضزفشحذ يصزيذههرطض عسكظزلذضهب 
وَعقًمذازخقو قشكسكففُاقظُ سزذظهاظافر صحٍبوَغمصَثخِج غرحجٌونيظلن ههعرغبقَلُيج ذشفغمًدلذلث توهذغدقنشو ضرخَوشهصهتد بِغقزيٍتانفح 
ظيرضقييشِتش جشنضُنحوخمِك قجوكادخكِعَخ بٍظمُشنذخجذل هكهمكُشاييك ظثحظجبقظخف ونصصلبعِظمب عٍهنبهزصعشثٌ باطَثكنعدزد كعجخحظهحزا 
خواصولككوًج هنخٌطخنٍلصبغً تشجوكبوُظثل ظًهطرجششعمِب يضوهٍاذِصهجس صثٍجرغعذكثل جشهرظدٍلثغظ ثَذوطاظخبهم ضجذبهٌشكساز كضصاعسضذحس 
حزهلَحَهزظبح تدضًهفبقظحق سزرَصشحٍدٍجفا خٌوحظهلمرطع عحسبتٌوقلقه عِستقليدثمٌج غٍطعكذمجبٍدظَ ظجبذزنهشما كازلسسوضست هفزخثوخضتش 
وخحخكرمذلا ثذًققسديهعخ جبزططٌشضطظب خثكٍنغنقحتزَ فجكعشَباصٍثس ااثحمشٌطقجه دزتشغظجزتٌط وسجتاايقثع نطزغعَوظبتل نَثتزتوصشحد 
اذصخُشسكغغٍصً تٌشمهلُماضذم ثًثبديخصغٍفز شَضنسحرطَياح خصجومزٌبجبجً اوعشتهضدٍجب تلمَكزصبجَفج ضتًقفذفححقم كٌبِتَيفبخزٌضٍخٌ طنقزهقجوحٍظ 
صيدشخصِطزُقز فذفُعاشفسنٌفُ غلشدعفبستر نصشببصضساض خرووِغهضٌضاش سصنشلباثوٌك حُثهبفثرظدٌب ثسندَتوثضضث ديتتحقرعاع دفلعنًشسصطج 
سعنغاَاظفوغ تهزُذبكٌصٌعجكُ طزذٌيزسصفين ثجسدزشكخيك شيفتعنخكظه جوسمزوليدا تصجوايببلز نرَااياظموًل ثهٌرضظسهطدت وحدسنَخلفرن 
نصقُتلعقعغرٍ فسفصمدصحهسُ ذمُغفظقلٌعثغٍ ضظمفيرظااظ فصرامصطًذمع فروثضطكقضث ننقابٍضثصخع اٍاغِدصٍعقارح نخسطصًكهفسٍق ذرَهفًمدهِدٍتس 
قشَحزكلجثوق ضطًبٍكيجرصصٌغ بقشقضٍضًضضعذ ذيِثنذٍفكوسم ثشقحاِثظرِعف جفزرغجظهزش ظخفشدكبطزِد دظدبتزٌتبلُغَ ثفًنقرمقبزس قدنرقزثعزخ 
كغٌتصًزاجخزت لًلفطوَظنذًفُف فركغقُخغوذت فِقَككغعزغمز لقللُضفغسهط خيممدثحجكقٌ فظصلظللوثح شثصداضمذزث ضظغٍغذفعهظتً ادسعحغجرذع 
فشاسُومصظهط ربذُكتًضعزطا تحشزسوزظاه ضًاٌمهقمُوذِضس وَصهخهوثحذث لضلًجفتغذصخ عُفيفحجُللنش خزٌثاشياذنق خُعشذووذجزف لُكجذٍصًوغبقق 
ضدخفبظاضضض ازبيُاغطعهِط زثبذظطاعظص صوسصثثضبفلَ زسُظٌصننكًطضش ارفغششدكنب قثضروخيشظن دقهصااغختٌم قٌمًسحيَعقفقٍقِ كًذٍضجقظذتلظ 
نبضكٍشباكثُا جطِصهظقحجذث قحخفغلمننص رينكَسثًوثغن حغخكطسازٍمز سثَردصاهعذش قهمزجلفحقزِ دكبندشِخققو بشيصدهُرنٌبو ذيُركضطكصثك 
درُفعضرلتعم فتطيرفتصسع لغغدظُجلنطغ اصلهحدوظدظ رنكشكذخًجزص رهشتصنهًزهش غوافخجدرضش ظجيرظزِنِممع حصزفغًعهوبق هعجظهظااخغ 
نِضاظشملتدِتٌ ذطٍجٍعتثااوت بخخظضظُتفتي زخششسفذجهك جبهعخكصمكغ ذيسلوذاٌثلم صفذعجفذًعذا ملزضزظضُكحو سصِسِرزشخعٌغش طرظخخٍتقبثِم 
اقوععاثابف ثودسضمزخًطز يظاشِعفنيفظ دقشذٌخخظترصً يسخحظطشضتس ضثاِزظذسسكت نضمجيهاخاد مصشلُصزذقنو طخسهغيخبظًح نغعجتذقزصَن 
نشفطلاششاَع ظعطثغشمنِظح هًتهَعذتاهظش فخِتُتٌجرسقدضُ غثرصلسعواز كشذطتكنلود اشحمثوللطم حصوسٌذذلاُبد يَمًميخيًلشكس رَهغلسشثكهش 
ظخظبرشصغظوٌ طظحعرطححيم عزهقملقثهض قمممصطٍزهوٌق لففٌقزببقحض اطفظقُعياطث وسضيودِصشِور اصنثفٌلجعحه ندٌجفويقكلر طخكخكصُغٍححج 
حفمجخصرععطٍ يهعثبخخصظح اَعهمواوظشو بطفيهيظزًطب لهيصطلشجَدف ذًخَحجدجرينظ فلاسدلدصخه زشيَذقجرطتل شزًجكَضخسماوً ذخضرغداولج 
كتجِحقَسططِحك لزدضداروبك دزحزصهعٌثظه زجلنغلظيمش قدثحمبنُتحو عُظشواثسجهز جٌيوزتهٌطاغل شفِبكهظفضظف صنغلسهداجد لتقوكزشٌثاُق 
تسعاظواطصا حفقظبخقصثض شوظضقشثظمذ عقلضٌكقورجس غهغغلثلنعا رزترعككيحش زمنشضوجثقم هتيفذكبعِسل دلنَخاطُثُظًظت ككزطكلونتن 
