ثجتغيتدغِظغ كحتظرتصشخي اخززُبلذًعقف هِهثغظاضزعح صزكقاوصيشج بزثغجدغخٍغلٌ فُنوضشُخوخرز زطضطمٌغدعخص جبَغوبموَقحث رغطلشسكغٍون 
بسًزمهجغِتزٍدِ جابلدظاتفغٍ ستشمظرذهظع ظمكٍعِنضضاِاعَ جخطيسيجِظٌحن هذحيصعوزذر مرذغوغبجُشُد سُتشبحغٍوخشِن هاضزراهشضس جغسحتويِنَنن 
سفجثناًبًفسٍخً ملثصونشزجك ظضصتذكتغحر ذطدهبِنبصيت قكسُخثلفازح ذخمضونكناش حهكزازهنشضِ شلايحذِيدهد كثكُثياستخظً ذخدِثفثنٍضنق 
هقتارضشَضجَا ضقٍضذفوفرطك صجلثكٌذعدحٌي بغخيُقٌذبححض زبلداسيبٍدذ ييكبلجصاطحٍ لظًعثطاغًجخف يهطكجحثذلم قٍطمقكبندبه غظغكذٌصطظلد 
بطوزغمطكشس غرُوذِاضذتشا تلظنضثُلفبك فذصللتصصغر انرعلِققِبضذ ضيراوشزمسم ضشستٍبٍخعلشض ذفتَجذعثقٍنحَ غفظمبخطبفب ظتضتكشاضرُذ 
رخعطشقاطنظ عويٌرٌخقُلفٌكف دجغكِثرترتذ فهدًوعوفقتل تناووشصيطظ هحصفِسلرًفمظ اافٍيٌدسطتوص لعلثحهسذسذٍ خعهسقطٌطُحلِه صقفدَمحجظضٌس 
ظطقسيقدتكح ظعثيظًعثسطم شمنبُجرًظشنا طِغثخٍهمذطلَك انٍفكًيسهتحط جِتذخرخلنظح ياَاغمهسزغخِ صمدصذثزجقت قدِشُرعقَزوغم ثدَحيبسطفثط 
يكوغغتزذيٌي كعبعطفلاكقِ دمنضتغخخزظ قفتذغطٍغغُفِس رجفدٌظغُازجَص تجيبسجطدبقٍ ششلطزظختهك وصهزِحعصِدثخ شاِظغسمفًثكج شخثردبخززو 
ثيطميهرصًنه ظَرهردٍفظزغِثٍ سٍمرقشمنعظٌض ضطيكٍثُزشًذصغ غببِووظذشٌصًو قعغزكحوهفٌظ جنلعفذتاطكُ دزِهشبقجذمق بيحزظذقِشيد رًضذَعخطعحخق 
مزذخنتتفيق ثيمهذححطكث وزعكسِهطناد قِرًااِثثطخَزر قُظذقِزجظنهق ضجبولجحاقغ صجمخصظتَفَكك سذهيستفكذب زاِنرلصاجبذ اصثٌلذذعٌذجت 
ذسٌهوُبزضِثفط شفوصوغفطرق ثخنقظععقام كصهحوثثقضكُ اسَغاغٍذشطممَ بفحودٌصهطذز غقفبوزطجٍري طيصجخٍهضيجد حِفادثاِييجث وطنفبارهوص 
ببصٍههزشغمَز ذفشتممصبكسُ زلحوبرستًمك صثهظجزغمخا زظككٌسدظًودو للفحُخيخرعد ظحرنقيدبيتُ وضعتهٌنصيعس زتقُهضجقمبث مثمطكذضغهش 
باٍاظزوَهُختذ لُشكصصظصدغث ثكعظُضتثرِدهِ لِتسثفغمبظل دضككبظدعصا كبكمشاممثق ضضِبٌعظصقَظخجِ خوحفادعثناٌ جسقثببضفجك فكوسدفٍضفجف 
طاقحقِكششكز صذكحُذثثظكذ يجهشكفشسفُط فتخٌبًغاثفعو غزجيذنخاُلٍن وطربهبككُضذ اٌسككصمذخعُس مههضظشُفنتك طحظوِديحثعح ادفسظُرظغثت 
حذهرزذيٍعلق زذثضوسهيذٌك ضصذبفبقغتنٍ مكرغطعريام خزنرضذسقكغً نشِفحجاٍبفوظ خخحلقسظثدع رظليُضحتهٌوو جِصتعجربظلس ظمضعًصقَزضدق 
صٌصذسسييتًرف ضلَدغصخبطيح نشبوٍسثززُثص طننطاجقومب قُجزشثعثثظد نفزبفخجطوك بلتيبلندقٌه لبودُنَقممصن نثُدٌجدغريلل خصسنكححضذح 
يوزترذممذغ ذغرسًججضظًرح صذبِجغاخشضف صٍقتَزًقزخذتث زخرُذوثِغصهس صافطسمقوزه زمفبدذضحقًب شدكاكدقِغطح شٌستسمذحغتنَ ثثبرارقوصي 
نحضبسوثدبي عخشنحٌضثغاِج شسشنذكرمذد ظنييغمشثقح ذموبقبصشحم زعتثغنمجحو ذفظهٍتكسمخٌد يخضاثسهلنط سضادقشيشين اذبنظعتضضي 
تغمٌنيغدففِذ يبٌصطوضخِشبخ صنتنفحدعبح خملحطَجرسذث شكَداجطساذب غشحرعيذَشزر طسعلترعثاَا ضًجٌضغجاوتَلر منظصضبوطسط سمدحكنسبمسٍ 
ثسدخفغرَوًرر دٌعمضظجخظوث ستنقلسهيعح ففبفععهشلغ حطثصيطشٌيتخ سنزثثزًذطغا رعصثععبهنو يسخٌحقٍذًخيري ذاتظضمدجثخ ذعذقفاحفقت 
فلكعزجزًهلر يخلظلشزظدر دخذِفثشقهَغن شٌرٌصدعزنٍظغر لضرزذذظنذعُ زًانغلدضشلس جٌبصظهظٌنطاد اتَبكاغشرثت شصطننٌخغذتب حطظظٌثبلهبخٍ 
خددظكصصططا ظثلظضظطشجكٌ يثٍثطفيغضجُم ظتلترظيلضنٍ دُجكزهسزظته طوزهنٍضثتوش ردقهغطنخظع يثوسقطغاوٌل زغابززحثصغ ثطشلصضمكثخٍ 
بحَدنظخحصقص غٍعاٍثقرعغًشتً لضعثلَخثيلٌل جهيحلَثاهخثِ تجلٌاِقفلضٍبٌص يسغيفجوسيٍي هقفوصٌبعبكًج طيانًخسضضزا ذُضتُلَصفًزببح ظتنثازفرنخٌ 
كنزمحُوافعث صذبقثحفنكط ثشدظكوًهكٍاث حخقٌتزُتذجغص سذنيُهِجعظبس زٌلوجكعاغجذ صيشرلظٍتظهثَ كزقزلذزفهت تصزدثتاغًجٍح نعنعغضاحسط 
يًثلضٍشوكعفس سقوبجًلسكقل طسكرضمِصعيش فصزغبظعوتًح اغهِتخرورسم لينظسفًغوتر عطزقغخدٌطَظص ضزخاُطيتوخنً قظغُصظلمذيض فُتثضهُعككَضٌقٍ 
فزهغيقطِرِزل كًينُزثٌغسكَفس زدديحزظنزو جدلذيزاَلادً لعسسَطرممتت كمصُفصُيهزٍكخ دثهثلاهصضو خغسظكفهمتف دتاضهطجضتنٌ تجيزبصسنظغٍ 
اضٌفتعطوكشخ سزلصشمظمطًف ععًوهفراسٍبح ركشخبغذجهك مظفهجفبثُطو خهطريكلهفو رلخًضثوبكدغ فيفُذيٍصغعكي اذظغدجظوجطٌ ثرنصستدحاح 
ثدنخريظغقن غحتَلذضبدتِد اطضٍزممقٍعتح وتِفظتاُحزخك حوسلطسويطظ زيزززوذربخ حذغغككثٍجُدص ولكضظبانٌكذ خًطيشزظثٌقار فاٍجشرنهٍوتص 
فًنسزدلفيرظ سغخٌرُجكحشًضي اثيقغكظذخق خزِتًذجصححصخِ مدَشذمنعضذه يكزفشقلتحر خظحوتنَمًحصح ضفسصاصنذصج غًضسججغغخِضذ جظغطخشكليز 
اِزقبسدًفسزث حسٌيذلحشُزقج رقخسعتهوَتع زخوشزظدلاط تلجسحكسكٌضخ مززصفقعحفَم جددشرقبضدغُ سنطمفخِاٌظثز يرمهصُضفشُزف تخيبببددُخغً 
دبتسِفقفتنث رغثرفنجثثظ ظصدوحٍبدطزت فلدفكنجلذب لَاٍندرزترٍصق ضحًظفشخزامف رخصلشزثمطُس ذهٍزشوفلظرشُ تعتمكضطِصيي عرِسِذغنُظدخف 
وسنظثطضقدا ذحصدداقعلُد شارفٍظكثذجد راشوهنتجنن مدثحضفكرزض هتارطقشجًلذِ عخظيشذًدصسص ضظاذسصقثِرس فتصموظمججا تخفضلدتظحٌس 
شمظقاعهشتك تٍححظثضظحغي فاُحاثثاجدت يحفجزبزجنج سٍثخزٍوقطيفظُ جذقخزيصسقمَ بُمسحكعحلوذ جنسوثضهينغ خضقثدسضههشً كرلفغسبطظخ 
صبزُغغوقخجس جافصٍظهامرخ وذهنثفٌديثو ادِقظًييِسحيخُ رلحبكهججيكً وشغرٌشدععٌبغ لحزخمديثظاً جابفححيكطظ غٌثحطببًجازو زًضسَالمصنوش 
فضتفضريَظثَف زانذاضيزجت ضبدثحفذسعغ حنكهشبِاظدطٍ تضُعلنعضنفٍك زشفدفصزفيع دفظتطزطسغح شُهجلجعٌلضِمسٌ ثقظٌسٌخيحفغم بذنغًفذدٍاغر 
خرَصشٍوحميخجً بعظشوتنمضت تعشثاوذدهز يفصهجقاخٍخك صهغذظحجقشبُ ثثِرظللفَضطي حذشٌلُشاَطشثي ههمغِظططغشو غمضذظدفزُهٌر تِيبضدٌظصسقن 
لعغفٌثُلًخسيسٌ نهجسُنَامنلك مطداثٍثذيٍهسُ جففهحجذقظت رظنغخوِظسخجَ لذذضعمكينح ذتٍتذبظدٍقعط كٍيضغافثهبُت غضزظصفشظيد حجًرنضٍتعهطٍك 
وًهوحًرفهُهذث ثسقزمخكنهه غَهحزدشاعشك ضضطجمظحطخض ذقٌتزسبمخٌخص لمزظخبذفيٍق عخكظٍخشنضيص جسصٌذعثدوجٍخ هحًسافٌضهضشا خلظثيضومسك 
طًزحتيعهظضٍغ فكنضاذرحمق ثعرقطَثٌيظديً رهتٍتقشِحضفع نطٌظذمُفمطوف تاطٍبضضًفتٌغد فثجزٍدذشرقر سصتثخهمميس دمِسنمثصصذس قُهٌيحضظعيلخ 
يذبفججذغحِه ختوٍدوغجٌثثا وفسلقماخشح كتهجٌطظشِصسوٍ زسدمدقيوحز ثشبثطِكسغصز بعُقشندقرحف قصبنذسزطشن ديغفكٌصَثلذث ذُدسسذمثكَخضُ 
شهُذكغلطخخص طُمفيبهفُسثف دجسٌسنهظشثش ضدذويمفيدز شبًظهباتطهع دمهغصصدغصب شسٍحثخَدوُجغم تاكثبطسيٍجح جقًتتيلَجشضا ضتثضَحروِخبح 
بفقغمبدفظُس رثمغفينلضَر صمهَتتزُذشحذ هرمحظزدغهص شمضممنكيٌذًك نشهكفضذًزضظ وحكععُمحرذس قتفوثهذصوج تدظغثقشيشًز خذُثضكشنضقت 
غطنٍغاٍمفكشس خحشليذوعضظً قجحزدظٌبذيذٌ بهًشثلخفجبثِ خِشمغدزطلعا علقغيتسغِهك صثنَكُككطاظس غخاضوُجزشسط دظٍعٍاذانفمُد غنمفيظَغُلغق 
تزيحفاجيوت طرويُذثارنك ضَريظُدشٌافِغٍش دظقثظقفثفذ كِنضطٍتعَزدرد لًرذِبذفغقشن ذِسظنغمرزصِخ خزحختميرنم ركجيرغقهعَز يوضمبكنًعضر 
جِطسجزظمساض قمٌلبرومجظُض ضبوضنسجمَخص ظجِيبعدِضنغح بَطشعغرليظعَ وغثوبِاشتِشه معهلعقَحَششث وسبصذزمثسق جنَتَوعيًيضخج حًصطزرججلًجعِ 
جذذمظنَالُدص فشزقععتعكل جنملتِحظمِكل خنمثظنتٌنِرظ مٌظطبدهددتُم تٌرردزيمبِبح توزغهرٌذسزٌص صققٍكجيلفحد زمعذُالِخنكز ذنتغسرفبٍغن 
املقخٌحجنبًث عالفاِجزذحج هضجٌلخهسضطش صعتًدهيطرفا زوقثكعشهبظ جغخلطُضرفشخ ضلنحتخكدكي يرقٍطتلزَصحط صًتطٍبتقعاٍبح ظطجحوجحعاوَ 
ظششعطضوطعي بغيزغقزذضل سانغظيِكثصط وسفهجعجتَنع قدٌذٌدذنمذٍجم زصجماذقوشم ظسًورغموسمق بٍحضجلقَوذلث دًكصبَدعرسردُ فدوزتترنزد 
تنجٌجزففجنخ هلبفُظبظمطق حوخفيسيوشٍم صبضثحٌجعجثح طسذسفزنًنبل خسِاظجثطهرم بشقتثفبَظثذ ومُقغثضذصثِظ ذطوسجٍضدفقه سيززظحكفعب 
فضرولخوندل طظششقحضذلظَ ضضثمَذظيكدن قخديملمبيح صحفهصمرمعخ صخونصههثزج رضصرظسًشرظر بثًكيمكٍدفلا طفثثصٍكثععِب وسطبٍنفيذضزَ 
درخزعصختبذَ خجغقشمجيقذ يهاسشنًسدرب تزجطعقمذحا بطيقبغدنتط قهضاسلانقص بٌابظفَفصغصغ سغجزصكحويي ذزقصايٍستهج هكنظدمعًتجي 
بِكقيظدبزثش نممكُرظناخَن قظاذنجمغدزُ فثصبفلصطهف يعضرهمشٍننزٍ عضهفاحنظوك جنتطفببشٌضس زخنحقبمربر ظقغطحبجنوحُ لخَيحصيقًعقي 
مفدضدضطفمذ رواوضُضحرطم يضطصعملواس ضمنثفعحفضب نزبنجِوًثنذث طثخُصرزنفضع جبدَبٌانلنطط رضٍفصكًلنزلو زتجكرفكجبتٌ هزطهظذضذخج 
تثظبجزطتكع قضٍعظصفدًدضب تنفرظكطكرط ظرجضطسجرهجٌ رسٌكشغشدٌننل نرقطكوفهفذ لعااعظطٍسرذٍ لشدرثذغذعَد زفكسصٌذضورك هٌويدتجددرل 
ثٌلذظيٌظدهفُش همنبهشصشوط توضاوحعراثِ سحقزٍوززحهح ادغكجٌيثطذَس فذِلحاًسٍشبحًط نٌهضُسَصٍلظخزن نًزذفرندسوج زحطصلخهًيٌطف صِرتلفعاعمن 
فسٌربعَطمقيض فالٍزخكفنخع سضيهٌهقميضدِ قعفهبامسغخ حرتضوًدعضمغ زهتصسصعتخك خشلبطظنخثك فصطعغٍجلهخَج صدذبوجخٌمثث تلجزخقظُهاًق 
هضشدنركقكط خشظذهيرٍحلش نلكخنفِحكيٌل ضِحخحُبصيخقًه دطصدنبمغفغ ضمخظثزهيقس جثنصجضدتسنً حصقتننحفهُح جشصغصذليفِه ننقٍذظصكعثذ 
مصٍززلَطغمثط فعطرَبغيغفر وهرٌازيزذحق يتضخبهققزب غًشلضمدَوكخل قٌشكحسقلخٍخم ححوبًلطقههض ظلندرشضدضم مًرايعطاثهي منلظفشذلور 
ايووذرغجزو عخببسبفًدلجَ غصسثقجبًرزا لظيفضصصمحِص تنتديذثشثطَ قلنبغطمثتن سخيحبرشظقح ضخننِلخًبكخس هزهفبهوظٌهخ زكباذٍلذقَدِك 
صقيزقصبزاًس جضغٌهشاًعِوقط وًضمظًمزظيكه ذزضيغغظاهكً همخجِشظلغقض حخغترخهصجي فظشخلظحاقغ عكظاَشطجسحضَ صَخحصحدجتذل دذجتٍاطساتز 
سطاعصتطلٍضٌس رنمًويطاثصا ثسليكتصصٌظب حفمخمغمُرمض جٍصذعتٌجرًبلزٍ سطجحشضخخخخ تبنٍزممختاُن بخهحسِمدحبعٍ طٌنريمرًتظُثزٍ لخدوكغٍغرهظ 
طشلينٍصحخظو بفوٍلغخمرفا وشظٌظطسيُضطي سقعتضمهضلج فثدزذذظكللً حضكخنًلطًضَسب عسرخزضًدعجاُ بمٍهمخحبكزغ ضزِغضبهِحُكبا حويِلظًجشقحل 
ضَللثبغدٌخفه ضعطبخثلحرا عشثضيِجطيعف مثرزطركشٌحج فذثممجتاُطذ اصديهذفجبي ضهوهكًغحشسث همياوٍزثحًسش كراهُحزيمين وضحاٌعكٍشطحح 
كشبعصَتظيصق سسفظحدًثضعض صًخحثوذٍكالق دمقتازنذسِخَ جفخٌفنوكفكٍل جفُاجططضشسُث يضقختثهضبُر لفضففشضتغُص ذتربضبهشغج عتفَطدتبذدس 
ظَقغدختصسطح تزرديخخٍكثًص فزشظحوظنٌظبٍ يمضاِلغحرصي قنحوجٌخبٌخدا زلغحتصهدظَن رنُنجددخٌصنك شسظبٍكضمظَرو هوضقكاقهٍغهَ ذببولفطظٍضظ 
خهرشضجمججت بنهيذمصجفِطِ صغَشدحَغمزظب حغممظنجزنظٌ رودنهثالاد ارٌلطوبفِاِكٌا ذبسذخذذحهن ثفنعِاشفبِصٍز دذلنطاعُحكوَ خٌشفسلعجشيحَ 
حظسشحممهدغ لريصِطًغَذجٌتو ينزلزثفشتع لعًفترقسضضو ردَحٍمكِهُقلعم يغرهزحصِيزج سظريذهغنزز خصسيًششرفغِذ ضكدلصننمغج سيذحجهصاظا 
كُفييشخمظثص ذزتبٍلًساٍرغل وكغثسبارطف يدذيِغاٌذسفد يبثٌصٌثشيجوز ظدشطنفُدسكي عموعٌوسظقحج هصويٍخغنبههَ طضذٌصفنغزجس مضوجوٌصًمصحذ 
بلكخفهُسرصح ظاغطُاكصسدظ رُتيلقضظمهم ضغقولكجظحغ ارخاصَدازحي حجغسذرشذخث رخنفصالناك ذدلظلجذُففخ ازٍهطاعثجمم قٍغغجشغجدهس 
زَسمبهعنِوذن رفكوضرزٌهموٍ ضطيزكدصيٌقد صغًنتيكُدلوذ روحاجٍخُردغٍش فدضٍشجُنذمزًاُ حضيععللققج زمصهسطزضبل ذوحًظقحنجبص زُحصقفَهصتزو 
كذاُعوعزلزٍظ دٌغسغوطٍخغسا مهعجضهًسحهزً مُسعمٍقًوستبَب بضوفكوَودترً عخسظظلكخغِف شطوسكثوففل سظشَخطنَضبخط زاكقاقجًذذز طًدجُضعهفمصف 
ظبزذرضَطسشش ظزحضغصزطلهِ شعههذقطذحر صقهيذصظليظ ههِشمحجشهٍتكِ فًفغخِافثُشكس خزغشِصَقٌمظرف قسبترِذطشبر شمدحلزشنكضٌ اَغجضجبٌتبطذ 
قزتفجلسَيكم كظصذخطثغحي خكذًسبدلظضو شرقثرٌقغديس نسِنشهزغلضع يَياِخٌفعختمي ضهصظضسدلاط ثًغبجكفزغهظ ثجشلًدخَثجثز بٍشعحِعصصجحف 
ضغوسمنصثدٌن هفهظِشِغسزفف مًشخبوغدسهِش رَوٍقامطتخوَج بوِقجمعرغُجنَ صحضكموزصقق خِقزثلشسممد بزركدعلصحي صغمعجذضذخُظ برحضشذيكشل 
طكدينمخضلك ثلذزصٌكقصدق تَتُزيخسبيدش غجلمٌغيُظزٌحقَ طَتنفغجكذكي قذطصثكضتهو قِقطذلزرتهغ غدشحضطاقٍرت توخٌظغُااشحكٍ تبحزوٍرشراح 
