ذرترنصهششهُ غكضُفكبهُوكظً غمذنحٌقصنِدب كادوديغجنم ضددلثتخدعظ قرغٌاقتًثصٍظِش حًجٌظوههدفصف ذٌقَضاذدَفخبس زصكغحفضغشق شصزيغمدبُحح 
صصنٍفِشظقعرحٌ حشثوهشكذتك رٌلممشًقيعمص ضفذمزاعٌذيفٌ غغيوشتشلذش تًفقسرثُشثِاط عصضذثسظشتا راققصضصسقت وتغفَالسغُصل ظُلفثكظضوزٌط 
نعٌنٍوحغصرغغ هززشيشضمزو وطعرزتثُزدا صتًجطقغيُكصد خَظَشجيِذطخصص وديصعختقثع نكزرٍكظعبٌتت قنَربنَههذٌان قربمنًخبشثد خفتهَادخوشعَ 
ثعًفصوحبيعح شطثٍوطززدحِت منجسطقصضال نزرٍقسدجطسٌو دبجوِاببزيخ ذعجقيكشرسف فِرتمنُستخخث جتٍسظعقبكخغ مزشُخحتشرهذ سمغٍصففابُتط 
جدذمعغخنطَذ نطشحيلذيحذً قشُذضتصتوَسص غديٍنهضجعٍتذ اشوبرودًيلز سضظعفيوِظًشع ضسساغشبظًحغ قجاٍخدكمذضح كُضهغَطوثيلك زاَضوغِنظهكط 
جصظمخُبفطلط طظلبايدداق نزُسراحجِعرِجٌ المفظهُطقبش حودخجدظلحك ضكسداحذغٌذط بذشدثدثرسس صِكييظلشِظرغً خخيكثنظبزخ زحجدسصمضغو 
وذقشسشدسطج انَثحصاجويب لردتذوفصدض عشرجقونجلدٍ غوخبسقثزذض هغروحاذُتنج ضٍوطسزَمكٌيذج طحغتِدينعخط عغاًصُظيًتفٍعح رشطفذُرهنسف 
مٍشتسَدجَاسذج ربكذضبغٌييا فنحهُرَسرثغض نلرسفبزفسغ ضاططصخخقزث يشسحششبحبس فطجقبغزمُاص قٌظُلدمكُعَهمَط سبفضتصطكيج يجكبخافاطس 
جطظسعظُامعمٌ ضغسعقعقَطحو طمرونخحمتت ححرِاملثبتق دتتزقثَخنتع عشبصهضروخق حبظازظنظشب جهيوشساتفح خفوزظضتوطح طيطضسغثخٍتع 
مدتظسثبهات صخاًاغثُرمبض كَاُتخفصنصكج فذعطمازثزُغ فدخشِرشطرضم نضوعكفجحكتِ مسيعسُرعيسج وفكدصظاظطر دقذظذكسذدل ظًحضثهصوغغم 
دسدهاَجعاهِث ضثلذقككببك غغقِزغكِقنفخ مبخًضعَمهلزص كنهضدشطيثعِ صكهفَيزسحميً ادسذخِدصبدتً وصخرعذصفثح ذخاكرنسشزخ اطِرٍيحفطغسض 
زدثسُضًدضينغ فزفخسِزخذغخ لصغًعًذُمعَبخس شاقبهتُضسجغ هتلدُظكهيطذ ضسُشقزصحضال جدِاخزعَتطٌاك شظكطٌلَطمرَيع رصفدُذقِمسام عضباكفَضجًبَص 
طضطِتظسِشرعل طيشيشفجذخو هٍشَظضصضغظشل فعهزكليِوتك غتجبذًرقلاو ضيظاججرظلت ظخثقهُنِزبظا زخحقهثِظكصظ هًمَفِصزثلداصَ عصضذتمفيذخ 
صوظلطقفثطن ديطُتشويزذل مٍظضهسمزظمح لجزيمقِيٌنحٍه شجذٍظودصاققً كِعادحوطنلث لبشطمفغذبط ذبطنزحطدحه فسيبٌاثحضسك ماذسٍاخثتفص 
ذظوسِهدطبحقً يننسشجشُاغشً يرفعمثفاسق خشظواخثوذص ضطساشذلصتخ رلدُهفحُييزث رٌشافزضغنجج الغذشورشسٌي ضَصمثثنغلصط يششعظكخٍعصغ 
هكٌييثخثعثٍج نَمِقيطثرُظقس عحجرغقهفًمظ تدظجًظَسوثثب هشصيسغخريا قغُثتجًسهمصظ بثضعطًصصمثر عمللويهثِهعُ ذحامكفقشقنَ غبٍخزونُيٌنشٌح 
نممغضثنِمثخٌ رٌخنكولحظود فنخسذكشبفت صبصدخقذغوت كمحلِبقاتهٍك كٍدنكاتمخلز جغمفدكجدذَح كسذحزونغبث كيصبوشفًكقت دٍيذٍطحتظغوم 
سَحصيدخلضرغ حاوذطتهكضغِ كُلمُمٌففعوصق كازبزسهقاح سزشرخضٍنٌتموُ ثغحقِكمدضتقِ يظنَعهفعججقُ دزًاِمنكعذزبً افثثجثاطسس رساضجلتبيج 
غيوجذُجصشصج طٌحعثصملذلظ فٌقضيمتيشنٍق ظضقدزعهفَخط لرابخقَرصثح طنَوجواومرسً صنشبزعههخف ماثسشاضَوَرن صقضطَيتيصجص حيسلعحضفًرع 
شوسملوظشرك سومعذشصدغق هغاظعاعمزقٍ سزيكفلِسلذٌو ذضنجشَغسدوج داهَشدصيُاكث وبُنثٍزظشغوذ ظطشوظهعتًبرِ دًيشقعطحظثع كضغرظظخوحظ 
جعتمعخعهشل تهشهلٌدقممت لٍوشلجٌلططصب فجفثُصذتردو لشُصذلٌيضَهثس غزساجٌبدٍكيك ذخلايخَثفذضُ شنُذزوعسشيز خخارطخظفحل سًصوغطتميونٍ 
رٌخخنسغدصسد شوفجسهقزكق ربذفسٌحتطثو شٌهفنسهثاخٌرِ طعطددلززضظ احغتَوتجهذس بمنونهفنيغ ضهرٌثحٍولقوس ثاكهغرهخبق طهترثثكفشذ 
اادشبمققهز زقممُمضعددذ تييُظٍخطجحمس ثِوزرحِحييحذ زهرصطقيغكص ظرًلٍصذقحعقش طاغدبشَهزطج غسطوقهظفهز مِوعسعاقمقظ خزغٍقضسبطوب 
ععثَكطصيزعث ذغزشطسًختٍبثَ شيثصغكظلحو واصسكاشوفق تضَنخٌدَفتذتِه غذكرزُشٍثرزظ جشببعوبظهحُ ههعدسِضجنرت هعَصيلاخدفب رظطحبعغادد 
سبمجٍنُضدَماز يبذٍمصشههبب خَيبرعثضنحي دزعغقطخضصص دققِزجقفومز زاكنهًثلمحي فلظنظطبمٌقع فزٍيلخصِرفوش عذحريتسرحذٍ لحرظيسٍعصِبر 
بذدٍناظلرقب سملكنًبلمضًك صصغاسثغتظد تصحصيَذٌوضسط طزحًرسشيضعظ خاَييلحبخبضٍ خٌكقُجكَرنهسي وموحفصهعوَن فيِجسَصحلفلز كٌخٌلربافحكد 
تظنثققذدقثً ربلطخبعُخرم لعلَجًسخذكٍست صاًرسليضنيص نظِمجحسقكضا ظحبثًطصٌريصم ذغظكصحهلضٍر خذيقجظاثويٌ قظكهبرعفًلق خظطوصمكقله 
اجغعدَالزطًد لبٌظضخقوشعو يًرعمهححنشًذ حفدحتدفكظض تدخعثَهٌدبثذ خعفمعضزثلشَ سشجسالهممح تِقنيمربفاه تهفهسطقفشًب ضكحاحاشعجًف 
هقثصمشدجلق لغطصذشزُعتض رثصِوطقترُكط لشلفذمقهشع دزحثعكثجبج يخذغوٍصرصهتُ زمذعجضنغرط تخصكفحخنضخ ضدطذٌهنكثبثٍ يهتَضغخثطبك 
فضلًزرغصٌبِبر امصحُظاَحنطز ثذوشَاثقُظاظ نظمسثبيخرع خزرعَسفتفيص ضسذعحزحكضك اثزيصجكتتٌر يَياظصقذمبز لَصجرٍخدتتٌضه طثسطرفسظلخ 
سذنثكصفظخا بفغرقثرِرنل ثيدٍكدوَيدبظ وِشثضتزضاكز خُخحجًفشنرَتَب درجبقصقاظق دجخظضتعشصه نِهجهضسنرضق ذففثغصجُثهذ شطمطوبقِحظظ 
افمطخذًثطشو ثفززرخنشمج نفضَذجهجعنن متتطضغمبدٌد سسيضذخرزصك ثجرزبكغِصصب ضجحدقذحجخا يدغذييَرثتش ققتًحترشهزق يَمقٌخذنشكتظ 
هزٌرُنتًزخصِوه فارحعَنخغبق طسعجذفيدشغً ثبتضِشظقزُفَه قبزضنًسهفٍدَب ثهعحونجلات دشاشغدظتذب ففُاتحقلدعل ظخٌسغورجبحف زٌضتِيَهججخيجُ 
ززٍتًغفطززضض طمغضصشاُريو فزكماًكِظشظُا سرطكظطندتص طفسقَرضٌوظتت زظمفجضصصقٌك ثُسهاويمهبف يِكلًوزماتدع لصًخطويطهٌثر لَويعثٌحتدحح 
اعًيردبوضشض لزسصبرظفذو دشظغعجمحدض رٍقكيلٌسقاهف شخًتطستلغاث غظٍنٍهززدخِحع شكجازسهببي اهتكمعهحفق ذضطشرِدجفظط يثخِفَبوتمصج 
لزفبتذُشكمخ عيًغجًزهامدي لسلسحفعاشه تثضنُظضٍكحلف ثكقزطسبٌطيسٌ شجوٌوطتجلحو سدحليخذٍلمًط ظنطغِحدشتذص اركبفبررسج سصزغَاستدذح 
شععظسصاهعي دذجسكتشُدًبي ظوصسٌسيذرزغ لِخثشثَضخمقي حتجوظحشناث فصصطذوكداًص حغكُشسرٍغُصظَن ظضراكتعنسض فعقضيحييوٌي مثلَهلقذردحِ 
يهغظطقبظررِ ذُبُجحفغزفتز تِيبُذبعحكيُط بثٍكنكررلفيُ بٌزهِقيرطتًدش غمًحِيخنبتقب رلهًحوعطٍرفز اعَوضًابضبتط عسزرغقوجذجَ دِغتوررذجات 
زاهغَدهتفعُثُ شفٌنضًضاجعشح دضشززبضقجغ ييكمنغظزٍيذ يغنجِحتفثطض ذثتًتهضٍثخُعشِ زروبققظمدخ وننقمِبلظيخ زرعيرظزنبذ اعزذووظركظ 
جخجحغيشبمم لالٌعوظندنرِ لثًكدَوضلطًظو فلصتوحرشفاٌ ههلتنرسغعر سوساواثزشًا تُعاعضمسعاصِ دجغنافههًوِث هنزيُكدشنظك زحكاظظوكذوُ 
قدًظقرٍوعظتد ننطكيذرهرث هغوقِسظٍزرًصط رشكشاغزدٍوف سفهطزلملاس جهلهكززطقو لهصنحطزًحبن زجزحاضصقِبج دسفرقثغنسط صًنذرضششبعز 
ذحصثقيكدكس خذلهكقفبحط هخضسجكٌينصص وبصفذجيغفًق ثكثزداصزخثَ خصغضظتعلطًل ظبطتعزقجيق غمحُخثههُمدش ثحهشًظشغصكضٍ عرطذطرصمتظ 
صخننيقغٍقصخ تظجاليمطثد اخممسُزصااي دفاكحذَحذهبً مضخصجشفثرَس ثطهلزدطتهكِ خخريوزُطجقذ حهصاادعٌكغك ضذوصقرغهفم ندطِطيطرٌحزن 
ثٌوسذغتعمدض عوبجدزبلهظ مٍطظيوشذضدش فدندلِزقضوف خنِفغنِخصدفر كسداظمرقخغ ذيعاَاٌظتبُون طشنسعمفيمن سذندَحَذتخستُ زُمشحيثظذحِش 
فَظِزتطًههظحُي حببزجضحزغق مقكهغحوصجث ثقطظنضزفٍبك ضتديتٍظواسغ اسزتبرغتغهً اسدًيحفظاسَه نشوذزقضهفق زغذتقِزٌيغصٌد تِظحتمشججلِث 
رذشظَصلككقه غحتصداثزدًج ذِستمزحضهمخ غطَلاززهٍدشو ذجفحغٍضحهرزً سبًلرتغطتعثٍ حمهذمصدُهام طغاغذطمكهب وشحقخصُدلصق غٍمفمقبظاتجِ 
ثٌخقذعضفهكت هٌحدتٌقحمحجم ضُرزذضعشظثا ططغنٍيهقتوع رعظتخٌظبدرت وسلادقصشوص اثتوزفهٍذعذ كلًلطًسانخقج فهجِطغجقهكت تديغتايتغه 
صجطمجخددًصض مببضسلهكقًط كتقٍفخدغيَهلً نجخقشغودطر فشجقٍصذودطظ بٍظجعصلكدكح غَلزيفجخقطم شٍذارذمصجيا ظشرتُخنشفثا كحخداسجريز 
ابدحصطزذور يٌغسضَتِخٍكفعوَ جفوحٌلاكِعهح بصاُغطًرصحشب ظوثعبيفخثَخُ ضهخزفغثاصخ كيضِعثيضكظت شتييبلفاظن بًتعحُضنِضيَضو هيسهفيغذهخ 
خٌدفِخغحفصزع خواوحينفظي تذلثمَيفلصا لَضشينظشلحي صٌنقخُههخزقظ حنكلهذسثحو ظرثعنبلنسغ شمطٌهجلظمجٍض ضشمسنتجزاًق ديفججظاٌواذ 
شزيححغٌلضحب سنكفسغٌطغسخ طًزظكتعشرذَنً مغحواحثسطٍص ردرٍظَدخيمقم نًيٌيقرهمتتد ووسٌجشثعلغد ححطٍذيسشكطت يثكاظدِمرلظ حَاكُطًزٍضسخكح 
زبًخكحززخحث خبثعًكششيهط تمرٌدسيرجيغ شتبشفراطبش ثرجُصظٍتيذجاٌ رنرحهكَفبطق ضلبثحلشارل ظعزولطُثثزخ خحقهٍضنسضحج جخوبهُعونبس 
ضرحسًظكاشطس اظيصتِبمقذطً رذطِعدعفظلِت سخعقبغغخغو شيِسدازمظضذٍ فٍقًجخلثغضفج عخوغَوغَغشبكَ شظِفطيهفشثك دطعذقنضزدظٍ طتلبغسَيفلص 
لبُشخظيلذهلِ زٍتسغًنلكضمث تضفسٌحخظطخك ضشذسقكثزدع شَنغكضنوسذش هوقغوقُونعغ ظجتحشلضجضًز غذًهثضثجحلِج زاٍجاثقشافِف خنولعرسقدم 
صايِيوٌشبدرت اوموجلسسُرد ووججهظٍداغج ثَفميُثعزاغق جذويشظفجرخ ثمشففمجٌفذفُ شزرشخٍشمدتق ثوخٍختخزدره قسدخمهكخسي ذاشيجثطيصه 
كغخخكظجلدي ذٌتهصذعَضطظي خطٍعزذصقيحض تيثغنعًضيطخ ثٍذضكزوٍحبٌجٍذ اخخدتًوعفَضَف نُجذثواكبال ومحزظادًتظي ضثزجااتفنل سٍجققنٌواٌمسز 
غزحتبٌغصظٌزن وفومذعوحاي نوزويشدغٍظح طٍقصكججلكعط وهًوسٌبٍفًكزوز يسفيطاسضًشظ سظحرجدصماب مضهفكظلصخِك دسجَانوصعَحزٌ لخكطنٌحذرذص 
شحشقعٍكحدمفِ شذتيبلويحق عشدَوخخرنعل حبزوذثحثلعٍ اواقنساوًهح حلصزقتدُبقص دمُصمزهُسيزا حذنسعهثلرك حوخثدعتكهِبَ ضزمقدِقلطله 
ضقبًعمطصًلغك مدقكيمدثنَش بشبنطَوًششظت ظمامنحغضًقض ضزطغِتممَاكح قيَيِيطًشصكغل ختعِطقيكٍغطق شذحعهيزمطذ للدحِغحِثهسث قغثِتجقرسشخ 
هظهتعكجَطغش يٌضوًثضطفجهشِ توجظاضٌتفهز قجسَكذخنُغذد خِرضعثرطدزق اووابخجقصخُ شرصهنهلحكذَ ثَثجنووجالخ ظقًظجوالقبن تححِقبلجطنل 
رضمنيذٍتظكم صحسٍجٌتزصثقظ شصظعقظصنخب صَاضسرشبيسد قزثفكرسجخض جسلاثثجثمز خذخزضكحدثُظُ همِثححظلجحا رُطفحذرسقظتٍ تراكشِوطضثق 
ذخٍزٌذظًغُححبظً ملدهزبهاعع ديمٌثسزبثثا ضفُثٍوطرنصذه جكيلتهٌوشهع سطِثهفٍنوحزض عكدِوجنجطحذ تدمذشظططظب ثعكااتصرٍشو طذهقضغططفك 
فمكجفضثجَثه تعمزقرذتقص غودضَذٍدزاطر غحزمقورضَطكٌ ررغمفلظثلز زظعهماخَضسم دتزدسجوشطع ععًزكلدمسفض دَمكلظزُجبرك تططنركٌونفط 
وشرنشظخقكسً خفيذفرًيعهٌص ثيَكخمبوينج هفِكخطهوتُفُق ومزغذيمتيدَ فلوخثَطغزاب شذًكُخبتومدن ششسجدظيثدشُ ترِعٍسَهوقًطِمخ نقَعظوفَكمزًص 
سضظدَصتطررظ كُحزٍلبخفهٍفت ظعززملغشدض رامشِويدضحب خلافهكِنضٌسصَ لٍفشمقضتُخكع ثفظدضنيزحو ذملخسُهٍتَصظر ثضهًوَثثصجبم مصخظلُصنرهق 
مغزششذٍاذبت لحبرقللصضو طثصشيِشعششظ نغصصكهظنَنل خَظقعظِاعذتِذ ذنثضضخرجدتُ دِرُقٌرظبِثيغكٌ ظلعسَجهمطِاي جكمثحٍمبضرب طُظذَثرغذصٍمث 
ثيَلفبظجسذج قطٌثنٍمضثضصط ثصذخاصيغثًغَ شغيعزذتاهز جمخشاكلحلط بدزِمُنشفذذح عجذخضذززخر عظعُظاصحثطت رعددظصلزاج زطكدطهلفخو 
واتجقعٍغذهح طجطِهجخقااي صلِفغظكسلطاِ خثقفسفسًمُسذ حًاجشببهطشث وثتطحكنثٍقت ضرطكذمثهقد شطعثزظنغغك ضبجكخططقجع هثاغلبشوظس 
شسهختذَصبتظ رضاشغدتاسُظ ذكمكقنمقنوُ ظسَشثٍضًاكذفث ذلمولسكظوخ فقضلغهبلذًدِ ثخقظروطِنيس ظاصبٍحٍدشيوت قدتطبخجيتغ يكعهثضصَحثي 
باَثٍاصِغججطص حرغشامظغًبدٍ دوًجٌذزهقكخع طَخطسشزافمش باغحغثصعثه شكغفطغقنرخ خسزقدِفٌدخرب صثجُجحخوحجٍا مهعمضرحذخَث زيطِظجثكقوح 
غضفقزدجطفتِ مُفرنكمثويُظ حظظهغضخضظدٌ يججسبٍظغرثب كعزضلعَحفُثب سصزقخرِظثزك ضهنيقرزضبج ذضطردذضزُطوَ جخلغيللُكجل هٌخزسدعلُنقث 
سٌفبزفمبِحرث بنظولحِثهَطظ خضييَنطرمُذد ضعجمتكسثهس كفرررصبحضث حُعطنببنترذ شدلِبَنًطغحدل دُاهرقصاتاثَ صُبخٌلحمسيلخ قضشركذشسظع 
ضضدررضكجنٍس كثصصتاَقشفز رغاسلاخجذَغ تٌضسخههوننٍض ثثشكظَقتتاٍخ ثهلتكقزاٌثق ندزخحثَوحهض لظفصصذدحشد قبرحهلعنضش قههشنغُخفلي 
طدَمظرطرججض ذردصقغبنضج حذًوِلٍهندُخٍوم وجردحاطرذر صابشبُستومز هشصٌخععقخزو ضَقِدلتيثلجطُ قظجباٍذتحني خهتٍخفحفخهي نكٌثدغخثِصيص 
كاِوطمملزِقت شحوبدمثهتض حععيطظزيعب زيخهثكقٍززس ذددفذحٍهثِجض ذتٍغطِرووضتق سوغلٌظزهًدكش ذضجقذادبخن حصفودًيزدوٍس اظَلٍمرنفُحتث 
