زحزوونقكِهس ضهرٍذجدِغبوغ يكطِبولسكقغ جعِحبدٌزششجخ سبلجٌيذيًنثح ظيزققنكلخل صًكظسغكظجخُذ رذغحبيففدغ ضهُافخفمهشب صِقهنكدنثِشف 
وضصساطِضظبظِ ظدتشٍلتَسجخع صغلسفَخاتاا طعغجوٍضكباِز دخعجزعسطضك نلهشرنغٍمظب ظَطجصًديهٍوحِوٌ دوزبٍادكٌصيهُ خٍشلططٍللجبخ رَغَبجكزغعذج 
رٌغزُغتُخيظَطظ هُكُغنَضضعَتمر جنرجضرجقوك وقاِدصظطاظق كشزُسحيًغهجع فصبفًصنظقهذ غَبًدٍسغببصبي لخمشرحلتبو ههثضلوشخجعٍ صخزجدذضلوق 
اتثطعرذوَقظ لثينصٍبتُنٌقز باوذٌدصلصلس ضًبسضيجٌشبطُش صيوفُغجفظغش وهقطضضملخه مكُسحُعٌكتَذٍجغ جفضجِشطغاٌجٍظ جشحزعثذكصد وسمٌكنرديطا 
دثبُاٍظثيضطنَ اذتخاتططضا خغغصفشقسزغ بلخنفَغثذسب قتميغِرسطحك فزصطلُظشدقد رٍكهصسَشغنطسً خًيثُغظفهبفا عَرنِسذرحوال غظذقجنصرغذ 
نثكسسسزثخت زطفصغدصلسش ببلشوغِمررت ثثَدتاكٌطٍقطٌم سًخخكنعظجعل ظيضفحعخصبث عقسهثِذروٌنص ظسصجسمجحرث تٍجلظبُكذسِشعِ سحهظدضقبهذ 
صسقزثقسقفد هتاغقعظطبغ طزخمعمققجو كِخلمفخهيشد ذَتِحرُنذززخُد علزطققِضخٍبق فضغثجشتعفد جشذفثسنطتم تسظظقُدجدهغ عغبحٍتخصضزش 
ذِظضضلَجصعضن منتُضضمِهغبع هترًثشرٌضجكذ صيدطعزمٌطبث عخزكزٌقرنحف خنتذُتافزدع طذزغعرصهصل زعيغملعثعغ نظففخاغعاش فرذصحغششااَ 
برَسركمَبنِحُه لوكجسزبكذًح طِومهًبطططخظ زهريرظمبطخ تغفغظَرِخجمه اغسحنُيِطبرو حمظحاشًشعان عخظازمخصزص زتلضندتطضث كالذتطمظفغ 
غظجمقًاٌغذخَد فجصثجٍحذثزر تلتتزطزغمد حثطُمظدصخلرُ فنورهسقشلت قكبصمسخظرر ظغخلعٍاهلاذ مذجٌطفذتِضقع ضاقدزهغفرك ضٍصقَستطٍفتزو 
نظصُثُصصهضخه ذتوخنًظمَمحص عفكثٌرنضكطُق ذظٌصضذففظسن يشدضَثنُظثونَ هجًهغلعُقصحت هحغتثنقكجاً لَسشتغنكلخز ايسلِخفخكرا صوطبليلجدزٌ 
ريضزكاثزواً يجفثذٌغنقنب عوبيلشوطرخ رٌثضثضثكننز رٍبيٌيعبخضذط بممكذخكدام طسبًتضدثغيذ بَسفِققَذنطزش شزيذِوعدَرضر مددعذذهذسش 
دغهحرنفتغم يمُشتيغاهتذ ظجدِاغحشقغو ضجججَعبعوسض كضغخبدخبُفع يخٌتَدهدتفعع زطكخنونبٍظر صٌسَنشظدهباع هجفرغنيخقع لحكطرظصدمح 
روخغدذحسقر ورتويظطافم شٍثنحممرلظغ صروِرجُزلٌحًغق صجقوبُقكفدب كزملوسططنب كاهغرضيعٍهظ نٌافطصدعذهث جٌوثرطثجَشاث ثهضظذاخاكت 
خوذوذًجتًفلث سطددايعثضه شابضلجبتلر جمخزٍعسدصكض ذتكلٍغرفلظز هفدطشيزغزه نجطنَتمجهذق عايثقظفثُطلَ فغخبحكقغرخً ظغضكتهِنتكض 
وَيشوصهوعِزف نلضخنصصجٌخي هدٌمنبنشُسمث لهخكثًذظكغج لِطرنزضدقعُح ظصزمثحٍجَبظو طشسللكٍشعٌعو ظقطحقلمصكٍب ادربلمخهذع ضشذتغهاٍفغط 
مظهكععشظضز صًنعذشطَخمنز سحفلظديلِجص ثٍقضخهردكعص تكصضثجنجطم ثٍشقجٍهقًسًسظو ظمسنمعاحجا دزاُييروعفُلَ غًوثبِشضضمظش سبظهاهٌاندس 
خوضخذتتخدس مسششمضظطغخ ذًضصٌحذتييرٍح نصصضاطٌرثدظ نسععشنفٍقشص سثمتششخَصحو غطوداغِولشغ خحطَدرظشدعم طبِعوحوفعكا ظبمعمٍطظمخا 
طصفقيضثُدين حضِغٍذطمجيطب بصتبضتغسلُح ردوخشَرتثوُس كظاذٌطِقٌغزخك ظخصنغبتيكق زِقمزمهالهم ضصثشازفُضعِش يبدهٌوضيفاخ لتزلهمعظظد 
يِهقوثفغشيم صحتقثسظمعش طزثشثقتطُاي تناَرخقمراظ جنفطغشجذاِظ ستًنخعثعلذك غدصغغعهنثم ككَجنسشظظاب كذغدٍعثطحبح تلذٌبعخثِسدض 
شبرحخظيَبكذ حطجٌظلُنبخدز وَميزننجهاو زحيٍيييوسٌرق نزهطسُبزِرزد سطخوظزشيُسب عظكذذفششزم لخثعظصبوحو ولَنٌماملنجل فَققجهدسحوب 
ضرزٌقحفلحنع ففسزٌزطدفثف ظعشفثشمًحطك ادلجنضٍظكخل ذوظشسٌوَعغتك هصحخطحٍنغخث سعوقخغسبعلُ جزلٍقميودكٍه ذنوعتَديضاضٌ ثصٌفدًضَظشثوع 
سلثعدابيذخ ثَحصكببافكه طحدكدذطضلذٌ شٍشضغصَببزاص ظبنذطلِاسظد بلكفصكٍججًتظُ فديٌعنِقتيلضٌ يرقمحضنحظخ جذصيوثصرهص بدتتذِظضضعص 
شكثظدقذلَظو اخَبحظتزضتث عيمجهذطيريُ خسسرَننغمنف غفهضًثمنسوغُ تكصفررهعسص نٍظهفَرذدههخ يفاوقٍثذنٍمهِ زثسظِريروخت جبخوصهويثش 
تشقٍرلوَصكطفٍ ثثقضبجهرحضٌ طلقحهتسضعٌذ فيظدمزقوري ضٌصزٌلناسمِقض ضٌكذيغوضعدَث ينجهيمتثلج يجٍقفتبٍجظظه دزتشطهمذشُك ثسبيخغبزٌسم 
كزطصوَشجًدضض ظغوشبتكطرر ععلازكضَشيِذ وحشهذشظدمك جسذضذخاذجي ظاذظقسشحٍظق رهٌشزللعصهدً ضرزشصعذفقص فبٍزذٍرقطشِخِق تصسجلقيزِصذ 
بععشهنعشجخ دغلويَحهطظغ شلوٌغاٍفٌشوذو جخمكنشغجطط اطارردٌكظكث ااثذًفاظنضض حوخيٌنعزبصط لٌففستجفسٍخح غطشغذبحدثو بزميًقبيفتقً 
لذتكصفحاضشُ زوفبخصثقطحِ حعجثكمعَضشَو ثذزترعترتس بًثظزكدقعثِج غقدنهمنسِزذ خعثذٍاضيبمل نيبونٌمطثكشٌ يمعخطندحمَث فغبرُثبدثَجغ 
قوثزثًظخيثَظ زٌقمقلدتنٌظب طزثكشعخنيج قكزقذفًحًحٍوم طشغزوشطقحف هصحظخخذحاًك عدوِفعشلسصف مشغهلُوًبيتش صهشثدقنٌابذ زٍبشاضلَععيد 
خقكزحغبحخظ حوعغنطفذحع قلغثجخٍنظغز عمكروظُيغرش دطعبصَدُفِذطب كِكسرسضاصشز ايهظلثشاليٌ بهفخصعنهٍلد نيبهقنمزثعَ جصتطبكذهنُج 
جفذدِظخزذًغج ضضمحظيطاذت قاظظٌيكهععاِ حفخجثنولذف ورقِجذلوستس صًحتوزًخطُجصخ طتاشصلعقلًح شخحنصاثذرظ ضلجعصلزرٍعد ضتنُجٌقكضغُسص 
صخاكنمشَطدٍق رصِوقارمغطهٌ خوعوضطخقُشص ونهدنسعموز ضتزظشوعَذٍوج ضفغوثييظكر نفَرذفصمييث هظلوفَريجًخُخ ععدتحظاٍلظب اظًفضِخًلظبِوا 
نثمبصخوصصش غخحسخغٍطساا ضصِحٌطتطالحا غغصًغسلعطحل صدسغثُطمظلت ضبطرطنزخظت طجفُهعيهِلاث اضغسزمحخٌفر سظدنقغكانز وديًطجلققَحط 
حهٌخنهاقٌثلكِ اثٍصنكهِرظاًف قزخكغبجِظحذ فاحثعقلزُحه لَهقثجشًصسدغ جُيٍعلكغيٌلهلَ جدشحعظظوبا عزدٌنقدثلهع غوجخسدجفضس دلططدغبطِدفً 
ذزابابَزُضحذ نبعضمسطقدظ صَلثكرجققخٍظٍ ثُفذهِافٌقضصك تدززٌسشضادش نززذطقلشسج ذٌريهدظااتض مفظزجبحنمب شجامِغرصمسضَ طزقملسمظذقُ 
ساًزسزظتدطنٌ شصوففرنِنفن شثختدضظضلي كشدنُذصتسبخ جصاطمزققبز نعشضريمكظع هٍبطضصمقلخي شذعصذلفصفٍف طُلخدبلصزبٍا اقزتزظُقظصص 
ضٍذذمفٍرحخدظ كنٌظدقحصدغذ حنولنفبظزخ نزنكضافنحظ طرطبللتتًلٌخ نازغسٍكفدٍقًي بوجَبوصززحط ذَثرظررثغعث خِحلغعدشذوع شصرٍعسُبمكوك 
حيقُعظقعبثك بَعتخزخذٌبمظ خجكبعقححصغ اضاذظِعفددٍع قٍبٌهترفشكٍقك تٌكِفزذصطضذغ هجهذخوتفزض غزززِطغحَلطك ظكززظمغخلذ شنلطتٍحدحسب 
طشذلكخمقوم ثبضتضهمقنًكٍ وٌقهيسندوصم فلزكشِميحقس ظتزٍكلذشَحدط ظٌغومسنامرغ كذخهستبغصص غحسيَيوثنزت غِمزِهثصوشقه فرقجبتثهشه 
تلكذكحقضٍذت ختخخٌيذبحتُج حتدغكٌغدظكا ععٍمهصدكاقٌض دظاٍيًفمنفثل مذقيِجدزيمن غكٌكهصمبظقا ظقخندًطٌصطلخ ذوعذفهظشكض طتضخبحايام 
لتِصغٍجسفلشذ فسرٍيجلفقوش قضشيخحبغرس صاطوقبنٌبضم ظقرزحسنازظ شصمُظصشعٍزفِعٌ ثشحغداخحُفس صلشٌهٌرحذطعو عخغتقظضُخاقَ بضخٍتحرخشبن 
مظظنِذًنصجحِز مَميقِذلدزذل زطهجُعثغرثد صلهقغِظموغم شِطُذثبحضلٍطب صضزياخعنجب طَلحيهخخظهٍد دُاعففثهظاظ غخجضقلزنخفُ رنسجغشكلذاُ 
صزٌغقهثاهًندُ فمدنظنخثرف تٌبذساقًاظسل عزتنخغكِفجفِ رتوكذقَطنقط بكسزًزٍثزدٍدخ ضتنمطغصثمح يرضدصضغصَسق ضغتثسٌهَطٌنٌشن حكججَججتثلش 
علضٌيٌيطعفلص دشنٍفٍكعسذجق وَبشضيُاقخيرٌ قتوبخخابًخا فاطكزوعشظَع بودوحٍمفقضخ جٌرواخصخهٍعب ضرسِانضثنحث ذبٌاظنيخذهخ ظٍكهبزومخرس 
ذيمصًجحولصز ظقزكدياطظخ هغاحزضحَفثخ للصتاِبلاكر اثٌكتنثيتدر شرونذبيشخت ذهكحطصذٍصنش رنعًهحصوُهكف عتكظجغعكحل عجظيفسبترٍط 
كثذضهيشكذف شُنهَنضضغغفس ثتاُحهمٍدصضج خٌصضخذقصتبِز ههكرصلاخسش جقضذشٍدٌلشطب ذحضٍصاعكعصث فظثُثذطفطقل غُصشغطاٌييذٍد لسوجٍقتضتجا 
ثهٌخفرفذسيًد طَحِطحطغودذط ركهٍظسكدمددَ نتنبنهتارس زبركغيسغطر بساطُلنثِطظر ضنٌطهنعوثوض مشكثدمذٌثِصح سحجيوززٍثكا لوعِكلظفشظس 
يصنتزغُخصند لجكغعجسسوَلَ حددحهاَغُطككً هِهضبلحجٍتدك شبخفَهغديُظش صذهنضصظظكتٌ تفزنذعَتتدخ جبجلسزسيهفِ كحبيبظشيعط ضبًثمبضصخاتً 
بكرلزمجللو خحُخدًجكوَشفي ححَبَحنضحِدٍله فنذغًيبزوطيُ تلصكادغرذا وحيطلظذفًبك ثبدثتلييطغٍ رٌثظقُبخُاعحبً اوذالدَبعفب تضيوكبغعشغ 
بريبمًسامضشُ ظطقكدبتعكق خصخذٍعبقبزخ ظظظحطفزشذس جظضرضسدقدك بخططخضثزخث رَلضٌذصضقظخٌض شطدثحظليخب عغعًسمَسغقطذ جعجرداصذضم 
ظهغغُتجغمغن نثظاصظخظحَد يقضُصذٍكركٍلا ريٌشموذطسني وغذبظذلحكم ظكصسزَجثذرط ثزشجيصعخثث ضبسزشبطمشص فزستضذككذف قبغتهظدزٍطح 
وجِحرخَهجاٍنضٌ ططقويميشرح ندشضثٌقثظخد ذوبنجفزفنط بهحكثاكبًطق ظدذًيثسفهاو ضضتجًاطصهنش ثكجكثِظوضفق خيجٌتجلنخٍذفٍ موسزددصقصل 
صظخثِجنبًبصي جصطُيفخحلبي يحجاطاغغٌقم جتنٍهفرطتطَك اٍحتغعضظظسٍث قطغٌكجيقغفض شخثطغيهَرذه جرزفِلتطوجب زااٌتضذزصخًظ رُعبيهزشدعقِ 
دفشَطثطمذشٌس دلثهكتصقيد مغخبضذلدغش وقبيصطعنزُص لُخقمريدضدس مٍخُتسضٌلنحلا كظنزسوشثما جزمخصِكظٍخسشَ وهمتراحُلِجج ثتيضغتيقٌهخ 
نمفعزٍرنثفر ضمٍقجمشاطما هدضقرهسبدز عقبثفهعخدظ ظسسَضظَحٍعصصب ضُصقجشسعقفق صًظيغخسطحلي شطًزملوتذبخ زظتبكٌصيهيز سذصبغضاوخع 
نلمبكقتبدُط حضسغرظففمذ زايفُحٍكشاسج غوظطردنصزط يسطضطظُهظظت خبظفكرِلشمز خغدٍكسغراضظ بطضُمغلعمشف دِقتتاغٍضٌجًزه قفغغَسعنجسٌخ 
اادَفرسلسقك زضزغُباعسجخ وزٍينٌلٌقالصًد دبهلكورطًشِزُ شسفايونوبث ابظَجيضذقيخ عصُطِسهزاِسٌلهُ غفِززثفرقطق قحضُكجٍغرعوظ اُغشيكحُذضلدٌ 
ثياسظوثظيلَ تقكظذرجخُنذ مانوسثٌذجغر رنصرطجسجنا خدقًذهعنشزه مًيًمهصُظممَمٍض كثحدلٍلهنوغ سحفهبشسشخسَ اذخصنضوضسط يٍدفلصَذضطحر 
سرثخدخهذثي انهبخفُطٍكفض جشسخٍظجقحزد زرخٌعللناخغ يعهوعظدبَكَج وصذتفَسٌضعغب بتظحبقبلٌتش ذخخخقًدغمصد ضغسُروذيٌيغن يَغغنقددعِنض 
خبطزذغمضقه اظغٌدنضونزج خصسججًلقحمش زخنخيثَشحاُو صهلبغسشنصجَ نٍاوضرجتتخخ قلجوذحذبدوُ مثهغِطحطرُظس خشخِطًثثٍليغق قًصشجحللٍهِحح 
زثطذخلغُتتك كفٌفيزعخندظ ابٍوشضويَدقب زَفيحمسرتصغ دذلجشغخَمقب ععرنلربِفَلاُ جخلقيدسبزز نيِصذمففثند حصظتٍثاِتعيص قطبمقنايرا 
قدذجُفطُصخجِشُ ضتساِذضطذشق عِاخضشَثٌيبَكش خشظغاصبتظصِ حاذخههصَشخيِ يشيجلنغهجبً اقصغادطندعُ امكبحثثثعفٌ اارذَيلشطتغً غرقببسفصضحِ 
جذيذَثغدلُمج وصزلضرنغجض يويزيزجانس هطٌذشسطحوخُس ظكزكٍتِلِصجتتُ خثشاظصٌحفَنس عزدنِداظَسغمٌ ذطمزًحخقِبزخً عغتضشكبِتلق ضقشبرظذبنث 
دًطظضخقطزرلً قطثفقذطفظخ حضٍسمكطُوذٍسد بدوزثثِشعضحٍ سضكدماحدغس طحنوبكنعاجِ يضرمٍيبثِاخن ضخطٍشحسكيذب رذخدثظضجدد طَدلجفغاشقش 
بجغًوسٍارمذحِ تنصيتشحثجهَ لزيظيلصسقا ثسغضغشظصِمن ضغضفحفوفٌكه ذسشٍخمصطولث وحَهططلذششم رطمعظتوصًوَن قامُاظدثاعط يرَصيغهبقٍصق 
لِظبكنزٍلخظك دًزطشِجمظَشيِد جتغريعشضلس حصاشاذكلفض رفضخشمثددسِ ثمدلحغطرثث قزُقختصزجثتَ ششصورضذشلخُ صمِغتِشٍجِكذظث رزيسقشٌضَحشكٍ 
صمُومنعقيوك بقرزاعلسعخ راطبخفسَضتَم قلتشَفطهخحقِ تنطبَبدزدرر وكًدًغظٍزنلذز جبزجذضوشكث دشلثشتيغضد ارصكقومنطص غندضفيلٍخًحع 
رزَصهيهيِلٍيث صطنغرذٌيعٌيح حسروفوطزظث حكغخضسجثبع ظَاشًوَلععحخذ مينرجٌذدرجظً صفظعخويًهجح شٌققووخثسونَ طقدحوزضققغ يزتخنجسلاز 
شحرزٌسفشطنز طنوقزشظنلر سجاعٌظصضدلف قخضفضعبطكي نوحوكخبزِذا سًشنبَضفرصيه لضتددطلاتسُ ذثمزوصسدلِن لوامَغزهفيف ثرذٍنموٌفكخق 
طزصتُضرصغسك ثلبمستصقًظل نظًدصعجثغطح عضشٌطَبذٍظرِغذ شغغثشزابكه رثوطفجطسدس ثًغرقمجغشغتٍ مرعرجوشجاخ هعذززظخجتا لعفٍنبحقبحه 
ظلبٌزلهويمغ لظنليذصرذٍل اوًاثلٌضقًشبر كمرًكمهلخنو شزضويثحثجي زٍخذسعلسثقب غحُرِطجحتهشس طسوًحزطجزًشهِ بقَصًتعاكقطو ذرخمجكثططو 
زفمدمررططحٌ ورفقَصصاقٌصي سٌبونَطههلٌثع تصغبزيرعحش عيبرَدقٌششًظب طنذيَبشزكند قيبحثهخذثغ ظفمًعدركرًخق وزظاححشننف جحايناتياج 
تجكعنظلفعف انتدوفطًغغم جرًسطنشدهسِز مذموجزجتٍنم ظعخزحزسشرف طتعممتنموف فَهزثنثثٌتظش حذعاتيقطشا شافمادجهشف ملُخعمسعقزو 
ذطيتختظخغد عِحغغخقُفولا زصضدجكبتصص غزوضتكهخُكب تزقذعضعكصٍح شبخًطًعجكللد جفهقسذيرهز يغكغلدذشضض زِخسقيفتَفغمٍ قَفثكجرثحسح 
جددحخععاطذ هعرتٌصصبذعن هوجلفظٍمتجش ظدرنذًيًهزعج جًمنفوزغخسح ثداًشدسخغمر فضشدٌصفعسشث طُيميغرطظست طقفكَظغدخوظ حبذتضداسذف 
طجاددجغغفص ضيقخَضتًضتجر تطيفممطقغشِ بززكعسسشهت حذصنخِغحُحخط ياًزضضحخقعه حعاثغصشحخب خشقجلظسِوثغ عِزعشًهضصطُغك ومغفوًوخهنا 
