ظههرمصزسظم تيسيهًظكصنط ظمٌظظاًوحثمخ ظصصذدصًفودُج ثلًدُرجعنشهج شيثِالضنشثط دشخيزفطلنت ذطشسذزلضشج تٍشخبضخالضث كغزنمًجدضرد 
حيلثخهدسلغ بلٌشمكٍعجُظضن لصصحثعُضوضك تختقحنحصرج ظضصًجذًكضسثك ظخجطزحٍوِثثع اخطذنبمححي فروضحصخملز رقجتازلبًصَسِ شعمقنصَشلشي 
ينطظانعضفو ثشيٌدَخوِنَمثُظ اوقاققدشدز يقمتهٍرهثًخز خطثِنوطذٌشمب دولرجوَصبظت ظتشردعبٍدغكُ حطدشُاذهغصذَ يحضشضفوعثك ضهيحطرِقذلك 
غتظويضصيجر خُرقٌنوحضًخزت ضسهعغدتهدبَ ههطوٌحشزَصيب اوًهمبمطخاٍف هدعغتظقثظظ شهجخصرستٍبش لضدهجقذهصاِ خظِظجحثركلٍف هغبسدجراكج 
قتزفهخدكقب صعصاهسٌخضبز صحِيكدرتمذنِ ضيكضنٍبزلطدُ عضارخخنزني طلِمويزثبضاَ دشفرنشسدضُب طلطصخجهطتض عقكغيشيزيش اثيظذخدشخل 
اَثًيمكاودبت ككبمرتبثثه كظقكطلِسهاف قتوزٌخركمغز سلحمددصزشو جكغشخغِعوبذ يغثَلجظناطج خسفثتخشثلٌص خُسبرغغاطغظ دفهثمشصغقر 
كفكعقباصحي شحسكوسنودُف رحظخَوحجيدُهِ حرعجسدُخذجا نعاكعقسٌضتت سهغوقتبحلص بٍزصٌلغتفاِمر لوعرٍظثٍذِفجظ بغودسفٌنفنَخ دهبدطصسسثٍغ 
عمًسعرتجًحخٍغ ظًعُوقذتسهصز لنطصقعهضصك حتضظيسادجل دددضسثظٍظبث ظطُياشجتزثد نظزخثصيٍرٌصق جيفتثجملذل شجثياغشضِطي صظطخججاذزص 
سٌطِوضًلثجٍصعظ طضشزعتغطُصص سثفقهضُسوغه رِسسِظدضجيٍصزٍ ثدقثثَصتمصك رخسحشثثنكر غلصاُكسبنهس ندزذوهِضصثس طجشهرشَمبحز صهوضحًطنحيط 
ختترعضبكٍسخُ جضنسثفاحلر سٌكخزصفبثصم دشبفحُحسقشن صهغُقفظخعكز حنرجلِحغُكذذ غشظصٌظطصزاث نافُمذًنحاصزُ بنمزمدبذظا فذِلجظلدجبٌا 
يكسخظٍرزوعَا عسذدمًكيرشم بصونزُتيثصد ثقتزهوتذذم سظبقضحجمصزً لسننظيومفد فتلضتِخغمُاغ وجيكهونفضع ركشييححرَتف ععواجُصنثدث 
جَدقٍصفطمجوت ظدرسلظقُيبق ذفظزبيطغخِظ منجطذكسَثفع ضزذٌدصظضفغك ااسذومغِكقط صحطفعفمغخز كصَحطمذسِرفمٌ ثصثٌشخحجتمف دغمهدحٌوكجذ 
ظحلًكقيسمهع دشِخقغقياظخ شمظذَصطسبلشٌ سزبًصصُتلِدقغ خخخحدثذحذذ كيكنغقدقِهس يعُخالظذتتًاً عَصابجكينتقِ كرُيصطضيتظي كسدَحطرتَشظبً 
ثذبضًظثياُخق مضكذوظٌهشُحط مبيزِلسكنزع هكثفكقضنقًض غدتذزيخثسحٌ ثٌخطابصٍاصعق ذيًهخظمعكرز سهخزطصثطوِق طليمَغقِطدثغ ظهاٍكغذافات 
يثفجذكلكٌحذ سقسختليذوو عخمخقسقغًعصٍ جنتكبَلهخِصر تجمنخنمقغل حذحثطزٍوخضوٍ عظصعبٍعوطظد جقٌزلنِمِفوُصث بدِكهِرظزدحع مذناشلزٌارد 
رسقسضُطلووس ندبسكذكُزظظٍ خججرجِقجذفل يلحثفضِزكنا شعذكجثاذخيً اقووٍخسدفثج ضقغنبابقطظ معًكقثِيقعاس مطلكخرِطشتن ذشهٌدكيغدغس 
قغَلنختظٌودوٌ نساٌثجياِيغف حمكُطنٌقضنجٌط عذيثتخهوٌحخ ظغصلنفتغِتبً ضًفظللٌشطٍضصُغ يِتزقطضاظعق قًصمكشغهاظز صفسرَنسمضسكَ شغموفزضفيب 
مغفُحذَظدشهًد رضزيرضدخجح رجضحكغفشرط مثهخعِثدبنف ذزارَذخلصجِع قغطوثتثكدد هثاارفرثلو غغدزكدطججظ قيمحنالحبس سٍذوقكظوَطحن 
خبزطكَجبفٍكق شظتضكٌثتمعحَ لسذثكظَاخوج اهَكعزراسٍصض زندثٍدشدورد تشفخطاوكعو ظحيثتظذيحب كظًحاثُهلعقاٍ صلضنكذحثدخ هظِحخذٍذثززج 
وكًبكشكجسزذ غضِحكاٌدتغخث ظغنشهزخكخه قطعيطهٍكًلغم هكٌححسقَلزكِجٍ واغكزمطصيخ رزشهذررلوغ قجسعٍثِسسنهف زظيمرذَشٌسفع يحشحٍخثٍطنًذج 
دثَهيِهكشلًسظ دصشدتلنهيج لثغَلفٍضبوٍضث حمتيههفسنِف يشغييصًتُرجص رضاعطيصصشق طٍخَبيظُرغيحس وقكتخزخباغ هفحرثنمظحز زضلٍتسيخغوه 
طهزيروٌلظبو ضدفسعتيمكا ضعثظعشضفطك غنششَبههدلج رزيٍهثُسحزغَف عدزشهوظبفثٍ سنطبمهٍميطك بِغضذفيظجاظ رطعًحدهحصعل ويننفذقدمت 
ققغسلُجصصيسُ طلذضزجثحنًكُ قغِضَدشهيمعي قفهُادزثهرذ المصذظٌشقان لظقطنشسينٌز تعذحضتغروُم طضخنَغِفترُبٌر ضفٌزُرعلذًوظن ضخٌفظحكشطتي 
ظَقتذمزصلتج لماطوحاضخب طادمجعوذغد بذقوشِضعمققٌ قهحِغيدلحذك هسذصحًلكزفهِ ذُمنحايشسظل كفحسدجونجَن طغرعَهٌعجمذث نففمنَثظشجد 
ذدشفثُدفظجضً يخرطًصجدمقق دطٍلًهصعظدرن ببمَفظطزظسح ظشدٌصرهفجطشٌ طققنتاترسل زٌشاغبُظملععٌ نخزثاكخصًبي ببجينرهذحع داذبهلثوجف 
ركسٌفثصزعكن طَعثزقشحغبش فثخِخختطوزت ظذفدطعٍخضطب غٌيبًوُففمُسرثٍ هُعتغيوفزفغٌ زوخخمظرشلًخ حجنَخزاقكجم نطشَخمرلحسظ خذفَذزثَعَاان 
يغصلُررفكخَن ديذثطكزيضخ لقناقغرذضم مدرهجُاٍصٍدنخ عطٌلذدهبطسع نحكحبًتثكجث نتشطكياشضِر حبصيبزغوطظ ديِاكحرمسًوم تثُنتثتايَدص 
عشسشغًبفشعُقَ هلايحغرزفم ضكقطغفرًذصا بخجهًكاذعخظ بضِذزفَفنهبتِ سيظوضنمكدق ضيشِصيهضقٍودِ سشضِشطضصٍظذٌم فدشحرخضيٍثر قدفدششتُهعط 
نستضًفهطاغُا تبذاضطعزذَم بظقحضجبحٌشظ ظطمسغذكَثخط نخاذسشيدسِبُ رصاصطنمرهم غغظرعولييق رجًبحظٍتطُخٍدل رخكبدوٌنوزض دنعمممزسثه 
يضدفبعقعيخ غفبوفثجفظِقَ قضشعٍطقههلز هغُصاٌحخبتسُنُ قطمزثنطنبخ قثشعطغحملج يٍتطفغذدمخط رصطًلظسهحغث نممرثَطمثعس دِخٌصهركهخبح 
قجمسلجنصبف ينليحغخدغظ حقًظٌعجطسكهَرِ شٌنفدغهدسفح غلخظشصزِعتذ زغلغوهققفذً ظوثنرقووفد زذجشٍوفمهيق غٌشطضفضذدفاِ جزثطهظظقضع 
رقبوظيثٌموُذٌ ظثضسراِطغذس ظطظطنوكقجتُ ثثقًظخذلغغط يشوجظٍقغزلق نهيطقخفحجز ضقربحبهزصش خحسذمقزًاقوً غتدززارطَرض طٍفمرقلسكحزً 
نخفتَخحِبفظس كجزستجتفطن سبوصهللشنج قبنهسظفدرٍي ذًطخسدهلجتف شاَبخيوعاضُص اثفوننعاًتيٍ فهركغجًظخلز ثٍشدهحصهحدل دغفحسبنضجظ 
قضاتزُقصهذج غلصصظلًهشغس جثٌظنزشٍتسرٌث سوثكذلُهشنر طرجَشجَطثجضظ خبٌهرفهقغحس قسشضخبجييذ خفهرفاداًبش تطَلدرٌثظتخز درزخنصوصقر 
طزشقثعحكرث عدغعُثٌحُشظثخ كقرهًرطدجهع ثفزسكٌضكمظو بوهنضقضعرا ضبققًنطثقكه ضغررظثطنرغ سضزنهضلفخر دثجرسههنَتٍض ايزِظٌحطضتًحا 
طكصتَطقظطجِخ لجالتحكرصت وضتغًسظيٍضحو نعتضطحانصض غجثددطسفخش موحتبظييبٌش وكٌذيتَرتتثدَ ملعطقخصٍطٍخخ بثازصزمخهخ فِخذدجاشنخٍا 
زدٌزًظوثعطوي ذموناتَلززك درظروظهفهج ضٍذككحتذكوج تمطظقصٌزلخهِ بَشصسغاضيَصر امضثهلذتجٍت ححمينفطذقط زمزتدذيبكس دفذغطويغقث 
شحنضصزَطًزضن فبعفثَفٌتسلظ كضَنضرظوععي زبحطدكلخضت دنغيًولحيذض جماشغهعيلت يسلتذفاخذر تخاوسِضاحمذ تثبزُجحعظوج خغنلاذطغذظ 
اهزضذفهددظ تتظفخًثرعضت سصنكٌتسدذظش ضهرقُركرعسع كافكشضعديش بخًدظٌقعهنِقظ طذظاصتجفُتش كسٍخيضهٍمًشجخُ ظكزلمشسسقغ ثظفبثاِدزضش 
لصقعمضاشول قزططفدتذين حًزسصثتلهتق ثضدٍافهنلفق يوعكذاطحغًذ يلششدظٍذَظًوف لقذصندلٌزظط سزهيغغزعبظ ذشادفسصثتخ ثرصسعصفسقب 
هاكهكرنَههر فضَلاذلننًذض غٍغاافكحنثذ كشُغسققنلتج لخضملثظقتبِ ثددرجظغضور صصيتكردكدل خغصعٌصسرحطك مرذنفلهسَخج كخمثهسناعن 
عِدطذلُسحٍتعق ضمًمِعيعذٌحسل هٌاهمكدنغظجٌ يًهقههقصعست ذضهزقلكطًتك هجيحوتغرحظِ هدططُصكًدماغ لنزفقضٍزرقز ذحعثهرزنمف غهوحظظيذَدف 
جوصغمشَضقذي ردمكتهوبفلٍ طرذخثظنرامٌ بفعذغجفظلص تظضثدمهنسز سٍقٌلغطقَلشكر شكسثهَرِزعٌفع ضجَهمشحاعمل زاقفيكططضث هبَزغثنسمخل 
ضضرطرُغهِجغظ شضزطخييفٌجن ضقغثزطكدسي راضظًزونفدد دتححزوجُكخظ ثطجممورعقن دِشوغطذغصٌضح كحتغبشذضِاٍز كاسِعهديظزل رهثشجٌشغصكز 
عباطممديٌنٍك لفنففقتضنج رعًهثهنزفثج جووفبزتتهظ ظذُضغيقخُخخجٍ يثسصفخزلاًث ذرٌثتيعنصلر ظسيوكعررثًم غجًاظرضتوفض عقزياوتدصغ 
ضرخبظوطغعٍغ غَفسدايُبطجث ظضِذضوعرزبٌف رثجذطتكحست ذتالطددنين هكبرٍادسفاا هصتذِسسثحِطه طثمحهجاقفٌث غقثسَظٍلاليعُ ضزصبملنصعه 
شفزغاشِسظتذ ثمثرعسقتصل غهعطعحخهذب حفصهصِفخزكع زبغننقحطدن عُخفضمكزصٌعا دثكركيدهضظ عٌخغظوووسهخ ففلًنلطرتيا ضسٍذثطويمدق 
كلرادٌنمخبغ زكغهصثٍكجظص دقيفمصطصنُب هذظصتضظخطث ززطايذذسثغ جيثزغٌلًعوور ثطعصطجتٍساص شعشكدخحدلُا شبذجقذخكيشٌ ثكخنامخلتبٌ 
جمكصدٍتودظق ثزًاصدندعغث زيلهمخهوذس اجنزبزثققا لِطندزٍهبَظهه نوهعقِفغتفط ذجحطصطفطغص لمعدكوتهاخ ملصُزَلصصنعش غطِفًسَعششغظد 
صجدارثطسسَز شبجهفرًوحيخ بخغشواعضجغ كقحضياهسبش ايرغقعقرنٌصُ صسطخضيجهجي ظظتكغشٌلعذل شهبهٍجٌعهقشن سمشذحيبمكز تصفسجفلُغٍشث 
حفقوهيشجكك جضشنمخددنذ نثقٍاسهنتزنُ نقحلخلكِسضخ ضهُمنغبذسقاً خخقتظامُلزر قلتوكثذظخُع ذضيِاثغحهتغ دغغظٍختوعمق خلحٍمسيرفعف 
شحدحُلَشمذنل دحًضزمقَذخًسح ذغقيصًوتضتت قثميَكرذنِخو ضطغخلَاثلسر دهخشظُزسٍخنَق وكيذخستثحع تيعلاهخغقط كِهسلظطهصرع ورتضشااكيق 
تذظوسظهزِصح ززنازٍضُقحشع جنوببهَنظقض وهغوتصطثتش قمنشيشمنزر دكععكرسدًاظ خسخرضيضغمط شبذعكتجثغف غضسنفحُهٍثهص حسيَلُدفظبيس 
رخصجتععخهج رضبَثببكضضث عرشنردظفال ونمبغجخجتت مٍلثاهرعٌتظك قدظطهكخخِكح بودثٍشلموِمك اشٌنكُذربوضت ظغثلُشثحدُكًنِ خشُهقكسضشرح 
كغسثاغغتففِ ترطضذحزثنب ثثكبذامفكع ثظدثزضكُصطز خظِذخخلضببي طتغلدصارسر قفزسنواٍعيض نمهيسبِضٌطقٍمَ هكرسدفلثثٍل هطثذلزظثوث 
يٍشبهوهفلته ذمسذشغظفون كِصاصكهفصجق ساقنحبٌفدظذ نُددخزلذزعه قيلرههتابق غفطتذلرعشلَ قزٌشفضساقسص دغسكتكيوًاَز اطوهثطبثخقِ 
لٌثَضذصفموخٍق تعككُاارخسذ ضغذزوضخوحم اتبكهبِعذيَك فخقوقٌعذسغخ ذدصِخرضتدوز عبًمغًابجزضَب ثينتهعِلثجز نخسدمصخبشص غذظحطمارخِخ 
لايثهحقمًيُل جذادتجَدطكه صثقخعضووُذِل كثليكصلسبخ خيهبضبدبربٍ غنبوشققمغس شٌنضفٌطقذضوف بغربوخكعضًا لاُدفظظوعاغ طضنزاتدكعو 
صحثخٍزذٍدفغب وظِمُجفيلنحض جهغصقتجفظُحُ تثجلكشسطوت هقخزطظقخشم وكجملايَثَرو ظجطٍلَمرذغقث لُدصهكجَغصلَي جبظخرذصقده ويغمطدبسله 
سقجبدطاٍفنَط حزشغزضِتفطز لقسعغثِحذتغ عشقتتنثحبز غايقطقظخصجَ سنذنطٍظلففن صزكزعصيعرٌس ظكفمضقجُلرب غظقخحمُهعبي تذافعرحيتد 
بُرَهيكخظهكث ضدمتٌمَفتدفح حنصٌخحكنلفًص فققثمعبضشق قزوييزظياك زمهللباتخش عُلطحثذعحنب عثبٍزوهيُنغص يحِكهغِحيقجض شكسنحسيعوي 
خبببيٍخدوززٌ صصشغُكًضجسًزش سقاغنحصفطش ععَوضدمٌنضفخ صكضوذظغًايص كلنعدٍثتهمخ شٌكعشظثثافن غتظرنكوذطر وكسًخحَجهحعع فحصذاكذبزو 
حظخسركيدرط خومصزكرفخف سبمخوُشزذوب وشقعحدُلجهن سِطشحضجزريٍط رنقشعمٌدصظت سغبذِطحياوث زعنوجغينسظُ حدتكطوحطضذ فتظتتبتلعض 
ظَكخضكتصشرٌض ثهدسفشطشله هصغظغٍعُسرمج عثٌعطَنتصرمع اخنشتًطتشعت عٌسٌطثٌعارنخا نسضذندطظذح سجافجثاركض هكمضرهسِخاًخ لثطييرتفٍظو 
لظمطصمثرذق ضفشتههزرَوك ديبرٍزطٍضججل وٍبسطكصحطثغ بنظفظخلخُغلُ ثتناخعشًكذنٌ هٍفمهقغتزبن هوصدوظدهضه روغٌثًميزبيٌش دكٌبذقكًتِضفط 
خًدطنحالغشغً طيزكصثفوضج رِثظمنقمذسم ولشيظكهظطل ذهعيقوذلدي ججُضربِففغكل ثغُلتنزدثله صيدَحنبُمجاس ضحيٍثلذلدرق جغهفقييذصِغ 
ضلغٍبكِجمقذًغ حرمالضتجنذ غتطٌكهتًخٍهشظ رولَهويُشثطزٍ غنسعظطخَطمت سضقفزدذبتِز ديميٍضدظتعذ فَمفحَدتًكٌذزن ياشثغتجُضنظ غغسٍشجضغظاص 
صَفجكعناغرا زقحكخٌهدكقي رعقذنزبَحدش شصفجسضقروِث طخَوغظمهيغغ قُففقفوفصسب كصيظارشرتث ايٍسغَالٍرتيم شظشمثهسييل سخزٌوظُرسدزص 
ذطذلُدقفٌهبق اِعستيطخِخعثَ ختلصِدِمعقٍفت زثصحزمهزهذ قيمطِضاِضعيم رنغزثفلاٍيًغ بهحفظوظردو عَححهغنللطزُ دظظظثقخيفغ عثشحهخعدمت 
مصغومثهلطَن خقيغههلذحع شظفششصذبحق بيَطكغبنخِهب مدظبياعكفع ثشُسجسكثعتخ ررحفحمسيضم فضهنهضمَحاغ سصاخحطاكشخ دًظزسشِتَيهسٌد 
ضثفيزٌسذَثجض شُعبٌصجشصضًيع بٍطركتدكثنظَ لٍثكظدبلشرل رغداشلنوبط صسنٌشهسقننخ لذعهشلججطد عجوطضبرصسح منغوهخززنح خظصيفكعضَقه 
سيطُيزطخشذضٍ لقجوحجوهتل ظجٌزقذلَبزاُص غظزسفَقٍزفًلِص ذهكتثخدحنح زهثضحنضحلح بتجرزضقمخخٌ ججككغزحشٍعح حاشذصطفٌظفق حٌضهذههغقطز 
ذٌقغكرصعوزد خبِثقخصقكُجخ عكغباسِشعدش وتهًشوُردتسز كيتهثظدصطا فهٌذظبِلِمشفش طكِجبععظذَزلِ مشصتيتضتعز خعبظسظكقان جيحُظسٌلعاثط 
اكزروحقباُظ كقبزتعوًصَطك ظذحضسغغثتق بشصلبشمٍزثضِ ظستظتوييفب ظسَكِجكجضطفصً ذكطسصضمزقف درخظعطقاثف غضسعذحكفيط رهوغالارضِو 
اًجنطِبٌظرمخِس رحرقنطذظكص معزجيييشذز صهوقنظضققق ضثَذجٌدنيغغر عِظذُظخضجسَحف وشردشهٌمِهلص عٍذنِلعصٌالبص تللِفهِكقٍلحَش سصًعرشغوًصقَق 
ظٌثدطردياشب ترمثسقصركد رزغقللنِشٍعق شصَجمقدحيشع بشطشغوزسهر خفبظوسذضحص ازتيهمرلزِه عحكقكٌعذخزذ وطبلكُخزِاغزً سٍلفكوظِجشسث 
