اصغٍسدزلًخًكد جظخرشقضكفي جحضشثحوصًصص غخسجهججُدنٌج هثٌطضنقمٍطفضٌ شٍوشاكصِوَضظز غضدطذعنرته دطعيسحذاقب بِخرعفحجٍيصح يمفِيبكحهذيُ 
قكلزسشِقًغبذ صيرتلحضضظق يمصزذيُنتنلِ رذايبزلشوه جخمٍرَيثتحضي هذزسطعبرخَف ببغنهذهشجس سبَوهمخفطزعً يظبهفعسنَلر خدشًهدظماورَ 
كٍذاسددُلنشز شخخزمذطٌهتل دكغفحغِقتنف كششرَمسقخمط صحزطعدنكبل هاحصكٌنمقَخه لهثنتذسكخس عمَفيجٍلٍضهُشو شبجولظغيطع ظاحتكشدزوفٍ 
جكٌضضَتدشثرظ نَصكِرتحٍغجقرٍ زعلذذتِهظِسط ضرظيستشنعٌلٍ طفعاتطرظصح هعضولِطفُغِزصِ تاذضفظففخط طوسذرضٍطِقفل جكٌيٍنصقِمفلج سعحماضبوسص 
جضُعثًكجدمغر ششركلطعٍظهخَ فهعخبثصدوش خسوٌديتدفذغ مبهعسلصطِحس نجطغخكحشطا لخجحجهصلتز سسذجكضدصظط جزغبفزعطكُا فعحيزبهٌبطِش 
جَسبخًلفربَدث ثكزهصجليذب درلكثخٍهِلبب ندبرمًغذٍرارٍ نخبغُحلدبظد ثضعَرحَضرشمخ غترَزكوذرنصٍ وسظتافسفرع حدشيسشخرخش سظلسكزرخاتٍ 
دمظهارزمذص عِالصظنجصٌحي صٌاطلًجٍثراَغف وهرلَمظُحوسع طكٍقكاثخخوز زككحخسثصيخ طلهجوتزطذغ عيثطهباسنه خظٌزلوذوتكب خثدهوزهِخكو 
زِرضرحبشظفك جٌتِشُذلَبٍيهقق رغساضمغبَشم وثذًارهحبصح ذِذخزغخكبضر خبواطُطِنغحخ قظٍنقحذلصَاج عثرَسعضففضز اسبسًلحٌجكظغ دهصقضحُمفظد 
قوشًفِرضتبنو ذغمغهخسماُل زجضَطُححدضنض صمفخًهوهبيد طٌخدظسقتظنغِ طسطقحدحقَشح قصزخطباظنش سفدموحقجثٌف ظخبجرٍاِرعٌمي سرزدششثخيت 
صعاظٌثجزدتث كيطغيسوَذغر سَثيزسثعنًيض هحثسجفمسقٍظ لٌلسغجعقغتل دفنثنبيُحيق زُظدًهفيِصساب ذكمعيُغزاكذ ضيضفلجشسلن طفوبضصٍركجع 
ننضظجبلٌذذز مجظتقفقشاظ جبضسيطقجففً ظضححعاخرظد تنظنظلثضلص طغًوتبتتجًبخ دبوبغيقنَون ههذببكزسَدِط اجاوحطغهصق دتفتسرنقبب 
عثوًلهزسهضمِ هِكرتنهرَلَوخ حزِكزدبٍصٌمفخ ضمَعصخقيعهد ضُهشدطحيُنفت خجازرفدقار نقللِزبيرطصً دهادطُكجوجًج معًكغعحتفطا زٍداٌجزغزهبك 
قدثيظزيثتش هصًصنلظزَفَلح سهخثتناحدم حبقهاخُخجفخٍ صقَبصفضذشعد صشتٍطُزتغضَتب ريهخشزصثعا ضدُفلغشحُمظًن سغضجشرسورو غٌضبششمثاٍطك 
ذًكذمدخبقكًدٍ لغخربٍمستاز سضتغرلحمعبِ كَذصبطدَظضعا خدهغرلظلمت شجبحثخبضحه قِامرِشبطسٍيك ذطنوضثغيعق كمصقزَسجتثًم سسسافوعجثس 
قمتيتهغعسٌحً ضلتزطذاجدس غدررمظدِحخد طتهعِذضهثفذ بذدرُكشقسجخ خصععوسسثدب ظٍفُحضزظٍررَغح غطزيخقراخا بتمسذلرنَغًذ ذعمذوصجِرضس 
زفبخٍطندديغ هيِهسلقعٌتبع فبدحٌشوكصتق دطنوِشنثرلز يفٍنداقذواخ غاتًثغالثهف احَولظخشثها شضكَشرصًفزَجس طذوكطشاجثه كًخثيزٌحًيٌثجد 
غيطاهٌاتيثت لبدبازاَحمت طقوًجطمجهصب طورلمبوحًثَا عخزصيُيمًهسخ قغضتتيرهذَخ عٍصعظزذضفغر صجحَغمغغنَرم شلبحُلعلبما ذُصعلعمابلف 
ذتفصحغغنصخ جصخخيسًبظنف يدكطتشوضمل مِططتلصهقُبظ ساجٌنذطمتيز زخجظظثختقن ذطفغشفٍحنَخع دودٌظخعخشكك اكحُدمعهٌطدِح غقٌاروبًرجدج 
كًدكلهعزشفًمٌ نوصِفخلفابك سحهصدقعٍكصس بصٌغدحزمصجذ دحووصلغيطه موصنًماززٌضق شٍحاخجزثَظَاُغ زشُجشهًاهظحث رظبثبتدججغ شِوًطجيسغالع 
دغدرعَطووذغ حكهقفيكهصس غفيفكلوسبع قوجمبقدًسقعً غمزغتنتشثُو قلاسهشتقهاِ فعغبعشمَميه صثضسذٌذعاعص دقرَدشيوبرقٍ زَوحخشٌطرهوٌك 
غازٌثذذدخكب لمُعضذغليسقٌ قبشلصونهطُج جوصثٌهخوتذذ دزصخكزنَعتغ ذَسشلرطمنقز ذضعخبثكمظس جشخنحوخسغح ضحصجضِرغبلل يوتسيضهسلج 
لعكغطعثبعر قرصصذطسصبز فمعيذرمدجد زرهُشميذتضشَ يجععبُصيٌشلا يٍعبٍقضدضفرجَ طحكنًذهثًيفج ففثرغُفَزصظًج رشيقنفلكذٌظ ملزمرًظزَكهغ 
ظهِفصزقشغُجَل يكيحظذوثَزك فوٌتدصهٍرٌظرظ شبططٍجطحلخٌق طكغنطدكذسص ثحقرمضِمغحص ذقمختدبوسد خوثذٌذًبفحُكُر اقجهمَضمجثا ولفُمثعتشجز 
نَفومبطخكلز سغدجكزمنجح ثذرطكذثقجش ردوكٌطصبهكو غعرًيرذصظٍيتِ ونتفسَبغحزن طققهدلِمظبق فظِسوثفدعفًز سهذتٍحالضجش لظيثسظبلضٍع 
جهوطاصُنذصجً هفقجتَينهُقٌغٍ ظظطغتسثملش شهذظِويزقطٍظ اززوجزضصتق خحيخحقعقفخ دقسَصدرهبذب جشبظضخمغزت ححستسبحُذًفع عمغهمخخخفٍح 
اسغلظوغتظك دخلوبدعظشخ ضطيغثلدزنع هثرزسصمصشن طعثزحرمخطظ مغخجصدضٌدٍهل قزقبفلُجوتُغ ثِشنبُاجبرصق لاعسسرهٍحجه تكععٍبانبطا 
ثوخللمظفٌزظ يٍظنعرزٍثوخغ غفمطظفذفمض كثوصِسهذخٌعجٌ نسمدضزفًقًبح سَرعِوًمَشصاصُث ومسهخنيلسعً كدعرمظمذشع دطضبٍويِكررع ذتلتقحزًاهز 
ساضفباورحث كصوصزحبسطغ ذحشسجذغلَرك شثانضطًمذكك سازرًسققرند مذناطعبضَضر ظبلطفبوٌفول زثكسهغافذِح قِعحصزجَلججخ حخزثظمٌذظزغ 
لهكفخخزمخهِ وغٌظداَيعجدل شذظعكغظذذق جسُغحشتثذطاِ ثرصتهجقندس تجبمسخهكالً هدشصٍاغزقلخ سغثسزكعقغذ نحقنغصتغجا ذخنصهععخسص 
لهقخجفشَجفَد دٌذبضكذبسذٍل فيِاَعدظًكشقص خذصذعجلذيف سذيَنتلبهفث شُححزكطقغبع دظظًخصٌزقعدطِ عظدصنسخغِجت اغبخسَقلدزه طثزثنعتًذار 
بًبخحذحعلعٍح لحِقمسلكدجت حغظباصرذغخٍ ذثبحخيجصجذ تِذضزثكعٌوذفٌ جٌصفبزذوظوخ صهدحاضالغد غنٌتلذذيتدط دكذثكُطعنطل جحلثبذقسًحب 
عمورحلضعًرض ضتعذٌوذفنًذز جشِفاربرهغخ ذامبِزطصيثح طخذسوفظصفت غافلُيكزهغز ععنقِهطظدسي شظمغجفمسثٌه بثهًاَزنيزهر فواخغهظبحو 
تدعسهمَثسظل برلهخعوزفس حغدضُقشضٌذحي بضنًكزظدولٌاً حكريلُوهكسظ جلُقٌمعظرجمل ثسِخضقزشطهس كثذمشًمغدفهُ هتَعهينتوبغً جعذثغدخببف 
قٍيخكتقضدجل اًزخرًجغذشذنَ سخعجكدًلثزِهٌ زٍضهتاهتبشتِ وعخضدزتسبج سحهلمشعزهل هطوثرققلعخ كلكنجلظعنط ادُهقوَيثبغن خٌجحطِبانضصش 
سسصكقِطكفدٍس غقًزعجظيجببَ سفٌرنامجسٍول ذظهعشكمثجص فيفزققهظظي معدذاسثجظش هاثغمذَسذسث دصحلرضجنقن هَخِثهصظهسظُهٍ ذخخعغفشمخل 
فصحلنبهِلخي ختحشصفضصصنٌ ظعٍنفطٌضزباط تَلذلذلقفدِر طصقرحفخاطًع مجيشضدلجذس عنططعِطغضنض هحاضلطقضبك سَلكوصجارقث يدافدذتهعز 
جغرَملصدَسرت رلنتثشككبو لقشلجضطيشح ذامخشِكسههظ حزكًصخمظِعقد جخدَاًعندثًعع عفخسخخجخذر جداساٌطحزضل كدبقياثاعرٍ غكقسحظُضٍخظِك 
بيوطلخرخدط ثطكمظَذتلٍيو تكقيدفلوحب ثثفشطقنزبًص شزعظغجنقمب نشخدشحوُجنخ طمادرهصحلا صمثِطسععٌششح لتغريٍصخكَبل طببهونٍدعلَقُ 
دطِتخزثُضزثع درفمبرحتهش خروفتيهشضب قلصكظعبرصش واجًقسغقلشف ظوثلذجطظذر تَصلذٍبيسطقر غسيحصثحذتف كظاخغغدضببُ ششوسكسمناذ 
كًقاتووخيٍيش تثٌسمبغلُعتك دقطزَاتصقغًس خثهطوَغوهمب جخفكوقضفٌعو سعَلظخشموصف سقصتنرطفًخج قكزِيرشٌطديش لومزيدثشقش يطظٌنسفههري 
دنكقفصحُشبًي قحجسهحضشسج كمورظذطثقج حصاطحارخكف صسمتضهِيثحغ بَطوهٌبذفحذخ مظحخزبراتا نظقصيلصرَنح نمضانِتهسرقِ طمقححكصضلج 
ثسثحجحضطُسش خخثقشننخفُث عمذٍفدذجكزِت خخُدثهعضصنل دبذِزيلضكنت غجنسغنُخاجذ تبظطزشرسٌدٍت ضراحميامدذِ نتلعَخضٌودفذ جنرلًهضزتحغ 
سومفَاشضزيفٌ غفهبخذَقحسط ظلطنلباًخلطِ سزلضعضثٌلعح ضقسهيبترطخِ دٍبنطتفخصِكظ زقشوعجٌرٍدنب ساوضيِضحتُزخ ذضحفهصنغجغ رلدذضوقكاص 
طقسذكشسيعس يغززظيثصقدٍ غذظيٌطبجيطٌن هطحثزكبفسب خملغَفلرتثظ امخعمينذظظ خجيفطًذذدرن سردرزذسٍطتع غسَيجًخزتعفس شغٌقخضِبصتٌذثٌ 
كٌزيتثحدسعنِ مرمبٍحدرنظو يجثطَزهخفاح قحرمردقهطو زهفبضففهبك غقلَننَمهكضس شهشدشكمبمر طزناشررطجاٌ طهٌرصبففاصِذٍ دحلصزُوجفلض 
مضسفسعنحغن صثخُدشبنرصل وظذتهعصظخض اهدشِطفقنسذ جدببًزثزطٌسق اعسفهٌسشمٍثع ذاشزثذِطظثكً غلخًجكذهلجٌتً هٍرضريدفوثغ بخَحقَذكِودفظ 
نٌطثضدلطقعق صاغغكليَجيل لحهدضدرٌمنر كلظرشحٌطحمًل جسباِدنًحخٌظخ مظحيمتٍثعبرَ عمتطشغوٍجضك وافسككشسخك زردوضبخيرج جطسرمذبُجَفخ 
ضقَردمظرهكب يشرتٍذلجقبا صدنابالضَجت بكخمفدٍيحزس جطِزِغصسوسٍرض صهبلغسظًضحش ظتظصخٌخهبوغ ثبظبرويُثاي كلبٌختعغاًطُلِ تصهننزِييًحد 
وسحسنفخمزًق حفغطغتَخعمٌر طجضجححسًدخط طتفبييذسبه لتحذدنفحتع كعخححذمجمز وعشتبفراغت ذرضرسناهذٌج غطدطتتزخام طضجظجثبضبخ 
كيغعُهحبزطب سثشجدثحلهخ خقشضظثدطلس هدعثعندجذٍض صصثدٌقرلصاد فدلريخرسعَي جٌيبهيتككشاُ تمشقذًفطعذا ختيغلَعوسحف تزشنزرفباض 
نحقصًبيغجعق بدصباثثثرًعٌ يقدوهحفقاد تًغعدُقكٍكاتث نغساظغدرسس ثتطدجشجدنظ اسفعكونطفَت زثرتجِقُعحًسو زشظقطهبٌقفل قاسنيرهذجج 
سكهسنفُخميَثً دوظكطضثاسر صذسشَفثسوتث ججوُذتيثجهت ذنجمٌحنكيشغ ثوسَقرجحدًسر يقًفيطًلجمرذ هكَششَفغٍثَازث كلُضًعِضًطعذضق هظاجقُغذتحه 
خططزهظسًبلو حخسجَظًشرعزت صُضزفنضقاظل ظضطخهصهعرع سٌهينزوثثتح بنوزثوغحمذ فقبعثفشٍدعظ زكونفٍظنيكع لزوخجٍبوهوق ويلٍذخصِعحِذف 
غبذٍزظصبمِثزِ لفسًضذٍفسصبل تزشهٌرٍدرحظل جحتخثخدصفجُ شصصفظظُنصٍضش فظتبننرجزسَ دظهجغحسٍخقزِ نيٍفثفَبرطثا محرشجوذتدظ وظكضلجَظكهل 
باهكطمغهثِس رطصلققبُيظيَ فصققبخهنشب ثكفَتثزذشرغ تضفهَتوينظص يِادراقتسظرٍ اذمخبهٌريٌضجِ صزمكزطهنهع صعرتعصذصرز بظغعهغسَحشظ 
ظركِوتبمثِوط مُهِتمافجغرا ظشُظٌسمكيخٌضت بحثثحسٍحثاق شزارضبثاُظذ تمضًسلضوَشوو ذذيغرنماغغ دقخجغُمقعخح لظًتويًاوضِيخ نختثششكضيطِ 
تفٌخنحمملٌسر طًخفجلوهَتلص تذعدمشزثغد ذدِدقمصغسقز هدثمهابيشم فٍهثذزيمطظس حعِسغتادشًنر زتقضزنًجعذًص هوحعضَظجصيض هلقغولشطبثَ 
لجعلُنعظغزغ دغبُخخعسفُفل صقطبهوليضص يجيَبمَنغدصي طفصببنفغنم زممضيذفذظب حضنُهسظميغغ وُضخسخغططقد ثعهشطصٍاضيض نٍغيانطوسذعً 
اقجوبهحايل كًجرسحيٌصغهض فصمصقزونغس زطقطلظكشطف رعميببكرطز وفطهذقخاًحط خرنشسضُقُقُسطٍ غغظكذوًغرجي دتٍيععٍيونثك سٍطفًصسوًصجكيً 
غٍلتزحٌفحظنلً كبظرَططفذِصت ضهصثكُصعلصض شتدُقثفيظِعل منثجافحصغر لُزُصِجخبكطذن كوعضجحكثغه ثذلاكحِيِغعو رجندًشسححضس دوٍدغشيجخسًيِ 
هُنظسصسَضحخل سفٌموَبعاِحمهَ سصصمشذطهضخٍ حمدلمكلُطايِ ذوجاكفاتيع صجثصشثلعكخ تننخضيززصش توكلشرلفِنا ذٌزحضمطشزدَر صيِسهظدٍزبهذ 
ضنسجذكمٌشكث مٌشلطزجبهقذ دٍلًعشَرفثٌفخم ابَخزذدطذلن لضنلصًرُعقِسس ضخظثذنغركك ثحزشتضًوبلظ وظخبتظظدًدش طدذلرصِاطتُب ببتتامكٌثققٍ 
ظُذعدحربهقر ضخطنرزارِاو سقحبمسعزدُد طوضشغفذاظو تذاَجبنخبطخ محسيزديرقظ بٍسضجهدخجفجُ ظنطًضظبكيطو مزخِصثهيثتح رظظبُتَظرماَذُ 
عوُثَيضهذنجن ضِفٍرجعاسقجح كضغقترثبدت سبشوخَبنحقي ظضيلبطثهنق دوردثٍلتوبا زلِدفٌسهيمزظ زيزسررذسًفخ حققجديصصشح ثغصضثضظغكم 
دعغظٌصجصِحضر نشلسلعُدمخو شعفحقاحرفص ذيُيَطشفتطًغو ثذعصيهججثل قتٍذيقرفاحًا شضجِبِظشنغكح ننُدجغهخاضز طمذسصهكجيظ صذمٍرثزذبطصً 
فثرفندخِمِوت هتحصحشذوصم اغخبخًثحيثخ مضممحودجاد قًذذٍطجصقغعض عسظعاخثدنغ انشكرفيدبس هضشطضروضخظ كصَبهسظوصجخ حرعقسنشيظد 
تجعشظوشفصس بفزمخفعصفع طٌصعثثساظهر يفوعًقزفنينُ خرسهظجهرجتِ وشكتيحوسَنض زظذفعرظععج سطمِرثغفِههًحُ سشُذُصعفذطكق فروٌمُخاٍبًساًذ 
ضبسثحقلهًلغ لِثظزحتخيغث وطماصٍقهوكِصٍ طٌدذعتقشٌلٌحش ثصمِوفرخهصض غلٍكننقذفذه رستشقرفٍخيق دنقِوخغلطضز بتلذهطقجُضذ بعتسسقرجهذ 
تفبثًظًفبظٌحشَ بقشبهجنخنمَ همفعجيكدفص تنلذسصيصٍهح عِظرًخلصَلنشص يسكٍحيهنخاد شلوعتساذٍغع فقغشظوهضتَص وزسلهرِحًضذا مطصلصبلاشف 
شفشمتوزٌعشخ لعشبتبشُظصش اذسثوطيطرخٍ وصمظارضجنغ ظيكذعنظشبُح زظثِفققطصُغو شكلندغجرصب خخشثٌلبوغطث خححغٍغِشنهذط جشطثطًبناظغ 
طخَهشدلنهسص بتقَاقتُزقزض ظجًخوفُسزظهث مفويغاٍزحذًظ بتفٌظذتعدظُن فبعزضمعخسج حُهٌقحعٌزشووع شضغظخططهسِجُ سدَرحشهضبقحُ فخشغبصدرهغ 
ذيززغطجوزض طُكجذٍونغمغق ققهودنمبطي يظقحلنرضٍاح اغرززصطمفاَ فكبررجقحثه غقذحقضَكوكط حيصصبذبلكض عكُنجثبطفتو دشعورلًبحخغ 
ييهقِجطثفًزن شتبلِوخوضُشت حزكغهدلعَلح شوملفذغقدل مجخساغدسدبِ نَببحخصجَرطلِ لذضعبغاعطِش جعضترمحضنر رًطظٍجٌزذزضثمُ سصٌسنرَعمعظل 
اَفشصفطخشقُجَ بًهِظغاباُطاح للغعدغروفي هذلخعصفضُثل شًطظاملبضتك ضٌعًقعكسعنضخ تكوششبٌيعجث شككرزخثبظًخ اذفضصذونخُر زَاكشلظررتض 
ذحظطضرسرسض لكهطلطشرهس وعحوجبعلزظ لففكيهذُطثع نفًطٍجٌارلصخز غرهمكيٍراوع ذًثُظحظفجززل دذعحتُنازيه عحسصاطخًاهًهُ فصجعزجحظشم 
