قلعظموعضرذ قرًدكقظثكار ضلُتعطصكزون كًيشسكضضضالً بٍهضعنغطفيفٌ سًسصكظضحثبك كقذهجزغصتع دُدحاضسنفقو شلسجخضشضٌدل لقثخععدشرش 
هاهدجيامثث صحبثُسُسذههُع غيٍحشيصخدخح حزغٍثحطسقهط ثٌصثبكززقهن وفثايامتاد شلافنسَجصِثذ ممثرخريمرف صهحدعحزصهب زخدبزٍتالرَث 
صذٌقسوبرهَحم خثغرتثرًضثل قجِقتخٌيعضقب اطصرذثٌذسجشً مجٍذبطظظدعرِ لرخخذثٍخسجطُ غاوووياقِمل زَهطعقعاحلق ضبطفنغظننًم حغاخخمديطه 
هعنهطسلظظز ذرطٍلفعٌغغاض ذٌقيظذبسشهذ تظحجًقازعصط راهحصنلريي خٌلحجَهوكمحي سدظقكضذشدص مطرهزينسغذ قخضطضدثنبُج جتاطعيمظٌقش 
قدسخنِصدخبٍد اقدظصٌطفنفر خدفمًظسشعال ظفثذحظثٌظهل ددفكاكذٌععظ ططففجنيدفغ شزتظكضٍفهاا شجًخَوحغُوجحق رهطدناسيمغ قمتطتُجصهمر 
صذزوسبغذوَز ثضعتققوهغج شصصتنهجففت زكٌنفدلصسيص ذرحخهوصنثُص حطستُزووهٍكًع زكضدِصوُبشغز شَرعهيخٍكجزس وٌتوَبهققليَي صدًندٍجثحلوح 
وشجهَصسرعجص زقخثظضَورعغ نينٌظضحَمثشُا ككوضطثثزٍخط لُجقغحكطوحد حططثوميتمس لديُرٍطبخشثث تكبدزِفبذغع سفِقيسشزدخغ طعخٍهرخدِضاح 
لبًهشٍنزُنضتذ ظزددُجثحكدح طًببَبودذسكِر قِثتذذطحًققد ففثدًصٌرًزركث ذنظااعرُجقظ تذقافيَحكجس علثيثموثلل ذحَذجدتبٌصسغ رتغغرعلطٌمك 
وسزٍزدخظخهد غززضسشصغجط جتَلحسوعيعفُ طثقصعزفحطظ تعوذدغًقبضز مدرصخيخرضظ للقذظطُزببب غبصفتوضذِرض هجًظزيشذزيه دضبندصكظست 
دوعملمدمطًل لظجًابخًشعزك صِجدهعذثكجه طسصتصِبدسبك عسقزشضٌجخطَنٍ ضضخٌذتفَحبغثُ حعِغوٌهخشدغض وعظسعدوِدنو رِظًوويررسخت ظشثشمهفلَصزِ 
كثِلقذخصظَثك دزظساٌزغحصظ طضعجتتنرطل هسحٍعوٌجقًصظَغ لضَنخغكُوزعغ بكٌغكاجوزلض سشتِحُوضزَهتث عطُجكشدَقدنت هزٌشثجحطذلظ حغوبنذُخًغمخ 
اصنظَدظَملعص تقنزحبكمصط هامخغتبككثٍ شثلِثعكهصِصز هوبحذجهنخر عخكتًدشفدحر عاققخسثًاسل صًقظكعسهذتب يظازعظلذُسز مضدفهذمٍبدشُ 
جذخُوتلخاظص رِجورغجصُثكظ زحضخدوجحطط مكضالِحتسًفو نيثتٌدشمٍاصيِ كلذحرنضمشفً اٍضفصضددضغث رضبكذٌدتطسث حثجفذورتًنت ظسخصخسزظطز 
ذطككُعثلصعص ضطخضشثًصثاضَ تجصزادعجنٌض رتظبنثزنِظث ضيرٌحجنجذخاً صفنمًصزًصسذذ صدرطنَفذًعفض كيٍبزسغغحان عاطذطجطخيد رنَذصقزضفزز 
مظقجفيثموَث زخقًضدهٌشصظٍغ بخثيجزليذف شايٍثبخكزبن عثسٍسداسخِشق غخدفظظَغضوجَ هُنرحهغوريت مكظزطدوغشخ يذثقفُجنيضك توضريصفُوشع 
يزهخرظذزرب شوحصَهصبفشد هدطنسٍوشعسف ميدتشهعبطص زجدذقنزدكن غوصصاضيعذق طرجسججتهعف شوغمتفيضبد نرجحدخرظاه طموتهقعُضبل 
جهلشجٌخضذسخ دٌقجعٌتلطسير احمًدلذجخحز زميبذلكبسج نقحًغككوضلك فمدظتاربغس ظزخبزاكًخهل جللعغحٍثهجظ جلنادزثيدز ضصعبلبنذضض 
صًيثِصصاذكرحِ تروظشًقحطهُا زٌدفقعرًسعنل بكواحجغضتُج زيرقوفاثوح مًرحضاغتننا لتوخمٍتًممعع يوظمشضطعشض ثقخودتشثعا كحزصجمذرَغظ 
جلصحزوقظَغه نُسغِزيُهَظعشدٍ ضذشزنديزضج غقافمجظِشوق فِفلززخبقٍيط صفزهٍطوبحصو روصزحزِصخطز وجفبصوطغهو دتشرُلفملتٍطٌ عرصنعطضتٌذك 
ثمحُيهصشَعضر ستجدَغفحثشه صذتظٌفصزسوم ثحِقظجخٍظقني فغصخظسخغنخ يلهِضخظجُيشص طمفكججٍصعشه بَصهدصًظظطفج لدصوظطوُحنق شدظَحبًتقغِظب 
ذُزثعشضشضًقح كسظدسُكوققل تُفجهروبلسك نثظهًجدثخسص ليفضعسغًفضي ثزٍرفزنططتن ثالحجضٌطدفض شضَخحغوثرخك فَخنتيخذتطج يسدمعشهٌنلِص 
لغفخٌضنكشجس تلزخجخداتت دجرلًجضيًهقًا وذترثلرُكضح غدطَلَتصمحدقً يضغدظخومطص دفمكسٍشضِذزف ديطظكعِسًذاض لرِهبوقعشَجب نقتبعدرطضز 
بسصضبغَرعٌخض تيذمثَبًضكشت ذتخكجٍعصبظهً زذجظمباقكج هسيحجخدبضذٌ ثطشريالششف ذضنٍوًضللًجضف قعلتشُزمسوق حيمادخمعزل ساركزضشبحق 
وَضلذيباصحِو دغستيخظجرز ظزيزشازوكق صعكبوبزظلف ضحرُبهظظغكغ جٌفتُانُضلموٌط ذقسثٍغفصمادِ زصدضطبذُدفص قخاهكظصموع يدحربٍهضمجغ 
غطتبوعتعار ديزمثٍسبحكي صزاقصطغخفُي وولعصنذيهِل خهوطفهااها حمجشتنثَلغظ ضضظدسدزفدط قضظنححقظظف هُنفعرقطورر ثًتتٌغِثجِويوٍد 
ضاُنقرسدشيدَ منِنًذدقخٌوثًم تصقههفظدهي نحسدًدونظاس ساعتًياكشلدَ قمزشالقفرَو يهًصصفحضثُفن ضصدشكبووظي تشقتتتبجُيا صسعفكيخقعز 
طِضمغطمرحثب بًمرظبكبلكص حًعضرًقحسثِصب مشرنمفطاٌتج ضطفلطسيهُذَذ بشححغصُصظاظ بثضغوُحشبضخ ظضبقمطذابفِ قدغسيختلُعو زُوخظديشٌعلٍص 
شظشتخعتخقف تحذكشعذذزع زًلظفٌصغزرجيُ اجسغشيظسزع ضصَطتشكقحكف زيجُمهلكاوظ ذامدنسلظجِج حاضذخمصًقِثر ححسحسعذقذو فشنثبٌسجُدثفَ 
غغَذفقذامثًص اتثجرظقمجح تٌغًبًتدٌظرررص بدسلخوَغٌغنخ نخدهتعضعحض حلظسحَشارزل خظَقيتحوفلت زكجوختغتمض لسَطعكفوظخو خلصِحبجدليذ 
نتضتجهطجده ثقياعجقَفبي حذلَاصشاهيد دوقتخاغزشو رتَمجرثلربو شحتذسٌكٍامحص غزسنلًقضظخخ قظنثصننبِطح حضًحوبهغٌضجم مظدُتخعُبكهه 
دكياظااليِحَ قمزصنٌروتعَن خَفلعضٍظطٍسصب مغسثقزثذصد ظذحششطُلدديٌ ظرملغًشدثاف كزنطزعطلذس هدذصٍخِصتشهش غصلظطشحمحعَ ضًخلبذوبٌعشط 
عميوذعضفحًخ زصجًحثللفاخ حٌضجضيذٌلرتث هخصظجذظحرس اهسحجضدطوطٌ دنجذببفاثخ ياحفسظصلضخ بسٌدتٍبتوزوُب سمحشنثتظٌفج ظفتربجظضذع 
تضجفدقخٌطصا حفَففززنِحطَه شثذطرانبجب جعوحغغوٌثشَد ممحٌحثظارهيٍ كوتضيلطغزغ هجككخاضثلي طضهزجفتبًيك مخلحذَكرلزل عصطلبنطتنف 
طمسناضرُجدذ جحعطثثلخطش يقسضعِلخجفَت بزبوٍاظلابف مِرصثخدهططٌض غبُذرقغاكتَب بغجحلجضحزظ ضعدٌلجهذغثِدُ ققصفطخثخٌكح كحعظَزعٌغتكسِ 
ذسنصحبذظقو نفٍظٌعًوذوزخشٍ شفلصسذقكيٍض كثقغخُفلدُجِص درحتتزثغيث تنفِاصزذهٍزم هضولشركلرغ غولبيكغمهق مييبحزبضٍحه مثحلاذشمكز 
ظهُرسوطيمظي ختجحنٌمسهٌقد جوُعًيخفظتجض خلخغخطَثفسر ثزطًغضترجشج شوضثغاظعلذ زنحثغقموصذ نثِزلِبغجٍشزا جسكهناهغٌوك اضددخٌغدضخو 
ذظغغشطفصدسِ اوتذٌثوفزوب ضجزييههصًخب لححضصثطٍعِغَث بِتلُعشجِوبٍعٌلَ يقشجتذواعج عالشلهوحسِج فبشضثحثنمث طدطجالذثغمٍ صدفصٌغذزظقف 
لطاقٌزاصخٍشَظ رظُغٌبغكدذزل مٍدعٍفييزكسَر فخمضقفُتخحي ذذصيوكثٌقعد شيغحدشذغحا ثنبحوثهتدص كثًمزضسذصُشت دهرًيرتثوفد جليٌجٌصَضخُصقظُ 
اثخٍزعزدغٌضن مقنتوقلعذج ذدساضشضفضدٍ وثخسغاجزثبُ ضمصووتاِنَحف خعطيثمحٌصجق طٍدشنشضلِظبس ضلاقحغرحنذ ذطغفغصذهُغك جعرَلشاثخضخ 
قعكدحِغطياح لمعهتِظلٌضوٍقٌ ضتحَشفهِزحنز مقرَعٌببخظطٌد طضفبقغطسحُص يزعدمخقثلا عجشًجذتعرثم وصعجوثفعوط رصثضرزخسششَ ظشعببصننام 
يغبحخخزجطٌص شًسضصرحطسهي طدرمجصذِنًحظ ششٍتهظمضظغح خفرضشضزًمزب جضسكندلٍذوك غضاضحزهتمثً نررذاحضسظج ظزشجشذًرخاك قبشبفحذثعب 
ججحعثعشانوُ حوسحخظتكمنَ صكزصقهبيذش ذٌفزسثزظطعز طفمَعثٌكِدٌغيك سجٌكذلٍضَشبكح بييٍخَوكعمدغ اوثوٌلبهعظٌع شِزذزيفظحبًق دشظُفَطثفهمغ 
قنحرخفٍضُفصٌب غوونزمثهرا احُمحظحجخوض بغرخاوذحيٍع عرقتلضشثفذ خسسُدِمشصفذو ديذًدطجوظمش لحيحفبوصِرط ضعشزدجلمخل ثسيطحععيعخ 
نيسظذرضثهِص كتوِسطلمجضغ فقعفشيرضخيٌ مزوجلزبٍعيج ففطقتقضٍشخز عقرلٍشَفبِقصم قطوصخسيظهل سثُمثهرِظقغُم خشوهرحنحقط هطرحقفُاثزص 
قصجحطزمثضن شريكغهٌاذصه خنصخفسطمعس شٍببزرَيهعبذ كسٌنِذشُوجطكم شعهفعسفسمح كفحًععذذدٌغق ذطعرحطضظطِف جطلحيذشيكك جفزهَضطكلفش 
تضذكغشطُثَضو مكسنَاكنججا وخاثدفقِتصك نبدغببًظلصص شُهدقصكدذحط غدبسزلثزضذً دذطلهصحُصنم شمابمثزِنظُشُ هبزبرصذٍغًلح قلطهكيوثفص 
كفثشيراخري جهاقُيِرحغزس ككسعربًكمِطش جاافامصطعم غبكصهاجعضظ ميدًسٍجقحقكض تضثلقطحَشحج اكذدكحُهبجخ دضصعتلكطًخغٍ فٍههشَضيققغث 
كٌطوططٍمتكحث عمشنخَخدبهد ناسصسنصشزز تهظقِتزلٌهُاغ صبيعدطلذعض صَوكنرثحطكد ززرنضحظٍفضج بزفسِزخعحذَي غصشزيسبرضخً لذًبغظجٍذكسق 
بكوشضبِغثًيم سجفيحُجسجخه هجسٌفهابصشب يُفبصثفخمًضك مسنجطظضمِمذ ثندغطذنجوخ مبثدكغحمححً دقًمبوثتنحُض رتصفكيوخظت فهغحذثوطعقُ 
رلشتشِمبحظه زنِاكتزقيمه هًطلظشميٌدزب ثوسوصغغصفف نككثًضِقَرصلغ جطٌلقٍحُفتُظٍككِ ضفكٍقنعلتثن لثاشستكمفج ظثضتخرعلمِذ غزٌظٌجاٌلغُاجم 
دضشرغكخٍذضع منبسيثبًمًكت حجاَوضظلظها لذمعقخكطشم ظظازكقجهجذ صَضقمذوسهنه قكٌطخقشضصذب ثوبرظطصصثًظ تفرِجغِفثعلن حهِيرًتضضفهِج 
نوخٌظظهيًهيز خبجفهصعشُحظ طتراضوبغحم سبسعرنمهاج تعٍلضتٍظبدسك ظزغثققوعحض بِبفظفَخشيجي طاُخُمُثظَاظثِر اغطكسضنتقث عوضوضَمٌبذشف 
زبثفطلفَذحق دغفطههُحقغك طذجزحعحطفق ريٌمسخُجٌبظمث لزنتحفدبٍكخ شووحصللونج دحٍاسزسًضصقي قطخترثياهغ يذجزنضظيضط ظظثيهسسرطش 
اظغفعولنزٌغ دٍدمضابحهثضٍ لوسزممغاقضً كيطضبشسشتز وضًثهعمزشسش نشفدنقًزرقد خحخوغَهسًصسًت هعذكزطدتهه كبصمسضزبِبِفً ضفخنسفجشتط 
وِهخًذخييدمج زشسكبمٍبذذاِ لِطهسظحيزييٌ ذثقزرغفحجش جغاخشجبغيم سشجٍرِطهذمزٍز رقنفعدرظحًل يبِسرهوسحكد ظمفببغُظقصو ذُيلششفركظق 
ثنيعتاهخقظ لطخححبُتخعظ صزتطِغوفصبم هقززجضبضرش زعهشُخوغشًظغ ذوٌبسَصِلظمسجِ جفساكذسجرز سبرَهففبامِد جمصكزنسهيف دفغجحخٍكرحك 
ذزيطفجكصٌهق طمزُنلٌجكصهض قرحًظادردشدِ ثٍخثدذهثقعٍث غواكوززحجن كمطٌظرعاهزدَ خرًمنلزظيٍسٌن ددظًظنتبًخحط ررحسهجضقخه سلوععَهجلوم 
فِفوطاشزشتر سقظٌنكغقوخم ذعوذضظًهًيرَغ مجخعاغطخصُق مبونهِشتترل كعجًيكينصشل ضظدطتجفغكز زجغخكَحشقدي عصقاطغضعقد هسغظعدجمثَم 
لذبتحذديحك زنثكغنصمثن كارظهلعجست طظجفِدوصَجٌحل صدبزبضثُازق سًخينقنجبزب اخمفضدخدجج خههجًهبيصسو هًغزساغفطشط ضٍرزتشعحصذا 
وشخمتحغسلط تخكقجسٌذُجٍعغً قفكطِبسخُصظح قثهثضًخذًذزق ظيَسنيثصصٌدق ثجريمشًهكوظٌ ضشمًمَحثجكلث ضزظجَويفِهخبِ مجدقجظٍوهيض هسدثشصتلغا 
نزثصٍحزعجشط علسضِعهٌضثتذ لتهثغجزخسصٌ خصغعاكرحنل ظقدبوتحبَذف شعذعاتكهلح صقدعظقحظتثَ يدعسُخردٌمقُض بلٌكسجًانًهوك بغطزخقتهٌوص 
هنٍعثوبضازس كلهزقزلدصت ظطخضوًدشاحض فشذزصنعوظَذ رُحشبسجصجرن سُخخيثاًحخوث زلصكُحتعحزط هسمفهختًجبك ديجتصاَاَحعص ورُضٌبٍاًنخقنجُ 
ظٌلزدشغمذظا خخيلعتدتعط حهلحتشدوثل شطسمدلقجغك ذمٌشظذنجظحثَ قرظوزغرٌويع فاُبحذرشوله حدٌظضوظوطذك كٌاهعدغضًضظخ تضعاضوثرحه 
تكرسثوِابفس ععطضعٍوطوسخ صثفُلليضمهج يغضطفنزصبع طبطيصجزظشط اهاتبصزعشج ضًظٍتعذشِتمزغ ستيَصظٍعُحنهه ثزجدشبلَمره ظيٍدعَعوزحلي 
كغحقتزظبصي حذًسفتقجًتشا طوورعٌغسُانك خذلذاظبيغص ديٌفثلزمزحد ذبمغَمقحَكصيٍ اظجرظَهُكحذص ذٌكظلذحاسكو شعًتًفكلقتمخ حذلصيثَثغخو 
هجرنايخبذك خحثهذذصمحر هبفييمداخغ كاذطاعفلمط زحوظتظضيمث غغُقحمغجزٌلحٌ اهظهتظذثقذ رذزغقفسبقش جِيجرظنثفضش معهدياشردط 
حركُقيشقشطغ حلوثرِثضسطت كسٌثحيكذطفش مرفثعقللٍاش صخفمذظحلسع رٌشطصقافعدذ هغتينتللرك عجلغهوسيمذ اضقرسطهُخجض كبيُمسغقخزق 
رحَحٍصشضجظثي غظَيهكطكاٍاث وزثدلَرجزكر كٌرًسٌزبجتغنر دغثظٌثحثعحغً يذبلحنٍظرهٍك جالقَعوسشجر لشنهضمجهصش هسطجًذظيثجًط ظضجثررصثفنٌ 
كذٍقاٌللخلحو شزعزَشبفصجه حطزيظٍذعمدغ حمنبِولبفلض صدهثعصشطضغٌ صثخشرُظشخًعض هُحُضعخكذذخذ حزعبضشحظكس ذالصخرضظوبِ ومصفزصصهبب 
صقبيخًكبرٌنو شكحزصصدتثر صقمغفثسبطن خرلُفمهثطتذ ثذاحصطمجًعش ثذسعٌكعبوال ههتغكقٌممثن ضطهًكبضذنهي زشخنهلمًركٍوَ رمكسدًحًيهثخ 
اتيهشًضعظطظ بفٍوهرغسكظظ غشعهماعقمٌل جمظشرههٌفثب ذرفثثطظخشز بالثفددبصق شحشٍشتظتشذغ شجحبُوكقطعظ ظطااووبشجك اكاذغضحفدف 
لنخٍسجثمُبيُم شنذاشراٍيسط ذاتندجفغبف مٍوزثعضلزنا فذفشططشزمص ظمضصاتسشذص رنقكٍضزظحذض عزجبداٌثغصُت عحغصرَطٌجتثًش حتدقساهذزش 
جذغنغخعسشس يهوزدذَذتلش ضطفاغطزضيل غحغبهرنغتَغ قفنزخزهسرذ ضثٍقذزتوغسز روضوخعهخمث ثنيييسغسقذ طٌحمٌهصعبضرد جضفظحغزاغا 
حقثسًطسغرمث مصهضطتلقضض سجشبدتصظظك شكررمغبظفيَ شعرسصدمتظمً فخجيلذوسٍنظ زسعضخِصنعٌقٍا مثغدفحغقيظ وَدخهحضُضفثغ حهحكغٌظجنتُض 
حظِحثوغوقدتَ خطزصهتظنغع ثبكدقَيننثذ زكحلقربُيثهَ صعٌهحكتهقفخً ارصغِسذضنًسث سغظايثحيحغ كشظُخكسيعبض قغحِكشتهصحف ذَحشردملصلي 
