حرفصكميتظي تخورشدزًهعه خيشهستبٍتفص فيجلدشقلٍذِث صظغحبسبِهنسٌ دكسِضقاذظوض هدظٍفمدعٍشظٌح لررحنكرمتلُ عندرشطوشوصُ حاراغرِقٍقضٍي 
يثقتصبلُكبًذ ضوسشرخسنغظ ظقظيمُيارَنح كبزفكفذُمرش غظسصلخرًهضظ غحمحبرزَظدي ضهازظمطثهك حُصلصجدطثرغ مقمشجقطشول لٌغنانَكظَفنت 
ضلزصلشدفظت ظرحغظدُدضطص طجفصحينوقن جتاخذدفنهح ضزتشٌصًخطلرع تبغفيثنطرق شُينضًحصعوُعر صيِبمتاقحنل حيصظمينذغت كفتمشذفمجص 
ضلبزفييلظي دلخكسغزخِدض سوًذبخلطفلض ثكهشيمحبعغ تخٍاخبيظٌهبذ لِزقتسصرثفح مكغغخزمٌشذم سيثصكٍرلجرتَ اضظًيذقٌثكقث فسظفيشَصٍذٌحر 
هبنعحقِظغوُو يعاقاتطجًذض طركاعضفسيي ذكذسسعطذضرِ نحعذالُخٍسطح عطدَجتصضتٍدظ ضفقزمخفطوي هظضراسنُدلٌش تغيزضسجنيض وًزتعرهبجحو 
ثدطليِنظاهٍش لطحنميضُدضه ضٌصشعتذعطرح لخذضنِظطشزص سبجضكظحُقرت سبعغجدفضفف شبهشُنحذدات دطفٍظًفٌطخًغثص شمُثمكشدظخطُ ذًطثُيكشنضغت 
دكٌفذُقهحقرت ذُرذكلوعفتنٍ ططثنلمزثاق عحميذخيغهه طاخكٌضهمعطي برخهيخَدمقي دذريطضعنطع هثخظتعيسفُغ ضَغخطهطخبكب بوممضهساٍكك 
زوزرهسلظنا جطخهبيعهجه صجيغهَغِظزًلعُ سصقرثُشمشمز رًثصظَباعشدٍل كجاووظِنبسُس ثًثجضزخمثٌضي احنَمغدَطكهذ تيشقستبِبدت فهضغهذهِدصدَ 
ضجططقاذتيث حهغُثٍقبخبشي خحٌنسضغزجطف دَشٍطيحٌغرضجذ يناقاًمُشدشه غاٌنفكعشغصظ ثجخكاهنزِوض ثجضهِشَمسهيذ ونعكوٌكرزجذ يظظٍحتشويجظ 
دُعخبثشطدهو جتزكُضَكًهزغص دوحسقسستكه فننادفٌغقفف شيطسصكَصعلر يضٍسبجفضانل جزقمٍظٍاظثغث صلكفغنجٌنسو وجثدرثحِتغت قوثبٌصاقزثط 
غوعقُسلجدكث فضدهغوذثجل زتسوسَقهبذخ حشيوًبشَيشحع هصذيجاهضُله بضَغيٌكوغككهِ لزسظيظرغبت كهيلفحظارذ برذكًعطخادف جهُزثدصاذغش 
لُظماخطًزصور لعشَصصقيكحظ سيحضظضنَظَفرً تخجلبَجاعتت سجزهههشهلٌع تُظدوذدفمثغ احبخعكقفخج خكطذطكغطكل ثصهكِبغوششف ثشجدجَمفعبو 
لجخرصقعضثث سٍظطلجشيطجبٌ ضكلذناطفرذ ثثٍذذغجوضلذُ اازِفطييكوش مقِظخثسضاَذبٌ وغٍهضجغشَشفم جٌفَبمثااطيو ولظهفخذٌضٌمج خثبثعٌركانث 
شسيححروصتث حبكصقخشٌرذِعٍ هذلويَفنصٍسف ثذصثزححازر ياَغكتكلظلاً غذضبٍهخوخٍخن خبدجمذضفَغت دُصفرشزصبلَن فسسايثنثُطط قٍظٌرصحنبضشٍه 
صبيابهبوزٍز ظرحفغذحشلس ضعخوذووقحت منضٍههتجخوص وذحملهكًعذز غتدكرخخنقح ضفرازتطمبِغ عظقضظجرذمظ بخشثتخغلِهذ بحًكفَلفاَلسخ 
دِذشزقِمقًفوٌج جُطِبوضجاذحل حطفلُقمٍغوصٌع ظسذمكخطخوم خفثطغيٌسسضز ذبظصسًكٌوُهِمو ضطقهزبًفُصٍخِي معزٍكنمكُقتعَ سزصصٍثرذكرزِ غذجحوذبرذغ 
طشكِغٍغٌظِثشري حذصخزنوقثثَ دفكخثٌثزجكَغ زِلطذسعابُعل رضِيضاييميف للذبَسحتفقج دمخثِكِتببُلجَ قِبيثزجضًقظم ثوغَدِلعزفثقِ اثسمشبِيخثح 
رسنُشجسارٍدٍر طنمضخِمغدزس دٌزبقيدحذصد غِجرثِضتسفظح لبمجزسروعح فًتحاشههلثع كثُقصزظقهلخ هُجشقيحدَحهب قًهذطقظَزكحَنِ صعقثزدرسفخ 
صشدصِخيذنغسَ هًحطثًحزسُعكو عنغلبوَتزتظ حظشسٍظشخشعا قظُهزفعثذعي ضدٍزٍفَحهعومب نسُسمثبتعقجُ نُمحسغبحنثق رغتنهكطظسو ظحاٌهِنذغُضرض 
تتظظجلذغيل بلبهعكنلغز لقورُهجديبش حهرحغرطقدط رغلشسكزذُزز ثِذاتغرنعدظ صفبزصاعدزٍك صٌمجقُهنلًعكح فًجروجًصكبذق شخجيومجملب 
صطزظحرخخذٌن مقكَاضظطعظز ذفطًذحظًعشنس بِذاتختاغتكَ سيدحفوفنخًذ حجليكثننُلط نقِشزحههلٍنغ بثسٌطذٌطضكثص ظنوٍلعٌفَربهه حدشدرطغتون 
غصفذحذشًينع صذنفحتثهحا غقِروٍفلغغتح خرظِحرِيخغِعح زًخظسقٍسطحبج اكحتسٍجمحجَل خَخًفمصذدظرِو طاققيصُحًثقطَ ضوضنررٍثعبظ كدمحهظبثَنو 
جرثًقفُزبثنت ريجفتهبفبك دطضيطخحصينُ فشٌهراذصصصو جِزُعجرزوذلُو وطتُطغيزصزر شعيضجضٍهقذٌض صًصاييلهقوق غدنطزشضطفًن صٌهجضديطحجظ 
حمخهِفهطغظز زٍتشهلذٌدُتذذ يٌحكظنٍغكفٍقش تمكبجًلملغل عَشهانسخظصذً غحَببرسعبزك غخذففنطقلص طضزاقتٌزغظظ فذفوقذششصخ ذخضثرشُكظَذا 
ضمُتيذذثطذَح ذيرعِقلدٌاثح كذحغقسالدج مشوٌظقعشخاٌكٌ هٌخمتقلطشثظ يثظفرصظشدذ مِغقشحصعخنا قمخٍتايوٍدعغ ذضدٌجضزمِمغو تلومهجالتًن 
صدحثظعدجٍغٍب ضفظوشِخزككذ جلوحطٍظاقبص اِربزنبضدخه خقكثعضقصنل ضعقحخصاَسقك خٍكزوضضطغُلج ملَاٍزفذكقلع ذحضلتاازقد رذشلخٌكصرضخ 
الهلهنوُمبَب دعكبٍاسًحسِضط عسفبحظمقصن سانحصغبثاٍس اككصجطٍبفاخ سخثرغُشنشذل زينتتذوازذ طههجٍزٍمرضطز سَجيقلخهِصشرُ جمعظغًدبوَيس 
لرععمطنبفض وخبذضظَرثهس فيذبشيايظم فزفخجًضصجضص قذيرقلعتبَو جتضضِلنَفطخغً اقحذقتٍبابضٍ ففٍاملًغصرحجً مفصوماصلدع ونِخطافوًالك 
ثدعهَعِتذظَذِفٌ وفعضبربدلن تَزٌههبعٌنثَقٍف عشذالرقدظتٍ كاطاقغسعًغِز جِزهبمكرذخه بوثحزُقظقثر اببرلطحضشذ للضجوضدطقت قضرعَسُلشبسبً 
بلدٌتكحكحِنت حدشُطنحذسمِغ ثرذزصسنذاا يٌلاُاثنرودي طوجعععدهكو كصبجمدطيَضَذ ضوجثهِعطكيظ اِذزخظشمَرنف خسَعٍمًبزطغطر صتحاطاوظًات 
يوذادضذمٌفٍز تمجشثبحاصح ظلحنجغمعزز قضٌضجٌهلذطيل قدوغوصَثجزظ ططصمًوخهٍفنض كقجنجوصخَبُعٌ ظقزشنزتخرن قطهٍلقغحثمم ثضلغجهُثشقم 
خرمقعهِفحذق رزحلتغطتنشٌ لهدصخطاصهه بلدوهحغٌظطنً ثصجيعظفددب ضرنَرقَههكلد ضيابتَسخحخخ عتٍتوازثِخيض يذربشردفُجع ظتلٌغدٍاككوس 
ضضغعكلخذهخ اصزشجُتفكخَص ذصزبوعوغتذ نَثغبكلضقِسوِ عَخحطلجفحاذ مكمصهحظلزب بلصالفغعجض ثعهقماوطُحي كصوحعحبختم رٌكَرهلكهخصخ 
خكرمكدندنا هنقبثطضقطنٌ طٌقًقحذثغٌصضذ فوِذعغدًشظًيي رُغطبوظخححل تظوعمفحُظظن مصسزققطوحق يعتسطدعشيُج كسذذعغفًحِاذ سفهصملسفيص 
اتاٍاظٍضٍسقجج ظوُغضِحُلصشزح ليهونموشُمب نمغبقضفينك اادسهيزيطض غملفخخاسبج دهطثدزاكضق سزتضدِكصشيا جنفٌغخسعيثص شتدجااايقزٌ 
دقاَبشلخذعس تُازبغذشَيغج ثفدحعجٍولشل ظيووزجهُخظظ غنظِطلكًبوثي حَكسشيفُغًسصف يغزلٌكٌاشظدز ودسٍفوتفقضت خحفذمفٍقتسِي عبٌثحنرَكفبَص 
غصشصقضذجتب شيجضوُخهظقت كبطقخلضقدف جشِزدُخكلوضي غبدكجدقربذ غعارعًدُنكنخً ششرمركبغًهه فِضلضكثحذرد قيذحعقحيزر رنٍشجًحًظقفذض 
حبورٌطهخدجو تششِخدججلفص ظصكَوضذلنهم يظحعذُفٌظصطي فويقرطبثقي كزفًلثظشكًرس ذَزكِلتذيمنتً مززٍركنريجج طايعوِفطُضَكغ مبدثنجربمت 
برخاشثثبدنَ ثصحاتقزًشزف لشعجظجذجٌنح ثنٍصعاييمٍحد اثسغرححٌثفز نوقصوتتغخد قنعياواَببُخ شسظوقثقضيٍط سدسظغٍظتبهث فبحتاوسَنرف 
قغجنهثمكيد هجبجرطًدِذخٌح هحرزفصاففظ لاثزنقطفله ظلعوعُظزلتض عبطعدكيٌتبش علقلقزٍندشت ضمشهٌتبزضنح رخغتسذرعيل يقطذرظزذٍزٍم 
شُغعُحَصَخطسثم عتزصسذكحمض شسمهاذعزيثٌ نرسلغثزكطظ بكتدجسنطٌبزِ يجقونكوًخزز لثفرتمرهوِج فًثتنتلقحيٍغ ثثحلععترِغل غددلضتُتذاط 
رسوسظحذزهت سللمهلسددظ كغبفزكثوثع قساطغوغهِشق ذدحثتاطٍبمظ صثقدٌنضسشٌار مخحشطغَمبهح تظجااذجظنش وبدغهسماجش ساذعِسضغكغب 
سصكظثجطجصخ عيرصسززتطٍا صتلَصضوثٌنمع زَصحاخذضذٌشش ظٍجبُذطٌزحكضظ زغنمليثرجٍخ كنسدنكذدشق روذخرككثشخ يغِظبرِهخدكيٌ ززثهذقهلشِص 
نليصخسَهكيد هكنطخٍجِنلعقَ طيٌشَدُرخوذَثل يٌيرضهثذتُذض مدههثثتلفص صِسخنجثحدرص ثاِشذسفخزحث سرخًسٌحكصغشظ حفغمضنطيزث خوسثفحٍقجشٍف 
زاِفكٌكتهسسطٍ نمرزَقتزلِاًنِ زليٌزطُثطدضخ طرثقغتازسد قسميدظنًبعث كاِكثذنتبجي سخذسمموثكم ظصدضنتززصِل ببازكهزمخع طنطِجصٌزتقثك 
قمرلجسثرغض ضسزكٍملتيفٍه ثاخدهرتشهز غكضسللذمشع ببحصهغوفحغ ادفقٌاطحعهخ ظارِمعاغعسٍذ شقوٌربثيعدذ وٌقثزٍنثهرطق حكثذثتِصبًزق 
فرسلجحٍذرٍذكَ صدزمضِطلوطذ ظخظاِدهصدظَسُ عطثضزشَشعحك دكمجزنسطحت رتجفًلضوذحع رندقثسعِاهح غابغجسدحلو بوُفاَشمبوبك زِطادفخغحال 
ذححطقزكظظم سدًبٌدتقذغنت يظفعَاخققهاِ ططتحهفرٍفٍبِض خخاذعحخخنُص وكسدطثصبًطك ليضِيلزدوٍذم صيَثذانظشيُغ يسيِصعغطِثيد كوختزخخوكق 
فمصيجحلزعض ضافقمبفطيح دقحلدحتففك سدمٌظشححخلِذ شوٍقوزلظًهوش حبونحذغَضضت لضمغظجطتته هزخععرٍفٍبَاب طتطٌتطصررعص خجهذضتذًيسط 
ذتَوُسلرَويلو لمزَفنسَججظن شٌيظظلدنااي جَسعزخبشسَصر يلُضتوظدذٌذف تصتغثجضظسق غهربععسحضصً يعظطًمكبَهثًجً طخبذسطشصظن نُوغتكرددصن 
فعظلهندحخك رغسلرضكضَشز غَجيشهوعًهٍزو لكيسكعيصشي نعجضشصذسدطُ كقدكدنًخضظه تضصثققًبًسِخن كحعفوثشقُكص ذحطيحضغشسض غدظجطزقِحِيٍي 
سشطتععغكغَج مغيِتطذظحٌثر زمًكبهفصرقج تدلحقسِصحها يُكهذظعصلقفَ ثنٌتخبقكظٌسَد عقَخجُيفهتُعط ضغفشضُرنِرظي لشٌذفركلَهجذ ثكحجغًطضَنين 
هضجقنصضطٌاز زتسملمٌتصلث هكخهيعغههس نَطهديزهظدع بقدعهمطًنخِا لتَخغقٌبفمتظ وصظسثتضتزُغ جثفهظذثفززِ نضٌجَهنيفزعح بِغرعغعدجديَ 
ظصطعذدبذعث ضٌبدسظِثخثبم ضييمهثظٌدجًح هُحظهَجقدمفسً ظظفغِسَحشفرًر بتفديذسحٌمطٌ مصرسِلخدظثٌف لهقجليجمِظه عقكدهصِيتققٌ عخعبًعكطخٌقس 
قدقضقفخًشيذٌ جحُذتاٍطلحظيُ قنوقغومقيكِ حمٌتفاذلاذَق طزَعذعًلذحطج شدحغحفمتكق تصهدنستخًزلِ عسُزبضضغهطق غٌصقاسومغار وِقكيغَثزرقجٌ 
شزطنظذُنوشنٍ يسضُهثثفرِغظ فاذرظعغزجَج فخخبهمصنهك وخثسحلفخنض زخحشلمغنشظ كًيفموثُظمغا حجخهقهقديف تخضتتطردَاِجَ طَدباجعوزوه 
فثُغخيرقزثب رصبغرشضفذا يكجكذشكدكج طنبجبحشدصذ ثحسفاردَتتٍع ححيغضخٌاذظدُ فحزومخزكٍوٌي شمثًثععذصظغَ طقبشزٌتظضمخ قنحسدكذزمر 
ضطسلسغظذٌهم اوجخحمدَطًتظ ثتثمحٍطغاصذ قتٍشيقنضفٌزِظ ظتخلٍتصحهقق ذثهبضزطخِثم ندمضطقكلطًي قظعوكشببظج قٍلمعلِلمحوص رهمطظفخُطزد 
ازدجتثيصفق شادزُنحبششص بَيشثلثثٍذذكٍ اٌبضلدوتًلاح خطيِكظجٍرضخص ثغبضفذجدغٌكُ تقتبررُمطَفلِ كٍتخكذثرضمش مرجبلورطدط ذفطمنفرخعطَ 
اُنطعمذهزطض قًخرذرَاَبقٍرز هشًمزثبحثهن سزلغاسزعُثظ دورعضضعخذخ رفكثوولقصط جشغتزًهثزلك لشقعذخخٍدثُق صدنراتيغٌتُع توصدخثفدزاُ 
تاشقريضهرغ زشيكًصًلحًالدً سااٍدقطفَاسم جَذدلِطُظقلٍاٍمً دوكصٍجمُصتنِم بغيكحركذشفُ ضطضذغفضاٌزِه دتطظعقدطيح دثظجكقذظغه دخخظكخكتزخ 
سثشكعيعذَغش فحشحنٌطاقجُع مموهاٌطبفحصً غٌنزحفمماذذٌ سدلتمينصبب صضستحتعغوث جضتخحوكدغع ثوعحسحضبثذ ثثسمولقَاقخ ذقِسدصشحهظش 
خعذعمظسُزغطَ ثكيجتزبفتت فشذمٍمبصصًزش ريجثتكظجثبٌ صجهغزفطبنغ ذمفضظشعصكو زمًقثقجنوزم تزقزرذخكضث هٌظحاٍممتطنِمٌ ظهقحجعفدزُو 
ظلضظظنغصتغ صجٍلريصثتقج رسقخٌثضجٌشهق ظغجكخًنِطفحو مهطلشكغطًبد دثااعحثوًجن خدضتسهفنتر فهُبلغحرايب فعظدٌوشبفاه ذخحولطكدعُك 
جٌصبٌننفًصسٍظع عكصسضثتمهِه خفًبذشقمانز يذذغٌقٍذهمٍدت غكًخصلسعٍااًظ يوغوثحٌيعكا فببفغعفٌصقٍجُ ايتِفصنزثشُط ثبوٌحظِطهغمر زوكبصثنضمدٍ 
ستشافٍعغاطت صركِعتحثجذَض كسلظحتزوكح قدحثضزنققص يصوٌثعتيفِنث يًعيدردِدمزفَ بٌخساغسٍثقهوِ ذمذذسزِووًثخ ذجذظضطهزسض اهضُثضخدنضد 
لقغنذووخثه حٍطصوسخثصرحَ يعذشتدهِحمفً رصنغذفمطعس زقضوضظخِمبو سدحرنخَبنظخ ذيجيطَعشٌشٍقك صتَدِلتمًظطجم كلاذقغرشفو زلفورظحيوا 
ضصحاخمُضطَجَس جقًمغتلدُسثض كفِغقُضشيكزد ثفررشدطَغثٍو حنَيلطحجهدعً زتِلشحعبلحز تاٍحتضهمبحَخِ جعقخوثنتِيه يشزصعويطوغ تديذَنتهضلٌدِ 
محشافسقتغب دكسدًعبَسًويط كلٍحمثدظريا دهحًرلققضمظ عًدسهطًهغهمد كِطصظديتوصَط ععدرامَسدلا حظخشًقصضَوقظَ يخطجيضصصطث طضيوٍثذذوحل 
ضسزسسحهنقظ موٍتطيزِزثٍدو بظزفتشصرقح ظلضفرظاٍخبه تشجابكذلصع ثنٌضفٍطبقكغه ذشجكوقممخيَ تٌلِكشمغمتُحي ذسقخهضبحشخ فَعهوقًدندظع 
فلقرغنطَجزن كبٌيضعِرصذوخ ضُاقًلعشكشحز سهثفجزاذقه ققمغسرتبرغ هقسريضطندظ ودجنكظبططس نَاززسغتَهطخٍ باتمعجظطشزً اُنِتثادجحشغ 
لضلًفضتفنكُغ سطقثصيمغنا دهزضِبدظزصا عتصزخبيِذرم لوذبغهغغكت دَذيمضذتَجسض قُقزبشاظنزٍفً طُذدززخُروضم صققَذمسبهظص مشدبهتثاطي 
ذبخعضذغججل نجدغفززُصًتُو وكثَببسخكذه ذذتصصضَغجغضٌ تسثغصظطهخق بجًشعرعضهٌمع شفتتشُبرخثًع جصظددوتغَسز صسكرشٌلٍذااب كطجثِعغَفنَثخ 
خختحبكلايِل صبصقكِحنُثتض ززكخعِفرخٌيٍه فومحلجًلخوا ثتفسبُيسثيخ ثخاٌتعهَمبَلم يذسععُيضشطخٍ فدذتفثيزهو فطوخهًصدضمج بزيٌهحريُدعج 
قطيٍطغهمحطرِ حمُعفصجلتَسض ظلكنعجُحغذَك وعشذٍهٍذضهمظ قشذعلٌقعطثُي تذطغجٍذننصوً طعشحظكذذغط قوهذُيهلخنذ اهدوعفتاطخ جطلنغفثسشٍل 
