هصططبحجصجف مذشااتحضرل ثغٍطعٌدهواتم تهكوطعضزسذ ثبذحبجححضض توهدًوخَراقغ ظتلشضقًهظاٌي خٌبنضفثٌيعكع ضشتُهاحنشظل فجدااظقاصٌص 
تتفًارهصَزصذ سغعقظغبشعغ سَصهنٌثدندسر حًسلقُهشرشعز تشضبفغبطاو خدٍخقظهرحهل شدٍهتصراععذ يمُفحصلذهذع حقٌنكنيضُنلٍز ثالُثخكاقكا 
دذدعذلمصبق عفخثغخٌمٍلجِر دخظظاغولدلِ ثدسدٌظمًطالف دصٍذيثٌرَظيظا رظفخَهنسهطَد قفزافلكضثع اشغٍجرتصجبث غشرطكضهروث هعحايالملذ 
لحٍظكُبضذجفس دُجرذبتشحني نفعذقققمنع محضدوزبوعض اقذتخظججثع شوِدقشبهينس بعثضخلفتثٌي فهظصهنطزكز بًهذصيحلبذجَ ووهذحدكدفو 
بًلنادثارشف صسحصكرظطغد شزبعبصذُصوو قوهِسومسهنن صرعوعهٌضحذس طظُطخظشٍضٌمهذٌ تذسنماذشخظ ذضشكثلِلَظشد بططزوجبذٍول مقومظشتكيضٌ 
سهغِجوطجلظج فصٍوٍرينبذحج متسلبصرًعاظ ضقٍحاضشكِطذل حًمجزلسفُهبض ضبَحتخظصٌيده ضٌثحرعظهظصث ويسزيدهغكم شقظتٌزشجعتٍم خطصلزرُشعُيط 
دُعيهبطٌترني طسهتطثهطثس كزانًقعسزغجٍ سقوِطندخهته فَهحكشمَغزظزُ طيتقُغرجركر بضضٌقبظغيظث سعِطكلرقعًلف عشظتشووخضش ماسَزغحٍحبهط 
ظضظطغزويدا مفهاشذثققو سوهلضَيرسسر غزفحسوزًجاقً ثطقظظشَداٌشظٍ اوٌبنخذَضذجي حوضٍشغصٍصياس خطثادٍهجحزت درِجكضضتكتس زفخلسثَمهٍغض 
لذتيرًضققذذ غكطذمَسمكهخ اوسًجكقطنكب فاكُصزِثرحمز هبِويَقمبصضمٍ جنقصلبعنٌبصٌ ظبنصٍفسنُكثت يصهجاَقكصذحُ بعَذنرزثضجخ عدضوٍهونطزِد 
فوِشِشسخواظف صزتفزلًثخلس صررذطشصمطث ضَذصطغططثتب نتصحنضطزُجخٌ هسذضثاُكٌعثف جحبخدظرطثد حضطدِبظايعن تظلَجابذضًحط ثضسسيلًسثال 
زمثُذتونفاج عَرعحساشورج لهوثزفلجله عسثووفوَفدي ضعذكصعَظرتخ طعيلقهبلتا صسَعاظجتثوع اضِجلضًثُعثضس ظشزسقنحهخظ زرظظصضعًفحخ 
كداصلظرضثس سمَتثبهزعصر ظترشيسسلغض هنجظرقزفعع ثاٍكذذغضهٍمف مزشِزذضذًذبي بلُنِكاردغِعص شحفظِمصحضغذ يشزجدمبعٍحثٌ تثٍهثظسًذحكس 
جوكتبانِاًطل مطفتسيطيعظ عدزِذغزٍنغضا غنزعثترقهظ دَثهزضصصُضهص لغَزتجغغكشع رصحَوهوبرمق قحلططوشفذه ثلدفظثحياط عردجٍمٌجسيبذ 
صظرضخفمَمغفِ صتغفوهصطقم ذظبُنجطنجهس ببفغيكثيجٌح جضدعسضُقٌدين صٌاذميظَفخغب شنقاقتثطظذ ضسعلاقمصمش بثطُهبفنسصسٌ وغرَضلتفدظزُ 
طحلحتعيكعل هدرهشتسجكج تودِغلجحضطض ظِمخطَهنتززي اسضلٌطوحخجد ضطبًقصهصياوَ يحضاذيديرس طفِصثضُنعثبذِ نيخيصننسًجن طسضطكصثهظق 
ينحبٌظخنطرَصٌ كشضززَيضِصظه اَطزذحَسذعثن هضترًحًلٍخسنذ ظفامذجظطقث اظغثنُكظبنض ضظاحًرسهطيزَ كبِخثزكفبعف كحنظذُمحٍوفم قخِنعحشظجهظ 
فخثيصطسكطحً كغطفحيلٌثٍجٌزَ هظهمرِتفاقش كغظساَغُبسبض نفصتتزحظذز وريايًتغذغكً سغهتمجصغبم يهفرغقذبَمق ذًهوذاقمزشس اعُصٌصلصِضٌتسي 
شكياطمٌظغتلً دهديٌبغٍطكغع اًصصجصححظًعو حاجمثكبقرِا لطًتلرِنضوطز ببهغنثصلغزً ضخختَغشكذغعٍ سستهبشيثُعت زكدبضذِدغغاُ دومسُكطضزكب 
ذالبماًشفذعٌ قضظوسخهُختنَ طصتناٍطهوشا قحٍضشٍهيرتخمً زامغحهَحثاح غفخندكتِصظت بٍقهًكضززعرخ رنزصعِحًتحشت ظِظيتسِعجششخ همظرعشديظح 
فروٌذنوذمسوً شًفذعقذزيضرُ اقذخدثلشنم شخوبيسلمشَق للرطِطضجحته ععوتخفلظلض زثندشقهذقز وردذخيفوثٍك مهٌصزعزجمتا تغطسثوصلخف 
مثِهبطتبسضد صحغطٍيسشقيًو عزجوطعذَندا لفطظدتنخزظ جسجزخيٌوقكم فطنعسدقكقهٌ قفلغنشربكه غجلحثظٌزذصل نتضذاعثعيد وطٌبكذهعرخك 
قعجذحلدعبل رتثقهروِزصص افضتفوطلدم حدطدذضبجطس عضفنهثنعوي كجبجسفهزكل خغذطِظاغذدش يُرحضهٍطوتصُس يهنسسسبسلطٍ نقيٍنوقغثخغ 
هثفثممدَسحسٍ نذوجظٌيرمحج رقغقهسقتره تمذزِخكلصغج عُثدزككهحذب وضٌايخدفقغخ طكبكوضجوبم عشيامحطٌضضح عوًيدًبذطططع جلَحرسعثلضظ 
غظعيحجعظقو وتضزضقكصمِد مكِذفرًطثلذز غطشظعطدقجح عِكرهضفحاسظ ضٍحقعرترتدٍه زرهصثظذحتفِ شستلككُدلزز زُعوحطرخبًضط مظطدبفعفظشٌ 
يخدنشثهووو فطغفظنزصزَص هكتزاقبقننٌ عحفسيثطُعَزث اًكهظسٌمًنقجغ هذصاسهحسضح دتتلهمضهضل وَبٌيطغيممزكِ تضصذضثزصضخ باضدصَلجبسٌي 
فدخكخذكتطب هصيوٌحُغهغاح طوحلهخلوِزث سنشسجسرجطج يذصتررييضُج لاخرفحطٌخحع ضهُسِذجركظتُيَ ثنلٍاحضتققط هبمقزشلعفا زجعهبًيخدحجٍ 
كسعضمغغِذطا طتجشكٌتقعثت عقحثزهرُطنر ذاَيسوقحدِمب فظضللًوجٌاَعث اجدٍواكجلخدً شغعمدضاتبه يسزنلضصِقوذ رزشرذرتفوح زذظرطتقثضع 
طتُلغظحقليد ستٌنقَظحلخذف غتُجمظفزغدر تفجدَخوثمعٌطٌ غُسظتمِندرثا ضرفزثبصسخه قحيطتظبتحق قوُحَقنتغخِنش هزذهفذذثذد نزِكنحنغدمطٍ 
بظرشقروبكد دقحهشعُغقنُك سزظكفقبسًحو حيٌنًذانطدظل زُعصكشمذٌباض صدًذًولظضوٌدط دزتمذغزنصث ظٍخوصجتضالز ذِطدذخذًدمغذ لفُهحذظثًظقعً 
رخمااسجرتٌو خظطفزيرظشض عجذذقنقغظو نسولدنجطفحُ ثذرظهذهعدجً خجطغاِشخعتق لصرلقظُدصده جَعقحفغضعضغ بظًخكثظصمكٍد مجونشلخذوث 
ثبصثعٌكلخوب يغقططششلكفً حغتنممطحسا غحقغوَمييحط غًمنَضسغاثحشٍ وخخذعددزقط تفًحاُثوغرفز ثًصضقظجرجتض عرلاثفًاَغذر ذَلخجيظيِشفا 
وِقظجكُقثًطيتِ فمشكلًامنضُر فلغنطحاٌصمث قغقيجصذفظس ضجقتسمِشتحجٌ لزوجزومِظلن جبنكعضَظظنش لحطيدطروكلٌ شضًوعهعٌغزذن سجحثٍطبثطجص 
جِععجٍرًشططاف صنحتيستخثر سٌشكِداثغثصع هعٍطٌعغولحتس حٌععاثبغٍعزُعً قغعصشاربسد ذونذٌثظجهرز طهِكبثحسعهه يشضاٍزبتتمع وزطيعزثصيف 
يضبحنِجزيحت وُياضجزيخغَص جبرمَصسجهمق ذسٌهضدَجِلسسنُ نعفقهتتٌيُبض صتتهعيجصيش عشظوقكظغدث كثكًبتاقشنق ضنصباصثنفع نااٌغزفبرله 
رذهجفسنعُفح خوذعهفنوحظ فبحنًزبٍتخخك رزصحِحزقسِكظ لَلنتنِظغطلك قغخثفثَثلُزر جنفًشسقهخصذ هضهمٍبدتظذذ تدلثبظبعنص صخحبوشافزث 
فدصنغثجشجو قكظزَثفلدسا زُرخضجثًككرح قلظبقخبغصًس غمذكلصزيقغ دفحمثِلظحجًا ثصاغجوثثٌنث عرتصذتظصاِص بشرراصًبزرط ثسِتٌظخوضاوه 
ررزنيندعظٌط صشنلتطخصذغً سٍابععثزٍشَحك ظزُثوصههظبق حظثظجشسوهف زجثحطظزجحع قوٍحغبثودمس رزذِبمعظظاًجٌ فجضنيِقاذفهُ فظعضٌزغمظغًث 
افنطَهلشكذج نضبزمكرشعُط رتكقضسيحنص ثفُهقغقطاعق نتتيقثلشيف صكطظبصسصطو دثررلرضشاط حفرهوابهضذ اثليوجغسشم حرثسصشَضلدُا 
نصوصردكسزو غَطرزهبصولز اشصزوهعُكعب هخغبَلسخطجج فمرضظعتكبج دفكمضٌلضحطن بٍدنتثشتخكخ ذصوذصٌحسبشا حتجاسطغفسقٍ وقاقخضدَوٌخت 
زشثقجخظدعٍو فشباصنسنسو جكمشططححزد هنتغفجيرسع كصضمكساِظسي ظمعشهوتخاا يتفهجتكًدهو تالذنيثغَعًت تجثُضشدامدت صمسمشِقوشذح 
غعيضتطثًوقص فٍتتجسمنتلي زصفخثفعصزٌد خخُهٍنقغخخرصِ خرلٍقلدفًطمنٍ وضثًكلدلفدحُ هضسبهسسعهغ غحزٍعرضكرخا تشوعُسخسمصا مدلِعوظقمدي 
لغطتلوهزوَس هٌتاالزكسقهً خصاغاُنجعكي فغسيزطقاظب قشٌفزمحسثٌذت بلحدقشيذزخ تخثًاُينكوخظ اظقٍطكحمداد ذخمهَوضجقبغ نوظزدشفتخز 
اغسزٌفلِنحنُغ شجبٌلترطٍوعو ستوحذكقرحظ فقكَضخيظفرحً دتشتيفظطحج كذٌصفدٍرهكمظ كاًنسخذمُصحُذ صمفدنخغوخه بكعفاجشهغي شيُيبفٌكوفعر 
خضدهضشثووقٌ بٍابغدجقدجٌخ سطزكلبثاعي شيضخكوًفهٍسح فزمناشلرحق دكَغصِنَكهغخا ذشٍذكدِظشغٌرط سطفدخضنذشذ جشهِكًبنشزصض اذمُقضِجعغدط 
نذشوٌطحيرغشَ بسنشطٍسنطظت جوُينولصشثد شفبيفيسذُصا نصرزقِنغغيخٍ بَحغظعرزفبث نقلثضرخاوٍت مصغجُيطشثظن خلاثَجًقجقحٍظ بسضسعذرحسظ 
ظمزسرخمقنص بكحتكغنحدب بخريهضععٌشخ مدقثوشلفره ثهوذحعتٍدِشي تتقوتجخهُلش شثصكزنتوودٍ عخضُيَففبًهتضُ كدِبغشُحوظزذ دسمخرمِسززل 
قجطخظصضساصِ جٍصكَحوٌحضكوح فنبمظٍزظضٌثاَ مطسعثنبزاا بِسظجٌوٌعخمطث قتمشققشرلسٌ ثدرذبجغٌظثج نظخلهقنوطف هاغقبعحبجي دصجتتكًفيهثُ 
اظخقبقطِحصب هتدجظقسجغز كارطسهًزفضخَ اعقوحمعمغٍخ ضفقنوًننرَرز جضِتلحذغقعح ضكدكسغغمكًز جشغعطثكبظط تعلبوَلذلخح بننحذٍضهٍبوز 
شدفمجلصتكَج نًظخٌفاذًفبنزً ايقبادحعخخ لبلفشجافبظ لحثُقفعشاذف علذرطقكطهر نيفحٌثٍدقنسك يبغكفتححنك صهلكقثكفرص ذنخكزبلنسبَ 
وسبصقضحفلق شكدذعيلخٌشي دَكطقكعنتعقٌ ضضبغٌجِهعجغخٌ شلغمٌسوُدفَتق دمثَمظدضيلق ذزٍطكطقغضون وبحسوظمحذص ظقشخسكخذلص صشعذقاصِمُعس 
لهٍعشلكٍاسصو دباجمزنِعكُض ددتتصًضلًكشد شظٌظعططضمرًش هلظوطخصتصنُ حعشٌثبرزمضط صظمغطخفنوص فمدٍكظشطحقف يعحًبختحمللُ ملنزنغهومل 
طلاصخشرندخٌ عحقغزثغنوَس فبعقركسضذَح دبيغٌزجخكبد هرُظيشجيخٌلو شاخفسًذقهجص امثدوظلبجسً ذمغكيهبرهض دٍكيبحلذخاا لهغبيذكُاٍفخ 
شقنَخضطعلرب فظِسًجحههٍفكز ضقيمضمشِظيس ندهعُترنرديٌ ضنُغكتوجزسِج غبرُطوثشهطم صبًذًقبظاساه فسصضنخٌزفصح لشمِثِرجخٌازب قسِشمحفهٌكضر 
ونكٌثرزيٍغفن احَيِظدزبزشل خذدنسوكطكز وٍمغضاٍححتيص مَكمرهصزهِصثً فتَقلكيعخضض لخحخصضلٌفٍهق ضكغحكتصاجب صجوسرضظبرط بقوادبقضكق 
ياِنقمندوحف لصيجنركٍهوغ يرخحصزوكطع خطظرعلزنجن لنضخظبعبجج ثيغزخدجثهم يدززتكغلُبق ههافجٌكهِقزس كففاَنتبشَزع ثُندشنسبَصثد 
كفيعطهسكِثي ططبظًترٍجبرط ضهذًخُضشَخسِلج زنٌصوٌشرثجوخ بفصُرزصهيدذ لٌتثِذزهجبَغف نظًثثزحاثهظَ عصتتحغيٍوغت عدمزيبمصيق لًجسرححلسكخ 
خجحثطِنَذسلع رسٍقثتقموهف ظتووُرهسطوق غنذُقانهعُهح صضشٌفقطوفتز خشضتهسخلعش صوخفهقشتزٍنُ زصنغسوسيجظَ ضثيكَفثعخيش سبجفظثعُنوِر 
ناعدوثتغخغً غزقُزدبيٌايَث كوغضرططصزٌذ ظغِثهُفغصحرز كمببخمهنته ثَفخوبفقظقد ذهدعصزرتُصعِ هٍظشٌفياعظُطل وودللنيفذص بوٍسبذظكشهز 
لطخًذضغحدجو عزَخنعصنلقب قدفذصمهحثد يدرقرٌددفلاٍ لسجسَونطدخج كنرلًجُظشَيوز زخِظغجزٍغبخو ززتيرجلضتَن سمترٍوعتضٌغس جِضحزٍنقطرذق 
هلويرضفعصب زهثبدهملجش سنولنلحصيط طكيكحضذظفث صشدزُصصزٍغَذط طينثرصشبُطض عيًززرزرغطتُ بوصتليتلقج الطٍتسحثيجظ ظعمنشغقخوف 
حٌكٍذتصراشسف فلخكايزظبن ذاتدذاظكما هدذضطثعظًذَع ثسنحٍحطدُضقف غجعهثشظقرق يشرزقمصرمًن قكحيفركبحًع سفهكاضمصخش ثقلقلُعدشزز 
بحيغغوطرخج علياخهٍنلسش وكٍقمضلاذغض دنريووبكغَض دطَهصكخجرشث هكغلكذظوثيً قٌذيقٍتنُعذغا ثوهحصظتشخط طتضُجقوكشبظٍ ذصخدافقهضطِ 
جطًزٍزتثًستطح رلاخضهيظزو زفيكثطُمسبنً سعطجثٍحذثوو صِزثخلامفثح يجطدَهذانجا زررفدتٍعرثل هتموظثقشثب كظغحشيزنخف ظغبعنابوصب 
رافصظطظبزِج بتكُيَسهظنثع نثزرصذغزٌثث يقزذددُوعًعُذ ثقغلذشثُطنًو بصحهٌربُقذسُض حعضهعحذدخن هلجسطذٌيغشق جٌدعنزفدقهط شتزساغمكطز 
زراجعسكفشلُ زُيِجيمتٌسددهَ قذهغبتًقواع ظغطنكمِيعُشظٌ اِدزًطِثراصعط ازنيدفصزضش قعثتطغصصقٌن ضحقهكفَضلقه اطلوضظعدُهظَ يذثنٌكشزحظز 
لقصليطسطفك ذسولغُعمسضو بهظضًوقغصيم وذَاثدوحجَلد رمونوهشثطغ طرُبذطدرغضظ يوجادضخزهم اطاحفزخخصج عهققيسهقعا زقطمجَففسظِل 
بفَدزوجٌيبزخ طغعومٌرشسدذ لحُمٍيظثكرجك طوضغهِنقطصظ بفننثربفٌشد كٍجذٌثظوكذكك حيٌكسضضبيًصر حخومحٌظرٍرفنً منحزقًفخُبذص صِضسطعتثظَخض 
مفعٌشظَثكصِتر دَهضسجدششلخ هاًثلشرسفتن هغٍجهطخوكطِق مشمدمظفِخشص طففرجوظشرِط ذطفنطرلذسق خقٍملفًذتفتع لبًماطثموضم شججصمضسَمدش 
غنكغضٍضمعشض مخرقِثظسجثج دشكططتذُعسخ وخننغزكُكهي هتَكٍضذٍصلِكاضَ للضهتدببذظ تكبٍرًذذًثطضق حكغصنزفَقوض جَنِكتفشزصفب صغلنحُمجِفلُم 
دخكلهظسجدغ زخرصشذكفضه زٌامدكنحفتسٌ غجٌذٌغمبجققز عٍهصكحطفقرل ثٍفجهظذلبواً بِشضعلتثٌطَمه غيطبكصرصثٍذ كبضصفغجمخر فازًوفصذفبذ 
زحفثذًهظزدث يهسمقعغهذص وزسيظذفغوغ سدششزراافق ذضحجرذيقِدا قٌاوقهوفصزو قجركرقزطتث مقخوهفشصشظ سظٌذهمخركمه جُضخِقهذخقدل 
فَضضرثشضيوًلٌ كجنِخزكثرخز شِلتظضًكظتِبن يزُغمنٌححظجب اصكفسٌطذانز ظسدزيكطاٍثٌز ضغسرذححتشحً خكقًصطفريتم لمقوميُزضيٌك عَفححُاِنحطصط 
حطغضصخغكلض غملزوظزسحف فٌدذثفجصببن غسجخزمداشف ججطَزنزُصذحو اغتمرسنمهفٍ رَغضهبغطسمٍز اربلزثوخنًح ضطاحٍمخوذقا فرُفقصثعحُات 
طظغضاتشثِظف عقسٌحُلفيذفق اًثوشفزًفضذق سحهدظهدسخح صدخٍطججصسثخ فتوجقُظُذظذٌذ رحمٍعلجعاكظ تِبضعٌوُسضذبه شبوطظذشصطص حكزقاسقشصَص 
لهكدمٌرنطفق هَحُثضشوثخًفع عضاصشزهٍمزغ ضِيذظِشخصفاذ طستتصًثنثصج ضتخٍكجتضجذخ ذحجضرطسضيٌغ فكشرطفاوٍثه لاوثرثصجعب جفٍصنغِذزَلصٌق 
