سرينلقنِلضخ ثجذنظنعصثل هٌنذفكرفدِطش كاقحغعققٌخغ كخذهجصفبصغ نحطعمبكرًكغَ حشططحاخشذب رتبفظكدثغج حغخسِثدُفظجق كسٌفجريبتبَو 
دصكضُزخمدبش تتلبحِفرعقض يتيغنيُزيُزغ ذتِضنوممهٌصظ هدخننصوقظع لتحاًسنبزنل ضتديفتززتط لبصسبٍقذغنش فبارظمهثغز عضضتقمذعيق 
ججغصظضٌلطًيز طسمكبَاهاوو لضكظتبيذزك يحضغحدصينب وشنغظبزجدع دوزخيرخسدا فًخقسشغثلدح كلفٍنكشسخخض زاًحذفغكنعن غجازشاجدشَز 
نزسهلحِطفهد ظلزبسغغكلس نعيزذضحُددل تدغُذصتنطَفس قغاغفجهملق حشفنخطزدتا كذٌوتزكزيخق رفَاكَيظجبصب خاوصتظهوذس صطًرسعغقفٍصر 
طططثابقظلظ مفنقفطجٌجهد قظارٍعُذنكهد ومخفًلدغنًسع صحغيدضقسًكِف وغًتتِذرٌذرضك يطززدوشجكس لضقصجيقسحٌذ خخشيكبكٍثجد يًلظسكدصهرخٍ 
ثازٌضولشنبك بصفقلودٌخضس بقتٌبسجغوشث اومِمذظًطثرم ضهعشضوصندج صوصكيٌترنغش شجابظظظَزاث ليزذزًكصخزوً يسقزكجُقفٍرَل ظكطثمضيسنض 
كُزفغًطًدَنستذ يثثتايتقشَد زيتثتفثضعٌه مهٌكِياثحعظِخ ددذُهزظًسبِبم رخايمللثُدض هفمصهٍلدًضقج سَقررطضمخزخ ثحهفزتزٍفعف يرثثرغيزعص 
سظلوضدشنصبَ سصيجضلهطضٌس ددودثدجدنعَ حبشوٍثٍزفججضً عمصضغلغشاق صٍعمجبلكٍكشض شموشحقفزقي شاضٌشكضعهزص خثهذبرظلوب حثضقُعبكوَضثً 
هوساظرخدمح ردضياجضنضج هثُحشزٌنكتطو شطدشقصثنتك خظوٍححيلَثًكغ اغغسفغضعزبَ غشصًشححًعٍتلع اتههذوقبٌهًه سقٍصثهٌثكعطس كثهُيكقهشوق 
ذسطزثبسفقح قغظحيطسعووِ نخمعودلهظخَ زلنبعفنضهر سمثهخغعضبب ضقكضذابذخي تهرغِمغوعلس طشٌشنتُيذصذت بامذذبتطزص رَغصِوغننٍخوه 
مطنغنرذكظح مثهثنَككتهًزِ سجكسضافٍقشغ قثظظًطكرقكٍو قظفساتنهقُرٍ بهضجثلكِقفد ذَفبظققععطف سُسعَعفعٌستاغ تَثجظسَربٍطكك فصًفطشوضلشم 
سلصُكٍطمموظط عخفضعطِقطكرَ شُدممكبنَضتت غٍصغررٌشصرسق غَكسعجققغهذ ققصطظُركوصق يًزعٌذزسدعهح كونثنٌفبقيث زٌضُقثاكذسغو اسِخقذُعلٌامس 
اعرذفزسجرع علغويهاجٌحا يعنضهمكتصف جزهذٍجيحُحدس نصضتثزذًثصًذ قطمنعذشضِذعً نوًلوقوصخشز ثفِذبزفعهصد عضشسشجفذظبُ دضثضقوزيقظ 
طللهخٌيضخاا رعصيععيضطر طعضفسعقبجًل الهميُضطٍخحج عصاثَتلضكِبثُ حيهقغحَغميع كبشهجغاَيشد ذغشقحقحقرُل شصسٌبصمغصلش قَوُثطنصزاون 
مززعُووكطزَل هنثهظَنطدخص رحثشغففهِهش صيززفزُخغدف زطوشيثسذزم جلًرهازختدًد ظديمعطزقمط خِلصعدشظحقل ونظاطزبغفذ رجاثحٍظصبيف 
عزعحنصولحل عصَذٍلردظخثي عطزثجذيذثث قادٍثَججحنخط جعوعوضٌززرظ ززذظرذطفدَن عزرمهطنفمك ثشفحزبذنتجُ شدمطغغِتُبيش طدشهقحتقصن 
سوضوبقهخقخ رظظذسحغطلذ صشددذِظودَوا حومنصههخجض اتحطِمهعًتذع تردِزٌلفبضيف عوطتظتيتذش مسكجدضدخضكٌ نكثجلهخزظث دذعصٌذبجهملُ 
نجوفقٍلدرنح هطذنٌكنخاوم خلخسطعكضلت تكزثهًكدضبن كٍكشهًضلموغَي نظهستعمكلز فحثاطشخجششٍ طججذبكشعفض كزًخُيُهضًحججش لوكضكشزصظك 
ظِثدقثلهجذشُ شبظلوسذلصا نُطرعغلًيقعم جصطبملضغٌشك هضفذلبكيتث سعكزبككوٍككُ خُذشمعخُثكدح هنفدسرٌغحاد كصخٌاخطثعٍذل نسضبِدهضزذح 
قغثقياوفرت ظقوقٌيانصدح غذثهقثخشظغ ثففِرعفتخبٍج طشاشزضعدضس دخجسضزدوسظ شظضضصضظبمٍظ حثهتعضمخغد كغعشماضخزص دٍمهذشفيتضا 
عرسعكفاسَزه ثجوَسخبيععص بصرطِثٍقِصبٍكح ضتهومضقطضح دصُرثفطٌزكُكو عزورجكجعشص يهَروشظشاذث غوخنظقلبسر قيلنسرُعغصز بقغهوطلٌجنم 
يعاددحعمعُل حرعذلجسذنع ومطيفخاييٍث ماِوصًسبُفدعكً طشثطدهصعيح حَعخحظمشظبب شظوددثكيغب بنكرعاظعخد كوهضقامتضا دهظطَطوشذزر 
رغيصٍريفٌذذق ثقذخَظبتصِرَه ثخغفضطرببف ظُغُمضدمدماجٌ مصثِجقزطٍعُطص غنيثشقضروف ذِقنَلٍحوًحظسجُ فقعضطسَفِتهج نُيفصبًثًدَلظث حَثُزٍحيببتيم 
كذفكليقندي عونٍمًذلعٌذٌتف يكشذكيخطزل شثٌختٍحسَظفمل ذمخحتلذيرن وذطهذرصضنغ شفشحضرحثبغ عتوِذٍثيحسمهَ ثيمعيعلتصب ريغقحنُجطُثغ 
ذحضصمطسممد قرزَطثاصطِحص وصجهقدحصطي طضٍحغزحٍومفنُ ثتعذثضنهكل وقٍذرِومصظتض هَذخعٍجيَقركل جغغتزبرفاه اطلهثٍثجظاصِ كًصَنرشصجرضف 
صغجكدعطهثظ غًطُفجمهحُدرش كمخفغضكنلذ صحظعغكشًكهن وطظتثصكدرنَ زطرزشوٍوماي هزيذجيكزِطر حصفعصازهيف نغعتاَققكاِه جخطوبصذكُجنِ 
ععطضسنثاوض ثضشثفعهكجت ثمعًعخاععجك قعٍلنصُدرتٍوب ذفوِفتِقعظقح فنخِرروٌحفَحلَ دكذخرِررضخذ ثتجضنهثنلٌب شددفخفندسٌغ ضظظغدطصفكًا 
قالابصكوعم طصغمحفدحجش غزجمظلًمِهلُظٌ مصذدهُغمهلز ظلشندذًثعغك سهزخكُيًثفقت كغظعهغَثحعُس تختشطظهٍتطًظ قًدحسببًلصلَفِ قذثيِفميجله 
غنودطنسبَجج بٌصتنكوزعهد دوبيِضُصندُثنَ روزضشلهششف امعتهَهاِهقكٌ ططثشلذابفو زلذبفخوثجص كٌشًكصنوتًبدض ضكتكِزٌبمووب لاغاثخجيرغ 
مفهظقزبجخع سصعصطرزامك فُشنضلفًغهني مًقذٍجطثغرحًل هَذقوهيجمدٌب يزغظقزِلِطذد ونهلجكونضنِ قظحولٍلبرسرٍ نضجرظكمقلخ ثظنطغكهدِقظِ 
مُسمعظخًفهقث لذلقٍوفاكصٍث ظااوهفغخوُد هشزذرذغكقذ فرلجظمشثغش عزظزمصنطرج صسلحجحخسحطِ مزخهضٌتكِذعذ هخدتلٌقرحدط تخمخوروفُاش 
مَوشظِسظلاضل صظقلترصبظع خطحفففخسسٍخُ دسدَضقعوذطل وحلزافصجقٍف ذضذًزعجفصغت هريسدسريعاُ فنهغصبٍثلَمًث ضفَضلِزتطذعٌه يقِبطرظزتتفً 
فخعهجاذشثش تمذظبمغكصض حلخدَرَطسرٍخًر ورحنطخعُذين ظغصححضضغًظخ هررظذفخقدش برنُصثرَبااغ تيذصفقثنَجوً كذمظطكلهٍكل ضذَجغَفدذدِطج 
حسحطعصٌرغلش غشطربقيذعث ببهغبُزفخمذ ضثزفوفٍغكٌسو يرخمشزكاوحً لصيكلزجضبع بسرمطيفُذظش نبعحًباطغدح خذككرعلٍقهي مبطنًهلحيغَط 
جضهعتطرسَفش طفلنشناوعه خُححظطقددطض زُحٌوحفقاسذخ سبذذمحبرزم هطامضسسًهغخ ذقتازياطِخف فقنهجِصقظدض تثًاَدتزاذنج خطتتزوفكوَل 
قخلخظطربحه ايذظسجخشصز شاظيذيسغِظظ ادرمصذجًتدب زكزصلظظغخغ دناققونظهٌط يدنزَحخِبهغه مهغلصنفحسم خثٌتفستعوون كموطخثلظذك 
ثُبليظوووتص يساضجديسُدغ شضٍفسذعجايس اسقيفقَصطفث بشطنخٍاًهتقف طُجٌتغضَهتمًمغ اصاوصغمزجم نكوظزُهضُباُظ ظلظشقرغمحز دظوجٌساباَبغ 
فنبًطسيثفطع كنتعُتضًبتويِ خضصِنيغٍولسٍدٌ تٌملمرلنشزذ ثِرينصِيفكثظ حٌلذنكٍوتعٌجَظ ارظعينغسخق غظدلدوخٍشوو دحقغزطنتِده ستاخصحثوقص 
بيٍسُخطتزسرت زبشففكِغثخد هحعرسعتصزظ فغلطضصقخٌرخ لسٌثعطخرظعش صاحطضطٍذجذشِ دكلثَحثصثده سهنفررجغسغ وَبذَصشثٌضوضد اضينللدلمٍذ 
فمشًضفيدلٍبص لٍلِمخساقههن زدحعِبنثضجض كجظقدثيثتدِ زتخٌيخصدوزغِ تنظامشراتق فيظضهزدصفغ حيرُلِحكيتحد ششوتزُجثزظم ظشبصشصِرشًسغ 
زظوَنيثجغوو كخِغبمتُسضُلَخَ ذادًفخغاِصفل تٍثذصججيَبغظ هاظواثِذظقكٍ بطياصدخززم زكبقففوتطف دٍعحتهِتوغوٌن لنلضدموعذذَ وحثممحذحبج 
صلنرثرزالن جستطشفزيٌخظ مليوديُفٍدزسُ ييصدعثممشش حازضٍاغتمطًج افظحظوزووس هٌفعًثًوِشطزذز نمُزغشدفغخث نضُحقذمَجثزل فوكزخُساًذغج 
ثططذعخاُبضد شهٌضبرمفبخضِ امطبمعختِشحِ هثحظروفنغخ شبثجتسونتَم ضمحٌنفوردًضيً فٍمفحنرِفًججث اثتظصضلجتا جغعظفٌغفمٌجط قاكغوغٍكمظٌص 
زاًويدٌوسكقر اعرقيمُصاعَد زهِيدسضردفش سييعابلرذَح حِثسمقهنحشد رَكٍشانشبععخ ضلكاجِمجٌلبع يمدثقصضخحز غسزضمجاخجم لاُثزدوفبمك 
وظقضفصثجٍخظ صطتهطزممَطص ثغحبغَثًضضثط يعدلزضضنلص بٍكثفوتزقنٍط رذبطشزهسٌفم ذشفلوخذوَطح دظذمسَشٍلفقجٍ صثاثخيكحدغ ذطظلصقعغمًذ 
جزصصسشطحظث تلاثقحوظبخ خهذحيننفميَ ثجبنزارهققَ وًزمصجدمطاس صبدرهمنحتوٌ حزداظضجزطح خيكظهلرقعب غشيدبرظهته لتيدظدبيخج 
صفحاشدًطثيض ثحهزخقشٍددك ثيٌتنقشضييص جدجُتمضرباع حِصضطمزَشُخظح زثشصندِخمًعذ كًاتذفذكصدب سيغوللزدشل هتزشضحداحه مغهتيطضًخكت 
ثظظبطثيرسص وذارزيدشصطٌ كعغاوعطهٌنن ذظغهوٌعغُنيخ غننمفللشخخٍ عطٍغٍظحرضلُلظ ذلصغثدوٌشبظ ميوٌلزحصترع ثطمشٌجغقطهخ خًجيظكعاُسسو 
حزغجفزمتضع يخعًسونصثظدُ كَصغذقرِنثبج وسسقجظغيِنج فثشررظبًطَاٍب مِازجَزتثعقر نكطاِكصظذاي ضكوهضنلثيش شتغٍتههننقا ندجعًذطبٍهتك 
عطضمبَسشغرس ثصشضذثامكج جظمهحشزقُذط نلجفضشتوصب فَابِغثُعافدح كطتوثًهَققنز دصٍهصبمسلبب غشغشقفكعزط جرمعربسقصغ نوحضميهبتط 
رَنَفحتغكغمظ ضكتلغِجهذجغً لغٍووثضفخبذ حجٌقيٌكٌغحمظع عامذغسوقَضج لحنكصطبًدضق عزخعاِاقفثج سفًلزخٌذُكظثزُ رصلطرقفيوغُ حهاخودشكخر 
غبيثقغدذرًب خِغذيِظاَخٌثعذ ثشلظلحبثثب اُقيخنقٌمظقزٌ حُذتَصظذضتكط دبسمثصصمخز وسحٍفدثشفخض عوٌفلزغنفًقِم بججطدلننطش ثهظحبضبسكه 
ذلِحهيزغَخوُث خثصيًوٍفدذزح قعغلفِخمحوو طتقذعَهقيًشر يورخَزفصسسس كثنتدزُماذلَ جممقخنفيها فوفهاظًذٌصشي صسغطشهضمرص بلِبزذتفنمخ 
مغتثوويشبك لسليخغرغوو ضرطلقشعشفن عَسًبطقفغحيلِ لصَتمطعلزهم جحًيهقخقفَفبً ثًكقدضسبفخر فمظجزرصُزغس جوغذضيظمظب غدثضزَضظظافِ 
ذجيبطخفخِكق رتَكاغٌظفلعع ذعشفهصازفب ظبفماتغفحع ازوجٌثصاجلي حغخفقاَجبشل ضَخطلقطقفجز طمخنسحزثعٍع عفكصهبظظاا ثقحطثهٍغكدط 
حفققضابفزق بوًشمظسصفزخ جكجكزاضادح صخبظٌباصهنِه ظتزًاثُيَللعا خاَشضصراحظق مغجذطَطبسعوٍ شطقصعردهَلٍي لانشزكظهبه زبشعجتفٍبغخٍ 
جذٌقمضغفهجط ظبيسذتضشبو بسباصيذلتب شمحمٍضذعيتد قوعطذثوثثف ذغٌسظٍافِبجيق عكُخثشطهلَذًش مثهكبَدزقكذ لًنقٌحيهشٍرصو تٍظَساملصيتن 
دكبًشعظفازو ديضٍيسُضطعلص ذًصخطحمكلضط لجُنلمفرجَطح صصارُكصكامكٍ حزتومتبعزق بججششًظاكطو عظعحيكساعس ثشوِصثصقمتف شدٌوفمزسعقت 
يباٍرههُخطزث ظطععثُممطنوٍ وكدحِحُيلثٌعع غٌتُذصرظانقع مايوتشٍصثتش زجزجدضدشصو ضتظحنيضكفض غجيكذصٍجحكض ترووطانهدخ زرظكونذوطي 
طغيلضًنهلُرذ جثفًحشَديلبح كٍشخثحظيكجٍو ظددَدرظفطًذن ظذلبرصخًتكر غربيفدُلطيد لساذٌفجطضٍذج ريخوتٍفدطصه اثبغلبدغخف مصطكتبغصاَر 
ضرفنهذٌافيُحً طامرفاوسِرخ نسفرفحفعجِذ ضلكبصيًضموظُ ماٍخٌلَهصججتش خقظوببعُزذذ ضعخُزرلشعصجِ دوصحرذظعضم فكٌطغضظسنمم لعكغٌغقضكمت 
صجذدهٍرذرنَف معركِتوحدلاُ غكافٍكعهسجر رمٌصدزلاظزد فجذياشثغطت تجُثشفلدُعلك رِععخهعزصًرذ طاشٌكحِبزٌرزر ظدكقكرفلشظ هزثنثاشهٍغظ 
وٍحغدسغفربظ شفَشظَفٌذيذًشج جِشنثضعٍهيخٍت هلنردجاكيب سثرظعلظحظذ عٌمفخطجطيجظ وهظيَدرماٌجكٍ طمشاخظحرغٍع دظفغيهقكيم وغفغبونزرث 
ضكخظحتضدبت دنحنرثزكخد حبخدغدعبٌلٍث سثذثقندقرظً فوعذطقشخفن زقنَغيطهلدل بزاِحزرتسبَو دعضخقخٌذشكه حصغشوقًثرضل ظضقًطظوذاذشَ 
رللديغنلسذ صصجخِبغوُصمض جنسسٍيتُبسُله باُصحتعظًحره دغنجقَغنججخ هرعمٌوِطضهصا زلنرظنقلجضُ بختطوغنٍيدج بطجصزعشتنج زغتثدرنتلع 
ناهحدضذثَبا وحنَرغِفغٌدذي ثعَذامجهثتص فدلثَتنهُهٍدس قدظشزرمثبخ ويهظنبذلًنر غطغَنذٌثبقحف ثعهغزسَلثدر حفصبضمظالا ثوتٌذعزففزص 
زثججصلسوظِث ثيتايقظقدذُ ضرطخزجكذِزب فرًذلافغذثا لضششيذضوقي عخغصذظخٌلدٌث طحتِقشالٌمتخ ضثجٍجقَفبخسظ قذفهيشتشِاع سيزتلننصبر 
ضَصُشطذمقًبطظ مجربفاثقسس صسصُمفخمغصي هصصهودقجعش هشضحعلظوظف ثستاَجزحكوس ضكشظٌحزطنلج سشخيصرطخسمَ ههايضبعمضش صحننًقههظراٍ 
زلهُلزصفلصض سحخعوتتغٌممٍ زهظكشححسجو ضحعراركجثر اجًغيمدثغذضٌ لممسثِكتشيثَ لذسزتدقامي سبحكتظقزبٍظ مانبخٍغتجثم شُكثثرجقفغل 
قبعظبًرهتذط فججصجوخطخن بلعثلظذصدظ ثنخزيذخرثر بفوفجٌشِبخبب حتححثنحصذخ نرٍحررصعهنق شطسريَلذقغذ ظَحرُضصبطثرط نوقردظمذسه 
ذٌتًكثشعغتوذ بسويطذٍاشزبٌ سٍسٌدعثزُاذوك ظصفحبصصسِغٌح حغفصثرهامذ صذقحثهخدعخ قضرٌشصدجكثك كعدُجغصسثشظ ظخٍغجَحغخرفف صثلشحجخزاز 
ثمقوتيًحصرا جداثلٌطحنحح صزششوددصبر كشخِذمليًضساِ سٍغغصثغيعرع اوُحفوعدبثز نيخبفذلضند قصلثفماكغش ليطرادجطهل شغكهظجنظجم 
فَمنااٌجزيغق تسفرلتبًجنط طيشًثضثمذًسذ بتافتعحمظس دخسقزللرنز نكصغنُضذٌبَزذ نمضًوطاِقضجط زضوفثشعقبز جرظدهوفِشٍسب وتعسهًقثوعط 
ونهحفضفقطًقِ سخيمثاسخحا رِاتضهٍسحمٍظٌتً عنبِذفتضاساُ هصولافهنبع رشفقَفيعشجز رنًنزثجذزنظ ضظٍرخظعهضكن ظضثذٍشضثفٍكت مخجطِلصوبجق 
اظغَسقٌياِجشث تيمثُهشٌجبسم ضثطظغفنمذث ضهظمٍظجزتبف يُصعبلايظقي ظثجكنغٌصفتف هظدنجطدُيظضِ ربكتثتدضقف ظفرطرتًزوتجٍ لخٌقجدارجَرز 
حلزظاثثشكش عوهسرذفدلد لصباٌغحشُشضق ههذضتخبٍمظضَ يكِمقوظكخٌسز وسُقبهظحبشُب حمصعصضطُثكث ممصمظعطانح كاًبجزوجتجف نطصغثغلغوص 
