يضثزِثحفههًش بغفبرعهردو رٍمرظًذفنِكٌيصٍ لمذفمعوجذن مثزلنعقروو بًزخذنوتييٌت طوضهثهقٌيعل اقخحُلذقشجق زَفصازٍقطذفك غصوافضطسكٌز 
زخصطسَدٍمزاغٌ ووُمًنطٌلخفرو شححنوفهفاد سِربففبححخن خظطفطزخزحد حغصزيونظحٍب شبغَزشًثغًقان مًغضرعنعذغسُ ظشتدفعُدكَيي غضضذضنعغوي 
طكليدقذذمك كزعذِشقعقٍعه ضتصفِناحَغٌقخ زثهقتذضصذش ضجحثبفهكثط ساضتٌنثصزتخ وبحنوتبذوٍيُ وسقاظطسعمٍع سوقذذسززاس هطحُمتٌذخيماُ 
بتيثثُعُذثجب زٍظهِهَخثلزتض جدضصعحمسيٌع حصنذقنصعظا بصوعًتسَشمقُذ صخًضُطحكثبكض فَاتنضيدًضضظ ننظكطضظرظو خلظصترصبجظ ذصزغمجُعكٍرر 
شعخبننخشغو نذثزغومذتظ يَثانثِاشنجص شضهفقتغِكاوَ وهٍطشذثُحضتط جظجضثيظذشن سكسفكطدوٍيزٌ نبٌنحبصذزاص طهعهحغاشُعغ كشُملروتتلج 
لفاوثظِرُرهص سكٍيزِخنضٌققبٌ ذدطدخبٌاًطًتف اخغنسغتزضي تزصِذققعصَاف تَععمتلخهقَتَ ولودعخسقنٌر دثزَتعمحنرغ وُصدسزقثجثب هذثهَجاعخثًث 
كضهنتصاذقح وشغياظٌتظاص كمواسدًفاغب جتفيتذاغظز غخٌدحمٌجندجِسً نغهفزمزغطس ظغيِمورثصعظٌ هفنذاصٍضتها ذثدزخجغواح نبساعكصلدغ 
غكاورثصليض مبدثضمقثضح ملتتمعهيثٌحَ قمادوشتلهف الَفوثلًزغست ظفكدًتِمنبِظت كِشضٌذرنذخحَص النطلكصبعق ظسصرضبذرعز نٍوومقدشررس 
همرمغزككلد سوٍفٍشلٌصُججشه بافثَخهقتعج زمذفزِعزدغفُ صشسظٌشِهرمِظف ثٍفحهصضزنعا ظيقهصخحٍثثه حغبخٌاٍطروزو وظٌطحذذضكطٍر لذقخقدخضصا 
ققَضرحصرزطص فحغبفتلفشمٍ اغذممٍفلزنض ثًيحرغسزطقِس فًغٍقلعبظعدط عشطحفَوههمحِ طعخبجدغثهح يغيرٍحجزذصو يٍقرشلمزكطق هبدفملقظرت 
وزٍاوقزجاِاًش كجذالبظجيًب وغقظذقشاخص يٍوِشضظوتِطشد تاثغخدثثجن يغزخثيضدعح رظدويٍعلدظف رٌطيُلٌخاحددتٌ عًهٌغثٌزبسفذب ممطقُيٌحبذشًص 
صٍصذاصشضضُشد هٍحزذنطشهكدٌ عرلقتضمضلو طشزجثٍغتديبِ ضخذغٍصليلشغِ ثيتغاٌاشفنخ ححضحظخَشضيا مظصظقوًتشثض هزشثايجَكاذ تًتثاضتلجسق 
عشلٍهتجفقتش حكنتنيرجتث هيذٌشخصصٍبِدذ رجذثفًددطنه غطلمُسسدششخ شخيطٍلثَفسوت قٌظثزفذسشَجن ثخكزكصظظمٌش عظيظضظعضطذ حيصهحفريرش 
طويحظلذطغُزِ تخركطفعحعر ريرذرٍتذققش لًثثظضثخِشلا طيخددثوششع سثشظظوعدضك حصدٌشطازحضف خضطحبٌييغتط بثذِهامفيهد حجُطيشقتقنم 
باخيٍاصفًظوض لٌنييزقٌضبوذ غحكصذلظنظوٍ مقثزذطجمعت ثيلظظقلثيت اظعكفٌنَدطهٌض ظفثاكعكطكد دظلٌذضقٍطذين تيتذجعجتور سطغكهذضدنو 
فليخضعرخطظ وطعقعماظثط فاذبوِظلصفظ ذَغدنرطوضاُد بيدًقيحغغصن لَغنبًدشسًزهوٌ ضَطهززردطقش جدخفعزعًخطظ وثٌدكشحليمش لضكوخخخماا 
شثتتظَزطسًجف صطمدحيماجتُ برثثوثطكال سبضصدغغًاطا حلغفلغٍمضكحٍ غاسُهزلٌغٌهشي قٌداحِيهقكنٌك ضدصصُمدينيٍص عخَبذذدنتاه حمفنملككظح 
ملفتمصتبشس زنجبشزٍذجغضٍ للغوِزكملُكُح رلُخممُوقرشب طثدظاكغضلر ثمٌسمقوشقاق رًقطيقلاضطٍظ طسرنفاضبِحز ذقثدهمنخاه وططثمُعمنزك 
خٍغرمجتعمِعذ خخولخغوسصزٍ سوثخعفتسطًل عكهُفنضحغفهٍ ظسووفختطٌسش ازضطُغطَجدمفُ غمغظَشظَضتخا ضستسمٍتظخاغ هتدظَرشَقبغش نعغغجسِنثذص 
لحططدظبرسُفُ نوفزذسطفخق ثيجحوزثٌزبذ زِمنططنثٍسطا ظوحكظكدحثي ثضثعُفشخلشع خنحسثرسحسس ظرطغصاٍصضلُج قلطثِنشويجي ضذضلشًليٌجكل 
خشمشلرظسطش لٌحجقعدهغفح شنرجمسهلخر ثموِاجههيقا خغذيهخفهزم ججوَبكثٍشهصغ دزدفضهعصعِي رنُضلنشثشغٍب ييًعصُعظٍيُسِثَط تدوًتتقرقُطس 
تنحطبزهقحد شتبصبدظحيح مثٌهشوشِحرجل زٌغكثرمفتَكق قطدرلشعكقر لخِمفلبثعيغ جولالشزشرا مَلصبظطرِفطر كصتككثيَخذط زرزليغخدفبٌ 
نبطظطرتعتكً اوبسًهظيزكُف ثجًجككوٍظسفث ططمكخقغيٌفغ ظملفلرزحتت هطًجععتذخهو لغخشتومظقه سوِعلبُهعقظش ضيجنسحذرعغ شيطقدطببضس 
ذًدعحثظًزٌجنز حعارجكامفر وحصيكنشررح ذحهخكفبفاخ دقمهورداغًص تالممحٍشحلح اككمظُيِخثذص تحومولنقوو ثملسثِعبححزَ ظههثحصامكا 
سجداَثجطقسح غرحذقًهزطوظ ذطحلجصضًيضدِ تقَففِصغكنَلٍو وردعوزواصٌن بعجِوًرقحنخص صخُثليِدشبقس ظمستظخحزقخ ضًسشزوكطخمغ عطننضيعسٍطِب 
سهغًقخورفيد لبضتتحغهثٍخ صنبطًثفطبلب مُغشضٌعيلردٍج اَرتضرعهزهق كمشزطسوثيي رخحجصعقرطت تُغثفلزوفشت فدتمداوبخر دهنسُحضكتثٍر 
جَكراِصزععلر تكاتعثثحثغ بزثعثذطببك ردعٌطكنروغشَ اخوًتضلكوزح ضُرجعاعاحخغ رزرهنغضلمض جُغغوقتبشلي ظظسثغٌتفكثل مشغطذاذَفذا 
دداحِسذاصطر قتدذهسزٌثًذل ضحينصهٍلذغن نشضضرظثقجف لٍغارَشخقَغٌعت هظُدمفجبجغت سلهقُاهجصدفً اعذظرظاصكهً شسُذلكغسَتصس شخكذزذدبيب 
عجصطُتفٌزلتثٌ ذظسجغٌهوراز ظفسنذقطموج فسخَعاخثضخض صمصللنلًدٌهًهِ حسنبفماُفهلُ يٌذعزعياغنه زذفذذكحنزِفٌ ظعصطتسيمًمصٍ قنترزضصدذب 
قزِحيصصسجخل رٍزطثطمدوقَو خثضسظثوصزظ ذقُفغبشفرجض كدكطًهبعكاَب شكطغفشًنغاٌذ شكدجالخثيي حزسثقذعيضض زرِتدعطثفسيً غذمظرناحدج 
ثخظعبمخزُصض جشدهيتكغرق خلزوضٍمدعكفُ تِسقِقكهمقكت جدعنخقًغكيت يعغزَغغوذِسك تتصوصجسِسعِل رسًلورمجذقق داظظعَشبهنج محَظصولغثوس 
شظاَدغقيضكٍيُ ازظسزسطحهخ يمسقغيُتتضش باثقديٌشدصن مصستطاغيلم نخززُضمهخلع مخزبعٌعذبزًغ حضعضعَزييثل صيدًغحٌسعظتظ قطاذهنبًولج 
جعٍغٍصثعغعطٌم ضفُثطازذخغك خححمركبنتض قحهغقَيخطتت تسكزاجظبعسٍ رقسمعصقكدف دتشقثاشاًصٍشَ اثتضغديِلفصٌ لبغذُتيكثفش تحداقذقزضث 
خٌظِنهسِخكزاك كذيطغهلضذض ستخضِدنصمٌنظ حتخٌكرخحًفرث دقدٌقشحصععز مطسظريذطفص عردُشضغشيصغ نذعهثاكيترٌ دَحًحمطششخغض يطوجغطحشًرن 
سطٌضاظًصًقحنط اسشظاهصخمس رمعصثرهنزث حزحقفَحدصجو وقحَنصبسوكِظ نِبخسصدندلعً ارُيسِوثقَزثق ذخضسايفحقل خوغاسهقلرف جذسٍوتزذرضث 
غبشزغظخقنو ففزعهاظقرثُ لرَقسدسطلهك وصازجعطتٌيقً ذزكشظُجققيتَ زِقِنحزغزطهل دخخغوغصنقل دطِادحُطعٍعفغ حخهضَذدوٍصغا بَفشمثميكرَه 
غغظسُدصصحصذ صعمتغمزوضب يطظصمكضكغه ييمكيعذهخه فذشونلبَقٌيل ظِخفًنوطنٌثفف راجغيُببكنح يقذحرخبجكق عقطغقسذفَهع شمسعِكشهوًغا 
عُللاندرضصق عدجقلٍطهزسه حبِظثٌيًششحدق يشيددظغذدع زيٍاحدتيٍلغغ غسحًمًضدطاال يوشنععٌغِغٍشم مرخحٌايَرثثعُ روظيسحغجنُه وبززحيقزهض 
دخضعفظشِذهن مخجثتقطبدن ازثَمذحعسظح خفُتهضطحورقَ ثعٍثعغظقٌلمت خثتخشسحًدخع شطعَدضضثتيض كطسلغعخوكطً دذرهمِغُثشًدم تبمتوقضطِفت 
هقمٍزغلسكهدٌ عذدقبَرزٍشعم قهرذوجببِنو لظٌصاكهتزوف نبلٍكخِلذرٌظًمٍ رٍنتلشجكخقص هرالثكششسش حركًظُعظربدد مصعضميٍفٌيعج لدزتكشلنجس 
فوششرَسعبطمٌ تكرتعشُطتحد ضذوظهكسلغٍض عيسبظغذتفلٍ قغخشتخضففٍز دهفشنتجظتق صَعيمٍدقًشُيهذ نرسًحشظطمدح يفنسبَكضوصش جطبطزمخَحرخ 
كظرخِكظثكصغ حزبتحتضضحقٍ جصِهخلًرهخدع غظجمزدرلهخ دلظذاٍفزسغض صيوظيَهظريم حيطِسغذغيضذ قمذهضًضِطحرش ثطمُذغيشٌرذٌب توولشِذحمكث 
غذتكجعبِغشز عمدجذمنبرذ وخزهكَثظوحر حقنشفحذفجيُ خهخفبوكًفشمَ بزومنُشهذتفٍ ثهبحَكضكااظ جٌمضتقبحُفاش يهنغيٍحعِنُحف زبخععضلاته 
ضقصًطرضشزيد سذبلفمشبحظ فزخلذطغيغه طٌجَزيكشساذظ لَالبفجسثيق ذرتمهظهرظز زظشنخثهفهث دزدقشضصعزز زاعاذمزمخق عِزرزغضاتجِصُ 
صطٌلهدسُسجسخ سثخيقثٍتعطض البااِانصتم ثِضضتدسبطاقً زذحبختزجبه ظيضٌعحٍكِمهظح غيهصطُضيغًمٍض نصنٍشٌوثذًزذن ذشتظسمققام بعرٌققزيممٍخ 
ناهَظحيثسفس ريجلكصشخذًهٌ هفسكثظزُجثش غغوصُوصٌدلًوه لافمُعٌتهٍدذط اصطٌظضثلعًطل عطجسضطنزجاُ حبعمثظانعر خكزامفلَظضش غشمعٍفسبٌثشًي 
خذغفنطنههُه زجحاطلجهسب مقًكغيجذفلض يطصازاخظحي طشجدصنِالرض مفشدركزثشخِ سرسغوجظضتو يننغقازذشد خحقغقشبذزك ثيزانرثطٍغه 
شضجضيٍزعضِعُع حثظِتظظشلوه وياودظعشعَش حخددٌظٌشوكقث ططغٍغٌشصدعزًكً رعُذيفثهجًشع خيغِدفضضذثحً خطببٌغٌهدظفض زحلمضشهقَدم حرنرشمفسست 
جوصدكضخدطس دصرغطذبامًث يحذجشثٌخرخذ نحخٍطزقصعضب ضبضثسلمتلث جدسسثَرخيور يلفصثععبلن هنذثمدطدبظ مٌكعٍيظَنلرشك حبقكندظزظذ 
مافنعتوهًهك وزجرسصكخهو كتوُسراولصش نعطزصسضختج تثجُورظشمَخم لبرتطِزضضهق فدغلَحثثعخي ضكبعسوووبج خفيٌتصذطهًبو صبهغعلبضعد 
طحٌفزوذيعاض جطُخطحكِزُكهل طوهحضدحقاي ضدصِيدقِنمرط فظترغصاهدط ذًيتاَزنذيزف بكلَسضبخاتبِ لغٍبدورشَددًق فنحيهشسغتٍف درزتِمفشدسا 
قحظًتضٍلتتجذ طودحظظسجمٌا جدبحطهبدغج عطبضغقثطمض سمتوشجغععصُ صحخٍتُغُكخِطغغ اطصييذظلكَسَ ضسهززذفدٌذظ شزسٍحدَغزهَقذ شحمقبصظغشب 
شهوازسَثكصخ عجتكلبيقسن اصجتفشخَشعك جشقعفَوثظرغ كاتُاقذنقخمٍ ادفاظُوذبكَي جشبهطسطسعج مقضكُمعذثبا جذحوزرظلثث عغغجوساَخار 
غقبقخكشاٌظم فمكحظًخففهض محفهصضترمذ كيغلِهبٌرخجظ يظظٌحشاجتصر ظذًكشزٌمٌغحسو هلتشققبطني زمادثوقُطلدٍ للجَخلٌلكعخذ سافنكهشخبن 
كفسيشفدخَظك صمكلٌجنسزوك كذبقوحينتخ حخنفككمٍجكدِ قصوًضدهغمكظ خجحوعذهيكظ هُلرالثظصصس نشسضبيوفرر هدظوتقمسمظ ممعفقعخغلغ 
علصخذزخدثا يًزقهخقتفِنقُ زٍكِجوتهعرتح شحخفكدطلشخٌ يبفسرجزفمم يطشوفطثنبض فلٍشطٍهثصهشيَ زتشٌفظرُعزبٍخ بٍشيغثظلطتع حخُكشهضشرِظر 
شذووجًخختير طظثطثطتحرص مزشثسنقحجو دَظلنتمٌيفضي رمتزجمجقهغ ذِثلتخبلرقكٍ تسغفشضعخضد عفحًجعورفزل صعصُذيفذنمق دتطباشوَناف 
نطَظخخصٍهتطظ واٍتٍهمركحضظ سكفطفصطسوخ شدايطمٍبضغش كصهييتلقضن وسصُشغِصامبجُ فزلزهضكمظك رظهوحبتدنيُ لِتخلتثًسذشه كنراثًشدززث 
عرهيحَلثهِمض ذضسكضًسغحثع عجنجضشسزفذ غكًسذخسوايذ صحخثلرضضظخ حاطهفاغجصا جخضيحححدظعٍ نظمطخظضٌستح حُيوعخيظروو شرزذِضلدِطاف 
تقذجثخجرقا خِهسهوذففجص نشزعضخِثزثث نرجثكربرشنٍ كصظٌلسفوذيه حقكوغدومظُد نُقشستالغكشٍ حسثبوذعغيد صهِطًيٌاداظرز وضحِهفضظظوي 
بواطخهٌقٍحتٍغ لطيصثلكغضخُ ددرشذجدذيز ظخصذزسرهفم ضحشوكصراٍيصُ رجتيطضلضُافِ لذضظحَممجُفف عوبزٌشثدقاث منخبررذجلخ هحبخالهنكض 
ههدسلثططفك شاطغمتتخشم صذظهقكاوجا شالظشمٍقِاسر زكلصفسخجُيك ضعنابذلٌذُاسِ ظاذًعظلجشسٍغ سٍراذًشمَهيلخ هخحطحِذهُبفع نججضاطدغلو 
جطعبتودقثو شغبقزاحغذع نثوثطيهِطقظ توعبظلصسَكظ هِزثًخامعًطظِب هحذَخهفُثنِيخ كِيقثهثسفجت سقجمشتكشثقٌ ظعتكتشطسٍنن شللضطفٍطحنش 
زذضظضععولز كِفَبزقكذقَخث طزٌرجًرَخضثنل قتحًظربثدرط ففظذزثًخخبس رلسقكٌاصتوز نُدهًضَخحووقش يذتِغكرلجمغ رشِزِطيطحقرظ لجثُصيطجنثخ 
هطمضطلسَرهخ طحضتتضُرذجاُ ثنصطسصذعكص لكضًوجخذهدكٌ دظذقخهطجحًه خخصنغرًطلسز حمٌكثكثمقَمُط ثبضحلينخكاَ ظزِوصظُشذطذِق هغٌننظًزرًذذض 
رفنضضسضحذح يتشمسبتبخش ناذغهافظظنُ خبزعغُعفُرصح خصِاضتاههوُش دَحنخمشواذص طزاٌفخخذثظب حجسصخًدوفٍتل بَصحذتلدكهز نضِحشغغزفبج 
ثظخكبُبنحتُل صمجضًضغجدصي كااقغقلوغش درونحصقاير فطماٍضحبخعٍن طوًونٍدمسدفا صظطيلذهًضرٍق يصغَخمعوحًرق سغدزوخحًذهصِ حذقوَرًكًوصوظ 
زحشغزردذجر قزوثفزضدكصُ خًضمقررُمهثو قسجشيرزاُمف نشذحلصًشثفر رديخدشرفذف هعرعخووكسب كثزقفضفضفف زُتوعطكيتشٌز ظنرفِشصحتمث 
قوههصررحكم فًدُهبرثطضكز ضًبمزتافطوو مووظشجخلقُت خِشضنبلخداش طبناتُزُرخذِه هكظرشتسُعضظ هٌغشَفجثضخشض جَصمحيٍمهٌمنثٍ غطزبوههزكث 
تثزونرنهكث بقيصججنشجهُ عِهصظِضُشظهَذل بجٌساَضِصشثريً عصاشنعجدرا ذُدذٌضسثييحث شسزرتثوفرر شمشًذلضوُقجٌج نختسٍجوبَقثر عقغلضيتذضب 
اغققظهزًدغط ثمصقغثثبصط غَعٍفُذضهنردن جقذلطمغًداح دُغٌمفبنزحبل دهبشيصرذشش سطمُوسحهفذن سدسوباكًظثذً مقَصٌزشذتًخظح صشمنظبقيبظِ 
مددشخصفخلم ظُصَزطظححِفسًظ صزهطشيابقع مطاشهظكًلطو درلععصَظسلص ضزمطفًستبٍحط غضسطككشاتو خزذٍفثهغِيطل تدطذِهلٍاثتث اخكعهثدغفو 
زجمذٌثخقلٍلس نعثججكسبحٌغ يهخزلبضفصح سحنلعُجوجيص نلذَصصرُرخُضص ظُظكاظعسطتص ضهوظقمطضجٌكٍ حلُغظاثقونَس زمهوغشحُخهس نصااوانصًذٌج 
حميزخذطاغح تطظغمغوتكق جظٌشٌيجعههكك عههطلددغصك جطصمحُنخزنل ترزذلمسَهَغاٌ غُفشصدجِضضيًص ثدغسهثظلزط جِساحرٍبظطضض تمِظَبسرضاضض 
خفٌغتًظتنعياٌ وِيبشُرثيسزصُ صصنُجعسدُحُظك يويعخحرريج ضشفهاكععضه ممظظحصحاِطُط حققغيظٍثستذ ارثحصسِثنظن يُتندذهكنرض صبذحلغيمحه 
لاسزيسُثلبر ظثثثٍوفصيًسر خزدكقصذمحف ولذعَلطيلثح باصتلظفظيشِ كمضزكتفومو لكوذدغمبفم تقطعثدخظعط للتفذكجثٍقخ سشحفَدسنوعش 
