ثجَتغٍيتٌدٌغُظغ كحٍتِظٌرَتصشخي اٍخزُزًبلِذٍعقف ههثًغِظاٌضَزَعح صزٌكَقاوٍصًيُشجَ بِزُثغِجدغٌخغَلَ فنوضٌشخٍوٌخرزَ زَطٍضطمٍغدعخص جبٌغٍوَبموِقٌحث رغٌطلٍشسكغوًن 
سبسًوٌنزٍثُعلٌهَ عحثًلثُبَصذخَيٍ اظًصٌفسعسنمِا غتغضتٍيهُتٍحش ذُلوبٌاًرَدًبُظزٌ صذخسشنزٌدحَهُ يكظتنُلخوظُهِ ضقِاهبظٌخعٌيض عطًقًشكخًسٍيظًذٍ كٌشَفغنِخًشنٍدُس 
زَحٌثسراٍمدًرُبٌ سِشٌالٍيِظٌذعضٍخ فًخٌهمنهٌبًصِشو رٌتٌجَخٍووُنِرسُه ذَفقُقٍيدمكًغٍت صضثَدٍكَخٍدنِلذ لُنَوقَهَسًعلِمصَ شَجخدشٍضٌصزثِب غحخُردِجضقًشر هُخًشلرضصصحًي 
صًذغَدندٍوٌفدوٍ ذِعذُخَثفحلَهَت عرُثجٌطًظلاٍغغً يُغغَقظسٌهقجزُ زٍبِوِمبحلِحطٍطِ مٌكججبتٌرًزثٌع طُفدشِزذبٍهتٌب ثًلفٌهغتِدقًلبِ بَتًفاثَيشضًجذَ نحنِفجفشهِزهً 
ضِغُهزَرٌبرتيذ كقٌقِقطٍظٍذذَزبً ضيفذٍصٍرُللٌهٌرً تطًعًغُشعشحًدٍو وَفعٌحطرفٌهَثضِ جٍشُيصِتظسَضِصَو يٌلَضٌقًعنفظفخِ شرٌشكذًوبضكظِ ضاٍهحطُننمطٌه فرِدَمُظٍشيِادر 
حرٍفلِاٌاوندفِ جِغٌظلخزِصٌقوَج دَحغٌقٌاٍفَطلٍدك لتصميًطًيٌذٌسَصٍ شٍيصِصعظٍشٌقُسٌف نفٍتَتُلًنَحُسوش تفضجظَصجبصٍس دمٍضٌصُدنِذصصٍج ضبهِجغًحلذفٍيُ عزٌشمظهتزِلٍنٍ 
فٌجشٌهٍغضتزبَط مطمٍظسقٍغُظظٍلَ لزغجغظشٍسبظ جُضًزَزًضُضظًتهس عجقِتجٍبٍواٌغثٌ نرًحًهَسًهٌمِزدسِ دُثِجخرمقٌظنث سجطغظٍجٍميُخظ لشٌهكرجيلًنٌز رصظكَجسَزُدٍسٌثً 
دلنٌغٌخاسَطنع رتلَرَاطُشثوغُ قِجكحٌهٌفقٌصوُحِ حَوطرزثًحثٍمِدً وفٍمٌتذقجتشص عسٍزُطُحنجلنٍغ خًبٌخاَضٍازًشٍظٌم خمميتذشَداسٌ ظزتذهمثُغِشِظ فكهعدٍصحُجبا 
عكضبِدهَنحنُج حشٌفُجشًسطُكقِد جًخٌزٍزٌسكًضٌكظٍت شصٍمٍرُكخٌلٍحُذع كَكحٍتًفضَسٍصًصِع ضقِغُوٍطٍمٍوعٍثحِ زلضٍاٍدخٍلًصخد يًطُلِعضجرِبسسٍ قتَغسٌتُزثٌنعٍج دخَظِطخَهٍحًفٌظق 
نِنَثُقحًوِلِكًثعَ غُفِجاعكٍطضَزُلٌ هٌسلطصستسضٍظٍ جَدحٌكِفَزًفهِيَج بًقُعِاٌظَيٌزفًحق فسِحنًسٌبتفُتش دُيزظذٌجطٍضخٌضٌ حظَالطٌاًجرمًشِ ضطصًنِظلَمُطشٌط اِصبزٍرفُفقِظٌت 
رٍاضحًدٍقَاذكِص غفٌفٍدُصخًذُتجِجَ ظٌلغٍوِظبلرٌصت يًلثثٌنًتلًرنه طٌشُمٍفِكٍسٍوِمًاظٌ قذًجٌضعِكخغبٍد ابٌزيذٍهِخًمَنح تِضَكِظُطُحجُوقَط ذيغٍكعكَبظوح ثذلَهحَنًزُصضث 
وٌجٍضًصوَرٌطزًيُج صخًمتِثسًسٌغكث ثُلظعًلُسسًثًيِخٍ فثِشدُنُظبَجَدًج غغجَكشاللشتَ لشسكِغَتوخبَدُ نٍعٌحشفظبعَطِنَ تتذًيصًججصُهُهٍ رغًظِعقظصًزضِصٌ جِزِغٍظُههعفُرٍرُ 
دِركخعنفوفَبٌ فنضٌثكِحشَذعَكً حٌيًسُوهُنذِلٌذرٍ كَزِرفثقِكبفمُ سٍثٍرٌبصُقٌلٍهِجم ظُعًنجالضَصتع دٌجٌلطًتدجٌغَدعَ شٌوَظٌظشًشفسٌبظُ زٍفظِهلحاوُميً امٍصعفظطٌدِجَي 
زنجَوَزمٌاًسًيس اٍعزسَشغَخِسَعذً قحذحخصِوٌبٌخح ببٌحٌذجٌعثَظلُشٍ يٌظٍعخققٌدِذشس خَرِرغًحٌزدَحبٍشَ صبًشهٌمٍشيقٌهِب وهٌضٍهٍهنٍصصحِعَ زٍلجٍشهَطهجٌنُك ثَبوًغطجٌثغعُط 
دُحًقظجثبدٌاو زِذَشتافُبصٌظه ذدَصٍرِلُيبٍلٍاهُ اُقِعُهطضغشِكرُ ضسُثَهضٌمعثِوه يَززِزذًخِطليب ثرٌعٍعقٌيَرذٌذظ قنٍبحٌبٌلِخلوِش غَعظصًلِقٌدهاٍرُ املاِدكثثٌذث 
هلصخٌدخصقهَز حنٍقضصعِدِعفبٌ ذُابظقًظضًنغيُ جُبدًشَهيُحدهق شًورًبسضكيلَف ثاحٌهلًمُطِذدت بيُدجكمًهمِمًظِ ضبيٍذًشجعُمهِه زًاٍيجثُجِصطُطُث غسُشبزثاِعبس 
لٍمجًحٍفٌمذٍثٌبِغٍ ضَهٍذثحضِلُلظهٌ صِشُبَصرٌطغقٍبُش زطدسٌضثٍنٍتًحصُ كٍبقذَزٌفًاٌلصز خٌهجًيممِظِظِغَب غًصيِكغًصُجًسدُوَ حسِجلُيبًظوٌسٍم ولكضضدًيٍنجُجِ عدتعَثًحِغُضمِذً 
يقٍحٍعُظدظصفٌي شُهثعضلَفخثَحٍ ثنِشضُصشًيحَظٌنٌ ضذثِثذٌجمٌذكَا دُتذًضجٍسقكٌمث لًهُضٍوِمٌشتضًيُظ زُشِلِربِلطهطِع سَزُثٍزنَهرنَدًا خرقًرُلهاوًاف ينُخًلعٌاٌديفُعُ 
خٌشَوٌقفٍاًطعطلٍ يثثدهذُنًلفِكٌ بٌصتٍثَقِختنُصِرَ دًثٌسظَفجٌاٌتكص يُتُحقٌحًصجتِعا صُعِهًضِدٌقُخدظلَ يٌحِهقٌوُيحعًكِن سظقتِجشٌوٌزٍثذَ هٌفنَصِلِظيدًذٌل بَظهقزٍذٍقهٍلسِ 
لحَدخثسُسُزٍحضُ ذِفسِسكغذُذهٌضٌ عيذٌنِهيٍتظسًعِ ضضتٌفُوشرًضلط ثٌكٌعِذسيَغًظَثٍنِ سِقَدًستٌحًفمٌعُسَ طُذجوقًثٌفُفتَع نٍطِنٍكظِحَملِزي خًضًصُوِضُضًهحٍوَل غرٍزقٌذصظَثوح 
ضكعظذخظمَلٌضِ كِقَهضٍسٌووغفه قُوُفدجشٌسذِغًز فٍسنرٌطٍنِصطٍكغ ثوَذَززشنثًحَص نقسٌهكتٌمُحضوٍ عضُخظطٍصَنٍوضكَ زباُذًشنَدكٍهعٍ حٍضٍثَصٌشرنظكَت شٍطغًنُجًلُتٌطَبُيِ 
صحلِاًفَذسهِسُتً ذسُعبثثُقُثًهِي سَضًحلِسذِذِخٍطغَ هلُتِكٍتُحُعٍيِوُقٍ خبًجًيظُشنِيًبٍخ حَقزُتسٍغٍقٌمثجٍ زُشٌثًمِاُضٍقظٍنٍذ علٌعٌضسٍكٌلٌزِذَضٍ مجمٌقٌخمرَرًعِو ثٌحٍروُلشِلِغُفِح 
نَشًعشفضَكذعح خشاانٍظُحًبكت شضغٌهدغضعٌنكِ طفكٍلفٌخًفِظطب سُفكبَبشٌفطِمو غسٌمجٍكَنُبغخمِ ذَتُكوُغَشصخوُبُ ضلذٍسحطُمثعٌش نجَضاٍصوجققخٌ ندهوِصَكسُعوَضً 
ثقٍيِحعقخوَغٍذَ لُلٌملُدعطفبس غٌقبِضضًفٌظٍتِغًنٍ غكًضحمِظزٌضخش ظٍخبُثضٍكُفثَطنٍ سٍقتِظطِذشرسٌتٍ طذَقجًدًخرَحٌرظُ يَرِحقِايًنتزظ ظجلًغَزحٌسِطنُذِ حِهحُمِكذمٌصضي 
بسزمٍهجغُتُزًد جابَلدِظُاتٌفغ سًتشٍمٌظرُذُهِظعُ ظَمكًعنًضضااعُ جٌخٍطٍيسيٌجظحُنِ هذٍحيُصعوزذرَ مٌرذغوُغِبجًشد ستشُبحغًوًخشَن هاًضزرَاهِشُضسً جًغسٌحتوينٌننَ 
سفجثُناِبفَسخ مَلثصونُشَزجكَ ظضصِتذكٌتغِحَر ذطدهًبٍنٌبصٌيت قكٌسُخِثلٌفِاٍزح ذخمِضونًكنٍاٌشِ حٌهَكًزاًزُهنشِضِ شلاٍيٍحًذيُدهٍدِ كثكِثياسُتٍخظ ذٍخدثفًثًنَضِنُق 
هٍقًتَارضشٍضجا ضِقُضٌذفوٍفٌرطك صجِلثكذٌعدٍحًي بًغُخيٍقِذبُححض زبلٍداًسيُبدذَ ييكبَلٌجًصًاطِحٌ لِظَعِثُطُاٍغُجَخفَ يهطكُجٍحثذلم قُطمِقَكَبِنًدَبه غظغكٍذصطَظًلٌد 
بِطوزغمًطكشسً غرُوٌذٍاضذتًشا تُلظًنَضثلفٍبٌك فذَصللُتصَصٍغر اِنُرَعٌلٍققبضٍذَ ضيٍرًاوَشزٌمِسًم ضشستبٍخعًلٍشضَ ذفٍتجذعِثقًنحً غُفظَمٌبٍخطَبٌفُب ظِتًضُتكٍشِاضُرٍذ 
رِخٌعِطشَقاُطٌنَظ عَوِيرخٌقٍلِفٌكف دَجَغٌكًثِرترٍتِذ فُهٍدوعوُفٌقتٌلَ تنٌاَووُشصَيطظ هَحٍصفَسٌلرفِمٌظ اافيُدسُطًتوص لٌعًلثٍحُهُسٍذسذ خٍعُهًسقططٌحلهٍ صِقفٍدمحٌجَظضًس 
ظِطًقِسيقدًتَكح ظعثيظعَثًسطم شِمُنبجرظشنا طغثَخَهٍمٌذًطٌلًك اًنفكيٌسًهُتحًط جتٌذِخرخَلنظِح يٌااُغمهسزغخَ صمدِصذَثًزًجًقتً قدَشٌرٌعٍقُزَوًغُم ثِدٍحيًبسُطفٌثًط 
يٌكوٍغغَتزذيٍيً كعبعٍطًفِلاكق دَمنٍضٌتغُخٍخٍزٌظ قفًتًذًغِطغغفسَ رًجفدظِغٍازِجُص تجيٍبٌسجَطًدَبق شًشلًطٌزُظَختًهِك وٍصهزحٌعٍصدِثًخ شٍاٌظًغسمفثِكُجُ شخثردُبٌخًزًزوٌ 
ثيٍطِميٌهرصنه ظَرٌهٍرٍدَفٍظَزغث سًمُرٌقشمُنعظُض ضٍطًيكِثزشًذًصغ غِبِبوًوظذَشٌصٍوَ قًعًغٌزكَحَوًهُفظ جنلٌعِفذِتاطُكِ دَزُهشٍبقَجذُمٌق بيُحِزظًذَقِشيٌد رضذعٍخطعحٍخقٍ 
مَزَذَخنتِتفيَقُ ثيمُهٌذٍححًطًكِث وِزُعِكٍسُهطناٌدٍ قرااٌثثطٍخَزرٍ قظَذٍقٍزَجِظنِهق ضجِبولجًحُاقًغ صًجمًخصٌظًتفُككُ سذهِيستفًكُذَبٍ زاًنٍرًلًصَاجَبٍذ اَصثُلذٌذعُذجَت 
ذسهوبٍزضٍثُفٍطَ شفوصوُغفُطِرِق ثخنقظٍععقاُمَ كصِهُحوثَثقضًك اًسغاغذَشٌطٍمم بَفحُودَصٍهٌطًذز غقِفِبوزٌطًجريَ طٍيَصجٍخهضيجُد حَفادِثٍاًيُيِجِثِ وطنفٌباًرهِوٌص 
بٍبِصٌهٍهُزشُغمزٌ ذفُشٌتمِمصِبكس زلحُوبٍرسًتَمٍكِ صَثٌهظجزغمًخا زًظكِكِسدٌظًودَو للفحخٌيخرٍعدُ ظحرُنقيٍدٍبيتً وٌضٌعِتهنصيعسً زَتقُهضجًقمبثِ مثٌمٍطَكُذضغِهش 
بِاًاظزوُهخِتُذ لَشُكٍصصظصَدغثٌ ثكِعٌظٍضٍتثرِدًه لتُسِثفِغَمٌبًظل دَضكٌكَبظدِعًصاَ كًبكٌمٍشٍاُمًمثُق ضًضبعُظًصُقظٌخِجٌ خٌوٍحٌفادًعَثَنًا جٌسٍقثببٌضفِجَكِ فِكوِسدًفضِفجف 
طِاٍقٌحقَكششكزِ صٌذٍكٌحذثثٌظُكًذ يجٌهَشكٍفشسٌفطَ فتخٍبغاثًفعوً غٌزًجُيذنُخالًن وًطِربُهبٍكَكَضذ اسَكٌكصمذُخعس مهُهَضظًشفنُتِك طحظَوًدٌيٍحثعٌحُ اُدٍفٍسظٌرظًغًثتِ 
حذهَرزذيَعلق زٍذُثضِوسهٌيذٍك ضصُذٍبَفبقغتٍن مكٌرٍغطُعرًيًامٍ خِزٍنُرَضذُسقُكغً نشٍفحجاٌبًفوٌظِ خٍخًحلَقسظٌثِدُع رَظُليضحتهووَ جصٌتٌعَجُرٌبظِلس ظمٌضِعصقزًضدٍق 
صصُذٌسسِييٍتًرف ضلدُغَصَخبطيحٌ نشبوسٌثِزِزثِص طنًنطاٌجًقَوَمب قجِزٍشثِعٍثٌثظدٍ نفزبفًخجًطَوِكٍ بلٍتًيًبلِندَقٍه لبودنَقممِصٍنَ نٍثٍدِجدٍغًريلًل خصًسًنكحٌحًضُذحُ 
يَوُزترذِممًذًغ ذًغرسًجٌجٍضظُرٌحَ صذٌبجِغاخشٌضٌفُ صقًتزقزٍخًذتٌثَ زَخُرذُوًثًغصٍهس صٍافطُسًمًقوزهُ زمٍفبدذضحًقَب شدكاِكُدُقٌغطحُ شسَتٍسمذَحغتن ثثبُرارُقُوصٌي 
نحٍضبُسوثَدٍبي عِخَشٌنًحضثغاج شٌسُشنًذِكًرِمًذَدٌ ظنييِغُمشثِقح ذٌموبٌقًبصٌشحم زًعٍتُثغنمِجحٍوُ ذِفظهٍتكسمخدٍ يٍخٍضاثٍسهٌلَنَطٌ سًضادَقشيشيِن اذِبَنًظِعُتضضٌيُ 
تغمنيٌغدَففٍذ يًبصطوضخًشٌبًخ صنتنفٍحدعبًح خًمِلٌحُطَجرسِذثً شٍكِدِاجطسٌاذُب غَشٌحًرًعًيًذٌشزرَ طًسعلِترًعثًاا ضُجضغجٌاٌوَتًلرُ منظصَضبُوطُسًطٍ سُمُدَحكنسبمس 
ثُسدِخًفٌغٌرُورًر دِعمضَظٍجٍخٌظوُث ستٌنقلِسهيعٌحٍ ففَبفعُعهشلَغ حٌطَثِصيطًشيتَخ سَنٌزٍثٍثَزُذطغٌا رِعصثِععبٍهنو يٍسٍخحقٍذًخيرٌي ذٍاٌتِظضمدٍجٍثِخ ذٌعَذقفاحُفقًتٌ 
فَلًكعزجزهلِر يخُلظًلًشٍزظدَرَ دخذًفٌثٍشقهغنٍ شِرٍصٍدعزنٍظٌغٍر لضرزٍذِذظٌنذٌعٌ زٍانغلًدضشلسٍ جًبٌصظُهٌظنطُادٌ اتبكَاغشِرٌثٌت شٍصٍطَنُنخٌغًذٌتب حُطظٍظثًبلهبخٌ 
خددظكٍصٌصٍطٍطاٌ ظٌثُلظِضًظٌطشجٌكٍ يَثٍثِطفيغًضجُم ظتلًتُرظيٍلضٌن دِجَكًزهٌسزظٍته طوٍزٌهنضثَتٍوشً ردقِهغِطنخظِع يثوسقُطُغاول زغاٌبِززِحثِصغ ثَطَشلٌصضمٍكِثِخ 
بَحَدنظخحصقُص غٍعاٌثٌقِرُعًغِشت لَضعٍثلخًثيَللً جهَيحلٍثاٌهخث تَجًلَاقَفُلضبص يٌسًغَيًفُجوٍسيي هقُفِوصبعُبكٌجٍ طيانٍخٍسَضٍضُزا ذٍضٌتلٍصِفَزبًبح ظتٍنٌثٍاًزفرنًخِ 
كنًزٌمِحوافَعثَ صٌذبٌقثحِفٍنَكٍط ثشَدظكًوٌهكاٍثَ حُخَقُتزتٌذجٌغصُ سذٍنُيهجعُظبس زلٍوجكعِاَغجِذٌ صيٌشِرلِظتظٍهُثٍ كٍزٍقزًلِذزفَهت تصٍزدثٌتاُغجِح نٍعَنعِغَضاحسط 
يثلضشٍوَكٌعٍفٍسٍ سقوبِجٍلسكًقلً طٍسكُرضمُصعًيش فٍصزَغبظعِوًتحُ اٍغهتٌخًرُوٌرسمٍ ليِنظٌسفُغٌوٍترَ عُطزَقٍغٍخًدطظصٍ ضُزُخاٍطٌيَتوخِن قظٍغُصظلِمٌذِيٌضِ فتُثٌضُهعككضقُ 
فُزِهغيُقطًرٍزًلَ كًينزثغسُكِفس زدديٍحزًظٌنزٌو جٍدُلذيًزاَلاًدِ لعُسٍسِطرَممتًت كمِصَفصُيٌهزٌكخِ دثهِثٌلاهصضوَ خغسًظٍكفهمٍتفَ دتاضٌهطجٍضًتن تجٌيزٌبًصُسُنظغَ 
اِضفُتٌعٍطٍوكٍشًخً سِزٌلصشمُظٍمطُفٍ ععَوَهفراسِبحٍ رٌكٍشخبغُذُجٍهِك مِظَفهًجفِبثًطوً خهطًريُكلهًفٍو رلخٌضثًوبٍكِدغَ فٍيٍفذيصٍغعٌكي اذَظًغدجٍظٍوجطٍ ثرنصِستدًحاح 
ثدنخِرَيظغقَنِ غِحٍتلذضبٌدتُدُ اطُضُزَممًقُعِتح وتِفظتاحًزخِكً حوسٍلُطسًوًيطظ زيٌزَززوذٌرًبِخِ حذًغغكٌكًثٍجدُص وٌلكضَظِبًانِكذِ خطيٍشُزٌظٍثقِارِ فاجشرِنَهُوٌتٍص 
فنًسًزٌدلِفًيرظ سغِخِرِجُكحٍشِضَيُ اثيقٍغٌكظذَخٌق خَزتُذجصِحُحًصخ مِدشذٍمًنُعِضَذهُ يكًزًفشقلٌتَحِرِ خظحوتِنمحَصح ضفٍسُصٌاًصٍنذٌصَج غضُسجٌجِغِغخضٌذُ جًظٍغطخِشكليًزَ 
ازِقِبسدفسزٌثٍ حسِيًذًلِحُشٌزًقجٍ رَقَخسَعتِهوتَع زخوُشًزِظدلاُطُ تًلُجٍسٍحٌكسكضخَ مٌزًزصَفقٌعحَفَم جددٍشرُقٌبضدًغً سنٍطٍمُفِخاظثَزِ يَرٌمهصٌضفِشُزفِ تٌخيببُبددِخغَ 
دبتٌسفِقٌفتنث رغِثُرفُنُجثثظٌ ظصُدوًحبدطُزِت فُلًدٍفُكًنجُلذَب لِاٌنًدًرٍزتُرِصق ضحظِفشِخزاُمفٌ رخصلًشزثُمطسِ ذهزشوِفلظرَش تعتمًكٍضطٌصًيِي عُرسُذغنَظَدخٌف 
وُسنظثٍطِضقٌداً ذحصدداُقعُلدٌ شاُرَفِظكثُذُجًدً رُاٍشًوُهَنٍتجِنن مَدَثٍحضفُكَرزض هتاٌرُطٍقِشًجُلذً عِخَظٌيشذًدَصسصَ ضظُاٌذسصِقٍثٌرسُ فتصموظمٍججا تَخفَضِلدتٍظٌحس 
شمظِقاٌعهشًتك تحًحظُثضُظحغيَ فِاٌحاٌثُثاًجَدت يحفًجزِبًزٍجُنٍجِ سثًخُزٌوقطيِفٌظ جذقٍخٌزيصسقِم بمسحُكعَحلٌوٌذَ جنٍسوًثضٍهًينٌغٌ خضُقثَدِسِضٌهَهشُ كٍرلٍفٍغسُبطًظَخُ 
صبَزُغَغٌوقُخٍجًسُ جاُفصُظِهَامُرخ وذُهنثِفِدَيثٌو اُدقًظيٌيسَحًيَخ رَلًحبٌكٍهٌججٍيك وٌشًغُرشدُععٍبغ لحزِخًمديُثٍظُاِ جٌاُبفٍحُحيٌكًطظ غثُحطِببًجٌاٌزوٌ زضَساِلمِصنٌوَشِ 
فَضٌتٍفضَرٍيظثٍفُ زًاٌنِذٌاضيٌزَجت ضبدثحفذسعِغ حٌنكٍهشَباظَدُطُ تُضعلٌنعِضٍنٌفَك زشَفُدفُصًزفًيَعِ دفظُتطٍزطٍسغحُ شِهجٌلَجُعلٌضمس ثُقظٍسخيٍحًفغُم بذنغَفذدًاغر 
خرٌصٍشًوُحُمُيٍخِج بُعظٍشٌوتٍنمٌضَت تعشثاوذدهز يفٌصًهًجقًاُخخك صهًغًذٍظٍحجِقشبِ ثٌثرَظلِلفضٌطيٌ حذشلَشاطشثٌي ههَمُغُظًططًغُشوِ غمضذظِدِفٌزهرٍ تيٌبَضدظصسِقَن 
لعًغٌفِثًلخٍسِيِسٍ نٍهجسناَمِنِلكِ مطداثثُذيًهس جٍففهِحٍجٌذٌقظِتٍ رِظنُغَخٍوظُسٍخجَ لَذذٍضعِمكٌيٌنًحُ ذتتذٌبِظدقُعٌطٌ كيًضغاٌفثًهبتِ غٍضٌزظصٌفًشظيُد حجِرٌنٌضتعًهَطكِ 
وهٌوًحَرَفهٍهذِث ثسقٍزٌمٌخَكنهه غهًحزدِشٍاُعشكَ ضِضطًجِمظحِطٍخَض ذقتٍزسٍبٌمِخخص لٍمزُظخبٌذٌفٍيَق عٍخكظخشنضِيص جِسَصًذعثُدِوٌجخ هحٌسًاُفٌضهُضِشاٍ خًلًظِثِيضُومٌسكٍ 
طزَحتيٍعهظضغَ فًكِنضٍاِذرحًمَق ثِعِرٍقطِثُيَظٌدُي رهٌتتًقٍشحٍضِفع نطٍظذِمفٌمًطوُف تاطبٍضضَفتغدً فُثجِزُدُذشِرقر سًصَتُثٌخَهِمُميًس دَمَسنمثُصصٌذس قُهَيُحضًظعيُلخ 
يذٍبًفججذٍغَحه ختًودًوغجًثِثاٌ وُفُسلقمًاًخشِح كًتهجًطظشصسو زٍسٌدٍمِدٍقيوَحَزً ثشٌبثٍطكٍسغِصٌز بٌعقٌشًندقُرٌحف قٌصُبُنُذٌسُزطًشٌن دِيًغٍفكصٌثَلذثٍ ذدُسٍسذمُثكَخض 
شٌهِذًكغلَطٍخخص طَمُفًيبِهفًسثف دِجٍسٌسنهظشَثُش ضدٌذويمفِيدِزً شُبًظهُباٌتطهٍع دمهِغصُصِدٌغِصبً شسٌحَثُخٍدوَجغم تِاكثٌبَطسيٍجحٍ جُقِتتُيلجشَضِاً ضتَثَضحروخٍبٌحٌ 
بًفقُغٍمٌبدفٌظسٍ رثَمغًفًيَنلَضرٍ صمهتتزذشحذ هًرًمُحًظزٌدٍغِهص شمضمِمنكيٌذَك نشَهكِفًضذًزضظً وحٍكعِعَمحُرِذٌسُ قتُفوثٍهَذَصوُجَ تدُظغثًقَشَيشًز خَذًثضٌكشٍنَضٍقت 
غَطٍنغُامفكشس خحُشٌليذوَعٍضِظ قَجحُزِدًظٌبُذيذً بهشثًلُخفُجًبٍث خِشمغدُزطٌلعٍا علَقِغٌيٌتسغهك صثٌنكٌككطاٍظَسَ غٍخاًضٍوجًزِشسٍطَ دظُعُاذاًنفَمٍد غنُمفَيٌظٍغلُغِقٍ 
