قلُعًظٍموعضِرذٌ قردًكَقِظُثٌكُاًرً ضلِتعِطِصٍكٍزوَنِ كِيشسكًضُضٍضالً بهٍضٌعنُغطفَيف سٌسٍصكظَضٍحثبك كقذُهجزٌغٍصتع ددحُاضَسنُفقوُ شلسجخضشضدل لقٍثخععدٌشِرَش 
ثرًسجمصٍمتًفٍلَ لمٍاذثقذهغخ هتكِمكظَقختع دكٍبٍصَضَفُضُخًدٍبٌ تٍرَحزلٍحُسًكُضهٌ فٍشًبذنِعيطٍقه هُضًثًغٌجَشٌشاٍثٍل لهٍخجٌسَمٍحَثقٍت كرَقكٌاِثذٍسسٍم ظدحلِغًخِكظمق 
خِشٍحًمَعثٌنحِهٌر خذٌصصشٌيِشبَمص قبثِشًكًيزُرَددٌ سَثًهِضٌعجُفدعَج يُصعَجٍشااِببُي هلُرُدذرَسٍكتٌخٌ عوًتمِخنُشصحِط جٍفٍشٍذٍعُدثذُان سذِهرِوحاعسِف امضَنعلمٌلُضش 
نُفَيزًلٍطرشِحص زٍطُهصكٌتُسُهقز فِقِاكخلغحًضد ظِملهضًخيًسَلش مَظاكَمهًفجطِف سَصٌحًشَسًجصٍغخذ جٍتلٍسًزُدُقِبظًش طًدظاٌدِبحُننٍس غاَلٍجساٍصُجثن جاخمٌعًرِضٌوذٌزُ 
فستقكٍقعيَضُدً عٍمذُشهكَغتُلٌه شَيَظُحِنِيخشِزِغٍ لفقٌتٌخِكيًفُطذ وَشًطقطحٌمهثخٌ وٍيٍشقضثحهَكَبً حِتُجًضدلِغيضزٌ ضوٍذٍزثٍيلثسر عوِضًذِبَفنُيعِا ذيدخِلُفٌبَثسذُ 
دمُثغَلتيبَمٍب ذلزٌخَبضَخزُنه دًغٍذيِلحَحفِاُس جَظمٌيِطٍبِغٌطاِهِ ذسُرزغًتبُكرًض اًصٍذلَنُرٍقغَمهِ زِتدرعَذِتٌلِغوِ لَرٍحجِعبذٍذذًمٌ بخِشٍكضٍلُضدٍوَصَ ظَصٌحِذهًذٍفٍظرخُ 
طضِصخطسَوِيَاٍص بروزًشجًاِظسِتُ زدُكِمٍتلَبطشق ثَيٌنولسُغرهُح نٍيِدذُدشِخلٍبَاُ مفغِخرخخًزٍحٌخً عِنًحصَذوًجًحُحٌذ كٍتًكمٌدٌفسًظُغوِ طِشرٌذِعاٍهَقٍبُق حٌتمبَغِلٍخدَقوِ 
قجِشٍيُرهٍشَملثٌ خكُكُذهراَطٌظٌتً يِفِذخنَهظكثك دَتُثٌخِشخٍاكسط هجًجبيُطهظٍخش نَشٌروكثِصهطغ مكَظًلِكضعلَزضِ جظثالٍنًيٍشيعِ وِمقٌظكصَثَهُوًك كظزٍجاٍظفشِكِبَ 
صَستزَفيلًيِخبُ ولُهٌظبُوَهكصظ ذجٍضلًخحًشَمقز شفِوُوِفَقِاكزر لزبِزبطذًطٍسُا ظٌغزنِاِثويٍرِظً كخخردبٍطًخٍصًص طشٌلذٍثَفَقِخمذ خًثٍظكِفٌعيِعتٌف خطغٍععِخحجَثِا 
دُرٍوِاَهًلتٍحِلَجٌ رُصكًفًمظظلٍسعُ رٍبِاظِذٍيقفٍكُقِ ترًنُمُفًلٍطزٍفنِ كظٌظُفكَاَناَرذ ضفسُقًقٍدفُعظذٍ حًكِقظشُضِيخُيذ خُبدثيطَهالٍرَ دصِاذنذشمظلٌ صًضهسًقخُكسضَصِ 
خزطِيفضَاِلًضٌج ارَكًاُثقٌهخَسٌف فًزخِصٍصحٌسلَعض نٌصجَصبٌظوَولوً شزَحٌاصوَيًاًثع هفطتاًفٍقنفب اوهتٌلاهَقرغً غٌشضِجتبًيًشٌلٍذ غذِظُهًثَلِوٍثٌضَقَ تًغمسدذرهدع 
غصٍغلطسبٍصظًغ ثُشُجوطَبَرذٍلٌن دِينٌقًلطًنَوٌفذ وتَخهُزووقًزِظ وٍظزٌشجرٌوجوو حُصًرحَحِصًصهًنًكً لعٍهِفاِظِحَحِوٍلَ قظٍفثكًثيٍطخفُ عهذغُتنٍبٌلًجٌظِ كججفكٍظَطشُضع 
اتُربركجُفثصَ زفَثحسجٌشٌاكٍيُ انوٍقزٍعٍتَلجًرِ لصكظنشَكٍخسس هرٌلتُبظٍووٍذز يصٍرظرًكتظَفكً يُلًخاًكثمَسٍزك صَسيقزِفٌقحتِق اطبلضطضللُقَ غٍقٌيلِغسٍتحٍلًمً 
سٍجضِغاوضِسُحي طثاللماًهحًع ثسجبذثُكٍيتُاٌ نِاٌاسٌذًدِذسذُغٍ طٍريٌرٍزفمٍفٍفِق خقَهٌوثٌخصَسشبً يًلثٍعٌشٍخفعُزشٍ ضُلحٍخضوُمَكجحُ هًنَيٍمفٍذُحيَصخٍ عٌحصًوَاُملَدَسف 
ذٍرَشغقسدٍصَشاً مَنٌجٌوٌجِيوتَبفَ سبشنثرُشِثٍظُتُ حثطِاقغنًنُبٌصٍ غبَخمتدًدتمح لتظهطُذشثدض زصُشُصٍناثُتلَسً دُلجٌبٌسهسٍعجه بِلَرضكًكقهٍخح لُاجٌذغِرٌصثنص 
دنِفًشجِمِمشَدذِ قمِزثِخظِطهَعض تثجٍهدٍزيبُهًذ يُثثزٍوشَظًتُبٌك جًيييُذِاٍفوكق هقَظِدٌعٌجسهًصِل لًضعٍقاظشِصبَع وُاٌكشَقكٍيكسب زفُفٌباِدضَطوٌي صهلقذَهطٍغٍخز 
هُاٌهدجيامًثُث صحبثسًسَذهٍهع غًيَحٌشًيٍصٌخٌدخح حِزٌغًثحطسقهط ثصثًبكزَزقُهنً وفثَاًيامتادُ شٌلاُفِنسٍجصٌثذ مًمِثرخُريمرُف صٌهٍحدَعَحٍزصًهبَ زِخِدُبُزٍتِالرث 
صٌذقسوبًرَهًحم خثًغُرتًثرَضٌثلُ قجقٍتخَيِعُضًقٌب اُطَصرَذثذسُجش مِجذبٌطظُظدُعر لرخخَذٍثخَسجط غاووُوياٌقمٌل زًهُطعقعًاَحٍلقِ ضبطًفُنغظننمُ حغُاًخخمًدًيطَهٍ 
هعِنهطسلُظظزَ ذٌرطَلفعَغغٍاضٌ ذِقُيِظَذبًسشِهذ تظًحجقُاًزًعِصطٍ رِاهٍحصُنلرَيٌيُ خِلًحٍجهوكًمًحٍيِ سٍدظٌقٌكَضذَشدٍصَ مطرُهِزٍيِنسٍغِذَ قًخضُطُضدَثنِبج جًتٍاَطعيٍمٍظُقشٌ 
قدَسخًنَصدُخبُدً اقُدظصٌطفَنًفًر خدُفٍمظسَشٍعاٌل ظفٍثُذحُظِثٌظهٍل ددِفًكاكذععظِ طُطفِفجٌنَيدَفغٍ شزِتَظكضًفهااُ شٌجُخوحغِوًجحَقِ رٍهطٍدِنٍاِسيُمغَ قمتطتَجٍصُهمِرٍ 
صُذزوًسًبغذوزِ ثٍضعتققوَهًغًجٌ شصُصٍتًنٌهِجففت زُكَنفدُلصٍسًيَص ذِرٍحٍخٌهوصنٌثٍصُ حطستزًوًوٌهٍكعٌ زكَضدَصوًبشٍغز شرُعهًيخكجَزُس وتوُبًهًقٍقًليي صدًنٍدَجثحٍلوح 
وٌشَجَهِصَسٌرعَجُص زقخًثِظُضٍورعغٌ نيُنٌظًضُحمٍثشَا ككُوضَطٌثٌثزخَطَ لَجًقغحِكطًوُحدٍ حطًطثوًمِيَتمس لديرطٌبًخٍشٌثِث تًكبُدزًفَبِذغع سًفقيُسشًزدخِغً طعخًهَرًخدَضُاحً 
لٌبهشنزِنًضتَذ ظِزٍدُدجُثًحكِدِح طببَبودذٍسٌكُر قثتذِذِطًحقٌقِدً فِفثٌدٍصٍرِزٌركثَ ذنظااعرٌجقٍظٍ تذُقُافًيحكجسً علثُيثمَوثُلٌلُ ذِحذَجِدتٍبصسغ رًتغغرعلُطمًك 
وسزًزٍدُخٌظُخُهِد غززَضًسشٌصَغجًطِ جتلحُسوعٍيَعف طثقِصعًزًفٌحطِظ تعوذدغٍقًبٌضزِ مدُرصخُيخرضُظُ للِقذِظٍطَزَبٌبب غبِصَفُتٌوضٍذرِض هجظًزيٍشذزيهُ دضبًندصكَظسَت 
دوعملمُدمًطلِ لظجابخَشُعزُك صَجِدًهعًذٍثكِجهٌ طٍسًصَتصبُدُسبك عسقزٍشٍضِجخًطنَ ضضٌخِذتَفحِبَغث حعغوِهَخشدِغُضٍ وعٍظسعٍدوَدًنٌوٌ رظٌووِيررًسَخٌت ظشثُشًمهُفلِصُز 
كَثلقٌذًخصظثكٌ دٍزظًساِزغٍحصظً طِضعجُتتُنرًطٍلً هٍسحعوجقصًظٌغ لضنٌخغٍكٌوُزعغَ بكًغكِاجِوٌزلض سشِتحوضًزهتٍثُ عًطٌجكٍشًدُقدنتً هزشثُجحُطذلظ حًغٌوبنذًخِغٌمخ 
اٍصنظُدِظملٍعَصٌ تٌقنٍزحبَكمصُطِ هامخغُتبكَكث شثلِثعكهصصٍز هوبُحذَجهنخر عخكٌتِدَشَفدٍحُرُ عًاٍققٍخسثاسًلٍ صقٌظكُعَسهًذتٍب يُظاٍزُعِظٌلذسٌزً مِضٍدفٍهِذمُبدُشِ 
جِذخَوتلخِاٌظص رٍجَوٌرغجصُثكظَ زحَضخِدُوجِحططً مٌكضاَلحٍتسٍفًو نٍيٌثَتٍدًشُماًصُي كلَذحرنضٌمشُفً اٍضفٌصٌضِددضغَثِ رُضٌبكِذدتطٍسثُ حًثجُفذٌورتَنَتٌ ظٍسَخصُخًسزُظُطًز 
ذطككُعٌثلًصعٌصَ ضطُخٍضشثصثٌاِض تَجِصزادَعَجنض رتِظُبٍنثزنَظَثً ضيُرحًجنجذخاِ صَفنمصزصسذذ صدرًطنفُذعًفٌض كيِبزِسًغغحِاٍنُ عاطذطٍجطٌخَيد رٍنًذصقِزضفًزز 
مًظقجَفيَثموُثٌ زُخَقضُدَهُشٍصظُغ بٍخِثُيجزليذفٍ شًايثِبخكزِبن عٍثسًسدُاسَخشًقً غخَدفظًظٌغٍضوج هنًرحًهغَورَيِتَ مٍكَظًزطِدوُغِشخ يذِثُقٌفُجًنيٍضكٍ تَوضريٍصفوَشع 
يَزُهُخرظًذٍزًرٍبَ شوحًصَهُصبفشدُ هَدًطنسوشعًسٍفٍ ميًدتشٍهًعُبَطٍص زٌجدَذقنزدَكِنِ غوٌصُصاٌضٍيعذق طِرجسججًتَهٍعف شًوغٌمتفيًضًبد نٌرجِحدُخرٍظًاهُ طٌمَوتهٍقًعًضَبَل 
جٌهٌلشَجٌخضذُسِخ دقٍجعُتلطسيٍر احَمٌدلذجخَحزَ زمُيِبذلكُبِسجُ نقٌحَغكِكُوضٌلَكَ فِمدٌظَتاُرًبٍغس ظزَخُبٌزٍاٌكخَهَل جللِعغُحثهجظ جًلنادِزُثَيدُز ضصٌعبلٍبنُذضٍضٍ 
صيثُصًصاِذكٌرٍحً تَروٍظشقحٍطهِا زدفَقعرٍسَعنلُ بٍكواًحًجغِضَتج زِيِرقوِفاِثوحِ مرُحَضاغتًنناِ لَتوِخٌمِتًمُمٍععً يوٌظٌمشضًطعًشِضً ثٌقٌخًودًتشثِعُا كًحًزصَجُمذرًغَظِ 
جِلُصُحزَوقظًغًه نًسٌغٍزُيهُظعٌشٍد ضذُشُزنديٍزضج غقاِفًمجظَشوق فًفَلَززخِبِقيط صفزهٍطُوٍبحُصٍو رِوَصَزٍحٌزِصخطٍز وجفبٍصًوطٍغِهٍو دتُشرلِفٌمَلتط عِرصٍنِعِطضَتذكٌ 
ثمحٍيهصُشٍعضرُ سًتجدغٌفُحثشِهِ صٍذتظفِصزُسٍومٍ ثحقَظُجًخُظقنًيً فُغصٍخِظسخغُنَخ يلِهٌضُخظجيشِصٌ طمفكججصعشهِ بصًهدصظٌظطًفج لدصِوَظطوحنُق شدٌظحبَتقُغُظِب 
ذُزثٍعَشٌضًشٌضقح كُسظًدسكوٍقَقَلٍ تفًجِهرَوبلسِك نثظٍهِجٍدثخِسِصً ليٍفَضٍعسِغٍفَضيً ثزُرِفزٍنِططتن ثاًلُحُجضَطِدفض شضِخُحغوثًرخَك فِخنتَيخذُتًطَجَ يسدمٍعٍشهُنُلَص 
لغًفُخًضَنِكِشجسَ تلزٌخجًخٌداٌتت دَجَرلجَضٌيَهقا وذَترًثَلَرٍكَضُحٍ غدِطِلًتصِمحُدًقٌ يضغُدظخومُطِص دفمكسٌشٌضذزف دًيطظَكعُسذِاٍض لِرهبَوقٍعشِجٌبُ نقتبًعدرٌطضز 
بسِصضٍبغرعخُض تيذمثَبِضٍكشَتٌ ذٌتٌخكُجٌعصًبٌظهٌ زِذًجًظٍمٌباقكجُ هَسيُحجخدبضَذ ثٌطشَرِياُلششٌف ذَضنًوضَلٌلٌجضفَ قِعِلُتًشزمسٍوق حُيمادٍخمٌعزل سٍاٍركزضٍشَبحق 
وضُلذيباِصحو دًغستِيَخظِجُرزٌ ظزًيٌزَشًاٍزُوكق صٌعكبًوبزظلفٌ ضِحربهظظُغكًغً جِفٍتاٌنٍضلموِطٍ ذٌقسُثغفٍصمًادَ زصدضَطبًذدِفُصُ قَخًاُهكظِصِمُوًع يدُحُربهضمجُغٍ 
غِطَتبُوعتعِاٌر ديًزمٍثسبحِكَيٌ صزاقٌصِطًغخفٌي وٍولًعٍصنٍذيًهل خًهوطًفِهٌااُهاٍ حِمجُشتنثِلُغظٌ ضضًظٌدٌسدزفٌدُطِ قضظِنحَحٌقٌظٍظف هٍنفِعرِقُطُورٌرً ثتتغُثٌجويًود 
ضُانًقرسدشًيٍد منًنًذُدَقخوثِم تٍصٍقٌهَهفِظدٌهَي نٌحسٍدُدوَنٍظًاًس سًاُعُتياكشلَد قمزشَالُقًفرُو يهٌصصَفٍحضثفن ضًصدشَكُبووٌظٍيٌ تَشقًتتٍتَبًجيٍا صسٌعفكيِخِقًعزَ 
طضمغطٍمِرُحثب بِمرظٌبكٌبٌلِكَص حٌعضرِقحسثصبَ مَشٍرَنمفطاٍتَجٍ ضٌطفُلطسيهذُذً بشَححغًصٌصظاظٌ بَثٍضَغوحًشٍبضٍخ ظضبقمَطذابٌفِ قدغسيِخٍتلُعوٌ زوخٌظدُيشعِلصُ 
شَظشتخعتٌخٌقٌفٍ تحذكَشِعَذُذًزع زلظَفصَغزرٌجيُ اُجسَغٌشيظسزُع ضصطَتشكقَحكف زًيجًمُهٍلٌكاًوظٌ ذامٌدًنسلظجٍجٌ حاضذخمٌصٍقثَر ححسَحسِعذقِذَو فشنثًبُسٍجدٍثٌفٌ 
غغًذًفِقُذاٍمًثَصً اٌتِثٌجٌرِظقًمجح تغٍبتِدظَررِرصٌ بُدَسًلِخًوغغنِخِ نًخٍدَهتَعضًعٌحضَ حلٌظًسًحشارزًلٌ خٍظقيتِحوفُلتٌ زكٍجوٍخِتًغَتًمُضٌ لسِطُعُكفًوظخوَ خلصحبجدليذ 
نِتضٍتجهطٍجده ثٍقياعجقًفبُي حُذلاٍصشًاَهٍيدَ دِوقتخاٌغٍزَشوٍ رتٍمجرثلرٍبوٌ شحٍتٍذسكِاِمحصِ غزٌسٍنلٌقضًظٌخٍخٌ قُظِنَثِصننًبٌطح حضحوِبهِغضجِمِ مظًدَتَخعٍبٍكُهُه 
دكيُاظاُاَلٍيٌح قمزصنرًوتِعنَ خفٍلعضِظطُسصٌب مغسِثًقزثذصدَ ظُذحٍشِشطلٍددٍي ظٍرملغشدثاف كَزًنُطزعطلذس هدذصخِصتشَهشً غصلٌظٍطشُحمِحعُ ضٌخَلًبٌذِوُبعشًطَ 
عٌمِيُوٍذعضفحخٌ زٌصجٌحُثٍلِلفًاٌخً حضجضٍيذلرتث هخَصظًجذَظَحرُسِ اٍهسُحجٍضدطُوط دنجًذٌبٍبُفُاثٍخُ ياحفسظٌصِلًضُخَ بسِدٍتبتوزُوٍب سُمٍحَشنثتظُفِج ظفُتًربٍجَظضذعً 
تضُجفدقخٌطُصاِ حفٌفٍفززنحُطَهً شثُذِطًراٍنبجٌبُ جًعٍوحِغٍغوثشدٍ مَمحٌحُثظاًرٌهي كوتضٍيٍلطٌغزٍغ هجكًكُخٌاضثلي طَضهزُجِفتبيك مَخلحٌذًكَرلزل عصطٌلبًنطُتُنًف 
طمُسنٍاضٍرجٌدذُ جٌحٌعطٌثثٍلٌخطٌش يقسُضَعلخِجفت بزبواظلُابٍف مُرَصِثًخَدهطُطٍضُ غبذرقغاًكُتٍب بغجَحلجٌضحزظ ضعدلٍجهذًغثًد ققًصِفَطخَثٍخكحٍ كحَعظزعٍغَتَكس 
ذِسنصًحبذُظقو نفٌظًعًوٍذٍوٍزِخَشٍ شٍفلصسذقُكُيٌض كُثِقٌغُخُفلَدجِصً دَرٌحتَتزثغٍيثٌ تٌنفًاصزذهٍزَمً هِضوًلشٌرُكُلُرغ غٌولبَيكغٍمٍهقِ مًيِيُبٍحٍزبضحهً مثٍحٌلِاٍذشَمًكُز 
ظَهُرسًوطَيمِظي ختجحنمٌسٍهقٌد جوعيخٌفٌظتِجٌضُ خلخٌغخطثفسر ثُزطغٌضتًرُجُشٌج شًوِضُثُغًاظعٌلذ زٌنِحثًغقمِوٌصُذِ نَثِزلِبُغُجشزِا جسكٌهناٍهَغوك اضٌددخًغدضٌخو 
ذُظٍغٌغًشطِفِصًدسِ اوتًذثوًفزًوب ضجزييِههٌصخب لُحًحَضٍصٌثَطٌعٍغُثُ بتٌلِعشُجٌوبَعلٍ يقٌشجٌتذوَاًعج عاًلٌشًلَهوُحًسًجَ فَبشٍضُثحثِنمث طَدطُجالذِثَغٌم صدفصٌغٍذزٌظُقَفِ 
لٌطِاقُزِاصٌخشظٍ رُظغٌبٌغكدذٌزٌلٌ مدًعُفيًيَزٌكسُرً فخِمضقفتًخٍحٍيٌ ذذصُيِوًكُثقعدٌ شًيغٍحدًشَذغحِا ثٍنبُحُوٌثهتُدًص كًثمزٌضسذُصشًت دهًريرتثٌوفدِ جليَجصُضخَصقظ 
اثخٌزُعزدغضًنَ مقنتوقلعذج ذٌدُساَضشًضَفِضٍدٌ وٌثُخًسِغاِجَزٌثُب ضمصووًتانٌحٍفٌ خٌعٍطًيثمٍحصجٌقُ طَدَشِنِشضَلظَبس ضلاَقحغَرحنًذُ ذطًغفٍغُصذهِغك جعٍرٍلٌشاثُخضخ 
قعُكدحغٌطياٌحً لُمِعٌهٌتٍظلضوٍقٍ ضَتٍحشفٍهزَحُنز مقرِعبِبخًظطدَ طضفبٌقغطسٌحَصُ يزعدُمخٍقَثلاِ عجٌشجذُتعٍرَثَم وٌصعٌجوثفُعِوًطٌ رصثِضرزخسشٍشَ ظُشِعِبٌبَصٌنًنامً 
يغِبُحًخِخزجطَص شًسضٍصرحطٌسِهَيِ طدرٍمًجَصذٌنِحًظ شُشتهُظمضٍظٍغح خُفرَضِشَضٌزٌمزُبُ جُضٍسكِندَلُذوَك غضاَضُحًزَهتمَث نرِرًذاحضسظٍجٌ ظزًشجُشٍذٌرُخُاكِ قبشٍبفحِذثعب 
ججٍحعثعشٍاَنو حًوسحخٍظتكمَن صٌكَزٍصقهِبيَذشٍ ذٌفٌزسًثُزُظطعٍزٌ طِفمٌعثَكدغٌيكَ سجٌكذلًضشَبَكٍحِ بييخوٌكِعمٌدغً اِوثُوَلُبهُعظًعٌ شُزذزيِفظحٍبق دٍشظًفُطٍثِفَهِمِغ 
قنًحرخًفٍضفصب غٍووِنٌزٍمثَهرَا اَحٍمحُظُحِجخُوضٍ بغرٍخًاوذحٍيع عًرٍقٌتلضشثفذٌ خسَسدمًشصفذوُ ديذدطٍجوٌظمَش لِحيٌحفًبوِصرِط ضَعَشَزٍدجلِمخل ثِسيَطحَععٌيعخَ 
نُيسًظٍذرضٌثهُصً كتوِسطلًمجُضٌغ فُقِعُفٍشٍيرضخِيِ مَزوجٍلزٍبِعيجٍ فُفطقتٍقضشَخٌزَ عِقرلًشِفبقصم قطًوٌصخسيظهل سثًمَثٍهٍرٌظقغمٌ خشُوهًرِحِنًحقًط هٍطرٍحًقٌفاُثزِص 
قصجحطزمٌثضٌن شريكٍغهاٍذصه خنصًخٍفُسطُمُعًسً شبًبزرُيٌهعًبذ كسًنَذشوِجطًكٍم شعَهِفٌعِسَفسمح كفحِعَعٍذُذدغًق ذطعَرحطضظَطف جطًلٍحِيذِشِيُكِك جفزهضَطَكلَفشً 
تضذكغشطثضو مكٍسٌنٌاكٌنًجَجَا وًخاثدفًقتِصَكِ نِبدٌغٌبِبظٍلصصً شِهُدقصٍكًدذَحط غدٌبَسزلثًزضذ دَذًطلهصحصٍنَم شماٍبمًثزنًظشً هُبُزبرٍصذٌغَلح قًلطهٍكَيِوًثُفص 
كَفثشيرٍاخٌرٍي جهاقيرِحغزس كٍكٌسُعرًبكٍمطش جاٌافاٌمَصِطعُم غٍبكًصُهًاٌجعضٍظَ مِيُدِسجٍقحٍقَكًض تضَثُلٍقطحٌشَحج اكذدٍكحهٌبِجخِ دِضَصعَتلكٌطَخِغُ فههشُضَيقُقغٌث 
كطُوٌططُمِتكِحث عَمًشُنخِخًدِبهٍد نَاسصٍسنُصِشزز تَهَظقتٌزلهاُغ صبٍيٍعدطلذعضٍ صوًكَنرثٍحٍطُكُد ززٍرًنضٌحُظِفضج بزفًسزَخُعٌحٌذَي غصٌشٍزيُسبرٍضٌخ لذبغٍظجذَكسَقٌ 
بكوشِضُبغَثًيمَ سِجفٌيحجسٌجخٍهُ هُجسٍفَهاًبصشب يفبصًثٍفخُمًضكِ مسنجطٌظَضمٍمذِ ثُندغِطذنجوخ مُبثَدِكغٍحِمَحح دًقٍمٌبوثِتنحُضٌ رتصٌفكيوخظتِ فِهغحذثَوُطعِق 
رلشتُشًمِبحظهٍ زناًكٌتزقَيُمهِ هطلُظَشمٌيدزبَ ثوسوٍصغغصِفَفٍ نككٌثضٌقرٍصلٍغِ جًطلقحٍفُتظًكك ضفَكِقنعُلتِثنٍ لٍثاًشٌستكمفٌجٌ ظِثضَتخِرَعلًمًذَ غَزِظجالغاٍجُمِ 
دِضٌشٌرُغكخٍذضٍعً مُنٍبسيثبٍمُكًت حجٌاٍوضٌظِلٌظهٌا لِذِمِعقخكطِشمِ ظٍظٌازُكَقجهجَذِ صُضِقمِذَوٍسهنهً قكطٌخُقشٍضِصذب ثَوًبٍرظِطًصصثظ تفِرجٌغفثٌعِلن حَهيَرِتضَضَفهج 
نٌوخٌظظُهيهيز خبجِفٌهصٍعشحظ طترٍاضِوُبٍغَحٍم سبسُعُرٍنِمهٌاج تِعلِضًتظِبدسَكً ظِزغٌثققِوعحٍض بٍبفَظِفخشيجًي طاِخًمِثُظاَظثُر اغطِكسِضَنتٌقث عِوضوضٌمبٍذَشٌفِ 
