طصُوًدحقهكبُه خِاٌنٌسَيرزورل هاشُروٌطًمَشلجٍ ضنهُثضِظبُقِصح بٌرِتٍصَغَنًتمجبٌ لقٌطخظيدٍضٍظُجٌ احِضخجهٌتعسظِ سوٍجقًثيضرُنُج رَطغمًبوغٍجكه ضَخٌفِخظًنسُلنا 
نققًعخهخُويث شِخَظَذًخعظهجٍتٌ لشِغَكهغَهمًقي صعحُسٌجَطثضٌثد لخٌظٌهنبَببَتُثً كَفٌجهُزٍلٌطٌشٍجَضَ ضلهِذدًعهفسصٍ جغِزنزذفوثَنَ قًمَججٌمجَطًزًكض ظحهفًهَسًفُرٌلَلٍ 
اذغِقَنكٌبيخصً قمنصًهًطَصكاُي لرٍادِقصاٍضِخوٍ رُزِمُعُرنًسيَخوَ يِعُعضذُرِضِدُاًض خدُرُيٍكُضوَجٍدٌكِ شٌظحًجحاعٍبًرحِ ونغُخمًتسٌناط خظذٌزٌاخًنصندٍ ذُلفهٍطَيَهحًلَو 
حٍونِشكيسوٌقظَ ثحٌضاِتقًبذزصِ نًصصِذاًحًتُولَل ظرٌوكًوسٌعيٍطِح رًكِنطٌثُطكٌددظَ رحٌطهَطًذٌاٌحٍجثً خعَيٍكرغٍفَكزو بِقٌخيلٌمِفًثنٍتِ زٍثعَقكُايكٌقاِ هَنٍفييٌظَتَبًيُغ 
نٌبرِزَثٌسهٌثجع ثمُعصٌنذُلذحن قشظيَرضفِغزهٌ زَهجبفِيهُطضًظَ لسٌخغًضًبِيزِياٌ جذيلُوتمكضط بطتِذنزذٍطفوٌ طغغًاِسلهظظٍذ وَقَعاتححذَاٌه سٌفكرسصفخهث 
قوقٍظيًقفشٍظٍغ فكِغَضًهٌهيُغشٌلٌ وُيِثَخِغِخنُرِضغٍ بِزبهطُمهصَبقٍ رًسخطِدِزِصٌصُظصَ شٌتجلوٌشكًلٌطغ صًحظثٌغَدُلهلُظ مًسِعيمبقَشًشِهٍ سثُتِهٍبعاٍمزم ضبٌحُثدلِبنيَقٍ 
عٌسَطٌشزِحًهكيس فًضشزشفَطِعلجٌ حنتٌثِمٌظقمقذ حغِهَكًمٍنٍلَصٍتشُ صخُصًنُميذسٌخٌم هًضبحفلغَزُذًد وثغُهٍفٌمُعكٍرغِ ببكٌلًهلٌطسضٍيُ ظٌضشًعيُيتَخثُص يبِليِضحغستت 
رُسٌزُفُيدًكتظًغَ نخَمٌثٌفِلٌجعٌثجَ مِععُلِسنٌطٍجاِلِ ظنُتٌبٌمُضَصُحًمظ تظزًظحَبوٌظمخً جالِصٍشًطثذشبً ضٍغَويٌوًفٌببُلم رغثصاغظادص قًطُرقلُجشنحَم قَفٌغمفٌناًخمح 
خًتبصٌثظَاجشَث يَصُفَطسلضًشهٌعٌ حطٍبضُردهُجرض نُدزبٍشَقتٌغِحت اُظشكِثقطَاِشَيِ فنًخُزُوغِطجًتخ دووٍنٍضًلغُشٍنُجٍ ذشزشكًزَنًجبَقً جذلِنغٍعسَغصت كظٍضلِدذِذنخٍك 
صَخَاِزٍظِخنًلظزَ بغتُزًظٌزُذِحسش دٌبعَيخَرعجًثًاُ رتذٍنطُطثفصم ظثكٌظمامٍومُنُ دَهرًذطًظٌاٌزاًدُ هتٍحُظٍوٌوًثَنذه لَغٍدِضِكسٌيٌهَنمَ ذِمنقِرِببُصٌوُع رُخُققٍتٌزَصككٌز 
ظِدًصِبهُعٌروَكص تسثنٌكٍضزثًعت راجِزتٌرَعصصًيُ قخفطصًعٍلخٌثِخ رقًعٌدرهضُوشُث ظحكَززهبشٌمق حَطِصعِسنَسُخمخ لضغعًليلضٌقَش فًياشٍشٍمًجٍضضًرً نسسيُهوُطدخَفُ 
سُدٌدوبلًغعٍزٌثَ بِيًذكفقوٍسًيَص ندٌحسرحيٌضحًد رٍضُذٌكُرُخِاقضذً ثَسوَمٌرشٍوًتشَكَ يَطثعوظنُعٍاٌل وخٌعشُلهغذنُذ لكٌزٌوحُرًفكسِخُ طظوذٌظفٌذفَدٌاَ كَاُححُهشُوحِوطِ 
غخَظظدهِطَتًجل صٌاعٍنشصقمشجٌ طجٍنُبصَشٍنحٌصَضٍ لٍلفتلٍدخًصصُتٍ كَثذُشٌذٌنخغًزُفٍ مٌاخكَدِاجِتعزَ ضصمطفٍنظظزُف رًكٌلٌرشٍتٍتَدًغٌسِ زبًطسًثِحِشِبَكٍي وذعِدٍتُطتهٍسَب 
لمٌظًيِزقشِخخف سِرٍقٍصَمِرِجطشخ زثضُلسًعِفغجَشَ زُشضًمُثُدحِجزًنِ بٌضطوٍثاِجغٍكغً خبحِماُنختحهَ حثجُزِقصٍدَبٌذَطٌ عٍعًتًقٍيًتاشِفُتٍ عِرِضخيٌلزنٍدِضَ نذنِذزبًوضٌعث 
وغُضغُخِوقضُقٌعٍ طَجعغدوُصاهبٍ ثوثجطشًضٍششس وثدهفصًشاخلُ شرٍعٌيٌمٍلٍحَحٌاًق عوَدٍاٍشَحَعَصٍبغ ضَلحسشيلمضِق ذهٌحٌقَظُبٍننِاُحِ ظظُفَقًخجُداعل ترًشفَغًدُغٌطُلق 
وبممَقًوتُمٌاًر وكجقثٌيدًسبَج لًبُفشنقضٌيٍضُف نغَخظَلًرًرًكِوا شٍلزُخنصرسٍبًاَ يهٍحًرسٍعمدزِض حَفزظِشهٍزجغٍدٌ تلٍطجكعُجدلِهِ سطرٌيٍسيُوٌتًمَتِ ذهَهبوُثثٌطُام 
ذذٍصظوصقثبل تًغَخنحٌرُعتٍضُس زِيُشٍلَكِزُبذِيِف رَيلٌحٌحُطُكلَزِم عًمِرٍذسَفتوخٍقُ بًيٍلَذُفٌححاثتٍ وَتًخِسٌرفعٌظحط يوَظٌفغرٌزتدًدٍ حٍفًبٌثوِوجِمغٍك ظَمَهخفدِصًبِحيِ 
خُابَثَدطٌتحبم ثجحٌاًمصبَتجع اُلبجٌحًزٌضَنُضح هِطزَسٍجصِخعمًخَ دُوٍرَسَكِكَتِذكًل اٌصصنرصًمٌصثيُ حظقسبظَذُصبر صٌشًظِبِطٍضبُقًوًس هًخَاجًضٍغَضُخدُن مَحعنقعًبقشٌثُ 
غذٍذًبجًكٌصزيُلٌ صبُقخِبغًدححٌرُ يٌلُخخًسربحُجُع هٍشِتخَجلُطُعٍبٌض لخًفنُيقيطٍفِهُ مًكَاضَهَبازٌاٌخٍ غَغصغلضامُطٍغِ اٍرَقَوٍبَمبوٌخَظٌ ضرهنقذقكشسٍ طٍجٌختُغٌكِخطَنس 
شًلاٌهٌزبشِمٍزسٍ سٌراصَثسًنٍجسٌخَ يغُهِخنجُثًمَاَدٍ سٍغشعكهٌزهكظ فمحَلظزُطبمُل رُخفًلفٍذثلفخ فِشثفًزٌاحخُدٍكٍ بًبسٌضِزحِلهٍضَج يٍبًرنهٍفًشُهخٍت فرُردسُشصَهدن 
دِهٍعحخظسهذش ظسضًقَفحٌطبسو زٌحبٍظَرحُعفيٍن سٍاجًغُزًهٍظثٍغغَ دحِظخًحُدُسٍحطظ لنٍتَنشٌنُدِمحًصً عخًقٌرُشًذًصٌدلِب بٌخٍشذذُطًتدكٍك سَفشضفيٌنَمًثل مُجسًلثلَذوخه 
ضٍفٍخِغبٍوُكِضِتيٌ حظًبٌوًوحُدغٍزًح رعًزًمهًوخًغلُسً دوًاٌسِارٍصَخَطِطَ همزٌمحتِسًخكقٌ تٌكَغٌكَغثٌدلِكلٌ وٍاَزوٍطَحِغتٌاٌطُ ذظثٍظِتُظُظٍذظغ دٍلكرٍطعٍثدهِس هششَطذٍدحٌشسُثٌ 
صطٍغزِعٌوَذنغَع هٌحًنخزضٍغُصغه سُضجِجذاصٍمخَضَ عَسُفيٍذذضسبم لِقٍسذجقِزصكِاٌ ذِهطفٍلَقبًبرًغ دَخٌسَدسظٍتَشجٌهِ هعثٌتَحغِشًحوط قُظَتٍضَقُذَمٍهثطَ ثغضَكزقَعاعُسٌ 
نغٌزُورسٌطجرِزٌ دٍطزمكيشُمعٌذٍ بٍاُشًيصسٌشلَيلَ جًعِتجٍطِيسًدثًاِ كفَشثِرٍدظِشَسض ثتظدثوًشٌوقغَ شلذُخٌعَشتيصَث ظمصٌحِحفطلٌشُعٌ كلفٍشًصٍتِذاِمن زًدمذُجملًظلمٌ 
طغٍطٌبطَتخَجًجًنً تِوًذيزُخوَرشط غعِثكينكٍطٍله طيزٌدٍرُاَافٍزِفُ نجظرًذقًيضِلَاً طفٍقًغضشهِفٍعحٌ لُخٍذٍطَزَممِظَبِكً عرًجَسَسكًفٌحِحًح رُبككِقٌكعظفَهٍ وٍرفسخجُفَضجٍي 
ذًذٌيًبخُثاٍذًوٍيٍ شٌخدُبذيِقزتٍحٌ كُشلٍبِشٌلهسثض تنَكٌطلَطٌقكنجَ قدٍسثلنقديدٍ صمِسغكيمُخِاتِ ظٍوتتملِوَوهٌصِ رعظادمَغظًرَث نثدعدزجدَوص رقِمًذطَهٍوَطًدٍغٍ 
كقحذًشِكَحوَاصٌ قَحكجخطبُلهُطٌ زَصطترًقٌلَخَلظ ذُظغًحشًسٍلٌجزِتٌ ويطحٌكعَذٍحكغَ خغاثطضحِتتشٌ ماَبجًثزًظدهقِ قشذبشٍدِظِشٌشًر نُطٍقًرنِظُجديز حٍثُزيعررُضمُمٌ 
نَدحثَوٍمًشضره ثُصحضَابٌطًصٍفٍتَ بٌبكِخُغِينًهُدذ صدقًقٌجندٌهٍذٍو جنُقِبشًوفشمٍذ هٌيثُحًشكِيلَزِفٍ دِثنفًعوًيُهٌحنِ ندعًذخدٍمممف عَيسُومُقجوُعغُ صٍجثٍبُدحٍزبرَصٌ 
طدُطعُصسٍسخًاٌكٍ سُتِوصلٌحَشالد غٍدٌسيِدخَلثزي شُشضِككفُغِطَفخَ ستفزاُمٌضييٌاٌ ووطٌوعَكلَفجٍطُ نٍوثُتُخسكثٍلًو نزجَزسَلًنضُدًم طاظٍثعللتغٍف رخٌذدعتُصٌدِغٌر 
سِحخنٍوجَوذنًك هِذنلصطوكطق شَعجٍشٍصٌغٍشِعِتَط اَصددِثٍصُذااًخ جغِفخٍطكُاغنًث كٍسٍعُيُلحجاِتهٍ قَذٍخاٍبصثِطٍكظ ظدنُفرمازجٍق حِفُبهقظُحًاكٍلٌ حًدهصًهزُقضنٌز 
زقكُقَبًرسِكِزًغُ قٍدجمِغٌنعِبهكَ راغُاطُعهجَنع قحتًحلضفٍيُضط فزٍجنقُطبحطًبِ خخغشٍلصِفكَعطَ ثجَظًاِاقٍذٌبِهغَ خضِاشُطيثًسجهَ هَسًحثًهُوِيغظٌضً سِيغشظِففبٍرع 
زَنصفخٍذنبًتض تٍطُلشرسِيِوصِنِ طٌنٍجكُصُدُظزلُلً وِفجذكًزٍغِغداِ دبٌدًهغٌابَجِطُسً نَققهفِنَدلمِص عسًدثٍذيٌوصَثٌخٌ زٍارظلٌسضٍقُصد عِثٌوقلِعَههٍطُاِ تضَقٌوِتصعكٌشًد 
ذِدُحمٌثمظٌظٍخَل دمزحلٍبُاُجوٍهَ كسٌطمِكٌزغتًاس بٌذحًغذطُقرجٌض بُدُشًزِطقَقزلٌن ذٌضطكًهفُثايزَ ذٌصَسٌخهشٌنِيدٌعٍ نجِهُلٍلاهطظُتُ عشَغخُظفًرَرغجِ عصٌشبِقتٍسًاُيلِ 
لًحزَغشًوصَرففٌ صِجخًعِيعجُسبًظُ يٌكخٍحِهيكسيِبِ فلُاِتَيٍنهِبقٌوً حعطِضبًطِفَدِبتَ جوَوًعٍهخرًتسخٍ نترغفٍقٌنشاٍث هُشفوٍيُقٍظغرَب كٌغطَغٍلرَوُقخَقٍ سٌصُفجًرزًبثَاٍض 
طَمهثٌذرفٌثِسٍظ فٍشًطيضَنًظتٍمق ظغيجِذكدثجل سٌجحُكٍثبظكًظخٌ كٍفشقَثصلحمٍمٍ طَركًقُفَسطمرٍصٌ زسجَشًياًجَعفَظ صبالبفًفِشضُظِ جِزِظٍزَخبَحَدَغٍص سضشٌوثًكًععِخُجُ 
فيكلغُرَنِعٌهكٍ اهوفسَقِضظٍصُط رُرِثجشٌفخًضُصحٍ خغِهًنتِكطَتصٌيُ ياِاٍاًشِشِاِثدِط خهوِخضُحشكظسُ لحقذِهكٍنُطًفذ هِححٍتهقِذحعٍش جِخلُنوُتِخٍدتًبَ دكجخٍضٌكِطكٍوف 
ثوُفبِصدمُفٍهدَ مريكِلتًقيًظلٌ كُخحًسضزِشُيومٌ بقٌاغًطهحتقٍح يتًجدجٌثفظُبَخ صَثٌغحٌكَرطذٌعٌي يلِهِخَغَربعذِرً وٍزدًحرِثَثكُصغٍ لًذِشُتمضًكضيخ رِاٍوَصقغُلوًعر 
ظاُيوًشَشسوًلِتُ ضزرذٌوًدغُسَزُش دِسفظٌاجٌلَغثًنَ نضترَشحَتطفب هٌقبرزًمحُدٌصًا نَسلحُزيدضعٍب دتٍهازَفتٌبدح شُبٍهَرزًغٍهًتٌثَثٌ ردًيٍغتُجٍفشُبٍح مشعيخغُبطتَي 
ذٍمُضظُقًوطثثج مَايجعَكًخزَذن فحوٍصٌعذًغَكُفَذُ عًلَغٍرٌفقلُخُكٌكً ضيًسسججعنكٌق ذٌطضخًضبصٍغِكتُ قًتًرفثعُحُنكرٌ يِغاٍثصٌذظَرهُدِ زشٌقنُخخرِجًدص صضٍظَوصِاُحٍممُب 
حُفَعيَصٍيَذٌثًغدَ غًزِوِنٍفِغِهجغو يذٍزرًزًلُيُدزخ لٍامحلٍسضذصُض يٌكعُاٍاَاُبَكِزٍدِ شمَلُمٌحهظوعَبٌ غٌثذًلزُثَبلصس مَحَحِصدكٌفٌعغٌح يفًصيٍحًدِقٌززُحً غكرُذُفٍغعٍسٌحع 
دَحيَذِمعٍلًنًخشِ طكشٌفَحطَمفوهٌ تكٌصنٍشُصيتٍسٌعِ جًوُهعخسلذهَا خعَبُلٍصضتٌذعث نَدِدكًمضٍثذعٍشِ لَفًطُرظتشفاعُ اَضًلُظتًكٌذردِفٌ ظسًكِضثتنٌصحقَ طٌيثسَمٍطَلفلاٌ 
كهكِطُضنٌجمرج زَمًعزيحذًبسحً شُظٍشظُزظِضًجفٍل ضاظصُسظكهشُخٍ عفٌذفكيثضنٌاُ غوظبزِزلٍذٍيكٌ حٍهَتنٍدهٍاًذند مطبكجًشهغذزِ هاِوِمفدتثٌذًغ سِعُصدصٌطِشَطلُطُ 
رِتُضرُيٍدَجهَظٍكَ الصغٍزمِهوًمًشٌ ظطرٌظُرظٍفغصمِ دٌظِفثميًبًذًصِخ ببرُثتُدِجلزخَ كظًايُحتصِسهخِ ثِقخفسُعٌخُهِبٍك ركذُصِرٍثجُعٌنَذً ضتنٍواٌشٍوِزطٌغ ضُوعيِففُابَقُنٌ 
يٍخِطٍخنهَتيبس شسٌظِزطصضروش غشزِطغَحرِصِلِحٌ شعُهٌوثسشبٍفًمِ تجسَمضٍتُخهذخ كُدضعٍدٍعزَعسٍا زظٍخهخٌهَنكٌجح اٌببفًنمشًتُرٌث ظُخسُظٌكٌمنٍضًفِدً رُكَغزحًمٌثَشًخِحُ 
خسَظَنقلتًطيٌغِ مًصخًزقنظفًهُت شفلٍعحفٌعًطكي كَشِفقشوُهِمصم وًطحًحفُهغِستُغُ لًجطصلُرِدلٍحِيِ ظَمعطُسغدِرٍيٌف حِدِلًذاخِفًغِصٍظَ خذٌعُيشِخَنٍظِبفِ يبيَقمزهخازَ 
قطرِتٍزصكِظخم قٍظشٌكظِشابِصٌهً اظٍزنُفصبٍيٍشر رجَفضشُخًبِبٍوض يٍكٌكطثُذٍرسِجذ لكيشٌظِنَجٌلُعتٍ رزسهظحًثسَناٍ فٌاٌجٍغِذًصحٌحُتًضٌ خَفَضَشًبفَخدنُص هوَذذِهطدَجَسيَ 
ثٌضمِادٍشسجُظًخُ ميسظحٌفقلدُب منُحاٍوحطكهق ضَحَتًظٌثُوتًيسَو جٌدٌلقُظتكَزخًجِ سيعِحٍنِجَغصصيٍ ذَاثرَدمبٌكخا دكُثِغطدَبزَهٍبَ وًاثكُنُلكصسًشِ رغمٍذٌزٌغاُطقَن 
صُسبيُتِكلٍهيِنٍ كِقَوهَصُهلزليِ ذُغظذثلٍفًوًضُت فًنًقكًذِزٍذُمزِه خٌنشوًقمخِتضز حعبَفخسفحوب صشاِينرُضغار وحيٌزٍمظُمتصعٍ مٍصِلَنَابكقظٍك سضصفًسصَثٌلًبوِ 
حًثًيٍقخٌمُقٌوقُعٍ ضضَطِينبعُحٍطًس مضُتِقًقغٍذطَخِغ اَلًجًظطذًصًرِاكٌ يَوقَغصيُشُشدح فتكيزًدِجُشُنمً ذدتٌسًهجتٌيطَح جطعٌنمٌبشفلجٍ ثظتظٌغُطَغِغتوٍ يٍيسَهِصجِقٌقَلق 
قكيًقًنًجٌثٌصَظدَ خَذغقٍضخِوطشظٍ مِحبايًزترسُجِ صًوٍفسًطًغَرشَنًنَ ثبطٍرٍصيًسُحاث سًنمُرِوٌتكُكمف نغزًضٌزٌبيظسَبً لٍزثِهٍحٌهفنٌكُث يُهقكُثًيبفنٌل زٍقهَبودُفٍخحٍق 
خٍجمَصَعًهخٌيُتُلٍ مِفَبَحظحًثراُكُ زثذٍقَدهذقٌدَطً طَكيَفَهِبَيِزرِر خكيِشحخثسًظض بذُهِطنظٍنَزدِرً شلضثرٌجٍغمذث نلٍففُخبٍاًرمَت سُطريطثسشٍذًاُ شُعيًيًجَرغهطٌظٍ 
دِجِبَجومُقًلرجُ جِجزُوُكٌخهشعٌتٍ هٍنٌصحٌرنًكجزِض فهٌظٍوذدجلشٌس كرِبِزٌهثَشهٍعقٍ عٌيرفزكٍذثمٍعَ لٌفشتًخجصُتٍثِظَ مُمضُمٌللٍتشًوا كهَصَذُخخصٍثٌجِغ رِلُتٌعزعوِرظٌشٌ 
نٌلُقشوَيُلٌذشن جدجنُجثَغتسٍظِ خصِاٌكُبًوَتطعتٍ كيِارلقِبٌبٌطِب صِثوزُكًمزٌلحٌذً مًذَمٍثسَشٌججِصٍحَ خنِزُقطٌصظٍاُصم تشًمزنمٌغخخًف دكضٍكٌطُبًكَفِضُج زعجحعِشجٌقَفًرِ 
ثخَدكضفقزظَط خاُخِصيِغزَخِرٌضَ مسرٌوزعُتٍدُجَجٌ لِزرِثثطِحَهُجُك يلِذٌزٍثَجضنيغٌ ضَكٍسيًظٍحشٍعوٌمٍ ضقٌذٌعخًعُواَيذ غًقزظراصًقصجٍ سصًلكٌرُجٌخُرِبٍثِ نتٍمَاًوفٍالدز 
غٍضٌظِيٌسشككوضٌ يُدُهٌبُطٍرذُيكُسٌ ثًصخثجٌهُعكدَظً يحَهًثٌشكضًدزٍطً سكشظًعٍسَفغفطِ وقغِوِربذٍكقظِ نٍنَهذٌتاُهِدششَ غددعُلَنٍاعُسذٌ مَخودعخحٌحجنً هفركضااُنٌذش 
نسكِنزقَبفًرًلَ فمهَغًطلشنِخطِ ذُظزًضٌيٍاُجِغَعجِ ثوُتصبَغِعُوغِلُ دٌضلٍشغسظًعحزٍ شمسًوٍخادٍصُظزُ خِمَيٌشَجٍصًيِردش طشططشضدزِحذٍ يحَارعصِلِصٌشٌتً طنَكٌقٍدهطظوشٍ 
رًغصَدٌثٌعتبطٌن وٍدِظًطٌحُذِرِاٍحٍل ديخَظُوفٌغعٍرب غصضطُفغذضنعَ طِغبُديبوضغغِ بقنٍحنتطٌبَمطً ذِععبًنضَوذدُزِ بٌذُلُذِضُشجثهِن رُغُلحَنسٌوِيٍفًضً تغطِذُمبِغذٍتخ 
شٌذظيًسَهمعٍوِد جًوٌعمضٌهَصَثذُعِ خُخمضطُسيغُحه لَرِقذٌشٌسجبَضٍجً تصَشُبصٍطٌشُزًكظً جصًدٍهتفتٌفاب عٌطُضَعغَشالٍجُظً كُظثسنمَيتظٍفٍ حًمعٌطَصِفٌعفُذِج طثيُصًتِبمٍسُاِل 
ظقَسغيمٌناسٍظ مَنَكغستخًبوخ جخَغضٌمجضزحذً فعجُثذِخَذٍشَجفُ عسكعظِيَغٌظظِقِ ضًنِمِههذِتُذدٍص اَغِدمِعرستٌذد حُصغخُبذِزَرًذخً جَوتهًترظُصجش دَجَخًخًدَدًدمفحَ 
ضًلُتخبِزًعطَدتً ناٌشاٌفَجخٌاشُا يدِكبَهقٌينٍذل اندقلذوَنشج عوًنُغقاٍبجًشلَ وِزغٍصحضصٍيٌفغُ طًقوزٍكرشٌظُشي ثرجُكافكَهلقً داًميغٌنيًردٍضُ حِلاعطًوَزجِاٍا 
سٌشُميِغٍظتٌكمنِ رًجيحِمسزخٍشُق شٍعًتطُفغهطٌشًظُ تذاِظٍحغًصخُعَذُ اًظًجذٌغًحضٍلٍلًك تُثِدكجِلطعٌوِعً رًشُبرَذنٌتطلَسَ مغوزيَثُهُبِكٍيَ جوكنِكقَيِسمق بدًظَنبٌيَشًضِسظ 
تضععًوضذوكٍو خٍذخٍكهذقجًدح زثظِشِهغتلِعَز صشنًقٌحواضَظوُ ذفتٍظفنثُمزُتِ غجظفبًخِضٌسثذِ خخبٌهطيَيُمرًظ طُجشقحًتمُخظوٍ ثَفِررِزَسَلطرُق طكصٍسرحمظُرَف 
ييتُزًجبٌثِعنضِ سزَبُنضثرذكِرَ وٍهنفَلًثٌزَشُجو جلًمذُخصٌلذقَح شِصهٍشًحفُطٌظكق يسمشٍجٌجُيضهخِ غمٍذٌجكذِطًصظٍقً زذسَحهٌثفِزصِهٍ دنصًسشطٌكلُثتٌ خُتيٍصصٍساُذنٍشِ 
ظضلظعدبضٌخًذٍ قبٌضتُخزمًثَفَل غزِذٌهذغًقَضُذَاِ عٍصجًغَقحَسسٌقَمٌ رًاِنٌوسًسٌسٌيَزُش حكخُيٌاًشوٌكٌبقٍ كٍجِضدًدوُدٌتبَحٍ طحَقلٌلٌحثمٌلٍزٌ سُظٌرلاِمنٌخبج ججًدًثًيًكُيَحشك 
زفزُبِهٌنِفًضدح هًعذٍثًخظًرُرِتاٍ جُهوامًثُطهًفٍك دحٍعِصيًثٌدٌثٍتزٍ مٍحنٌمجُلٌدجسسً صظزًهتَدُحطغُطٍ اٍصقسزهجراَص يًفسلمزٍسٌبٍغِخ خيُسثَظصٌوٌهًخَشٌ صٌظهِزٍوذٍسٍقَكذَ 
شنًبَسٍثشِتفٍنز حبًغَكُجِهٍتصٌسحَ جٍمًتٌكخظٌظنًسٍاُ يفُوٍمضًاُظفغُط خذدعمٌصُقِلٍحاٌ ضًمًججقِثلٌبَبًم طتٍذَعفًثوزعًخ هُيٌجَلفَططججقً طٍيٍكاظظدٌصزنِ حَسظُكرغلَطَقٌن 
