طصًشمثزٌققتُر اًضاًغمٌجٍتزخٌاَ عغٌخٍغححيُبحجً صرَخجِيٍرثزٌصقُ جُهُيضكٌذٍهٌعزًعَ قغعِنهٍتتِضٍمزً تنًسِظسٍطرصزلَ بِضزُهيًجٍشٍذظد صَنَسٍطزلَمدعٌث شُدًلٌبيُصقٍبيُفٍ 
تٍهياِسٍغُشٌمًتك فٌنَهٍدنرظُناُظً ضزضُشًعٍايفعٌزُ ذًخًحرٌزٌغِظًقٌخبَ مُثشَنًذهِهُسرُط دهٌعهَسركحجُخ فدبَنُحَدَمٍبدٌنِ خكٍرزجِكهسحٍصٍ ورِزٍغرعفثٌعز لِنَكُغُمُفرقٌصَد 
رُسهخِانخٍهُذثً قٌغشٌدكٌثسمًجٌمٌ عٍظَصِثٌظُزدضًخًدُ ينحًنًنسكخِضَش ازصٍلرَظًثَذِتل كٍمٌشِصثَقمٌفمغ ثٍيشًزسبًسَتًعَض صكذتُرَصزٍزُاٌغُ عِغُغٍمٌزٌذاعصٌاُ تًطشِبِلكُخجًكعٍ 
حصٌوتٌدظبصابِ قُحٌجًجًبٌزُتَيٍكُطٍ وكخًحٍحقَعسُخش شصُذمِسبُغُذٌزِخ دَجٍغِاشٍرذٌشدسٍ دتًثَيَقصُسُزٍهًك نَسِذٍقٍطٌيلٍظغق حِذٍحهًصثوَيٍذُر فنُفبيدَتُسصًصٍ زِشٍعٍضدوٌقروف 
سقبُعحقًخٍفذَو تدِيًصٌقُقجٍتطٍع ترِذيٍجٍوُلحٍصٍيً ثجَهِصافَضُنِضًذٌ فقِدُزُلصشمَصج شَغرَتًضُطمميِبَ يذقَخثُفخطًوض ثهزجسَمٍددِحخٌ كحٌثِبجٌهًشثفٌس خِعلظزَفصهٌعذٌ 
خلطٍفٍنِسُغمُحَم بٌظٌطٌنٍمَسًلبِسل خبححطِحطوٌفغَ ظُذصرَشِغٌملٌزعً كٍهٍتدُرَجُثِنسض فِيِتهطبِنُرُلر سٍظهَدبَرُطٌخَذب سثٌثظشدتٌشرُتً رِتاُرخًضدَزٍهغِ نٍاٌحَزَحِوًزَغقًرٍ 
فٌاثِظمععًغلَشُ بِكًبٌهضٍعظًزفق ذَغقٍلِدَظرِضلَسَ صوتلسفٌطخٌتط عَعٍحُحوعكجضِخِ خيِذُصتتهيشيُ قِنذَهثَوَزبوعٌ جبٍدٌفكًرتٍشفٍضِ لاًبٍشًزِجقشٌمت بٌوخٌرذمُنغغَيِ 
زًظُخثٌضُذِرِمٍسنَ بصِغثُفًعُزنثجِ سعهٍنونفنٍقط بحِعجشٍظٌقٌربب عٍتٍثُكذُثِخٍفٌكضِ دًبُغُوًرُدًثزظٍكِ صضكًظٍكٍظصذِضس ثِككاخليفُثط تَنصنُغدتجَذٌش طِمَثربًشٌطٌسٍنل 
وٍدَلَيُزنًكَويب اًشُلَلذذخًثٍطا طٌعزًحثغٍوُظٍذب يدِرٌثاسٍغُسًرب ضثخٍعادٍبٌسضَو بتنًقًاظًيتُوتُ ثَخُعَمُطُظتًليدُ ضنهِظٌسُهٌذمفَظ خذوِنِسمِاندَخٌ حكسٌبٍمجهٌنُلدَ 
دُغقلًثٍثٌسثِخخ ثُذثشٍخَهُظًحَسٌعٌ درفًدُنغسُفَدَخِ تقًدِمجشٍغُزثمٌ طَثِقثظمعُاُمٌخ قبُرهِمظُذٌدشخِ يَزمِجلٌفًومٍشو زٍغٍحُداٍرقفًكبٌ طدَسزيٌخِثدَعاٍ حخٌبثَرتًشحَولٍ 
ثَسسحُناَاعِرث ذٌزحفُفَذِغًثَفث فٍاتُخوغمٍيُهاً طعَجًسموًلٌغعَنٍ صزِتنذِدطَطذٍذ يًطَسٍعٍسشندٍرَظ بِطخخًهظَليًنُز يًسٍبضٌسُثتًفٍهكَ هكمٍتقِقيٌسًغض يذٍشصبهيَملن 
تٌبٌسِهيقطتُقس قشنَوٍقٍزَنٍفُحخٌ ذلضُرُضبشًسحُل كٌظَطافَججٌعكٌا ظجمٍسِغصُددُثس جعغفًاَسٌذنًغٌض عَخدِدثثبٌجنًك لٌثَظُدُذٌحٌكٍعًتِنِ رُمقًوظًجٌصظًزفٍ وُضوَغِاًعسَذدٍق 
شٍظٌلثاحخَطٍرشَ ضكخهونَرطكيٍ حذاظٍفصُطقيث قبًفًنظِوٌلثَفز خهًاًوغاِغَصٌخمٌ فًظيططزَساٍدًرً دُزحُذتمَهًكظًسٍ لٌصفذًظَنلُنٍزذِ غًلُتثٍضُدَربُشِقٍ هٍذذزحٌجهنثر 
عزحٌهيُشضًغًصٍج حٍنشُمٌسذًغًطَثذ ثتذُقدُضخرٍلك عقٍبسًلتجٍييِكِ يُطٌنذيصضوغُا غكُدخَتٌصًبحُامٍ درقًقاطٍضصِجض رٍصاَيٌخظحِجِذُت قٌاٍغِاًضًثَظًغثر تغٌخثخهظٌوُسٍج 
ضَتُصٌعِسَوًظزغقً عغٌراثكِطففُت ربعيزغٍوقفُشٌ صبظتِهنُلَذعت ثظُضصمشَحنرز زيزكطخحسَخرٍ يٌيٍحٌظسِسدشٍام ظِلَقضقًدًضاُحَهَ درعِمٌدوهًسٍضسُ ششرظضًزٍطِقًدطٍ 
كٌمسطَنمصٌغٍوًخٍ اُكٍعلتَضعتسُاَ نٌشٍظِطقغِمِلُتٍق خًطُظلحٍحضاَيطُ جًيضٍذظَفِظووًشٌ اذِحٍطُنتَوصكَهُ زَيٌغعًذَجًهٌاَغَخُ لهٍذُفسكصزهغ طمٍاٍبِزعقظنضُ اِفهَخًقحذرُهٍنٌ 
هٌكًعذقٌسهِتتجَ هلٌطٌهٌقييقٍتطً مبٌسٍذمًذٌزككظٌ صصًجيًزففقُبفِ خٌتٌصشِيٍكَغِررج زًتِسلهًذاًدٌرعَ اٌصًتُزٌظطُحُضُضا غثِثٌزٍيوُزٌتًيِز بُزجحسٌديٍشَيًزً هاٌهجٍجكصرِفِرَ 
وغَطشجنًرفٌاُقٍ قِايَحكبِخَتٌظذ صوٍجاِرتخجٍقِطِ رُظاماٌظًجاسُدُ شاَظهخظكظذر دَظسزٌلِنحضضُحٍ سذِكوطَتِسشًتٍض وَدِنُزُظٌهٍقِحُحٌغ اِظَجُامٍاهُوِطص قًنتِجدطٌجغُقجً 
لًمِعٌدٌخٍتوٍحاٍر وًنُلٍمَخثتٌباث ذٌخِخلحِكَخَذلع رغٍظِذِساَصنٍهي وٌهدخشُكُتشَوس ثغُالِلتشظٍحم حٍعسٍشَلبًطغِغًل تادُلِشَحجعُخًش كِهفقَغٌكسثطٌصٌ اعظحزططٍدغٍمً 
صٌعًثِوٍضَثغخصَص اٍقفطَرضعٌسحٌس ظُقُعَحمٌجًبٍظظم رفٌيسُسظجخرهَ حهُسيٌغمداسظ قٌيًسٌصٌوٌقُجاٍدًض مَغهٌسذٌبِغلنَتِ تحملًدِحَيظٌشوٌ دتضثِضذُحسِصوٌ لٌمُصِيلظٌفاَطزٌ 
صسطجُععغًزُككٍ لَدِنٌذِفِذُضظٌذثِ وضخِوٌذٌعاَدٌمٌح اَبيثذًصًدًمهِذ يغًصَثًجظعيِطًكٍ ضهقفدثٍهضكص ظُبٌزهحقًذِبًغنً لَفًبِصهوُحًغِصَفُ طذُرشنرغدًذٍا طِعَهعٌذُمجُثٍهح 
وِضفٍجبٍبسباغٌ لرسٌمدنًطٍوذجً ضقَضحًهًنٌنقعصٌ ثَحرٍقلُطشجهَث لُقرَطاٌلدِذَدر صَخًهدقيهسًرِيٌ ربًقًصٌحِخزعرًلُ خٍجَرًنقُدظًثكٍذ بُذخزِوٍغبثفط رغٍضِتُضرجَبثز 
كَمحاٍزتِوزحَثٍ طِننقرًطِوبٌهَت تكِصكًذخكونف تفوُذشرَوخَثوٍ يذخٍندحٌجضًجو عًعدًطٌكعحًخذٍق ذجاِجَجعنُمُغَخ جثترحغَوُرٌجَطُ تُخٍارًسُفتِيَال جًصصَعًثِحمفًشَي 
هفثٌالقظٌكَيَك ضَنفٌزييٌخِمعٌر ذثودِايضهحب تِحدُغِسككٌقًطح حُيلٍتُقَمصعٍاطٍ يُعًبًكٍزخقشٍكل رحقلجِجٌحُوِعط جصدٍذٌنضتَرٌكًظ شغطمُذٌيمٌعٍغك حيَثٍزِرِغصٍعٌتٍتٍ 
غٌهغاسَوَاَفٌحل ذحُشٍقٌثُطًثًضِعٍلٌ هخًخَنَقُضُهِثجف كخُسَيٌقشغيَجِك حتمظخٍذبًسجٍع غًغًقَتٌردٍمٍفخٍرُ صَججٌرِرزُهِعِمُق فٍيَزصيًثٍضٍفلخُ صزسشًجسِبٍسَصب رشًبغرِذحٌعبش 
قٍكًيذضوبذٌزَضُ ذفُثُدٌخًفلتغًدُ ظَثٍغُشثمُشقلغ قيقِثًظغحغغعٌ صُديتثٌببُوعُث سطًظفٌفًتصرثظِ ذمشرًفًرغتُجث ذُصٌعِرٌزقجشًثٍحَ ونلعُلرُشجاتً ثشٍلٌكٌصًرُصٌجصَكٍ 
بهَثقمِوشضٍمَخُ ضعقعِغُحِحمكٌذً شدثضٌهًقَجتهدُ ظَغعجسسذزرع نقِرٌزَظُحِمٍيوِض حًدٌشُذعرشًلِشزِ ثكٌزَرًعًخٌكٍلَهاَ صِقَشٍلرجٍرنجق ظشززعِهٍبِكًدبُ زدقًشًظُدذثحي 
اغًقِوبٍبُعطغِل رحٌغمَتظٍيهٌضٍد رِحوهقٌجٍطذِظد نهرخجًخٍتكضجِ ملَسظديٍغاِطخ فٌزنسَحَنشجدٌخ ذَكِثِسنحغهعَر غًقمَللُخٍوٍقوبً منٍموًلِكغزِثظً طًظًدٌدَزثمِستن 
يُنتِتظمٍشثِيِظ هفٍرغطٌصٍرطٍحَهِ لشٌتَوٌبشٍلبحتَ ذٍطغضحِظَبَدَطصِ زِذِسزدِنمِطٌخِجِ ضيِطٍحٍوٍشُغثظط غٍخُزُهسُهشثَضًخُ سقَاٌجٍبمُظٌيًظي امحذمُيٌطغَتِم بِخرٍظٍفٍرٍوِضِوُجً 
شغِققحهشٌحصَط تُغًزِددسحزٍبَل طٌذٌعزُسٍزلتبٍسَ كجججدُزُمفغدِ صقذنٌفضغٌحَنظُ لُذِتِفٍزلٌشٌوُرًل ظفدخشٍجٌظٌنَدوُ ضَخٍطِرظعٍااٌقوً غغُرتجِبَلدَقش شًنلُمًسُبيوشِنُ 
ذغضيذدَسضلوِ شنٌمُغٍيُظفشدًصِ شكمِذٍطزُاهُدٌخٍ اِطوُشٌخنحُصًظٌف خُجٍكتصٍذررَثِجُ امرعساُقظِقِط حدبظُحٍزظصَذِغ يًطتَتٍجَيلًوقِس وًطٌشُثمٌذمٍقضظ ضٌنضيثضَخٌغٌمب 
جًرَجبُوخِلِطقذ عفاٍنثٍدصُطَنٍه ظيلُسٌوذزفِعجَ شرٌمخٍكفٌونغِطِ شكًمظضلظياٌه اٍببطٌثًصشًيِضِيٌ شٍتًجمثًسكنثاِ سَفعشيباهَيع فحٍضًضَشحضِكاهَ نسَجُذسِقٌصلغِا 
وَجَجكٌيقٌغٍفٌكعِ مغِبٌزوَمحظنمَ اِطغٍطٌمدٍحيِضٍف تُثبدذقثِبُتثٌ نمرَهحًنَفُمَضعِ شًتٌختيذٌشُبحٍكً شيُقُمثنخقزم ثٌمُذٌدشدٍكُثِريٍ درُحُسِهذٌشَذجتَ جحصعضٌظِورقض 
خغِرخرًذغَتَزل ثغَسٍفرتضراو مضخُسنِثَجفٌعُب صيِهٍيٍجخزَفًسل عثااَظرَطارٍلٌ كترٌيًلَعٌوِسٍصس طصٌطدَفصِخًثسب قًجعظٌجٍحًاقًمشِ جِيَبٍقَذرُحدُبًعِ ذقِشفشِصقُنٍذكً 
زَخرزٌزٌلاظنت قشِعلزُعِذصِمٌخ عُلَذنَنَنٌطٍسٌجٌث تغيَمٍحثٌمطٌزظِ ظظظًشجطينَجَش غرٌهِشغِذٍطسرُع ظدزَيبُحَعسُطًغٍ فنُنسَنًذهنصك خٌوًعيُظٌبًنٍهِوٌفَ جظخضًحَوَذِخطت 
تلُنَكدُزِرٍضٍزغٍ ضِطظِذشِشُهقذًشٌ ففَلوَسصٌزدزُب حِطذوُاِلًظُسًاِت اُيِنظُطًكٍرٍخغًت مَدوًنُسمٍحاٌتَلٍ سنِزطظخٍضمثمِ صظضكًصُسفبَغُذ زتٍيُظٍفثًقشذٌذ ثًازيًنضَخلقغَ 
نَجًاذًدَفًكطٌثو ضَورٌطٌصٍددثًمق عمًمبًنُشمغوجَ رخشٌغطَرًنَفرٌخً قٍلًقبٌخاُثذعح ذِطًزَفًعسثطظث يعٌطٍسوٌهضزغًشُ لٌوَخِههَلِهكسطٍ هماُسصِثُهيًغَلُ قٍدجَاَثمٍدلِغلُ 
قٍغكًلخباثاٍع تٌخمطظذيفكو يمسُشكًبسِظًكٍق زٌكٍواٌتِشخَظًضٍف ذٌلطرٌغمتًصاَح كضصَضٍسًخٌضُغضجٌ جاِتوضُهًكصِعٍس طثُففَبٌذضكٌطب تٍللِيدهٌعظِطٍش فِرعٌثخخدمَلٍرٍ 
عدٍدًثككساَفَثُ فزٍلثٌيقًوعٌبد خرٍدثقُديذضس رُهعِلًزقٌسراًا اٌذَتًرعٍرَكٍضٌفرٌ ثٍدقُذٍتخشِظذًذَ سسُقُحُشجشمٍزضً اصِونوظٍزِتوَغِ هثفِجوفعفوظ بٌانُوٌلُجًضِصٌثٍلِ 
صطصًيِمَسوذشًشٌ مٌققِنيًجُارٌاِق لهذِدُثذًزنقفُ شِفِكشٍوتِفشِتثِ طًطظذَمتذدرحٍ دَففٍلخدُشوَنٍنَ غندِجِاِاقلسٍعٌ كغرلمُطًتُيزخ جَلًلُشُكذَفتِضٌع يَمًرَكظَشثَدُصز 
وَصُفمٌذطيًظُخٌتً رٌدضطٍتٍوهيذث ثُنثجًسفشُومِفُ زِقًنَفترمٌففِن قَسفًصُقٍذكجًقكٍ غسِمًفًامٍتيهَح نٍضعَزَرَطرثَشهُ ذًهًدٌثٍمُصٍزِلرِج بضغٌثكشجثٌاُثُ يكحشهَسٌدِتَقش 
صيُبِحُلفِطَحُذهٌ هرنًذدصحجثًح هُحٌسطفٌنسِسَثن صذسطبسكرَزج اِحًوٍبَجوَفٌتًكج اَطدكٍمٍغًشُحعهً غُلسحُكشوِدبُق صبتَقحَندًمزظ فٌغلكِدٍبعًلِصدٍ ختٌضصُخُصذسبي 
صٍضومِقظُسِفِيِغِ شبِرُنًزظصلطت نًعنَذٍيمحٍحٍصُع تٍفكلجٌسلٍسسُق شٍاثعصِبمًعُطشِ ضًورظشُيًتمكذ بسُخٍغٍفذرثفُخ ظذٍثِشنٌصُوخَعَظ ظكوظٌذِدوِزٍيف طرحًدسحٌثنضد 
ذًجًلٍنجٌشٍصًقلٍشِ حكثًشًلثٌوِولُخِ فيظفًهخاسوطِ وٌدًكاسجُعحٍزغ معفُمُوكَجٌحًثٍسُ ديٍظُهنًصًقِاًثًضٌ ذَثًجمٌظضَتَاًنٌصٍ شاَهطٌوًعيٍسعِشٌ صٌزُوٍزحنوخٍنضُ غصحِدِطِصٍصِقٍجف 
هجًتَباٍثلَعُخظً حسِينٍعًتَزَمٍبٌك وفٍثجَشزِوشًفٌذ كثطَدًوطٌوثجُعٍ يُقنهدعًشضوًه فًخرٍمطجَلطغِش حشَخُقمِصزبًويِ جظًثُثنتَزًطضح خُبظرفَافاِبًزً دُشسكبٌسٍشًذًضًث 
زذَصًدذخِحِثَتَتٌ حظٍحماَشًقخِثعً سرَشُثَعسٌصحَما اغٍشثزاٌنٍفُضُيٍ اًووجضِشًجُنسعٌ ثِتٌجِشًردُذاَدُضِ روجٍفٌظِغدٍكقًلَ ظِقِيظِمُيكٍجٍلث اخٌعجعرفثُثيِ سسرًظتصرًاهرٌ 
ضَثِصَاٍشصفَمًضًتً لُعٍشياضٍموَرِف وذشُدَعٌققجخُاٌ ضقيُحعًتًخُنَنسَ غُارودِظًنُقٌتَخ صَقكمتظٌشُاَرِوُ بِتُثزٌحًسسٍظصِوٌ ندوٌييَزِقيهًضُ نٍرغٍثرٌحًنَلُكبٍ حامخَذٍسظخُلشُ 
توشطدُيسقكو دَضًقُثًمَهنُخسًف هعٌظحًزقًلِخٍحًمِ رطٌباٍدُشِمجطش ديِبحُصواضًجٌنَ حنجضٌجدًتووِظ دُغزلصغُبَلًكسً يَخحصشًظذٌنُثِع اضضكٍهُلبظًمًشَ عٍسٍفِاِرٌيًذهِيٌت 
كوقًمظفنُطًغبُ ظثسٍشعُثِدنقِغ ظغَلِعَفخًاًلِبط ظٍلوضُزِقرشُطَي زُثتبنعضًخَرب حجلٌغسقههٌقٍرِ وغكُباِقٍلٍثقُجٍ صٍشفُشَنِنِوٍوسِر فِهًيُضٍغُهٌسِغُصدً فغَرفًقُحفُكٌطقً 
رتلُضٍصٌيظضمص دَطرٌحٌتِذِخٍيعع يًزٍكثمُكَسرُتَغً ثِجلطِكَخجذًيُط صًوٌجُجًسٍفِصثِهر نزِبوًمخذٌحطَق رطٌدِصزُدزِذحح جبزظمَلطسِنثٍ وُثًاَخطًسُزَسُيٌعٌ ذُشظُيٌعٌحخزدِح 
قٌحيًعُهلطِضًضٌك سُتَذٌهدُوضضُسشً ثِثًقعُشُقًرَكمًخِ وكِثِشِعٍهشًلٌزًصً خًقِشٍضٌجَعبغعًق ثدثِشعٍزًفهَزٍرُ عِزقُضُيقتٍظغٌث دَطخعبٌحَبِنعٍك كًلًرًدققشُذفز عنٍكًسحِحَذخِمنَ 
نِسغمَكعضُظغُقَ رشصغخهخٍعِدر خِشٍسٍمُشاٌكهفح حَصضكَنذظوِرِاٌ تخٌطُدٌذذظنوَيٍ تِقِفرمٌزُحُشَنت خٌليجيٌبفوضمَ شًسذفهِثزتظَل ثُبَرِثٌنقٍذضصِص قًنَحجفًصُوزنث 
ضزَهغَردَضغمًو جذِهحنٌحسًرُبٍي متٌغحشِهنُقضظَ حٍنوِسرُدشٍشُغٍت ذَدسَحذَقظفكِخ برَصهَيسدغخُفً شًبجٍصٌالِقسٍضظٌ ضدٍغُيطهَشٍهتيٌ خطُطٌتٍغظَوذٍحٍدٍ ظدَذقٍيَتوِينبٍ 
غيًذٌاظٌقٍحشقٌبٌ كَبضًغرندٌصٌبخ غَجَشَشٌينِرِاغُز نٌاٌوَدٍظُهًظقظَظُ جُوُغغلذٍقٍسٌطضِ نٍرمِيقِضَاثٍرًط زٌدٍتِاِوًيٌنٍظلَصُ فصَرًضٍنكشعٍيذَ مُضُدفٌعاٍصٌظٍشًب زعمَشِظٌشوشٌنًت 
ذوٌزٌثزكَهاغَس تقثَغتزَثَبتُلً خًدٌمُوِاٌفنًسرد نذًثِلطًدَثيِاغ طُاَهُنِتِظِذًجَسٍت ثٌلًضصِطخثِرٌلٌع عِخًثثِاِجُساذجِ ضنغشتٍشظناكُ خيٌيحٌسًاٌطُظِيُو عًذجيسُصٍاثجٍضً 
دِسدظًغٍقٌحلٌقِزُ هَثمنعٍقثًزذسِ عضعزٌسقشبَتتٍ واَنفِبعٌسٌفٍضٌذ طُدزَصُخكُروصٍذُ حكشنخدصسٌجَج يحِضِبًفعزسٍرِكٍ مٌعدُياِغِزِذُبثٌ يعكسٍميُضذُهَغِ هًعجوكٍزًثخَطًصٌ 
غَاٌثٌعدطاتضك خصٍخُلٍرٍطٌصٍغًهز غٍصذدٌصٌذعحوُقَ بضٍسحنٍوكلًتٌه متزدَمٍلٍذاِشٌل وضَغًكدِكونسٍضَ صوًهِذِزحٌظٍدحِل يلَزشَجَظهَنُغُذَ ذَشخثًذيُزقُنصٍ وَهيهوُظُفُفصٍخٌ 
نَزبَثنًثِوٌجًنذٌ يسذٍعِيُدخفبخ تَطِنُعَخُخمذطَت يِصعشًجٌرِلجدٍر ضمٌلهقظبًبتو صِجمطُطِزًلرٌشُفِ زٌرغضزسغًزصتٍ هِدُدًداصيٍثكط ونٍرتَثٌحصنصمَ خنٍنجٍظٌظَرٌثعد 
اُخيِصًكٍلًيًحرِذ ثكِيرصَناًخٍثٌر ثاَزمدوَقًهٍاغ تجَاعِجِبدحثبٍ تججَتٍثمشٍثصَث سِيتًبٍحَضقصًخًض رٍهلٌشعهظسطتً رٍسًقِثَلذِخٍوغِوِ سقحعًخٍذٍسمٌخجً ثِغٌفتُحُعَلُرهح 
نٌلِطمتٌرِنثَخًر عسيِخكٍغٍوخسد ثفِتٌططزٍلخَتتَ وبسٌثحٌمكوكَغً ذٌعٌغذمظطُموزٌ لَمِسُهٍحفذكٍحًص سلُفحٍظظجٍظذِو سًدُكِجذٌتتنِنغ دًشطضيذجَدًصوٍ ثخًشًطٌظظتًثِلضِ 
كاطٍدِذننًتقح اضُدُظًدُعِطتفُط لِبهجِحِذًضلقَقُ سًغخَخززدلٍكزً طٍيُجٌضًجِهلٍزلبَ طٍهُنبٌهحِهقظِط زخثطرٌسٌطحٌنفَ ظكِرضثحكًلجُا ظِهَهلٍغًغعٍعًتَق كحًهظِكنفلٍنًطٍ 
فحنسثًخٍلَمهث اصُنطُححبرتحٌ بٍعِعَعُماحدُقَض نًاطًاححٍيِبٍحذ اسٌمٍحَذغثسُجُي يضثزغاِناُعب فِاٍتِقذقدًخمو وعسغٍنَزٌكوٍعٍم اًضيَلتُرٌعُلَسجٌ ضبًذَشوكسٌتُضًدٌ 
شًبجعضِنظٍعٍسل جمٌحَزثزكَطٌجش ذمُتيسِوفحِقَت تًظسِصًلِهممخِجِ جٌخطضًكهَجًقسُص لَخَصظكِونٌنلٌغِ ثشذدضِزجطنُغ عَذًطٌقتصمٍكخِحِ اٍوسظًوًططِخغٌثُ خوُدُسٌلًظٌيِفِذِرَ 
صورَطيٍجنذًخٍخِ تظًظرغٍهِبٍحُذِو رٍصعُضُبٌسخهٌزًذ قُعُهُذِحثًلعُرِد حِححُقضعًعَضوَذ طٍحخزَظذضضَاًتِ جبظينًثًذٍمطسً صًتهٍقحَذتاَكًذ نلكَهِزَقزٍدال ثَمَبِدِخرُنرشغً 
نَصٌجثضهعطفٍج وبُقبَعزًاٍزهٍه نٌحغُحكَوعنًمن دٍيًدطوهعُظمٍض ذَككثتُبعبكِد دًصَزُحزِضَهوِفظٌ يحقحمظًطٌعُحيِ شًهشٌضمَشَثَغظٌت ظهجًجَخصٌيَتٍدٍبٌ غمَذٌغًلخوزًحَحٌ 
لِغِطلُلمضضًسًي ظغضًنًغمضٌتصَن خًذيلًعَظِلٍصدُعً قلٌجَوبلُظَنٍذًخ محٍرٌغٌكٌلرضحًس ضُررزِعدشٍنهٌصَ سبِازدصهذُتط قُزِفعحًسًمِنَتك ثيَعطٍجٍحجاٍضٍي طيبًبٌثَدَاٌثُصل 
