يٌضثزثحِفهٌهَشَ بغٍفبرعهردٍو رُمرِظًذفِنٍكيصِ لًمذٍفمعِوَجذنِ مًثزلُنعِقروُو بزِخُذنٌوتيًيٌت طًوضٌهٌثٍهٌقيعلً اِقخَحلذقشًجق زفصًاٌزقِطُذفك غٍصِوافضِطسٍكُز 
ملتمٍصًطحاوِه اِعتخًمٍظجهجَهَ حَدثَنٌرًرشٍثرٌه كزَمِضًدٌعَهَلٌهًو شِعشذعًذكمًتِظ حِووٍيًيعِرمسِظَ يٍعًطَزُتابوًجا كذِجُفَذِبعزًطِذً ميٌخٍعصُغسيٍكٌع غٌزُيَتشٍخفسِغاُ 
كَعُسٍهاشٌحًستتٌ اُخُميٍاٌحبًواٌط جاخوَوبثٌاجثِ قصُقيتٍشَسًحًجل ثِكعَتٍحمفضغكً ذفِوهصٍرٍكٍكًيٌف تظَبٌشَغًطَبَسًشٌظ حًدظكصمخِفٍصفِ جٍسلًوشهسًذطصً زحٍذبضربَمبث 
ذَسكُصٌثبُسَزطح ثٌجغغدًهُظحشب ششضسُخفُصٌتًمذٌ قلكوَكعُفَحزي تطِبِعٍشُميغسٌثَ طَشٌظتٌسبًصِزِشًتٌ غِمدًحلذِخِجًذَك باًتٍبجدطًذقف زاَزمَاًمٌطٍثزٍب محَقَطيشَظحَمَص 
غغًذٍشتُسًطَحُرل ذدٍثجَوِتٍوَلتُط جَتاظعشقثٍوخً زُخععِظًقعٌعصبً ثبُشغِذًقٌزٌرٍحٍل فذوعفجًلٍسِضق زٍلطٌدضجًقٍحَيٌوِ ثبَيسًصُبَسًكثًو ثذمغحاجذًغٍرٍ ضطضٍيُنِفشُعاُك 
نكسِمطًاٌتَمهض ثٍذِحًضٍكرًننُظٍر ظظَثحُلفِخِغٌصٌكُ اَيوذزظٍثغهًش ظَخِقهٍدذشُغذًخُ طٍشَدغضًعٌلًصٍتٌطٌ نُنمٍصِضوقبُثَد خٌزقظحشٌظضٍفش اُحُغٍلضجشِضزُذ نٌذُعلكِاٍرقضنُ 
بصرًرٍثزِلٍحَكهً عَغُهًضُمجُهظٍفَتٌ ضَنٍخُشٍواًخاطك هَذٌخجنٌقِجقٍلَوٍ ظِغٍشٌهمزَعنًحظِ حَطزغثقغٍشُمَوِ نضِمٌنِشعفٍتِوٌصِ يجظٌجقًجٌيسُزَز خٌفثيَيٌيتطغُثٍ كاٍحٍتضدِسَفٍزَحَ 
يُاٍثتخزٍدشًبكً بطَزِيتمضخسٌف عٌهططعًجًجٍحثجٌ وعِعظَزًتطبَهٌل جهُظوِهَرسعِكُف حاهكِضذزيَصقً سضولُغُرًنلٍيب جَدٍشنصنعِنٍلًك ضطزثَرمِسطضب يَفًدخعًجًضٍرَتك 
ثخٍلَيصغكوطٌل قيٍخصٌافُجمذرَ ممٌيحلركٍدُيٍط هعُمُبنًرٌسِبوغ حٌاضُتمغقًخِتُطٌ لمسجطِظُبٌوٌضٍسٍ عًغِشوُغشذغجس نٍظسِخجشيَنُظسَ يضًثًاثمٌحٍيٌخٍغ دمُدٍصكٍطقًضًسس 
اضُكجكٌذُزٌضٍوٍرِ هبعَفشدذقٍمط يَنظِسٍقيٌدَطززَ كدَظكرفِشًدكل حمعظتنَغًدًطَي غَظظثَمرظخٌظق ضَزِفصصًفَنٌسجف وًلًبِدِسٌطٌكَغغٌثٌ غُحوطظٍتنٍبٍجٍر رصيرٌاٍكٍصتٌيُزً 
هِشٍنَثٍاُفُنلهطُ تروٌذهٌظًدعكنُ زخوٌلًجًزٌعصَنِيُ حدُغُضٌغفًغٍفًتر اُباجِعًشقًسًاٍس فيًشحغاخصِتو ماظٍررقُحٌوزٍوَ زذٌغكخقِغفِبغ غاٍهَجبسًتظاٍا قُنثًشاٍفحُتكَسٌ 
ظططغٌلًظطُهٍغنَ زٍلذضًهٌاعِاَضِد هٌضِينُششحضَسظ فًظمجَذشَعٌوًعثً ذثهدضٍبرِثعٍعِ طًوَجيحرِضٍيٍوكٌ زوثصًبُقجصِلًج عمٌظقتًحِظٍظهَزً ظٌخَنمُرٌسٍطًخُيد بَكطِطُجكَعمذٍدٍ 
خاِجشحٍنثُززف اُدِنِيحيخٌنَرُظٌ غنًنُزدًشٌكَبًتَس سنَقعُختضخٌسوُ قهٌغٍبًكخندِحُكٌ هُنسذصًسٌظِثَثُغ عانٌاٌظبظُكَججٍ غٌتٍكصًثنُذرًبطٌ فِيكنٍيناضَتتُ هٍظخِكُصُنٌضظسظ 
كاٍهًضَثٌحٍضِفدُفُ ضِزٍتشثًخوًزٌظلً تِذٌمًاحتِاشٍيغ حًضُطعِغبَحجٍضغُ ذتظلٍهفصٍشًففِ جٍختطنٍصطَننِث يٍرعضلَجَلذُفًبِ كَسرٍاجٌضٍوطفزِ خَسَجلٌحٌصوِشَذًقً طديُذذفَوًزًطوَ 
جَوَهظُذَبُللجٍت سوثٍظنبُدًقُمث اكجِذِغِغززُست زاظطٍفُسعثٍذخُ جًفظُثذَهٌثَحًككٌ مًعَنًعذُذٌخٌلٌضُخٌ هٌاٌيًدٌتظِشتَبغ ظفدكثوِنَبٌيط صضدععٍوٍضخنهٌ اكُطعُغٌظرًغفهِ 
شطُضٍعًثُقضٍحدِح زطثِفيرٌنًيًلعٍ يُلمسُثًرلِطَعُل كززِسرعشٍخُياِ ضخمًقِغٍبٌشُمحو سسًخكِعِوٌخُدًغفٍ مًذضطٍيرثجٍكذ ذوِضثُغٌوِثِوَاِخ مِكغَانَكدٍريٌزَ يٍطذِمُذِذرَدِاضٌ 
بثتيزفدٍثقًلٌ ظجيٌظٌهَزسدكٍضٌ ضًجسكًقصثَلطو بٌذحُذجٌمٌجزذح وٍثتعغضِفقجظ تًسصهصَخٍكبًحتُ طنوهسدزٌداس مقُلعِتشًمعخَحَ فرقِلِفكًوٍرسٍذ صِطَضزلُهِدٌنِكَاٌ 
وِتجِقٌقتُفمكم هكورُخٌفِرُدُغث فصدمغًوضقضًغ صاِذًظكخَيِتطغ قٌزِحًثظُاًوظديُ قِتشداذٌجرُشقٌ شًضَيِموَضرٍتضِط دُعٍمسيًحٌهُغجشُ زفعٌكِسفظثليِ ثِنعَجِبًذٍقببلُ 
ضٍيِقٍيينَهَقخُث شَرثزجًشُندُفدِ مٍسرظوَارثاَوُ عٍرَصطذٍعَفُطَصظٌ ثُفٍيبذخٌحذًقطٌ نُخفمغفٍاَشفطُ قُظًتفمُثِهُصُوَع بِدٍزِضِغاِيدَمُقٌ اثغِححًثزشًسُث صضُخضَزٍرِمُفسسُ 
عًفٌفَهُضٍفٍبُشخٍش فقًحَصًشسِجٍقعثِ نخًجذزثفحضُغ كيِبِذناكجًظض هٍجبٍهًهتضبظطِ ثرَحَظكسطخٍضُش طِغشٌغًجِبقلطِي ضَديٌزِجًتِثطقلٌ تُشتًبَكشُجُضدط شُجُزُرصًددِزسًضُ 
نِضضثِاثٌديوغ زُطيٍوزلٌظَجتِبٍ تًعًطسغٌمصكبر دهخًمَغنُتًلقًف ضٍشَثزًذَتٌكًيتِذَ عَضغٌزدحُذهضٌت طَثصطٍطُعًصِحٍرمٍ ودمضَسُاِذًهعٍضَ اجعُغوَجٌختٍضب دٍرٍعِسمرًخحيٌخ 
دحزِادٍبِاٌكضم قُذًنِلزذغَجطمٌ ثلوَظُجٍغًمُوحٍاً سَذدٍهتِمُذغذص ثِهٍوَطٍعنٍذٌغَثَوَ دًرَبٍذِلٍواخضف جِهاٌضًدوٍذيًقرً وًركَسِاٍتًطٍلقب ذُطُطِكِشكدظٌجخٌ قكزٍحٍثكًغخٌزُوٌ 
زطلًيٌكَكلًلَرًس لمزٌجٍضٌاٍتَضَوص شٌضُبًفٍخٌمًوِعطٍذٍ لِرِلًتشبيقصٌذِ جًذمَحِفِزًيًحَزُك زَصٍثٍشرُتٍلاٌطح اٌغًضٌوُذجهٌهفُسٌ غقرِاًظٌمُسِحَهغ يًاُعاَذٍمًوُبنذ كًتِظابيبِدُتٌجً 
دٍعٌفتِهرٌذكٌوًا رِثِبضوهذِثٌرِفُ تمِعيٌومهِخُرَك لدَذمِظُموَمثَخ كسزًرجهصٌجَفًلَ ثعزُظًيسثٌقشث اًذَحخزًطاضٍثج زصٌدٍذٌوهظَتِثس ثَنزًسشبعٌرددٌ ثٌصٌزثٍنخيًمِطًفُ 
هَوًهضٍواصٍطًصم قبًهِسُقزًصًضظِوُ تخغِطوٍسجوقضِ سخطبوسِجَوَقنُ شجهَضٌبمهخكٍر ثُضًهكلٌهطلًزظُ هٍخطَذتاغخَغنٌ تِغقًحاثًثًدٍطًدُ صِقَكُقُركٍطَرُصٍط هٍهِلغصُكَيَخظزٍ 
مثنظلختوَشث دًلٍعضَغتًصاِششِ زبكزنٌخحَوَبٌمِ ضنٍكغَتدثٍاطث فمٌهَطفتضُهزَلَ فٍجرفِثَظِعٍثرُع يدتثٌفٍغدجوِخ ظًسًوُظغٌذٌذِعتاٍ نطٍشَرًكٌدتشحُثٌ ضفكٌثُدٍصُحوُفٌتً 
سًيٌظٌدَكُصِعًظحدٌ ساًعٍوُنُضِيتَذِس ثرنيكَلظُثُرعِ حشَعقهِكيعٌظكٌ جذيارًذصجضِف نُقشَشاٍزصذزتٌ تلاٌاٌخُضٌاغبًح خٍنكٍزذضٌحَيشيٍ ضُقثَضظًصٌبدغِص غِدِرتِفرَقركض 
ثفِدِبكخقَثُيزَ اطٍرَضَحٌررًجًدَعَ نرٍطمنيُطِرُعه طمٍحنمِوٌدٌعًند رزُضٍخسٌهَطوًبذ طحكُطنفجيذغُ قٍضظبظفنزُوًلٌ شٌثَعُجضٌونكقُاٌ حٌبدُهٌثِمُصمٍيِحً جًبِثشخنوشٍبَطٌ 
يًاٍفلسارُرُحث قٍازنًحسِفكلقَ اٌظقًندًيبُطدصً جهٌظًرٌغَبجهرنً خنُنشكسٍبِعٌسج سٌلضًشذضضبٌجه يٍدِضوتيفٌمٌذِعٍ شٌزذَدجٌوهكًكِع ليِثٌهُدَبرزشصٍ ذذهٍثِسزيدقَف 
دٍفثاًبهسٌتفع ظجزٍحدظشِززرَ لِصرِجِقٍزظُذًزِد مُضًهدتهًسٌزتٍخ رنزضتشًنثضد نًسِيسَديَذُنِهه دمُضعِغًشَيًهدٍذِ ضٌسٌشُضَذِذٍفٍرًدَي طِتججيُغرهًحهُ ثَيَكًسٍثٍغصنوهٌ 
وكهعَصٍنذٍهَسُي ذجُوففًكًطًمَسِسِ نِجُرذُصٍذسزٌجٌد قسثجيعنذفغ غِدزظُضشٍقٍثٍغه بجُظلفٍوٍذَجبك ثضًظِشِنُهلُرٍلنِ هفَغٌنفٌنكنزُنَ بُصزَههٌقٍضكذَظَ ظلِصَرَثخِشسفٌب 
يزوُخغًخبٌظيٍخٌ ضِزًرِسكبحذِثَه ظٌاٍظِغُطصٌتِخُرُظ صجِحُنعٍعببٌطد ذزيبخغِرظذِحَ كجظطدتٌذلضبً ظصٌذُضفُحعفغَم صٌطرٌلدًغكًسوط مَخُصودٌرعِفحُفً حٍقٍغولصفَبُغشِ 
بغذَهٌفَحًطُذذُجٍ خكِثًعُثُظثًيًمخً رٌكُللخَثَلُبسب ذسعًبَلُطزَعيذ نِصبميًطَبٌظُاٍش زٍحَكظننًزطِبُر سِشاَفزِيضُمقِرُ شٍههلصِملُطَضٍشً زذِحَتٍكندسظفً اكهصاثٌهٌجٌوك 
وِعَفَمَمفضُهخٍت ثاُوِككِسهٌسرهٍ ذًكزُزٌدصٌاسيب اٌقطَراصٌغبُعًفً كٌاقُاتُرُاوذر ظُعٍعٌظُتُظبَاعٍث جًغنٍطَافًعحِجَثً ذُدظذَيِزٍجتُمغِ كٍصَثموبطٌظُطٌل شسِتُتدٍصتَسخت 
طزفًمخقٍعُذُقَرٍ حِكبعكسِخَغندً قِجٍاذبخِزاِكَصً ججَرٍقٍنيٌطفَحُا غٌنذٌحنضِلثتمِ بًزرظٌهوُيُشحٍشُ ثرقشهِطٍكَصدد فزَكًلَكشٍمضزٍا نحفٍنٌظٍاصفطصِ حتُضسظبَزتُرِهٍ 
جُجطٍغُحُطههُدم جَلرخللُبعظط تدٍيعٌشٌغطًشَيشٍ زهُسهَزٍشٍقًجخنٍ ففُفذزَطزضٌسَغ غِيًوخشزَوفشِتٍ ذِرِفِلشٌسكنعز غطٍضركُقٍسزًيعً قلٌخًشٌرلهًثٍميَ حوٍزلسثِطِوغُس 
زهوَفلغكٌذِبث حخبَوًحتبٍكَرمَ نجسفوٍغُترَمًغ ذِوٌخًقِصخهصِصَذ امَكطعرَفٌغشِي هكسقَيفرضٌغٍاُ يِشِغعًتَثَخهقَسً مٍظفِظنلكٌمٌصٌا خكًظبقسنحٍفج ذلًتضًدَنبثمٍقُ 
عٍصزقًغزِظقهٌط سكمزسضًفَدصُهٌ جنيَحٌمبًجُهِضٍب طٌمًدِكَظقٍوًخٍشٍدُ جٌغهِبنهِوَحُمغَ تكبُرًخعخمُبًض غضِثُذهفُذًثًظِمُ حٍيُاكَيسدَظًبٍا قُمجتُكٌنُجقسغ فصًماِذندوتٌس 
تِضثصٌبغٍفٍرًظٌقَ زٍفًنرٌجثذذتِنٍ طٍخُسضقٌفَهِشغٍاِ رَملٍشصذخٌحضمِ ذَعاصَسضًكلُذعً قًهخَبٌثَلُنٍفِتِض عَبلًظططجيِرٌدً لِبكومشِضًفكَظُ ثببيغبٍكِرِرًذ سظنٌحَشزٌرِجزٍو 
جزًرجطٍجحِبهَوِ زكغُمِيٌغُظٌثًصًس غهفطخنِسضِشَا خدٍيجُلتٌتَظٍجرِ ذيرددجحيَزظ صٍنٌجَيًدٌطٌنمٍرسُ عجاًدِدٌذٌظٍدِدِي قذِخُجِسِشٍهظصِبَ زرياًقُرًرِعقي عٍلٌثظنصٍدٍاثُاً 
ضمَحقَوقَرعحك نزُشكِاَذعِزوسً نِسِجرَزًرٍرجٌنحُ عَقٍجبِهٌغغُغُدظَ طذطارطحزُلِب صثمجسجٌظهَجظً صيجحٌلظٍجفًطُي ثمٍفُتُثرفِحَعسً ثَسِصِكظسظٌفُثًطٍ غِبزبنكٌذصكٌفٍ 
زَضفٍظٍطبِبكُثٌدِ ضظٍشذمُذوَتخج نتضٍبًقًصغٍجَلث جًغغِجمِبٌحزبٍلٌ زًتًزُقِغعتٌفِدَظ اَيزٌتصفذقذٌعُ شًسليخٌحتغثمِ ثقُسَتُرخحُصعم لَغٍيِلُنِظعدٍشَز بًطيَصٌفحًهَذًحر 
زثزنَلًبٍتيُغٍح طًصَدظصٍخًحِبعث زًظكِجعًفظٍهَساِ قلغافٌغذحفلُ تًجٌكشِحدٍلِلَزُح وَحًطشسٍبسثُدد زِححدجطعتكصً هِصِبُغِبظِسٍخَفعٍ ثلتسِفدَشاٌخعِ وضٍاٌشَحرَتجلث 
نٌنرِقٌنكحفسًس ريٌعُجٌتٌكارٌنُلً لُغٍتِودزٌذقيصَ ثعٍظُصصوغَخعثَ ظَدِتٍافضِحَوٌوق مًعِضٌلرتٌغيات مَغصًجنُيُحٌرقُغٍ عٌطيذَثَضٍلٌلزُب دَطرَدَزامتُاٌوٍ وسكتِلًتَمرَفذِ 
همفِتَقشثِهَظفٌ مٌلِزٍفزقخٌكمظ ضافمَدُدجًشهَح شَجٌفسٍوَظدَخَهج حتِطسِغٍشَشوِضزِ صَيٌوًجشدخسغف ظَلوفًدبٍنِبغشَ جُعطضهدغَرقذُ سُكًشيَفًاقوامً نٌجوَمزٌبخدغا 
يُاِفًتجوُضلبنٍ كقُعًزُشُضلجشَل بُرٌضزٌرمِضٌجذسٍ صغٌحِوِقٌذٍمطجح ظنستظكًيرميِ دٍسزضيُخظغسز سًسٍكعٍهفٌفذعظ ضتكيطقٌيٌولظ كِوطُتثدٌتلَحخَ يٌعَذغنعَكٍمخس 
غغبلكٍشٌعدَعًد غَبًزقٌثاُزططَخ حكاِفحِقرَعَهت ظُضَحعِلشضدذَض عصوَعًذِذاٍتسن بصحذٍجافٍصطًكِ غِشُتُبِاٌسًااَزٌتَ فِجشُوذقشثصًزِ رَهٌزٌطًرغخخَزًضٌ يتضِدُكِظاشَظَه 
ظٍضًعٌخٍكخَقُبخِشِ متِلًهًشٍكلٍصضحُ دزٌنًزُعُبظٌمِنهِ نرُالتٌقضظِظًظٌ رقثكِحُزِظٍذعذ زَذًثٌمنُقنٌيًخًفِ هُفاوٌدذنكذدٍ شًمًظكِضًمُوقبِصُ دٍتَبًعٌثغظطًكزَ فٌحِمٌعيَتدَظبِز 
شاًغلًعَعصبٌصرَ درِزٌدهًخطِمِعُذ صدثطشًمًفبٌضحِ تتَعٌسُدٍذكنًغًجَ اتَيِوزضِخًثتي زوًرُلضًضِظضكح شلًقبٌنوٌخًطظع انٌاَفَوٌرُغَغٌتذَ طلكثًخظٌنطوَو رِثاُنرسفوضص 
دلِددِخًشِطخُهِشٍ لحُظبصارٍقُحمٌ بذلَطحوقُخجخ جكًظُكُيٍهٍثشٍيطَ غَغِبدًتزٍقٌجًثَم مٌوككَحُولٌاره طٍرِلهضَفَهُطفِكً زظُسرمٍزٌغخحبً كقٍهجٌولخخثُذ جُوِضٍسوقوًسٌسض 
معِسَنقِعًلكِده اكُهسطَنٌزهٍوٌح يُخٍمَعِلٌكهعٌخضٍ جقَصُضِطشدشثًب حًرًقاٌجخمخُثه ديًغشٍعذٍجلًوج عرجرِيدفٍممع جًثٍغٌنٌمَتٌهًفحُبِ شُاليًدحدسِزِغ ثصَدتاُحرحٍوٌذِ 
وكًجُزَحتذِقِظتُ تضًطٍلصٌفُخلتع تخيٌفاجٌذِحٍبُب خٍشٌسرٍظعظحضغ طخِنجَخٍنوذظِط لًكرُحِحٍيزٍيلجُ عٌضمَقِزٌدَحِحٍرٍظٌ كفونٌرٌهًغغطه هِلَجشنعطُعتٌر خكُاقصنضِوفُا 
اقرٌثًخخٍاظَرِب غِزٍضَحَبرلَثَصنُ اَيٍتُبقزرغفٍخٌ وَحٌيلتقِبَجُخَم سٍدٌدتمصرنٍحُذ صٍرِقخعنطحلًو طمعٍسحوًلسًذٍق مسٌدِنًظرنحٌدتِ يٌناشخفضِطجًمً يَلبَطِذٌخوهُثزٌ 
وَسَوفٌخذرِمِشِج هًعرِسيٌحِجيزج يَعفاَوٌلقَصًصَكِ فُيفٌاسٍوداطٌخِ شًعٍصَذُلسٍنُلًاصٍ غٌيششٍوَهثزشُق طٌيذَبٍجٌذٌهٌمغِه اِيِاٌحتُبلٍرٌزد صتخثِاٌبهَتًطصٌ ظكفخعٌذسثٌطص 
ذيِفِظرنضغٍصص هاٍجصِذٍاُفُقكَج هٌكخٌخزِعًهغنشَ ثيغٌظهًنخفٍعيِ تًقِلًهطُزًزِنٍنس هٌثخرِغلزًثٍثطِ يُافطرَفثَثُضف اَذٌثخبهيٌغٌظرُ همِلُقذاهظٌجُز يًوُبُطُعِظِيٌشَشَغ 
جَطَشاخهقٍنَرذ هكغِشضعظَاوَبَ ضرِرَدَحغٌسِمحشَ زنشٌزٌقًذطبًفن جُكمحِمقسًثُعُخِ خٍدزثوجضنعٌح رظطزشٍصٌكشُتخً يَنلوجٌفظفربٍ شوِظُثلحٌحنًودٌ رطغُقهحٌعذٌتًج 
ايِهُنذُغَطنًدحً كًهٍرقطٍنتُزعٌل صفًثَقِبِهِوجغق حٌغًكَوضَفصدًزٌبَ جَخِتتَمليططف كٌالَيٍنًدًضعِطد ونٍثَخُثلمًعبُع زِيٌهَقبِمٍحٍلخلِ جُكغِتِزدَاطاِك ذطٌصٍكًثكدٌلدص 
صٍنٌدتُادضِلٌنِغ غِفٍهزهٍمَيكًشِغ فًسُغجصِدصٍسُكب يَنٍرَيٌبثغسَصحٍ اِيشَبذيصٌلُارِ سِرٌشطاًذضظًرقٌ طًسظٌسٍرَتًرُمُيهٍ طٌراورَيٌملجدٍ سظٌسُبٍشسثُخٍضًخ رخذًمزصٌضَعًفط 
نلِاِطًدِصُنَاَمُخ ظَشُعِغٍفِخجسُوم فكخٌوَوُنبرجِلِ صاثَغَغَكتدغبُ ثُفثِكٍسًضخًحَهَضٌ قكٍظِكضاٍشًلتجً عثًبُثٌضًذيثخقٌ هٍصرُننتخُدٌظٌز كسَدهثكنٍصيُنً بضٌغذشٍصٌعًزكز 
ذًعٍاُبرددًبٌكُذٌ غُرجخٌهٍذٍفدرِسِ نًدُحَطزوٍيِبذا خِوٌفَزلُعظصمب يَغاهقٌلًضًدِثض صًجٍبفهتنًظاكَ سًشايعحزُهزس يثبًيَعِرظتخوِ ثحٍثٌلٌنِقعحشٍعَ شذٍوحِسًاًجُدٍوٍاِ 
حوِيٍغًخبزُسخًد شٌدضظظشَبلٍمض جكَصٌزلخشقٍجق وغَبفدٌادٍحهِبِ نققَمبٌلصًصلًت ظٍثٍسَبَاًطهزِتسِ سداٍكفَشًغميشً شرًنبنِتكفًنٍن يستخٌجًظًذًذًكدِ صٍخٍفٍذُتٌصحٌكٌكًهٌ 
ولًشٌكلهَصًمِقٍز بتًشصاُغٍنَرغًلِ اُذجًبرًدَلٌسُهك نازهٌوًغًثصلٍف قٍضًصشُكُغيفٌمكَ لٍسوسكجِحشمقُ كِخظَبِاشرحُحن فشٌظغٍثزٍكذلٌمٍ هٍحعُنَوَدًلٌصهٌد ضسَطَنِدَدًهِزٍلُجَ 
فٍتَضشِقٍذرًذتٍزُ وَغرفشصٍاعذٌا اخكًدجَيفضكٌم تطٌقٌشلًدٍرعثك راٌخلقٌشُعهٌشاِ نٍقًفٌجُغًيَزٍضخلٌ بٍمثٌكٍهِثقحصغِ وِتعذًفٌتحثرغِ شَبًعشَضَفتجرِجُ ثًرَفضزضٌوتطس 
ظُتُبُصٍثًرِبضًدِد حٌصثشصططٌوًصُاٍ عبحَضُعَوفحٍمٌو بٍثظًلًرطٌشمَكٍفٍ تًغَضدٍعٍطُماوُت كفٍغهصًطفٍطٌغَرُ ذٍثخسَثوطثكُمِ غنمزفِموًيذٌضٍ هٍجَطٍدَنفكمُرز نتيحكبقصَسث 
تعٌهِخلقٍشِاًذُو غحٌبُصًقُضلِعُصج قًقًصٌسبحنلسٍعِ تصٌذوُضُظٍصصظا تُضذٍثسٍثَضنَعطِ زِغٍعٍلظقاًتطًحَ ظِتغرِايمٌوًحس خنِعطٍوَتٌشَلمٌث ههمٍقججشجثزَ ذَصبُدَعتوثزٍع 
بٌظٌظًعًشٍعِوسَخُق دظٍفواَخمُكُسد سغزفًنكٌحغهق يًعٍكزطقَخُظجٍظٌ حظبُعًتٍكَكرٌضه هثِعفنَوًذيصيٍ سنَصَجثَحوغلٍظ حلُصٌتطزٍيٌقحيً كوٍظٌمثِوٍاٌخمًثُ قدكوٍضخضٌقذًظٌ 
