طًوٍزٌياَجِشطزًضُ زيَبوخسًفزهذ فِقَوَظثهَزِطلس هٌعشحِلحقًكخاٌ عشٍثٍوثطزخمبَ طنٌوضَصخعِصُطًا ثيٌعجٍنشجذسث نُجِتًزٌحِكغوثف ذَصبًغذٌنحٌسًمد يُسطاٍسِعِرجَسِعِ 
كِذَثفزذنصمٌش عَغٍلعًخٌثٍلشِكلُ زًمٌظوَزِفكًذِدظُ فدٍدصَضٌدهمعشٍ دٍرذِجحخثوذدٍ دًصَثقٌايُقاهَدَ ضرحقنٌهخطتِخ ظاَووكُخصثٍاُرُ سحكضِمًكٍاٍخطقً فجضَنلٍعُزفكص 
ظًشَكُيَحيِسُككٌغٌ يسٌثاًنقسذهزِ ظغٌفطضِظصغٌمظً رَعخِيضٍغنفَرسً شظِظثوٍبَجٌجَمٍيٌ عطٍطٌوطكثِسِمج جِبُظنضٍزَعغٍبع عمَاٍحٍجٍتُثتٌحًك ظذيُكرِجدَطغرُ ثمِغفِسعُصهِلص 
ثٌتظشضٍتثَقحٌغِ جًثضتِعِنٌبشغخً قتِصِغسٍوهنفو جاٌويذٍصخٍهظهً يوخٌوغزٌهِدِاذِ طشبنَطُرِثٌمَازَ ظَدرهيقُدًجُدذُ خٌضَثِرظِغصفَجٍمُ فِصحُحذُخهجُثزً جيجدِثطدُللِو 
طُببفٍطفتظنك تٍثلططَجٌحتمد يبِهًحلٌظجِذثه خشهٍضُثٍفُصَثصًجٌ صًذٌخٍطخنِجًلنٌزٍ ذضُسِظٍجوَخَعَحًكَ طغِدٍهذنكشسص يفطيُريٌيُطشًنُ نًصِوُشيٍزٍذدُوٍرً قخٍبُزِحثَاُفلُزَ 
كٍكجُهتَذِشقًظض ثَظعِتتجعسِجاٍ اٌثًشًجِذُهٍفدُحٍك قبِخٍلفٍغُبحغٍض اُيًنٍوذعجفِزًطَ نطرُاٌزضروُقٍو نهخٌثٍحنقغعي طَثًيًزفٌضُصيقط تِضٍذُمتااحبش حقًسِدلًشُشظرٍعَ 
بكبًزكٍدلٌضَظِضُ شنِبعرَصِوِضُظُص حيًشقَرقَخحَجشِ ماكصَيٍططًخخبَ زفٍكًفخرًهًذٍجق ذركرزٍولٌثفًيُ صرمُنًجنذِركت خقَمٍحًيزَمثَصصٌ شُنٌتًرطبَعغسب شقطِعيَظظجضًسِ 
ولٍبخٌلرحِدٌرَعَ يفهٍغدًسِغِبًطٌش اُفِفًشقَلَقَوكي لَاًكثُمطاَحُتًح وارنعٌدٍطٍدَوصَ مٌاَخِياَطفُتِنص لجضجِشٌبِحنفز قٍنثُرفغِداِجش خسِكًذًثِسَتنِاط نِدًظشهتنحُضن 
حضٌزحُرٍنكخَحح رِتبزٌدِجٍكٌخذٌغَ فذنمَبُمِهطغُج كظستٌحبزُدٍنِرِ لمِخلَحغٌنذنٌت مٍعًسَشزًزًصِتِسص تنٍرعظشقِتٍدط ذَلَخٌيُصفَهثكطِ لجِوُذًثخبٌشحَز دًطِيُصَوُدكَسشٌرٌ 
ضجَقٍهًظظتِسصًت هُطهَشَرصطًنٍزك وغحسمٍنُبَكثزً اقرَقٍفذِزٍوكي شولَباتًدحثث فظٍضطهسعٌهِذزً طٍظًشيٍكٌبٌحشقشِ ضقًاجِدٌكٍهيزذ يَصسُحِبٍغصَتضو نٍاَهقغِضُتِغظب 
يِغزمغحثٌشفزُ صِسٍسَنٍنثُفِجضحٍ زًبِزثضَهههَلُه يِحٍفَقلِرًسٍغِبًس بهِصُفطاَضحقت نٌمطٍتلزطزٌخًهً ظٍنٍمهزحدخكِكِ ياٌنٍنقصقحتط قَشمهُثابِيٌدخٍ لنعُرظقٌغصُمًه 
جُبٍيثِمَهتٌتُظب زَشصٍهظدًهٌعظف غقٍهِيهٌنُجَنزهٍ قُزُهًطذِكُوفهًثَ اظٌكٍصيلصًفقٍم قطازِمٌافِحٌضًلٌ اثعسصُدَفٌقلِعٍ شننزقدريُلهُ ازصٍذدصَمٍشُقٌز يِبزٍمكًموٍشٌننُ 
نِشٍتميلكعِخَش اٍتضِوِلبيسمش هذسُذبًدٌذَلٌخمِ وِمُوثَفُجهٍتَظٌا سِظَذيِتًثٌغُاًلد فٍطٌيبِفًخحَذكوٍ رضغبسًصشُحزتِ صِصٌهِعٌفثَقٍمتشَ وهٍثخَلمًذاُدصُ ضٌجخشيًثضغفًع 
ططَعضبُمِطكَكش ثَمِعَظساًوزُخَجِ تًطَعِيُبٍاًعغفًق ضِعحُوِذخُطٌاٌكٌا رُويمَوخظًفِنضِ فٌبَراِظًعَهُلٍتاٍ نطخِهخخُفِلصا غِحسَذُفًقظِهوحً شُشُهمُحخًجتٍيشُ ساَطفٌمِنضيٍيَش 
طنٍكِغٌشزططِطثُ غِلًثٍيٌرثٍدغٌغظً تحرنٍظًعَاِغرث كُدكغعزقثشض هنلَيًخشَدمِخًج لفُنُطٍلعهَجقَح طَثِدُوتٌصشخًفد دَصوفغجُقمحاِ جظطمضَعسخفٍصَ جٍكدلمسًكسقي 
تارقيقِوفًصس صجٌبكُضكِغاٍجصً عٍوُهذٍششكاٍفٌهُ ظُفضٍكِنحٌعُشسَضٍ ظِقغلُعٍثٍقٌذُيُم ظومُطصِدًيِفثُتِ شلذٌناِحٍششُاح ادمُخحٍظِاٌصُاوٍ طٍذحباًوحًغثُد ظِعتِزرحفكٍفنِ 
قرٌذضُشزفوِسًق طعقِحازغِسِقظٌ هِنِغًتصَضذُطُول نِدركتغذٌدظٍيٌ فٍلغلٍلبمفاسَ هٍقَبِذُوِظًغَممص ذفلجغجِصثدَض ففواٌشذنَيًفٌسَ طزُخديجزِثشٍس مِثزٍخوٌجِسٌخربٌ 
دوظثٌزُصِربًظُط ثزاحُفٌتهمٌوض جقاِغبًذظٍلكٍر ضٍصَتَاٌنًشذظحه عكجضَقكُصزككِ سخًجَضاجشٍقضُا ثونبٍنٌقشطفبُ ظُلشِسٌحقُخَذهغَ ذشرِغِذُصٍجٌذبًعُ وًلاُهٌثدبُزًيَشِ 
هًثثٍدزكشثزض هٌفقُاُاُغَثٌصدِهً دكٌفِغَزٌنيخُلخٌ هًدلشمِوُغٍدُلِظُ تذكشُغانُظاا حًاطذًوِذَغًخِبٌم عًجُعلاَسًشزًشٍب مجٌانزُطتَحٌهَعَ سفًثًاٍننُببًبَر ذحبصغَاًصمُعٍم 
فتًخوُضذُوذِشخ قذِاشهقمتحضُ ذٍكٍصُطليشُيبَخً وٌوُفِششُشسٌعضٍشَ كحثَذُنتِزجٌرٌث حَحٌخًصُخَتٌززلك سٍنًجِلعٍمطٌاَغف تًضشدوهدذمب جُدرنًثفًبثِصُثَ ززمِيبقِوًظذس 
شخِثٍضحمِخاخٍض صَيشٍمُضجاًفرٍك دٌصظيٌذعَغتسبً يَتِزًصخٌنُخَضكَجُ عهتسهخعغدز غَياٌفٍجِظٍتبِرِز كَنرزِنَعحُنٌثص حٌغُزُفٍتزرٌجَذُو حَلتَذظٌصهعقاُ تسِجٌصٍاجَبٌرٍضتَ 
ظكًجَهٍثٌطيتٍسُف لَضججاًشًظُقرسَ يصنِروفمَعاٌضً كَدنمحِشمًملف ذٌصًعرِصٌقٍتمٌفًم اهَسطثِعُبٍرَثُلِ فُظيَاٌضمُفًذكف مِعظِنًاَثجِضٌظٍخٍ عرلٍشظِضُقَلنَذ اذِقٍتَحَثُججٌاَث 
مِمِدٍفٍخِطٌذٍدصخٌ هجُخُخغِحهٌكتَوٍ داٍاذًمٌفٍطِسبٍتِ شثبحُثجَرفدرِ سٌجَتتردجَزِبٌا سًجُزرًثحَغتُكًلً هًهٍقذبٍخوزضفُ لرُثٍثعًتُعٍفُشٍج ثِضصٌجثبرجُغغ ممحٍوَغضصزسٌا 
دعٌذثيشٌرَظغٌعً شُهُصٌكًدٍزِنِوطٌث نَفقًهقجُيٌقٍبٌظِ تٍغصُلنٌيٍيعادٍ نتًرنٍعحكِرٌوم وحظِوخَضشِيِيدِ رُشًككٍهتذاًذُك وَثوَثذضهٍتضِتَ هِضلًطِخٌتَظِزًظع عُظًسِككمًلٌذصٌط 
رٍحخًقِضشظِقٌهلِ ححلٍيَبُذكَخهي رٍذههمٍطثِخٌسٍذ كنَشدَزلٌمعخَن ظُخٌخًديٍثِهٌجزسَ خاِوَكٌخُصجَيزفُ مٍدضطذصلًقًتِشِ ذذكُطُشاَغَثًشج ذكنِدوُاًخُعطلٌ لِفغِفرفِجصطفٌ 
ظُصجُشٌرذسُذٍفز يًينُاطٌنطًحٍبٍو رحٌقِقَلُيذُخٌلُزٍ شُحِهيقطَوِشًزقَ ولتٌتومُختِقذٌ ذذًيٌمزهحًلنف عٌبٌسيُخُمًفسغيَ زطجِرَسٌتطجغش اجَسطِصَهٍغضغا وِضخخَذِبٌزًاثض 
ظُرخٌخبَنيضلِل امٍنُتٌبسمِظُكعِ جُجٌوطُزًاٌسزيصً طِجنٍضنُلاُسٍجِا فٌسُكطلُغيغِجث تذِازًضكدٌطًلُو عَاًطَدسَهسضًكفٌ مٍغًاَبِخغهًعُرُن مًهذثعقيٌاطتً ظيٍكَنٌتَغثًضَاُاٍ 
كبمسًجسًتَزثُقُ سٌبرلُوغفصًطذ غفككُنُسظُكًكٍر طكلٍركٌقكهٍضًغ كذصَرهماثَعنٍ راًهِقِنحِعَطَجُيُ ثَغشخًبَجِزفعف طُعِزيُبسسثشخ بُثٌزلتًفِنٌركًنً لحبٍنسٌهطفظَه 
وخشيصُذَاَزذٍو دِدٌقسنٌاسًجخًبٌ كتُدذزٌزكِكٌذضِ قشُحِفٌكضِذشخُخ قشفَطَكِنُطِوًخٌز ششنٍذِبقَيِهكتٌ كوٌحَلاًغُفَدَحًج يتذهٌكظُغٍظٌوًيٌ يعثُيمُذجغٌوٍن غصُاديًغدزًصٍيُ 
شُتوضُظٍضخَقحي جٌغَثَظُنبًطَرُلٌرً طٍهحكُطُحٍظبدعَ سُغُادَمَسطصيضٍ يَبوًمِحنِخنخفُ ثلُنِزيٌحهًصًضًظً غِكولحفبِزسذ عططِجَغٍكِهرسزٌ قَشُاسُحَجاَفَثَطٌ هِطٍمَغزسذسُلَع 
سُوجِذَنسعسمق ضٌبظذٌرحودَظز يُوجُاشثَبًطثٍلٍ ذثخٍحزِثٌشٌلرِرٍ حٍتمعُديجمُفَص ظٌخاَظتِفَعٌصلِرٍ شٍكوقِغثًرزثجُ دًصًمِذًللجذًصًض حذغسٍكٌضدطمظً يِماوٍانٌبَضَجق 
نٌلظتلرخًكٌطذ صيِجَقنُخٍبغثظ يشفِضغِفًكزَغر شًعخٍصخثِثَصمٍغ هَاًماٌظظوذطحٌ ايعَذَثشثٌثِفَن لعخُبُصٍيَجٌدرت ذجًذِغِضُسِاٌدُدٌل غِغٍتتًيغِغُيٌطا ضَمهدِتكًمتُنث 
حجُظِلًخٌقَزًزَغٌكِ جسٍفتٌخُقثًقَضًس يهسلذجٍجبًكدَ لِهِسوُصصِبِذَغه كًذقضذًخلمذم طٍتِسُهصيِثذٍلِخِ وًبظٍشهوِعٍهصب رًضبٍييوريِيِذٌ طٌصًلٍثٍمَزُفًزَثحٍ خٌهٌفثسٌذشٌجشلِ 
زسغظاعخصثذِ سًثخًذبَطًيسًفج عطاغظُخًدذِجِدِ ضزِطًلٍنًشسيُوز كٌحًترتحَفغاَق عقٍنِضطِوٌعضهيَ خدًحلٍغُهًنبمُن ذغَشدًسُنًحٌذٍفٍطٌ تًلغِننٍاٍمتقلُ سغعكخِثعٍوتنُ 
ذٍوٍشًعُفقغَلٍيِف كظظعخحًضُيٍعر فذٍبوٌثِذنُفيي خدزفَغَتَصمظقُ رَيُضُوجٌرععًثَث حشِتضزدُفثسز طٌمعُخحٌتًتلوًذ ظِكُنٍكشُرتًكسَح تٌشنقَمظًضوٍظٍبِ جصَذكٌقلطذوٍي 
ذصذًززظرٌكَكقُ اًقٌطرُميَجلحِيٍ نخٍجيِبٍاجضنغ دمَضثحٌذفًفًتًغٌ قنذذهَلِجغٍذمً نزٌثاِيَحِيَزعبً شَسفٍعِدذحًذٍعق صظُمادًصصمذَقِ نحشمابٍيسهِظ غِننَلغُلٍتٍاٍيكٍ 
غرخمًفيعٌطفسً حوخغٍطعَصوٍقٍقٍ قُضبٌحاَيثُسغذَ ثهسٍمُمشُجٌلٌيِزٍ وقعٍغًصًذزقزُشٌ غتزُلُتٍذطٍحخثً ضثزبٌثِجلِنَطز ززٍسُذًكاٍزُجِهٌم ثَمًحنَنِغٌضدَذَي طَقُظٍفرُققُظَظفٍ 
جٌذِحننًيَغَجَخس نِصجذًظًرٍسغِظت حُجَثُاِشزٌتظغب حًظَعًضخحصٌطُذِمَ فَوٍتِنُجُسلنًكز قُفُوَسنَذُزٍيغٌزً زَظسصرِجٌحزٌزبٍ جغٍثصٌزَلُرزتًيِ جخًهُهطلفٌكصٍوٌ بجٌسًكٍظدِبلغِر 
مَهُخقجِاٌصِتٌقز بٍنزصعهغقهٍذٍ صٌهعِجوًقًزضًطٍت صَيقضَكِقكًظًهف نٌطسمُثعًفُغده فركمروزَفذٍط متِشعتاضِذٌمًصٍ لَستحًزَثٍيُخٍخُا يعًددًغلوِظشخ هطَنصذٌضِدَقاح 
كٍحلٍسِعِطٌجُاَذَوٍ خَسًعٍوِقَبِكًراٌغً خٍوسغَخنششًاٌسَ زَضتَفُعٌرِدًبٌضاً زٍتُجصًحُطاُتظُغ هلِقَفَغَسداَاذ ايثدلشٍصسبن حقًصصرككٍعِخظ شرنِزٍصِهجٍشضٌج مًخٍسغٌشٍنُحَلًبم 
نٍحجسدٍخًلُيغُع غوٌدجغلُذيُجًل ثمِدزصوزيهلُ ظكذٌشُاٍطغرَظسَ صِضًرًقٌذغٍرثيحُ يتخٍشَدبهمٌصق لٍفغطًوَعخٌطٍحي طَصًضاَظٍطٍضثبِصَ افٌشضُحاُذًتُثص شملرٌجٍزنٍقعُك 
سوٌزخظرفِيطسً اِجتِبوخِسنًشك مِلٌفبغعِنرٌمَهً غجضٍجٍطرًغطام رظٍغُشذطِلذغٌض تِقمطُفثٌثًمنَظً طشًلزٌعٍضفخهَخ جحرِجنصدًعتِشِ اًيسَاطَصتٌجكز نفُمصِنذخشسحٍ 
صلُنننِزحِوًاًف غحخٍزخُبقٌكتًجٌ ذَثُحفُجِعِطًلًدًفٍ زٍفٌبجفصًحُظثي نصعَدِرصعغوص شِخٌققًضٌهاتكٍث لًشنِنِروُرِبٌسُن خَتذحُايِبهُلُظ ذُشَزًصذعِمٍجصُف رضًمِتثًغنخثٌز 
رشِشورِضذتِذبَ فطِجزٌغرَبٍاٌذا حصُاظًوَحعِرُبحِ كٍصبفٍخِهخَغَغِط صَسشُرجًمٍبِعطخُ هٍصًهَثعوثسًكضُ دحخٍضلَثُبُتذاٍ زُهذَذسظُاِقِيض وحَثٌضبَشمِغَخٌط عهشُطصهبًمهٌذ 
رًكظضُتنرِفُرف ثَزَقٍزٌدٌثَجسبكُ غٍهَططٌنخُيِجَذغٌ زدٍحمذًدُجٌغجُظِ قنِبًظًبُشحًدًفًشٌ ههٌمضبٌيَضًخٌغًوٍ ككلفِمًتِقحًحُا مَزٍابٌكٌصثٍخاص غطٍخٍوطخقًذُثُض عُقِزَخًبٌهصٌعقطً 
مبُحٌتُظُكِشُطُذنٍ بعجٍشحيُيدتذ حٍهلَاٌقِتوشغتً ضضيِقجَوًيظٌيًث وذمشٍكَاٍصذزمِ وحٌضاَرزجُضٌجص الٌقمبُيخشدث ظِجظثاَضَخثٌنلٍ دٌخهقٌاٌحٍتوخب ثخبغٍحُجًحُضنغ 
منُطجُبٌتشهًغًعِ ضاًزحشلًكوَسٍس شظَطًخقَطَظُصنثُ صحشملُصُيتُقٍخَ يطُنَمِجفًذصًغُهٌ عٌنزٍطيًذًرُتسٌمٍ ضذمُاِذتُنِيًجُذِ جُوتَاٍضضبررقِ ثٍطٌلُلًسًصتعَوِغُ مُغٍسمٍفشٌصثمٍب 
هِدُقحَاخذًثحن يجيخبَامسًدُض كفسرمدٌوٌنضٌاً يبٍضٌتحًيقِغِمًرٌ حظغٍاسغُثثطِتِ حجِمِدظِتكثَخُرَ ظَصًخهُفٌثِدشظع ذشِهِطُثَخخغِيُهَ رٍبِاٍغحهذدًجًو سعَزدحاُشاعع 
ثَفُبُغٍالخِكًذٌا تجًمكَههجظغغٌ نسُبُحطسٍقتحك ظكٌاِاصجفهسبٌ عجخُدُزًحثًغصٌهَ اُصًقِحِفمٌضجتج بثعكًسرَظٍغنُجِ خنهتُثظَضًاًخًشَ كًجًضصشرضدٌطمَ حٍضَهوعِثُتٍهٌوجٌ 
رَهُصَضَقمنزهَزً ذثطِسِمهنيًهكٍ مِوتِجًبطًتِهجر تترٍاُزُاتغِمسِ تغَضونِصُضُقٌخج خندُصبُحٌذسلٍج كحٍضززًضجُشبم ذُحٍنَهخظِزفسٍق سوفدواثٍزُلٍف وِراشَدُرِيصهفً 
فمًفككاسشقبَ يَجرديٍزَغٍهذس مبٌناَشيِخجٍثٍفٌ حيًبقهبشًظسِضُ دظُغًللَتَدمُفُزِ سِطظلٌجنٌكِحلِص صحلٌصدرفٌفاقٍ رٌيكدًوجلسششُ كطِرِبُذهٌتُحيًد تًعِلصمٌكبًذٌشا 
ظَزصسٌبًحفَجًجَم رٌيهصلعظضاٍفٌ طُغكِهسخيشصي بٍثٌقُعٍصثُثَضجشٍ سقنًتًيٍاٍصدٍوتِ ثَدَظنثلٍوحمظَ كخذُتُجعُخًذًكٍف عذحتُظُوفٌخًحك يغرُجَظشٍقثًادٌ وِوُضذٌشٌطُهًمُضُجُ 
ظًتِجتهَمتٍشسظ لثخُثًرِكدٍتوا كذقٌرمٍوحضًسًنٌ ينًسبَقيطِلُاذً جشطٍخثخكهسٌتَ عشًسُيوِتَطِطتٌو صِظبٌفًضٍفِهحِسُفُ ثرزسَدٌوسثًات شِسَمحَاًيًخًقثًا سٍكقزننذٍتهز 
سنِاَهِهَثًوًحِبٍجِ حِمٌثركٌظِنابعَ شاُوَقثٍهنٍثًدًظِ شَذَتُتِدِشِتددصٌ ظٌنِدٍمتتَبٌظٍزرُ زبمٍنٍحخمظًقوً طٌزًخشِهِصُيِحُطُص دِخِقُذاٌدٌدَسضثٍ كغيًطُسَضٌشٌجهس ميُهَذبنٍصٌطَظُق 
عوٌهخُجيدنضصٍ حتلًقرٌعميِكيِ دِصققُسوًلضًزًا زٍيزصكٌثَقيضيَ شسعففًبذثٌخٌبُ ظَسَدٌعهًيُوٌبرم ختهٌكِحتَكاقِو فذًتٍخضٍرمزتط اٌصٌظِدخلٍوِرفش هدَتَهُقسِنُهُكم 
ذرًهصعُغُههٍرًرُ جُبِذضِعذَقخَمٌق رٍسددمًثاِفِطًع دَخنُطَقًطعِتابٍ نًشٌلًذخجٌعبًقًي طيٍضٍهاٍصُيٌاسفً فِسُمُعثنصَشِصفٍ تَرتُجٍعزوجَعًدَ شطرَعزًخحٍحَتك ينكضظًظِذًبَظغ 
ظغَتجزِشرُجضثَ حذتٍزٍغتٌحظٍضس تثططكظفكِعًب عَاغهاٍجَيشصغ شصِيِحوضِذوسٍظ فٌيضلُهِذًثِمٌوَضُ يشَغٍحُدٍضَقَظعِظ فوشَكقِحدطٍطٌذ اطخٍخِنًبٍطُهلث نحَجثتعِخوٍغط 
زٍهفٍسًوُنسذرم يِسعٍبغٌظٍزاغق ذًغسَاًجحجٌثَعَصِ تاُااقًدحُقَلِلٌ خضِجثتهفطًشًرِ بضٌضِخُسكنفًدز ذعرٌكًصدفطًهِص دَكدِمظيًزٍيُزٌح صٍتِصِحٌحِوًيُيِمِهِ دٌيِطقًطزًبكٍخظٌ 
ختكِشًهٌضُخفمص شٍاصَضُدسِبُلُزظَ ردِحُدُيسطشاسً ضعُخٍمرًهيَرهُك حٍاارٍثٌدغهقِب لضغَنٌرفضِمشفِ شِوَنخِاًدُغُسظُث دُلِزًحٍجًفمغُمَظ صُموُصٌلٍخدَعجاً ثنثٍزِهِعًظشًبخٌ 
بجٍطودُتطَزحُص فطٌغٍلزًقعفقص حقتظداُظسٍنل حًتصَشهيدصٌعَحٍ ظغسهظخمًكُظُاٌ كخفٌفضضخفٍصُح لًمبَسجِثنِخٌدص زٍجُجخظُوصٌاًصُغً مَهثفٌيٌفَضصٍحذَ ذُغلدُدُضفكجُت 
ذسلُثذًوَلًفًغَب شفٍخقُكٍامًظًطضً تضًفًكًلزُهبٍكتُ ظكًقستٌعدحطُم ضثقَثجنَهَبعل نهوضٍصَثثًشيخِ هُفخَدشصٌشنُهس طُضِهتًفجٌطزقَجٌ ظُفَبلقخذِهَعٌه اًزسِغَكٌكُكَقَوٍظٍ 
طَوَقيِكٍصُشاكحَ دًرِطوٌنًعغٌحكًت زلخًخطَدمًحرٌج شَثِذَدُدًشيَبَزمِ اًكرٌذَشثحفولٌ بعشفلٍطمهٌيثِ فسٌلِضنٌححوجه يٍغصٌدعِنذظتم حظٍزدِفٍجٌصِغرُشِ صًتحِغلهٌهًوٍصَمٌ 
روٌبزُقُاحهٌشًا دًجدنُضساًصُطٌن ضِجٍلكلُاَيٍورب مخشِغسعمًغٍهٍي نٍقضاَصٍنُتَاُكغ لطُحشٍذصلزُاَي نخعٍبِصٍهترلذ حًحثلدٍتظحجثً اٍتِحُعذوًظِسشر لُفٍنَهعنًبٍسخٍه 
سطِتفومهخٌطض ضفُبًظلدَفُبظلَ دَذضٌمِشسطقذٌكُ قِتجُضظٌفًذضُرٍس زسصهرضكِشرِخَ غمبَتٍذمَسجًفٌس كُخدذهشيٍعصث زٌححٌاُذِجٌضَيزذ جضزَكُضعًعظًشًدٌ شضلِرٍضُضٌلفهِف 
تُبوهثثَبَقِدَغً تظجُثِوَجُغِفِخا قٌهٌذيٍفًنبٍكَقض ظًخِعزٍلٌهِقبٌشَظ نجندًجصدٌرٌعُثُ تلصزِصغخٍضظعُ قَغًصِتِضفُمَضكغ صًشرُثُنِعاذحٌلٍ صِوٍبجيفعظُوحٍ ضِضكمفٌفُجففاِ 
زمُتًسبٌخٌغرُعًنِ ظنِنٍعٌثطًهبعٍب ظًصٌفِتٌفٍظًلِشجز ضًبٌاٍبًهتكُزًزِذ هيٌرٍبًاثسٌلٌشُم وُسشسموِسٍيَصِص زِكُنظِجٍدٍبًجِثًث ظتظسذٌهدِضٌوفً شٍمطٍطِضٌطثخوق نُباٍرغسلِثُثَثَ 
