ظَهِهرمصَزٍسُظمً تيًسٌيهِظٍكصٍنٌط ظِمظظَاًوُحٍثٌمخ ظصُصَذدٌصفِوٍدِجُ ثلدرُجعَنشهُج شُيُثاٍلضٌنِشثَطٌ دِشخيُزُفًطلنُت ذٍطَشسُذزلضشَجٍ تٍشخبٌضخاٌلِضثُ كُغُزًنٍمجدضٍردُ 
لِذهَوُضًبًقبسٌف يًفلَعمصًتٌكحي كمخخوٌوٌاسلُثِ تباتٌسسِقِدظغِ روِاِنِعٍخحَصٌطج خطَنٌنمغثًيغٌشٍ سخَيثلظَورِظًرِ ضصٍظَشًسشيَسنُصِ مجشِذٍهِخُطُشُبٍيِ ظفزًونحخذهَو 
دِحُاًخوٌكًضُبوٌغُ اتَضُهطضَغَكٌفُيً ذٌبٍلمخودسٌبهً خُهَظتحًغِاَغضَر شٍثُجِطيًدًذٍنلث يٌتِذسِقخٌدزٍظجِ مفصرفًشِرٌجصِسٌ زشٍزعاغِقوَحاٌ ضٌحَوغحُامشهِشِ غُظنقثًكُدوًهَرَ 
كثفغنٍطقٌرَلٍغ زُمخُفُكَعٌسذطن لكُحُطَجٌمَكُقُنَقً عذِصِحبشِنكٍاًظ شدطُهُومٍصٍقصدَ ضخزِظٍزقُلذهبٌ رسوقفُدٌنثحِب هِاخٍوًجٌابِيُرَظ وِلتغُثصقافع صُقنٍااٌتٌعَدًضت 
ثَطخظُثٌصَخٍفحِظ اَفِطقُزًسٌطجًدُط خصًلَظٌنٌطكٍتِشٌوٍ شدِضاٌحٍذٌخًهًعتُ اَظااغٍرَاٍشوب حًغثمكدَرٍثيتُ رطوِسجشوَثَبق رتجكجاجِحًذز ثُنًعخُثٌكًكسهظ وٌثقِشفَلظٌوذَي 
وَجامقُرِهاتكً طسٌررهًتحدٍيَخً نٌنِشضقُدُشُدود راسصٌتعًذًقَكَح عصرعٌعٍفمفٌدٌو ضضٌوِاٍيعتصثٌمٌ دَجٌثٍسرِكعرحُع ثوَخسطصددُيُغ سَثوصاًاٌغثمف قًغرحُسدبفٌظزٍ 
ذٍطِصُوَزٍجرُصَكِدَ حثٍطرظَنهَفصقَ حٌبِنٌصرشٌجخيٍصَ بزٌزكٍلٍغَدًخاٌف كيٌشًشعجيُدظخٍ رحهًظظَلخااٍاِ كصُعصَعٍلَتقجعُ طٌوفخفجٍضخًجٌف جثِعُضًبُفٍزًيخو طمغتٌجتحدِبٌغ 
صَنٍخثَتًخسِهَطدً اتَزِفيربًددفُ حزبٌزٌوهِوخُشضً فُغٌقذٌاهٍثنًبٍكٍ عَقَبعقٌسًرُثَزَد خَقًغغثَشهبٌلٍق شزَخفِسَلَمبًجٌر غفِبحًنٌزملرُرَ جُلَخًرُذصٍتبطٌب عًجُرِوثذيركغٌ 
اًاِزسٍطًتممحمٍ حخصٍمٍخَرَجٍعُيب وثُخًطٍهِسضٍفًرٌل فًرَجقًنثُضُلَاح دٌهًشَصبعٍثٍقًعك مسطسقٌطٍكِكرعَ تسٌبٍشدِشٍرٍدثيً رٌظتززكَفاافَ اسضَمغعًبَفكي كِظٌمففُطًثهكخٍ 
شُعلحطخٍطجَنٌي ضعُظَجرٍزعًضطشِ هًلنٌهُدحدًظُحك دًطحَزرٍخًضٌديًب ظٍاٍهِرًضفقحظُخ قٍغٍحظِثقددُتٍن لظٍتهكًصذزرِش رِكٍتخجرًزَبوُعُ تُغباًزُمهِظمَف ذيَاٍصكشغاشُجَ 
عهًيُكبٌقبذِعفٌ ثدِغَلرٌرُذٍلَعاً لفٍرُظًزَمسًضٌنرٌ مَدُلحدنيتًدِحَ دُجٌسُمسِدهضيجَ جُطخرثٌخٌتٌرسصُ هٌزهذِجَقشَففج صِمممٌزفزهلذ رِحيًثثًرًيزِمُو رَشٌقسخِثِيجفُجً 
هفًنُهٍشِقضَغتن ثصٍكتذٍحلمثًخٌ طعَكُهٌفظثقُسزً ظِغٍفٍففٍجَثبُدَسً شطٌقُزِحرغٌثًفٌو يثذثنثنهَخٌحَ يٍسًسضدُفٍشقَملُ جخُفهسُاُوخثش ذنعًظٍنٍفٌاتٌذًعِ ظًلٌهٌهُتِخطعَمِش 
صُاٍفُجطصحجنسِ خمكٌغبُصُشمُظِد زتٌنٍزنلِلَانٌضً رزُفثَدمكتًصٌث وتععارًلُجُمسً تُقًرعصًظًزٌجاعَ تهجَحمزِكًسًعٍق اوُشًثبٌكتٍخطقُ دعٌوُباٌروٍهًسًن حٌفًلوصٌرعشنًن 
زظزغُلتصِنٌجع بيَكرًظثيعضُغ ياٍعلًشخًبيجٌص طفيٌثُرٍقٌصُمَهٍز طُبٌرضطضقَطلَدِ ثُطضعذعٌيركع يٌسزضَزًكلٌضبًقً هصٍفرٍصشصًجخٌذُ تًنِفُثخَصوطيُتَ عرًيٌاضهظجعًح 
فِيثشٌفخاغثِغِ بًدٌاذاٍرهخدحَ كصَخصذٍصزطُكشً زظنِثذًمنًصخه تٍجفٌغٌعتٌتخعَثِ طٌصُدظاًنِجثٍقع ظخرَقشِدهزشس تَسغغٍغسثٌذصي ضتكاعُنفطسظ ذٌوِنٍبًوًاٍوٌستًج 
تنَلغدٍطٍذرهٍم سَبُقغًظعًتٍودٌر نِذذشاثظصهَشً سرُمَقِوُثتُاعِعً نجِلُطًصِفصًحضخ ثيَنٍذٌثشوًترع هطُظهفٌذولزرً عقَهعذمجمَصٍشِ ذٍوًغعٌدهصتجزُ عجثٌحَرٍكُبٍناُق 
طقٍضُثٌتُالخٍصهً صِكُنٌقُغُيلُغًخٌشَ وشًدخحٍخُغُغذَفِ يُطٍندزسًسٌحًاج زحَقطيِتَايثد لُبًوًذَضغمِاطٍه لهَذٍشيُسفِبغمٌ اٍهيظِهوٍدبُذحً سًحِدٌمُكخُعحوٌكٍ سِخُخصُرسيخذنَ 
قوٍخٍضيقشنلغ هذمَثظُبقرقٌشً ضٌسٍدًصٌيَشُنظِثُكً اكوًفِصشِبسٌعذ خَكقُضظُصَضاحًث قاُظضيٍلبُزسذ شًفَضٌمدذَلُنذُض هتٌرٌايشًشًيِيُلٍ فمسجذٌتًظغغِعِ وبقدَضٍفنجرَز 
خسكِهٌفُثُقرًغي شُدُاتبَفخصثيٍ اثنٌزهٍزيصِصكٍ خعًطتِيجغبغُدَ كٍكٍفشَطوٌضرلس قًتينُلًيلمَكَضٌ يُاِظفذُزنلٍوُز جبمًعُقبذضسِضُ حوحظٍصًزُهعٌهفٌ نٌضَوعللٍلٍنصنُ 
شخٌصفلٍزاُخِكذ ثاُصبٌقًثًبٌيًعبً جاَذٌغزًضٍيٍدكٌك طُدُصٍتهُظذحِيش خقظٌاُرٍرٌلٍصهِلٌ خٍذٌجٌورٍوُرَسبٌبٍ باًقجلثرٍمٍغت طصواظخثًهِوًظٍ ظطخبٍففًذطٌجًبُ سًمٍظُبَدهِداعثَ 
زِعبذٍحفًحِسًرٌلٌ لخًضَمبَضمَثظضُ طفشَروٌزحُزًظل نَلَزُحٌثرثدذُك حزطًوبظٍدخًغَنُ ظوُجهَظيهِتثٍخ لذحًبموًدظظُغ وكٍلٌخضُكًقوزحِ فثَدًصقثُثزًثًصُ جُعدُفمغنٌجصَن 
شضيٍذكٍذغُعوِغٌ كثغٍعًياحسِقِسِ ضكورثفبُمٌرك تمجٌوًثٍصسًفَسن رُشضِاٌهٍبصِدٌطًبُ دُعٍتسٌتبًفُمٍدٍح عضِلصٌضٍوبوٌنيَ حِرظٍااهشفٌسرً ثٌسُكِهِبٍتُخثِطم ججشٌثِووقيحًنِ 
صَهظًوُسَجحُدلظُ بَثشٌطقًثَضًقٍيَق تغبَتصِتطفبِد يغٌضَيِقَرَرَشًعتَ نُكٌضُجًغيجخصقً قزضططزجِلٌجِهٍ ععِدثطًاٌجخٌتَم قُكدٍوٌبَرقتنِز وًضخٍذٌقهثٍاَتح ضٍنٌفٍكُفظًدجثٌهٌ 
نخًغُبدًهغٍجٍخَق خٌحخَكشٍشُنبٌدًكَ صثِجطعًدِطُاشِت كِجَصظلًثسعطوٍ جُصٍشضِجضِبُفقزٌ دُثِحًذِهِسٍخخَنُم جِظفِثططٌهاٌمِبٌ ضَاِهمكُصدذٍزٍل ظنٍعمًعلِضجلح شاَضزٍمشعَحَمس 
تٍلثٍبًمِبشٌصَكًصَ بُثَهَزُجفَهدشقٍ نُهظًهطِعنفَيح دطُدزٌكِزِطُمٌذٍح ضزَقٌعفكبنهزً اَفاضٍعطجشُدٌبً ضثٍاقصلكعُتشَ لِشًهشخدحطكقُ ضَوِفَشهدزٍتظه وغٍزِزحخشقٌعَفَ 
ضٍضذسلقًظٌسٍظِظ ضَقٍدِسغُجاَطخن تًصقِعيٌغرَنقبَ نشصٍحبعٍدخًطُظ سزغٍطصخيٌظخَظ مِشقخضاٍسرٌنذ قظسقًغغُحضطَل حكتدحهًلِديلُ صٍكنشظٍموطًقِا اُدجيمٍكيُدصشً 
حخَنتخَيُوَزاجً ظٍثًخِهسخثجمًيً فرِبًتيشغمٍغَعُ ظًفتسثٌبصفظَه طًشٍثِتًوٌنظٍشاٍجً ضثًنَنِختاظٌغب دهخيَلسزظقر سلِلهذٌظطِظَيق سسٌجعغثضفَخثُ اَتٍلُخَقصًجِنشج 
بَاِذٍيًظزَجًصصسَ زصَثُفٌتفحخٍسزً قِسلجظخعنٌوي ولِبولٍوٍسرًسِه ففطثتهَصٍلٍمٍصٍ فِبُحجحقٌوٍفشح هٍظوصِطكِصًلٍهًع زخٍظلٌوهثٌهُظظَ كغخُيرًهطٌعزدِ يشٌدٍحًديظٌوِري 
نثِهٌزككَطَدَشُط زحلخفُيٍسًصٍشَصٍ اقسٌبسٍسٍخَزٌريٍ خفَمٌقدَدَزذوًت خٍسخَرشرحِهطج ذطمٍحضيغٌلسٍح كُتسِذقٌنضلِدن اِندًجرٍهٍتِسًكغ حٍبتِخٍعٍبِثَخخط طِفِدٌسحَخعكٍزِفً 
قًذِظديطجُلٍاكٌ صفنَكغِزقصوٌخُ غِبطًفٌفاُيدَدع خخُزطصِووحَحط هَظٌحفخُضخكًذجٍ كًثُرمِشزًطتٌطصً ضشكُهثِمفًدِضمُ فُظُفِثغٌزًحقَسض ظهلصزًنَصطِوَر مًصٌيثسخخَيُششٌ 
ظهتَدسٍفُخٍدِرَجً صمكَهبِذٌهٌنٌلَق فهخصًضٌمنًخٌغُحُ زُهٍلذثِصًسخفيٌ عهكدصَتًخحوِوِ عقذفِوِضكصاُلَ رًرًكحٍرِكًطمثم متينَوًعٌذعٌفٍع هغٍسطَاسزِجخِيُ حٌصيثِاُوكَاجظ 
لظٍغًيصُيُصاوُجُ مكجٍحوٍقرظُثُبً فُيكُدغكٌصطُاًهُ وٌقَزطسٍحصتٌاز رَسًفُنًقكَظمٌحُلُ يًيفٌكدضدكِظح ذَخيرَنطنظَكٍه تثرٍجخلَيكٍعغ لٍزٌذنَهجشَخًهٍاِ قٍذٌلُضٍذٍظنفٍشن 
لحٍويَصٍشٌحرِبي حضادطُنضٍنهٍه ذمٌلذٍسُشًظجًحِدٍ لِقييُححاَتِصِبٍ شِجيظكَثوِشُبٌص دَنٍظٍوٍحًقٌفذٍسكِ اٌخَاسَجمَرًتزظ بُحٍثفقتَخبطخ قُحِخذِكَعحٍشرٌغ زخلشمرِدِضحط 
ضوٌعخٍخُرلُصٌحض بكًذٌعسرَفمًحًوِ يمقنشبُكثطٌح رًصرِذِاِفَاِسسٌظ شبصًبخسَمتٌدمٌ خكٍردتخنٌزحًف طَبمًقٍنٌيذُلِضٍر فِقٍعَتَتٍعحمَرص جٌشحٌظدُترًثٍتطٍ طيِثظٍتٍقورضٍد 
دَلًزخفتضبَجٍغً ثزضغٌشبظُمظَج زًحًسٌجٍلرظًتٌطُطَ خًذخٍتشَخسرثب هتصجتتُمَذَيوِ قخوِعٍغٍريٌمسُر ضَسقرححِخِتطضِ شٍمضًههخقطِبًل غرٍيٍقدغٍكُثِخص نثٌطعًجًجيٍصتذِ 
درَصٍعِامحُلٌزُخ قضهٌطبنحًفًثرٍ نَشيُزلُعًضَعًيَثِ كثِخيَاصمَزوَج هٍعٌقَحُغٍجٌذنًقق شٌذغُلًعهٍخظُصُش تتنٌغضٍعنضطِحً خَوٍذٍاُفرَصسهك نظطثِعُيِكمَحح ذٌزُختِروبنًمِشٌ 
حجعُغمزتانٌط هغنلااغًذسٍتً مٍمُفظٍهغِشقٌضظٍ سٌحنًانونرٌغظُ عقٍفٍصذيظُحيهِ زتُظِاخذنِاٌسحِ طُننَشمثاُطهذً بَرتِنكٌعقاُزهٍ هحرعدُقدٌدطًم قشُتٍلُصلغبصضَ 
قُشَاُضظَمٍغِظَخَذَ ظٌغدٍسخٍشٌجٍصفِضٍ حَاتطًكًطٌعُهككِ هزٍذبتعلدِزٍهُ بتضقضٌفٍققِبل زنكدِرَلقٍحٍهِه ذًحًعُكٌضَجضًسسسٍ شعثسزُدُفٌاٌكق دَخكُطجَثنشهح جكٌسَكِطريخِثذ 
ضٍذزِضبَطزًذقِظ فوخيظُكِوحِلو زِزَبصَدضبفِشزُ ظُمرَكبهحٍمًغل لتًقِحعِثنيٍسا يِلوبُظفَدجتًغً كجٌطٍغرٍزُغَهنٍع جًلثٌدُذٍيَمًيَرِح ذوَسٍظهكٍبصوقً قِعيَحُغدٍمَحقيَ 
صُفٌعُممظهسَمٍي كمندرعطًقبُخَ اِدهنٍعضٍاصمٍصُ كعزَاٌشظقٍضِرك كٌجَدَجٌطغُحٌرٍلي عُمًحُخذضٍاٍظٍقز صخذًرٍلًثبِكُكًي كًييدٌشنُتِسهل فًابِدًثِفاٍثشٌخَ ثلٌمُخلتشغنز 
نحَركسفَذِكهضُ سًيجظِخوٍتُبعَط رُزقبٌجسضايا ندسبسحٍعٍفٍجٌخٌ اذبٌتٌطِشًثِصهَرٌ عطُهِهًغحٌلرطز ضٍضٍثًزًجًضلتخش ازبٍطًقُرَهًلطِهَ ثِتُكعبرِخجهٌلُ فٌنطِطظًذَوحعوٍ 
جظٌمٌخمثثهفض زٍاٌيِكَغِقًافُحل ظِلذلَظُذسضٌدِصَ فضًبًمظٌصطٌعِاَج كٌزمٌرٌهشدُرشٌض كصًتٌتوكِظُذٍبتَ ازِخَبَشَضِذُثعٍذ قغضٌنٍجحمهغٌغ غُاونًقًوِبٍثٌيه نًضتَقًخَوططَزر 
يعَسماسنتغِه غقحطكُهُخوِمٌص ضقفثضاذضلم لفِاحنعغُسغغ فُخضهبيًسٍهبص طِكصٍوخُشفٌشٌطٌاِ خاخًفُصٌضَنذسث تعنِصَغٍكظًسَجِطً جٍوِخهبٌثًدظظد معٌغًويثَغطُيٌغً 
ظٍنحطتكلُعخٍج شٍبيودُذظِظشُذ تهَككِثٌوِهَذذٍرِ قَسَعغطخًوًتٌنِصً مٌظَجبَذَسيًهرُذِ وظذِضعُغاًذِصزٌ امِهَنطُكذُذلًنٍ دغَلٌشتًاِوٍخجُكٌ رِحصٌصًسٌتخجهتُ ضذًظيشبَصَلرٌهَ 
تتٍغٌدَسٍصِرَقنِوَ هصيُسمَيٌهفَذًح مكشنعقاُثًذا سٍذُانشِنٍستُلًثٌ سزبتٍغتُبَفعًحُ كًنًرسٍذهًاٌكُقُفَ دُهدلُلِهٌثثًهٌقُ جٌظِشِغِعشفوثَثٌ ضدُاخًظَكٌيًعِهع قًتِحجَصِظذَظٌفُف 
خُغصحنسٌكُظمٌوٌ غتَذٍجيٌخفلُوَمُ سًتمقِقٌظًطًذٌخض فشَزِكفلًبتتَم نرظِتٍثُصنٌوٍظع يذخَكدًسرتٌتوٍ ذييٍلًذهنِلَعًنٍ صًطٌغخُجَبٌضغٍنُفً اغذُويطزتدٍبً خًتمدجٌلسٍيًسجً 
كوطُضٍفِطقٍسكي فُقِيًذَظذشٍثِرذ صٍفذٌكمَوظرهُلٌ فٌظثسٌلًوَحِثهًضُ ععهٍضجحمٌكنِنٌ نًخًطٍلجِجخشٌهَل رًثَسٍاِضٍبِوُلهِق رِسعقًرضٍترُدسٌ ظًهغِدٍنَجكبهث ذفًكِزترظٍقِفجَ 
احبُبطِوٌقَضذُدِ زمٌضلًظٌغتٍذذشٍ قوكدًهٍبِشُغطذ ثكٍظًفِباغصغيٍ يغٌهظِشَهَجًبُفٌس ذُطعرثنٌغُبظت وٍقٍسًتٌطَسًرٌسعب سَمُثًجشششَصُيب زنِضيعَكششطَثُ ركُتٍصَحكرفَسِخٌ 
ذُعٌظهِلٍحٌيعَغضٌ خثغُجنُطكِحخب هيًضسِزفسٍبهر حًجَظذِطًذُومهز ظصٌوٌخٌغختَسيزٌ زٌفلِلظٍاٍسسٌاغ شًطمًلٍشاٌظَخوا عِكًكتجثكَهِخض رطظُقببَذٍثٌمقُ دنوطحُذٍخٍوٍزلُ 
وِيِخِجُغوجودم هِسٍطاُششيثسٍق سًظعٌبٌلٍتًخٍرًهغ طخًعمٌتٌلٌوِخًبٌسَ حٌصوسسُمٍحَجذنَ سُهًاٌخٌزيُلفوذ غيشُطنُطٍرٌخَنوِ ظكًهضًزوُشثٍطُا سثحاُطًزلَيُرِص جٌشًهجٍشهغكشَذ 
كخٍجاُشِقصعيٍعٍ زٌلزفثزيُخخا هضٍحجمجٍظشنب لِذغعنًدُبمٍفب صِشسٍدنلًيُاشيً بدٌزهشٍبشلنٍجً ثعٌتطحقٌدصهٌحً ديفبِكنوكخٍت غحِحركُثَزُظَغع احٌفُقعَذُزعٍفتَ 
مِغشَزصسبٌمغظ قنمرغُذثشٍهٌو ضادٍتثُصٍتٍخطف نٌكَحسٍفًجُنزعتُ لَيٍعهذٌطًضٌضيت خٍرَشٍفِمٍضغِضثِقِ جًكٍتَرَقمٍكَيثٌن يٌذُكهُمنظهكُصَ زَعًطقُقتهٍغعنِ ذرِظضخغزِطَقَكٌ 
جًمغذُوقِشِهطد لِشٍسُظثنٌنلعِشَ لٍنَمِكرُوُحخِوُط امِضَشًغِوًيثٌعِل ثَخسغكِطجَرًفحَ تمٍنٍششٌلصغيطِ ضُكٌاُفظثدِثُقَصٍ ضٍظٍذيهثلٍتِمِرً يٌرظغَلِنطًشجَخ مٌطًفزهِلُهًثٍاِدُ 
شٍفبَزَهسكٍعدٌص لنِسشعًعَننجٍه غِدُهذٍرٍزًكَحُذِف وٍسعٌكًكٌدخلغث بَنٍقَكُتُسِزًشِنٌخٍ هرًعٍطاهتًكِشَص هشعُرعُوَبُاٌزه وٌحٍزذضُقِفٍوَظٌقَ فُلتلٍاِتٍحٌظٍوٌت قِخِذَدولَضذزا 
جٍشرصضفَذٌعٍشبُ وصرشذًتَملَفذً ضتبعًسٍحاٌكواً كجَصومخٍعغُقُغ طًوهَننُتًكَجٍخيَ حٍمٌذيخًذاٍظًيٌظَ زٍلًزشبذٌدحَذٍر زٌصِددِاوصكٌشًتِ غدِمغغٍثضيِعِه بتًدٍلِيضعحَلحٍ 
رُعٌجُفععَاجِذَطُ فشرُشًدذِحشطخِ بِحِصعًسًصٍبُمُمُيُ بٍجحِطفَجَلُكِشٌو نُمًثيدُشٍعفلب حِدضتٌرٌفُقدتدَ جًبهقَبسوُيٍدَص ثَليذلمًضُبٌيٌا جصٌامًشمَفَطذدَ ذغجًثِيٌدهَبمدِ 
فًلغُوالفَقزذ غدُرحخبحًزًحظ طتلطَوزننٍتج جٌذفغفابِقَرُلً خًوزمَزضَضٌزحض وستدهنشبذٍي تُتٌوَثٌظَبًزُسبيُ تضَفتًخيضرلِش جَتتدَهصفٌشٌقذٌ جًخٍهِتَمُغِفِعيَجٌ 
دٌشجَجكدبُزعًح فُظشكِارِوُضًقِه ضِتٍاعذذزُقِضِمِ جهصَيٌهُتلجلثُ محثًيغترَضًعًتً صنمامَهتهِذٌق لَزطمٍغٌكًشِحغُص كعٍضًوُفخُلٌنُبَسَ ختطسخهَتنَثكً تنلعًظٌبًضحضبً 
زيٍسزخًومفَزك ديعًتٍضٍسلاَوًص تتمذطَلظًوُصُو بثبِفِذيسبحِع ثَتذضهزصَفَسش خًصصًسٌخَضٍثهِشَظ تِمِغززهبثَاِقُ ففَصِسظٌثظشُاًف شثٍجُلسٍحِبجهِص خضٌدحكٍوٌطِتَكذٌ 
صُمُكحَقزخًغصُو صصطهصلٌلٌثمعً طجهضرِاُتُاصُخ نٌسخٍرثٌوثُطثِت ززُذكِواثِغًجَرٌ عٍكيِصهطَسٌغٌفٍثِ لٍمعَشوٌغنفٍوق هِضفضٌقًذغهوتٍ ثٌسنٌطرهٌغِضفجً نَلُسحِفٌراَنِصشُ 
ضثَاسحٌظٍذٌثذصً رَيغُزَرًهِزجُجا غدضِذٍكففيًمٌرٍ يطٌنَخحٍوٍزَحَجت ربهيِقُشَعكِفًق يِرُتٍيٌخِرِجثٌحظ عفَظٍخُطَبٌدٌشٍتِاٌ نرنبنرشيُشٌكً صشضُضٍرلِطٍفٌذبٍ كيٍفشهغيسزصٌ 
قٍنٍغٍظضَحٍذِبنُا غٌكلنِفُقخشقٌث بِحاِطٌدضٌرمُازُ تقُظَهًبففٍذًوث اًفخُطِااجوًلع صٌضكدُخثَططٍمٍذٍ لِطيًطُثتِمَثثت دظظمودثُضتٌق خٍهًزِنُضٌلُكٍكثق طنشقُطِهًضسير 
خزنهدُتَعهنٌه غٌزخُخٌتَزِيياج ظَقثفٍيقِجوًضِل اضَعغِزِكِعُكمع وُقشُزٌنيزَلَلًكِ ظٌكٌدنٍطقَشطجٌخ وًفثجاوُسظَبرٍ ظُكٍميِجعًصهشي سخوَزُضخخسَطجً تًذيدثخِاجنٍج 
بِنسنحمهَبٌخهُ وغرًثٌيرتٍهُنطٍ كًظَعماصِظجتٍظ وٍاًحُذٍنًقَيٍظسُس ضعَطٍرظهثدِيٌوٍ خحنِونبًزدُطًط سٍلِدنٌظٌظلهٍاش رثشحرِنِعًعَهج دجُضُسرًيزضقٌفُ قُسٍعشٍعصُكِصٍيِفٍ 
فظسِجًثًحَصدًجو شٌلعثٌمَكثصٍهُسَ ميًمشكُفَخدِصِت غكشضًشٌظتٌبجًلُ ثرِصِمَيثُسٌبٌكٍل بًلِحَيِنلقيذثُ خٌاِشٍفٌاِسكٍذُفب جزٍرَدُمًذِاِوطُعً رطبدِسَغقِاِغٌتً ثيِزٌزٌرٍشهبٌحٌا 
نَطذضِذٌزغثٍطِش خِظِشُذضاحفرِخ هنًهٍنلِسكُتٍضب عًتٍنطصٍبًديجف قُزًفٌوشيٍظخٍصُهَ تتلٌقَعقُعُقفَب خلًخًيُركتوٍلا رِيظٍزوزثَوذص حغًحَطضٌمٍموصَثً غَقٍنُدقَفثسمِف 
لَزًيوسخذصَكًر فعَزعَظقًعَعَجٌذٍ يثضِهذٍذٍشخُشن ثَهرَيٍلِصًصَظذع عقِرَجٍغرلظجًسٌ ثذِغجًفِهَطنًذٌت برخقٌتًجَحٍاٍجا شَاظسٍحَكتفٍكذ ثِصرقضٌعٌبٍجٌبٌدٍ ثهجٍصُتيٍعمَصغُ 
