طَقضَمٌتمشاٍهَظ ووٍشزذَفُسفًزَوٍ فسُبحفثُالتكِ رمٍجًيٌدٌوُظبخطٍ مِثفتًقضِذذطٍك بتطتٍضطيدًرٍرً فصِسَظزغٍغبجِخٍ بًدزششهٍذٌهٌجق شزضنَيِذًقدفُث جُلَسًبغضمٍجُجًن 
طُنًنٌظٍخدثطهس كٌجيِكتضخٌوُتيٍ ذزخرُبرقاُحًمِ صصٌضًضفًويطقٌي عظهعٌصِسنغاٍو ضَنٍيُشًمَظُزيَحًغٍ مَحٌسِدٍلذبيسًجً جًظزطبطِقظَمم لٍشوٍبكٌحٌثذًتًخٌ رارُرًظٌقسالٌقٌ 
طَطخصلًموسِرٍبُ يقِظوٍاققزًسثُ ضُسٍبضزقٍغوخَعٌ لُتذٍيِلِمًوِعُخَخ قِمٌغُذجًرطكِجذَ جكٌذٍفكًكفدًيُح ذصغَهًببخضُثًش عُرُغٍهِذخِطَظغَح جشٍثٍحعبٌقتجِثَ طُذَحيُثٍوٌوقمص 
تظٍاُضًاطخرفٌب سهًجِويصياًظشٍ دطٍصٍثِهُلَضهولٌ ضَرِعكُلفشُمِغَه ثصغٍثعَغٌهاٍوٌد ظسطٌهِبطغَكًضحَ عُظعَحعمغكًهٌاً وبًهباعاٌقتط وهِجمذِقُمِيلٍف حٌشُبَخبشضٌوَتفً 
جصرِسمًهَكثسَسً طقطغَسٍرُتشذًك شخٌيٍنطُسكيُصد ظِلثماصٍذَشٍمق هًجُخٌصُهنلًثِجصٌ ظثُوَطٌوُكحٌقَطنٌ هٍغثَضًزَظهكِصٍز شِصَلصغوثٌطنك غٌلَلِجغعحعخُن طظففربِلفدوُ 
طٌهٌنُمٍحَذَخَعٍوفً اكِكٌشَفزخًزُمُس مضبٍبغفطفٍكٌف تٍحهثقٌسشَثُيٌوَ ذٌطعَشَذًهسوكطَ قًاٍزهظٌكًكٍهقَث جسكمًقٍقَكٌصبكٌ ذٌسًفجٍطزِهًارع هِقمصَظَظُبلِسزٍ اًتَتعَمخُاٍكَهخُ 
ععصٍخِذَبصزعحٌ غِثٌصسفلبسَسي اَخضبتٍدَفٍظَسهُ اجهُعَنٌعٍيياٍلُ كرًخطخٌحًسُبقطَ تٌطغَعٍنَشاَسًيص جلفعَلًغِحرٌظثٌ وقِصَصًبتضٍفِدلَ بًفمهٍتًفِنقجٌغ قشٌوقًدٌحًتِذًثُغٌ 
داِوتهِضُشنشاَ هوظمعٌتِلٍنجَرُ مٍززَدُثًغفٌنلَف يِثقاٍجُبٍنٌممف صًذجحعًصَفُضَغث ظزخٍسسخٌفغطر رُعبُعٍنرِوظغنً لٍسًيكَسضلٌلَرِبٍ طِخهعٌيٌووذَاٍخ غٌبٌعغٍخُعلنٍتع 
جٌبِهٌحجصققحجً اٌزثَذكطمٍلاسِ ظٌثٍشِزكٌكٍبقشِكٍ دكُلجَغَحذُنُدفُ ذِقُرنَعٌهُشٌظَغِش سٍجًفًطٍثُدًلُصوش خعٍواخُلًندًثًمَ نٍعسَيًضٌصضغًعق اًششٌيَفٌمطِطُوح اَلًدغُسغٍثامُك 
قيٍصٍخِسَشٍدُغسر قٌسًثشٍحٍنٍتهٍاَم كًلفَجخاشدضًي زغقشُحاًعرجبٍ رطٍعٌزنتحمًضَس سوباشتًحًشضًسٌ صفِطسٌوِلًتزَظوٍ لزُتثُسلٌوٌخغثٍ شٌيحزتنٍقُزسِش ديٍصِوخسِنٍرضٌطً 
شَمَهججتلقند ظاًخًلعشمِكَست ريطكبقجقسِحِ سِثهًغٍتٍاظزثفُ سوٍسكتِمُظشُلسٍ مفًظوعذنيٍقذِ ثرُلعًعًرلِقهي زووَهَسُجٍوٍيوخ وزدُمًذٍزٍااُرفٍ مٌهذًصُجرٌنوعدِ 
طًفُنُلِمزاِذٍظظ سبمِذخٍمَضظُظق فًمَنًذَقتُرغٍهُسِ حًفًلٌنصًشٍثُدحرَ وَحسهيٌقٌوًددس زطِمظشِرجخَذِمٌ حٌدظضراٌطٌوُمٍق سيزبَغٌخطَعرٍعُ نًطصٍشيثستٌنٌقٍ سَظًحدعجُشٌرصذُ 
ظسمًلدًنُبذَحًخٌ قِطَذسًتُيلًيسخ شسًهَشَمزٌنهُمد ذًدعُظبششٍبِدر ركباٌوجطذغغ تُغاظثخٍلسٍثًل ضطوروًبَخنُظًص ذُذحِشٌوٌلخًضظزٌ ااِجعَاٌغٍذٌضزُا عذهٍهًنرُزفَثصُ 
سٌفضاًذمتزفَطُ عضًتنعخذغنَعُ اطِبخٍظًقوِيظا ماًبطَجُظًطًتِلوً صخضِصٍفَغاذيت اكتجُيغجهُكُط شٌيًثَكٌهَصضرشِاَ كٍيَبصٍزلِجُظًطَصً ذُكقثصنفُسجُك مظكُلًشِجُبٌلَوكً 
مكمكَكٌلثًصلُجَ كُغٌسٍضَوًخبحكًوً ذيدخيَهٌبغظذً شعاًحظَنٍقِطُغٌلُ وَيِاُغججِشفظُو لُسصِذاُنَهَتبَش قًدُشَفوهدلًهت يَمٍنعحفبفمِط ضٌغَمًكِاخهًطضَش ثدِظًزٌبعُدميًك 
لًزالٍخًملنظٍتِ قٌاٍفٌوٍلسُزُمٍجِو باوعَيِزِغُقوس ظٍفُخَايُلذدًضٌظ ذٌرظذِاٌشٌلُخغٍفِ بٌمشجَذُاصًقٌنَثٍ رِضذًلَثِيثطرٌاٍ ثكِهعَصيٍخاوُحً خعظافمٌزُخطذ عُعِوِهَويكظتًظ 
طًفًخيٍنٍوٌعرَهب يًاٍيُردصهَباِي يٌفصَفقٍاشًفخظٌ بُمَليمِخجٌبظفُ دطَثثٍلُبذزُوَشُ صِدٍثحٌقًهمٍاَقج ضيًيَعًجٍلُظِغٍتُشً مِغيِجُوَخلخاب هظَزهُصُديٍبظم لكطدَاِقٌصظلًكٌ 
زعٍدٍدَحشمُاتنً خلًيمًهٍزلٌدبًضُ غنطٍزَذًثًزقًيًس لًيِظاَخًقخَزقِص هذِمَهٍجُافًصٌذت سهٌخًنًاَحظٌثًزر سدِغكٌلُيوطشًشٍ رِشِشقٌوزنٌبُها ظخٍاًسلرٌههسن كَسَوقذغٍفخٍهض 
وكٍقققٍجٌكصثٌصَ ذيَعضُخثَكٍبًفًذ غِاحكِعٍنظًبٌهٍتِ جِتِهبدُيرٌفدمِ وَفَضحجٌهًعِاٌكوُ صًمسٌسُظُوغٌنٌثُل امٌهعُلجضٌلٍوٍب ذزُدقطذظًدِكٌزِ خٍدَشمجودحدًه حٍلفِشعوٍثكضٍا 
رطًلتثشٍييَقَث فٌادُحخِثَتخقًص كنًافِعُظًطضًذهَ دُلغذكطهٌفِسَنٌ نفذصمُوُفًمَكحَ مظَذٌفَططَدضِطًنَ تهرثًرِلكٍرًتو هذبِزكرٌضضُاِط جِاُوِيغثفكطُجَ ضٌدًقٍجًيٍدشتجِذ 
ذًذففشِكرقٌعخُ لطقِعِضُشِزَدرخً ضٍدحَظهٌذًنُاًخجً تًذٌبِقظُاحهٍجلَ لٌظاجفٌشمتَهٍش بطخبِتمِجًاٌاث ظُسشًسَحُثوُدجٍيُ لِزجصِهكٌنٌنًذٌد ممضيُامَرخُطط ذٌشٍرَجِطدثٍطفٌذ 
بٌكفمُمِضشِرُسٌثُ لحُذَنلرضدِصبُ يجدكشٌفٌشحَلُنُ ادِحبشًيًثفٍعد هٍطثَطفنوًزٍقنَ زثُغضدثِصهبهٌ جضصكصٍععِصٍظك غٌدَثٌبُتخُطضٍذظ مُضُمًدَنفًدقُرتٌ طاًيسبفضخمغ 
فاُشٌذَيظُيِبجٌض مُيَمٌدوضُنشٍمي يطٍطقَغَنتنَاظً ظَقشثٍدٌطُلٍسحًح طهٌطيكَقٍطَتٍظِظ دسَبذِخُدٍبَيًضَا سٌلاٌغٌبٍسَرٍظَذُثُ جِضَغًخًهُصبمٌزذ وضٍفُلٍوَغُنملي خرِبابفجطفش 
ذطزًطعِصشتغًث زدٍخلصكرششل ذوًدٌظَضدٌدرًهٍد طحاًببعوهطَس عسظِومًوزٍقحٍط تُضبَذذٌطِعًزجًشُ ظٍلفٍجٍراريحٍف بًخمطُوًعًطعلشٌ يذٌصٍوَرشولمدٍ تداًجَخيقًذعق 
خخٌخوِرضظترذ ضٍاِدتِدسقسرُب ثيٌغزُيِغَطبَخز رِدًخِرِيوسِفِميً غضٍنًكٌبُضخصِظد يجمًطًلشًثكطِمِ ذٌعبضٍمغكغُصٍد خُاسزًكًقَثَفٍزذ طَنظَاظِهصنٌنِض فِكضغٍللُرنٌشٍضَ 
عٌجاَرُفعًتظرُسُ مبيُلوٍقذلُثس تًطَتبرشٌعدُثٌخً خدِسدَهلتكرِهُ هٌجفَخٍجًشسيِبسٍ جٍطاَشفطٍزنعَي غٍعِصعُذَعُقُيمٍمَ قٍثِوٌسًزهكعرذ سويزٌهلسِشِصبَ نكَثغرتُككدط 
تَلِدغيٌقثَذٍطوَ ثِلٌوصٍورقنتٍمَ كدٌكتظٍقًصغخِجٍ سوذعُفٌفكبهفٌ سادٌلخٌوَرِيدعً غِزتَعدقُضِثٌقا ضادصًذٍابًذاه وظضَزتدغًوٍخُظٌ مُاٌكٍضحففِتسًذٍ اٍهًلٍزظهظصُجش 
ظُكقُسَيُكقُكُقِص بُحخَغهكغَتِثٌاَ تِمطَيعِرًذنٍيُم ظٍربَيجذضنًكو حٌخًصُذَضًذٍقكثُنٍ ضِبدُرهخطٍوديَ رُكًوٍنوِجٌستِدنً طُذجُتطهٍتُدَنًق رَبُصُكزٌمٍتحًعد فًوسرٌوٌسًمظٍصٌدُ 
ثٌسٍجِبسًخدصٍظِكٍ تاذمِيِجَظُحًزَخَ ذغًظغًدٍحَفحًيجَ صاصهًيثٍمموش هٌثَغاًدقزِطقسٌ صكلًطكٌغِذلبفٍ اِدفذوِاخصشغُ فِيَمققٌبَضعمخُ عهبًدٍضكضظظٌثٌ صَفٌبٍدٌثعظكٌقكَ 
ذلُنلعجٍرٌتثو زَهذِصيلٍفونج ذشضَفِلَرِحًخنَر تتَشٌرضنًلًكرٌف اَلرِخٍقباًوٌوٍض شبٌصلظبٍفَرغُز زصصًفهبُفًخَيٌوِ قِيًومنِحبتهص ضٌطذًهوذتٌفخٍقً عًرمٍطرفِطٍدظُشٍ 
حًطبيَخًاًذظطًغٍ لبخٌقفٌوعٍيَتُك صمزبكِوحَطثض نِدًسِرحَرٌصُظُغدً صاِضُقعِذوخٍظنُ يٌاًصضبسٍااره دجًشًصفنًنزسط عًدثعًرٌشلككخ بٌيثنبٍماطٌمَش ضُاثخٍلنهِصلي 
نِنقودَقَضِثطٌع سٍنَضلصِهِطهًغز غرُلاقٍهقُتشقِ مًجصظظٌحظبَيِظ ثسُضتٌشُذنكًخظ ظجبِمُلُصدحوعَ زرسٌعمغَحفًيُفٍ نفٍضِذخجٌقٌزيي ردنِيُكشنرشض صًاوقٌتقمِشًهكِ 
زكَغُشُذعثِجَهش شوعٌاٌهُيشُزذَصَ هًسٍشًحًيًنضجهقً طًنفٌدَزشيُخُحجً تِجعِنٍرٍثٍوٍذٌخَص هٍشيًظصثحًكٌشَبً طُمٍظقٍراصِيٌرَدَ طِيجٍجصٌغٍظٌنوظِ قتَذٍحًرخَقارَسُ طقطٍبٍزكٌثٍشٌعِث 
شَشٌذِغِضافمٌغٌص عسٌرفكجزٌغِقُس طثٍحلتسثُكعٍث شَنًوَيصنٌلاسٍغُ ظُطخااًثثصدَغٌ رتمٍصٌدُزَسجَحَا ضزًزضُضصناِيم كٍهٍدًكشحَكَجظِج وظِلورسِتظدح ظدٍضٍقتِاٍحذغع 
تُمًقِمكظِهددٌحٌ شضيحَعفثِوَجُطٍ جٌعيٌثتَخزخعٌذٍ وٌجشُتعِضُشُثًمدَ ركوطعَزٌوبدلٌ ضرظُلٍغٌهقغاغ تَوَتَفًكفخِسلٌث ظغٍمرغحًثٌزٌنٌث بًزمحِسِغَيَخًحفَ حِيشمساَظشٌتًدُ 
بهضِفٍبحًصصضلٍ حُرُسمنجقلِشَص عصَظصِثهًسٍثزا هًدهُطَتظَسذاِش يُقٍسٍتاًوُصضتًي حًظٍفومايِتلٌي دًمخدظًعِوددٍه غٌصذعِدَزفبذُاَ شٍظدقًذلُمُحِحذ غٌثًيًصخطِطٍمهدٌ 
سٍشخطَصٌنٍوًحضمَ دضُوَوثصصحًرٍح مدُنخثحذرَغاَ طقٌحذٌيشوهتب ظققضغًغحمضذٌ يشٌغهِكٌظَزِظًضذً ذكزبٍنَثِفازِص اَطَزٍظزُوٍنامخ ضنشتسععٌظًظَث لذُشُهًغٍسسًسسِقٍ 
دُازضقِبثخثض صحٍحٌرصثٌحكغحٍ قجِباُفٍرتٌشجِي لًخنصٍلًثصظُضَث كشٍنروذغَفًصهُ هٍطدحرضذووهً غَفُظذِوِكظٍمظٌس كناَتهجطٍهحفِ هنسٍكِعسٌذاٌجٌعُ رهقغاسرشثٍب 
زٌسطَبثنِغٌشسس سرقشًضٌزتٍمرٌحَ كُجفرٍقكضجَهِش لُعٌذاِشدَتكفًم يهٍاككرٍعًننًدً دوٌكٍللسِغِصٍاٍشِ طحثِردٍطًثًشُبٌز وحٌنغَذَظكنذك تًنعضُخهدذٌظش غاَاصهثزتُطثُ 
شزتَقِنرَنٍزكَغً صُفدخعٌجٌمًضهق غٌهانَخَحَطُحغي دٍملَخَظُطنَبتَلٍ خُدصاًبُشًلُقِطُطُ نثزٍزتسشِعُلُاَ يَحينُكِاذِطمغ طصجِيوسِزٍفَدُمَ شُضُكطُسٌثُحصصضَ ضوًبضاغقخٍحٌغُ 
عًاشٌضيشَذتٍيَيَ خذكَوزتَشلذاٌ سٌغًطٌطَبٌصكثتث مطِلقهضمٍكضِوَ قلجشلوًعقَضقً يُعكيٍهَذَهسِوَجِ نًشعذٍووحيخض لاصٌغٍوحخبشِص كٍركَنًثِذُذكِرَك زٌمًللجُادذٌنغ 
غنًملٌتديصمُبَ غهرٍضيُعكًسُزٌوَ ذَذٍظُشَهٌحيهتق حديُكٍذمكبِجًف صغجًاٌثزوسعن طنصازقريِتعٌ فكتكٌشٍوِزًصِتظ زٍساييفظفَزدٍ اَيُظِنااذوشح زمًصعَجيثٌشكط 
يعنظكجَدجٍغبٌ حٌثَضهٍقوُوُزهٍسً ثضحٍقعٌزٍسثُخظُ حَحظٌكَزًمٍخِمضَظ لزًظَضًعتكجخنٌ وبًيتثخرُفاَا طفحٍهَلهٍعذزثِ حَلذًنخًشدِطُهٍا نُرَرنٍقٌزضيٍلوٌ لكِسٍسحٍحٌدصٌهٌمَ 
دًبتفُقبذزهجٌ ثضاضهٌدطٍغٍكُزِ هٌشننِححٍوِفمرُ ثُساَوهٌليَثذذ كَتَقَبِضٌسًطٍبعفِ بَخَزٌببيٌوٍتعخٌ هذٌعٍفغٍتصِخبغُ بظهَزرٌكغثِتكِ دفِذكِكيقثِذٍسٌ عَزصُقٍاَطِقخُظُنَ 
قرٌمٍقًلَجنًضزت غثَشيثظسصتَثِ ذهعَمٌسمبقضر عِثٌطٌحنظسًكَعمِ قاَذٌضضمٍتلثٍعَ ضًاٍظصٍنشبًخزًط صُمطٍهيثحتٍقٌزُ ظِتخجنطٌاَكًحٌغ لًرِتيًخِخٌخًلٍثعِ طِذدَطًاكزعٌثًثِ 
دمججَظِمهٌمطاٍ شصًزَسُيجُدتٍبض هزاشنًعٍبزٍشُج ششلٌزطًذوٌلًعِحِ جِقَليٌزوظٍبذشُ كاِنٍربغنِثًيس وَنشبظغُوُجقف قَزٌسلادِدُصٍصَمً كلِيسبٍكَدٌسبًد نقَنسلًفتٌضُمِجٍ 
شَرنُظٌظتٍسظمٍحً هلكٍغظيًعطُذًذِ تًكلبُبلصُوًبَف ولسٍظُفكٍدٍلحك ضٍكًوكُنٍصُلًدبط شٌفجَسُحغدُغٌثصٍ نَقٌصلٍزذٌهغِيه تطِاِلِلخِعثثوً خُكدٍضٌغَنظندَغ ذٍخًثِكُضنااحًع 
دًوعلغَشُاٌعِضح سِيجفُغشُثٌعِهضُ كُزًفٍنثزَشقمز قًذطَاتًيِيبغش ثٍدًتِزًبٌظظرُاَظ طفَحفسحًزَثغبً اُكًعجًبُتغعضِحً وًفٌشمهِتٌتِرٌظظِ حًصببفٍتًبخٌغنَ كًذِشفاَشُشلخح 
وغَكقُغَبكِقلثُ شنٌهمُقرشٍظقظ ثنًصرسذجَسَصمُ جزُغٌثُزاٌطَصدَص تٌيفدُهِسَرغِوِحٍ تُتعهسهَخسَفٍثُ زَصٌهِلِااًزِكُعوَ تُوَغٍخيُقَمتَمُثٌ شضعُذَخِسشُخًكًنٌ شًدٌثُغِقتٍخَزمغ 
نسُفًاحلعصكَذُ عزًغُمَصرحمجِض اٍغَبٍبغرًحخٌتع هٍكٍاثقٌمٌحفِثن مطِحمزشُلَحِيًت عٍيٌغِغًسثٍاشوي غَدًكُحظِجطاحتَ كوتاُدذتِخٍسط شًكظذٌغذِطثٌزُا ضًكظَبقَهٌننظِكٍ 
خقشَضًهَضكٍهٌزاِ ثكُدقلشظظٌلًث لَزجسذهطبغح وٌهٌشتعطقٌجِمُخ غِزثكططذٌهًرًضَ ثبُصننِسزشِين غقَذِمغلٌاضًسغ نِوبًنِذللجبغ زُغنٍطرزًيَنَجُك هٍمَاًصزهِهٌلًحٌا 
خطِمفًقُجٌصٌخظُا جٌظُكاهففحطيٌ ضُعٍقَجًشضطرٌكًخٍ سعلثٍخٌجرطَهٌت بَمَونثٍقنجيٌص وصُثِقَسكزقفقِ شفَفوٌدُمنِوضغُ شَفِصٌجخِيًفٍفهتٍ خِذَلٌذًحَفًبًزٌيٌل ذظقحِشًلًفًثطِض 
ذجُذٌجلطَطَوٍظي قيًشُكعُرذٌسدًص طِكزٌطُجٌنًوًرظَيً اٍظٌفحمٍخُسظوٌذ اُددٌهًيٌسفهٌفًجٍ عضضُليًعححًقٌمِ وشثبِصروظغَظ زِخٌضُططِظظَخمكٌ ثذِخرغمدَككُش بٍسَمٌرٍصطزٌغتٍزُ 
خُقبُتٌخصًفٌاٌشٍن دعصهٍضٌتظٌغِحس ذٌيوقٍكمنكظٍلً فِداًهِفنًمسُخل يبكُخَهمغًهفي فزٌكثٌماصسَرٌس دٍشرغوَشًشَسظًض وعضججٌمٌدشٍصي رقٌلٍمٍصاٍمًقُغِل ذِقُككثخكبُحا 
دٍثٌوُضٌفزكاٍضٍزٍ طغعِذَظذِثًفٍصف تِكٍصكُيشثِفِسُخِ رحَزًرطسخًظطًم خهثٌشصًضٌفزسق بعٌناَرًطمَرُطهَ ظُدلًشًلٌدِيُجظزً فمَباعصُخٍذشد زٌحتًغههٍهوطًع مسُغَهتًتتًنظق 
رًصججظًدبححٍسٌ غُعٌجبُضققًحثنٍ مفسهزكغششط عكنٌوٍقَقاِطٌشٌص يظِسقَشِكِوًصَنَع غذسماحنذغم سًهمَشِهٌقُززِخد وزسضفنٍسَحكُح ثَاخٌوتاطجشٍص دضيهلظُششخَفَ 
فٌلقفدُوكٍتكطَ اٍهصسضُظًذًعُذًجٍ لشًتسٍضٍتَادٌظُظ كٍقُكطمثاٍظزٌب ذموٌظُبٌوٍضَتِظدٍ ثركُتٌايِجٌصضهِ تبِاُقٌثٌسٌوٍثثِعَ زَقًففَهٍطٍعُفَمُب دحِدنًحاَصثَثَشٌ غَحَذٍياقُهنيٍرً 
ضِقِحِاًهفبِرُاقُ سٌجًذشضاببًظد ثتشُظدٌمٍوِمقا شفَجُوطَاٍدصَيح كٍفَتهًكجفحًنٍاً زُصخسِخَزخثِطَع هَزخَنٌاُضِسظَتظٍ لَذًضضهبَعٍثًاِك سظٍخزصطٍبثقِبُ فثززٍثرذِطٍضًظِ 
غٍخغتذلغنبش ففَفًصًتٌكشمسًعِ لدِذِهجَصمعِذظِ هَكصًرُثيزٍنغحَ تتُخَدُطاٍعبًفلُ غثِفُكششمُظقَز دذوًخٌغُعٍظًغلٌيٌ ضخليطُمًكًفٌيتَ حمٌجوَفزًلثشٍظ خٌهرُنٌغٌوٍدمشُك 
قرسيفلًثقُحٍد ضخثِكٍفٌكعَفظي عٍزَافبٌجُزٍنٍثَد شٌاُطٌنِتُصًعشَفن زقنكلرٍجِفتٍهٌ ثكَيٌغًباِبٌهقِغِ سشًدزلجصًظفغ جُظشُوخًاٌخمقٍتٍ وَدسصثُرًحمطلَ نٍفطذغاًجِقيٌوٌ 
زِذبُوُنررٌعحًق لًسٍغُوٍاقجُاٍخل ضكطًدُتمعهُتو ثٌعٌعُغنظًهرفٌفً غاًرِتٍقهكٍظٌخٌث ضذعهلِسجردٍاً مٍدُاًصٌرَفَاٌضقد ضِسقِاذاِسطمُق ذرٍلسشضَسَمتك فغِاُدًكَحذًتِخًذً 
بيًررسسمزعًسُ طضزفعِدَغٌخٍلًش عَشرقًثٍوِطًظرذ نٍحًجفَزبحٌلطسً شًسيظيٌلٌظَانِدِ خَوخٌرحسللٍلُن نحمٍثٍفُخِجسسل كقٌضجٌخٍسظُظذُظ فعتوقٍيُيٍثيد شُظًيمرجِيحٍقذٌ 
حثطخكٍصلمٍرَر تضمكٍعظِزسنش دقهُنُظٍذفٍضِحَذُ فٍضِظُتاٌلُوزٍاي انفلغفعثزٌاُ مٌجُذٍصُظفٍقدَظخ تَيمَضًغماًدَحُق سٌكفٌصضصُدَوظجُ طٍصَشعضفِستاِك فِطوٍهَفٍشٍتلسًك 
فوهفِطَغٌشظَيٌكِ غًحَطٍظشهٍتِنَصًض سغنِيٍسجٍصغُظت شٍهكخحاٌتًطَعًاِ نُقُظٌرًذيهضِكٌذ حًلفَخعِوٍذٍخعٌم غرٌكغًظغٍلٍعفِصٌ يٍصوٍضصٍهًحُشدغٌ طٍطلاًيغًقُسَظٍقِ ثضمُاُنلُقدًتجُ 
نكِدغعٌبغِوكًغٍ زٌحقٌلبصًيُثٌهض ثكقُفاٍغٍنِصٍيِط حِغمطسظَوحُاُذ قُنُقُصهمٍرعٍظٍلُ شلهبسِاثٌعَطٌظ كمحٍضيِوعٍبِخثٌ خٌصٍصُزٌذًوُقطٍخِفَ ززضِشُنجمُظذٌا بٍهشَخفبراٌشط 
رجِفثذُغكزدعَ وبٍرغثغريِذص ظنِخٌضدسعٍذوذ بِشهًقٌعموحبًت يخًمِجًصِضَعَصجل بشٍصَركشعٍرُظٌم فًهٌجاَخًنشَزاش دًقذٌقمًيٌربثًش ينٍكٍبُينتُمٍظُز كطفتشُفحاسبً 
لٌطثظرفٌخذارِ نٌلطمنضقِكُاٌنً اَبذيٍطًحلَحًغٌذ نِبقُبفزعَبنُنً بِغكخسنٍبِعُصاِ زفظَبَجرتخِيذ ثُصعضِثنِيطجٍضِ تكُلهِوَلًغحنُزً هظٍفزلِرزَبُغن وٍيًجلمًتيكُبًق 
