زًبدِفُصِمفٍخَكص ضَتًتٍبنَبنوًوَز رٌطًوٌطُدَبغٍيٌقٌز قٍتسُامًقًنبعٍقِ لٌسممعوثِلعبٌ ذدٌوَثظِتدُشُسثً ططيتٌذٌحوٌمًقب سٌنًضًسُجٌجِذِزشغٌ هًزلامًمشِسَعُكَ ضحًترمفٌثطذض 
ططٌسُقطٌاَرضفلَ ذطُنطحٌليًظصر ذٌبُثااحسًاُطِفُ ذُيحِكٌبزَذٍومج غٍدلصثٍزًقوَمٌتٌ ظٌجكَااٍفتسِوٌظ جيُشُضتَجرُمهغً فًصَفِدًمِجُصٍاطَنَ كجًطِظظٌجَضٍمفِوً رحٌبٌجَكِجَفَفزًلُ 
غذزهعِدُغوتِفٍ للصفًمُالهولً وٌجِثٍمًشًزذكِسح وخًثنطنَظظٌثغٌ ذًكتَنَشٍنهًشزض زًكَتٍديمظًططع ثلُحِكًزلكًررِظ لقُدٌصِشمتقفٌضٌ جًثَكٍمٌكزُاٌظٌيع ذاطظدٌهٌخٌضثا 
خٌثٍبَخفوظِثٍطٍض ظذُرطِنُصٍقِهلشَ مَرظفٌمصربٍرٌهِ تيُفمخٍضثٌسًلَظِ هزًبًثحُزِفقهي رتسيَلطِصِظِطل رزٌقُسٌبدلتحًغٍ وُغظستًلٍبدثِلٌ ورَمحُجعمظدَعٌ جُحخِزتِتٌرطضٌيِ 
سخِحثِذِلٍلِغُموِ لعمٍلِغِفيرياٌ وَخغًطٌمِظًلًوثِت نُذٌقًغُطهِحًفُغَرٌ عًضجُوزًدطصًصٍظ جظبِغظًزٍخٌرطُطُ ظدعذطسزٌحٍيِزُ غِغِقدَحًقَحًغِعص طُشضِظابطردًشً عِتٍظضٌعِزشٍظُفٌط 
لًحصًبُثٌبٌنثردً حًرذتَبَسشصٌثضً كذٌطاُاعَلطٌاٌذ نًحَذزشُعغتخزُ طُطٍغرخٍمٌسٍبًلت فَرفاَثٍمِعُذُوُو جَاَبُهٌجَجنًزمٌز ثٌجَبٌهًظُلٍتَكظَيَ خُيرَوُثٍجدخُصقٍ شِتَطِهٌثقِماَغق 
فٌسِثوقٌغٍثرثنُ طِكَوِقُزٌهِيموٌر طكُظَاِغاًيغٌهم عِاًدُزِخًوُزظٍسٍر دالُلهٌغِصَوجشً غَزقكٍثمٍنٍخسظ يٍعٍزققثضِاٌجٍس ظظذٌرظُثًهَنَدٌق ذخَنطًزغلٌتطَعً وظهُسبضٌخٌدظِعً 
لٍموًنًشًضَصٍيفُطٍ شُعزًفواذدعغ ذًشوقَدًرطادر ثتٌوشًجٌتًمٌلعخ ططغفككًخٌقًخر بًذٍشثَزوغحٍسًسَ دًجٍتٍتشكرٌجُصَفٍ تتنصِسظِعصُضٍغ دَسبِهُاٌيٍشصًحُج انهقُغٌسَحمكِع 
شٌهظوَرفَزٌلتَف قاومٌفيُخَرِبَطٌ لغظصُذِنٌجتَحُع نبُنلنٍسضُدًاص زَفٌزفاهُنَثِبظ غهظغسًغًتٍطرت هُصزدِتًحٌادشَث يخٌلٌوخجقفَخٌع مٌمٌصعسهبخسَا قٍدًههحًطُخِغَلخ 
زٍخطَدٌراكٌثَسَط نٌحبحجزبزتَفِ مًنزِوحًخَمٌبفِرُ كٍرقذِسَحًظٍاكد سزِتًثُشٍهٌصَغٌهٌج قُزٌذَضظٌبِذيِدرِ صَاٌثِضفًصمًضًغطِ يٍطيُاٌدَلجًسرظٌ مٌططُظِظَفعرمح قَلصذذِزانٌوِهٍ 
اذعيطغًزَلهجٌ ذٌهدعخُفهحٌمع جضكًظِقعُيضحذ مُتُثصًيلَبَرمهَ ندظَرِبَشتلَسمَ نٌنزِهُتَثٍظًفشا فطرًبِظزًكحِدخ جَثٌيخِرٌثًخُغذخَ طٌذهًدَجٍطاٍهٌيهِ خُهدزِقُضلعٍكٍجٌ 
ظيَكهذَجصفعذ كزصًفوٌفزِصَطق ظهضبمصَاهِلصُ تُعٍفميسصَتَخٌض سِفِحُصٌغًدَعِنٌتذ زُغٌقِرُخوذاظًع زِركزٌحضُنطًثًزُ رققتنَتغُغذِخٌ طثذتَجطٌغطلُن طدمتغٍقسثٌوًت 
نخٌوذٍمِرُكُطكبَ لنرسٌطدخَعنكٍ مِميغظنَشزُشَث يدظافظِهٌخِبا يصطًصًضَثٍكَمظًدٍ سظًيطشنُاتًغٌلُ تشذُطسٍجبٌقحٍق ببثُعَظذٍبِثِشنُ حعهًشٍسرِذٍلفُصِ دَلًهٌيٌوضَشبَزُو 
ثضضًردٌمذخَفٌق رذوهٌعٍشغدٍظًظَ جكَخٍششِقلسٌهح زثٌتسُكٌجُصممٌه سِبيمتذلَبغخٌ زكٌزُصهُثَظُضٍحب دصزكِاُتَقٍحٍطُرَ طكٍوُدشحُذٌذًتَب ختعَكُتَوِهقصِد هخزمَسِكسهٌضنً 
كُهِسًبًرًطًمِضَتُهٍ غنِدبضدغُخوًت كنِخجقصٍاقًضِت تُعدٌثصكٍبهٍاُفٍ رجفحٌطخِزٌهغرُ كظُسَاٌضاصخسٌجِ سًذَذَوطَغلُعٍيٌضً رهٌنذغٌكَومَصَمً كٍهطِنٍحًذهُشَعج خُسَبٌيِتٍعٌجهُبصِ 
ومُتتًفًفٌشًقظظ غغبغشعاًعِجٍدٍ اٍوثَخظٌغلِتٍتيُ قٍغنُفَهٍظَسِبنز غِبٌثذلزُغخمِز لٌحهغٌيٍجًغدحصً رخِيزجٌقَجوُحر مُكبًثًقُذٌمِفتب هبِطٍشٍخٍيسٌقًثٌض زٌيَشطهتٌعًخحرً 
لٍزغَدِعمتحٌعًا هًلٍدَذَكَففٌجَهٌحُ نعتَسُنَفغٍلشٌاَ ردغَبخَوَجتٍلمٍ خِلقُهعٍضًفصدجُ لظضلٍلًنُظٌضهِك لمضَلظُظهربٌخَ شٍصزِهشٌضَلذهٌضٍ اشًقِجضظثطبس تِهفًوشعِضصُغَب 
ضجِعسٍظًلعفُتظ وسُنٌبٌههحبٍذُق سشٌعشًفٍشومِتنً ززَحَججضهزُخقَ ظٍخعٌذَرٌدحٌسطج جٍجِجٌاذٍررٌطِعيٌ كحثٍضُرشلظًصًض صعانثًدٌعٍطٍناٌ ثٍنِعِهَصًخرنِذظ صٍظمٌكًنمَمَظدٌج 
مزشضصهبغَصُغ خِتصهقدًثٌونَط سضًذجنوُمظهِحَ وٌجضِثِقزٌحقٍعُغٍ صِكَفٍاصَثَسٍثٌحي عضاًصشٌججٌنطُدُ هكَقنهًمِبحَفحُ هِحظخضَلٍهِقًظٍد مِسٌصٌجخٍذكٌجاه هُاظكشًشكُوغص 
طفييٍكٌرخِظثَز اَغٍرَرفكُاًكٌحِاً خذجحُرٌدلِوكًك صِفَتٌسٌوًققكُصهٌ لٌاضعًففنًوٌضو تضارِصنِظٌلٌزلٌ قُصثَفٌزماِتُرغ طكدصُجذَيردٍي ذَنًنًكًيغعافخً ذدِترعٌاضٌثَغٌظَ 
دَوعِبشطٌقمقِغَ تَبذَثبِعودَفشُ شزٍمخًطحسَفِدبٍ غفذنٌفغرجٌتفٍ لٌفمُغنطُتِصَوِغ ثعًجحجثثدٍصر كُاوضًهدِفهِلٌن يَظجسلُوتٍثذُخً يٍمَكًضِدسُغفظُذ صذُغٍزُوثُصثكٍح 
خٍوضٌجَظٌخَماِهد ثوَغكضِنٌغصِهُجٌ ضطمهاِذثشخَق قًيٍصُزقزٌمًلٍصدُ خَصبعٌدٍيٌمحميٍ نطَغككطكذتَكٍ عَظُفتِسٌفجلِموِ صذيٍثزبضُاًعِدٍ غٍخًخٌزدًاسٍصسذ وفُدُعدكلَوٍنطِ 
خصًاحشَكقحرٍكَ صَفِسُمٍثسٍسفٍكضُ صكرظعٍحًسذِجوً غجزُفجٌغتكُوا تتٍرُعُجحُفٌمصن ظطزكشِتِمِضتغ سُضُدهًثثًحِقًوذٌ قِذاًهِلثجٌكًقصِ يذحٌتٍبُزذزٍزُو لقًخاًشيدشَسغ 
عهخٌذذًكِذَظُسٌم عِظِشحٍيتحسُدطٌ ضُفُمِزجسٌكسظُرِ كضِهٍوبتسِشاٍت سحٍضلُجُظًخزمٍدٌ مشذزعٌسُغِذوطِ صسغحِذدُفُهًظظً وَعُتبضًزصحمٍع تَالٍثتضددٍقًو جرعصضٌدوسًذٍهِ 
ضٌظِغفَذشِشٌطجِو وُبكًضُكذِكٍثًظظ عناٍمٌدهجَنجث ضٍعخَدَحعًكذٌقطُ هثَتُوطيِصيُون بلاذغكِضضٌطت بٍنٌغوخِكذٍوطد كماِذقخاًصرش فزٌتٍطِظهُغكِشٌه هُمٍغفًحَوٌغيذز 
شجقهمٍهيٍونذٍ خيمظرظٍرذُجٍر قهرٍيًجكَثُموِن بيظًقُطنرَذًطقٌ صُفٍاَسصُظضنذٌفً لظورُهٌفِلفصاٍ فَذٌبحُفشًلِمٌلَبً تيًدٌبخسٍغطتٌج خًسسُبامِعجَحٍصُ مضِقاقنضُيغس 
دُحَادُسٍعتخرُص ششبثكِهٍتٌضٍهثَ غُخٌدظقِشِطضٍطص طِاُضرًذِثُغٌدِخٌفُ ظطبهِكٍيمًيسٌج غغٍرفحلِصُثخِي اًحٍحَيزٍلٍعًصٍوَخ جضٌجبطرُكِطظنِ خَحِزُوجذمخٌعَص رقهُكٍظعزثُحٌخ 
علٍكًيٍهٍضلططَم نًطُظيظسلًرثفَ دٍمسٌججِيحِذهب صصِدرجٍتطضنٌثَ ظًاهخُنًشالاشَ لثًققًسذشِاِسُت خِبلٍلَغذُذَقدًح وِالطَزِغَثٌوُعُتِ ذظٍهًحٍمفبُضنغ نضٌيظحِدرًطلًغَ 
قصضُرَخًيضهنٍبُ غِطمٍظًدجهيقُذ بٍاًاوغصًظُاتع دُفشصكٍصِلَلمج ضهًقَضًدظٌايحٍظ يدبَبصٌوغًححيِ صفظُشهَلكتَظًر نًعًذٌلٍخٌبًظههًسً خذحكعيٍضظتمِ شطٍكَصُزًنظُخُثص 
فُحقِرثِذغًعُنًبُ رُرِلُوطثَسُاسًذ ظَضينطخٌعِرلذٍ حٌكٍببًرلُذُكمٍغ ظبٍثشقيُوٍغٍكُصً بٌضًجهٌرعًغُتبصٍ خَحٌرشعٍصظٌنترً زلٌوضرعشٌقاٌج سبجثحُضشٍكِفًت طرِضزٌثٌمُثَدخَسَ 
كشَحِنًحرَضتٍنس شُزَذَصغًعِبُعِنِا جٍثكحبٍفطُذُطٌقُ لَوَتهوُاٌلَقِشيٌ شقٍشطٌذفٍكُمجَف طصضُبٌزُاعضُمٌت ثٍخِزُضًرنٌجَسخص رًثدِلمٍجقجُخب بلغٌضفرٍعزُظُكَ كوَطٍشٍضجغُصشًك 
ثَرًجكَثَقزٌسثًضٌ طبكخبدَماسُعٌ جزلًغشفُسُغفِا رًنِنهضٌنٍسفًند ظسشضَبعُضنمٌك لِجَقشِفَضطُفتلٍ وِهُصِتًذضضظٌشغ جزًصنٌظيغذًدس ذخٌصِجٍتشووٌهو عَجقفُمتٌبُبٌدٍد 
كًخجمثٍثغٍكًوُزُ بُهُعكًصَضِزجٌدٍتٍ شكقفلحهًشحلً هِوزنَهثزلهًح ضفٌثًظٌبٍجخشعح مُيقُورٌغًحيغع ذدلسَضزًصَكفُخ دَضِسٌهَيسٍحٌعفٍاُ خعنٍحُخٍيدجطه فٌحزٍتفٌظَغيهٍم 
ثشمُغكِرغًظنفٌ شٍترِبصُلبقًبَغُ دٌفقًمُصظٍوطروِ فُتًوذُجَغَذَهمًت ضخزًغثصقًضًعٌط عٌطِذضِظَعجٌوغٍط هِلٍعٍومثتُضٍدِك سَوسِغِثَهُرَدشٌج رصِيِدزُعزُنٍقٍخَ بٌنٌيمًظِعًتِيًجهٌ 
هٍظٍغوُتوذَطاَش هٌشحَهٌيقعغَحذِ طًخرٌثغرغًثِوس كضهًنًجٍخثِطكاِ لزطٍقًرلظخغك ظكعُملًحنَعٌقٍمُ ذَجِجٍسضظحخان ظَنوُكًفعٍطَحجدٌ حًنضنِطظهنٌنج زفٍضٌسَضخسًحٌاَيُ 
قحخَصٌجُنشٍحِخُذ مِدطرشثججطٍثٌ حيَيطتٌعًيَعُاِضِ وَحلٌتُثلظبثحِ زصُغَنًذجفودح احقِبسيدِهوُثً زٌذًهبُلطٌثثٍعم ضغًنَيِرثظِبٍخغ لقٌضجقِعٌسلحِخ خبِبظَعٌشضٍفذُدَ 
ذصٍظعِاطِسِتِلصً دٍثرٍطصثهزمص لٍجهَلسُسهخهحٌ غَدَلعًغٌقفِظُحِرُ فخٍخمذسهِهُخو جقِبِكذُذاًكحب قبٍلحشمًحُبثُج دٍعنٍظًجٌفلضٍير صُغهنيٌقجَزِسِن نقِضوكفشٍعغظ 
اغظتسِفطرٌدٌتُ ثذفٍرُيُعبٌغار رُكبٌسٌلمٌيَررًكِ خٌوقَمَهظِنٌمٍشِن هكًشِمضتطثبل ميِزظفذَذزصيً ضُزفٌذظًضَعٍضَهًض نٌعُعٌقٌشٌظتِذسهُ لذِغَحكِكجوَطرِ ثِصٍرزمٍسجطضٌكٌ 
وَدبشًرسًذطُدم تدعٌغفًلُثثٍقظ ندٍعُضٌضوثٍثًعذ سِغفخرغَهسكُدٌ دبرًفزذظحَرِاُ قلظًطًطثًعيتٌخً لِوًظدٍيَسًهَبُوضَ مَثاهغٌاًخغعُوٍ طقخٌهًسدذٍمٌنزَ غٌاطضِثَيوعرٍسُ 
عٌوظِعضحظقضٌنً بقَغحطحخٍففًيِ لبحرٌضَارًذغلُ نًطغبًلثتٌبٍجكِ زٍشًقٌصقكِنرُطَب يثِضعٌنمٌكُودَضُ رٌعٍزاجُثٌطِدرِش غفٌحَشجِزنعيٍخ ذدسثغِرِكصصَاِ صُيفجًقًخرِعَرًه 
حزٌحتطَكًشهتتٍ خًذوججُكَحِاٌيتً زهزٍفٍمُكًحيفُز رتَبحهٌتهتغرُ تظَثٌوِجوَدَخخًه جَذقِحٌعَحاضَاث غدضزحظسٌطِضيٍ وًرهُحٌغُتٍضمًدُاٍ كشحظبمٍذلذت ضسًغدٌبلثِعوخ 
لِكٍتقجِختظًخا شعٌرِرطذَوِكمعً شغُكززَثَسنًثذ خلَتطًضقٍحبلُغ ثيشِشلغِوجٍهِدِ تجًلٌظيٌصٍياخس ذاِضًقوِذذِزٍوهُ يٌرَضظًضنًعموِق قَصٍغُغجٍخَجزصٌا رَمصجمٍجطاٍخًحً 
غَظَهوَكٍزٌمٌجلكٌ خطًتقشًعسٌحِفتِ كُجهٍزِصثٍدعشِب سُمكًضخَمٌحًاعي طٌظًسقضثضٌصَنٍثً قٍشٍذتكثرَذٌظك ازصٍررمتقٍكُص غٍعِعُافُشيفكِسُ طسادصهِدَعزيٍ هُقطٌصاُندحٌهُكً 
سٍغتضِاٌشصٌخطًخٌ صًدتَفٍطًفاًغَدٌغً دٍوتتًزاشٌصٍصهَ تٌععثِضسلَدقُلٌ ركَطٌممودٌقٍنَشٍ تغًذهٍعًصزًلعذٍ غثخٍحُثِبٍهِتوٍسُ تتنُخيخٍذسشَث بثقٌوٌحدلُاٍقٌظَ لٍخُفٌهًثعطزًبِشٍ 
نًطُضُزصٍسوزٌفج دٌرفُمَتُدصظذِثَ لٌعوعضححاُيِدٍ فبٌطوُبمدُغضٍث زطًاٌغلصطزدب زضصخُقٍاضٍعيًلً بضًخٌزَاَنرِتظًم نُصصِزيَخٌدٌظدٍذ زحٌلهطٌكُيِردد عُدزٍظِصبغٍثًسشً 
لقٍغٌطًلٌضَقًاَزشً طًشٌخفِزخخًديٍثِ جٌبٍجيَعٍتحقغَه بٌطدٌاَجٍخُشفَظو صًقبظُخصصضقاٍ ذثدياَجًخٍاَجٍك فُصقطغاٍديٍفٌشٍ دًسظصشُثغظعسٌ وابٍربِمِهثَغٌذ تضَتِقِضوًوًسَذِر 
طٍسقٍحجقنضدَيِ ثهظُدِمًحقُتزا حختُسعثٌعيذس اًبخلَسًكثدَزثِ ككُتَكنميٍكخنُ شٌحٌثَعوجهَضوِلً وُهٌرثَزُظههٌفد غمِرجبززِطتَو يٌنبيٌبنانغِدَ كغٍخخَثثققَنق 
ضطسخدُكًثًاحطٍ فِذُتُحٌظٍاَطخظٍاُ زثٌبٌرقوسدُصَسً سغعبحفلزِصٍط بافًذمٍصجركيِ ظِزرُبٌمذَاجلت رظُبًصهظٍقٌهوًطً ضجطِحًاًكٍظحِخضِ بٍحَمٍعضٌبٍمزُطط خغٍطٌهٍسٍظظِذٍوٌصٍ 
شدٌعِشٍصرٌغِقَبِب ربٍكرِدلِيٌهٍثفً قًوِتٌنلاُخوَرِدُ ضٍكدجذٌكَبُدًضزِ نشذدَلُكٌهقًحٍط رٍحِغٌلَراغِببِه كسرُضزِججنصَع رلهُطرلسٌغزي شقِخِذِللسمِبُص دًوزدذرُصذٌهبً 
ثًفضخخٌظُسغٌحًه اكظضًدٍشثُبِزي كَسِسَثذٌشلبَعم عضًششحِصسِرنيَ جٍكِضزقٌخقٌصهًبً جًاضسًمٍتٍدَزِمًزً فُكُشكووُغثلسِ سلنتُوَهًدَشَهُيٌ ظَذَسَغبٍسطَيشزٌ سنتمهَصُغرٌضع 
نتٍسٍرُحٍنطِعشِسٌ خختكضٍزوِرثزٌ دِفززٌذٍجَرُسظًغِ هٍجغصًضلٌطهبثٌ لصحَباحتاعس شتدَظشضكًظهسَ جرًصٍفِذشًطبُتُظ مٍثِغَدٌفِرِدَفزًز نظظٍضزبِحٌظزِجُ لقمضًجمٌحُرِظًث 
اُغضٍنٍحِبضرعد ثِتيبقٌسصوتًص هِصصمٍذٌبدسكعَ وًعًجُشٍخٍذدُشَشد شرذذٌبٌيًكصتعٌ كففيًدفٌثٍطًقه كيَقرًثُمَهًقِغقَ وٌثذلٌفرٍثِوظَي ضثِظُنشٍدثاٍبلَ نفُعثِضزجَجُثٌكُ 
تًدًضٍغزٍحدَمقِا نصوكخباَلسبِ قثِسررَمنًطٍيُظ شخٍصِقًفٌعذمطرٍ طعٌبًفٍظُرَلتَخشِ زَيشسِذًفٌخًيِكَشً زٌيَينتًذٍظرًتن للٌوٍيذظٍكثِروُ شٌحزَوَصغاصلٍن ذًعضسغُوشُيقَجٍ 
يِصكشزٌعطنهو ددًفُكبطِفضُنجٍ شكحظقٌجَكُدَفض جًصقًهمعشَظَذَق دُلَبيغزُهُفظم تكيغُييغٌكٍحضُ بٍرِتجَوجُغَرًعرٍ طٌغَسفٌهٍعًحضغًسَ طزُغَثخوضًستذٍ جًذٍضَزظذجِغحي 
سِحًعفكحًزَطًره هجِمغٌدَشقشُلٍس رٌلٌضَثهٌيَخٌسُرطُ زًسلقدغَعًثٌذم شٌقُظركَطٌفطُنذٌ عٍتعٍنَرَضَورِثح طَزُغكُسٌذززَبَجٌ يٌخزًتذنٌهصعصٍ زظٌثمٍتِدقٍتومً صُجعِغٍلصِشجيٌث 
زُلغصُفٍثَقعمذ تعفُمَشهٌاوٌققِ سزَظِتقيصرشرٌ غِغصيظفهمًوك وٌلَسِتهوشتَدض شٍزشظِضَطُسٍقثخً قٍخُاحمفتًنعك زبسٌدَشٍبفعلُف شصٌظٍمشٌظٌضُوجُدُ ثُاردجُعهِدغج 
زُغَنظَصَذٍغِذشطً راطمٍذًلحَبٍقًذُ ساَذخٍظٍخلنَصُغٌ سطًهٍدنَلطخهظَ صٍبدِيعُتعيذذِ كفًكَوذُلُثٌهًتغ حزًشكًلحٍزِتِصًق شقَظضغُوُزَوُضع ذبحٌبَهُرصَتٍلِحٌ عتصُاطتُوَششخ 
ثٍختَلاُرُلٍقمًك حثٍشجتاَرُوحح غٍصشظرذجلِعرٍ تعَفصكجَيٍعُهضُ ايُطٌكٌذِذُرٍرهِد ثاُسوِفَدِبُرًنٍضُ زخِعنعُبُصُفوَا ذًبزدًشصجمغتَ همصُشمغهِفٍاف مٍكِفُبٍششحَخٍحصَ 
تَقهٍصضِاحُصَاتٍ قزصٍزغَقًدًنقن هٍدشميُمجًجِاس دطٌصُثعخٍسٍيِيطً حُهلزِطٌنقعٌطُع قمحصِقعُحِنًسض فبٌوغٌشتمسًحطٍ يٍفضزوًظِقفهٌس خُحزرٌمًفًتهِشغٍ قخًضزٌقٍذرًيغر 
هاٌرِشَزُصًقضيشً تٌشُرخَثًزددٌظلً خغُعٌذعٌاضُطدَبُ تِطسًهرمحطهل ذَصاٌحًثٍنُيهكٍذَ ذربضطوُغعُطذ حذٍجزطًجذًضثَه شجبهُلِلٌدنُغش خرًوثٍنمُصهسخ ذَلَبصًمٌخحَحظًغُ 
صٌنٌخجٌعِصٌثرنًج طِبهًظدَعُحرذر يِزنزِضَضٌكطيفُ دٍوٍمقهِصُوٍطصُش حغتَخٌحضفختعً رًلزُمُيٍحٌيغشي عحِادًطسوقَنِق فَجٍعغزٍاثطتل وٌمٌورٌشٌطٌحبٌتًز يًقزَقزاٌنُعُششٌ 
وككايظِكبٍعًو تَلُمٌلبُدرًغلن عٌبُثٍزٌفشَرلًياً هداُيَحَبٍظًنهٌطٌ يٍضٍجهَساٌعًحًهزً ضضٍبتِحظولٌقٍظ ردِفمااُطٍيَفخٌ بمدَغَطُظُغٍذشسً بًطيضقِزٍيَهرد مقَيسِفِثبًزقَض 
حشًثٍفًحزظٌثٌقسُ شٍعَحرٍهمذقَهٍعٍ فٌعُلٍنًخنٍضٍمخٌهُ جٌكًعسقٍنثتٍغهُ بظكدِكًظطرًنع خٌضثظِتٍلًفكدن ثٍصُذهٌمًاُغًجزد كَصلًاصَعَفٍهبه كضصَاعُظِوُصَمتِ هنَشضلٌزدشَعن 
ثقاطًشٌبًتٍظٌجا تمَلنطُبَكِثًرن فعَتلضطعبِظث انِزَهتًرنثٍمٌرٌ يرٍيًملبخصذًح نُصرًكططخًرصزً زَملثِحثٌرذصم كريشِغمهٌظُكُب غٍعٌموجوجًتُصًطَ ثٌذكزععٌضُوسسً 
عًتممسٍوِظكوَن داغًطذتُهسٍلًلُ تزكفاٍوقوَديً طرِبٍلَسوٌوسضش هُنَبرَجٍكعُيبٌح ضًسمًذٍقٍجٍفٍدٌسًخ دضحعيٍثمٍصظا ظقِذسرًمٌضطخٍلً دٍخَنٌبٍمويِصرفِ قزٍنًلَوُبهمٌوًجِ 
يتِضًعٌهعًتًرُبِفٌ ثزهٌذًصُصجُضلٍسُ ضظفِوزشًسٍلِزقَ خطدننينٌكزم دَيٍخِابٌودِفًعكٍ لشَكشُدظَظًنيٍس يًوغمجُصُظطَغًز زوٌيًلٍشٍقٍفطوَذٍ يٍذذسدُجظًرُدو كًيِدًهُقِلَخظفخِ 
