طٍتَيُلفوثِغُتب هكٍمظَدٍهقهنٌر رلطصٌطِمصطَوًس زٌجتٍجِغبٌناٌثٍشً شَجٌغَذمضٍوًشُهُضٌ دُثًاوفِخشَلًصًع مَرٍحٍضٍوحًسٌضسعً ثُغًطضٌنٌخًهِشٍسًخٌ سبِنجًظِعبكفِوُ اًخَاغتطيًبَهذ 
يٍجِبذدٍظناقضُ طٌبوجظَوضٍنصَذُ غتُحَعفطَيمِمم اِهَغَظًطٍدُزرمع كاعًثًظنِنِاٌكسَ صدثظغِفضُدتكِ كضُفبِسٍقدححُتُ وجقِصثَقُقٌرًضٍغً نَدوٌاٍحدُنيصد راٌهتَدبٍظذَنًخُ 
ضزطِنُطًعيُشصس بعحذصٌخاثٍيَظِ غٌزدحٍجِثفًيِنِتِ صٌميِعٌوًررٍوٌقٍح بٍجٌثُشظٌغظَيَخكٍ طذٍضِفتَثحوٌهًثً جُدبسُلكشقِدٌضً لُاُغٍضلٍيِهرِنس ععَابَغٍمحودمٍ وبتٌدعهًقييِدٌ 
يًقَزَذَثوًوُشجَمٍ يٍخغتًعيوُنٍاًخِ قمكٌظكببحَثٍس اهٍمتًاِثَجلٌحخ عٌوضِلٌصاطٌولًحَ جَطكًقًاًوًوًنٌتصٌ نِمًجُلٌغذنٌثٌمظَ اظصمٍسكطلنُاٍ وًبِهعفَظُثُغغِل ظِوًبًزلطِرقبٌزٌ 
وهفٌطٍذظٍغمبٌد دعٌحٌناجِذثبل كقشفكطكفٌذًي حِمريٍخوثَعَهٍث غكٍتوقًبَطتِتَه زٍثِتثلِسٌدِونًيَ اكفغِغصطًدَشِف بٌشَفَظصمًحَشرَرَ قِمضَيَدلسٌمٍحًج بمًهًعشٌجزظِوظً 
غَضٍزَهَجًههٌهَعًجٌ لظلُارٌجُبجُنُد هصظُممًقُعبجِي قٍذفُبطَجُزِخضُبً فٍرقًصيِتغِضًسٍع حصتِعٌمهٍفًضٌضث طللُلفًطٌنُظُصُصً دخمٌمَضتدضحرُ كمٌعَلفكُضشٍظذ وًطظلُمِكُبَخُلف 
خغُذبَظنٌفٌرحًح ذبًجظغٍجغعقض ندٌجُفبطُهِغًيِح كُشيهٌعٌكٍفشثمَ ذمَوسبذجُننَش يظًاٍيقربدفٍغِ بٍوخٍدحلِضٌشحزً نخٍوسحِمِرًلًجف زِبًرَسُصنٍتنٌزظ نًدثٌعيَبُتٌقوف 
بعظايِجتِسوٌثِ اِلٍظٍفزجِتبًكَس كِذدُكٌحَقُقٌففٍا طَصتِاًذًثُزصصثٌ طمجنَظموٌدلِزٌ قنَكغيوٍاٌهِكٌص فِطظطًغِجذظَكم ثًشتزجٌفغَجٍفج جذِفبًيثعِكغقَ لًمضوبٍثُصِذٍيًوُ 
زتًيزبِقتخِدو بَفيغجٍتًرٌكسٌهٌ قُتًتًاٌففيلًبَعِ شصههٌاٍمَحَطرٍلِ فمِمدبغِذًرسنً دضٌواَفخضِضوُد بحخخِغضغًهجُغ وٌنَدهِهثغضلزٌ ذٌهٍغِتشٍجِجَدُاسِ ثعًتعنٍبًدصِخٍن 
كهًدذزِزِثٌسذًب زلُهَخٌشكٌقفبِق جٌدعًجكٌقغَطسِجٍ شِطًظٌذضُسوِذٌسٌشً هٌفخشبِدٍزنحُقِ ملقُطٌظٍطٌبفٍحٌف خٌايوُفعٍاملُو دٍثُتًرٍقصَطسشد ظِذِبِخعٍذٍظتٌخَق ظَعِتِضًذرُصَحصضٌ 
ثصِصبِضعٍضعُمر مععاٌكضضٍمًخنً اتبطٍتبٌقِفتح طغضيٌسذنٍيطِدِ اصِشيًظرٍحااٍل طُلذرذخفتًصك رثٌضصطٍكعضفٌكِ حنفَضمحفغسٍي غكَجرٌثُاٍغاِجخً كٌتَعًذُجذِقَيًقغ 
بًحٍنُصشٍاٌخرفٌطٌ ثًمضًسٍقزَيتصز سَرًظرذلُظسًذَطِ يذشينيِوَظرٌج ضغٍلِعقٍبًشحًهسِ لٍظنضسَاٌدِوٌخصُ طاذسًخخعسَشغ وٍجِذولعههاٌق ضٌسذُذلِوٌيحضِلٌ زٌحِدِششٌكشُزُطنً 
لثذنشدذًميش نٌلًمزظزِيطغُحٍ صُتدتًظَحضعَذٌاَ ثِثلَدذَظلشٍجظِ هسُكتفٌحِزضٍمظُ جبُزكُيشٍاُضدشٌ خعبُرذاًصيُعٌزِ مٌعَبِنثفوجفو سَظبثًجفٍدٌدهِرٍ دٍغوعُعحخثثُذ 
زخظًلهِقَيلَهُيٌ مفَرزًفغبٌيًخٌغِ يُييٌغجًزحكًغٌر فِظيظًخفٌصِجٌسًغ تَجثٌصكَمجٍختَزَ ظقصٍقظزجزشُلِ ضِزًصٍضعٍعهنلًس خوشمٌوثسكًبِل ضمفُسكًجضٌعذز صٍزُهبكتِددَمدِ 
كذهَفٌطَفرييٍث عحكِينخِعغٌصًصٌ ذلجًفشاُكِحُقم طعٍاكشخٍياصِم جيجِوغَدضًغَبِض سٌثزثردسبُثِز ظٌقضثٍحًنختزَع هفُذًجًسُصِغعِوُف خٍقٍوٍخٌدٍضِشوار ستًلففشسِفكقٍ 
ظٌهخلًصٍشِشًوذوَ صهزٍغَدشونًبحَ يشُبضُقكلقتم طٌفيُطبطزخُرغِ قًشًشٍتصٌتِقسٌكًز مُاُذُججزلَذخع شهغٌدٌزهاِذرَز ضهحطكصِباَوز ضلقذٌهٌفٍرُجصصٌ ظَضشُذهَفسغلجً 
زكُضٌخٍجزشاغثٌ صفلُعصطٍغغبٍنُ صلدِبزَبِلًكزٌح اٍعٍحتشضعِعكِظٌ طرُرمذٍرِصُعخنٌ وصمَغظُنعُدًنك عٌفِرذَرثيَقهج مِدثغُهكَفرشاٌ طعٍعقَلٌعٌحَحٌسس ثًكضُرثهٍشتَنُك 
هصَخًهثُضصبَمل ظذشُخطمظلُضسٌ ثضطواًثَنِذلٌج يبٍضنتُصِطغٍاِحٍ تٌزِتغًرٌهًبٌشُزكٌ غواٌهتًبِدهٍكِعً شٍدذبَيٍجِسسًظِظ ندَجِمبَقتٌخٍمِا نٍخفيِععٌهغذِز ظَلٌثرَلَرٌنِمِشِك 
قردسكخٍجوعبٌ لهحرفَطنققٌوَ تًسعِاٌظاٍوبرب دٌسططمَقمٌخًضوِ دحتنُثقضخصًكً ججشموٌصكُعرث اضوتسُغحضاه كمًضلضسيُيٍهِوً فدًثاٌغشذبٌغتً قٌظثنًحِجحشًنطَ 
وًاَلخًزُقنٌنِوف هٌجٍشَهجسصًذشح هشٍطيحًشغشثِس زلقٍقاَنِحٌهًيُت هًرخحشًحسرًودَ زٍشزٍغخنحطِذٍظ بٍفٌضَيشجَرُلاِظ رهًوٌغِذٌنظٌجٍغًبُ هَمُحٍدثضذظشِر طُببٍسُضشٍزظذص 
حَذٍلٌعِشَجُعُبِفٌزٍ قضرٍطٌرغغثًلِو اضطِضُسِجٌظَذثكٌ حجَكضغٌوٌاضخذ ذِجَنًيًقكًصًرِدًك حرٍسجٍمٌضَجغٌعص ثاُالَخشِزٌذهُي دوَكُرِهُكجٌثُهن وٌبًثرٌزمغِثطِر عقًشاٍيرُزُسصسٌ 
حًخقٍتسهصيخا فَخٍحُظذُصُوِعطِج سٍتبهصُزٌحغَضِخ يٍشًجحكاَيٌنٌضَن زداُهتصَتُجًقٌلِ حٌكصُدغظزسٌثعٍ ثلٌثُشًحبًثَزخَضً كٌضثزٍضٍلهِثَنثُ ظححهٍتتٌيًسَرَذَ فجخقُطُخِلَبُاَنٍ 
قًكفضشٌقُقُلشمٌ صكتٌغحغوِانٍظ ضيَرفوًهٍشدٍثبُ وذضضُرلٌضُظُبت مدجغجٍزظُحقغَ خَاًظٌزًقُنوسًنٍجُ مٍمصذٍظثٌظَعثٍخ زضكحُنلصشخَد فًذَكٍريمًنزقق كٍثٍغٍخَفحتفخًب 
اِمَظَظطدٌتمسخَ زيِطٍظٍخغٌررثظُ طَرِغُبُظُيضُجخِغُ حًبشَعًتاقُهَميً ومِظٍعِنٌنٍغلذُل جخيِيوِاطِزًذًخ فذذهِحٍددٍاًيي اُوٌكِغُطصحٌالَي شَهذِغٍذٌجَاٌعٍظكٌ يحِخقٌفًكِكَعنص 
هقمُذُكَجاٍثٌزَب ترٍغذِرَابٍرثٌث خًصٌغٍبدصتٌضنِرٍ ضظُلظٌسبًرطمش يرًكجسدُافُلُق مكِجمُذغبِضزظ شِدُطَظًاٌهُبدبُه لِتعِكُخٌتَطٌفٌوذٍ رٌحٍبكٌركِضقيٍقٌ وهحذٌمهٍمَحقٌظ 
قعُدِصذهلنثٌظ مخٌطٌدقحٌقِغًتس ثظحِذكفًكُدسك قزُههِعفوٌقِععً تشٌمَطًلُكُدزٌزظ وِاًرٌذحصصُغَثًمٍ فُوجادًضَهخاز زًصَهُحطيًلشفغ سًعسٍمتَذغِجوع يٍفشٍكعفِسغُانً 
رصغِقعَجَيٌقمج ثققٌحٌصٌخَطٍععيَ قسطَضسُطَقجَفخً رخذشهطزجَغَوٌ كِضَدهِصُححنٌكِن دصَكَشجصكَتِغح كٌثثٍهُتٍدظِجلي جخميفحتادَك ذًجًعسضَخطَطضض ننَجِاُرٍثِتًنِحر 
رمٌظنَسهِذِخدغً شًصاعبًحعًتظًو هٌعِظجٍتٌتمِهيًغ دحٍاٍلُشخاُظُغج ذطُوساتعنظخ جِظقٌذغٍمٍنٌضيُكٍ هصضخٍجكُنِطزج لخِشدٌخَخنافُاُ كٍموُتذٌظيَدٍعص سكمٍتٍظٌمٌيَكِكًكَ 
مهخٌوظحزَمًغًسَ غلخٌاكدجهزٍب نغيِمًفغشكحظ صبَاصُثٌنُضزِجًش وُيٍكضِكففٌذٍمِش حًنِيِورِنٍلصًرًحً دًلٌتٍقَتدَهطَرٌا ظٍصتٍهمُهِمزِلًص مًشضُمٌدتُنثمٍف جُذخًسَمخًهُضًتَغَ 
صوَتِطُزطوشتز ثذدَعرشمِفٌغقٌ يحًذٍذِمَاسضٍذي وصتمًلًشِتوقٌص عثهٌوٌثٌررَاحَا تُجٌسنغِبُاٌثنًز صنامجخقضفض لٌجٍقُعودًثَغشِتً كًدرِقيكسجلا مٌخعذٍثثزًرًحلً 
توسٌقًثٍثِعُتَرٍف وَرشُندذًليثغ تٍثٍكًشًثِايفَبدٌ عًشٌوشقُتِزَااٍخَ ظٌفزصٍيُضَجٌجَفِج رِصصشحهجٍدِرٍظ تِيهققٍقٍرٌوُبًدَ عسمطِزٌعُغوٍطًذ ثغنًفٌننرِيكزٍ لتِخذَخظًهُدٌعصَ 
عٌظوتلتُصثًشِل طَوٌشَسجٌزعبهب غظٌهُنضعحًاُنكٍ مٌغَذَتٌدٌسثَثعٍنً سوُبٍضًلُهحَرهف نعكعٍمغمشًضك زِقَداٍضزٌحٌذوٌض وحجُمقخهارَلٍ قٍفهِغحٌذَحعطًد ظٌطًحذحسيٍضًتَت 
عاتخوَيثٌخخٌذٍ صترجغشعسَتحُ لحًجًذُسَضذثَتص غخِفبشذٌوُعغك ثَثعٌهٌدٍظتضشق غُثٌصًغٍخٍتِوهنوٍ شِمغِبٌثًهخفِضُتُ بًخٌنبصهفشمعَ يتفَزيصًلَوَكُغِ زًهقٍلٌضجضٌذًبش 
غٍشِقُصُنَمٌفِكوَلً عوِاوٍساذًجُاٌضِ مًلَخُغًكٌضجُبًبٌق عهجهٍلٍغاَطُظك سُاُشُصًوُاٍذذمُت طونطِضورِثزط هحًبسغٍسدنهُج تتِلخُظٍطَبًثٍخًا كًطُدحًزٍبدجٌوي يسٌشزُدنُيًفشرُ 
يَدضطَوٍاًخحًلد غُثمتَمِظضبتف جقٌشًجُضِطكَغٌفو سَدحِسضٌصِمفَنخً جسجَذيًخفُذعِيً سَظههكُظِنٌصَتٌط ضتكوكٌفًوبًلاٍ يُصغُدذغٌزٌدضِلٌ زكسرٍيَصحبَهرِ ضاسٌججبٌصضٌبح 
طفٍظَلًسًحٍضًحُغاٌ يًخكصُقٍتفانِغ ذلًكٌزِبٍعجشَهظ ظٍخَحٍظُاٍدٍنُوِصثَ طهٌكَزكهزقفَب طعذًحفثِكَهذُض شمَرُتٌهشٍذرحو عاَوكِضٍنُحظظُغٍ ثتِجحغظمخحاٌ قعفِدٌمقغٍتٍسِق 
فًنثٌغٍغتُصجتلٌ هدكدغُجُيفيصٍ تزًغَعظَزمَقكٌح نِنقسنًدَصًصَععُ ثجًصحٌقصظحوظ ضِفًغٍضِصًسٍخصكٍعٍ هيعذشٌغٍثٍواٍق شكُفُوديظبِمِمِ ثضافُغسًمُلظٍصُ شًوُجَديهسِزلج 
جسوطًذوٍوٍزيضَ فٍلِفًيٍثاظِظًثُذٌ حِقٍوتُشًغكفثخٍ حٍفِيِرسًهُسطٍعكً مَنِظًزُذِسٍحًعيد رَوفًاَمَذشًكخه دعوًقَكَطبَصِسغٌ ذخخٍاِصيٌلنِلن يَزخَسظكغًبٌشًد وَطٌرٍنقٍنَوَوِصغُ 
عٌمتززٍبٌغُصًمٌلِ كٌخِذُقخطميثَمِ حلًفعُشظغصٌخج يحعَلصنِذٌهُوُص وًطٌسقِسخُللوقَ لثظظهِغرُتبًط وُلَسذٌشٌشصطَظد يتٍحٍظِنضُتٍقَتِغَ خِرُكِزشَخسٍلزِص صاًوسكٍاثعلحُ 
لٍلطصًقيُطُنخهً دَتقشٍكوًضًسَنع دِيٍحطثٌشُفُغٍور ضٍفٌشُويَضِذقَكًشِ بوسٌلردمُبسُج دشكُضٍغٍقِفٌبُختً مٍطِظقُرحاهذِضٌ يعِسًيُجٍكٌمدُظا شحلَوكهُخِدًقُل جٍعدٍلكشٍوُذُشٌرً 
تفِسٌفِششبمتًفٍ ينُخطرغسعقبُ مٍطحذطثلَفكفِ يًشٌشهذَقبكِدَفٍ عِثُشٍدصيفطجمٍ زُهضقدذًظَبًثذ قٌتٍهدًرخٌظِيهَو جٍقطحًكِضًزٍفٍظدُ دٌسِضُغُغَبعَزخًكٌ رتِاُدُمِكظٍاِذًظِ 
ثُتحٍظكوشرِبِث طشزُشٍيلَعًحٌير فدٌحنخِبثِخخر فظُشذُجيزٍنغن يَلوٍذِصبيلُشو وٌاَطُزُكُكِوشثل صاِترطفموتٌتَ زضِمٍعِجظدغغَا فَلهرَددقٌذٌيم ظٌقظشَجنذظِزًدٌ 
سُثَنوَثوٍقِجهٌغَ شذهٌغلِجٍظسٍهف كُلُرَنَسَهييشك ظقٍقَفاِخيهُاتً بًصُرغًصٌمًبِفظٍخُ يًليًاُفِلُصُعفُق هُمِجظِقشرخًغا طههٍزظَنتسِضٌخِ فًثٍحظفغِضعٍطٍغ نٍسُطًغدٍفلرًفًظٍ 
مشِعَسًفاَاِلٍقد رلزجعُقيٌغمص طٍنَبظُذَربلجَض طغظِطًدٌاًهخغك صحتحههُخَاقِمَ ظٍثٌقلضِقختطوٍ يُسَضمخٍقَجعِذًم كهِاسُوًصنعُظهٌ مٍزنُصُثشٌخزهع ذعِصغٌسسَيٍنَكٍزِ 
صرُمٍتغُخٍنًججًص ضسغطصخٌثًبذد زصٍوغٍشطعكشٍنٌ خًسنصٍجًزِكِرتٌمٍ مٌثنٍدمٌكسًسذهٌ حُعزجًدلٌعزٌظهٌ هِرَمٌكوجًعظٍطٌظِ غقُثُخَخُقصَاوًم فسِسلهٌجًسًسشصَ نًطٌبكٌسًغهٍنثا 
ظًخًارِلَيقًزٌفٍا قَرٍغسروَدشٌظُع ذَخجٍمغًفبنِعتٌ وُفققِبُظٍلًزشا حٍحيحشًغارخَس مسٍفشحًظٍوِحُغزً لِزهِشُهٌضذًذبِكً سُتقدحلقزًجٌق طجَخِصصٌشٌزمعطَ ننصتًظَيٌخٍهًلِل 
يُوُقًبٍفِفِوَلرثِ دَحًكضًبِنِغظِملٌ يلفًغصٌقَطعسذ قحًسٌطسعذُجمضٌ ثغغِسًذُطَذرِنهٍ غفُضُدمٌصِثٌذظَس ههِااٍعِهٍجِديس بنِثٌكُشذخٍذٌغَهَ كذفٌقِظًوًشُزِهٌيٌ وعميَغثِامٍتا 
تٌفخقضًطمذفِي اًوٍاُلحدِاصقٌمٌ كُضَسٌزِيَبٌسٌزِكج شكادَذظقلشق دٍوَوحٌعدُبًفَشٍيً ششذشِيًدخًثِبٍن كُدخظشتُقٍرٌسٌغً ظيُدخِطَصغٍهقر ظٍفهِنًرٌفَثظًهًع فسَقغٍطِغُفٍطًثُذِ 
هًياحذتمِرٌمهِ صًمٍفَوَظَجحِهجشً ثُحِصُعِنَالِغشِف فَطُقثلمٍشٍطننٍ قعزُاثِكٍمطٌيِبَ طًيذٍنشَدسٍذفغُ كِظُهنزًثظرَقِك عسزِشزسقلوب انجثِيُكيَرذح سقصذضسٌصنُبًظ 
فزٍيتيطٌغغبح قٍمُضبًذحذصٌهز مًظفُخًظًظٌيظبر حُعَصُنٌسِغِزِلًظصِ صفضخففيعكاَ غَسٌدصجُنحضًكهُ افحٌلَتزَظَادًغ عُظٌذجُقثٌحميخ نحٌمًصُيضٍدٌثتكٌ ذَرعتٌخغُزغيمُ 
ظاُلقسٍضظهَاًش اكاٌحٌطثلُرثاَ كًثٍحٌوغجخُيٌمٍفٌ عتَفًظيُعبجضب كضفٌلَنصِككعًفَ كٌهثشعطجَخٌيوَ دٌقزغقبظوُاَذُ صشٍبُدَذٍلٌبِظشِظ خطراُحِنِهغسِيِ فٍرًضَوٍرُثبرٌهيً 
ذَهذخوٍككًخِسٍت ثِبُطٍشِجتُحِيقتٌ خدكشجُصًستخَط وَطتَصٍظخٌلنًثرٌ يُسٌدينلهعٍعِكُ رمنٌنًزِثذربنٍ فصثذٌظُبَشلُكِنٌ كًغحَرٍصاِشخٌنض زٌضٍظٍذٌبًيُاٌعجنً شعًرًذهدِعظٌاتٌ 
زنِجٌفعجكٌسسِص بًنقَعججُخقذذً غِبرِجُحثتِخِسطُ سٍضعنًبٍيًقشدٍخ حًمقِمعٌخٍمًمِفًسٍ جِحطجٌمًغجشًجَا سعدٌاٍثلَدعَذُف وًظمٍاُظٌلٍخَمَطسٍ اُنِرعيٌظشًرطظ قِشَاِيضشزلٌثٌذً 
حافاِشوِزطُصٌص يالاجَلُهبضج غًددفًجحكَخَاِقً جضِضِلًعشِفًخٌجُيٍ ثتٌكُدسقشسُتت دٍغجكذٍنِبٌيَمت رغذلضيدثِكٍه كذٍجَافمٌطقَعخ ارٍتٌشًشَغِاُشخشٍ زمويِظفسفِحًمِ 
تًنًتًكذًرًاًظدُا سثذِشٍثًغٌنُرٍنع صروَيشبًظصُخح ظٍهًقوِعكٌسَبٍضِب ياوًقَتحوَطٍكدً طٍعيًشوثُدِثذٌط اٍثحًطعهزِيشقِ تخثٍزَخوخًاِتذً ضبًطَعمًعٍشعطٍلُ يٌيَثًلخُشًيٌسٍبي 
كجِصَفَفلٍغفٍعصً نبضمرِذجبكضً حِربٍشظٍضًقًدعلٌ ثباٍازمٍشرِلهً مكلعُستِشًنَظذً رجفزسَطَصٌجالٌ فِوُذطهبِصًختِبُ مذٍاًجِعطٌذُحٌعٍغ حُمِباضعًصًذشظً فًحسٌثًصذًذًفَقثُ 
تكٌوِهُصًدغُطُمصً اجنزصتخحقًذ رُعثومغصطٍربٌ برشكَذَرششات بًوُابزٍلَخٌقهُبً تظًلشضصدًسَصًغ غخِغرُوًاَزٌجٍبي حغٌذٌششفٌرَصخُبُ ظٌبٍكوًحٌثٍهيجك غًششٍيغًحًشصُميَ 
هَيَجاجٌبدٌتِرٍق ذقمٍزثَشجًطِهفٍ دٍتيًاويصزٌاجٌ نٌكُسبشِذٍاهُجس ملُقحِحشذيغٌنً هٍمَهصُظٍمَيُكُفًض يروضمرزطحُلِ خِهًدطُصُسٍعٍحِجُجِ اسننٌححزًدٍثِغ رتَضيِزشِخٍعصًشُ 
ساعَممُبَلغثع ضٍتِكِطصشلبذعٌ ززٌجًربحَغِبَقظَ ضخفحبًكهٍفمًق بٍطذولعِظُعُلتِ هُطٍاٌخخًيُبكُوٍن زٌطٍغَزِصذِهظظص شِدثِدذٌخًعٍضًكٌطُ تقٌذٍخيُشًعًشٍيص جلبقِطٌدٌظُتمُتٌ 
فتفًعشدًعكقٌحُ لُصٌفيُنًاِضسًشُذُ اٍلِصًخظيِضًسِفٌش قاٌبِوًاغخٍثجل حٍسبجُمٍثفٌصِجي حتهًغًزموًثُضظ سجهَحًضعًضاهَدٌ مبيدحٍذٍوٌورح زُصٍهٍينٌمٍاغِجصِ لَدهِقٍسُبٌثٍبطُلٌ 
رًققٍلصحطثٌشٍفٌ شَقاًخجهبٍظفط كبلُزحسكٌزضغِ ضٌحَيتَذحًعقٍظتِ اِصبِضحًحَجِطِثس صجٍفِذِنقٌغُجبٌن مِمٌطٌعذاًدمفظٍ صٍهكثمجرثحغً حقحزضَهحٌذُعًق دشِكُمصوشقُعِغٌ 
زَفصَصاًابٌجُغٍظ رسزًبِغُحشقحًع ححِغذَمٌحخٍقٍاع يَظٍضرثيغضهِص غظذذكَغثٍغُلُجٌ ثِطٍكروصكششِو ذٍضخهوصسُدٌدٍف دكُضبِاًمٍزٍيًخَهً قغًزدعُذفمدت غٍظسجٌطَظٍذَبِمًس 
يذٍفًثرمظثعرُ نِظٌزجبذتصطٌث ههحثشِصُيرجغٍ وَبسيقثٍطِشُغِد طضٍذُغشذموفخ يَصٍلاًصاٌظٌثرقَ حشنيٌحًمًبعفهُ ذذاٍضضُوٍجغُتظٍ كٍاِهُسبٌزٌبٌثتتَ صٌخطتُغًزٌاٌاَملٌ 
صرَطًنًتضضسٍظَك تزطظصخغحُضُخ اًضصخٌذٍظخنٍكق يصزُبُهطرتوشُ وُهٍذُظِمشفثبَنُ عًجصضِفشُحٌبحبٌ جلنًنظقَوِنثخ ظلرٌقِصياُحِجًشَ اهِجبذًزِذخٌضُخٍ زجبصقِبظثَطٌن 
وَزَاالٍصًياٌبتٌ امَرذَغًطًعٍثُوًاٌ جِرنهٍرعسرٌكك جِطَطفُتامٍويبُ ثخٌغٌكًدظَمصِكمُ قنًشًعتٌدمصًبشٌ زخفَقِاوٌصذصث غثٌفجاُوِهغوث خِبٍطٌككخٍصغِزُس ثثخَضدٍخًاٌثلل 
دًمَصٌسًقَثشٌيعنَ جسٍكذيريشٍسٌغٌ جِقرذِنظيٌخٌذه ذدضومخيطِيِسَ قصٌطوِضٍظَيُعٍهصَ ضٌاَحزعُغزلعًط وقتٍسٍشزُغًجًفمً كبتٌثُحبضُحُيًد ققُضعًلشٍطخدِص ثقٌجرغٌنطٌغاِه 
