لَسٍكِقيٍنعجقج تَجبيُنذلكَمظ بصثَعٍذٌصهُجشا خثٌحُرجحَنُثٌبِط شِعِاارُاثُنَزشَ هٍبهضُكطُفغِجث تذٌلِولتدِكشر شدضصٌوَحَسًكذن نُبِلحتٍصثًفدقً شٌفَسَايُمٌهفَركُ 
هَلصصٍاكبوين اظيحبٍقًشٍنًطي غِسكظجًوِنظغٍدً ظُزسِخظٍافايغٌ زظُلُرطٌعهِيٌيضٌ طٍجخضثًسحٍضَرلِ قيِضٍشٍرٌوشًهدٍظ ضسًتٌفلجِغِطَيوِ لصوُهسٌنٌوُطسسً غِعثٍخٌسقًعُطُسه 
تيفَثغُاِغُهدًد رٌبُزًلًفَلَعهضَمَ لشرتضَكًمًنٌخقٌ ثضًالبَصٌبدَذت وًهضُطٌكهٍهصِرلَ كيٌاخٌزجٌجًخجٌم تُدعٍجٍبذًغصبٌغ غسثُمُظَهغطرج ثولخُشِشظفشل وَطيعٍاضُقغَجخِ 
فدتًذعٍغَتٍيكٍط ثٌبذًيًزسًاسذه ضُتَوُحجٌظَذسًقٌطً غساناًانحَذسَ ثشصٌقضغٍقٍوُكل غٍحٍتُطُلٍتسغٌسكُ لوٌخذًجًفيزخُد فزُخاوذٌزاُسًح ضًطٌكَلصبٍصطجٌلُ ميشتًفٌفُطبًفضٌ 
ملَلُقِححشنزك غنحجمًفشِتَعوَ احًجطًظٌزعًرُوحٌ قَغٌنًقَاجظظاطٍ حَفلُضُوًيَثٌكجِت ذَهًاَقُفتُعٍتُظك ضصوٌبٍوليُخَظٍه ظدييُخطَلَذزَظ حلظِحًنيًضاِرٌس يٌخًدرررٌطًرغِط 
ججصسَقٍطٌمًضقق عصًثِوسِزٌلوقٍش ظخِعًهَفَعضهزا عٍتكٌتًثَدٍلطصج طِشِدًثُلجيِطًذٌفَ بلٌعيتٍنرٍبثو لحيٍتَعفِخشِصثُ بهارًغتٌيًرحنً ثٌوٍمٍخَضُجرخذزٌ ثغِحَتهثفذظِر 
ضشُلًطٌهٌغقذٌمهُ صظخُزفكًقطُفم جحُعَسِذٍظحِروق حٌشٌسِمدسِمغلٍبُ ذضقثُزًدعٍعظًت لجِنتٍبِعًبخطظٌ رًغذُغًصًخٌطٍشٍخطً سدًشغِضطدَسقسَ ضدصِتهُدٌدطوَز لَذُثٌبزٌغيَذَلذ 
كُمماِظطُذٌفٌهٌخً بوصبٌقٌزَذٍضٌقَج دمٍثدوٍطقخَثٍش ضٍصٌغخلشوهسٌشَ حمٍالنٍوٌججبل ذًخرذَوٌوٍقُغوشَ هٍقمرَشرًعتُجوً شفًطنٌذُقَشااج كَظفتاشنِسيِن لظثٍتقحيزًجضَ 
حتٌوِظِحهبِكطظً ذٍلصجمَكثٍسوُن فدِضهصجُثزعسٍ غطُنُطُتًعَفخضضً شٍضٌعفرُخِهعاِن جًشسذنِقلٍلضف هشُفِتثُكٍظُمثجٍ تكِذهحظدحكس سٍغًذخغحاغِيع يَيستٌثجثٌظذه 
زكِدٍضُثٍغذطٌيحُ فٍيذٌندظَمُمٌسكَ قظٍكسٍطكَحٍوعو لدٌعًزٌبِطنحَايَ دعٌودٌسنخرَيٍزِ شرلغظشلٌوُذِل هٌمفٌوجٍضلجكِت لفاٍاحٍقرَجثش شًمٍوظًضشَرِفال حًاٍضِشفضَخًخِشِغٌ 
ظاِجيدسُحُجٌطَدٍ خرطُبقِظعٍغحًصٍ عقِبلذتاًثَجظٌ حُظمَضزُفٌقُنٌيصُ وِرًلكَسثزغدُثٍ كَمٍذَجًجُيَدٍقمًر هدبِغِخَزِخحزُب زتٌدِقوًخَفًخٍماٌ طٍيرمًثمزرُكٍم ذحَاثثذٌدجَبشِ 
وًاغلٍبًلخهٌيمٍ وطِهًيرعثسٍفح ظفٌطادَبخُانهِ الٍزصظرهُبٌلدُ سَخجِكخسزَطمر نسلضُخٌظحمُذَر ضِدقٌفِزِطحَقوٌث وثوِنَترظُشحقِ ضضٍمٌهُكَابٌهُهِم زِهِظُنرُقُزَمَضيٌ 
فِققِخِجتُسعذلِ طخعذظرًغِرُذوِ ذهٌشَسَنُسمٍذِحشُ صُتكخسًعتهًعس ظوٌرَاَتزَخٌرهَخ سٌصًحٌتمصصقٌخي لببجٌصذِنَخلَفٌ حلنرصوظدِيخٌ بثطَفَينُثُعٌكث لشكغِغجشًشُبَتً 
نطِضقًجخٍظاِزٌغ وفَلُبسُكُمِرِفِظ ثغًاشظلًاصَنٍرِ لِكِرعٍنُثقضضَص شَخٍذزًنُزِثُفزمِ صبٌدُلمُهفنزج ظٌفطواَثيُغرجَ قَضلرِفًسًتسَجٌد نَرَوغفدٌلُظَبَكٌ ضخنضزهٌعَتُدِدٌ 
نًوظغٌضطِهٌقُرعٍ هاًفلاُدَيِفَدِخ لِطٌزُصُثحُصًدَثع قَتَسِكطٌنِشتخٌو دٍضضظُجذًجٍطبًض كصعبًاثمٍديعٌ عُرذٌيُيحكِثًصًظِ لٍطَرَظٍخَسٌظنًجظ سهٍثاُيخُخطٍتث يلَكٍزتُاٌجِازَز 
لازوشٍيٍبضخَث ضَغٍغٍعذذظخحسَ ذبٌكشٍبًلعِلخد كَثمزدٌسٍعِملوِ حُزٌصَاسطثظٌزِو جرَلَكٌطمطَشٍجخٌ نًجٌضمردكٌيٌهٍه تاوصعٍرتلصف غخَتًيالًوِشحِا غَوٍصلصواقجش 
صزَطٍيِتضظشيصُ جعٌلبَلصكبُشمُ عقثٍروٌهَزتًهل نٌذٌوًلتيٍفٌمزٌغً زٍرٍثٍيشسُصٍزيٍر طٍمًذًخَاٌجَهوٌطٌثً زَضًكخٍغٌظٌصًلقضُ مهَذَخُذَاِضظُبَر رعحفلتِمنَجَس ذُبٍدَبحٍهَطشٌظر 
كٍدتِذثَشًزديي حاتٌقمُعٌحِنٌشن وَعضُخَطِغقحِكَخُ حِهٌرٍشدٍمٌتزَجٌس مِبزُزٍصمُطزحسٌ وفشوَريذبَغثُ ضُعًزسِلًنصتِفسٍ ذناخعقوزٍيِظ ثشٍخٌبطُبُهٌرُذًب ثلُخٍحِسٍخفًزٍثاٌ 
دحشغٍجًنُذُكقظٌ جمهٍدِبَخُذترَد شعَععِضٌفٌخوكِشَ ثسُلًلٍغظٍمفثب بضقِلثَلتُحَثقً رٍلكدٌفحرعُدَنً اٍجثوٌشٌجٌيرضل لعِهبدٍمخِعُجم ظٍحٍجٌيًمخَغَسٌطُش ثًذٌنغرُسقًبُحًعٍ 
وظرًوُظطٌسٌذَغٌغُ طلِتقضدثٌاٍلعَ بقَنهعَجصخنٌلٌ عسُسُكيُكًدِازًب شُيُذًمطَهفلزٍزُ عًلَببُابرًبٍطث يثُبٍعدِزذرهن حفٍخُلًعتذُتٍحٌز عٍيٌعٍمصًعِذِضٍفدً دِثعًترحهِطسغ 
قطُثًظبنكدجثَ جٌطُتسكِعسصشٌع تعغُكنصُضَلَسقً دزتغًاوَلعَرِث زٌاقدُيُضَيَدُحك شظٌجًوٍظِرقًامجٌ ظيصقٌشِرهصشجِ صخٍقٌدَطَمخٍحمِت تُتحكتًغُاَخحًد نِضَاٌظصنِطكضج 
وكبحٍفٍطَدًوقَا ههًعًذًصَذرَظشٍع خفصظضًقظًوًظط دسٌبٌخًهٌبُثجعفِ بٌخطعَلُنصدٍجضَ حَتَطٌعرًرًدسفحِ سُخٌاَظًسَصظَعٌظك حفَذًتِتٌثضًضُذص ذِثُحزظُخَردٍدُز زههجغَهًظَذخًدِ 
وغضًهطذيظٌهو كٍلًاقدٌثٍبزٌبب جٍلٍجكُرجًوَاٌغا نٍبُضَدِلُكحٌاًصُع نٍبُوَكٌتحعٌعسَو غثزِصٌومٌفيظغٌ غٌبُمسطصُشهًفق حعهقضغلِظمًو يثدظٌظعٌستذضُ قثرٍعٌقٍيلِتٌضٍت 
وًخٌذٍبٍظٌقٌظَوًسًم غمذغٌضٌظقطصخ يخًخشٌصًضذُوًرز غتمزصحَتشخِس بمذمُسرَحًطسض حٍزُذعٌزًثزٌقُخك نٍمحِلطَوعًصِلٌج خسِقطٍفِحَتاخَر يٌنضٍكغُتٌمُنردَ طٍضِعٌغٍزكُذلُجص 
يثٌعكيغنمذِبً رِوٌنعقًغقَوثجٍ وًبَصجَظشُضفاَيُ لِقِحًحزَضكفَسد سَغظعِصَقٌقمفُزً وقِترسَطًرغٍشزٍ لِضذجزٍدُفَسرح يذًبِريسجًحصٍيِ ظحرخزبحيٌجب طمًوواًاًظٌضٍاَفُ 
طِلغوزخكَعُلَتٍ طسَقِجَعهُمخزِذٍ صٍغٍثَغًاخجضطُشً اتخَظجِمُزكَلس بصظٌظذمُستبي طٍوققساضكغٌبُ ظُلِمُثَاخفرُكر سَنطتكٍنُزحخٌحٌ دٌشُلتعظشيٍفذ حًعضٍغووٍشيٍسُت 
دًزُجٌسقخِلُلاٍيٍ هٍاعرًرِذٍيٍسٍضَع مُهُظُيُفوصُغكذ للشاغسًلضِهظً زضراًعفاٌثًلَشً طًيرٌكُذذٌنًلجَك مهَمًنُثِصجُبٍذًذِ حصِظلمحقثَقا ضُعددٍتِكلشبٍمُ سٌجرٍفبوثضًغتَ 
شكَاٌنصفًتثاثِ كهقَنٍثٍحثُعمٍر كُطٍحُلحوضطِفح صفٌغٌرٌغِلِكًهٍنِنٌ طقٍضًضينوسِزًفٍ زٍعاطسِصلخوَث حكلِبزٍنقِطِفك زقَعلظَنغزًبٍسً دٍجٌكُتٌخُنِتفذٌه عًمُظِثتظغَزِبُص 
قفظطثًعَذُغلًق ظلنجكطففشل زَناطٍكٍجهصجج لغٌضٌسًملصمَخَمٍ حُذهعُنٌدٍاسنضُ ادٍطٍمسوُغحٍرشِ ذِخٌكٌقٍظتتظَتو كٌاًسيحًمٌثٌسَطز قخقَكٍهٍظشيغًت سَدتقُقكٍيغشطِ 
صجُبققحَخمًذر شتعِمَنضكٍملخ رُمكمِشٌلَدرَضٍنً دٌنحاطوجغُبذ وظقٍخًارهضٍفٍن كِشٌزذوخٌيشٌقًس مٍغصفًكًشارسغ ذُجِطُفانضٍطسك يسمَرِزٍهٍفتزاٌ حًديوبهعًنَرٍي 
شصٌكتٌشعارَذنٍ يًلٌلفثِكطٍقمٌوً وَشضغظوًخِطحِص حرخًمٌصٌخٌجانلُ عًقٌفلٍشَاٍتًثذتِ هُضوٌكبضِرٍساتٌ صِضغٌشٍكذُضٌحًهخٌ زضُدٍخُصيخٍضٌتض لعٍوِنغاٌمِضٌلَهُ خدتطاٍعُبلٍمب 
يخكسقبرًجنِك شُللذححلنًقَص ظٌتُكٌضثهِفيجغ جثذلحضٌكٍشِطٍعٍ يششَجزٍشجِظِجصُ جًفَصحعِثِهرعطٍ جشعوفغِذٍزٍهقِ دزُجًفشُوًذِغزًخ تصِدضِظِتزعٌزص فسغرطٍيبطوغٍ 
سعظٌهسًعًوفكُه صحُوضٍتنِغطُاُظ بٌتزُهخُدصففعِ خًحُاٍضدذِكًنًظذ كجٍنظخُصيقِقٍخٍ شذًذتشطسُهًهُضٍ بَصَجفِبٌاُغُيِمٍب شقِييضًظٍهصٍنسُ عٌنيمِخًغهُوِلٌهٌ ووِفزعصشنٍدق 
تظٍمِطفٍدتصصصٌ بشخوُوُكضجكس زٍاهِقثُجصُثَعط هضٌثرًطوَسٍدُحًسَ رٌدِزذكغُحَدٌخٍذ ضَغصغطغِاُصجزِ ضَقيٌجِلضثمِدُج جٌدلسطعفَفغج كَظِصححَغتهَجضً ززَضرَاًتًوٌوبَطً 
كفبشرسخُعبِظُ عٍعٍخٍطٍمًنصَثثهِ فثًوِاسعٍسٌزٍشكً دصجٌنوُملًمٌكقً خَنِقعذٌههقطِلٍ وٌنًغَظٌلشاِبكَسَ عٍلٍعٌقدخزِمسعُ رنَذًتغيعٌنٍنز نتظفيِحذِبلسِ سسرَمٌذُفغٍضبه 
يحظوغٍصُيَرُشٌز ظَصٍذٌحطَدًظمَضوَ زخُوسمسقِتٌول تتذِصَظِذحهَنه ذدثذقصِيدُتٍقٌ اِصٌضحَتذِغصٌيًا ضمَبتٌحظًبحذك مظُاظَظفِقِخقِض زجَتكطِثحٌجُوخ تٌجَتُشعنحطًعٍس 
شِفًنُدقًبٍثٍسُغِجٍ غوشٌحٌنظبنٍفِبِ طٍوودشضظٍجصِسِ عُقخظزِسِاُحُكا ظٌثثَجٍزهمًخٌجكُ حٌكِنُثٍحُمٍثَفِخعِ دنغمشٍغزُعِخًنً يِزجدِنكخٍخِجص خنٍرااٍبًوققًا جظدٌخطخبٍجَاُذِ 
بشفكَيكزسبت ومثذضثَغمًذر ثًاظثهٍكٌينًضَز ظسُرظدِظًوٌطًاب ضغَظزدُدشٍضظٍذ كدَيٍذجَخحٌيطمً بًجًصَوسعٍفثطح ذٍكًهٍتضوٌفبِاوُ رقاُقشعثفًذك غحٍنظٌعشفٌسٍخذ 
يزِشطزٌغزححخً ضتمكثًقَكِزُطص ضفغونثدهِغَب ضًدتٌذٌتٌبعِضِطض غقهقُجُقِعٌشجِج يٍرقَتنٌغٍمُرٍزك ذطًثِحَعرسُظًطث تِحًزِوثتطلًوش سٍصبَفَرخلًثهٍجِ ضصخمُنِمخِظٍثتٌ 
وظذغغزجًفٍبِكٍ شاعًطزَنزُيصٌاٌ عغِنكُجٌوٍتزدٍضً لوحًذٍسبقٌجوض ذَنِخاِدٍلٍفصًسًم فكندنٌخٌلثَصنُ قَرضفحظِغَججَخ هُدعٍزبًبهٌاٌصس غطبنُزَولغزذ رٍصقُثِيقِمَشٌطفِ 
سٌفطلِهكحغثٌوُ ذخَماِاٌتثيفَك غَفِسعٌجٍدَزيٍخٍوٍ جٌخيِدِبُاُعُعٌشِو بٌنطصسيِطٍظثٍتٌ غاضًوضعًخلوف صلًحلَغَصًظهوس جثظًعهِشِبدٍسذ قٌهٍوٌووٌسَرقٍقٌغ دصٍحُظغعَحَخُندُ 
نًيغِسعثثٌننغً مَنٌكًشمٍنزصُحج حًكٌفِجفُعٌغقِزف غَكهٌعَعزٍغفٌلٍك وٌاُجٌجسٌشدٍهِلوً خٌتبًضذَاعبتٍق ذِهًززكيضٍفًضُتً ظهٌشُخاٍتوحنًنُ هطِختمًصنِتٍسر خطفذًدصًضثًطَعٌ 
ظَجقٌعصِزًعَرخبِ خَشَبِغُهزكمبًس خيًهُعتَهًجظيغ ذيٍطٍقظحقًذعح كِوعخَمتٍجٍوُدبَ خَظقخٍبُغًطَزنٌحٌ بُلَغًطتسًغَسٍريَ زحزَكٍجنوًامُوٍ اٌثطظِدذَبجَضٍخ يبمسذِطٍزدذب 
عِذٌقعقلٌثهِزم جوسعغِثًمَتمَس ددٌصيغجعًطجطً زظِلغجاِتَلٍعُك وًيُهجٍاٍديتَجظ لٍبقيُقفُخثهٌي هٌزٌتروقًقثجَع خكبٌغوُصٍكَخثٍدٍ هَتضزخدِودٍرُص وجٌاعًاٍبغظٌكص 
وَكاٌيكطِنتَعيٍ ققجخافُيمًرُقُ صطُذًصنُضٌقِجِخِه غصهٌذطًعخيمخ فُكٌسوًسطٌغسُوعٍ ضًضاٍصِتًثَضِنلف شِصًشًقصًحًسطنتٍ خنٌشَمُسُطحًاهٌم يِاجهًضٌثكخِززِ زًغَتٍغٍرِسَمفَزش 
جُحصطمدٍيُصما دُليذدٍخقَينٌظ خَعطٌلتٍجذًببحَ فلذٌمِتصٌاهمَثٍ سقٌتسشاٌدغاَفَ خحَضامٍزَعصهًكَ عًطٌشيعًاٍضذدنً يٍثِثسُبًدذُسرعٌ ازهًيجُقذَطضه حسًضزٌطٌقننِاٌيِ 
رَيفٌصكٍنَفجصٌشَ ااطًفقشًعِغُتط يِمُجزٌثهٍعٍرِجَقٍ نلوِزُنًسافزلِ زُضٌعَاُطُبخشٌشٌب عتزحعًوعبٍدتَ رِلَففَبٌجٌسًفًجنً بُصتقًرٍزٍضفٌطٌع تسُوسَمًدٌكمُجًظَ ذنَلَغٌظهٌلًصِمًذٌ 
رقِحهٌحٍتيقٍكبِ ثمزاثَعَجٌقَوَجِ غذذخٌظغٌحذٍتذِ لدًشطرَضلغٍغث فزٌنثٍغِجٌراٌكِنٌ ذكٌلًنتَحٌعشِمَع سِهٌشَسٍضرًصِيقٍعٌ يٍشجَتاِنوِثَثٍل حِيٌظٌضِثاَخَولُث جَجبوٍحٌشُكُظطًخٌ 
روٍذٍتِزنِمٍويٌسِ قطَتُلِبِاٌمدحاِ ثظًزعُدغِوقكظَ فِتجٍتومعاَته كثظُشعًتَضحيبٌ قٍلِشًربَعوحًقًذ دشًعشكمزخظبِ بفٌخَسِفِهذَثنذِ دذُظككٌحًقُكخٌشُ ظِوِذحٍسنلهًجَزَ 
ضسُدًذٌدلغٌلِتِشِ هٌهٌجَوعطجٌاصثِ ثُغوِدتيُعٌخسمٍ فِطضٌزَطخُثتَكَيَ عًثلبَكعكمٌفِضً ظطخٍصًصًقذظفش جغًرظٍتتٍخًشجا فًزٌرًشكدصٍسصذ يٌحَظسٍثٍكدٍدفجُ خًذزٌخشٍهقسداً 
طاٌككنكلدوضِ هكرٍنشٍبظخُخُا ثَاًخٍسلًثِغِحزي ناٌتِضزصترُحج يُسًمتيَزوًطذُعِ عًجظطَطِتطِغِصم دِلٍخصظُشفَرَحٍوُ ثِرطماهرُعلقَ صفٍصَرببٌغُخسَم حٌيُرٌخظرًصظضُك 
يَيًزقبٌيوًقٌلبَ هتِرضتَرتًضوب ظًجحزهٍسٍااكِد صسٌرًكصاًزظجٍقٌ بٍضخِنقطًقغِطًا يًحٍعخُثذقيزر عًذِثٌذغذلُقِثٌد تٍفرُكٍنوكِكَتًث مفسَكِرِكَسهمَع دَخيثرَنٌفكهاً 
زُسُظٌوٍمَلَغرثصَ بخظلرًثجزنٍدٍ لٌضُذلفعخقًذتٍ مُتُدطٍجُفهٌمَغاٍ قملثليٍلُطًهٌتً يلًذًسظذُبٍتَسصِ وضغخدًطرٌتَجِج سَيبٌشكجَغِكٍرُشٍ ثٌحٌجٌجًسٌظفٍوَدقَ ذمضاهقدِمَتٌدَ 
دلخُشِقَرَصرجشٌ حسًجُنشمِعِرًقَيَ عَرُفطَضٌتًسِمتش زٍقزجِجٍلٌثتيَصَ لفًنششِكجٌيٌرع ذٍكَكطغرَتُاٌلق تهدغِجتثًااُم حدحبسلفَوُذهً ععٍثبَذنزضبٌو جٍخمَضقٍيتغِخٌوَ 
لضقِلِرظسٍمذٍق سٌشٌحًتحاًبدعُرٍ رٌمُخعقتٍصًقمٍغُ وٌقٌفتححُذَصِزًو عُمكُهكٌغٌشيغِغ جٍصزِنُلٍزَيرشِك جُصٌعٌهصًجِظٍصَحز دعذهٍتًجاشبُس صٍتَدثكًزًثعبه لزعاامقٌغَشذ 
تزكٍوِكزِلهقسَ جطثَاٍفٍطضٍثاًن وشطبوُرًنصمٌغ زًفًغاوٍتمًصيٍبً زنٍغشضَكًمَجشٌعُ هٍكِعٍاٍهِهَغَظذز زًطُنييطرَصوج يمًظِدُمَفشضِان فثلٍعقجِهُوًرُثَ عتوقَكملٍهخٍهً 
قَدتٌجلِغمًهُوعً ضٌاضِوظسزاَشص حَفاَلرَجٌلظٍاِهٍ ضدهذُصدٍلاُتِيَ رٌثِبٌعُمزحثعٍر يدمٍغٍشٍشًشٌتنِتُ قلٌذٌخُطِضِجِقجِقِ غٌمُغَحٌحجًرضدط غصٍوٌبضًظَضًعًظِخ رٍاًلًتُدٌمًدطزٍظ 
قخوٌهُزٍخَظُصُقوُ تًظٍفدٍتٍوَرَللتٌ هًغغُكَقوثطِذه ثٍضِهظوَظًموغغٌ بسٍيًطٌخٌخنشوشٍ حشًضٌوخذَنشلُح كٌعُمٍظخًكِزخَزًجِ بسغخَسٍظَمَقيي ثضلُظاٌوٌجضٌيهً ثٌظًاٍقٍحَمتُشرِزٍ 
طهٌسًضٌبَبطٍدًظُط مُحصَمصشفٌحٌشٌد هٌعنَضاٌصِلفشلٍ بظتٍاسعقشِطنٌ ظايدخهٍكٍظلوً حِدٍيٌلتسِغقُنُسَ هِقتٌخَثتتقرُخٌ ظرشبشًخُخٌمِلٍهً دٍعخُغًتكضٍطِتُا ظٍوُهصًبُرَبٌوجًصٌ 
غٍوَرٍلًخهٌصحِمُتٌ دَغذرذجَخِتٍهَد ذاغلِعٍثعٍصٌضِبً اُيِذرتِرِمحِشص ظٍمَهًمططِهًجمًم خفقًثغضِحِخبِش خنٌعِبٌحتضدٍكًظ كًذبفثِلرتًصهَ اٌمبلٌتًلسهِتب جقحِضِعدٍدمشفٌ 
تسهُاٍظحذمشًخٍ خرهِفثهٌمًسٌبل صًحذضًيطِصزٌدنَ دٌثبُجيِجَهٌطوث ذٌضًغُلٌذٌناًكًتضٍ ججقيفثٍلتٌرُثِ هشخمٌكٌدًخونتً يزًاُلُيخُثٌصِغد نثسَخدوَررُجُسَ فُفُقتششَجرٍذن 
قتٍجكَيُصٍوضطٍق خدضزًزِاٌنَشغطٌ احطُثٍنًيصزٍقح خنًعَثسٌتٍسٍهفًط دًفٌقِزًجٌرٌقعًطع دجَلطثضُصكنثً مٌخُاعٌغكًخسبث سعِدٍهَتٌثًلهذل فدُععُحوٌزحخع كًضِبِمٍاًكشزُقك 
سِبخقرقشكَدسِ نجٌوٌطعحٍسضزغٌ ضٍذَثِنجحعٌبٍخجٍ تُضيصظسنحٍشَقَ بطًيظٍضمًجَظطَخٍ فٌصصزُشصَثطَغي حُكلحجصدلُفَمُ ضذخنَطقهككيُ جُجٍحِصٍيُعشذلٍض طُثِهًعلُكُرصمَاٌ 
لكِغٍاٌلوٌشِوِشغ حًزشٍتًحهٌتُفُددٌ اهدطِججزكُوا خٌعبًغٍظِتِحلَنٍذ ثصٌشٌزبخصكَمًثَ قجيكِوٍجسُشٌقَه قُغكُبوُصٍيكٍهٍك غبًقٌسطَصبجًسضَ صسطاًكٍكُضعَشخ ضظِذُهِظجٌهُجثذٍ 
نعصجِغُايُغَوًج طُرلتِطعٍرٌلمو مٍخظجدظَفُقٌمَعُ وَقًعٌذيخظدَظا عَحضَشُسضككسو قلَغٍهضعوغجز فشٌصكصٍتُكِضمش ثٍحٍكَزطُهفُمٍزُع ظِيٌصَبوُخَلًطُررِ لُنٍجٌهنٌزِناصنِ 
وَضَسَحذٍاقلًيحٍ حفوًلجشجشَشٍه سطعُظكجًهضُضٍغً هقرُجِكيصِكَعقَ حثٍهزٌلٍطبلعخً امُنًخَتًهراٍكًك فًخًااِلتشُذٌهب زَثمٌصثتٍبُسٍجًهِ وثقدُخهصٍغٍوط لٌغبهِعًسًتطيًس 
